placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,error,info
https://www.google.com/maps/place/Joe+Arrington+Cancer+Research+and+Treatment+Center/data=!4m7!3m6!1s0x86fe72b27ec0cd9d:0xed56af7354b357d9!8m2!3d33.5735322!4d-101.9024039!16s%2Fg%2F1tph25jj!19sChIJnc3AfrJy_oYR2VezVHOvVu0,Joe Arrington Cancer Research and Treatment Center,3.5,39,Cancer treatment center,"4101 22nd Pl, Lubbock, TX 79410, United States","H3FX+C2 Lubbock, Texas, USA",https://www.providence.org/locations/covenant-health/home/joe-arrington-cancer-research-and-treatment-center?ls=location&y_source=1_NzM1OTQ4MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 806-725-8000,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNpvTU2-rNaoIFof41bupwsleZY9Gz-dfEbAgTp=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:56.818Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,,
https://www.google.com/maps/place/City+Bank+Infusion+Center+at+UMC+Health+%26+Wellness+Hospital/data=!4m7!3m6!1s0x86fe730fecc6aaa9:0xdc7512a00631789c!8m2!3d33.4934825!4d-101.9210546!16s%2Fg%2F11vl9nwq_s!19sChIJqarG7A9z_oYRnHgxBqASddw,City Bank Infusion Center at UMC Health & Wellness Hospital,,,Medical clinic,"11011 Slide Rd 1st Floor, Suite C1632, Lubbock, TX 79424, United States","F3VH+9H Lubbock, Texas, USA",https://www.umchealthsystem.com/locations/city-bank-infusion-center-at-umc-health-wellness-hospital/,+1 806-472-6870,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPyYbHu-EuLwMPJDzqWCDeFgGR_Od9tzT8fcZat=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:13:01.647Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Lubbock+Cancer+Center/data=!4m7!3m6!1s0x86fe72ad39c7cfbd:0x13071090f24902e0!8m2!3d33.5762083!4d-101.89933!16s%2Fg%2F1thxwp2n!19sChIJvc_HOa1y_oYR4AJJ8pAQBxM,Lubbock Cancer Center,5.0,1,Medical clinic,"4002 21st St B, Lubbock, TX 79410, United States","H4G2+F7 Lubbock, Texas, USA",,+1 806-793-8310,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipOHSpBi1LV-dK0bs5-uo0tEg3Ak2z37PEMzKVZ1=w408-h302-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:13:06.608Z,,,,,,,,,
https://www.google.com/maps/place/Texas+Tech+Physicians+Medical+Pavilion/data=!4m7!3m6!1s0x86fe0d07728b7a75:0xaa2daf5b387a44de!8m2!3d33.5903817!4d-101.8913742!16s%2Fg%2F11gr5zdb03!19sChIJdXqLcgcN_oYR3kR6OFuvLao,Texas Tech Physicians Medical Pavilion,4.9,942,Medical Center,"3601 4th St, Lubbock, TX 79430, United States","H4R5+5F Lubbock, Texas, USA",https://www.texastechphysicians.com/services/clinics.aspx?utm_medium=TexasTechPhysiciansMedicalPavilion&utm_source=GMBSocialClimb,+1 806-743-2669,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM5LGjfRdZ_L8HY6EPK3E64kMuaOtsb_mp5IcLD=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:13:20.749Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Texas+Tech+Physicians:+Dermatology/data=!4m7!3m6!1s0x86fe0d58535f631b:0x1ccefe6a9868a8b1!8m2!3d33.5887708!4d-101.8918661!16s%2Fg%2F1tj91_jp!19sChIJG2NfU1gN_oYRsahomGr-zhw,Texas Tech Physicians: Dermatology,4.9,505,Skin care clinic,"Texas Tech University, Physicians Medical Pavilion, 3601 4th St 4th Floor, Lubbock, TX 79430, United States","H4Q5+G7 Lubbock, Texas, USA",https://www.texastechphysicians.com/lubbock/dermatology/?utm_source=GMBSocialClimb&utm_medium=TexasTechPhysicians%3ADermatology,+1 806-743-1842,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SC4xI4C_sT9xaA_gQfG0mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.9651&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Amarillo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:13:25.726Z,Closed,"8–11:30 am, 12:30–5 pm","8–11:30 am, 12:30–5 pm","8–11:30 am, 12:30–5 pm","8–11:30 am, 12:30–5 pm","8–11:30 am, 12:30–5 pm",Closed,,
https://www.google.com/maps/place/Veritas+Medical/data=!4m7!3m6!1s0x86fe6c8c58bd730d:0xa1c93fe6523050d0!8m2!3d33.5829233!4d-101.8460732!16s%2Fg%2F1q6h_z93d!19sChIJDXO9WIxs_oYR0FAwUuY_yaE,Veritas Medical,4.7,131,Medical clinic,"1316 Texas Ave, Lubbock, TX 79401, United States","H5M3+5H Lubbock, Texas, USA",https://veritaswellnessmember.com/,+1 855-683-7482,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4tdWTCyPGmqznngro3-is83-vHQegMGb9vw5gvF8_gCGbLHz4_w52-UykUp9DT0O8NBk4JDLvT833ac24qNDLisQ8DQAY5LyY7nL31W_N4L90HeZK-s4MaxyTWIaAyM0VQ73U=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Midland+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:13:39.511Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,,
https://www.google.com/maps/place/Texas+Tech+Physicians:+Center+for+Fertility+and+Reproductive+Surgery+%28Obstetrics+and+Gynecology%29/data=!4m7!3m6!1s0x86fe0d57dd331dd5:0x73651022905a0df6!8m2!3d33.58844!4d-101.890035!16s%2Fg%2F1tw1f8kz!19sChIJ1R0z3VcN_oYR9g1akCIQZXM,Texas Tech Physicians: Center for Fertility and Reproductive Surgery (Obstetrics and Gynecology),5.0,13,Medical clinic,"Medical Office Plaza II, 808 Joliet Ave suite 230, Lubbock, TX 79415, United States","H4Q5+9X Lubbock, Texas, USA",https://www.texastechphysicians.com/clinics/lubbock/obgyn/rei.aspx?utm_source=GMBSocialClimb&utm_medium=TexasTechPhysicians%3ACenterforFertilityandReproductiveSurgery%28ObstetricsandGynecology%29,+1 806-743-4256,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO-P4eAdL-mxWloSgcE9FHuUOi2RL1lLK-MA3xv=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Odessa+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:13:53.410Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
,,,,,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Abilene+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:02.001Z,,,,,,,,No new results found,
,,,,,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+San+Angelo+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:10.294Z,,,,,,,,No new results found,
https://www.google.com/maps/place/The+Scalp+Micro+Center/data=!4m7!3m6!1s0x86fe6d3498859b4d:0xc94ff66650b3e021!8m2!3d33.5852539!4d-101.8462765!16s%2Fg%2F11n06m4qwf!19sChIJTZuFmDRt_oYRIeCzUGb2T8k,The Scalp Micro Center,5.0,29,Hair replacement service,"1001 Main St, Lubbock, TX 79401, United States","H5P3+4F Lubbock, Texas, USA",http://www.thesmpcenter.com/,+1 806-410-0846,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOg3OLFC3_uIAhThb7cbWVHoYRRT0ggk_P_igGU=w408-h530-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:26.229Z,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,,
https://www.google.com/maps/place/American+Cancer+Society/data=!4m7!3m6!1s0x86fe12b697bfa7cd:0x4e282c3ed3b61f38!8m2!3d33.58481!4d-101.8900186!16s%2Fg%2F1td65s46!19sChIJzae_l7YS_oYROB-20z4sKE4,American Cancer Society,,,Cancer treatment center,"3513 10th St, Lubbock, TX 79415, United States","H4M5+WX Lubbock, Texas, USA",http://www.cancer.org/,+1 800-227-2345,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrTWr3uHXsXCuQ1BlwS5wxvG3w8qCjZU28FLqa9Bodc7lb1i_KWc7Bq4FwcTN2AQdZhENhagabgQJyuIKlzvKqQX3d6tRXNeMJ6eah4aA_9gQEd7YkTMJfXyLG3l7ckI252onA=w408-h240-k-no-pi-20-ya29.999998-ro-0-fo100,false,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:31.431Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,
https://www.google.com/maps/place/Frankl+Clinic/data=!4m7!3m6!1s0x86fe72ad01ffd147:0x8ee2fcde88ad18c6!8m2!3d33.5747911!4d-101.8982118!16s%2Fg%2F11b6t86l73!19sChIJR9H_Aa1y_oYRxhitiN784o4,Frankl Clinic,5.0,18,Medical clinic,"3813 22nd St #5b, Lubbock, TX 79410, United States","H4F2+WP Lubbock, Texas, USA",http://www.franklcliniclubbock.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,+1 806-368-7730,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tQDBcyzy_2_U_fQlKvd-9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.43665&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:36.259Z,Closed,10 am–5 pm,10 am–5 pm,10 am–3 pm,10 am–5 pm,10 am–3 pm,Closed,,
https://www.google.com/maps/place/Women%27s+Oncology/data=!4m7!3m6!1s0x86fe72ab9d3b2e09:0x860b8bedbb6efdd3!8m2!3d33.5743963!4d-101.8933414!16s%2Fg%2F1tgjlr95!19sChIJCS47naty_oYR0_1uu-2LC4Y,Women's Oncology,4.3,6,Cancer treatment center,"3612 22nd Pl, Lubbock, TX 79410, United States","H4F4+QM Lubbock, Texas, USA",http://www.womensoncology.org/,+1 806-503-2600,,https://lh3.googleusercontent.com/p/AF1QipOgRjRvu57e9BEIwgtl8ifAPoE4b7AKg7zjEwow=w408-h571-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:38.990Z,,,,,,,,,
https://www.google.com/maps/place/Southwest+Regional+Wound+Care+Center/data=!4m7!3m6!1s0x86fe72b2a50f1b21:0x46befad473000025!8m2!3d33.5764257!4d-101.9012035!16s%2Fg%2F1tf75zfz!19sChIJIRsPpbJy_oYRJQAAc9T6vkY,Southwest Regional Wound Care Center,4.8,50,Medical clinic,"2002 Oxford Ave, Lubbock, TX 79410, United States","H3GX+HG Lubbock, Texas, USA",http://southwestwoundcare.com/,+1 806-793-8869,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO2mE29ZvQMW68PvNhXlM-Wcq0CM7kkmTTUXaGE=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:43.907Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,
https://www.google.com/maps/place/Texas+Tech+Physicians:+Center+for+Cardiovascular+Health/data=!4m7!3m6!1s0x86fe0d0d6cfc767b:0xb1c32ef47cad0057!8m2!3d33.5901444!4d-101.8910253!16s%2Fg%2F11p_1ssz3c!19sChIJe3b8bA0N_oYRVwCtfPQuw7E,Texas Tech Physicians: Center for Cardiovascular Health,4.9,412,Medical clinic,"3601 4th St, Lubbock, TX 79430, United States","H4R5+3H Lubbock, Texas, USA",https://www.texastechphysicians.com/clinics/lubbock/ccvh/default.aspx?utm_source=GMBSocialClimb&utm_medium=TexasTechPhysicians%3ACenterforCardiovascularHealth%28InternalMedicine%29,+1 806-743-1501,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSPksziMaZkS4CcCfJzqhteuJx7pD2ahw-ZzfGJXCQ3ZYJst6kQVibQgSudLnu0A4szLY-cY-ECerbXSaiZu0w6bObG05338hWevv_knPkCBcKs_gs3ol-1tdB3d8OFPRz_ubc-w=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:48.760Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
"https://www.google.com/maps/place/Rhiannon+Newsom,+NP-C/data=!4m7!3m6!1s0x86fe72aa4a6ce1f7:0x9bf496efd7f9c874!8m2!3d33.573949!4d-101.8917526!16s%2Fg%2F11c44f0_4c!19sChIJ9-FsSqpy_oYRdMj51--W9Js","Rhiannon Newsom, NP-C",5.0,10,Nurse practitioner,"3519 22nd Pl, Lubbock, TX 79410, United States","H4F5+H7 Lubbock, Texas, USA",https://www.bodysculptinglubbock.com/,+1 806-789-3218,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNauHvz0lOH7-D0TVUwy9eTX0FPGqbJgsI5gJ63=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:53.751Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,,
https://www.google.com/maps/place/Pulmonary+Associates+of+Lubbock/data=!4m7!3m6!1s0x86fe72ab9d3b2e09:0xf91c03bca9ae7ac7!8m2!3d33.5748079!4d-101.8936569!16s%2Fg%2F1tq8j_sv!19sChIJCS47naty_oYRx3quqbwDHPk,Pulmonary Associates of Lubbock,5.0,4,Cancer treatment center,"3621 22nd St #400, Lubbock, TX 79410, United States","H4F4+WG Lubbock, Texas, USA",,+1 806-791-8484,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lo0PAeyjBWmh4R1HymSgrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.74922&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Plainview+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:14:58.611Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
