placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Cupertino+Electric+Inc/data=!4m7!3m6!1s0x808fcc7896a3d573:0x712a64fc4cbf5fdd!8m2!3d37.3621335!4d-121.8995725!16s%2Fg%2F1td1q39z!19sChIJc9WjlnjMj4AR3V-_TPxkKnE,Cupertino Electric Inc,4.4,53,Contractor,"1132 N 7th St, San Jose, CA 95112, United States","9462+V5 San Jose, California, USA",http://www.cei.com/,+1 408-808-8000,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFJwoia2OYdwyUJtRbJZpUR3thYqYlWN-wFYXjCxhVwpm22MJkuYW4rE8oUUCoEhJjMzObMF8HP_9jpIhk5KXZaISFsj22KSNQ3O41YEgL3KusVyvhX9CoNClVrhuBCYZI36cq=w408-h544-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:22.073Z,,,
https://www.google.com/maps/place/Fuse+Service/data=!4m7!3m6!1s0x808fcb86a5ae4829:0x60ae45648fe9571e!8m2!3d37.310332!4d-121.982945!16s%2Fg%2F11stpq4191!19sChIJKUiupYbLj4ARHlfpj2RFrmA,Fuse Service,4.9,256,HVAC contractor,"965 Amstutz Dr, San Jose, CA 95129, United States","8268+4R San Jose, California, USA",http://fuseservice.com/,+1 408-702-2554,"Open 24 hours

Confirmed by phone call 11 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_Jpwt2RZ2bEgzuKMFMqOO4l5x2cgJLwHGv0qzSTVbqoZybHyD_-xR2x1LdRfCMb6gn7VRZx0BFJxtxjDvjw40grg_SnJIwKKh1fioMlAfAAKQf3nk3fHKbdA2szpjH3zVMFy1Etmo4o2k=w408-h550-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:26.851Z,,,
https://www.google.com/maps/place/CA+Electrical+Group+24%2F7/data=!4m7!3m6!1s0x808fcb706c1ad17d:0xc83ced4b364f376a!8m2!3d37.3968842!4d-121.9137654!16s%2Fg%2F11gnpp7h1j!19sChIJfdEabHDLj4ARajdPNkvtPMg,CA Electrical Group 24/7,4.8,469,Electrician,"780 Montague Expy Suite 203, San Jose, CA 95131, United States","93WP+QF San Jose, California, USA",https://www.caelectricalgroup.com/,+1 669-260-0712,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPDunjJZh9O3lashXRAdC7Txuv6iqb8yr8xcYuB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:31.647Z,,,
https://www.google.com/maps/place/San+Jose+Generator+%26+Starter/data=!4m7!3m6!1s0x808e333b8fb31961:0x4655be8cc77ad019!8m2!3d37.3116114!4d-121.8714039!16s%2Fg%2F1tctrxg1!19sChIJYRmzjzszjoARGdB6x4y-VUY,San Jose Generator & Starter,4.8,32,Auto parts store,"40 San Jose Ave, San Jose, CA 95125, United States","846H+JC San Jose, California, USA",,+1 408-293-2200,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3fSCnSUshRvDHgi79AGSfUD1KG6FPObKDbCSOYG-uGMtogDwenRyfTfz8NNJf2yGcOk9JBqh7wFsTcjkKbRfO_tgb2Co6XMMGYGP__LQddaO2SJcN2dHYe_lOVFj9iJjmkUlVbw=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:36.562Z,,,
https://www.google.com/maps/place/Electrical+Land/data=!4m7!3m6!1s0x808fcb2a21baec85:0x1c29fb8e6a7a9b84!8m2!3d37.3238198!4d-121.9102199!16s%2Fg%2F11p01hywbv!19sChIJhey6ISrLj4ARhJt6ao77KRw,Electrical Land,5.0,64,Electrician,"1213 W San Carlos St, San Jose, CA 95126, United States","83FQ+GW San Jose, California, USA",https://electricalland.com/San-Carlos,+1 510-880-1070,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOhvgzJJKLHcIvul7ayAYpW8aPATDTxVOIxoxsW=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2:22 am–9:09 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:41.486Z,,,
https://www.google.com/maps/place/CS+ELECTRIC/data=!4m7!3m6!1s0x8d6e856466982cc1:0xfec295c322ff57d1!8m2!3d37.356232!4d-121.9729328!16s%2Fg%2F11szbbkcrh!19sChIJwSyYZmSFbo0R0Vf_IsOVwv4,CS ELECTRIC,5.0,21,Electrician,"1830 Ravizza Ave, Santa Clara, CA 95051, United States","924G+FR Santa Clara, California, USA",https://cselectricpro.com/,,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNZbVUljPYOTRDUYcoxD1F-1pGt9giCJooqe9hZ=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:46.290Z,,,
https://www.google.com/maps/place/GARDENLAND+POWER+EQUIPMENT/data=!4m7!3m6!1s0x808e34fd0b5bfb2d:0xc6829540c315e2f7!8m2!3d37.2721801!4d-121.9454001!16s%2Fg%2F1tdl6bzv!19sChIJLftbC_00joAR9-IVw0CVgsY,GARDENLAND POWER EQUIPMENT,4.5,171,Lawn mower store,"210 Curtner Ave, Campbell, CA 95008, United States","73C3+VR Campbell, California, USA",http://www.gardenland.com/,+1 408-377-4496,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-pT2UVBVR0miELc07XPNyg_SFlqHOFLuWPgcVrxnYHFSG4nFKG-hzpzBemgTbl9EUVMzaDbCO8PHotUDSaSB4_bTzfU6u67Syvst0fo7z7Tal5qrMjaiwvhorl1h9WXBSG5M5PFG7xSA=w408-h306-k-no,true,8:30 am–3:30 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:51.325Z,,"Gardening equipment showroom & service center stocking lawn mowers, generators & other essentials. · Kerbside pickup · Delivery",
https://www.google.com/maps/place/San+Jose+Generator+Solutions/data=!4m7!3m6!1s0x808fcde9adc2f4a1:0xa52a3eeb0a7c9eb0!8m2!3d37.3365004!4d-121.8889463!16s%2Fg%2F11y4ybrkr4!19sChIJofTCrenNj4ARsJ58Cus-KqU,San Jose Generator Solutions,5.0,1,Electric generator shop,"14 S Second St, San Jose, CA 95113, United States","84P6+JC San Jose, California, USA",,+1 408-419-1650,Temporarily closed,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyStmIlTVARjCtaCRoOf0j2DrLzVEg-CfJLM6_dnQIVH7reROuPLi1q5JaXG7GMlE8oVXGNR1tvvttl6erC0Zq7zsKxduUmyPRzk_SNrgGERQ_k9gIOZbxiEPzf2vqT7RjVIKJJ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:49:56.149Z,,,
https://www.google.com/maps/place/Pro+Circuit+Electric/data=!4m7!3m6!1s0x808e35a2a48d4497:0x524062663d4e9a26!8m2!3d37.2782928!4d-121.9415877!16s%2Fg%2F11spqpqb9n!19sChIJl0SNpKI1joARJppOPWZiQFI,Pro Circuit Electric,5.0,6,Contractor,"559 Campbell Technology Pkwy #5, Campbell, CA 95008, United States","73H5+89 Campbell, California, USA",http://procircuit.generacdealers.com/,+1 408-412-8165,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPNGpOTdj7I0gdy8hRFezfuCPIUz7qQU7mv39Kh=w408-h307-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:00.979Z,,,
https://www.google.com/maps/place/Flores+Electric/data=!4m7!3m6!1s0x808fcb5f13a76eb1:0x707e214893b476a1!8m2!3d37.3771585!4d-121.9971446!16s%2Fg%2F11grc44gpt!19sChIJsW6nE1_Lj4ARoXa0k0ghfnA,Flores Electric,4.9,239,Electrician,"3687 Enochs St, Santa Clara, CA 95051, United States","92G3+V4 Santa Clara, California, USA",https://floreselectric.net/,+1 408-899-8450,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipONf0BXZa9LJLD8z0ZDMV1cjh1Il1vFlIfTvJ5P=w408-h439-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:04.108Z,,,
https://www.google.com/maps/place/Outdoor+Supply+Hardware/data=!4m7!3m6!1s0x808fb4326f0f0eeb:0xbb5404089246db07!8m2!3d37.3408827!4d-122.0421299!16s%2Fg%2F11bwndb998!19sChIJ6w4PbzK0j4ARB9tGkggEVLs,Outdoor Supply Hardware,4.5,253,Hardware store,"1601 Hollenbeck Ave, Sunnyvale, CA 94087, United States","8XR5+94 Sunnyvale, California, USA",http://www.outdoorsupplyhardware.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB&utm_content=Cupertino,+1 408-738-3444,"Open · Closes 7 pm

Confirmed by phone call 5 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXOkDSrbPqrgUuemUCT6KWkil762_4Ve2kU8rA7Z7yJKZS4IiYBq4mDhd3rbf3Nv8UXXzDKbuHWkuvBeXaPLTOo2m72hzP0dRRI3AvxsNUS0qlwQCjq5gKdqDrYT01uG-GUKCi=w408-h306-k-no,true,8 am–7 pm,8 am–6 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:08.998Z,,"Retail chain stocking hardware, home-improvement & gardening supplies in a warehouse setting. · In-store shopping · In-store pick-up",
https://www.google.com/maps/place/Tesla+Supercharger/data=!4m7!3m6!1s0x808fb5aba52529fd:0xd234ae44218d5d7d!8m2!3d37.3248446!4d-122.0367769!16s%2Fg%2F11lh3d4ch4!19sChIJ_Sklpau1j4ARfV2NIUSuNNI,Tesla Supercharger,4.4,79,Electric vehicle charging station,"20745 Stevens Creek Blvd, Cupertino, CA 95014, United States","8XF7+W7 Cupertino, California, USA",https://tesla.com/charge,+1 877-798-3752,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9dbRc8TyDPuWxFEI-wQBzbDBQ8Ttb5uQ1vs1mO-72A9tjK8-2N-citYN9DsFC6-s6Ab4-pHlowLhxeBXpXKBoX0_cT481JrlUu0DHXjrWY_geKJqbjE-dH_SoYi3QNMI54EtN3v4KBKEl=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:13.789Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+San+Jose/data=!4m7!3m6!1s0x808fcbe98e3eb4c3:0x49d733273619a687!8m2!3d37.3469597!4d-121.9298551!16s%2Fg%2F11wp7g3n07!19sChIJw7Q-junLj4ARh6YZNicz10k,Mr. Electric of San Jose,4.9,19,Electrician,"1185 Campbell Ave, San Jose, CA 95126, United States","83WC+Q3 San Jose, California, USA",https://www.mrelectricsanjose.com/,+1 408-889-1933,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPVbkAF_z6ScxVTy4OMWsAz8FEWkAMWHzQBsrJT=w408-h265-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:18.818Z,,,
https://www.google.com/maps/place/Trout+Electric/data=!4m7!3m6!1s0x808e3357f53bec09:0x5dd49fff1a1c7bb!8m2!3d37.279124!4d-121.8518194!16s%2Fg%2F1hc1wx908!19sChIJCew79VczjoARu8eh8f9J3QU,Trout Electric,4.9,657,Electrician,"3751 Charter Park Ct #D, San Jose, CA 95136, United States","74HX+J7 San Jose, California, USA",https://www.troutelectricusa.com/cities-we-serve/northern-california/?utm_source=gbp&utm_medium=organic,+1 408-289-9725,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO2Wm8NXXdh4mH8fEMZetXSZWtWApG9Isp31cvP=w408-h408-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:23.749Z,,,
https://www.google.com/maps/place/California+Generator+Services/data=!4m7!3m6!1s0x808f85c0e6ca3e25:0xe2ecea24ab573a2b!8m2!3d37.7449701!4d-122.2013244!16s%2Fg%2F1ts3fvrs!19sChIJJT7K5sCFj4ARKzpXqyTq7OI,California Generator Services,5.0,2,Electrician,"7723 Oakport St, Oakland, CA 94621, United States","PQVX+XF Oakland, California, USA",,,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipP0UUPbhgVcpHg3n2TUyGgUdIdAjaR0aAb9mp9C=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:28.807Z,,,
https://www.google.com/maps/place/Fuse/data=!4m7!3m6!1s0x808fcbd68f41feed:0xeb6f989ebc5113c!8m2!3d37.3773743!4d-121.9376512!16s%2Fg%2F11fmv2mgpn!19sChIJ7f5Bj9bLj4ARPBHF64n5tg4,Fuse,4.9,398,HVAC contractor,"2512 Seaboard Ave, San Jose, CA 95131, United States","93G6+WW San Jose, California, USA",http://fuseservice.com/,+1 669-240-1243,"Open 24 hours

Confirmed by phone call 11 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNgquePlcPfQwRd4LNc26c6P0lA0GoWfcN3_z6m=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-01-10T21:50:33.679Z,,,
