placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Kids+First+Pediatrics+of+Raleigh/data=!4m7!3m6!1s0x89ac5eadf9fda19d:0xe3c70532b355e3b0!8m2!3d35.8378972!4d-78.6134904!16s%2Fg%2F1v5k3x1b!19sChIJnaH9-a1erIkRsONVszIFx-M,Kids First Pediatrics of Raleigh,4.1,111,Pediatrician,"4109 Wake Forest Rd STE 300, Raleigh, NC 27609, United States","R9QP+5J Raleigh, North Carolina, USA",https://www.kidsfirstraleigh.com/,+1 919-250-3478,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPEpinSg4r-gv18YbYJuUXWM2x2ZUvG_22nIniY=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:22.428Z,Identifies as women-owned,true,,
"https://www.google.com/maps/place/Patrick+S.+Fennell,+MD/data=!4m7!3m6!1s0x89acf413737e9f67:0x95443a441cdabd5c!8m2!3d35.801879!4d-78.6593455!16s%2Fg%2F1wf22qvz!19sChIJZ59-cxP0rIkRXL3aHEQ6RJU","Patrick S. Fennell, MD",5.0,43,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+Q7 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/dr-patrick-fennell.php?utm_source=GMBSocialClimb,+1 919-788-0505,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNtutr5kG4y75yLUdjwLDA_cM7hDa2ykaU4Mgok=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:27.509Z,,,,
"https://www.google.com/maps/place/Jennifer+Hidinger,+MD/data=!4m7!3m6!1s0x89acf5f82dd89f6b:0x8d03b9397ec37f50!8m2!3d35.8018986!4d-78.6593771!16s%2Fg%2F11kjq5xnrw!19sChIJa5_YLfj1rIkRUH_Dfjm5A40","Jennifer Hidinger, MD",5.0,68,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+Q6 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/jennifer-hidinger-md-faap?utm_source=GMBSocialClimb,+1 919-828-4747,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN0PTjR9wAyv8SfdeoA3NPwRGWis58vAOc5rPhw=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:32.235Z,,,,
"https://www.google.com/maps/place/Suzanne+Vining,+MD/data=!4m7!3m6!1s0x89acf5f82e668ee5:0xf9cac00a0e1a4094!8m2!3d35.8018788!4d-78.6592817!16s%2Fg%2F1tznn6nb!19sChIJ5Y5mLvj1rIkRlEAaDgrAyvk","Suzanne Vining, MD",5.0,26,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+Q7 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/suzanne-vining-md-faap?utm_source=GMBSocialClimb,+1 919-828-4747,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipP5KMYCgOF2ylCrgMQaT-d5Y9Vzh9iV0M-zOi44=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:36.884Z,,,,
"https://www.google.com/maps/place/Raleigh,+NC/data=!4m7!3m6!1s0x89acf681d7c0aa95:0x941fead5715a3596!8m2!3d35.8165893!4d-78.7057014!16s%2Fg%2F11c6ps5y9c!19sChIJlarA14H2rIkRljVacdXqH5Q","Raleigh, NC",,,Pediatrician,"2605 Blue Ridge Rd # 100, Raleigh, NC 27607, United States","R78V+JP Raleigh, North Carolina, USA",http://www.carolinakidspediatrics.com/,+1 919-881-9009,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=732AYBQGEElg49jtKkFv7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.06726&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:39.492Z,,,,
"https://www.google.com/maps/place/Brad+Wasserman,+MD/data=!4m7!3m6!1s0x89acf5f82e668ee5:0xc8bf7bb5efc6156e!8m2!3d35.8018595!4d-78.6594094!16s%2Fg%2F1v5k3x4q!19sChIJ5Y5mLvj1rIkRbhXG77V7v8g","Brad Wasserman, MD",5.0,35,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+P6 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/brad-wasserman-md-faap?utm_source=GMBSocialClimb,+1 919-828-4747,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOmBzKSmA8ZRNurKoPvNYDfDcT4qVOF9auDNfAU=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:44.241Z,,,,
https://www.google.com/maps/place/Kasey+Joyner/data=!4m7!3m6!1s0x89acf67fea904343:0x5d49982952489448!8m2!3d35.8173552!4d-78.7009751!16s%2Fg%2F11qgb7bs3m!19sChIJQ0OQ6n_2rIkRSJRIUimYSV0,Kasey Joyner,5.0,1,Pediatrician,"4414 Lake Boone Trail STE 103, Raleigh, NC 27607, United States","R78X+WJ Raleigh, North Carolina, USA",https://www.whiteoakpeds.com/our-pediatricians/,+1 919-787-0266,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qqb-WG1pd1GGCDcC3--7EA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.943588&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:46.985Z,,,,
"https://www.google.com/maps/place/Melody+Bronold,+MD/data=!4m7!3m6!1s0x89acf5b8d3765557:0x23f9984737f43f64!8m2!3d35.801879!4d-78.6593455!16s%2Fg%2F11w98lm2zk!19sChIJV1V207j1rIkRZD_0N0eY-SM","Melody Bronold, MD",4.8,20,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+Q7 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/?utm_source=GMBSocialClimb&utm_medium=MelodyBronold%2CMD,+1 919-828-4747,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMw33h2pLW86ayDUsiChQjNGRl-xlr41copw-pN=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:51.784Z,,,,
https://www.google.com/maps/place/Raleigh+Pediatric+Associates/data=!4m7!3m6!1s0x89ac577eb118f9bf:0x4c4892549eebaa4a!8m2!3d35.8982558!4d-78.6072877!16s%2Fg%2F1tc_9jz4!19sChIJv_kYsX5XrIkRSqrrnlSSSEw,Raleigh Pediatric Associates,4.2,121,Pediatrician,"1921 Falls Valley Dr, Raleigh, NC 27615, United States","V9XV+83 Raleigh, North Carolina, USA",http://www.raleighpediatrics.com/,+1 919-872-0250,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPNtjG64K4P4-F-DXRcP8hFzBIwc2k-BR9Rf_f8=w427-h240-k-no,true,"8 am–12:45 pm, 1:45–5 pm","8 am–12:45 pm, 1:45–5 pm","8 am–12:45 pm, 1:45–5 pm","8 am–12:45 pm, 1:45–5 pm",Closed,8–11 am,"8 am–12:45 pm, 1:45–5 pm","https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:40:56.707Z,,,,
"https://www.google.com/maps/place/Thomas+Bodenstine,+MD/data=!4m7!3m6!1s0x89acf5f82e668ee5:0xbcef34c46b3847d3!8m2!3d35.8018788!4d-78.6592817!16s%2Fg%2F1tfdfb8k!19sChIJ5Y5mLvj1rIkR00c4a8Q077w","Thomas Bodenstine, MD",5.0,22,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+Q7 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/thomas-bodenstine-md-faap?utm_source=GMBSocialClimb,+1 919-828-4747,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMi6SuvgHy6HJ1FtabZUNT43AVJwRf--kL0WCQn=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:01.422Z,,,,
"https://www.google.com/maps/place/Stephen+Silberman,+MD/data=!4m7!3m6!1s0x89acf59c3530a2e9:0x3d26c1240bbfd819!8m2!3d35.801879!4d-78.6593455!16s%2Fg%2F11whfs6vdf!19sChIJ6aIwNZz1rIkRGdi_CyTBJj0","Stephen Silberman, MD",5.0,18,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+Q7 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/dr-stephen-silberman.php?utm_source=GMBSocialClimb&utm_medium=StephenSilberman%2CMD,+1 919-828-4747,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPyARy_KYLy20A3roWiCsw1-yonJ9FHDg1adJG0=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:06.086Z,,,,
https://www.google.com/maps/place/UNC+Children%27s+Urgent+Care+at+Raleigh/data=!4m7!3m6!1s0x89acf7afb08bf0e3:0x7340ffb11b3e7b6b!8m2!3d35.8189623!4d-78.7057371!16s%2Fg%2F11j1ssf1kv!19sChIJ4_CLsK_3rIkRa3s-G7H_QHM,UNC Children's Urgent Care at Raleigh,4.7,149,Medical Center,"2801 Blue Ridge Rd Ground Floor, Raleigh, NC 27607, United States","R79V+HP Raleigh, North Carolina, USA",https://www.unchealth.org/care-services/locations/unc-childrens-urgent-care-at-raleigh-unc-childrens-raleigh,+1 984-215-6435,Open · Closes 11:30 pm,https://lh3.googleusercontent.com/p/AF1QipNYB5D3xoHyr7odXtl3ZKMeJGrgg_2q_e_0KnQE=w426-h240-k-no,true,4–11:30 pm,4–11:30 pm,4–11:30 pm,4–11:30 pm,12–11:30 pm,12–11:30 pm,4–11:30 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:11.088Z,,,,
"https://www.google.com/maps/place/Gabriela+Angler%C3%B3-Corretjer,+MD/data=!4m7!3m6!1s0x89acf5bd56b8fd1d:0x610af4d85cbb602!8m2!3d35.801879!4d-78.6593455!16s%2Fg%2F11wfjqxv7p!19sChIJHf24Vr31rIkRArbLhU2vEAY","Gabriela Angleró-Corretjer, MD",5.0,21,Pediatrician,"1321 Oberlin Rd A, Raleigh, NC 27608, United States","R82R+Q7 Raleigh, North Carolina, USA",https://www.oberlinroadpediatrics.com/dr-gabriela-anglero-corretjer.php?utm_source=GMBSocialClimb,+1 919-828-4747,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPy6Wtf6dWDLU0d3fKqubZqwqZsJH4Gx4eV_VXU=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,9 am–1 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:15.798Z,,,,
https://www.google.com/maps/place/HealthPark+Pediatrics/data=!4m7!3m6!1s0x89acf75d99f3ed5d:0x9edfa75d48a8a0a3!8m2!3d35.8952745!4d-78.6593701!16s%2Fg%2F11h4lk1dkv!19sChIJXe3zmV33rIkRo6CoSF2n354,HealthPark Pediatrics,4.7,46,Pediatrician,"AIHF, 8300 Health Park Unit 213, Raleigh, NC 27615, United States","V8WR+47 Raleigh, North Carolina, USA",https://www.healthparkpediatrics.com/,+1 919-896-7066,Closes soon · 6:30 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qczpZ_YICU1RTFTwuopasQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.512703&pitch=0&thumbfov=100,true,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–12 pm,8:30 am–12 pm,8:30 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:20.577Z,,,,
"https://www.google.com/maps/place/Dr.+Leanna+B.+Willey,+MD/data=!4m7!3m6!1s0x89acf681d80a7af7:0xc019d5595811395e!8m2!3d35.8165916!4d-78.7057232!16s%2Fg%2F1v3lqv26!19sChIJ93oK2IH2rIkRXjkRWFnVGcA","Dr. Leanna B. Willey, MD",4.8,4,Pediatrician,"2605 Blue Ridge Rd # 100, Raleigh, NC 27607, United States","R78V+JP Raleigh, North Carolina, USA",,+1 919-881-9009,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=732AYBQGEElg49jtKkFv7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.14032&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:23.295Z,,,,
https://www.google.com/maps/place/Carolina+Pediatric+Dentistry+Downtown+Raleigh/data=!4m7!3m6!1s0x89ac5f1326baf9c9:0x578dc07a8e7c4898!8m2!3d35.787132!4d-78.6467443!16s%2Fg%2F11h37n6kds!19sChIJyfm6JhNfrIkRmEh8jnrAjVc,Carolina Pediatric Dentistry Downtown Raleigh,4.6,709,Dental clinic,"510 Glenwood Ave #110, Raleigh, NC 27603, United States","Q9P3+V8 Raleigh, North Carolina, USA",https://carolinapedo.com/?utm_source=GMBlisting&utm_medium=organic,+1 919-727-8568,Closed · Opens 6:45 am Wed,https://lh3.googleusercontent.com/p/AF1QipN6SKM9b2dW74pKv2LLe3FmPYWleohV_g1bgLcV=w408-h272-k-no,true,6:45 am–5 pm,6:45 am–5 pm,6:45 am–5 pm,6:45 am–5 pm,Closed,Closed,6:45 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:27.988Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/UNC+Pediatrics+at+North+Hills/data=!4m7!3m6!1s0x89ac58eacc09162f:0x95b74d3192a58bb4!8m2!3d35.8325009!4d-78.6337261!16s%2Fg%2F1trxfkl2!19sChIJLxYJzOpYrIkRtIulkjFNt5U,UNC Pediatrics at North Hills,3.3,46,Medical clinic,"3801 Computer Dr Suite 200, Raleigh, NC 27609, United States","R9M8+2G Raleigh, North Carolina, USA",https://www.unchealth.org/care-services/locations/unc-pediatrics-at-north-hills-raleigh,+1 919-782-5273,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPJV4NAsUF-FEjdeevA9r2NKKO_KLDsxEyUV2lE=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,8 am–12 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2026-02-10T22:41:33.034Z,,,,
