placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error,isBlackOwned
"https://www.google.com/maps/place/TomCat+Bikes,+LLC/data=!4m7!3m6!1s0x54950a7baa8dbe83:0xc15dc8a797f8bcf3!8m2!3d45.5005484!4d-122.6544336!16s%2Fg%2F1tgzb1l4!19sChIJg76NqnsKlVQR87z4l6fIXcE","TomCat Bikes, LLC",4.8,133,Bicycle repair shop,"3117 SE Milwaukie Ave, Portland, OR 97202, United States","G82W+66 Portland, Oregon, USA",https://www.tomcatbikes.com/,+1 503-232-4983,,https://lh3.googleusercontent.com/p/AF1QipMXcB_wrK7YRZmVagVoHZI_mHDgsEAxLtLlutRi=w426-h240-k-no,true,11 am–6 pm,Closed,Closed,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:17:41.152Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Mike%27s+Electric/data=!4m7!3m6!1s0x54950c161792689d:0x3fe98705e583626d!8m2!3d45.475672!4d-122.791015!16s%2Fg%2F1td04rv0!19sChIJnWiSFxYMlVQRbWKD5QWH6T8,Mike's Electric,4.8,855,Electrician,"11070 SW Allen Blvd, Beaverton, OR 97005, United States","F6G5+7H Beaverton, Oregon, USA",http://www.mikeselectric.biz/,+1 503-649-6991,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNL4KOIjllxH3stmLAtKeF0OebXuRfvvY6VXp0p=w408-h544-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:17:46.255Z,,,,
https://www.google.com/maps/place/RJ+Ramos+Construction+and+Electrical+Co./data=!4m7!3m6!1s0x5495a01d49ab8b87:0xc41755a59f573d2d!8m2!3d45.4977123!4d-122.5760458!16s%2Fg%2F1tk1yrp6!19sChIJh4urSR2glVQRLT1Xn6VVF8Q,RJ Ramos Construction and Electrical Co.,5.0,20,Construction company,"8401 SE Powell Blvd, Portland, OR 97266, United States","FCXF+3H Portland, Oregon, USA",https://www.rjramos.com/,+1 503-233-1435,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOs9G1iwYE_8S-oWn-tsnf83HRtltZ_IgtLXTCi=w408-h306-k-no,true,Closed,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:17:51.303Z,,,,
"https://www.google.com/maps/place/PGM+Home+Improvement,+LLC/data=!4m7!3m6!1s0x54950deb323a7ea7:0x450d97efb101bb94!8m2!3d44.1455904!4d-120.5834015!16s%2Fg%2F11q_7j083f!19sChIJp346MusNlVQRlLsBse-XDUU","PGM Home Improvement, LLC",5.0,45,Electrician,,,http://pgmhi.com/,+1 503-515-1988,Open · Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMFiuL9MvBBgV0_jq4hVGprjZpfgR8I3SXKrocy=w408-h548-k-no,true,10 am–10 pm,10 am–1 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:17:56.049Z,,,,
https://www.google.com/maps/place/Division+Do+it+Best+Hardware/data=!4m7!3m6!1s0x5495a088596f335b:0xb4216168e2f821c6!8m2!3d45.5046905!4d-122.6249386!16s%2Fg%2F1w97v2v7!19sChIJWzNvWYiglVQRxiH44mhhIbQ,Division Do it Best Hardware,4.4,228,Hardware store,"3734 SE Division St, Portland, OR 97202, United States","G93G+V2 Portland, Oregon, USA",https://www.doitbest.com/division/,+1 503-235-8309,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOLWxJx_z7VSLTvMVXKx6y2v-glaUuNs1zUO4hp=w408-h255-k-no,true,8:30 am–6 pm,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:01.200Z,,"Co-op chain selling home-improvement products & building materials, including lumber, tools & paint. · In-store pick-up",,
https://www.google.com/maps/place/Hankins+Hardware+True+Value/data=!4m7!3m6!1s0x5495a73e798695cf:0x3e22ea91d2c9a7d7!8m2!3d45.5514779!4d-122.6611573!16s%2Fg%2F1tyt51jt!19sChIJz5WGeT6nlVQR16fJ0pHqIj4,Hankins Hardware True Value,4.5,258,Hardware store,"3942 NE Martin Luther King Jr Blvd, Portland, OR 97212, United States","H82Q+HG Portland, Oregon, USA",http://www.truevalue.com/hankinsmlk,+1 503-281-1218,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAEnEQONQZn2PhawN0_gVNjQnZVLI8QvoQ4D6SWvzGMvgkFYaPJ0jqJVnXXlKRSPpBTOPSJ3KIl2p1Xstwk9pjnY3DBJxQiQyzjIO8ZM-_NzcmY7ZcYRv4FLuZi0oRYHxfbIw6=w408-h873-k-no,true,9:30 am–4:30 pm,10 am–4 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:06.184Z,,"This small, old-timey neighborhood hardware store carries tools, garden supplies, paint & more. · In-store shopping · In-store pick-up",,
https://www.google.com/maps/place/Graybar/data=!4m7!3m6!1s0x5495a11f9113344b:0xb9734ac019dfa81!8m2!3d45.529579!4d-122.6028375!16s%2Fg%2F1td005vf!19sChIJSzQTkR-hlVQRgfqdAaw0lws,Graybar,4.0,22,Electrical supply store,"901 NE 60th Ave, Portland, OR 97213, United States","G9HW+RV Portland, Oregon, USA",https://www.graybar.com/store-finder?utm_source=rioseo&utm_medium=organic&utm_content=google-locations&utm_campaign=rioseo-POOR&cm_mmc=rioseo:organic-_-google-_-locations-_-POOR,+1 503-249-1300,Closed · Opens 6:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMxMZC0owr1MPDCep2saSkFBSYvdTrSMzNZa-7W=w408-h272-k-no,true,Closed,Closed,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:11.291Z,,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Echo+Natural+Beauty/data=!4m7!3m6!1s0x549509f8cda7f541:0xc211b866ab8e99f7!8m2!3d45.52534!4d-122.6805627!16s%2Fg%2F1tx1sxdm!19sChIJQfWnzfgJlVQR95mOq2a4EcI,Echo Natural Beauty,4.9,160,Facial spa,"909 NW Everett St, Portland, OR 97209, United States","G8G9+4Q Portland, Oregon, USA",http://echonaturalbeauty.com/,+1 503-805-4074,"Open · Closes 4 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNn3b7vMcAuKfw_F7ncBdHOshKIRUV3wm-iO2Jj=w408-h544-k-no,true,11 am–4 pm,Closed,Closed,11 am–4 pm,11 am–4 pm,11 am–4 pm,11 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:16.201Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/DJ%27s+Electrical,+Inc./data=!4m7!3m6!1s0x5495a7d8b8069d6b:0x466e5806841accc3!8m2!3d45.5727654!4d-122.6290017!16s%2Fg%2F11h_3y_1bt!19sChIJa50GuNinlVQRw8wahAZYbkY","DJ's Electrical, Inc.",3.3,16,Utility contractor,"3400 NE Columbia Blvd, Portland, OR 97211, United States","H9FC+49 Portland, Oregon, USA",https://www.djselectrical.com/,+1 360-666-8070,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5I_RrPXpv2WoY5-_QpIDrVnVrTOTIz6mIcZEMEVoQJyijFyaNxAMw1pqfYn1xRc3rZjhA13iNmIi9Ny7wK8cNxxaO3R6MbOopJRf8W-X97hO9yw2mcdwIuB4GYDFNglZUHr23qg=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:18.901Z,,,,
https://www.google.com/maps/place/Joe+Bike/data=!4m7!3m6!1s0x5495a08d3e1e274b:0x93803db55b6ba4e0!8m2!3d45.5081867!4d-122.6229765!16s%2Fg%2F1hc3d3k7g!19sChIJSycePo2glVQR4KRrW7U9gJM,Joe Bike,4.7,238,Bicycle store,"2039 SE Cesar Estrada Chavez Blvd, Portland, OR 97214, United States","G95G+7R Portland, Oregon, USA",http://www.joe-bike.com/,+1 503-954-2039,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuYy_n7yG38q6lB_CdMZyYIfb1Bi5p7sPykH2l3rg62f9e8fVsN_AoU6l6JnKvh14GMV2rMJ6LOvbqiVkFsYIjOQPR0-86LsaadjwzH_wuO4wIpza25JkcAf8CyGj-8cObxA=w408-h306-k-no,true,10 am–4 pm,10 am–4 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:24.313Z,LGBTQ+ friendly,"Neighborhood fixture selling & repairing bicycles, specializing in urban rides & touring bikes. · In-store shopping · Kerbside pickup",,
https://www.google.com/maps/place/Beaumont+Do+it+Best+Hardware/data=!4m7!3m6!1s0x5495a6d370cb350f:0x82f878ec69240045!8m2!3d45.548451!4d-122.619064!16s%2Fg%2F1tfmhjc3!19sChIJDzXLcNOmlVQRRQAkaex4-II,Beaumont Do it Best Hardware,4.6,205,Hardware store,"4303 NE Fremont St, Portland, OR 97213, United States","G9XJ+99 Portland, Oregon, USA",https://www.doitbest.com/beaumont-hardware/,+1 503-281-4406,"Open · Closes 5 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkhWCxavDrn26GQTqmK9imvVwkXKKehZo_ezspcS5Kkk0TpBFiZZPlNV5-F3yA4NQFueWxNnIomEqDeJmne5dahy83CC9SD4EXBDnyUTFl6FhwQsCwaXOuDy495cRYnQDhLKaz=w408-h349-k-no,true,9 am–5 pm,9 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:29.129Z,LGBTQ+ friendly,"Co-op chain selling home-improvement products & building materials, including lumber, tools & paint. · In-store shopping · In-store pick-up",,
https://www.google.com/maps/place/Sweetpea+Baking+Co./data=!4m7!3m6!1s0x5495a0a4750c01db:0xab3adbb76f9fd998!8m2!3d45.5194836!4d-122.6534397!16s%2Fg%2F1tdhdqjk!19sChIJ2wEMdaSglVQRmNmfb7fbOqs,Sweetpea Baking Co.,4.6,747,Coffee shop,"1205 SE Stark St, Portland, OR 97214, United States","G89W+QJ Portland, Oregon, USA",http://www.sweetpeabaking.com/,+1 503-477-5916,Closes soon · 3 pm · Opens 9 am Sun,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyC0KqgjELD787fy8MA5Jw3jgl9H3PwMw-Wz5fdpvp-zuSkffdw3ED8zkAGc7CYYOUsTYdBwbxLXpptaLFSE_tT2WNcocjFKGFqCFgtybWRKRaA2hfwtsEvTLwXvxLu32C7Ycq=w408-h408-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:34.097Z,,"Vegan business featuring wedding cakes, baked goods & light fare in an airy, industrial-chic space. · Dine-in · Takeaway · Delivery",,
https://www.google.com/maps/place/Toposcapes+-+Artisan+Landscape+Design+%26+Build/data=!4m7!3m6!1s0x5495a167e83622e1:0x5215b1737406d63e!8m2!3d45.5105709!4d-122.6230779!16s%2Fg%2F11ykxwph40!19sChIJ4SI26GehlVQRPtYGdHOxFVI,Toposcapes - Artisan Landscape Design & Build,5.0,7,Landscape designer,"1713 SE Cesar Estrada Chavez Blvd, Portland, OR 97214, United States","G96G+6Q Portland, Oregon, USA",https://www.toposcapesdesignbuild.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17650924724392072645,+1 801-699-8640,,https://lh3.googleusercontent.com/p/AF1QipMhEqy5HqWagEi3D-2kyJA0R1hJBoJwIaK80hW2=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:36.887Z,,,,
https://www.google.com/maps/place/Power+Systems+Plus/data=!4m7!3m6!1s0x549522f202e3ab7f:0x8bda136f1300750f!8m2!3d45.5597163!4d-122.9129919!16s%2Fg%2F1tjf9zsk!19sChIJf6vjAvIilVQRD3UAE28T2os,Power Systems Plus,4.1,19,Electric generator shop,"5413 NE Century Blvd, Hillsboro, OR 97124, United States","H35P+VR Hillsboro, Oregon, USA",http://powersystemsplusinc.com/,+1 503-357-3839,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMVEvLqac7l7471yyvIZo8EioUZ7u6a8x24-Xb7=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:41.712Z,LGBTQ+ friendly,· Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Silver+Lining+Jewelry+%26+Loan/data=!4m7!3m6!1s0x5495a0b9b85af811:0xa7ba4c80a7f6aff5!8m2!3d45.5261844!4d-122.6442046!16s%2Fg%2F1tf3nmjq!19sChIJEfhauLmglVQR9a_2p4BMuqc,Silver Lining Jewelry & Loan,4.7,319,Pawn shop,"2122 NE Sandy Blvd, Portland, OR 97232, United States","G9G4+F8 Portland, Oregon, USA",https://pawntalk.com/,+1 503-813-9273,Closed · Opens 9:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypeqmPJL71XcLa0xuUUOq7Wh0hpW09jFipLiuFudqREuJK_wllMCsqGVY_IT33y2gtLpOhN2JDjNJENGbICxUQuIMcSvHwTiF5912Jxw0uQ2b0IaLqVKWzofsQfVQu2QexARpW6w=w408-h306-k-no,true,Closed,Closed,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:46.874Z,LGBTQ+ friendly,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Stark+Street+Lawn+%26+Garden+Beaverton/data=!4m7!3m6!1s0x54950ea07b96ca37:0x96aac8777c871f16!8m2!3d45.481745!4d-122.780523!16s%2Fg%2F1td3l9cn!19sChIJN8qWe6AOlVQRFh-HfHfIqpY,Stark Street Lawn & Garden Beaverton,4.3,83,Lawn mower store,"10101 SW Arctic Dr, Beaverton, OR 97005, United States","F6J9+MQ Beaverton, Oregon, USA",http://www.starkstreet.com/,+1 503-626-9193,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOzYWCcW5UkQtnUAOy-AXdH4ODULnq0chJdmFvV=w408-h272-k-no,true,9 am–4 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:51.885Z,,"Small-chain outlet selling, servicing & repairing lawn mowers & other outdoor power equipment. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/GreenSavers+-+Portland/data=!4m7!3m6!1s0x5495a0d074c12b15:0xc2581ee294f48e7c!8m2!3d45.5004689!4d-122.5792425!16s%2Fg%2F1tgf2yct!19sChIJFSvBdNCglVQRfI70lOIeWMI,GreenSavers - Portland,4.7,223,HVAC contractor,"3029 SE 82nd Ave, Portland, OR 97266, United States","GC2C+58 Portland, Oregon, USA",https://greensavers.com/portland?utm_campaign=gmb,+1 503-594-4846,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNxYyyRAD3-RXB7Lbnhr2RHOL1ca4S5fdnzZxw3=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:18:56.995Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Current+Electrical+Construction/data=!4m7!3m6!1s0x54950b119d9bcba3:0x6243a79ae0aaf620!8m2!3d45.4663928!4d-122.7125782!16s%2Fg%2F11fll6nb68!19sChIJo8ubnRELlVQRIPaq4JqnQ2I,Current Electrical Construction,4.5,2,Electrician,"8024 SW 35th Ave, Portland, OR 97219, United States","F78P+HX Portland, Oregon, USA",http://www.current-electrical.com/,+1 503-245-5997,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bPZ2wBjwFedkG5hTJd9SZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.85329&pitch=0&thumbfov=100,false,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:01.830Z,,,,
https://www.google.com/maps/place/Oakley+Electric/data=!4m7!3m6!1s0x54957355ac553435:0x44af5f560ede2844!8m2!3d45.4384546!4d-122.6205494!16s%2Fg%2F119v6x2db!19sChIJNTRVrFVzlVQRRCjeDlZfr0Q,Oakley Electric,4.2,30,Electrician,"a, 4120 SE International Way #102, Portland, OR 97222, United States","C9QH+9Q Portland, Oregon, USA",http://www.oakleyelec.com/,+1 503-908-0514,"Open · Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOLtMyhyZ_SO2QM65i3-riP1R7RuM15uNpULcr9=w513-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:06.556Z,,,,
https://www.google.com/maps/place/Mr.+Electric+of+Hillsboro/data=!4m7!3m6!1s0x54951023bfddbafd:0x766753039de61647!8m2!3d45.499463!4d-122.9437022!16s%2Fg%2F11clghfm3p!19sChIJ_brdvyMQlVQRRxbmnQNTZ3Y,Mr. Electric of Hillsboro,4.8,395,Electrician,"2705 SE 39th Loop Ste G, Hillsboro, OR 97123, United States","F3X4+QG Hillsboro, Oregon, USA",https://mrelectric.com/hillsboro-or?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 503-446-3573,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNkh6OiqTvUJozwvFpcoL8HdPANDskUKoy86XiS=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:11.654Z,Identifies as women-owned,,,
https://www.google.com/maps/place/True+Society+by+The+White+Dress+-+Portland/data=!4m7!3m6!1s0x54950a04cf2721eb:0x91e5f460eb9b0c05!8m2!3d45.5190677!4d-122.6819311!16s%2Fg%2F11b6pxzpzj!19sChIJ6yEnzwQKlVQRBQyb62D05ZE,True Society by The White Dress - Portland,4.8,1137,Bridal shop,"918 SW Yamhill St, Portland, OR 97205, United States","G899+J6 Portland, Oregon, USA",https://truesociety.com/locations/the-white-dress-portland-or/?utm_source=google&utm_medium=organic&utm_campaign=listings&utm_content=website&utm_term=tsportld,+1 503-206-4852,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx8B7IyDaLJQxqGtFmtpJb8sxre0ikOVWAf4INGp-lzwgFTigakCmJqHmPScwVnBXagjpInDkkmp83iIV6VuCtfURj93znlGH3hk32xga0N4aq0GhRnkCS0SQ5u-EKwDDNkYX49Nw=w408-h544-k-no,true,9 am–6 pm,11 am–6 pm,Closed,Closed,11 am–6 pm,11 am–6 pm,11 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:16.750Z,LGBTQ+ friendly,"Chic, husband-&-wife-owned boutique featuring designer dresses for brides & bridesmaids. · In-store shopping · Kerbside pickup",,
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x5495a76c1a96c25b:0x70908a70ac0f9b31!8m2!3d45.5537932!4d-122.6805814!16s%2Fg%2F1td7yt4w!19sChIJW8KWGmynlVQRMZsPrHCKkHA,Harbor Freight,4.3,1116,Hardware store,"1335 N Mason St, Portland, OR 97217, United States","H839+GQ Portland, Oregon, USA",https://www.harborfreight.com/storelocator/1335-n-mason-st-portland-97217?number=46,+1 503-493-2863,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcfIXhiHlCrupd3la4bwjksOET2fF1ZvfgHpR4AdtxM_vYbUjik0GCJ8ZNqHBYvKWueN6yKdgElMFGk2DTrH54ZCUscsDgEkkfSWQ5a23WC7s6cxL_UIwKtFZUDDgN1lou8W_Xuw=w408-h306-k-no,true,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:21.689Z,,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up",,
https://www.google.com/maps/place/The+Gossamer/data=!4m7!3m6!1s0x54950be127122d85:0x179069bbaeddc9af!8m2!3d45.5247535!4d-122.6814811!16s%2Fg%2F11g232dr20!19sChIJhS0SJ-ELlVQRr8ndrrtpkBc,The Gossamer,4.7,147,Apartment rental agency,"255 NW 10th Ave, Portland, OR 97209, United States","G8F9+WC Portland, Oregon, USA",https://www.thegoss.com/?utm_source=gbp&utm_medium=web,+1 503-913-6188,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNsAFAvdaony6Z3vdrysIzqUlDAWcimpJYqELP-=w408-h306-k-no,true,11 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:26.643Z,,· Dogs allowed,,
https://www.google.com/maps/place/Henderson+Equipment+-+Portland/data=!4m7!3m6!1s0x5495754e7d36d02b:0xa20af4111eec3b51!8m2!3d45.4590174!4d-122.6101653!16s%2Fg%2F1tgxhsbj!19sChIJK9A2fU51lVQRUTvsHhH0CqI,Henderson Equipment - Portland,4.4,89,Lawn mower store,"5120 SE Johnson Creek Blvd, Portland, OR 97222, United States","F95Q+JW Portland, Oregon, USA",https://www.hendersonequipment.com/,+1 503-777-8611,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxd0hyp19WUVORSpDB6eOS0-KTh5kHwH-6oQqS1-a6qWrMwXH0ny9wpQUwnIr0TJDR409h6iqTYIvgf8t5lcY4wV3QddQztL0bRNaAQ3MQODQ_g0_nPJucNeR6l3SNIdSB8EFPp=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:31.544Z,,Long-standing establishment stocking & servicing major brands of lawn mowers & other equipment. · In-store pick-up,,
https://www.google.com/maps/place/United+Battery+Systems+Inc/data=!4m7!3m6!1s0x5495a65228627377:0x26577756f16a6a7a!8m2!3d45.5823696!4d-122.6641637!16s%2Fg%2F1w0h_b1z!19sChIJd3NiKFKmlVQRempq8VZ3VyY,United Battery Systems Inc,4.7,300,Car battery store,"109 NE Columbia Blvd, Portland, OR 97211, United States","H8JP+W8 Portland, Oregon, USA",http://www.unitedbattery.net/,+1 503-289-6644,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipN7WEqKt3yAGx2_2TSy0WfkuVT480pBxZW38x9v=w408-h271-k-no,true,8 am–4:30 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:36.725Z,,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Really+Good+Stuff/data=!4m7!3m6!1s0x5495a09fad951799:0xbe31e906f5f83557!8m2!3d45.504937!4d-122.6258636!16s%2Fg%2F1tcwfpn7!19sChIJmReVrZ-glVQRVzX49QbpMb4,Really Good Stuff,4.5,201,Antique store,"3629 SE Division St, Portland, OR 97202, United States","G93F+XM Portland, Oregon, USA",,+1 503-238-1838,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzl7MyBu6svRjw_E3nk5TxvaNsJp0HIOdaEBzcSJYAi642tSq5r3AMJVbV-tIVyLXQEWus9wcSLB0VnC_k5CzFAl1-n9X_ZBJsM7ipffvZ6umKHhe6FHv9rkkyHQ1FOLSkt152wIQ=w408-h544-k-no,true,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-01-10T22:19:41.875Z,,"Boutique overflowing with vintage clothing, musical instruments, furniture & tchotchkes. · In-store shopping · In-store pick-up · Delivery",,
