placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error,info
https://www.google.com/maps/place/In+House+Hospice/data=!4m7!3m6!1s0x8819adbeaaaaaaab:0x3e05d5b609b9821!8m2!3d42.9710754!4d-85.652229!16s%2Fg%2F1tf60x9d!19sChIJq6qqqr6tGYgRIZibYFtd4AM,In House Hospice,,,Hospice,"414 Benson Ave NE, Grand Rapids, MI 49503, United States","X8CX+C4 Grand Rapids, Michigan, USA",,+1 231-527-1466,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mxBQORmQbG-Y-PQir0j5Gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.67441&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:41.902Z,,,
"https://www.google.com/maps/place/Trinity+Health+Medical+Group,+Neuro-Palliative+Care+-+Grand+Rapids+Campus/data=!4m7!3m6!1s0x8819adcebbb1c6c7:0x3569358a853c639b!8m2!3d42.9587196!4d-85.6631537!16s%2Fg%2F11vyd4x9ss!19sChIJx8axu86tGYgRm2M8hYo1aTU","Trinity Health Medical Group, Neuro-Palliative Care - Grand Rapids Campus",,,Hospital department,"220 Cherry St SE Hauenstein 1, Grand Rapids, MI 49503, United States","X85P+FP Grand Rapids, Michigan, USA",https://www.trinityhealthmichigan.org/location/trinity-health-medical-group-neuro-palliative-care-grand-rapids-campus,+1 616-685-5050,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YEXC1adIXHU_21cDke80EA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.443318&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:46.893Z,,,
https://www.google.com/maps/place/Corewell+Health+Grand+Rapids+Hospitals+Pain+%26+Palliative+Care+-+35+Michigan+St+NE/data=!4m7!3m6!1s0x8819ad90d918dfc3:0x80100e33cac0e7b7!8m2!3d42.970802!4d-85.6665517!16s%2Fg%2F11h1y9tk7m!19sChIJw98Y2ZCtGYgRt-fAyjMOEIA,Corewell Health Grand Rapids Hospitals Pain & Palliative Care - 35 Michigan St NE,,,Medical group,"35 Michigan St NE Suite 5301, Grand Rapids, MI 49503, United States","X8CM+89 Grand Rapids, Michigan, USA",https://findadoctor.spectrumhealth.org/location/profile/11190?utm_source=GoogleBusiness&utm_content=Homepage,+1 616-391-8842,,https://lh3.googleusercontent.com/p/AF1QipNAMBsGSp7yA1MOx3K_TErraEU4WO6_RMuSHS3B=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:49.845Z,,,
https://www.google.com/maps/place/Elara+Caring/data=!4m7!3m6!1s0x8818528b15380a59:0x4c41f45726eff756!8m2!3d42.9520264!4d-85.5652314!16s%2Fg%2F1trsymf3!19sChIJWQo4FYtSGIgRVvfvJlf0QUw,Elara Caring,3.7,9,Home health care service,"630 Kenmoor Ave SE STE 200, Grand Rapids, MI 49546, United States","XC2M+RW Grand Rapids, Michigan, USA",https://elara.com/locations/grand-rapids-mi/,+1 616-975-6200,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBxOzbP3JbseM7YBI5rN29kP8hQRtOWg7kgvv8pQ04P7AdeBChu-nm2gCQLxtXqm2TdDOeoc8zEozg0x9cb91RjSRIiwt4Jj3XeZwNppb-t5krG9uFYhkGDeFsaASzAnaPOFM=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:54.899Z,,,
https://www.google.com/maps/place/Trinity+Health+Grand+Rapids/data=!4m7!3m6!1s0x8819adbff6257dd1:0x3f44c9f8101f7d28!8m2!3d42.9581317!4d-85.6623148!16s%2Fg%2F1tfdf21z!19sChIJ0X0l9r-tGYgRKH0fEPjJRD8,Trinity Health Grand Rapids,3.2,458,Hospital,"200 Jefferson Ave SE, Grand Rapids, MI 49503, United States","X85Q+73 Grand Rapids, Michigan, USA",https://www.trinityhealthmichigan.org/location/trinity-health-grand-rapids-hospital,+1 616-685-5000,,https://lh3.googleusercontent.com/p/AF1QipPPMMPFFcEONWSe6XmnMnTUkYOl-BB_gYX8TaNK=w824-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:59.892Z,,,
https://www.google.com/maps/place/West+Michigan+Hospice/data=!4m7!3m6!1s0x88185cb827300001:0xf44875e3af8b142a!8m2!3d42.8406598!4d-85.5856781!16s%2Fg%2F11qm3dw7kj!19sChIJAQAwJ7hcGIgRKhSLr-N1SPQ,West Michigan Hospice,4.9,54,Hospice,"6835 Hanna Lake Ave SE, Caledonia, MI 49316, United States","RCR7+7P Caledonia, Michigan, USA",http://westmichiganhospice.com/,+1 616-258-2680,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9hgYTw8ljE3oe440YACRvuXAgGfJpejp9rjKO9okcZ44cGFvw_Vmu9Z8Qfo2V4z1CwiqdinFDT22cCPd2z_w9qI4hBlFYMZBnPAUvTFuYpKBp13ngQ1I41RmmkYsDKGcffitA=w408-h481-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:46:05.013Z,,,
https://www.google.com/maps/place/Heaven+At+Home+Pet+Hospice/data=!4m7!3m6!1s0x8819ac3bf3293041:0x82e5afe9c946c834!8m2!3d42.9907961!4d-85.6704215!16s%2Fg%2F11f3mb09d4!19sChIJQTAp8zusGYgRNMhGyemv5YI,Heaven At Home Pet Hospice,5.0,237,Veterinarian,"1530 Monroe Ave NW, Grand Rapids, MI 49505, United States","X8RH+8R Grand Rapids, Michigan, USA",http://www.pethospicevet.com/,+1 616-498-1316,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipOXN5Na3I6BULsyx3_p5q8ve7rcsxXR0hEyZCrz=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–1 pm,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:46:10.000Z,,,
https://www.google.com/maps/place/Athletico+Physical+Therapy+-+Grand+Rapids+%28Forest+Hills%29/data=!4m7!3m6!1s0x881853a36bcafd2d:0xeebe326e5a3b79ee!8m2!3d42.950484!4d-85.56628!16s%2Fg%2F11jt2hsn73!19sChIJLf3Ka6NTGIgR7nk7Wm4yvu4,Athletico Physical Therapy - Grand Rapids (Forest Hills),5.0,20,Physical therapy clinic,"655 Kenmoor Ave SE Ste. 103, Grand Rapids, MI 49546, United States","XC2M+5F Grand Rapids, Michigan, USA",https://www.athletico.com/locations/grand-rapids-forest-hills/?utm_source=google-grandrapids-forest-hills&utm_medium=web&utm_campaign=google-listings,+1 616-315-0100,"Closed ⋅ Opens 10 am Thu

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNWH42PLOCiyIRqlN6lwMz3oX3UXQNtYEaNNu_n=w408-h544-k-no,true,8 am–4 pm,10 am–7 pm,7 am–3:30 pm,Closed,Closed,10 am–7 pm,7 am–3 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:46:25.840Z,,,
https://www.google.com/maps/place/CareLinc+Medical+Equipment+%26+Supply/data=!4m7!3m6!1s0x8819b3f3074d8a2b:0x9939a52badcced4a!8m2!3d42.866394!4d-85.6663519!16s%2Fg%2F1thx971_!19sChIJK4pNB_OzGYgRSu3MrSulOZk,CareLinc Medical Equipment & Supply,4.8,1890,Medical supply store,"89 54th St SW, Grand Rapids, MI 49548, United States","V88M+HF Grand Rapids, Michigan, USA",https://www.carelincmed.com/locations/headquarters-grand-rapids,+1 616-249-2273,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr53ndhaJnWUkilLXnPN-pwOF_D4cgxDDx9ToS1xXf2LtC_U9qUEK7U7BL-fB8wid85vNrT0y7x4iNHQlvwcxMFzZdo8URvG14Quw1Xo9Ec9gaJHystYbI_Mj0TEGXGKXrF9glU8A=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:46:35.636Z,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/Care+Resources+%E2%80%93+PACE/data=!4m7!3m6!1s0x8819ad0e6854e41b:0x523c252dd4a1b8b0!8m2!3d42.8878961!4d-85.6228803!16s%2Fg%2F1tcx7mkc!19sChIJG-RUaA6tGYgRsLih1C0lPFI,Care Resources – PACE,3.9,8,Adult day care center,"4150 Kalamazoo Ave SE, Grand Rapids, MI 49508, United States","V9QG+5R Grand Rapids, Michigan, USA",https://careresources.org/,+1 616-913-2006,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4PmyHgucup8S308uf8TQfE2j8MM5yoeXltfVQCDMivLg7-JvHgKoyCpC_J3zN4rt4mAGZWdpHrY_ZYfWE9BTJXRy4dwfEpNwDj9OkZjTO-aemZbSj7FL2bJBJkVHRAeg3n89Kx3ywtKAW=w408-h270-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:46:40.689Z,,,
https://www.google.com/maps/place/Trinity+Health+At+Home+-+Grand+Rapids/data=!4m7!3m6!1s0x8819ac01d32fee07:0xb8f3a47eb246f061!8m2!3d42.9892408!4d-85.6699964!16s%2Fg%2F1tdj4tvv!19sChIJB-4v0wGsGYgRYfBGsn6k87g,Trinity Health At Home - Grand Rapids,3.9,29,Home health care service,"1430 Monroe Ave NW Ste 120, Grand Rapids, MI 49505, United States","X8QJ+M2 Grand Rapids, Michigan, USA",https://www.trinityhealthathome.org/michigan,+1 616-685-8800,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4xFf3BamqiAlBKg9hDSYcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.3265&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:46:45.701Z,,,
https://www.google.com/maps/place/Faith+Hospice+at+Trillium+Woods/data=!4m7!3m6!1s0x8819b5cf00367723:0x2df0fccf334982ce!8m2!3d42.8181965!4d-85.6728343!16s%2Fg%2F1tslkb7g!19sChIJI3c2AM-1GYgRzoJJM8_88C0,Faith Hospice at Trillium Woods,4.2,34,Hospice,"8214 Pfeiffer Farms Dr SW, Byron Center, MI 49315, United States","R89G+7V Byron Center, Michigan, USA",https://faithhospicecare.org/services/trillium-woods/,+1 616-356-4820,,https://lh3.googleusercontent.com/p/AF1QipMpv336OuWjrvFlOmnlNcNm9qry5daq401ULsqW=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:46:48.729Z,,,
https://www.google.com/maps/place/Hospice+of+Michigan/data=!4m7!3m6!1s0x8818526ce7567cbb:0x358119e0fbf3d17c!8m2!3d42.9453417!4d-85.5408094!16s%2Fg%2F12613fw28!19sChIJu3xW52xSGIgRfNHz--AZgTU,Hospice of Michigan,5.0,4,Hospice,"989 Spaulding Ave SE, Ada, MI 49301, United States","WFW5+4M Ada, Ada Township, MI, USA",http://www.hom.org/,+1 888-247-5701,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GEnD8dZonkguIsw7BXOg7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.34556&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:46:51.371Z,,,
https://www.google.com/maps/place/Optalis+Health+%26+Rehabilitation+of+Grand+Rapids/data=!4m7!3m6!1s0x8819b2dc85c6e189:0xe6c46a63368f2600!8m2!3d42.904545!4d-85.6199296!16s%2Fg%2F1tjgq5yg!19sChIJieHGhdyyGYgRACaPNmNqxOY,Optalis Health & Rehabilitation of Grand Rapids,2.9,34,Nursing home,"1950 32nd St SE, Grand Rapids, MI 49508, United States","W93J+R2 Grand Rapids, Michigan, USA",https://www.optalishealthcare.com/location/grand-rapids/,+1 616-452-5900,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOGG9H-uIipFlXO8aykLgLMGisG82QxPl8x3ZNu=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:46:56.263Z,,,
https://www.google.com/maps/place/Wellspring+Lutheran+Services+Kentwood+Family+Services/data=!4m7!3m6!1s0x8819b33fdb939c15:0x3d2ee6333299db27!8m2!3d42.87913!4d-85.6223746!16s%2Fg%2F11bbrpb16y!19sChIJFZyT2z-zGYgRJ9uZMjPmLj0,Wellspring Lutheran Services Kentwood Family Services,1.8,15,Family service center,"1715 Sutherland Dr SE, Kentwood, MI 49508, United States","V9HH+M3 Kentwood, Michigan, USA",https://wellspringlutheran.com/locations/kentwood-family-services?utm_source=gmb&utm_medium=organic&utm_campaign=kentwood_family_services,+1 616-281-4601,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XtmiJ2Qml6Yljl8RTqPT3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.316324&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:47:01.260Z,,,
https://www.google.com/maps/place/Oasis+of+Hope+Center/data=!4m7!3m6!1s0x8819ac28e61603cd:0xf7de5f033573e842!8m2!3d42.98478!4d-85.681003!16s%2Fg%2F1w2yvhnw!19sChIJzQMW5iisGYgRQuhzNQNf3vc,Oasis of Hope Center,4.9,27,Medical clinic,"522 Leonard St NW, Grand Rapids, MI 49504, United States","X8M9+WH Grand Rapids, Michigan, USA",http://ohcgr.org/,+1 616-451-8868,Closed ⋅ Opens 8 am Sat,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OnFUHTU_3PkRrPPPF5PdYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.10411&pitch=0&thumbfov=100,true,1–6 pm,Closed,Closed,8 am–1 pm,Closed,9 am–5 pm,Closed,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:47:06.131Z,,,
https://www.google.com/maps/place/Gilda%27s+Club+Grand+Rapids/data=!4m7!3m6!1s0x8819ae5ae3b2734d:0xcd6118a542013493!8m2!3d42.9703346!4d-85.7124802!16s%2Fg%2F1tf31_mw!19sChIJTXOy41quGYgRkzQBQqUYYc0,Gilda's Club Grand Rapids,4.8,143,Club,"1806 Bridge St NW, Grand Rapids, MI 49504, United States","X7CQ+42 Grand Rapids, Michigan, USA",http://www.gildasclubgr.org/,+1 616-453-8300,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNYkzNjgkA9maEZUbYo5m_49ozjcysE2vVm5VyP=w408-h306-k-no,true,9 am–9 pm,9 am–9 pm,9 am–1 pm,Closed,Closed,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:47:11.251Z,,,
https://www.google.com/maps/place/Simply+Cremation+Package/data=!4m7!3m6!1s0x8819b34f4081c1c1:0xa703d061ca7d6ff7!8m2!3d42.8820786!4d-85.6252124!16s%2Fg%2F11fwd4ykdv!19sChIJwcGBQE-zGYgR9299ymHQA6c,Simply Cremation Package,4.9,127,Funeral home,"4500 Kalamazoo Ave SE, Kentwood, MI 49508, United States","V9JF+RW Kentwood, Michigan, USA",http://www.simplycremationservice.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qn3BnDrjp1J5c4JifOOrYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.51289&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-09-17T23:47:14.265Z,,,
