placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Hillyer%27s+Tire+%26+Wheel+Center,+Inc./data=!4m7!3m6!1s0x54bffe60e3e8ad79:0xad38fbf24db9a145!8m2!3d44.9672469!4d-122.9974961!16s%2Fg%2F1tql4hn9!19sChIJea3o42D-v1QRRaG5TfL7OK0","Hillyer's Tire & Wheel Center, Inc.",4.7,226,Tire shop,· In-store shopping · In-store pick-up,"2959 Silverton Rd NE, Salem, OR 97301, United States","X283+V2 Salem, Oregon, USA",http://www.hillyerstire.com/,+1 503-364-9395,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoxiSyDDIdbsh1_sw0YDooT5UbAY8fKIbw1jp4hxVut2h4UZfJ4iVnJqsXlmWBYK0SXCziYLrFxeHXA2PNoL1cLwEpAoG2OknN-5TKZjYSuVVhuWr-e8uBB2O3ObvVd1At7fTBX=w408-h544-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:16.954Z,,,
https://www.google.com/maps/place/Tire+Experts/data=!4m7!3m6!1s0x54bffed0e15599d9:0xb0068755d2de9d84!8m2!3d44.934532!4d-122.9834589!16s%2Fg%2F1tflfz9_!19sChIJ2ZlV4dD-v1QRhJ3e0lWHBrA,Tire Experts,4.6,513,Tire shop,· In-store shopping,"437 Lancaster Dr NE, Salem, OR 97301, United States","W2M8+RJ Salem, Oregon, USA",http://tireexpertssalem.com/,+1 503-371-2440,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsxBiyVSUKsXMgkO8_pTI7oBWT837NS5gDgAKUdzwo_dLYCD-p2PTPuWiDHYr79AM-T5xk7du8SAZpLGyR4LvZBkH1MCb6wnqXBtj_-Sq3ne4z9JkE0gqqwtjDE8u08tMffZGg=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:21.730Z,,,
https://www.google.com/maps/place/Ledoux%27s+Auto+Repair+%26+Service+-+13th+Street/data=!4m7!3m6!1s0x54c0035625d3f9e3:0x2d6edbc76ec4005f!8m2!3d44.9191315!4d-123.0298148!16s%2Fg%2F1tk6vm_m!19sChIJ4_nTJVYDwFQRXwDEbsfbbi0,Ledoux's Auto Repair & Service - 13th Street,4.6,164,Auto repair shop,,"1895 13th St SE, Salem, OR 97302, United States","WX9C+M3 Salem, Oregon, USA",https://ledouxauto.com/,+1 503-991-5909,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobDzKJhNMNV7-QJ3NbAVOSW-90zW7ow6MFKP4hiy5MPhuCDi_ycJ10mvSEFArWqEtEFyAs5BgOgourJyU2-9-FRqEIHf3br_TmWSN6a8MCNfTt0hbyppLONufDoWJt3M2b_w4nisgXdzIb=w408-h544-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:26.529Z,,,
https://www.google.com/maps/place/Real+Time+Auto+Repair/data=!4m7!3m6!1s0x54bffe809315a3e7:0x6aff021ea405c388!8m2!3d44.9629823!4d-123.0188049!16s%2Fg%2F1tczvnt1!19sChIJ56MVk4D-v1QRiMMFpB4C_2o,Real Time Auto Repair,4.7,471,Auto repair shop,,"2590 Cherry Ave NE, Salem, OR 97301, United States","XX7J+5F Salem, Oregon, USA",https://realtimeautorepair.com/,+1 503-378-7976,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsJ9wn_dT3EOpbteqMa3Kw2IpmMuSRvDpHBTYT9pkftOl_aD-38gepJotHYq70C-ivCCPlUL8jUAq8raqQmxK6KmcwRdb7sZ92q4PAx792W026isLQrHe5VuhKQotPOoXVcqo6wiD6bEdh=w408-h271-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:31.445Z,,,
https://www.google.com/maps/place/Les+Schwab+Tire+Center/data=!4m7!3m6!1s0x54bfff7559deb631:0xf6b3100886c3eb0b!8m2!3d44.9468816!4d-123.048479!16s%2Fg%2F1tfdd5kt!19sChIJMbbeWXX_v1QRC-vDhggQs_Y,Les Schwab Tire Center,4.4,434,Tire shop,· In-store shopping · In-store pick-up,"530 Wallace Rd NW, Salem, OR 97304, United States","WXW2+QJ Salem, Oregon, USA",https://www.lesschwab.com/stores/or/salem/530-wallace-rd-nw?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,+1 503-363-2261,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2iCBBsHUo5EfaSUbE-RX8qHYS3XGVBaxPx9E9D2vn7Sgf4rGlaT9l_vZTZP82taJbAE7ept-nLcu-sbTanrzVqPGLl81T3D7XYMblGEW2-Z_woqgJvWohDidKgRteCFLFR3zSuw=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:36.349Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Salem+Tires+%26+Wheels/data=!4m7!3m6!1s0x54bff917b7400b71:0xa9af40e69f02b6f2!8m2!3d44.9222041!4d-122.9815866!16s%2Fg%2F11wnkn6zvy!19sChIJcQtAtxf5v1QR8rYCn-ZAr6k,Salem Tires & Wheels,4.7,63,Tire shop,· In-store shopping · In-store pick-up,"540 Lancaster Dr SE, Salem, OR 97317, United States","W2C9+V9 Salem, Oregon, USA",http://salemtires.com/,+1 503-991-5199,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweowPIOkTbftcF67EyJHBZgiVxOQL4Ot7Ci56gQjUYwwMT2YtuBr5zwXhtcpZ8c8aZKe3j6zTfRtZVOoq-JVkmyhG-tAl2JkIUXyCnBwfCQ8H0-05n3odef92xrgLZIi4VrGJLeGsA=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:41.465Z,,,
https://www.google.com/maps/place/First+Lube+Plus/data=!4m7!3m6!1s0x54bfff095271ca27:0x4543b9c33335dce8!8m2!3d44.9459729!4d-123.0362264!16s%2Fg%2F11csspnq02!19sChIJJ8pxUgn_v1QR6Nw1M8O5Q0U,First Lube Plus,4.8,313,Oil change service,,"615 Liberty St NE, Salem, OR 97301, United States","WXW7+9G Salem, Oregon, USA",http://firstlubeplus.com/,+1 503-967-6216,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepbiHlj8NwYkrxfrW7-uo2aW8qo33RNPHNr4pyjix1PyTliCz162pXImWh6SZwDQifecPbBJO5z0XtxxDSn2rZRe21RrF51VSbOgxyawnAiCDB3F7jIm6WrK8_aW1JBD2SHYRDD=w408-h305-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:46.370Z,,,
https://www.google.com/maps/place/Prestige+Auto+Repair/data=!4m7!3m6!1s0x54bff8b2d184c845:0xaca0757f6b5824f5!8m2!3d44.9142959!4d-123.0206676!16s%2Fg%2F1vpq6m57!19sChIJRciE0bL4v1QR9SRYa391oKw,Prestige Auto Repair,4.8,590,Auto repair shop,,"2700 19th St SE, Salem, OR 97302, United States","WX7H+PP Salem, Oregon, USA",http://www.prestigegermanrepair.com/,+1 503-585-0054,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweot0Mt84gSZNgiwfFOsF5L2Ge6nR8g-FrKXs4lubP89QQTE63TPbtQNAyVJTofA-shNNkbs2cHEOnul1Py1OL7cwvn2JGD7jkBU7dxmSF96ZKxKOvZ0Rk6wXKoYSACBGP4JaR5usg=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:51.356Z,,,
"https://www.google.com/maps/place/Lopez+Tires,+LLC./data=!4m7!3m6!1s0x54bffe55ea945e79:0x79fa40a96ee8a1d9!8m2!3d44.9578383!4d-123.018815!16s%2Fg%2F12ml2mrdn!19sChIJeV6U6lX-v1QR2aHobqlA-nk","Lopez Tires, LLC.",4.2,68,Tire shop,· In-store pick-up,"2175 Fairgrounds Rd NE, Salem, OR 97301, United States","XX5J+4F Salem, Oregon, USA",,+1 503-391-6309,Opens soon · 9 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMoON_UEoZ09TBsDtxOdlmZmWUn0nJOahvPJp2Ymeo40CiiUBy56y1h7y_g3IzBZNyzZAi7wlBSMZnCZdvF6uWrNpAo54bCsQGX9GTD4XtEQqjCvagG8EI7MnjQBreOdT6yCyc=w408-h725-k-no,false,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:30:57.049Z,,,
https://www.google.com/maps/place/Brothers+Automotive/data=!4m7!3m6!1s0x54bffe59de0bc74d:0xaafaa18de722da96!8m2!3d44.9623197!4d-123.0130683!16s%2Fg%2F1thvx_j5!19sChIJTccL3ln-v1QRltoi542h-qo,Brothers Automotive,4.9,127,Auto repair shop,,"2698 Portland Rd NE, Salem, OR 97301, United States","XX6P+WQ Salem, Oregon, USA",http://www.brothersautomotive.org/,+1 503-779-2688,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJmpDS6Fg0Hw9_Ert9TFO1fDlr4ZHXToxd24WB7EEJSRZXQwZWWj9YiNsbpxa9AVsCFrW2bKc69ECyHZw27nnjroLXK1HnRvU_6wwXXIuTwd_KBmY1JzeI0hG__7U4ImF7r20m=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:31:02.079Z,,,
https://www.google.com/maps/place/AJ%27s+Auto+Repair/data=!4m7!3m6!1s0x54bfff4fccd3af17:0x67aea9f4d8008c1!8m2!3d44.9195638!4d-123.0289276!16s%2Fg%2F1tfqfj81!19sChIJF6_TzE__v1QRwQiATZ_qegY,AJ's Auto Repair,4.4,344,Auto repair shop,,"1858 13th St SE, Salem, OR 97302, United States","WX9C+RC Salem, Oregon, USA",http://www.ajsautorepair.com/,+1 503-581-7737,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqE6UW7D2wU-KKfxdY7P8IByJS7OVoV9AYiURTK5aw8NcZfpNWCBbC2Dn8iECbcF2OddQ7DKEUOaqGMNQEuyEWbymVhNhmdMAr62CcF7R3aVz-FVa3uTT-ohAqYwJw2sdY8BP4B=w408-h305-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:31:06.955Z,,,
https://www.google.com/maps/place/Superior+Tire+Service+%28STS%29/data=!4m7!3m6!1s0x54bff89c7617bba5:0xd354f77a4d6bca3c!8m2!3d44.8932929!4d-123.0033588!16s%2Fg%2F1tjpq6rq!19sChIJpbsXdpz4v1QRPMprTXr3VNM,Superior Tire Service (STS),4.6,240,Tire shop,· In-store shopping · In-store pick-up,"4230 27th Ct SE, Salem, OR 97302, United States","VXVW+8M Salem, Oregon, USA",https://www.superiortireservice.com/,+1 503-585-1955,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoWYD_Rl5-oT_SrMl-axm__uS00jpS0JmJy1H2KZIrB_gnQr4gvgCOgAbkikU8corLJV8Xkc97wVZNuNdDzVX00-D5mMUYad8Fg8DBfrRpyjqrZzLJLalJ4ox5ElMvNSIY25Rx2RA=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:31:11.874Z,,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x54bffeeca8699d8b:0x964271be063f7552!8m2!3d44.9525207!4d-122.9832412!16s%2Fg%2F1xpwjhkx!19sChIJi51pqOz-v1QRUnU_Br5xQpY,Discount Tire,4.5,1057,Tire shop,· In-store shopping · Kerbside pickup,"1890 Lancaster Dr NE, Salem, OR 97305, United States","X238+2P Salem, Oregon, USA",https://www.discounttire.com/store/or/salem/s/1396,+1 503-316-0005,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweolXKV2s88ouSVje3eK03gsVG6b5gZfi_kNb13WsCoE1bmxBm7kA6rkaARUnmwIQ5nKxDn2kdwx_xspUwzV3ipxTSEj2XI4XnaMkbatPz5io0ZID-GrXNknFJZpRYaGA-fjVIJn=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:31:16.727Z,,,
https://www.google.com/maps/place/Les+Schwab+Tire+Center/data=!4m7!3m6!1s0x54bffe496f84230d:0x6b192a776319de1f!8m2!3d44.9699384!4d-123.0310529!16s%2Fg%2F1vc81jlw!19sChIJDSOEb0n-v1QRH94ZY3cqGWs,Les Schwab Tire Center,4.5,563,Tire shop,· In-store shopping · In-store pick-up,"3030 River Rd N, Salem, OR 97303, United States","XX99+XH Salem, Oregon, USA",https://www.lesschwab.com/stores/or/salem/3030-river-rd-n?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,+1 503-585-7551,"Open · Closes 6 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqy-cgqGDIA7aEeeNUnA4VO48Y29L7-tyYoFSgI-nhMgdFbj1EpE180iTSQ3Do7PoEv9B1ijTYTRzQbDizGElh5ADbHJlpsQpv-LOlovJ4tivakOG0FIZePItrpAIjGct8roA9u=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2026-03-23T15:31:21.675Z,LGBTQ+ friendly,,
