placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes
https://www.google.com/maps/place/Acquista+%26+Lazor+Cpa/data=!4m7!3m6!1s0x89e80e8f15f32f67:0x1cc1e09437684e57!8m2!3d41.196969!4d-73.1958306!16s%2Fg%2F1tfw41ww!19sChIJZy_zFY8O6IkRV05oN5TgwRw,Acquista & Lazor Cpa,3.0,5,Bookkeeping service,"125 French St, Bridgeport, CT 06606, United States","5RW3+QM Bridgeport, Connecticut, USA",https://www.innovativecpagroup.com/resources/newsarticles/icg-merges-with-local-connecticut-firm-acquista-lazor/,+1 203-368-2224,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-nUFEFGWPetHN3a0kgckSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.46652&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:16:41.851Z,
https://www.google.com/maps/place/La+Oficina+Latina+Smart+Tax+Services/data=!4m7!3m6!1s0x89e80c2a5fd7be29:0x1da16f50e75ca16e!8m2!3d41.1911165!4d-73.1807932!16s%2Fg%2F11f_d84ww_!19sChIJKb7XXyoM6IkRbqFc51BvoR0,La Oficina Latina Smart Tax Services,5.0,2,Accountant,"1201 E Main St, Bridgeport, CT 06608, United States","5RR9+CM Bridgeport, Connecticut, USA",,+1 203-993-0930,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBxowZUF2hYUQ6pSNZNcNi3E0oVUS36DGCciU-xaq3ss0vW-Ax3xOVKoRGdwdeGUSsxfOwOzIz9f7jo9Na3TZHaSkgjUSriJSVjv5CG4tv0nK6T1V1ReP7QFpnqj40IQQJaz4=w408-h452-k-no,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:16:44.618Z,
https://www.google.com/maps/place/Liberty+Tax/data=!4m7!3m6!1s0x89e80c2af34489f5:0xec2c3fb87dc7fcd9!8m2!3d41.190647!4d-73.1807216!16s%2Fg%2F11b6yj660n!19sChIJ9YlE8yoM6IkR2fzHfbg_LOw,Liberty Tax,4.8,143,Tax preparation,"1165 E Main St, Bridgeport, CT 06608, United States","5RR9+7P Bridgeport, Connecticut, USA",https://www.libertytax.com/19350,+1 203-864-3510,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KsrLOVuO-Ej-CsZ_7v5eSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.95648&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:16:49.467Z,
https://www.google.com/maps/place/Wilson+Jr+Samuel+N/data=!4m7!3m6!1s0x89e80e71c8b5b97b:0xf9ee7950b31ff19!8m2!3d41.1763012!4d-73.1923942!16s%2Fg%2F1tmg7l6v!19sChIJe7m1yHEO6IkRGf8xC5Xnng8,Wilson Jr Samuel N,4.9,9,Tax preparation,"1000 Lafayette Blvd suite 408, Bridgeport, CT 06604, United States","5RG5+G2 Bridgeport, Connecticut, USA",,+1 203-368-6086,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JK6ZuFlQuYPboI9FAxCLGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.492424&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:16:54.415Z,
https://www.google.com/maps/place/Zuniga+Taxes+%26+Accounting+Services/data=!4m7!3m6!1s0x89e80fccb6b3a6ff:0x74db051bdc512b2f!8m2!3d41.1965451!4d-73.1999158!16s%2Fg%2F11cr_5qxsn!19sChIJ_6aztswP6IkRLytR3BsF23Q,Zuniga Taxes & Accounting Services,4.0,4,Accountant,"2474 Main St, Bridgeport, CT 06606, United States","5RW2+J2 Bridgeport, Connecticut, USA",,+1 203-612-4260,Closed ⋅ Opens 10 am Mon,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npB-gwshnvZVcTpsHOpnf56kmpudep-viOMjuxdDZz16Me4RWRMspYrItsavApIlMN01BTX0o7ZIsY81wK5sh69TJHRf8NNzP0Kv5uJUYeYdKVQrAE0lIM_IlfiLQ_4EGYw7xnO=w408-h306-k-no,true,Closed,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:16:59.521Z,
https://www.google.com/maps/place/Jackson+Hewitt+Tax+Service/data=!4m7!3m6!1s0x89e80fb9a2c2c4cd:0x128c75bedb5ddd8f!8m2!3d41.1961762!4d-73.1996822!16s%2Fg%2F11fpkvs8lw!19sChIJzcTCorkP6IkRj91d2751jBI,Jackson Hewitt Tax Service,4.6,40,Tax preparation,"2440 Main St, Bridgeport, CT 06606, United States","5RW2+F4 Bridgeport, Connecticut, USA",https://office.jacksonhewitt.com/tax-preparation-services-locations/en/ct/bridgeport/2440-main-street/14380?utm_source=google&utm_medium=local&utm_campaign=local&utm_content=14380,+1 203-293-0593,,,,https://lh3.googleusercontent.com/p/AF1QipMJvZQbV1rkZKGQBO9q6aNWMaGb0E7w8feA6GKL=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:02.500Z,
https://www.google.com/maps/place/Thomas+K.+Noble/data=!4m7!3m6!1s0x89e80e7101270ccb:0x7ca4d090943ea116!8m2!3d41.1776172!4d-73.1911671!16s%2Fg%2F1pw3y5p_7!19sChIJywwnAXEO6IkRFqE-lJDQpHw,Thomas K. Noble,5.0,1,Accountant,"1057 Broad St, Bridgeport, CT 06604, United States","5RH5+2G Bridgeport, Connecticut, USA",,+1 203-333-9348,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VGtWnzB7AW1zHbV5TUMLDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.4490056&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:05.353Z,
https://www.google.com/maps/place/Delalglesia+Professional+Services+LLC/data=!4m7!3m6!1s0x89e80e8ac794eaab:0x9be30332ea37cd1f!8m2!3d41.1934514!4d-73.2049283!16s%2Fg%2F11f00d0zlx!19sChIJq-qUx4oO6IkRH8036jID45s,Delalglesia Professional Services LLC,5.0,3,Consultant,"900 Madison Ave UNIT 206, Bridgeport, CT 06606, United States","5QVW+92 Bridgeport, Connecticut, USA",http://dpstaxservices.com/,+1 203-335-0816,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=295q4zHglDHDYONQcPrifA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.34163&pitch=0&thumbfov=100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:10.175Z,
https://www.google.com/maps/place/Forensic+Accounting+Corp/data=!4m7!3m6!1s0x89e80fed169db7bd:0xb14254699fe56603!8m2!3d41.1763012!4d-73.1923942!16s%2Fg%2F11h32z5x9_!19sChIJvbedFu0P6IkRA2bln2lUQrE,Forensic Accounting Corp,5.0,1,Accounting firm,"1000 Lafayette Blvd, Bridgeport, CT 06604, United States","5RG5+G2 Bridgeport, Connecticut, USA",https://forensicaccountingcorp.com/locations/bridgeport,+1 203-864-6591,Open 24 hours,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JK6ZuFlQuYPboI9FAxCLGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.492424&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:15.039Z,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x89e80c2a6728d717:0xc9a81de73a47598f!8m2!3d41.1913943!4d-73.1808315!16s%2Fg%2F1th7zcq8!19sChIJF9coZyoM6IkRj1lHOucdqMk,H&R Block,4.8,54,Tax preparation service,"1217 E Main St, Bridgeport, CT 06608, United States","5RR9+HM Bridgeport, Connecticut, USA",https://www.hrblock.com/tax-office-near-me/connecticut/bridgeport/7686/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 203-333-8189,,,,https://lh3.googleusercontent.com/p/AF1QipOdT8Dq3JzV7W1m0uZjfk2_i9ep5awrEk5vOxtu=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:18.372Z,
https://www.google.com/maps/place/Smart+Group+USA+%7C+Smart+Tax+Services+Bridgeport/data=!4m7!3m6!1s0x89e80c2a605cf8ff:0xabf2be7d2fd1bb7c!8m2!3d41.191117!4d-73.180793!16s%2Fg%2F11f3w9nhv6!19sChIJ__hcYCoM6IkRfLvRL32-8qs,Smart Group USA | Smart Tax Services Bridgeport,4.0,4,Tax preparation service,"1201 E Main St, Bridgeport, CT 06608, United States","5RR9+CM Bridgeport, Connecticut, USA",https://www.smartgroupusa.com/,+1 203-993-0930,Closed ⋅ Opens 9 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPjwjnTz0As6jCpuvyvf62ZKEffVYBJzWdapR_F=w426-h240-k-no,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:23.402Z,
https://www.google.com/maps/place/Hope+%26+Hernandez/data=!4m7!3m6!1s0x89e80e8c3ec5a569:0xeb9d780ff88dc3f4!8m2!3d41.1980761!4d-73.2009608!16s%2Fg%2F1tsr4753!19sChIJaaXFPowO6IkR9MON-A94nes,Hope & Hernandez,5.0,3,Tax preparation service,"2600 Main St, Bridgeport, CT 06606, United States","5QXX+6J Bridgeport, Connecticut, USA",,+1 203-334-8035,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4OkY_3Dhaw5cPDeARtgQ6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.87874&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:26.190Z,
"https://www.google.com/maps/place/Brenda+Burton+Seldon,+EA+d%2Fb%2Fa+BB$+TAX+SERVICES/data=!4m7!3m6!1s0x89e80daf1c48d2e9:0x64aac8115b57d13e!8m2!3d41.175848!4d-73.1923179!16s%2Fg%2F1vhkll58!19sChIJ6dJIHK8N6IkRPtFXWxHIqmQ","Brenda Burton Seldon, EA d/b/a BB$ TAX SERVICES",5.0,7,Tax preparation service,"1000 Lafayette Blvd #2011, Bridgeport, CT 06604, United States","5RG5+83 Bridgeport, Connecticut, USA",http://www.bbstaxsite.com/,+1 203-540-5624,Closed ⋅ Opens 10 am Mon,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/p/AF1QipNd_x3oIqlQMndKLplqBQ5KYA93nDW75Jgn-did=w408-h544-k-no,true,Closed,10 am–5 pm,10 am–5 pm,Closed,10 am–4 pm,10 am–5 pm,11 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:31.184Z,
https://www.google.com/maps/place/Isla%27s+Business+Services/data=!4m7!3m6!1s0x89e811d55f6904c3:0xabf7518982a713cc!8m2!3d41.156411!4d-73.2281959!16s%2Fg%2F11sqc_lhf2!19sChIJwwRpX9UR6IkRzBOngolR96s,Isla's Business Services,5.0,2,Accountant,"2952 Fairfield Ave, Bridgeport, CT 06605, United States","5Q4C+HP Bridgeport, Connecticut, USA",http://islasbusiness.com/,+1 203-275-8845,,,,https://lh3.googleusercontent.com/p/AF1QipO6PWLhngxgSQXwW0uzS9ij-P5xY6wNq6IsbGqN=w408-h725-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:33.916Z,
"https://www.google.com/maps/place/Morgan+TaxServices+Bridgeport,+CT+06610/data=!4m7!3m6!1s0x89e80d797988c59d:0x8cb138c182aa488f!8m2!3d41.1969206!4d-73.1667705!16s%2Fg%2F11frc9vd2r!19sChIJncWIeXkN6IkRj0iqgsE4sYw","Morgan TaxServices Bridgeport, CT 06610",4.8,4,Tax preparation service,"255 Remington St, Bridgeport, CT 06610, United States","5RWM+Q7 Bridgeport, Connecticut, USA",https://www.morgantaxservicesllcs.com/,+1 203-218-7033,Closed ⋅ Opens 9 am Mon,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLm-2BRE7zaS48WDWP_8UbTAjCbuER2XjcMUxofe7Z0u1TWZfrWJ5VbZgBUBPA_n0_LoCNHK9_eiv7tW-zHxMMZOJqAa6MmiEC7Hyy3AkTWLKxMQD2PGhaZOgFM0GragbyynCT=w408-h725-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:39.020Z,
https://www.google.com/maps/place/Henry+Mensah+CPA+LLC/data=!4m7!3m6!1s0x89e8119899beaaed:0xe6fb09c256f1c6a0!8m2!3d41.1559994!4d-73.2296594!16s%2Fg%2F11h9l0_b1b!19sChIJ7aq-mZgR6IkRoMbxVsIJ--Y,Henry Mensah CPA LLC,,,Certified public accountant,"3040 Fairfield Ave, Bridgeport, CT 06605, United States","5Q4C+94 Bridgeport, Connecticut, USA",http://www.henrymensahcpa.com/,+1 203-913-9060,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PXxLGGGEmm71e9N01ieHRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.828659&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:44.116Z,
"https://www.google.com/maps/place/Abim+%26+Associates/@41.1763025,-73.1923379,17z/data=!3m1!4b1!4m6!3m5!1s0x89e80ec1f47a0845:0x2490a3a7ec3a332e!8m2!3d41.1763025!4d-73.1923379!16s%2Fg%2F1263m2r8l",Abim & Associates,5.0,2,Accountant,"1000 Lafayette Blvd 11th floor, Bridgeport, CT 06604, United States","5RG5+G3 Bridgeport, Connecticut, USA",,+1 203-382-0678,Closed ⋅ Opens 10 am Mon,,,,false,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,2–7 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:50.916Z,
https://www.google.com/maps/place/Amesur+Tax+Services/data=!4m7!3m6!1s0x89e811d54d951e55:0xb735c1f3975de1c1!8m2!3d41.205693!4d-73.20633!16s%2Fg%2F11g6lxpq_5!19sChIJVR6VTdUR6IkRweFdl_PBNbc,Amesur Tax Services,3.2,9,Accountant,"3223 Main St #1l, Bridgeport, CT 06606, United States","6Q4V+7F Bridgeport, Connecticut, USA",,+1 203-683-7060,Closed ⋅ Opens 10 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOSU3NXDvNlZtQU7Y9MSjShKSQpxyFHTrSmgogY=w408-h306-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9:30 am–1 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:56.017Z,
https://www.google.com/maps/place/C+%26+A+CABANILLAS+Y+ASOCIADOS/data=!4m7!3m6!1s0x89e80e89b9878499:0xcb723c3e9ce9d71a!8m2!3d41.1926199!4d-73.1977964!16s%2Fg%2F11l2vnwf09!19sChIJmYSHuYkO6IkRGtfpnD48css,C & A CABANILLAS Y ASOCIADOS,5.0,1,Accountant,"2163 Main St, Bridgeport, CT 06606, United States","5RV2+2V Bridgeport, Connecticut, USA",,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eRc6b78j7KfYq9vArrCSCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.95964&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2025-10-19T15:17:58.859Z,
