placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error
https://www.google.com/maps/place/St.+Croix+Hospice/data=!4m7!3m6!1s0x886bbfc1d97d9935:0x205ac4110c26f5db!8m2!3d38.952316!4d-85.901827!16s%2Fg%2F11y8zmhy9x!19sChIJNZl92cG_a4gR2_UmDBHEWiA,St. Croix Hospice,,,Hospice,"1171 W Tipton St I, Seymour, IN 47274, United States","X32X+W7 Seymour, Indiana, USA",https://www.stcroixhospice.com/seymour-in/?utm_source=google&utm_medium=organic&utm_content=seymour&utm_campaign=gmblisting,+1 812-618-9610,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN3OYRqoe7cz2IXJm98_3KfwK-qLREXUx-lxe-o=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:27:28.316Z,
https://www.google.com/maps/place/Schneck+Medical+Center+Home+Health/data=!4m7!3m6!1s0x886bbfab1d3cad49:0x4be91b6fb551f804!8m2!3d38.9557012!4d-85.891734!16s%2Fg%2F1ptxlnqq0!19sChIJSa08Hau_a4gRBPhRtW8b6Us,Schneck Medical Center Home Health,,,Home health care service,"411 W Tipton St, Seymour, IN 47274, United States","X445+78 Seymour, Indiana, USA",https://www.schneckmed.org/medical-services/home-care,+1 812-522-0460,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMjQs_mKGvhjKvabFDIZWh9jWdBeFuQqExA8-6u=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:27:33.088Z,
https://www.google.com/maps/place/Schneck+Medical+Center/data=!4m7!3m6!1s0x886bbfab1d3cad49:0xf1383dd11181357d!8m2!3d38.9554974!4d-85.891305!16s%2Fg%2F1tj_5zyv!19sChIJSa08Hau_a4gRfTWBEdE9OPE,Schneck Medical Center,2.9,212,General hospital,"411 W Tipton St, Seymour, IN 47274, United States","X445+5F Seymour, Indiana, USA",http://www.schneckmed.org/?utm_source=GMBlisting&utm_medium=organic,+1 812-522-2349,,https://lh3.googleusercontent.com/p/AF1QipO8A6kD-kXIP8Mf2xJwYW-CJj4k4lBvBjomUqzv=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:27:38.297Z,
https://www.google.com/maps/place/Schneck+Foundation/data=!4m7!3m6!1s0x886bbfab107a19df:0xd3279c9df0789c22!8m2!3d38.9539379!4d-85.8899946!16s%2Fg%2F11gf0gn9d6!19sChIJ3xl6EKu_a4gRIpx48J2cJ9M,Schneck Foundation,4.5,2,Foundation,"415 S Walnut St Floor 2, Seymour, IN 47274, United States","X436+H2 Seymour, Indiana, USA",http://www.schneckmed.org/ways-to-help/foundation/home/,+1 812-524-4244,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipMmEnz1RbR3spPbXdSVpc7B5w3UTkex_GiPMrGz=w408-h272-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:27:43.078Z,
https://www.google.com/maps/place/Jackson+County+Schneck+Memorial/data=!4m7!3m6!1s0x886bbfab1d3cad49:0xfe9d12c218d3585c!8m2!3d38.9554245!4d-85.892325!16s%2Fg%2F1hd_kmdvn!19sChIJSa08Hau_a4gRXFjTGMISnf4,Jackson County Schneck Memorial,3.7,3,Medical Center,"411 W Tipton St, Seymour, IN 47274, United States","X445+53 Seymour, Indiana, USA",https://www.schneckmed.org/,+1 812-522-2349,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uwQ7Tk-PYFYbIdbpX-engg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.971344&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:27:45.998Z,
https://www.google.com/maps/place/Help+at+Home/data=!4m7!3m6!1s0x886bbfb7aaaaaaab:0xc0583caa9053c1be!8m2!3d38.947998!4d-85.9092178!16s%2Fg%2F11cs6fsm80!19sChIJq6qqqre_a4gRvsFTkKo8WMA,Help at Home,4.5,29,Home health care service,"1425 Corporate Way, Seymour, IN 47274, United States","W3XR+58 Seymour, Indiana, USA",https://www.helpathome.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU1Mzg4ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 812-524-7110,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p2BewPXlhwhphKH2uFO7Og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.50174&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:27:51.374Z,
https://www.google.com/maps/place/Schneck+Medical+Center+Cardiac+Rehab/data=!4m7!3m6!1s0x886bbfab1d3cad49:0x13d484cdcd6d07df!8m2!3d38.9522474!4d-85.9017455!16s%2Fg%2F1pv3gt2l7!19sChIJSa08Hau_a4gR3wdtzc2E1BM,Schneck Medical Center Cardiac Rehab,,,Medical clinic,"411 W Tipton St, Seymour, IN 47274, United States","X32X+V8 Seymour, Indiana, USA",http://www.schneckmed.org/,+1 812-522-2349,Closed ⋅ Opens 7 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DaKA0FviJyEE5Q-iV8gJ3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.64286&pitch=0&thumbfov=100,true,7 am–3 pm,7 am–3 pm,7 am–3 pm,Closed,Closed,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:27:56.117Z,
https://www.google.com/maps/place/Our+Hospice+of+South+Central+Indiana/data=!4m7!3m6!1s0x886ba057132151eb:0xb233067b7ab8efb8!8m2!3d39.2164968!4d-85.8925476!16s%2Fg%2F1261bmp2f!19sChIJ61EhE1ega4gRuO-4ensGM7I,Our Hospice of South Central Indiana,3.7,23,Hospice,"2626 17th St, Columbus, IN 47201, United States","6484+HX Columbus, Indiana, USA",http://ourhospice.org/,+1 812-314-8000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPbhQeDgbad0KE59pwCWOM9a1VUozoRoT69ItBW=w408-h261-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-17T23:28:01.162Z,
"https://www.google.com/maps/place/IU+Health+Bloomington+Hospice+House/@42.4906231,-71.2760089,14z/data=!4m6!3m5!1s0x886c67c3368e40e5:0xa9f895537abbce8a!8m2!3d39.136283!4d-86.5685232!16s%2Fg%2F11fkdw7jgq",IU Health Bloomington Hospice House,3.6,42,Medical clinic,"2810 S Deborah Dr, Bloomington, IN 47403, United States","4CPJ+GH Bloomington, Indiana, USA",https://iuhealth.org/find-locations/iu-health-bloomington-hospice-house-iu-health-bloomington-hospice-house-2810-s-deborah-dr?utm_source=Google&utm_medium=Yext&y_source=1_MTE5NDIyNjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 812-353-2660,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNvcdLoIjxUccC-a1tbR34mAVBvQEL4Sgoq-4UU=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bedford+Bloomington+IN/@42.4906231,-71.2760089,14z",2025-09-17T23:28:09.892Z,Already found
https://www.google.com/maps/place/Accordius+Health+at+Mooresville/data=!4m7!3m6!1s0x8853ff3d8a02c8cb:0x4a7775e84c8471a7!8m2!3d35.5787526!4d-80.7980251!16s%2Fg%2F11h5s4kdzz!19sChIJy8gCij3_U4gRp3GETOh1d0o,Accordius Health at Mooresville,3.5,50,Nursing home,"752 E Center Ave, Mooresville, NC 28115, United States","H6H2+GQ Mooresville, North Carolina, USA",https://datapointusa.org/details/accordius-health-at-mooresville-ChIJy8g,+1 704-800-0570,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMuYBkv07QRFmR858PXfqWqUPzl39xCerY1fKUV=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:25.109Z,
https://www.google.com/maps/place/Caring+Pathways/data=!4m7!3m6!1s0x88540016d5e0d1f3:0xac40b9cb440b1d22!8m2!3d36.516602!4d-101.3022!16s%2Fg%2F1ptwsmxkj!19sChIJ89Hg1RYAVIgRIh0LRMu5QKw,Caring Pathways,5.0,145,Veterinarian,,,https://charlotte.caringpathways.com/,+1 704-420-8880,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipOmk9jvGZZXsd9hGKJggdTO4oLmXdW4wklGnC2u=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:30.022Z,
https://www.google.com/maps/place/Hospice+%26+Palliative+Care+of+Iredell+County/data=!4m7!3m6!1s0x8856aade7b160a31:0xb9285e2ee8f1b7a!8m2!3d35.5523083!4d-80.8428172!16s%2Fg%2F1tdpb9xp!19sChIJMQoWe96qVogRehuP7uKFkgs,Hospice & Palliative Care of Iredell County,3.9,8,Hospice,"1325 Mecklenburg Hwy, Mooresville, NC 28115, United States","H524+WV Mooresville, North Carolina, USA",http://www.hoic.org/,+1 704-663-0051,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNooz0xN88BvGvqKXly4gj2XDnaB1bnVDzRJgC6=w408-h259-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:35.119Z,
https://www.google.com/maps/place/S.+Mitchell+Mack+Hospice+House/data=!4m7!3m6!1s0x8856abe75c22c57d:0x8d6f3468f0c209d6!8m2!3d35.5523083!4d-80.8428172!16s%2Fg%2F11qh5f74vw!19sChIJfcUiXOerVogR1gnC8Gg0b40,S. Mitchell Mack Hospice House,5.0,7,Hospice,"1325 Mecklenburg Hwy, Mooresville, NC 28115, United States","H524+WV Mooresville, North Carolina, USA",https://www.hoic.org/Mitchell-Mack-Hospice-House,+1 980-759-1970,,https://lh3.googleusercontent.com/p/AF1QipMOIhite6Y1vVyuTQlwMez8-Kb9a_rN9ASzmjKk=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:38.009Z,
https://www.google.com/maps/place/Mooresville+Center+-+Under+New+Management/data=!4m7!3m6!1s0x8853fffde27ed0d3:0x7cd02b7cf3fd1c69!8m2!3d35.5694128!4d-80.8083651!16s%2Fg%2F1262c95wh!19sChIJ09B-4v3_U4gRaRz983wr0Hw,Mooresville Center - Under New Management,2.1,15,Assisted living facility,"550 Glenwood Dr, Mooresville, NC 28115, United States","H59R+QM Mooresville, North Carolina, USA",,+1 704-664-7494,Open ⋅ Closes 11:30 pm,https://lh3.googleusercontent.com/p/AF1QipMKncz-tn5ArGwMnHrdwizVPhSgwpOvaQO8Ekqk=w408-h271-k-no,true,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:42.910Z,
https://www.google.com/maps/place/Lake+Norman+Home+Health/data=!4m7!3m6!1s0x8856aaded4dfea09:0x7e957b2ff6e07d7e!8m2!3d35.552551!4d-80.860012!16s%2Fg%2F1tj2p4_z!19sChIJCerf1N6qVogRfn3g9i97lX4,Lake Norman Home Health,3.7,6,Medical Center,"142 S Cardigan Way Suite D-1, Mooresville, NC 28117, United States","H43Q+2X Mooresville, North Carolina, USA",https://lhcgroup.com/locations/lake-norman-home-health/,+1 704-660-4480,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3HKKYiedyVQt7h5ngHWuHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.29797&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:48.048Z,
https://www.google.com/maps/place/Empyrean+Hospice+-+Support+Center/data=!4m7!3m6!1s0x88515506ad62e107:0x34feebb325a32dd0!8m2!3d35.5811271!4d-80.8764341!16s%2Fg%2F11vjnxx2hb!19sChIJB-FirQZVUYgR0C2jJbPr_jQ,Empyrean Hospice - Support Center,,,Hospice,"647 Brawley School Rd, Mooresville, NC 28117, United States","H4JF+FC Mooresville, North Carolina, USA",https://www.empyreanhospice.com/,+1 704-935-5665,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipOlI5RY1-5x5NdxPd-7Qd1JcvoHjxw_rHExzFuB=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:52.868Z,
https://www.google.com/maps/place/Hearts4home+Senior+Caregiving+%26+Recreation/data=!4m7!3m6!1s0x885155eab2c97669:0xab5883d28203ce4e!8m2!3d35.5839812!4d-80.8627653!16s%2Fg%2F11k0s3n8mf!19sChIJaXbJsupVUYgRTs4DgtKDWKs,Hearts4home Senior Caregiving & Recreation,5.0,29,Home health care service,"179 Gasoline Aly Dr Suite 211, Mooresville, NC 28117, United States","H4MP+HV Mooresville, North Carolina, USA",https://hearts4home.club/,+1 704-360-5500,Closed ⋅ Opens 10 am Thu,https://lh3.googleusercontent.com/p/AF1QipOORt6UayOlXEvfg6tdv8vvH1m4IYW_CH-WIJ5r=w426-h240-k-no,true,10 am–3 pm,10 am–3 pm,10 am–3 pm,Closed,Closed,10 am–3 pm,10 am–3 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-09-17T23:28:57.673Z,
