placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info,isBlackOwned
https://www.google.com/maps/place/Dr.+Benjamin+Shepherd/data=!4m7!3m6!1s0x886213308d4ae907:0x3beb926552a4e16d!8m2!3d34.6962559!4d-86.5716114!16s%2Fg%2F11k3_klfwc!19sChIJB-lKjTATYogRbeGkUmWS6zs,Dr. Benjamin Shepherd,4.0,4,Vascular surgeon,"4810 Whitesport Cir SW UNIT 204, Huntsville, AL 35801, United States","MCWH+G9 Huntsville, Alabama, USA",,+1 256-265-7480,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UBGpR48RKSqgIAjBCFHL_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.84244&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:15:34.360Z,,,
"https://www.google.com/maps/place/Huntsville+Cardiovascular+Clinic,+P.C./data=!4m7!3m6!1s0x8862133bcbbf61ad:0x59261efeb07d49b8!8m2!3d34.6971586!4d-86.5675974!16s%2Fg%2F1ts3gbhr!19sChIJrWG_yzsTYogRuEl9sP4eJlk","Huntsville Cardiovascular Clinic, P.C.",3.7,72,Cardiologist,"4601 Whitesburg Dr UNIT 201, Huntsville, AL 35802, United States","MCWJ+VX Huntsville, Alabama, USA",http://www.hsvheartmds.com/,+1 256-880-1050,"Closes soon · 5 pm · Opens 7 am Wed

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjJl11Cy0cI-ijZ7uykABBrDezywgXkJFAW5Z9RhxEjkDVP8Dt-B-08KEwJJm4PBqDExPLnIzTqE-g5iEgvEduNAxtu_KuS5kaqFm3SMuR41fMAKiZ1nNwSuwYrzbTKVE-1pgUCw=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:15:39.569Z,,,
https://www.google.com/maps/place/Huntsville+Hospital+Lab+Patient+Service+Center/data=!4m7!3m6!1s0x88626db74d3ba61d:0x8a38b1efa4c3a4c!8m2!3d34.7215696!4d-86.5916406!16s%2Fg%2F11rr2x4hd4!19sChIJHaY7TbdtYogRTDpM-h6Lowg,Huntsville Hospital Lab Patient Service Center,4.9,53,Laboratory,"1963 Memorial Pkwy SW Suite 5, Huntsville, AL 35801, United States","PCC5+J8 Huntsville, Alabama, USA",https://www.huntsvillehospital.org/patient-service-center-locations,+1 256-265-2522,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G7UafaoQJocZTdzEEcI73A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.12213&pitch=0&thumbfov=100,true,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,7 am–1 pm,Closed,6 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:15:44.452Z,,,
"https://www.google.com/maps/place/Heart+and+Vascular+Clinic:+Anand+Balachandran,+MD/data=!4m7!3m6!1s0x88626cc9e0deccd1:0xd9b0c2b7d9951ce6!8m2!3d34.6920494!4d-86.5711924!16s%2Fg%2F11c74z3w9w!19sChIJ0cze4MlsYogR5hyV2bfCsNk","Heart and Vascular Clinic: Anand Balachandran, MD",4.5,110,Cardiologist,"400 Whitesport Dr SW suite 103, Huntsville, AL 35801, United States","MCRH+RG Huntsville, Alabama, USA",https://www.heartsvascularclinic.com/?utm_source=gmb_auth,+1 256-799-2509,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNe4VFCUVrDi4wTLeT7JXOc0f-VdxPglwCb2vPR=w408-h553-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:30 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:15:49.377Z,,,
"https://www.google.com/maps/place/Dr.+Fred+S.+Stucky+III,+MD/data=!4m7!3m6!1s0x88621356a60cb715:0x96f44eff71dc17ab!8m2!3d34.7196291!4d-86.5818423!16s%2Fg%2F1tgxv8ly!19sChIJFbcMplYTYogRqxfccf9O9JY","Dr. Fred S. Stucky III, MD",4.6,7,Vascular surgeon,"201 Sivley Rd SW #305, Huntsville, AL 35801, United States","PC99+V7 Huntsville, Alabama, USA",,+1 256-265-7480,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zbuD0LrgtAmEGJH7F7GVVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.16824&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:15:52.367Z,,,
https://www.google.com/maps/place/Huntsville+Hospital+Heart+Center/data=!4m7!3m6!1s0x88621354836d54b3:0xc3a7a40a6be15cbb!8m2!3d34.7207705!4d-86.5784764!16s%2Fg%2F1tvm3hcn!19sChIJs1Rtg1QTYogRu1zhawqkp8M,Huntsville Hospital Heart Center,3.9,145,Cardiologist,"930 Franklin St SE, Huntsville, AL 35801, United States","PCCC+8J Huntsville, Alabama, USA",https://www.theheartcenter.md/locations/huntsville,+1 256-533-3388,Closes soon · 5 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipNqul2_nisDkST-Eb_2dsLvzVTeRinyGSHIfaXE=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:15:57.367Z,,,
"https://www.google.com/maps/place/Marco+Cioppi,+M.D./data=!4m7!3m6!1s0x88626cac9e56accb:0x31dcc3a147a2e5e5!8m2!3d34.7205358!4d-86.5820825!16s%2Fg%2F1w0sdln5!19sChIJy6xWnqxsYogR5eWiR6HD3DE","Marco Cioppi, M.D.",3.6,14,Vascular surgeon,"201 Sivley Rd SW #305, Huntsville, AL 35801, United States","PCC9+65 Huntsville, Alabama, USA",,+1 256-265-7480,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qVCLPOVxgPGFxwsdteGA4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.41086&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:16:00.148Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Harvest+Huntsville+AL/@45.3096317,-79.2438555,14z",2025-12-16T22:16:22.558Z,No new results found,,
https://www.google.com/maps/place/Huntsville+Hospital+Urgent+Care+-+Hazel+Green/data=!4m7!3m6!1s0x8862398325cac653:0xaee4797799930bb!8m2!3d34.9404907!4d-86.5722806!16s%2Fg%2F11jz1pg26f!19sChIJU8bKJYM5YogRuzCZeZdH7go,Huntsville Hospital Urgent Care - Hazel Green,4.6,1041,Urgent care center,"14451 US-231 431 N. Suite 100, Hazel Green, AL 35750, United States","WCRH+53 Hazel Green, Alabama, USA",https://www.urgentteam.com/locations/huntsville-hospital-urgent-care-hazel-green-al/,+1 256-829-6025,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOZ49ZxqBsCU2FE8ueLIpQ0Sb1y0QWo5R2Bslg=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–5 pm,1–5 pm,8 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-12-16T22:16:49.358Z,,,
https://www.google.com/maps/place/In+Vein+Studios/data=!4m7!3m6!1s0x88621322ea17af93:0x2559f1a41399a0ec!8m2!3d34.66203!4d-86.5715146!16s%2Fg%2F11gl1xw_9c!19sChIJk68X6iITYogR7KCZE6TxWSU,In Vein Studios,,,Home health care service,"7910 Memorial Pkwy SW B, Huntsville, AL 35802, United States","MC6H+R9 Huntsville, Alabama, USA",,+1 256-515-4777,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZKjldkuy_DZDYEJCr0hru1plKVhHELL0tYA1oYko8wanFYUgxt_wmB2DQKTYqxNEy20Tg10zrB2BABEDZg4Uz_AwG1UTcSnnPTz8rQ5bTOM1PXK221QM-w8Eux8UqcAJz6R8SqQ=w408-h318-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-12-16T22:16:52.452Z,,,
https://www.google.com/maps/place/Vitals+N+Veins+LLC/data=!4m7!3m6!1s0x40a3f3dbc32678cb:0xe979052239242e70!8m2!3d33.41134!4d-85.9786956!16s%2Fg%2F11vx5_d8w4!19sChIJy3gmw9vzo0ARcC4kOSIFeek,Vitals N Veins LLC,5.0,217,Medical laboratory,,,https://vitalsnveins.com/,+1 256-388-1362,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPY3PzyrbmbEOxpSF1NcIjDFy1q-EkKGnV4S7CD=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-12-16T22:16:57.223Z,,Identifies as women-owned,true
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Madison+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:17:12.552Z,No new results found,,
"https://www.google.com/maps/place/Dr.+Mell+B.+Welborn+III,+MD/data=!4m7!3m6!1s0x88626cab5c37fea9:0x49ed5cd77c8c1a8f!8m2!3d34.7207674!4d-86.5815175!16s%2Fg%2F1vhq4fmk!19sChIJqf43XKtsYogRjxqMfNdc7Uk","Dr. Mell B. Welborn III, MD",4.0,8,Vascular surgeon,"201 Sivley Rd SW #530, Huntsville, AL 35802, United States","PCC9+89 Huntsville, Alabama, USA",http://www.valley-vascular.com/?page_id=18,+1 256-265-7480,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hv5Ra4n8DFDnyNM_YhB3uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.68282&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:17:39.691Z,,,
https://www.google.com/maps/place/Vascon+Vascular+Access+Center/data=!4m7!3m6!1s0x88626b5f3a55aa0d:0x5aeab52291301c61!8m2!3d34.7465306!4d-86.6017938!16s%2Fg%2F1tff8bh0!19sChIJDapVOl9rYogRYRwwkSK16lo,Vascon Vascular Access Center,3.5,6,Dialysis center,"1311 Memorial Pkwy NW #300, Huntsville, AL 35801, United States","P9WX+J7 Huntsville, Alabama, USA",,+1 256-535-5008,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkjE3uYb76GID55ROc85gtmompqWkcMD9D2eJMtX6BT35AZhpINqn4gwe0NncauCoqOREaVy-_PibTRx-H9rb_1X_nwMezpIUIryNY0b6Z_NbI4FnRKRt_U0bZIV79wORYYfmaGQ=w493-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:17:42.597Z,,,
https://www.google.com/maps/place/Pearl+Skin+Aesthetics/data=!4m7!3m6!1s0x88626b6af44fe441:0x1d0b3cb88d2bb9ee!8m2!3d34.7345083!4d-86.5921298!16s%2Fg%2F11l39468xc!19sChIJQeRP9GprYogR7rkrjbg8Cx0,Pearl Skin Aesthetics,4.8,118,Medical spa,"415 Church St NW Suite C, Huntsville, AL 35801, United States","PCM5+R4 Huntsville, Alabama, USA",https://psamedspa.com/?y_source=1_MTA0MzU4NzE3Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 256-936-4770,"Open · Closes 7 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipOxYKKFBzG-mZWH4Xx9TRfNX-M563gCgYrWagzW=w408-h612-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,11 am–3 pm,Closed,9 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-12-16T22:17:47.643Z,,LGBTQ+ friendly,
