placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/The+Crafted+Garden/data=!4m7!3m6!1s0x886063f410b6ebdd:0x53e070b4001451c2!8m2!3d35.0746105!4d-85.2276065!16s%2Fg%2F11c54flt_c!19sChIJ3eu2EPRjYIgRwlEUALRw4FM,The Crafted Garden,4.9,25,Landscape architect,,,http://www.thecraftedgarden.net/,+1 423-702-0044,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0SgR5EVt4nvI4N1cqIXe8wWErrqy8n7LmFJRE7MJ7HNvCK-H59ZCQODkc_DlM_afB0QFA1ZHwaM9CwWyskP18NjGVlCFmvKrURVtoyr0zBV7evZ-8DNf0zUQL-QqWPWnwFjqJjtep8-gc=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:50:31.032Z,,,,
https://www.google.com/maps/place/Top+Cut+Landscaping+%26+Lawn+Care+LLC/data=!4m7!3m6!1s0x8d43770fb7fac8b9:0x29626f2f6ff3ab42!8m2!3d35.0452925!4d-85.1603498!16s%2Fg%2F11rqwsds77!19sChIJucj6tw93Q40RQqvzby9vYik,Top Cut Landscaping & Lawn Care LLC,5.0,82,Landscaper,"6925 Shallowford Rd, Chattanooga, TN 37421, United States","2RWQ+4V Chattanooga, Tennessee, USA",http://www.topcutlandscapinglawncare.com/,+1 423-718-4638,"Open · Closes 6 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpzgeXjSVy43RfCVd5iD3CRc5uC1roVNUao-HZulW4t8Y5BaX6FjKOKsyIWCZki-yQGWbJbtSdn69f2tRk3At1Jf4SrYFFH6GG2fRyp6GJFONMARkAbEF3Q80vgRyQsp3WWqNCKUWzp_pe=w408-h571-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:50:35.859Z,,,,
https://www.google.com/maps/place/Southern+Landscape+%26+Design/data=!4m7!3m6!1s0x88605e48330b866d:0x88d58e6b03e5dd4e!8m2!3d35.1127401!4d-85.1283295!16s%2Fg%2F1tvq4vtg!19sChIJbYYLM0heYIgRTt3lA2uO1Yg,Southern Landscape & Design,4.6,41,Landscape designer,,,http://www.landscapeserviceschattanooga.com/,+1 423-364-6866,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiOuDCzuvk9ImXjWRk5Uf-f6sqsOVDYI_Gfm1rN5ihb2ps0ubWfXTx2QMkODUgES5KAs_XIMGc9WDxo6avHen90wEGw954jrBPAIBzL2U2aljL9UK5MfiaFClMQ-FN1B1I6sIy2A=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:50:40.750Z,,,,
https://www.google.com/maps/place/CityGreen+Services/data=!4m7!3m6!1s0x88605fa9f9b8e223:0xe1d475c29afa11ae!8m2!3d35.0986115!4d-85.2597765!16s%2Fg%2F11bychxpw2!19sChIJI-K4-alfYIgRrhH6msJ11OE,CityGreen Services,4.5,74,Landscaper,,,https://www.citygreenservices.com/,+1 423-648-5263,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHCn39uwREoLzb63JrfgIiM_XmIkbQUwmWEtPDRTx2-G8x3z886ljcQJAtsG7okf5imbAB7ZF4fK5JiMazyVK-1vxgkUFq38Dy9ZGgQEpTr8nozdMwklSb1kiGPWtfZlNABho=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:50:45.491Z,,,,
https://www.google.com/maps/place/Groundscape+Concepts/data=!4m7!3m6!1s0x8860608b5920619b:0x6beed9c924444199!8m2!3d35.0754334!4d-85.2616157!16s%2Fg%2F11gd107dqf!19sChIJm2EgWYtgYIgRmUFEJMnZ7ms,Groundscape Concepts,4.3,24,Landscaping supply store,"1332 Stuart St, Chattanooga, TN 37406, United States","3PGQ+59 Chattanooga, Tennessee, USA",https://www.groundscapeconcepts.com/,+1 423-622-4297,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTUiR_5l7Jee_rccAeo9_3BFG9u2Lljv2Uchdcvav4QaWvX1ayNIO4LlK8hYx8VAyBmkG1PToykAZTTc2hN8tSbReS795_CxJ5DhsQ4uLM2DDOfRGhNH8i7_MW-xMW_srAR2Ds=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:50:50.415Z,· In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Grass+Monkeys/data=!4m7!3m6!1s0x885e2bc2b62a69c9:0x13128004fa2048f8!8m2!3d35.0656012!4d-85.1964458!16s%2Fg%2F11c50gskmm!19sChIJyWkqtsIrXogR-Egg-gSAEhM,Grass Monkeys,4.5,43,Lawn care service,"4295 Cromwell Rd Ste. 528, Chattanooga, TN 37421, United States","3R83+6C Chattanooga, Tennessee, USA",https://www.grassmonkeystn.com/,+1 423-716-3300,"Open · Closes 5 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9HKozGFE99rlfKwfq1W7GaAuZsbWNL4eua-4zk9vG3bnZw5lndNwEHvBGCLfKlE6GyrdGRzMdaVqIzA3I3VIW4b0rrdlHfYTTsgH6-krwt4nuR7BAb4RvRnSuEee3pdRqBwljaYYrZrI=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:50:55.501Z,,,,
https://www.google.com/maps/place/Gartman+Earthworx+LLC/data=!4m7!3m6!1s0x8860f5940fb384a1:0x502fb795b1535d37!8m2!3d35.1374448!4d-85.2789868!16s%2Fg%2F11sdyfy450!19sChIJoYSzD5T1YIgRN11TsZW3L1A,Gartman Earthworx LLC,5.0,204,Excavating contractor,"4804 Dayton Blvd, Chattanooga, TN 37415, United States","4PPC+XC Chattanooga, Tennessee, USA",https://www.facebook.com/GartmanEarthworxLLC,+1 423-718-0080,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFV0-4_c70zusJKtoCeVkgaisVZMiQZ-49ylyTMk6e0p-W9_Cxw5maUlmeiV_lHrKIAQdqGtEAtVOM_9Y-a8FTYRflYXt_GOR0UYiYs-s-D44qyx3QmpHygTVRpaX0i-GOcFYYGtDOfp618=w408-h313-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:00.326Z,,,,
"https://www.google.com/maps/place/Fischer+Landscaping+Company,Inc./data=!4m7!3m6!1s0x8860608619553acb:0xa89fd507ee8ff021!8m2!3d35.0739104!4d-85.2624296!16s%2Fg%2F1tdpbbfx!19sChIJyzpVGYZgYIgRIfCP7gfVn6g","Fischer Landscaping Company,Inc.",3.7,3,Landscaper,"2821 Benton Ave, Chattanooga, TN 37406, United States","3PFQ+H2 Chattanooga, Tennessee, USA",http://fischerlandscapeco.com/,+1 423-622-0611,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEB2yuBWVA9m64Dh1Ve6Ay_hsTIxx9JzK_xUGkOYr5j5Gl5SHwBN1GZa3vrhxAKPabYRsC6tE09DJuVESjp4IcIvrppL8C2lJyFgKuFrYIppnAlMShKRuXVF_gXDU_SZg-CQpL1aA=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:02.988Z,,,,
https://www.google.com/maps/place/Dreamscapes+LLC/data=!4m7!3m6!1s0x886064594a99ea2d:0x535a9ada3580b032!8m2!3d35.002723!4d-85.1518501!16s%2Fg%2F11c45tvwjp!19sChIJLeqZSllkYIgRMrCANdqaWlM,Dreamscapes LLC,4.9,81,Landscape designer,"1039 N Julian Rd, Chattanooga, TN 37421, United States","2R3X+37 Chattanooga, Tennessee, USA",http://www.dreamscapespro.com/,+1 423-886-6565,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPOBIH7OdKWiQgRolqVAWGVco9zjATQ1Lem6qFzU8TFxaiVsJKSAP5juAyaahAlggCWp5b1QvX6JhRNUNuYuQyc0GeRVnDnCA691kywjxaLkDLzxm-EUo3To6KT5iSeF_dc_p6dw=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:07.790Z,,,,
https://www.google.com/maps/place/Outdoor+Lighting+Perspectives+of+Chattanooga/data=!4m7!3m6!1s0x88605f762d741455:0x1f436fc4acbaca8d!8m2!3d35.0678873!4d-85.1974782!16s%2Fg%2F1tfv5vwl!19sChIJVRR0LXZfYIgRjcq6rMRvQx8,Outdoor Lighting Perspectives of Chattanooga,4.9,99,Landscape lighting designer,"614 Pryor Dr, Chattanooga, TN 37421, United States","3R93+52 Chattanooga, Tennessee, USA",https://www.outdoorlights.com/chattanooga,+1 423-445-0426,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDrTnqVhutBnGQww5Ru9KmxY2uDpxpS_IeRaIgu9zEau7Yav53zJJ55d94ABWakTzcQ-wyZfvGIeTPfr9UfI7wxeIKcHv9vcXZNXKdjFwBLNt3_U_TS-UwE5ruazP5MCWVXGr_EtzrLd2l=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:12.575Z,Designer offering a wide array of handcrafted outdoor lighting fixtures made of copper or brass.,,,
https://www.google.com/maps/place/Forest+Landscaping+services+LLC/data=!4m7!3m6!1s0x886061b6d1eeb051:0x2ad2a68e6fcf576e!8m2!3d35.0402015!4d-85.2418572!16s%2Fg%2F11y_d0jq1g!19sChIJUbDu0bZhYIgRblfPb46m0io,Forest Landscaping services LLC,5.0,6,Landscape designer,"603 Over St, Chattanooga, TN 37411, United States","2QR5+37 Chattanooga, Tennessee, USA",https://www.forestlandscaping.net/,+1 423-326-7093,"Open · Closes 6 pm

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHx1tCeTyIJSVOTvBp1SlWOiXkML9HGFrPfa1AT7WqriZHp535uVUS_V1PY-evcwQ6l78UtASObgaOU8D1sMFbdxwuC_p97VglcDehKtpu6YUHZwKffL7yQjQA0EMUIofuoaEDrZJ4RHPw=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 pm–12 am,12 am–3 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:17.534Z,,,,
https://www.google.com/maps/place/Justin%27s+Lawn+and+Landscape/data=!4m7!3m6!1s0x88fbb14375a2dd91:0x905f89b7b959b2d!8m2!3d35.6854926!4d-86.1274654!16s%2Fg%2F11dfr1dz5g!19sChIJkd2idUOx-4gRLZuVe5v4BQk,Justin's Lawn and Landscape,4.8,51,Lawn care service,,,http://justinslawnandlandscape.com/,+1 615-410-8025,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHh7C53blNChgsAS0lWNXp0Y5TtatYLJr_WaX9sQRhemzXxy9Wphw9q8OulvMNGHZ5y5ha1eoixjIm_U0RL5aHQQxeOtJUk2LsxQpBb-BYybsNqQw6S16vJHiv67gWoYuH3ruFP=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:22.281Z,,,,
"https://www.google.com/maps/place/Water+Color+Irrigation,+Inc./data=!4m7!3m6!1s0x1b2b9de7714d26b:0xbf6fd5e12f28608!8m2!3d35.0661391!4d-85.196539!16s%2Fg%2F11tf_bz0yj!19sChIJa9IUd965sgERCIbyEl799gs","Water Color Irrigation, Inc.",4.8,19,Lawn sprinkler system contractor,"4295 Cromwell Rd Suite 519, Chattanooga, TN 37421, United States","3R83+F9 Chattanooga, Tennessee, USA",http://www.wcirrigation.com/,+1 423-681-3991,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfpnGHxutkW-xz1BiG0nIjD8ocLNLZvY7pH927Vg7nVroRGlB5xWH8L6kLTjUh1oSjQJV1g5kfJnxbP3nl5YumvscStWw77fqCOOay50QULkTPn4SXArEEivwsSgwiQwZr_Ape2CQdb0D9=w408-h291-k-no,true,7 am–5 pm,7 am–5 pm,7 am–2 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:27.108Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/W+D+Scott+Co+Inc/data=!4m7!3m6!1s0x8860605e7cb9d0e1:0x56861aa72278430e!8m2!3d35.0830638!4d-85.2490567!16s%2Fg%2F1wrtdl66!19sChIJ4dC5fF5gYIgRDkN4IqcahlY,W D Scott Co Inc,4.1,7,Landscaper,"3713 N Hawthorne St, Chattanooga, TN 37406, United States","3QM2+69 Chattanooga, Tennessee, USA",,+1 423-622-0320,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U-mQ4qW88zkNRwXlsDHXpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.69697&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:51:29.725Z,,,,
