placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Orion%27s+Odd+Jobs/data=!4m7!3m6!1s0x688144ffd0496897:0x94f3695816d1e034!8m2!3d41.9642025!4d-91.7095972!16s%2Fg%2F11smg19f6d!19sChIJl2hJ0P9EgWgRNODRFlhp85Q,Orion's Odd Jobs,4.8,69,Handyman/Handywoman/Handyperson,"2850 16th Ave SW, Cedar Rapids, IA 52404, United States","X77R+M5 Cedar Rapids, Iowa, USA",http://orionsoddjobs.com/,+1 319-440-6953,Closes soon ⋅ 5 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOoIqEHxVLc23qnNFNmXJjFLfbA9HKPCLb6L6g=w573-h240-k-no,true,9 am–5 pm,9 am–4 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Marion+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:45:44.651Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Sunrise+Builders/data=!4m7!3m6!1s0x87e4f7de440ca1f5:0xb6660f2dd0d3b773!8m2!3d41.9715312!4d-91.6571354!16s%2Fg%2F11p3hl_2mv!19sChIJ9aEMRN735IcRc7fT0C0PZrY,Sunrise Builders,5.0,7,Roofing contractor,"1120 Depot Ln SE #100, Cedar Rapids, IA 52401, United States","X8CV+J4 Cedar Rapids, Iowa, USA",http://www.sunrisebuildersia.com/,+1 319-521-8904,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuzJ5W1oGxN87Ta6ASVoAPIFPFO1trbyxWMrYo6MwsI50uDr8yp-kBB07EG7dn47-7SbwVDEtXSdcLZszV--X3qxk87FixjmaAxOnoR1UyU-P_jOFAfgTCRzFnRAZhMk4fsLC7uA=w408-h544-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Marion+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:45:49.189Z,,,
"https://www.google.com/maps/place/Feldco+Windows,+Siding,+Doors+%26+Roofing+of+Cedar+Rapids/data=!4m7!3m6!1s0x87e4fa8133400001:0xb2bea35d78a72f1b!8m2!3d42.0296622!4d-91.6808602!16s%2Fg%2F11f57gjv10!19sChIJAQBAM4H65IcRGy-neF2jvrI","Feldco Windows, Siding, Doors & Roofing of Cedar Rapids",4.4,143,Window installation service,"4920 Blairs Forest Ct NE, Cedar Rapids, IA 52402, United States","28H9+VM Cedar Rapids, Iowa, USA",https://www.4feldco.com/locations/cedar-rapids?utm_source=GBP&utm_medium=organic&utm_campaign=cedar-rapids,+1 866-433-5326,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNpwpPCwIXc7LTs7C0wWpLwKox8KSX49WwBMn0X=w408-h305-k-no,true,7 am–7 pm,8 am–5 pm,9 am–3:30 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Marion+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:45:53.601Z,,,
https://www.google.com/maps/place/Ace+Handyman+Services+Cedar+Rapids+and+Iowa+City/data=!4m7!3m6!1s0x87e4f1fa463a4765:0xbf6bc82ed32945b2!8m2!3d42.0329425!4d-91.6079497!16s%2Fg%2F11v3vzg8ph!19sChIJZUc6Rvrx5IcRskUp0y7Ia78,Ace Handyman Services Cedar Rapids and Iowa City,4.9,361,Handyman/Handywoman/Handyperson,"285 7th Ave, Marion, IA 52302, United States","29MR+5R Marion, Iowa, USA",https://www.acehandymanservices.com/offices/cedar-rapids-and-iowa-city?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_id=2060digital,+1 319-486-4717,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP0P47XKbfd6tmmSvXaFSj3-YXu0pbSrGJQvmtV=w489-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Marion+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:45:58.134Z,,,
https://www.google.com/maps/place/Cedar+Rapids+Construction+%26+Remodeling/data=!4m7!3m6!1s0x87e4f9adcc91fc49:0xcb111ce91ae05786!8m2!3d41.9994565!4d-91.6660007!16s%2Fg%2F11k4bcl27h!19sChIJSfyRzK355IcRhlfgGukcEcs,Cedar Rapids Construction & Remodeling,5.0,74,Construction company,"1101 J Ave NE, Cedar Rapids, IA 52402, United States","X8XM+QH Cedar Rapids, Iowa, USA",https://www.cedarrapidsconstruction.com/,+1 319-246-3009,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNWpzgIUtTWyf8bLaHBNLM4U56Fi10xaBY012ZU=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Marion+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:46:02.458Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/WD+Door/data=!4m7!3m6!1s0x87e4f00b2f303935:0x7314517980745f3f!8m2!3d41.884073!4d-91.678094!16s%2Fg%2F11cs3b9mp0!19sChIJNTkwLwvw5IcRP190gHlRFHM,WD Door,4.9,127,Garage door supplier,"9915 Atlantic Dr SW #100, Cedar Rapids, IA 52404, United States","V8MC+JQ Cedar Rapids, Iowa, USA",https://www.wd-door.com/easterniowa,+1 319-377-6756,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPYC5vNiHN30Cj8rC7qsXnxTJJC217-ci1ZvR6y=w426-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Marion+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:46:06.882Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Mount+Vernon+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:46:14.943Z,,No new results found,
https://www.google.com/maps/place/WD+Door/data=!4m7!3m6!1s0x87e4f14167f7ae7d:0xc7568e0234579650!8m2!3d42.0468186!4d-91.673371!16s%2Fg%2F11vsnvnp29!19sChIJfa73Z0Hx5IcRUJZXNAKOVsc,WD Door,,,Garage door supplier,"910 Robins Rd, Hiawatha, IA 52233, United States","28WG+PM Hiawatha, Iowa, USA",https://wd-door.com/easterniowa,+1 319-377-6756,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNbGx7l9NXVSX4iBp2f0Jd30EGZ7TgUA-lwwTVg=w408-h243-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Hiawatha+Cedar+Rapids+IA/@42.0275572,-91.6446637,14z",2025-11-07T22:46:26.687Z,,,
https://www.google.com/maps/place/Pro+Exterior+Construction+Services/data=!4m7!3m6!1s0x87e4fb3420b599ff:0x79528bc632cb4756!8m2!3d42.0095052!4d-91.6336228!16s%2Fg%2F11j7f93y0n!19sChIJ_5m1IDT75IcRVkfLMsaLUnk,Pro Exterior Construction Services,4.5,38,Siding contractor,"123 32nd St Dr SE, Cedar Rapids, IA 52403, United States","2958+RH Cedar Rapids, Iowa, USA",http://www.proexteriorconst.com/,+1 319-360-8115,Closes soon ⋅ 5 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipNe7wUdf338gbfFPgjGihRpB7jf4HK4Fh9o8L6v=w408-h306-k-no,true,8 am–5 pm,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Hiawatha+Cedar+Rapids+IA/@42.0275572,-91.6446637,14z",2025-11-07T22:46:31.061Z,,,
https://www.google.com/maps/place/A.S.K.+Construction+LLC/data=!4m7!3m6!1s0x618d76ebc5c86a23:0xe80df035a26483ab!8m2!3d41.9691256!4d-91.663896!16s%2Fg%2F11t6lkxrlf!19sChIJI2rIxet2jWERq4NkojXwDeg,A.S.K. Construction LLC,5.0,32,Contractor,,,https://asktobegin.com/,+1 319-651-1885,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0nSoOWa3p5U_Cb3dmrNDYGBuDlKSfovGBX_En_Ue6s4xOUxY36MdIIK5xytl4dWSXrki-29_HSG7wdCU5mgAJC1znpOFVoEVhL_y3pi4KlnX-XLsM7b0TE_RbvE7VGP1QlJzz=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Swisher+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:46:43.177Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Solon+Cedar+Rapids+IA/@41.9778795,-91.6656232,14z",2025-11-07T22:46:50.980Z,,No new results found,
https://www.google.com/maps/place/Firstcall+Restoration+-+Cedar+Rapids/data=!4m7!3m6!1s0x87e457858bdec46b:0xf01423dfef3df117!8m2!3d41.8882156!4d-91.6853941!16s%2Fg%2F11q9tyb6t0!19sChIJa8Tei4VX5IcRF_E9798jFPA,Firstcall Restoration - Cedar Rapids,5.0,83,Building restoration service,"1220 Capital Dr SW Bldg. 4 Ste. B, Cedar Rapids, IA 52404, United States","V8Q7+7R Cedar Rapids, Iowa, USA",http://www.firstcalliowa.com/,+1 319-249-0101,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOLHgMAsPvnJ7XSEDik37pQ3wpd8zKwBgK4D4Ms=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:05.646Z,,,
https://www.google.com/maps/place/Dan%27s+Overhead+Doors+%26+More/data=!4m7!3m6!1s0x87e45a4f91a2fc5d:0xdde4493727cb212c!8m2!3d41.8042793!4d-91.6485671!16s%2Fg%2F1tvgvx4n!19sChIJXfyikU9a5IcRLCHLJzdJ5N0,Dan's Overhead Doors & More,3.8,81,Door supplier,"1810 Dan's Dr NW #9598, North Liberty, IA 52317, United States","R932+PH North Liberty, Iowa, USA",http://www.dansdoors.com/,+1 800-373-3667,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyf0mMb1KAYT4dbsldUVkyenwW-FNg10HdxcDKs4bjYDuGNtyreWq_-f8WzGeLKUQP7G-nMldUDMblrYWn92hOyXwoEmBDyFD5Ea-D8mzdsO7PoE9CEfcpvrb4QmKH5MSQUItEL=w408-h306-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:10.227Z,,,
https://www.google.com/maps/place/Mad+City+Windows+%26+Baths+of+Cedar+Rapids/data=!4m7!3m6!1s0x87e4f7377eae256d:0xc400c181d007c877!8m2!3d41.913804!4d-91.673492!16s%2Fg%2F11p10ssm2h!19sChIJbSWufjf35IcRd8gH0IHBAMQ,Mad City Windows & Baths of Cedar Rapids,4.8,1215,Window installation service,"6805 4th St SW, Cedar Rapids, IA 52404, United States","W87G+GJ Cedar Rapids, Iowa, USA",https://madcitywindows.com/cedar-rapids/?utm_source=gmb&utm_medium=Yext&y_source=1_NjY1MDE5MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 319-774-0143,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPzafrCL7e5yv36q2po4tKBXHDWIsxhaChtkMBu=w427-h240-k-no,true,8 am–9 pm,8 am–9 pm,10 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:14.664Z,,,
https://www.google.com/maps/place/Titan+Garage+Doors+IA/data=!4m7!3m6!1s0x6ee6f2a2760d84ab:0x60195ca703dd075f!8m2!3d41.7175986!4d-91.263718!16s%2Fg%2F11q2y21v96!19sChIJq4QNdqLy5m4RXwfdA6dcGWA,Titan Garage Doors IA,4.8,26,Garage door supplier,,,https://titangaragedoorsia.com/,+1 319-984-7447,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPS4giiP5AOH0eOf7Ldi7pwnaZ-ldqlTyeNioxU=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:18.912Z,,,
https://www.google.com/maps/place/Cedar+Valley+Garage+Doors/data=!4m7!3m6!1s0x87e553edbe08de1f:0xaca0e20023debe36!8m2!3d42.4978996!4d-92.3638159!16s%2Fg%2F11cn5n5ws2!19sChIJH94Ivu1T5YcRNr7eIwDioKw,Cedar Valley Garage Doors,4.9,49,Garage door supplier,"1417 Falls Ave, Waterloo, IA 50701, United States","FJXP+5F Waterloo, Iowa, USA",https://www.cvgaragedoors.com/,+1 319-269-5033,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNbmlckN2ZxThjGmS6xBDnZNSHGe349j-YJ1r3o=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:23.436Z,,,
https://www.google.com/maps/place/Shuey%27s/data=!4m7!3m6!1s0x87e4599286927c07:0xd77098b654accb4b!8m2!3d41.850818!4d-91.6457439!16s%2Fg%2F11ksbbr0rx!19sChIJB3yShpJZ5IcRS8usVLaYcNc,Shuey's,4.2,167,Restaurant,"1158 Club Rd NE, Cedar Rapids, IA 52404, United States","V923+8P Cedar Rapids, Iowa, USA",http://shueysbar.com/,+1 319-848-2220,Open ⋅ Closes 1 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZ701y46rUc-nd2NmP99L5gCsMBntf_fp6EwXzGQOqcPag5FkY3Cw2KnqzBZBd8I_IlIal704ovdeevY_WnXUV0A2JgfxdwkyPJvSrkBzEr6HqvC6bwBmIC3rlO18uYubiCgTQ=w426-h240-k-no,true,11 am–1 am,9 am–1 am,9 am–10 pm,11 am–10 pm,11 am–10 pm,11 am–10 pm,11 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:28.076Z,,,· Dine-in · Takeaway · Delivery
"https://www.google.com/maps/place/Liberty+Doors,+Inc./data=!4m7!3m6!1s0x87e45b15fd45740f:0x18617969c79a7a62!8m2!3d41.7530536!4d-91.6105989!16s%2Fg%2F11hzqhdjdv!19sChIJD3RF_RVb5IcRYnqax2l5YRg","Liberty Doors, Inc.",4.3,3,Door supplier,"900 W Penn St, North Liberty, IA 52317, United States","Q93Q+6Q North Liberty, Iowa, USA",https://libertydoors.com/,+1 319-626-6100,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMMTx8CvVsJ-os_k_AxH97y4fMo9pVzSgwS5LP9=w408-h544-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:32.631Z,,,
https://www.google.com/maps/place/Christie+Door+Company/data=!4m7!3m6!1s0x87e5554bef6c43af:0x1340379fe894a302!8m2!3d42.5206581!4d-92.4450301!16s%2Fg%2F1tfwqj62!19sChIJr0Ns70tV5YcRAqOU6J83QBM,Christie Door Company,4.7,58,Garage door supplier,"1905 State St, Cedar Falls, IA 50613, United States","GHC3+7X Cedar Falls, Iowa, USA",https://www.christiedoorcompany.com/,+1 319-266-1627,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipOocgrilRLoGCetYhpyZi1w3UmBxct7fxC_e-F7=w408-h270-k-no,true,7 am–4 pm,8 am–12 pm,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:37.175Z,,,
https://www.google.com/maps/place/Hawkeye+Windows/data=!4m7!3m6!1s0x87e4f9a799900001:0x7e5a3dc378a05994!8m2!3d41.958465!4d-91.7140081!16s%2Fg%2F11rf72_sp1!19sChIJAQCQmaf55IcRlFmgeMM9Wn4,Hawkeye Windows,5.0,2,Window installation service,"3315 Williams Blvd SW, Cedar Rapids, IA 52404, United States","X75P+99 Cedar Rapids, Iowa, USA",https://www.hawkeyewindows.com/contact-us/,+1 319-232-3220,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BRxlbxVPTDW1phuVvt-I7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.14467&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Shueyville+Cedar+Rapids+IA/@41.8476768,-91.6461094,14z",2025-11-07T22:47:41.946Z,,,
