placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/AuraMed+Spa+and+Wellness/data=!4m7!3m6!1s0x87c0950b828cfc5f:0x4ba38b00c2db04ae!8m2!3d38.9708634!4d-94.6965767!16s%2Fg%2F11w7d0fdv2!19sChIJX_yMgguVwIcRrgTbwgCLo0s,AuraMed Spa and Wellness,4.8,39,Medical spa,"9561 W 87th St, Overland Park, KS 66212, United States","X8C3+89 Overland Park, Kansas, USA",https://auramedspaandwellness.com/,+1 816-705-6199,Open · Closes 6 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNWlZ1sewKG-ab1lr4GczlI4miDH1qhroT7FGnC=w599-h240-k-no,true,10:30 am–6 pm,Closed,10:30 am–6 pm,11 am–4 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:49:55.365Z,,,
https://www.google.com/maps/place/Physician+Aesthetic+Specialists/data=!4m7!3m6!1s0x87c0953e95ebc18d:0x9240e26a1572c784!8m2!3d38.9707036!4d-94.724159!16s%2Fg%2F11ryf3rgp8!19sChIJjcHrlT6VwIcRhMdyFWriQJI,Physician Aesthetic Specialists,4.9,257,Medical spa,"11901 W 87th St Pkwy, Lenexa, KS 66215, United States","X7CG+78 Lenexa, Kansas, USA",https://physicianaestheticspecialists.com/,+1 913-706-0088,"Closes soon · 5 pm · Opens 9 am Wed

Updated by this business 12 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNxszs83AwchVykEedpeJaGqQaCBT3EOyHoR52W=w408-h247-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,9 am–1 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:00.347Z,,,
https://www.google.com/maps/place/Reverse+Medical+Spa/data=!4m7!3m6!1s0x87c092d357923c1d:0x63753142225a691b!8m2!3d38.9275958!4d-94.7698778!16s%2Fg%2F1tdqh_cb!19sChIJHTySV9OSwIcRG2laIkIxdWM,Reverse Medical Spa,4.9,46,Skin care clinic,"15900 College Blvd Suite 100, Lenexa, KS 66219, United States","W6HJ+22 Lenexa, Kansas, USA",http://www.reversemedicalspa.com/,+1 913-268-0400,Closes soon · 5 pm · Opens 8:30 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNB20Pyp0b87350n1JXSu6vgqkZuru7dg6wMY1y=w408-h269-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–6 pm,8:30 am–4 pm,9 am–12 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:05.140Z,,,
https://www.google.com/maps/place/MISH+Hospital+and+Clinics/data=!4m7!3m6!1s0x87c0950781d4e283:0xab5c99b11eebc727!8m2!3d38.9293997!4d-94.7686025!16s%2Fg%2F11clycjghj!19sChIJg-LUgQeVwIcRJ8frHrGZXKs,MISH Hospital and Clinics,4.1,124,General hospital,"10951 Lakeview Ave, Lenexa, KS 66219, United States","W6HJ+QH Lenexa, Kansas, USA",http://www.mishhospital.com/,+1 913-322-7408,Closes soon · 5 pm · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipP6NY36uGn8lv7Qf4INEmTOGLUn2xHH1n9i-QoU=w408-h436-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:09.921Z,,,
https://www.google.com/maps/place/Elevate+Aesthetics/data=!4m7!3m6!1s0x87c09581ff5028e1:0x5fbd26f1637f3404!8m2!3d38.9703823!4d-94.7323417!16s%2Fg%2F11wc3tcy4q!19sChIJ4ShQ_4GVwIcRBDR_Y_EmvV8,Elevate Aesthetics,5.0,16,Medical spa,"8725 Rosehill Rd #300, Lenexa, KS 66215, United States","X7C9+53 Lenexa, Kansas, USA",https://www.elevateaestheticsks.com/,+1 913-210-1992,"Closes soon · 5 pm · Opens 9 am Wed

Confirmed by this business 11 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO2hFmFZOUNh_uuqj5CLsBok6B51i6h0GgRVwzr=w408-h612-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:15.003Z,,,
https://www.google.com/maps/place/Encompass+Medical+Group+Lenexa+Office/data=!4m7!3m6!1s0x87c0eb5781f33eb3:0x30ddac10f2cb8c6f!8m2!3d38.9734437!4d-94.718065!16s%2Fg%2F1thl5z13!19sChIJsz7zgVfrwIcRb4zL8hCs3TA,Encompass Medical Group Lenexa Office,4.6,544,Medical group,"8550 Marshall Dr, Lenexa, KS 66214, United States","X7FJ+9Q Lenexa, Kansas, USA",https://encompassmed.com/locations/lenexa-clinic/,+1 913-495-2000,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7Ae9P3i4H0v31Yg67GyYe86jNiHZJjKOTojGjGrS1x7mG5bls59iqgoRzom3w7Fjm4iXq45dDr3e36qmOmxnrGMpDeJh0sVpORFuhaczft8SIie64WX-4_6WZU6zWrHHFdnM3hw=w572-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:20.052Z,,,
https://www.google.com/maps/place/Kansas+City+Vascular+Institute/data=!4m7!3m6!1s0x87c0ebe18a3be741:0x227db2b4a8843b85!8m2!3d38.9285584!4d-94.6466897!16s%2Fg%2F11v13wg953!19sChIJQec7iuHrwIcRhTuEqLSyfSI,Kansas City Vascular Institute,4.9,143,Vascular surgeon,"5320 College Blvd, Leawood, KS 66211, United States","W9H3+C8 Leawood, Kansas, USA",https://www.kcvi.com/,+1 913-529-8600,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPLt4MjFZT9ABIEK9CD_jvlqOor4pk3RePAP5oZ=w426-h240-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:24.897Z,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Kansas+City/data=!4m7!3m6!1s0x87c05831a1eddb1b:0xaa5d0fc13c6cad6a!8m2!3d39.2661918!4d-94.5751303!16s%2Fg%2F1vhq46rc!19sChIJG9vtoTFYwIcRaq1sPMEPXao,USA Vein Clinics - Kansas City,4.3,146,Medical clinic,"9501 N Oak Trafficway # 201, Kansas City, MO 64155, United States","7C8F+FW Kansas City, Missouri, USA",https://www.usaveinclinics.com/company/locations/missouri/office/kansas-city/,+1 816-237-5936,,,https://lh3.googleusercontent.com/p/AF1QipMtOHeZCWs--M1THunF-ADRV-uszvACWdW3vaVw=w408-h264-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:29.940Z,,,
"https://www.google.com/maps/place/Retina+Associates,+LLC/data=!4m7!3m6!1s0x87c0ec8c66699fa5:0x6d3ae374b5f28a7a!8m2!3d38.9726361!4d-94.7249388!16s%2Fg%2F1tg5cmmy!19sChIJpZ9pZozswIcReorytXTjOm0","Retina Associates, LLC",4.8,530,Ophthalmology clinic,"8600 Quivira Rd Ste 100, Lenexa, KS 66215, United States","X7FG+32 Lenexa, Kansas, USA",https://www.kcretina.com/retina-specialists-lenexa-ks,+1 913-831-7400,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPuZ7JX3hQrVNYSaAedb6Aae7gYW515HlbSpSd9=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:34.988Z,,,
https://www.google.com/maps/place/Saint+Luke%E2%80%99s+Hospital+Vascular+%26+Vein+Center/data=!4m7!3m6!1s0x87c0ef974099dafd:0xfbb6d7a8c00f8236!8m2!3d39.0485117!4d-94.5905158!16s%2Fg%2F11jl14l3qp!19sChIJ_dqZQJfvwIcRNoIPwKjXtvs,Saint Luke’s Hospital Vascular & Vein Center,4.3,3,Specialized clinic,"4320 Wornall Rd Ste 620, Kansas City, MO 64111, United States","2CX5+CQ Kansas City, Missouri, USA",http://www.www.saintlukeskc.org/vascular-center?utm_source=yext&utm_medium=local_listing&utm_campaign=yext_listing,+1 816-932-2585,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNafT_U9Ph8gAygkOFAfGdGn6ATFmFL-ZFY6Q0Y=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:40.054Z,,,
https://www.google.com/maps/place/Quivira+Internal+Medicine/data=!4m7!3m6!1s0x87c0eb29869b0bb1:0xef9e246458d935b7!8m2!3d38.9362875!4d-94.7220806!16s%2Fg%2F1tgw5k3c!19sChIJsQubhinrwIcRtzXZWGQknu8,Quivira Internal Medicine,4.8,938,Internist,"10601 Quivira Rd Ste 200, Overland Park, KS 66215, United States","W7PH+G5 Overland Park, Kansas, USA",https://mymidwestphysician.com/locations/quivira-internal-medicine/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 913-541-3340,"Closes soon · 5 pm · Opens 8 am Wed

Updated by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipM60KfKAjSXr3kC5KUuD22BkQ1pnji6xIgXfZex=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:45.089Z,,,
https://www.google.com/maps/place/Oral+%26+Facial+Surgery+Associates+-+Lenexa/data=!4m7!3m6!1s0x87c094ab4cd77c19:0x882d4534898944cd!8m2!3d38.9714398!4d-94.7279052!16s%2Fg%2F1tfk0ccd!19sChIJGXzXTKuUwIcRzUSJiTRFLYg,Oral & Facial Surgery Associates - Lenexa,4.9,915,Oral surgeon,"12208 W 87th St Pkwy #150, Lenexa, KS 66215, United States","X7CC+HR Lenexa, Kansas, USA",https://ofsa-ks.com/,+1 913-541-1888,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=egQAImc3DymXWUlrsd-yng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.78925&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,7:30 am–2:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:49.831Z,,,
https://www.google.com/maps/place/Kansas+Pain+Management+-+Kansas+City/data=!4m7!3m6!1s0x87c0ead123590e6d:0xb69e4e538794a79f!8m2!3d38.9305584!4d-94.7228845!16s%2Fg%2F11bw7cw_rc!19sChIJbQ5ZI9HqwIcRn6eUh1NOnrY,Kansas Pain Management - Kansas City,4.2,250,Pain management physician,"10995 Quivira Rd, Overland Park, KS 66214, United States","W7JG+6R Overland Park, Kansas, USA",http://kansaspainmanagement.com/,+1 913-339-9437,Closes soon · 5 pm · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMEGHUy9x3uvobzarkdPCrLKaKmbOar8YSdU6pu=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:54.911Z,,,
"https://www.google.com/maps/place/Graceful+Wellness+and+Med+Spa,+LLC/data=!4m7!3m6!1s0x87c095c1ca169435:0xc68116abe003c245!8m2!3d38.9294491!4d-94.7300584!16s%2Fg%2F11srz0y__9!19sChIJNZQWysGVwIcRRcID4KsWgcY","Graceful Wellness and Med Spa, LLC",4.9,63,Medical spa,"11030 Oakmont St Suite 100, Overland Park, KS 66210, United States","W7H9+QX Overland Park, Kansas, USA",https://gracefulwellnessandmedspa.com/,+1 913-608-9450,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP2RQV-BDDJ4UEpQalZ_dVSLH0_mICDYZqv_okn=w408-h544-k-no,true,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,10 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:50:59.969Z,,,
https://www.google.com/maps/place/The+University+of+Kansas+Health+System+Vascular+Surgery/data=!4m7!3m6!1s0x87c0ec95af87afa5:0xee6179352dbced94!8m2!3d38.9937111!4d-94.7054632!16s%2Fg%2F1261z4n6m!19sChIJpa-Hr5XswIcRlO28LTV5Ye4,The University of Kansas Health System Vascular Surgery,3.0,8,Specialized clinic,"7420 Switzer Rd, Shawnee, KS 66203, United States","X7VV+FR Shawnee, Kansas, USA",https://www.kansashealthsystem.com/locations/vascular-surgery,+1 913-588-1227,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4hTaCxy4uAAAcwLGz12j-JRt7c6pNg5UP1xlYTYLYY06LTzREQMDdfxRsDG-8eaW8eHx8kvBcyLIjmhkwCqIa0wIjt7TUduMh-38wYVPyKlIfyAFhlqOlU9yPRYdAo67BeeGZkgS0jOQ=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:51:05.015Z,,,
https://www.google.com/maps/place/Smalling+Vascular+Institute/data=!4m7!3m6!1s0x87c0ea49a4d6bf7b:0x6541c062637155f5!8m2!3d38.9285251!4d-94.6665376!16s%2Fg%2F11cnblh2yz!19sChIJe7_WpEnqwIcR9VVxY2LAQWU,Smalling Vascular Institute,3.8,24,Medical clinic,"11025 Metcalf Ave, Overland Park, KS 66210, United States","W8HM+C9 Overland Park, Kansas, USA",https://mvascular.com/,+1 913-912-3624,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipN1gkQ3irwcRn-A1pnzHissWMAd3d3eMG4Kwkr3=w408-h314-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:51:10.227Z,,,
https://www.google.com/maps/place/Belle+Vie+Beauty+%2B+Wellness/data=!4m7!3m6!1s0x87c09577f33e06f1:0x97380871185a722c!8m2!3d38.9532365!4d-94.7291177!16s%2Fg%2F11m5sknn1l!19sChIJ8QY-83eVwIcRLHJaGHEIOJc,Belle Vie Beauty + Wellness,5.0,26,Medical spa,"12351 96th Ter, Lenexa, KS 66215, United States","X73C+79 Lenexa, Kansas, USA",https://belleviebw.com/,+1 816-918-9270,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b6gEooTTfch77mAjcEoo9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.5339&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:51:13.145Z,,,
https://www.google.com/maps/place/ICON+-+Lenexa/data=!4m7!3m6!1s0x87c0945d87cbcb29:0xc8e1e5bfe6e206a8!8m2!3d38.952607!4d-94.776349!16s%2Fg%2F1tgqjymq!19sChIJKcvLh12UwIcRqAbi5r_l4cg,ICON - Lenexa,3.2,97,Research institute,"9755 Ridge Dr, Lenexa, KS 66219, United States","X63F+2F Lenexa, Kansas, USA",https://iconstudies.com/,+1 913-410-2000,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKTnQbNhdMemwKL98iG9H5QVJ-oQdE5QMDjKKqyb8PmbYhHxKyPW_q3AntPE8OIV8OaF8J0r1V2nL-xsMrHObgfbi45RR1q8aPBbma_8hn3nncjBitqmB64LyDG2cpl2vuoZBVjw=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lenexa+KC+KS/@38.9536174,-94.7335709,14z",2025-12-16T22:51:18.242Z,,,
