placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/St.+Helena+Hospital+Foundation/data=!4m7!3m6!1s0x80845a48dbfd5ac1:0xa91a90ff36a470b6!8m2!3d38.5425501!4d-122.4748268!16s%2Fg%2F12hznrn98!19sChIJwVr920hahIARtnCkNv-QGqk,St. Helena Hospital Foundation,5.0,5,Non-profit organization,"10 Woodland Rd, St Helena, CA 94574, United States","GGVG+23 St Helena, California, USA",https://shhfoundation.org/,+1 707-963-6208,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9mgDN5JBlH11LsfESZ3brQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.89459&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:33.050Z,,,
https://www.google.com/maps/place/Adventist+Health+St+Helena/data=!4m7!3m6!1s0x80845a48ae0fcd19:0x92c969ed2ab250a0!8m2!3d38.5424914!4d-122.4747748!16zL20vMDVta3o2!19sChIJGc0PrkhahIARoFCyKu1pyZI,Adventist Health St Helena,4.7,1178,Hospital,"10 Woodland Rd, St Helena, CA 94574, United States","GGRG+X3 St Helena, California, USA",https://www.adventisthealth.org/st-helena/,+1 707-963-3611,,https://lh3.googleusercontent.com/p/AF1QipNW3U85rpK_y48nI1TTGjod1L948rYkY1VjSmvj=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:37.949Z,,,
https://www.google.com/maps/place/Rose+Haven/data=!4m7!3m6!1s0x80845a4409d1b251:0x5a65100b7629ba89!8m2!3d38.536504!4d-122.475946!16s%2Fg%2F1w0h7qxm!19sChIJUbLRCURahIARibopdgsQZVo,Rose Haven,4.0,2,Assisted living facility,"520 Sanitarium Rd, St Helena, CA 94574, United States","GGPF+JJ St Helena, California, USA",http://www.rosehavenassistedliving.com/,+1 707-963-3748,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no4dMMO_XOtucXs49tqwlRlOQkwttNfurl3kdgjHkvUVObMTRp7Fj5D7SpJczerkUxyCeTDWX0oXQudmc8VRkb_rWbRxmlPszOy0iiW6IPH9Kd05IbZ9wN_OT_KGQIa73IwsMdA_Q=w408-h240-k-no-pi-10-ya3.9475112-ro-0-fo100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:40.752Z,,,
https://www.google.com/maps/place/Martin+O%27Neill+Cancer+Center:+Adventist+Health+St.+Helena/data=!4m7!3m6!1s0x80845b7013596411:0xa0ba936d745c2c27!8m2!3d38.5425498!4d-122.4748281!16s%2Fg%2F11sx4142fw!19sChIJEWRZE3BbhIARJyxcdG2TuqA,Martin O'Neill Cancer Center: Adventist Health St. Helena,4.9,18,Cancer treatment center,"10 Woodland Rd, St Helena, CA 94574, United States","GGVG+23 St Helena, California, USA",https://www.adventisthealth.org/locations/martin-o-neill-cancer-center-adventist-health-st-helena/,+1 707-967-5721,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4novmHn4jwd3NHt7GBt475GtcgwCtfp_5PBhwUN9AullTYruVJ9UwCqDLWCqw0abYSA6Ua4aS_Xtaft152Ema9vxWGVnxHKETR7teY7yXBMBKrhiFgTRKmelPic9gGTcnjloE34lSA=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:45.816Z,,,
https://www.google.com/maps/place/St+Helena+Hospital+Rehab+Services/data=!4m7!3m6!1s0x808450bc3a2fdd51:0xff473346a92899f8!8m2!3d38.5027986!4d-122.4656925!16s%2Fg%2F1260gk51_!19sChIJUd0vOrxQhIAR-JkoqUYzR_8,St Helena Hospital Rehab Services,,,Rehabilitation center,"1030 Main St STE 100, St Helena, CA 94574, United States","GG3M+4P St Helena, California, USA",,+1 707-967-9901,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eFsS5hNeLgb-V47sO9mxXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.871815&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:48.492Z,,,
https://www.google.com/maps/place/St.+Joseph+Home+Health+-+Napa+County/data=!4m7!3m6!1s0x808508c8d6a85ef5:0xb9b577d3c4f0e3d5!8m2!3d38.3243341!4d-122.2954261!16s%2Fg%2F1tfqlly8!19sChIJ9V6o1sgIhYAR1ePwxNN3tbk,St. Joseph Home Health - Napa County,,,Home health care service,"980 Trancas St Suite 9, Napa, CA 94558, United States","8PF3+PR Napa, California, USA",https://www.providence.org/locations/norcal/st-joseph-home-health-napa?ls=location&y_source=1_MjM4NzYxODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 707-257-4124,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-fRCEW7sT2zQ6l-Km3PsjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.62595&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:53.427Z,,,
https://www.google.com/maps/place/Adventist+Health+St.+Helena+Women%27s+Center/data=!4m7!3m6!1s0x808450bec82a9f81:0x30fb1c137f9a8307!8m2!3d38.4871953!4d-122.4489033!16s%2Fg%2F12607vmwh!19sChIJgZ8qyL5QhIARB4OafxMc-zA,Adventist Health St. Helena Women's Center,4.0,5,Women's health clinic,"821 St Helena Hwy Suite 1, St Helena, CA 94574, United States","FHP2+VC St Helena, California, USA",https://www.adventisthealth.org/locations/womens-imaging-center-adventist-health-st-helena/,+1 707-967-7550,"Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu

Updated by others 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr5VG2hrDo6HHx5FeARDQkh8JDDH5jO0j16AWVj4GgzAp42cLA9tqc6oJhmHGMstmu3y9D6sAOENPmzYJ5eJdG4-AaYzeKxWsdZqfX-Tl5hHHuVs-3aVilzvAJ2MRGZFTIupI_ntA=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,7 am–2 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:58.337Z,,,
https://www.google.com/maps/place/Saint+Helena+Catholic+Church/data=!4m7!3m6!1s0x80845097c5a882ad:0xe7bd617d65d98a95!8m2!3d38.5033402!4d-122.4705007!16s%2Fm%2F0pdp01j!19sChIJrYKoxZdQhIARlYrZZX1hvec,Saint Helena Catholic Church,4.9,89,Catholic church,"1340 Tainter St, St Helena, CA 94574, United States","GG3H+8Q St Helena, California, USA",http://www.sthelenacatholic.com/,+1 707-963-1228,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqNCCB7AFmSddOVSUGEDPaPQU4dLzY1yRNEXrhWBgc1Lvoj7oKLkH010dp06ylMSn6GrzecrZLN6hEUEzQDZNfM1urGTWv9CnyTxK73oqYxEecuII4yixA2-M8R0WkXlvogzrx053MURBQ=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:48:01.167Z,,,
https://www.google.com/maps/place/St.+Helena+Chamber+of+Commerce+%26+St.+Helena+Welcome+Center/data=!4m7!3m6!1s0x808450be9f8cf7c1:0x12a868aed4e48c5e!8m2!3d38.5039086!4d-122.4677087!16s%2Fg%2F1tfnt6yr!19sChIJwfeMn75QhIARXozk1K5oqBI,St. Helena Chamber of Commerce & St. Helena Welcome Center,4.8,11,Chamber of Commerce,"1154 Main St, St Helena, CA 94574, United States","GG3J+HW St Helena, California, USA",http://www.sthelena.com/,+1 707-963-4456,"Closes soon ⋅ 5 pm ⋅ Opens 10 am Thu

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nraIGn_VddXM7G8q31FaDffC82Z1wGh4cVwxYAXulCFDJWJpB6JDx5l4-fnwrgXFqAHZ5SO-0zT1iYBWHX2R3c2eLRvASTu-0QO2ubdq96RIBn-YQ5DduVnw5ppjb0wIItQI_cA=w408-h288-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,10 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:48:06.361Z,,,
https://www.google.com/maps/place/St.+Helena+Hospital:+Mental+Health+Unit/data=!4m7!3m6!1s0x80845a46f0dc4389:0x644b369fc86b30c1!8m2!3d38.5425501!4d-122.4748268!16s%2Fg%2F12vrb7vrh!19sChIJiUPc8EZahIARwTBryJ82S2Q,St. Helena Hospital: Mental Health Unit,3.1,8,Mental health service,"10 Woodland Rd, St Helena, CA 94574, United States","GGVG+23 St Helena, California, USA",https://www.adventisthealth.org/st-helena/services/behavioral-health/,+1 707-963-6270,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kMfjAx6ze54h-UDcJ_Ga8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.592804&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:48:09.164Z,,,
https://www.google.com/maps/place/St.+Peter%27s+Health+Hospice/data=!4m7!3m6!1s0x5343559f66d368b5:0xd633ad0babb6e37c!8m2!3d46.583019!4d-111.999545!16s%2Fg%2F1x6q1f4_!19sChIJtWjTZp9VQ1MRfOO2qwutM9Y,St. Peter's Health Hospice,4.4,10,Hospice,"201 S California St, Helena, MT 59601, United States","H2M2+65 Helena, Montana, USA",https://www.sphealth.org/hospital/home-health-care/hospice,+1 406-444-2244,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPphvBlmMCxI8ZxkAXiSrewT6z4nMb-LI75ZK0Y=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:48:13.970Z,,,
https://www.google.com/maps/place/AtHome+Healthcare+Team/data=!4m7!3m6!1s0x80850f481b873fb5:0xa4ced4ea50b400b0!8m2!3d38.2117573!4d-122.2571469!16s%2Fg%2F11rk2j36px!19sChIJtT-HG0gPhYARsAC0UOrUzqQ,AtHome Healthcare Team,5.0,1,Home health care service,"100 Tower Rd Suite 15, American Canyon, CA 94503, United States","6P6V+P4 American Canyon, California, USA",https://athometeam.com/,+1 707-255-4401,Closes soon ⋅ 5 pm ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qAcqQraTbEdLNagfn8Pz_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.67938&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:48:18.993Z,,,
https://www.google.com/maps/place/Providence+Medical+Group+Santa+Rosa+-+Palliative+Care/data=!4m7!3m6!1s0x8084492446a99c79:0xb36ecd15f7823751!8m2!3d38.4421903!4d-122.7018328!16s%2Fg%2F11f7b_ck45!19sChIJeZypRiRJhIARUTeC9xXNbrM,Providence Medical Group Santa Rosa - Palliative Care,,,Hospice,"121 Sotoyome St Ste. 201, Santa Rosa, CA 95405, United States","C7RX+V7 Santa Rosa, California, USA",https://www.providence.org/locations/norcal/santa-rosa-memorial-hospital/palliative-care?ls=location&y_source=1_OTU3NTk1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 707-573-8984,"Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu

Confirmed by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TGk8TQJoD6fbNnO1KZ6R3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.5399&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:48:23.755Z,,,
https://www.google.com/maps/place/Napa+Valley+Hospice+%26+Adult+Day+Services/data=!4m7!3m6!1s0x8085063f2fc00001:0x18a630a82c3eb271!8m2!3d38.2840933!4d-122.2931869!16s%2Fg%2F11d_7876f8!19sChIJAQDALz8GhYARcbI-LKgwphg,Napa Valley Hospice & Adult Day Services,,,,"414 S Jefferson St, Napa, CA 94559, United States","7PM4+JP Napa, California, USA",http://legacyofcompassioncampaign.com/contactus.html,+1 707-258-9080,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mb3S0UOUshk_0wx7u--yqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.11485&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:48:28.520Z,,,
https://www.google.com/maps/place/CommuniCare%2BOLE+Calistoga/data=!4m7!3m6!1s0x8084430b790f88b5:0x31c00efab7c9eb6b!8m2!3d38.5778983!4d-122.5775087!16s%2Fg%2F1tcwwywm!19sChIJtYgPeQtDhIARa-vJt_oOwDE,CommuniCare+OLE Calistoga,2.3,9,Medical clinic,"911 Washington St, Calistoga, CA 94515, United States","HCHC+5X Calistoga, California, USA",http://www.communicareole.org/,+1 707-709-2308,,https://lh3.googleusercontent.com/p/AF1QipM8bKoZH5R2j_1C3uL0ZD-av1bn_bZqXHcPmaOK=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Calistoga+Napa+CA/@38.5787965,-122.5797054,14z",2025-09-17T23:48:43.051Z,,,
https://www.google.com/maps/place/Annie%27s+Family+Home+Care+of+Calistoga/data=!4m7!3m6!1s0x8082ea1ac0a66a77:0x2bde9e0a18aeb00b!8m2!3d38.5831231!4d-122.5959541!16s%2Fg%2F11w36y1hvm!19sChIJd2qmwBrqgoARC7CuGAqe3is,Annie's Family Home Care of Calistoga,,,Assisted living facility,"1119 Mitzi Dr, Calistoga, CA 94515, United States","HCM3+6J Calistoga, California, USA",,+1 707-326-1994,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JxEJyyUTTDLZX_MnE-hK4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.6855&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Calistoga+Napa+CA/@38.5787965,-122.5797054,14z",2025-09-17T23:48:47.942Z,,,
https://www.google.com/maps/place/UpValley+Family+Centers+-+Calistoga/data=!4m7!3m6!1s0x808443a0af7cbac1:0x4fed74a7b65a713a!8m2!3d38.5779529!4d-122.583009!16s%2Fg%2F11btsvd70s!19sChIJwbp8r6BDhIAROnFatqd07U8,UpValley Family Centers - Calistoga,4.7,9,Non-profit organization,"1500 Cedar St, Calistoga, CA 94515, United States","HCH8+5Q Calistoga, California, USA",http://upvalleyfamilycenters.org/,+1 707-965-5010,Closes soon ⋅ 5 pm ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h5jasJ5Y9vKOjiswurqKHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.77081&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,10 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Calistoga+Napa+CA/@38.5787965,-122.5797054,14z",2025-09-17T23:48:53.110Z,,,
