placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Desert+Rose+Cat/data=!4m7!3m6!1s0x87d2bdef1b2c64ef:0xd9053cadfd8ce1aa!8m2!3d34.7595347!4d-92.2381724!16s%2Fg%2F11vqhg3w2m!19sChIJ72QsG--90ocRquGM_a08Bdk,Desert Rose Cat,5.0,1,Water damage restoration service,"710 N Palm St, North Little Rock, AR 72114, United States","QQ56+RP North Little Rock, Arkansas, USA",https://www.desertrosecat.com/?utm_source=gbp&utm_medium=organic,+1 844-337-3781,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprpyEuVvMBsthnix9BSOwCw8zhT1vXdoNTzkZJ26ixIcZdVYEWsLCgq1OLKXL-3Y-BNtTM8r1_Ra-LBk4i7N1lE2ec94bRCRUOynUmrih77Rv2mxeU5FVRnj2AFGvAEotsr1q2=w408-h375-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:08.840Z,,,
https://www.google.com/maps/place/Forerunner+Restoration/data=!4m7!3m6!1s0x87d2bfa5f3564485:0xdda0b6a7e065b278!8m2!3d34.8228551!4d-92.1931996!16s%2Fg%2F11n74svb8n!19sChIJhURW86W_0ocReLJl4Ke2oN0,Forerunner Restoration,4.8,176,Water damage restoration service,"7619 Hardin Dr, North Little Rock, AR 72117, United States","RRF4+4P North Little Rock, Arkansas, USA",http://www.forerunnerrestoration.com/,+1 501-213-8407,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHiuXPmZaSh0OyK68-MXYBhAeotmzjTLjsdPRYQENBIk0CTnuaUFSBO2296DuoBOKbM9zNZcozQs-4ePddBW_T-tYq3xCYw_j6ppX-dX6wsQ4AH1FKkmSmjEBSvLWbKJhnhku2=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:13.605Z,,,
https://www.google.com/maps/place/Solutions+of+Little+Rock/data=!4m7!3m6!1s0x872b695884575dc1:0x9e2da8aba7c52156!8m2!3d34.7443339!4d-92.2730467!16s%2Fg%2F11vkjrycs2!19sChIJwV1XhFhpK4cRViHFp6uoLZ4,Solutions of Little Rock,,,Water damage restoration service,"219 W Capitol Ave, Little Rock, AR 72201, United States","PPVG+PQ Little Rock, Arkansas, USA",http://littlerock-waterdamage.com/,+1 501-298-8211,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UMZvsKFAfO9ewuK1A0EY8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.85172&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:18.253Z,,,
https://www.google.com/maps/place/Rainbow+International+of+Little+Rock/data=!4m7!3m6!1s0x87d2a733bdfe0ec1:0xc31bf3e0a081ac0f!8m2!3d34.822847!4d-92.374644!16s%2Fg%2F11fsvtg4f3!19sChIJwQ7-vTOn0ocRD6yBoODzG8M,Rainbow International of Little Rock,4.5,16,Water damage restoration service,"7101 Dewafflebakers Ln, North Little Rock, AR 72113, United States","RJFG+44 North Little Rock, Arkansas, USA",https://rainbowrestores.com/little-rock/?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 501-214-0220,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqD-RbHFI01zI0iGG_xOJ2LD9mgds9Bg0igNR0yyWE3aKExFw4a1rbJReXDApwvQfVItbGh7VHABs9vYGESDx0DbeGorxlnIPkx8hqee0giNqM0y7gxF5o23s2lgf1tvjntm7sc=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:22.964Z,,,
https://www.google.com/maps/place/Pro+Service+Builders/data=!4m7!3m6!1s0x87d2a0fcc72bf949:0xdb93c4d0720465e8!8m2!3d34.7727567!4d-92.399299!16s%2Fg%2F11clw0zrhb!19sChIJSfkrx_yg0ocR6GUEctDEk9s,Pro Service Builders,4.7,28,Water damage restoration service,"11300 N Rodney Parham Rd suite 125, Little Rock, AR 72212, United States","QJF2+47 Little Rock, Arkansas, USA",https://www.proservicebuilders.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,+1 501-975-7944,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepoeTQDCc9nMK-SrULkpyBUfzT4_HMEnM6evS8QfwFIRuy18Br4195iL25dnZiH3zIqRSeWq5Su5FIOkJV0WLMiO3T5hj-hk5MVNE1safAQqn_FeIpFuDdXpYwYJKTe-fSU0bkUPYqoAZ8=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:27.776Z,,,
https://www.google.com/maps/place/Best+Builders+Inc./data=!4m7!3m6!1s0x87d2a3fd5692602b:0x9962805f6df6d1f8!8m2!3d34.7614506!4d-92.3807662!16s%2Fg%2F1tdb9cbq!19sChIJK2CSVv2j0ocR-NH2bV-AYpk,Best Builders Inc.,4.6,64,Fire damage restoration service,"9700 N Rodney Parham Rd I2, Little Rock, AR 72227, United States","QJ69+HM Little Rock, Arkansas, USA",http://bestbuildersinc.net/,+1 501-312-2378,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZ7dPskAVgEAq2HNa59E1G91HHgwTaZa9muXFfcON7r6oP_ZBnHMM9G1IGfWiWc1-KN_ZL6sX_b4zm0C0qN2q0qQsadIM33GvC0dI_62mQTu2lGX2fvHL1X2x74bn7r4VP5EtFkQ=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:32.767Z,,,
https://www.google.com/maps/place/A1+Emergency+Leak+Detection+%26+Water+Restoration/data=!4m7!3m6!1s0x87d299d34370e5df:0xc5645452366c9223!8m2!3d34.804394!4d-92.2726761!16s%2Fg%2F11fks24jvh!19sChIJ3-VwQ9OZ0ocRI5JsNlJUZMU,A1 Emergency Leak Detection & Water Restoration,,,Water damage restoration service,"416 Pickwick Ln, North Little Rock, AR 72118, United States","RP3G+QW North Little Rock, Arkansas, USA",,+1 501-753-5287,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nIdS3A2UyVimufVSfzMm_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.30238&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:37.347Z,,,
https://www.google.com/maps/place/EdgeRise+Pro/data=!4m7!3m6!1s0x87d2a3f5d7ef2129:0xd360d8248c92608!8m2!3d34.7687996!4d-92.351001!16s%2Fg%2F11yzn4y4x7!19sChIJKSHv1_Wj0ocRCCbJSIINNg0,EdgeRise Pro,,,Water damage restoration service,"6834 Cantrell Rd, Little Rock, AR 72207, United States","QJ9X+GH Little Rock, Arkansas, USA",https://edgerisepro.shop/,+1 501-216-1586,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0RYlYWqy5Mzu7RcPdg0o0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.8101&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:41.910Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Pulaski+County/data=!4m7!3m6!1s0x886468954b8df18d:0x540ba19e1479e7af!8m2!3d34.7444713!4d-92.2734878!16s%2Fg%2F1hhw99ds5!19sChIJjfGNS5VoZIgRr-d5FJ6hC1Q,Pulaski County,5.0,37,Water damage restoration service,"299 W Capitol Ave, Little Rock, AR 72201, United States","PPVG+QJ Little Rock, Arkansas, USA",http://littlerock-waterdamage.com/,+1 501-566-7338,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLk3MPon9ooQ0FXMcT02DDcysVnhK8tWWNk0frB8kWE4FFiIUDJBR4Ji1MY4nEnE8QwH2gwN63WNRo_mz0_yfvcWeZJd0MLbMfInuB-lgyp8kM7ioABVVgqetkL3DSbbv4zvfA=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:46.853Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/PaintMasters+LLC/data=!4m7!3m6!1s0xaab46edce8e13a75:0xeae01c6875426b45!8m2!3d34.7957004!4d-93.2637605!16s%2Fg%2F11yp6ybvd8!19sChIJdTrh6NxutKoRRWtCdWgc4Oo,PaintMasters LLC,5.0,5,Painter,,,https://paintmasters.org/,+1 501-475-5544,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozi2ui8KGB0Ny9r_V9IYMlnvqRjh95Ij880qPWINM0Q0WwPI4iSAZoGn0a9Fw5mkbmRhdgY9CVMrv59dpzXqqe9Ue8UGTb3JSLE3uYfD1gj7qRsgcdRkLrAn6a0FOqbjjLmAwecqFo56Ew=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:51.634Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Total+Care+Roof+%26+Restoration/data=!4m7!3m6!1s0x87d2bbaa571d82e3:0xd45e02b5e0f9a6ba!8m2!3d34.7439499!4d-92.275673!16s%2Fg%2F11whfwk9kc!19sChIJ44IdV6q70ocRuqb54LUCXtQ,Total Care Roof & Restoration,5.0,101,General contractor,"425 W Capitol Ave Suite 1236, Little Rock, AR 72201, United States","PPVF+HP Little Rock, Arkansas, USA",https://totalcareroof.com/,+1 501-388-6340,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqWJQNrT3tMiQAaocoK89n8iVbaFrdorgr-j7XiGIEI_sOm1dAd4li-mviGjaqBF8NU8lrONXpOpsnWijp5yCxmUU65wIPnjNhYQQVgSHU0HJ_WABvpk58PFOofvkNrRhDllIEAnshAZLMo=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:26:56.533Z,,,
https://www.google.com/maps/place/Astro+Clean/data=!4m7!3m6!1s0xa7a2554f25609a7f:0xef677f9dcc4819ae!8m2!3d34.840786!4d-92.1239249!16s%2Fg%2F11ltj99cdy!19sChIJf5pgJU9VoqcRrhlIzJ1_Z-8,Astro Clean,5.0,10,Carpet cleaning service,,,,+1 501-503-7759,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepI5k8GJEZZCWa-TfuHo-hMzZhiUiuuMV7oHENb7wgm4Lko5MyET4YkBC2zFeMFsQI7D-9NR7H8eiX1IJwwH8W5tHvt1F3LrGLavN7NyFrQwmSwKjzb0t85mFcf3CWIxskRe2Hd=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:27:01.249Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/RestoPros+of+Central+Arkansas/data=!4m7!3m6!1s0x2e3ad857223f4fe3:0x36210a254c3168db!8m2!3d34.5853382!4d-92.5448634!16s%2Fg%2F11tg5cfrmt!19sChIJ408_IlfYOi4R22gxTCUKITY,RestoPros of Central Arkansas,5.0,135,Water damage restoration service,"3608 Northshore Dr Suite B, Benton, AR 72015, United States","HFP4+43 Benton, Arkansas, USA",https://www.restopros.co/ar-bryant-central,+1 501-765-9463,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBobjbPhmGgMYN6gRavnHsAhMN2qzn2a5I6Cz63KNOUfMgTq4XMfhtphpe9EUIpx26lY91JDY_VjMA4xhNql-XqMTN2-lNnjf_rRXxMu1r1rIXMpvbw8XZQfNdm0NfAdfo5sqxNg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:27:06.064Z,,,
https://www.google.com/maps/place/DFX+Foundation+%26+Waterproofing+Experts/data=!4m7!3m6!1s0x87d2bb62cd95068d:0x2bff8aecbe166880!8m2!3d34.7457353!4d-92.2729053!16s%2Fg%2F11y5myb06x!19sChIJjQaVzWK70ocRgGgWvuyK_ys,DFX Foundation & Waterproofing Experts,5.0,20,Waterproofing service,"323 Center St #105, Little Rock, AR 72201, United States","PPWG+7R Little Rock, Arkansas, USA",https://dfxrepair.com/little-rock-ar/?utm_source=google_maps&utm_medium=organic&utm_campaign=little_rock_gbp,+1 501-300-8582,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6ig-1QiNMFRij09aMZnPpZbOux5KC3Yt0HL0zcE4zFXR7LJQXPd4UZc8ngjaOJWxhtQ_ANwGFzZwn0TYayZ43yjBDesWsMZ0vqKLqXDqLfSQy9K8G4uSVdRxBFNO8ARbldt5MRQ=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-03-23T04:27:10.837Z,,,
