placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Henry+Ford+Webber+Cancer+Center+-+Warren+Hospital/data=!4m7!3m6!1s0x8824da100b7ea9e3:0xb6ed0811d376ac8a!8m2!3d42.5059797!4d-83.0047121!16s%2Fg%2F1tngqxr9!19sChIJ46l-CxDaJIgRiqx20xEI7bY,Henry Ford Webber Cancer Center - Warren Hospital,4.2,10,Medical clinic,"11800 12 Mile Rd, Warren, MI 48093, United States","GX4W+94 Warren, Michigan, USA",https://www.henryford.com/locations/warren-hospital/webber-cancer-center?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 586-573-5757,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZlQxVRoZCAg8kxMgggAC9chWHGJ_pJYcq8iFEtDOOx14ZsA6qS8SJ6k1ELkhiR60vMEX2cb_ryaucbKoKTNC4F43LvV_k1NvsjSUNetxHpVynqvyqUfdW0mUFo75o48AFC005=w533-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:27.756Z,,,,
https://www.google.com/maps/place/Michigan+Compassionate+Care/data=!4m7!3m6!1s0x8824da44b2a55555:0x265013e3060d361d!8m2!3d42.502984!4d-83.0069852!16s%2Fg%2F11p07b6fmt!19sChIJVVWlskTaJIgRHTYNBuMTUCY,Michigan Compassionate Care,4.9,140,Urgent care center,"28401 Hoover Rd, Warren, MI 48093, United States","GX3V+56 Warren, Michigan, USA",http://www.mccoffice.net/,+1 586-754-3830,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOBJ5qvuk8izAOE-6BU5RalOMZaG5msGf-5_cUe=w408-h306-k-no,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:32.693Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/24+HR+Lifeline+Urgent+Care+and+Family+Medicine/data=!4m7!3m6!1s0x8824db0b401650bf:0x36388783df2122f!8m2!3d42.507043!4d-82.9971644!16s%2Fg%2F11k57g9btr!19sChIJv1AWQAvbJIgRLxLyPXiIYwM,24 HR Lifeline Urgent Care and Family Medicine,4.9,524,Urgent care center,"12640 12 Mile Rd Suite 300, Warren, MI 48093, United States","G243+R4 Warren, Michigan, USA",https://www.24hrlifelineurgentcare.com/,+1 586-751-2020,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPVRcHOlSRS4rGnuJ0jg8a7D-yUURd3lmz8Nb63=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:37.955Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Center+for+Physical+Medicine+and+Rehabilitation/data=!4m7!3m6!1s0x8824d9f1890c0629:0xca202f9a300414eb!8m2!3d42.5075838!4d-82.9839044!16s%2Fg%2F1th1dbnn!19sChIJKQYMifHZJIgR6xQEMJovIMo,Center for Physical Medicine and Rehabilitation,4.5,26,Medical group,"13850 12 Mile Rd, Warren, MI 48088, United States","G258+2C Warren, Michigan, USA",https://pmrworks.com/,+1 586-552-4499,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN7AuOpxstncFz97RIt4M3c9Gm4Z0q2lT-2L7A2=w408-h490-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:42.804Z,,,,
https://www.google.com/maps/place/Henry+Ford+Wound+Care+and+Hyperbaric+Center+-+Warren+Hospital/data=!4m7!3m6!1s0x8824db5838ba669b:0xad86c8c95cb79921!8m2!3d42.5058045!4d-83.0054187!16s%2Fg%2F11g0p5z3_n!19sChIJm2a6OFjbJIgRIZm3XMnIhq0,Henry Ford Wound Care and Hyperbaric Center - Warren Hospital,5.0,4,Specialized clinic,"11800 12 Mile Rd, Warren, MI 48093, United States","GX4V+8R Warren, Michigan, USA",http://www.henryford.com/locations/warren-hospital/wound-and-hyperbaric-center?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,,,https://lh3.googleusercontent.com/p/AF1QipNVTAXU7wOhdgDjitgiyTNOpS6RsSPD7E2Qzz9t=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:45.618Z,,,,
https://www.google.com/maps/place/Henry+Ford+Medical+Center+-+Warren/data=!4m7!3m6!1s0x8824da444b64fab9:0x1888eca73563e106!8m2!3d42.522188!4d-83.0220491!16s%2Fg%2F1tf2svpd!19sChIJufpkS0TaJIgRBuFjNafsiBg,Henry Ford Medical Center - Warren,4.6,244,Medical clinic,"8600 Chicago Rd, Warren, MI 48093, United States","GXCH+V5 Warren, Michigan, USA",https://www.henryford.com/locations/chicago-road?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 586-826-3300,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP4kX-8J6BvFgrqGOWBRfPGCw3MNJEWSoAZyPSp=w426-h240-k-no,true,Closed,8 am–8 pm,8 am–6 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:50.626Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Gammons+Medical/data=!4m7!3m6!1s0x8824dadffb96dca7:0x6c67e1304951abfd!8m2!3d42.5033481!4d-83.0070557!16s%2Fg%2F11c1nj8f3f!19sChIJp9yW-9_aJIgR_atRSTDhZ2w,Gammons Medical,3.6,71,Medical clinic,"28477 Hoover Rd, Warren, MI 48093, United States","GX3V+85 Warren, Michigan, USA",http://gammonsmedical.com/,+1 586-250-4040,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DRuLw960WjIrImz99SOrfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.12854&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:55.493Z,,,,
https://www.google.com/maps/place/St.+John+Macomb+Breast+Center/data=!4m7!3m6!1s0x8824d9fc51c494bf:0x4a2c49bb32539fa9!8m2!3d42.4956304!4d-82.9861493!16s%2Fg%2F126153wnt!19sChIJv5TEUfzZJIgRqZ9TMrtJLEo,St. John Macomb Breast Center,4.2,22,Cancer treatment center,"27472 Schoenherr Rd, Warren, MI 48088, United States","F2W7+7G Warren, Michigan, USA",http://www.stjohnprovidence.org/LocationFinder/Details.aspx?location=133&utm_source=google&utm_medium=organic&utm_campaign=gmb%20local,+1 586-582-7900,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uOx2j8kEV9XS3UnPwOq1IQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.81683&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:50:58.495Z,,,,
https://www.google.com/maps/place/Grekin+Skin+Institute+-+Warren/data=!4m7!3m6!1s0x8824d9f6ba622d47:0x725a778e92c932da!8m2!3d42.5072613!4d-82.9885048!16s%2Fg%2F1v6p4xv9!19sChIJRy1iuvbZJIgR2jLJko53WnI,Grekin Skin Institute - Warren,4.7,309,Skin care clinic,"13450 12 Mile Rd, Warren, MI 48088, United States","G246+WH Warren, Michigan, USA",https://www.advancedderm.com/locations/michigan/warren/13450-12-mile-rd,+1 586-759-5525,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM1wJixe6WAoNRWGx2w6jAP4r0UdN4wPatIcRFD=w408-h543-k-no,true,Closed,8 am–5 pm,8:30 am–5:45 pm,7:45 am–5 pm,8:30 am–4:30 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:51:03.499Z,,,,
https://www.google.com/maps/place/Tririga+Rehab+Physical+Therapy+-+Warren/data=!4m7!3m6!1s0x8824b8ced058a42b:0x282d211611d96401!8m2!3d42.4950398!4d-82.9881185!16s%2Fg%2F11b6zmj3vc!19sChIJK6RY0M64JIgRAWTZERYhLSg,Tririga Rehab Physical Therapy - Warren,5.0,120,Physical therapy clinic,"27301 Schoenherr Rd #103, Warren, MI 48088, United States","F2W6+2Q Warren, Michigan, USA",http://www.tririgarehab.com/,+1 586-393-5768,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM967aSpr-SRD_rNSosdMSnRn7DX8oc_972tFI3=w426-h240-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Warren+MI/@42.5144566,-83.0146526,14z",2025-09-29T00:51:08.538Z,LGBTQ+ friendly,,,
