placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Estate+Maintenance+Co+Inc/data=!4m7!3m6!1s0x8850fb4721ab1b79:0x836c6ab781265d79!8m2!3d36.1583834!4d-81.6218507!16s%2Fg%2F1tg7sqcl!19sChIJeRurIUf7UIgReV0mgbdqbIM,Estate Maintenance Co Inc,4.2,5,Landscaper,"2260 Aho Rd, Boone, NC 28607, United States","595H+97 Boone, North Carolina, USA",,+1 828-264-7441,"Open · Closes 5 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEF3yIO_r9pL-vI3PNIK7qmjg36ukjvAQeC02H9KfFG1RtK4Zdq375WPhgfllvTe7pixmt7-bMvmS7Z8xlY377IGtTLfA0JBsI_GOAFWGrDrogTNFtkvxROlhituzWe97OpcJEqg=w720-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:05.780Z,,,
https://www.google.com/maps/place/Highland+Landscape+Supplies/data=!4m7!3m6!1s0x8850fb21a686a861:0xf38ca3ad4a43ba4b!8m2!3d36.1790937!4d-81.6469845!16s%2Fg%2F1v8gcr60!19sChIJYaiGpiH7UIgRS7pDSq2jjPM,Highland Landscape Supplies,4.4,16,Landscaper,"3551 US-321, Blowing Rock, NC 28605, United States","59H3+J6 Blowing Rock, North Carolina, USA",http://www.highlandlandscapesupplies.net/,+1 828-264-4210,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLTtWkrrbJ7rrjmg4mpdM_qxpsZaY5h1nbmOczC-oIsGw2YUWmqY9f2UBFVpDR_yLQcmUhKzW0JXqQ1h8zqz7SvMPqaBVEMot_CndN-KBjQPEJGUGn04NEG4ron0ef8yhsW4ei2g=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:10.709Z,,,
https://www.google.com/maps/place/THS+Earthworks+LLC/data=!4m7!3m6!1s0x89ac8dab46932f57:0x8a6d81f7e7c9a01!8m2!3d36.2195258!4d-81.7129667!16s%2Fg%2F11p478n76f!19sChIJVy-TRquNrIkRAZp8fh_Ypgg,THS Earthworks LLC,5.0,11,Excavating contractor,"689 George Wilson Rd Suite 27, Boone, NC 28607, United States","679P+RR Boone, North Carolina, USA",http://www.thsearthworks.com/,,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUfqgp1CN4I83cxkIgUE8L26tJHzsIkDjf_GYJ9IxKMPNISG7cjywCVVHjvPOGN4zjOXUlyru4-M0NFJRWPLyssMLSq9wmRY_ASNzFFi25e6fbu7hwmfLkJyUXCeXj5Vy52S9c6g=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:15.460Z,,,
https://www.google.com/maps/place/All+Seasons+Landscape+Supply+and+Garden+Center/data=!4m7!3m6!1s0x8850f7fd8c29a543:0xd475b5919b429256!8m2!3d36.240856!4d-81.757717!16s%2Fg%2F11p_4vky3n!19sChIJQ6UpjP33UIgRVpJCm5G1ddQ,All Seasons Landscape Supply and Garden Center,5.0,28,Contractor,"118 Lonnie Henson Rd, Vilas, NC 28692, United States","66RR+8W Vilas, North Carolina, USA",http://www.allseasonssupply.com/,+1 828-416-0134,"Open · Closes 5 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjJwN1wBbcMEtV2hPOG5tmaQAcODF7U90GPie7HfuWOQdv1TXBK0oMCLDF6mR-rvhLqA6yq0QCOv23N_D4figx1hxpWPqGZGy8rFuYwIFaaUAXLNcK4tPiVX-kclNzf3ZLiagLaA=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:20.274Z,,,
https://www.google.com/maps/place/Grindstone+Trees+and+landscaping/data=!4m7!3m6!1s0x482a415a3e28b28f:0x1516d08ea0f1d742!8m2!3d35.7873826!4d-82.17458!16s%2Fg%2F11x169yn73!19sChIJj7IoPlpBKkgRQtfxoI7QFhU,Grindstone Trees and landscaping,4.9,11,Tree service,,,https://grindstonetreesandlandscaping.jobbersites.com/,+1 828-434-6943,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlgjAcgoi_JR38J3xXPHywWKFrwyOIe9Ueqc2_W4EnWz0F-G6VcMxPHSjSQexhFIJLmnrRzYjhidIAuzVJ7nJRDQAfh6s8ED_Aq_ARFyDtT8yWgaD0txoDGITjYB9fax1qme4Q9xGFaLI=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,Closed,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:24.953Z,,,
https://www.google.com/maps/place/Maple+Ridge+Landscaping+Inc/data=!4m7!3m6!1s0x8850f6b50d38b12f:0xf9649f5ef235e4b3!8m2!3d36.24171!4d-81.763919!16s%2Fg%2F1td61f9m!19sChIJL7E4DbX2UIgRs-Q18l6fZPk,Maple Ridge Landscaping Inc,3.9,12,Landscape designer,"5449 US-421, Vilas, NC 28692, United States","66RP+MC Vilas, North Carolina, USA",http://mapleridgelandscapinginc.com/,+1 828-297-7424,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtCZt6Jv5DkxplJh-4dfBt2ulEbMyhWpEMVc8KevP2i0r9EbgoXI34X1pDPqFx7DLoH3ewSOmF3dFSoWZ5qzmWLdHudeWN8Es-spqnDxgoR5BJYFar0n5kCpOEOmuMzb4xNHI=w408-h680-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:29.684Z,,,
https://www.google.com/maps/place/High+Country+Pine+Straw/data=!4m7!3m6!1s0x8850fb36db88a2f3:0x8bcc550c90716fbc!8m2!3d36.216463!4d-81.6632355!16s%2Fg%2F11vwxt2qv4!19sChIJ86KI2zb7UIgRvG9xkAxVzIs,High Country Pine Straw,5.0,8,Landscaping supply store,"110 Appalachian Dr, Boone, NC 28607, United States","688P+HP Boone, North Carolina, USA",,+1 912-585-2816,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkrjz2OLN-fGSYnFo8Y8R65Ot3ukTynFU9cdGWVFAbTsXwsRjcuYeE7RSLM4r6DX4qDSzCPDgIL1gzlLN0ORWVubvrF5I_naivbRuu43wJx4kOfXrt482FGlEN_Pgvsxe7odhT=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:32.515Z,· Delivery,,
https://www.google.com/maps/place/University+Landscaping/data=!4m7!3m6!1s0x8850fbbb1205bfbb:0xb5929cc9a45fd95e!8m2!3d36.2217117!4d-81.7000652!16s%2Fg%2F11wpt2nhtz!19sChIJu78FErv7UIgRXtlfpMmckrU,University Landscaping,5.0,14,Landscaper,"1613 US-421, Boone, NC 28607, United States","67CX+MX Boone, North Carolina, USA",https://www.universitylandscaping.net/,,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF61brhGMnXpyZqZKffK4D1kOjY1b_ogYYekZAg-k1opls0oiUQZnv-7mIJY7W_d3b2PZDbmQIxHh8YkW_2fBJd_ZCCn04iwgV_qdGof8v8Nac94vu0DcYWusaNK1uXE9ym=w458-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:37.359Z,,,
https://www.google.com/maps/place/Wood+Masonry+Supply/data=!4m7!3m6!1s0x8850fa3c3c008c95:0x8315490ee4136edb!8m2!3d36.2174299!4d-81.6655231!16s%2Fg%2F1td9r6k9!19sChIJlYwAPDz6UIgR224T5A5JFYM,Wood Masonry Supply,4.9,65,Masonry supply store,"633 E King St, Boone, NC 28607, United States","688M+XQ Boone, North Carolina, USA",,+1 828-264-2109,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWuvn_yU6kqJ1iqvhwSLL1XR3NhYwz_kBIEpXCnGleiG1P44P0j3KRFWjbjPQtfOyPRJvVlhrSkSOmVeoe-5ZcHiWOwtxEfr61vyOi5aUC0y-Xe8L3fpOyqP1aO672gd9TEShlLA=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:42.144Z,· Delivery,,
https://www.google.com/maps/place/Sugar+Mountain+Nursery/data=!4m7!3m6!1s0x8850938c66d92955:0x594efe5ac08228d4!8m2!3d36.081368!4d-81.9281786!16s%2Fg%2F1tdwl617!19sChIJVSnZZoyTUIgR1CiCwFr-Tlk,Sugar Mountain Nursery,5.0,14,Landscaper,"675 Pineola St, Newland, NC 28657, United States","33JC+GP Newland, North Carolina, USA",https://www.sugarmtnnursery.com/,+1 828-733-2819,"Open · Closes 5 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEiL1R6nDUd9DBpn5d_4POff6ImcpkQj1GKC0AgofsI8darlw2I6wk8_R6s81BxRNlVxdCXIpAvJ0PxWCcSEMTgmDsU-GGzlVANElwJGZoqjts9YQIYn_8zSsJv8ElrZr4hsF2y=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:47.041Z,,,
"https://www.google.com/maps/place/Twin+Oaks+Landscaping,+Inc./data=!4m7!3m6!1s0x8850f6c8113c059d:0x5e8fc18505b0faed!8m2!3d36.1564963!4d-81.7777665!16s%2Fg%2F1tdyrh4b!19sChIJnQU8Ecj2UIgR7fqwBYXBj14","Twin Oaks Landscaping, Inc.",3.9,33,Landscaper,"9344 NC-105, Banner Elk, NC 28604, United States","564C+HV Banner Elk, North Carolina, USA",https://twinoaksls.com/,+1 828-963-4141,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEva9fwG7XwNvcUn2STYFZA-QiIRKX_F_qUucE91PE_HR7tcPU_kxbn4tfj6P4nA6Ln_T79TyWjlBhmpTPRUcvS_F5-yKtm0K0Mm0sKL5B9p0G4xJQPoQCG1W6Vh35u7DO41TmJ=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:51.806Z,,,
https://www.google.com/maps/place/Moosewood+Elemental+LLC/data=!4m7!3m6!1s0x466bcd091c63ea23:0x506f9f80fb089fcc!8m2!3d36.172642!4d-81.4749145!16s%2Fg%2F11tjhrwkht!19sChIJI-pjHAnNa0YRzJ8I-4Cfb1A,Moosewood Elemental LLC,5.0,13,Landscaper,,,https://www.moosewoodelemental.com/,+1 828-268-8315,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGk-sqgTgZ79a9ila9HesPfPq6ZsoIkcd8B_RWA92G0nfGd3CMIQcEwPLU8hX9CtLORFHfAY7NA10wwCuNhZvCco0I5L4jbvjmOsngKVev_di8dnsbkjxBNqEYnT2f-85SO_qBN3KXfJ9CZ=w408-h541-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:50:56.833Z,,,
https://www.google.com/maps/place/WNC+Cruz+Tree+service+llc/data=!4m7!3m6!1s0x8850fb86d0ea88eb:0x21090a570d082389!8m2!3d36.2272427!4d-81.6831126!16s%2Fg%2F11h955glq_!19sChIJ64jq0Ib7UIgRiSMIDVcKCSE,WNC Cruz Tree service llc,4.4,7,Tree service,"765 Junaluska Rd, Boone, NC 28608, United States","68G8+VQ Boone, North Carolina, USA",http://wnccruztreeservice.com/,+1 828-592-1271,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF827ETnCAmvm2DzotUHQPfyytQadxuH2diaJRkP7xTZT49Z2hazdJ_4lgzmCVgWe8_aaZ7uEJ2d34GsnCD27cl0x9VUWaLjKT74piW4Jdp77SvskjjsjOQbhTgTBT6q6cZfp8f=w506-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:51:01.880Z,,,
https://www.google.com/maps/place/Greenworks+Landscape+and+Hardscape+Co./data=!4m7!3m6!1s0x88508d542ac1777f:0x3cf6bd350c596af1!8m2!3d35.1705075!4d-79.86097!16s%2Fg%2F1hc20rzhr!19sChIJf3fBKlSNUIgR8WpZDDW99jw,Greenworks Landscape and Hardscape Co.,5.0,13,Landscaper,,,http://www.ncgreenworks.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5596463820118336209,+1 828-898-2466,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFM34PFEkCS3sEz5I2kiDEWeosO3csB9yFgAB5zopE9JlcB0x5PXRBCJ8dEpQAL9KsE6wheetOZhq0hOwhnJq-1PLZwKwNDLutknW0Szy6WvknMYghLi1A4AdQ8GGfcpPeyJmNbQ=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:51:06.496Z,,,
https://www.google.com/maps/place/S%26G+Affordable+home+and+garden/data=!4m7!3m6!1s0x263d3a5636a15c0d:0xfb9a016a52a2809d!8m2!3d36.2083775!4d-81.663368!16s%2Fg%2F11nh99txzs!19sChIJDVyhNlY6PSYRnYCiUmoBmvs,S&G Affordable home and garden,5.0,1,Home builder,,,,+1 828-268-8566,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYDz3lrxyKFPUQO_T1qShe0b8yldEBWCFKvFKT476Q1Nt1Q42JNYddk81zDkfDyLYUBDi7QStaPlv2VcuXpcuc5zJpp_bvFfgWhuIbNrTiJgW1bvDR6TYlJt4V6oXzQ1r7LnNLVg=w408-h407-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2026-04-29T18:51:11.097Z,,,
