placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,thursday,friday,saturday,sunday,monday,tuesday,wednesday,info,attributes,isBlackOwned
https://www.google.com/maps/place/Tapion+Properties/data=!4m7!3m6!1s0x87b209da327222a7:0xc3137e809de008ad!8m2!3d35.453555!4d-97.7019415!16s%2Fg%2F11yhj38djy!19sChIJpyJyMtoJsocRrQjgnYB-E8M,Tapion Properties,,,Property management company,"10332 Birkenhead Rd, Yukon, OK 73099, United States","F73X+C6 Yukon, Oklahoma, USA",,+1 405-831-8090,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lFQWgFjMa7gjEtEEIiDMtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.66422&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:04.891Z,,,,,,,,,,
"https://www.google.com/maps/place/Wolf+Creek+Property+Development,+LLC/data=!4m7!3m6!1s0x87b203c0ae63f1ab:0x2b68073d6e0d4a32!8m2!3d35.6122437!4d-97.6777668!16s%2Fg%2F11clyzxcbx!19sChIJq_FjrsADsocRMkoNbj0HaCs","Wolf Creek Property Development, LLC",4.0,1,Property management company,"14013 Savannah River Way, Yukon, OK 73099, United States","J86C+VV Yukon, Oklahoma, USA",,+1 405-210-5252,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y5k43TzGiM-O1WtqxT-4SA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.4214&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:07.335Z,,,,,,,,,,
https://www.google.com/maps/place/OKC+Home+Realty+Services+-+Property+Management/data=!4m7!3m6!1s0x87b21097c7597d29:0x3c69abaf7c8b1661!8m2!3d35.5109316!4d-97.5596404!16s%2Fg%2F1hc38wj98!19sChIJKX1Zx5cQsocRYRaLfK-raTw,OKC Home Realty Services - Property Management,4.4,330,Property management company,"2532 W I 44 Service Rd, Oklahoma City, OK 73112, United States","GC6R+94 Central Oklahoma City, Oklahoma City, OK, USA",https://www.yourokcpropertymanager.com/,+1 405-232-5800,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM74tpHb-zlu-nyTx2-WA2T06BL2nylJ3lNTBmD=w426-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:12.264Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Elevate+Property+Management/data=!4m7!3m6!1s0x28c4784b3b6d3255:0xf3383d53ae6c2dcd!8m2!3d35.4650284!4d-97.6240459!16s%2Fg%2F11k9p34ltn!19sChIJVTJtO0t4xCgRzS1srlM9OPM,Elevate Property Management,4.8,84,Property management company,"6125 W Reno Ave #800, Oklahoma City, OK 73127, United States","F98G+29 Central Oklahoma City, Oklahoma City, OK, USA",https://elevate-prop.com/,+1 405-459-0105,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNBL_JjfVHawY-6z8hZrUymqdGHpIaOFY68fVBg=w408-h414-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:16.755Z,9 am–6 pm,9 am–6 pm,10 am–3 pm,10 am–3 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,,,
https://www.google.com/maps/place/Blue+Lantern+Property+Management/data=!4m7!3m6!1s0x87b20f9052bcb6fd:0x61336e06d4ab7924!8m2!3d35.4857257!4d-97.6413199!16s%2Fg%2F11b6bvkjk4!19sChIJ_ba8UpAPsocRJHmr1AZuM2E,Blue Lantern Property Management,4.8,4,Property management company,"7312 NW 16th St, Oklahoma City, OK 73127, United States","F9P5+7F Central Oklahoma City, Oklahoma City, OK, USA",https://bluelanternok.com/,+1 405-550-1480,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOG8z_7PCIA4P9RSDW5XcDPG2kT86h5HrDjUqs=w408-h305-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:21.342Z,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/All+County%C2%AE+Heartland+Property+Management/data=!4m7!3m6!1s0x87b21fe1c6595459:0xa297d09e0360904a!8m2!3d35.5516171!4d-97.6213345!16s%2Fg%2F11j54h5gww!19sChIJWVRZxuEfsocRSpBgA57Ql6I,All County® Heartland Property Management,4.4,78,Property management company,"5909 Northwest Expy Suite 104, Oklahoma City, OK 73132, United States","H92H+JF Northwest Oklahoma City, Oklahoma City, OK, USA",https://www.allcountyheartland.com/,+1 405-444-8844,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOwOO1hcESYj5_v8QivOCm6ZnJlU42CpzvYtpcc=w426-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:25.778Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,Identifies as women-owned,,
https://www.google.com/maps/place/Luxe+Sales+%26+Management/data=!4m7!3m6!1s0x87b215b440bf68cb:0x80be76c3aa49e9e0!8m2!3d35.6022059!4d-97.6193284!16s%2Fg%2F11h3bnl6qn!19sChIJy2i_QLQVsocR4OlJqsN2voA,Luxe Sales & Management,4.1,274,Property management company,"13112 N MacArthur Blvd, Oklahoma City, OK 73142, United States","J92J+V7 Northwest Oklahoma City, Oklahoma City, OK, USA",https://luxe-pm.com/,+1 405-506-0653,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOhAvFkzlRjaYsz9jM97cnpbNmT63c6fsbMBikv=w426-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:30.571Z,10 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,10 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/LevelOne+Property+Management+%26+Leasing/data=!4m7!3m6!1s0x87b21185fa10ccf5:0xe95dadbdcda506be!8m2!3d35.5312168!4d-97.5714086!16s%2Fg%2F11h0jn7gbk!19sChIJ9cwQ-oURsocRvgalzb2tXek,LevelOne Property Management & Leasing,4.8,214,Property management company,"5900 Mosteller Dr UNIT 1, Oklahoma City, OK 73112, United States","GCJH+FC Central Oklahoma City, Oklahoma City, OK, USA",https://www.levelonepm.com/,+1 405-849-9998,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMWKdVIprRnW2jcMO6Uo5f7C0hKZchuJhnUqgFe=w426-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:35.153Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Oklahoma+HOA+Partner/data=!4m7!3m6!1s0x87b2138b77f00001:0x967123499ffe1446!8m2!3d35.3941311!4d-97.5294205!16s%2Fg%2F11h4cg7d2m!19sChIJAQDwd4sTsocRRhT-n0kjcZY,Oklahoma HOA Partner,4.2,18,Property management company,"7220 S Western Ave #104/103, Oklahoma City, OK 73139, United States","9FVC+M6 Central Oklahoma City, Oklahoma City, OK, USA",https://okhoapartner.com/,+1 405-251-8696,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ws8F3dyE2FE3EayACRz45A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.58557&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:39.569Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/OKCREAL+Property+Management+Company/data=!4m7!3m6!1s0x87b2172c394bbbc5:0x58a0139c704bb7a2!8m2!3d35.4583014!4d-97.5021467!16s%2Fg%2F11n144wll3!19sChIJxbtLOSwXsocRordLcJwToFg,OKCREAL Property Management Company,4.7,49,Property management company,"1141 W Sheridan Ave, Oklahoma City, OK 73106, United States","FF5X+84 Central Oklahoma City, Oklahoma City, OK, USA",https://www.okcreal.com/,+1 405-256-2156,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEgDNSN53FN-tI6YTdW_8YS4zjrrGlIfdgUlmEGxliPQV1mJ14oCc65H7_DxDKxlpm9dxXVuk2w9OtSVnILSVXuRzeNZi4bL6aiQS5G72YFioAyiTBb3OdxFMD--o4Fy83xZ3_=w408-h240-k-no-pi-0.14946496-ya93.36482-ro0.29487208-fo100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:44.054Z,"9 am–12 pm, 1–6 pm","9 am–12 pm, 1–6 pm",Closed,Closed,"9 am–12 pm, 1–6 pm",9 am–12 am,"9 am–12 pm, 1–6 pm",,,
"https://www.google.com/maps/place/Pointe+Property+Management,+LLC/data=!4m7!3m6!1s0x87b204dd90583ec9:0xe1a13e57942644d8!8m2!3d35.5502238!4d-97.6322942!16s%2Fg%2F1v_s6d14!19sChIJyT5YkN0EsocR2EQmlFc-oeE","Pointe Property Management, LLC",2.8,27,Property management company,"6800 W Wilshire Blvd, Oklahoma City, OK 73132, United States","H929+33 Knights Lake, Oklahoma City, OK, USA",http://www.rentinokc.com/,+1 405-720-0077,Open ⋅ Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0VB1azBLf5h2TWR80Wkv6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.39034&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:48.586Z,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,,,
https://www.google.com/maps/place/Key+Realty+and+Property+Management/data=!4m7!3m6!1s0x87b2172effffffff:0x685d53c168ee8069!8m2!3d35.5167133!4d-97.5347359!16s%2Fg%2F11b7lm9xgj!19sChIJ_____y4XsocRaYDuaMFTXWg,Key Realty and Property Management,3.4,141,Property management company,"4415 N Classen Blvd, Oklahoma City, OK 73118, United States","GF88+M4 Uptown Oklahoma City, Oklahoma City, OK, USA",http://keyrealtyokc.com/,,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPDLyFP3CS62b9uB9GD84RZh6A7p4hVx70kX3CB=w427-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:53.117Z,8:30 am–5:30 pm,8:30 am–5:30 pm,10 am–3 pm,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,,,
"https://www.google.com/maps/place/Summer+Moon+Property+Management,+LLC./data=!4m7!3m6!1s0x87b20f12daaed13f:0xbde95f236e66489f!8m2!3d35.546097!4d-97.726964!16s%2Fg%2F11f7b_hdcn!19sChIJP9Gu2hIPsocRn0hmbiNf6b0","Summer Moon Property Management, LLC.",5.0,3,Property management company,,,http://www.summermoonpropertymanagement.com/,+1 405-455-8320,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPd-_SYqf_6Qw2QbYZg4bk64-YFy3xmsnDIzMiF=w427-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:42:57.747Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Keyrenter+Property+Management+Oklahoma+City/data=!4m7!3m6!1s0x87b2176e1103a8f5:0x4b755389f1f4e0f5!8m2!3d35.4668445!4d-97.5322129!16s%2Fg%2F11ftctqr5s!19sChIJ9agDEW4XsocR9eD08YlTdUs,Keyrenter Property Management Oklahoma City,4.4,260,Property management company,"1141 W Sheridan Ave Suite Z2, Oklahoma City, OK 73106, United States","FF89+P4 Central Oklahoma City, Oklahoma City, OK, USA",https://keyrenteroklahomacity.com/,+1 405-454-7000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nps-ZZBmWbL8z5rKiTy6l85joCoIexzl_w_gpVwaWlpXl4S8s4ryTx01XiE9mYpm1iz4BdYFV8r2DPEeEO7zwdp1RgUmbBcOkTgdZ7tgSVcZfzslfQ7mrN2rQj8VnjEmY71K2Ts=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:43:02.358Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Simple+Property+Management/data=!4m7!3m6!1s0x87b21f0ebcbce165:0x8da8038dd35a8a4a!8m2!3d35.510952!4d-97.5590603!16s%2Fg%2F11h2ndgkqk!19sChIJZeG8vA4fsocRSopa040DqI0,Simple Property Management,4.5,50,Property management company,"2520 NW 39th St, Oklahoma City, OK 73112, United States","GC6R+99 Central Oklahoma City, Oklahoma City, OK, USA",http://thesimplebrands.com/,+1 405-445-5505,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyYGGAkMAQAya004EF9ibndRvVMUrERsLyVf0Spgv5FjEhYPz109xxRbMmGpKzfD-VU5p3yxzDNlsxd71yOGhcOjZsQm0jzD448r8T2gQ0kOuEQlYj5RGhUwWh87FuToG56qxYKp6NIXQA=w408-h289-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:43:07.268Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Keystone+Property+Management/data=!4m7!3m6!1s0x87b21cf2a8855555:0xb12549378e5dad03!8m2!3d35.6042882!4d-97.5653831!16s%2Fg%2F11nnwgbch8!19sChIJVVWFqPIcsocRA61djjdJJbE,Keystone Property Management,5.0,1,Property management company,"13144 Green Hill Rd, Oklahoma City, OK 73120, United States","JC3M+PR Northwest Oklahoma City, Oklahoma City, OK, USA",https://www.keystonepmok.com/,+1 405-358-7105,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zndAKEzQWK7x1RTXSFUx0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.50748&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:43:11.718Z,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Purposeful+Property+Management/data=!4m7!3m6!1s0x87b21bb40edc98d5:0xa2493774d4230ce8!8m2!3d35.5267684!4d-97.5695876!16s%2Fg%2F11m78x2qjc!19sChIJ1ZjcDrQbsocR6Awj1HQ3SaI,Purposeful Property Management,4.5,15,Property management company,"3030 Northwest Expy Suite 300, Oklahoma City, OK 73112, United States","GCGJ+P5 Central Oklahoma City, Oklahoma City, OK, USA",https://www.purposefulpropertymanagement.com/,+1 405-300-1494,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO8zncO0eY8IXxC-bFi_sCFpxtX6EOK7U_J27gu=w408-h268-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:43:16.358Z,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Roy+Smith+Property+Management/data=!4m7!3m6!1s0x87b216006286bcff:0xfe925df936ac9d22!8m2!3d35.4323366!4d-97.4409626!16s%2Fg%2F1tcwgh73!19sChIJ_7yGYgAWsocRIp2sNvldkv4,Roy Smith Property Management,5.0,7,Property management company,"3300 S Sunnylane Rd, Del City, OK 73115, United States","CHJ5+WJ Del City, Oklahoma, USA",,+1 405-677-8810,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lMExr9M5_zLXHEfnUun4gA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.04388&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-25T19:43:21.130Z,9:30 am–4 pm,9:30 am–4 pm,Closed,Closed,9:30 am–4 pm,9:30 am–4 pm,9:30 am–4 pm,,,
