placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error,isBlackOwned
https://www.google.com/maps/place/Tasty+Pools/data=!4m7!3m6!1s0x4f9506a18a752933:0x167f8060000cb2f0!8m2!3d38.9557807!4d-94.7489774!16s%2Fg%2F11wxl2fdcz!19sChIJMyl1iqEGlU8R8LIMAGCAfxY,Tasty Pools,5.0,1,Pool cleaning service,,"14021 W 95th St, Lenexa, KS 66215, United States","X742+8C Lenexa, Kansas, USA",,,Open ⋅ Closes 5 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C1MdYzKfVK3WgGOxEgohCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.81482&pitch=0&thumbfov=100,true,8 am–5 am,8 am–5 am,8 am–5 am,8 am–5 am,8 am–5 am,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:17.933Z,,
https://www.google.com/maps/place/EiSwimCare/data=!4m7!3m6!1s0x88e4ff5cecbc61b9:0x4c2bbad7336411ce!8m2!3d38.9814285!4d-94.757851!16s%2Fg%2F1vg_8366!19sChIJuWG87Fz_5IgRzhFkM9e6K0w,EiSwimCare,4.9,38,Pool cleaning service,,,,http://eiswimcare.com/,+1 913-420-1436,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWL3OdJIi24sVHwbfCC9bfIcXuDykNromo7PBLHet1GQBt_tXKde9JF0k3WfIobs1aDosqZUm-3PptInWggU3D_cUCvxs_vx6CRHWsOt7UCqd4wztL1EMtTS7xJPMPpz4sOtzMb2pB750=w408-h543-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–3 pm,10 am–3 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:23.269Z,,
https://www.google.com/maps/place/Jacobs+%26+Daughters+Pool+and+Spa+Services/data=!4m7!3m6!1s0x4bbdf811f8b9aa41:0x280cd8262eb1ad78!8m2!3d37.172989!4d-95.8617715!16s%2Fg%2F11yb4bz19c!19sChIJQaq5-BH4vUsReK2xLibYDCg,Jacobs & Daughters Pool and Spa Services,5.0,2,Swimming pool repair service,,,,,+1 816-719-1327,Open ⋅ Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPrhsDDccp7WK2qIcqJwm40T_luS6hiWUnFgCpT=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:28.314Z,,
https://www.google.com/maps/place/Pool+Service+Solutions+Inc/data=!4m7!3m6!1s0x6b89d6304368ef9f:0xc5952afeb1f76605!8m2!3d39.0677995!4d-94.5743859!16s%2Fg%2F11vytpdntm!19sChIJn-9oQzDWiWsRBWb3sf4qlcU,Pool Service Solutions Inc,4.6,10,Swimming pool repair service,,,,https://poolservicesolutionskc.com/?utm_source=omg-gbp&utm_medium=webclick,+1 913-915-2050,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMVumIbcJmdl_erX5nuEhzbLtAc9DSxb26yg4kG=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:33.209Z,,
"https://www.google.com/maps/place/Icon+Pools,+LLC/data=!4m7!3m6!1s0x87c0c3260196955b:0xa52a8d88af3ad1b6!8m2!3d38.8920976!4d-94.6073508!16s%2Fg%2F11s34p5ykk!19sChIJW5WWASbDwIcRttE6r4iNKqU","Icon Pools, LLC",4.9,91,Hot tub store,· In-store shopping,"13005 State Line Rd, Kansas City, MO 64145, United States","V9RV+R3 Kansas City, Missouri, USA",http://www.iconpoolskc.com/,+1 816-331-8279,,,https://lh3.googleusercontent.com/p/AF1QipOciiR6UxYayncBDOMoujPr2hK9k4CESuf5lc3i=w408-h284-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:36.274Z,,
https://www.google.com/maps/place/Tributary+Revelation/data=!4m7!3m6!1s0x87c0ec7136078c7d:0xe821109343e8e78d!8m2!3d38.9833198!4d-94.6721976!16s%2Fg%2F11gr62jfx3!19sChIJfYwHNnHswIcRjefoQ5MQIeg,Tributary Revelation,,,Swimming pool contractor,,"8021 Santa Fe Dr #200, Overland Park, KS 66204, United States","X8MH+84 Overland Park, Kansas, USA",https://tributaryrevelation.com/,+1 816-778-9045,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yWgYY5BY7cDZdb-yutSRIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.82526&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:41.169Z,,
https://www.google.com/maps/place/A+%26+S+Custom+Pools/data=!4m7!3m6!1s0x87c0c10aa0f2c513:0x92ea80ff659cd1f4!8m2!3d38.8529541!4d-94.6668714!16s%2Fg%2F1thbx5cr!19sChIJE8XyoArBwIcR9NGcZf-A6pI,A & S Custom Pools,5.0,7,Swimming pool contractor,,"7005 W 151st Terrace, Overland Park, KS 66223, United States","V83M+57 Overland Park, Kansas, USA",http://www.swimmingpoolskc.com/,+1 913-681-2469,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOsMIky0nMIYuyfs6tYneNv_uyAXxesHnPuZPMU=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:46.783Z,,
https://www.google.com/maps/place/Leak+Finders/data=!4m7!3m6!1s0x89a4b087bd288929:0x88cbdcc41991a011!8m2!3d38.347408!4d-94.755799!16s%2Fg%2F11yg6s11hp!19sChIJKYkovYewpIkREaCRGcTcy4g,Leak Finders,5.0,7,Plumber,,,,https://www.detect-a-leak.com/,+1 620-644-2042,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipPjRZor6M4xSCYbwKJdyNFJ9T11pJ4uWQbwSTHW=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:51.672Z,,
https://www.google.com/maps/place/Mid-West+Plastering+LLC/data=!4m7!3m6!1s0x87c0ed5c53383565:0x9decde62db3b9d64!8m2!3d38.9652512!4d-94.7318581!16s%2Fg%2F11mpcjjq09!19sChIJZTU4U1ztwIcRZJ0722Le7J0,Mid-West Plastering LLC,4.6,11,Swimming pool repair service,,"12604 Santa Fe Trail Dr, Lenexa, KS 66215, United States","X789+47 Lenexa, Kansas, USA",http://www.midwestplasteringllc.com/,+1 918-728-1572,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzHG4GgckNuf7TqRFLZB6UiKYpYX-sjCaWHw7vh4mXuen3PIoYUQ6DmEpeGOipbkzLFp53C2fg0lx5JJ7OiHBdRX2_qavEYwPTGFLczpzzsFcQUGk1WBAOLPyuWbrIMvQJJ9Hlqrzfiagg=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:57.160Z,,
"https://www.google.com/maps/place/Prairieside+Concepts,+LLC/data=!4m7!3m6!1s0x87c0eb504107cde3:0x118c49c608b4518!8m2!3d38.9548506!4d-94.6839587!16s%2Fg%2F11twdmysgc!19sChIJ480HQVDrwIcRGEWLYJzEGAE","Prairieside Concepts, LLC",4.6,9,Contractor,,"8660 W 96th St, Overland Park, KS 66212, United States","X838+WC Overland Park, Kansas, USA",http://www.prairiesideconcepts.com/,+1 913-602-6414,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r7oXPqG7pCmb3T_YiACj9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.36993&pitch=0&thumbfov=100,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:02.353Z,,
"https://www.google.com/maps/place/Great+Plains+Supply,+Inc./data=!4m7!3m6!1s0x87c094c30242758d:0xce27aea5422052ef!8m2!3d38.9456751!4d-94.7457837!16s%2Fg%2F1tf65_fm!19sChIJjXVCAsOUwIcR71IgQqWuJ84","Great Plains Supply, Inc.",4.8,18,Swimming pool supply store,· Delivery,"13891 W 101st St, Lenexa, KS 66215, United States","W7W3+7M Lenexa, Kansas, USA",http://www.greatplainspool.com/,+1 913-492-1520,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOWi9pZVK4cc2KkwaxZuVdcMopQp9XYEexgZPil=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:07.171Z,,
https://www.google.com/maps/place/Pools+by+York/data=!4m7!3m6!1s0x87c0bf6a0b3e1527:0xed0d29f1e516ea5e!8m2!3d38.888684!4d-94.783145!16s%2Fg%2F11p6vftyp2!19sChIJJxU-C2q_wIcRXuoW5fEpDe0,Pools by York,4.9,16,Swimming pool contractor,,"2013 E Prairie Cir, Olathe, KS 66062, United States","V6Q8+FP Olathe, Kansas, USA",https://poolsbyyork.com/,+1 913-747-7665,Open ⋅ Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybCw2KKKbJrkZf5dFVI1u6BY0HJGXfTqqvhPxfbj-_IT3uyEuC12bpf4VxF8aE_ZvmpuDSayLjhd6195rF-ZpDVXRPi7uFrJB4-dmjaJSSiZt3CB8hXeJDU3SZx4XMZ7cWcv-C=w408-h611-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:12.269Z,,
https://www.google.com/maps/place/Norburg+Pools/data=!4m7!3m6!1s0x87c0e8ab4b84fab5:0x9c9ac9a08d61b8e1!8m2!3d38.9818519!4d-94.5667391!16s%2Fg%2F1vh_8xbk!19sChIJtfqES6vowIcR4bhhjaDJmpw,Norburg Pools,5.0,3,Swimming pool contractor,,"8007 The Paseo, Kansas City, MO 64131, United States","XCJM+P8 Kansas City, Missouri, USA",http://norburgpools.com/,+1 816-444-8294,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipPtTu3V60ii6x10XW-fBuI_5yaDu_UKjgAv0DLP=w720-h240-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:17.208Z,,
https://www.google.com/maps/place/Lorax+Design+Group/data=!4m7!3m6!1s0x87c0ec71360b10ef:0xd0dfcbaffe319bb8!8m2!3d38.98333!4d-94.672237!16s%2Fg%2F1ptw9cl_9!19sChIJ7xALNnHswIcRuJsx_q_L39A,Lorax Design Group,4.8,20,Landscape architect,,"8021 Santa Fe Dr #200, Overland Park, KS 66204, United States","X8MH+84 Overland Park, Kansas, USA",http://loraxdesigngroup.com/,+1 913-972-7244,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOGB9kvjpWwKMKfj9HlgLtxBUD4PyGUJIt90lpd=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:22.140Z,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Kansas+City/data=!4m7!3m6!1s0x87c0f9ca7d733855:0xf5c00968e8656c78!8m2!3d39.1539545!4d-94.5025669!16s%2Fg%2F11r6kntgbr!19sChIJVThzfcr5wIcReGxl6GgJwPU,ASP - America's Swimming Pool Company of Kansas City,4.8,39,Swimming pool repair service,,,,https://www.asppoolco.com/kansas-city/?utm_source=GMB&utm_medium=organic&utm_campaign=gladstone,+1 816-327-9028,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNG0QkEQeIhNF0ictrNj3SqF7hymLEk2xJMDG7I=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:27.151Z,,
https://www.google.com/maps/place/Overland+Park+Pool+Renovation/data=!4m7!3m6!1s0x87c0c124a33091e3:0x68fdb1a246aa93e6!8m2!3d38.8928641!4d-94.6949236!16s%2Fg%2F11fr5vtsxl!19sChIJ45EwoyTBwIcR5pOqRqKx_Wg,Overland Park Pool Renovation,,,Swimming pool contractor,,"12915 Hayes St, Overland Park, KS 66213, United States","V8V4+42 Overland Park, Kansas, USA",https://overlandparkpoolrenovation.com/,+1 816-994-3300,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sa10BGMkjbbnGHUnVoerlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.13149&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:29.982Z,,
"https://www.google.com/maps/place/Cover+Care,+LLC/data=!4m7!3m6!1s0x87c0efb82e8cbf15:0xea5f4501ed33370e!8m2!3d39.041168!4d-94.592941!16s%2Fg%2F11ghr00zqy!19sChIJFb-MLrjvwIcRDjcz7QFFX-o","Cover Care, LLC",3.8,20,Swimming pool repair service,,"435 Nichols Rd STE 200, Kansas City, MO 64112, United States","2CR4+FR Kansas City, Missouri, USA",https://covercare.com/,+1 816-326-3150,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfUw3sIm_9iaIxRLvSN99gBNB5wNpuHE_HNiYdbCu-rBw5HCKT-kh7EcCnbUBs2EC1yd2F5OJfiJtsMg_0eS7EXis2j_kYkjYIM9SAzkAh6NB2PHSrm0BVNbx3sO5nKGtv44dHJA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:35.116Z,,
https://www.google.com/maps/place/Banks+Swimming+Pool+Service+Company/data=!4m7!3m6!1s0x87c0c1157606cd71:0xadbc8ca76f2ba71a!8m2!3d38.8329649!4d-94.6681691!16s%2Fg%2F1tjfhc9s!19sChIJcc0GdhXBwIcRGqcrb6eMvK0,Banks Swimming Pool Service Company,2.5,4,Swimming pool repair service,,"16290 Metcalf Ave, Stilwell, KS 66085, United States","R8MJ+5P Stilwell, Kansas, USA",https://www.bluevalleyaquatech.com/,+1 913-851-5809,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMvF0MLNjEFXLGarKExWC8hDzrKIm6QDXjEdQrP2PFWYFGPc1JwMefDqxJ5ZKLaacNTrbjNhpDpVBcaMfwXfY03TwPwwQ1_OWDQDs8RvXytW5kyxo2gTEd6e2PRqKASFFwzyo=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:40.064Z,,
https://www.google.com/maps/place/KC+Pool+Guys+Service+and+Supplies/data=!4m7!3m6!1s0x87c0c092804eff8d:0x86b555c2a36e85e0!8m2!3d38.879795!4d-94.8319396!16s%2Fg%2F11c423dq67!19sChIJjf9OgJLAwIcR4IVuo8JVtYY,KC Pool Guys Service and Supplies,4.8,4,Pool cleaning service,,,,,+1 816-316-6430,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMKIktaRi1SkpesPmq3ZedqaLnjDMqyVaj7piMA=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:27:45.960Z,,
