placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
https://www.google.com/maps/place/His+Workmanship+-+Detroit/data=!4m7!3m6!1s0x8824cb4bc9352b39:0xae08acf89d94e35c!8m2!3d42.4627355!4d-83.2527649!16s%2Fg%2F11h90dw_5v!19sChIJOSs1yUvLJIgRXOOUnfisCK4,His Workmanship - Detroit,4.8,263,Landscaper,,,https://hisworkmanshiplabor.com/cities/detroit-michigan/?utm_source=Google%20My%20Business-%20Detroit&utm_medium=Organic,+1 248-936-6434,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFP_drfiC9c0o91HBzSK-x72TI0CmIgZb9x-oR1RiopsZfR2ZodbhZGorzvVPwOA10uqpYPrHtRwndksB4Pc6mY-LsRrbpV41ooMTPE3qE3xm57O4S5wi6Ko-AR2CDQshVTRr4lFA=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:21.199Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,,
https://www.google.com/maps/place/Hernandez+Services+Inc./data=!4m7!3m6!1s0x883b32c48a74e09d:0x1972aa0f88003bba!8m2!3d42.330992!4d-83.109032!16s%2Fg%2F11fnypj4qd!19sChIJneB0isQyO4gRujsAiA-qchk,Hernandez Services Inc.,5.0,6,Landscaper,"Michigan Ave, Detroit, MI 48210, United States","8VJR+99 Detroit, Michigan, USA",https://hernandezservices.net/,+1 313-213-3396,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE39RTTn8uNYP-IJcvubYCyqbbvQudfHVYC2GApfnl_PrYY6tsseqpvhxCUALqY8x9YV-REOW2kRvtPYDaXbguzIP8vu5XGlPAMhMHfV__MeCuQkzTHArhtrBXdfyIvkhUMUCW2qpgQLO8=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:25.992Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,Identifies as Latino-owned,,
https://www.google.com/maps/place/Elandal+profesional+landscaping/data=!4m7!3m6!1s0x883b32fc2baed6ff:0x59f1000d2115e814!8m2!3d42.3105884!4d-83.1192318!16s%2Fg%2F11g6rdns9j!19sChIJ_9auK_wyO4gRFOgVIQ0A8Vk,Elandal profesional landscaping,5.0,2,Landscape designer,"1813 N Green St, Detroit, MI 48209, United States","8V6J+68 Detroit, Michigan, USA",https://www.detroitlandscapingcompany.com/,+1 586-209-9056,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcvJf4nAL7o-Pu6NVv2z9vM4M4pJFatzqtFrbzyddTZaHcwRYupx6S7gZhTJ1ZEfWds7zpPPTc4LToPmr-wh06bClczbckYv7gKg4jC60ZLnQ1f8zGIPSUdIu9W1VbuPLnWwVRgQPN9Ak=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:30.981Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Payne+Commercial+Service+Landscaping+Inc./data=!4m7!3m6!1s0x8824d164c93375eb:0x831b1733986b4185!8m2!3d42.4239427!4d-83.0249344!16s%2Fg%2F11gty25tkn!19sChIJ63UzyWTRJIgRhUFrmDMXG4M,Payne Commercial Service Landscaping Inc.,3.4,49,Landscaper,"7635 E Davison St, Detroit, MI 48212, United States","CXFG+H2 Detroit, Michigan, USA",,,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGU9pDWYxGAAZenLr4aBU0KpD8eCFVNk-V3kjsg82yjfvwToSRLyskrAOhrN82r68GMXMMApmwT_Cv5ULfmtt6glCwQITgweUe4AKJeBLa3KxJoCfusjO_DzVLXD8KBalVNCsYd=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:35.887Z,8 am–5 pm,8 am–5 pm,8 am–5:30 pm,8 am–5 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,,,
https://www.google.com/maps/place/Powell+%26+Son+LLC/data=!4m7!3m6!1s0x8824cdbb20b307a3:0xd1890d577bf06ac8!8m2!3d42.3939967!4d-83.1082397!16s%2Fg%2F1tf662mx!19sChIJowezILvNJIgRyGrwe1cNidE,Powell & Son LLC,4.7,56,Landscaping supply store,"12730 Woodrow Wilson St, Detroit, MI 48238, United States","9VVR+HP Detroit, Michigan, USA",https://powellandsonllc.com/,+1 313-865-0745,"Open · Closes 4 pm

Confirmed by this business 1 week ago",true,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8lzjtAQBleu4Meeb-aoLBOHrE62k9-ow33KIksd4lWl6d8I3uUqWbAFDwK_35gRz10t72KmEQ18i5nWDziacUlx_FYkIAy1NwcRhTpDy5cIxa2m0ZhI7dBZhTwRH2wyI2Ddvemg=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:41.104Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–2 pm,Closed,8:30 am–4 pm,8:30 am–4 pm,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/A.C+Landscaping/data=!4m7!3m6!1s0xaae0aa33762e4687:0xc6884e908a559ac9!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11tt94k6tn!19sChIJh0YudjOq4KoRyZpVipBOiMY,A.C Landscaping,5.0,2,Lawn care service,,,http://aclandscaping.org/,+1 313-200-4030,Open · Closes 8:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlyyLX8BJtHFKW1R-rynytXpnDNBDnafkJpWD6MTNDrtcuU8ea3BRySGuCaN4lmn_WBCHHPp0-BeNA2InKcefKF_lGUYQHGYSr37G2ShX_s-VmOk2MKyLpIfezv1ezO-tWgLRT=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:45.756Z,7 am–8:30 pm,7 am–8:30 pm,7 am–8:30 pm,8 am–5 pm,Closed,7 am–8:30 pm,7 am–8:30 pm,,,
https://www.google.com/maps/place/St.+Louis+Outdoor+Services/data=!4m7!3m6!1s0x6491a3c0760160b1:0x9e2dedde404ca911!8m2!3d42.1000145!4d-82.8847059!16s%2Fg%2F11v3xfr976!19sChIJsWABdsCjkWQREalMQN7tLZ4,St. Louis Outdoor Services,4.9,58,Landscape designer,,,http://stlouislandscapes.ca/,+1 226-340-9789,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzBBGJIXo9fXqk5Uf3OEZfVvS0_0-VWLTNGXeCWN2kdDSY2AINHYYCfH6dUiR7P9XLE5RcaiVVdgw6fVgDSQ3MUpS0S6kFE9v549Iz_I6IWaGUQBi2xDCONxug1oWPF6Td1gmuPVdMiVPv=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:50.946Z,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,,,
https://www.google.com/maps/place/Murray+Family+Landscaping+Detroit/data=!4m7!3m6!1s0x493da878b1821805:0xbddd316854681c95!8m2!3d42.352595!4d-83.0991151!16s%2Fg%2F11zk9j9k94!19sChIJBRiCsXioPUkRlRxoVGgx3b0,Murray Family Landscaping Detroit,5.0,12,Landscaper,,,https://murrayslandscaping.wixsite.com/murray-family-landsc,+1 313-888-5671,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESFx0cj8ITXk5qL1cDXLUXV1oqSEomLyqLyWCXAu40IfkWbH4oWRX8xrOx4dTn5tgTy9Kz8OIXaDMusZVHqia3bseDS99JRqj1MgBsVreg8M_rppx6fcwsoUmx6PminlLODCEg84_MxZGp=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:51:56.064Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–12 pm,7 am–12 pm,7 am–7 pm,7 am–7 pm,,,
https://www.google.com/maps/place/Detroit+Landscaping+Company/data=!4m7!3m6!1s0x6ee66de4c17988f1:0xb6ae7c816f3121a2!8m2!3d42.6061248!4d-83.2682457!16s%2Fg%2F11sy3j1_t3!19sChIJ8Yh5weRt5m4RoiExb4F8rrY,Detroit Landscaping Company,5.0,18,Landscaper,"43313 Woodward Ave #1272, Bloomfield Hills, MI 48302, United States","JP4J+CP Bloomfield Hills, Michigan, USA",http://detroitlandscapingco.com/,+1 248-397-5553,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzw1nl6Eqy_F9Zm8YJqrLHrHZNi2rP4VhNQzAM4xkcW4prlh1wLpQpWeioI2aaDJ15hb4gM97Dfu9uPvl-_77uTSWscZ5h0VE8Sng0LPerZSQOXRL_J6q3A7-yUa3J7ZGPJqoGZw=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:52:01.325Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Patriot+Landscaping/data=!4m7!3m6!1s0x8825214a04db0f8f:0xeefcdfb155220267!8m2!3d43.012542!4d-83.5284355!16s%2Fg%2F1tdp12g6!19sChIJjw_bBEohJYgRZwIiVbHf_O4,Patriot Landscaping,2.9,17,General contractor,,,,+1 818-322-0770,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZwCM8JPpBspf8AAs9j3w3wsRN6M6Y4AkPBDGIMiTxX0GAaqHI0QqYi91XKt2xXvIYYuL5tVsqU9yTs7mno1ZFiOIbGIMqD8y51N-fk5cpSgdvi-z2uvyiRA7VIRcs9hZesoAxSyPHznJX=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:52:06.227Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/E+and+M+Landscape+Services/data=!4m7!3m6!1s0x883b33c1a0353d15:0x3459ddefee047697!8m2!3d42.3396537!4d-83.1372232!16s%2Fg%2F11k_97qzc6!19sChIJFT01oMEzO4gRl3YE7u_dWTQ,E and M Landscape Services,5.0,4,Landscaper,"5843 Larkins St, Detroit, MI 48210, United States","8VQ7+V4 Detroit, Michigan, USA",http://www.eandmlandscape.com/,+1 313-826-8166,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3MliIvN9hdelyeA6JymTiTS7UCVqtUs5dnSXiKy3iCNq_hmwTg5gq1DU8evctT274St_J6O5C9LCtGn0RffdfTKiPT418zKhfeP15Ynrl0uG8mTccx4FaoKo98qyGS377d93KKw=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:52:11.264Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–3 pm,Closed,7 am–5 pm,7 am–5 pm,,,
https://www.google.com/maps/place/ABC+Co.+Landscaping/data=!4m7!3m6!1s0x8824d4213a677cef:0x65f604f1f779899d!8m2!3d42.3977024!4d-82.9195293!16s%2Fg%2F11ddxwd3km!19sChIJ73xnOiHUJIgRnYl59_EE9mU,ABC Co. Landscaping,4.3,26,Landscape designer,"17410 Mack Ave #1022, Grosse Pointe, MI 48230, United States","93XJ+35 Grosse Pointe, Michigan, USA",http://www.abccolandscaping.com/,+1 248-773-4577,Open · Closes 5 pm,true,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEnyvV7ZCOsDlSRpng7-0-zw2kF2r2HTlOg-tvK8bnx5gDQCG8gI211dFuAiZs0rQGgFKWHsMNyVH8VdHu7hxDKP-w6wfgPcG4RZ66x6CiWvaJFwKn0A69WijBFXfq0l7axbBe=w408-h243-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:52:16.350Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,12–5 pm,,,
https://www.google.com/maps/place/New+Beginning+Landscape+Service/data=!4m7!3m6!1s0x2f9e3862f41d9f89:0x7b89b7ee3a9777a7!8m2!3d42.3685834!4d-83.0467307!16s%2Fg%2F11vwv6zgc5!19sChIJiZ8d9GI4ni8Rp3eXOu63iXs,New Beginning Landscape Service,,,Landscaper,"5470 Saint Aubin St, Detroit, MI 48211, United States","9X93+C8 Detroit, Michigan, USA",https://nblandscape.com/,+1 313-491-1218,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXz6UZh247Cq7chlbk8FftTl6ofqLoa_0bEpq0wNvAT7xg4ywGH9CU0mkoliNWiTHgIUQR4EnzuGYK6chZ-Rxqm3grMmBkfqKLIaOb0vCrXoaYkX4mV4fKUF6gIvGuGubxxT9d=w408-h874-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:52:21.115Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Israel+Lawncare+LLC/data=!4m7!3m6!1s0x883b32a8ccd5a6bd:0x16165da390088927!8m2!3d42.3807902!4d-83.1091494!16s%2Fg%2F11rkmtny4y!19sChIJvabVzKgyO4gRJ4kIkKNdFhY,Israel Lawncare LLC,4.8,19,Lawn care service,"2317 Calvert Ave, Detroit, MI 48206, United States","9VJR+88 Detroit, Michigan, USA",http://630673494894919.square.site/,+1 313-204-5272,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7w-mDHLYZe7Ucjc3BMFpRGozjW2bOHirskBCiaWPhTvC9zIJvZindKKkWZKWTLD7sg4-J9XllwyzmK9tDoE3qhLKC4UBuyzljUowWczngjikgJNyJnG_erDf-OP3BUv1DJrcaaw=w408-h408-k-no,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:52:25.930Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,,,
https://www.google.com/maps/place/STK+Landscaping+and+Contracting/data=!4m7!3m6!1s0x8824cb7dbd9e64f7:0x79c1929dcc6b8f3!8m2!3d42.4050462!4d-83.2088316!16s%2Fg%2F11y36rp2p7!19sChIJ92SevX3LJIgR87jG3CkZnAc,STK Landscaping and Contracting,4.9,13,Lawn care service,"15703 Asbury Park, Detroit, MI 48227, United States","CQ4R+2F Detroit, Michigan, USA",http://www.stklandscapingandcontracting.com/,+1 313-367-7237,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OnPcQ_wqzoYSPTQEGFD_gA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.27417&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-04-29T18:52:30.917Z,6 am–8 pm,6 am–8 pm,Closed,Closed,6 am–8 pm,6 am–8 pm,6 am–8 pm,,,
