placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Arrow+Lawn+Care/data=!4m7!3m6!1s0x89ab153ae170191d:0xf40637599a5206b2!8m2!3d34.9940802!4d-79.0015029!16s%2Fg%2F11fstmxgxp!19sChIJHRlw4ToVq4kRsgZSmlk3BvQ,Arrow Lawn Care,5.0,125,Lawn care service,,"2536 Lull Water Dr, Fayetteville, NC 28306, United States","XXVX+J9 Fayetteville, North Carolina, USA",https://arrow-lawncare.com/,+1 910-835-6068,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-L9tqdxL8vTA8buBv9RqC3RT4BahQd0N54bzmOxmcmNnlWGY3VaBZXmit2hydv_eiTN8OevaeHn430FxLsgWjcVjot4wYgYPqimaKNcFeFA65rJTdRnsajKlsnNy16e3qo_u8DnuCgkoo=w408-h544-k-no,true,7 am–5:30 pm,7 am–8:30 pm,7 am–8:30 pm,9 am–8:30 pm,Closed,7 am–8:30 pm,7 am–8:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:46:46.979Z,,
https://www.google.com/maps/place/Pride+Lawn+Care/data=!4m7!3m6!1s0x89ab11a77dfa9caf:0x97184943a8897d87!8m2!3d34.9128809!4d-78.874777!16s%2Fg%2F11qry3b8ss!19sChIJr5z6facRq4kRh32JqENJGJc,Pride Lawn Care,5.0,16,Lawn care service,,"5612 Par Ct, Hope Mills, NC 28348, United States","W47G+53 Hope Mills, North Carolina, USA",http://pridelawnnc.com/,+1 910-916-1036,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwjcJhKk-cagPnCKNVyaO6K4GFj5wp75JbzaX7HR8LFqW650kwsn6wQLBYm_axWCx_Ve8Fcu7OqvygPk8evdTjVsOpnDqLgoAolWt_VfZigyCg4EHLj4B6IzfjdUHZrURbAtv1=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:46:51.704Z,,
https://www.google.com/maps/place/Perfection+Lawn+Care+%26+Maintenance+LLC/data=!4m7!3m6!1s0x89ab1108717c7e77:0x6a23de452a7b921b!8m2!3d34.9628069!4d-78.9348747!16s%2Fg%2F11gjm5drs8!19sChIJd358cQgRq4kRG5J7KkXeI2o,Perfection Lawn Care & Maintenance LLC,4.8,6,Lawn care service,,"5190 Church St, Hope Mills, NC 28348, United States","X378+43 Hope Mills, North Carolina, USA",,+1 910-263-1162,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEh2uTRaV5HAJbgTRPO4OjQflcQkaY2KXkPZ8BjrUZrN1BhFngV6CIeo0t6eVHIzXquBFif5Dk2k0zNqbUE1yZ_wEIQuOS629nmdNDpqUnve8hBSIhxZgHVcMYYLlR1mkpx1ZbwbaEyQYo0=w408-h612-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:46:56.591Z,Identifies as women-owned,
https://www.google.com/maps/place/V+%26+C+Lawn+Services/data=!4m7!3m6!1s0x89ab153a92a0c563:0x78764278e46b3d7b!8m2!3d34.9960465!4d-78.950739!16s%2Fg%2F11w4ck41f7!19sChIJY8WgkjoVq4kRez1r5HhCdng,V & C Lawn Services,5.0,28,Lawn care service,,"3104 Hagley Court, Fayetteville, NC 28306, United States","X2WX+CP Fayetteville, North Carolina, USA",http://www.vclawnservice.com/,+1 910-978-5542,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQn6Of1DRysV4TGzFstl1PQ5MlMgUhq267Ru2zr6MTeot661zZhVZjNMAtzdE1S1xSsZF9sNPwWTkKkOdri1cz4E3iW15-syRDyil-iHG773B8kSStrXrYGBCKwS_sUf7Pk_mA=w408-h355-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:01.381Z,Identifies as veteran-owned,
https://www.google.com/maps/place/FJCP+Lawncare+%26+Landscaping+LLC/data=!4m7!3m6!1s0x22408e7f9d6aded7:0x3672b88455246aa3!8m2!3d35.072659!4d-79.001328!16s%2Fg%2F11t6gfl5tb!19sChIJ195qnX-OQCIRo2okVYS4cjY,FJCP Lawncare & Landscaping LLC,4.9,28,Lawn care service,,,,http://www.fjcplawncare.com/,+1 910-853-2228,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGldbMwmbX95AZ49unT7LtYvsUs1aGDwA19UGASlHtdGvCYyFxNlU9unzB9eiE3NMmKdyAPm1FTuYGDvIpPusLyDp9Mvm3WQndJ2OQM2XDPund-vTxBF0BFUFK4OoQC9UJSc_81qrOrgc=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:06.103Z,,
https://www.google.com/maps/place/Mounsey+and+Son+LLC/data=!4m7!3m6!1s0x89ab678f736a59ad:0x6318ade23b81cde9!8m2!3d34.9581279!4d-78.9643573!16s%2Fg%2F11kzcbdg0l!19sChIJrVlqc49nq4kR6c2BO-KtGGM,Mounsey and Son LLC,5.0,4,Landscaper,,"5443 Ahoskie Dr, Hope Mills, NC 28348, United States","X25P+77 Hope Mills, North Carolina, USA",,+1 910-813-7995,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOXHOYC_Rmh_lSrxsmLvQslrASK6nA9Ys8AYSCtNM7NYS6NLw1s85_plGSuyAKdnCa9pl1iC7pJN5LcQg6_1_tAn7nA2Bd5liRoK_63fCyA2EM0ydYLUwnXXBmhZ7JJvZIC9KL-Q=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:10.935Z,,
https://www.google.com/maps/place/Down+%26+Dirty+Landscaping/data=!4m7!3m6!1s0x89ab1575317490c5:0x812e85801768b26a!8m2!3d35.0900706!4d-78.9431874!16s%2Fg%2F11jn4_p7k0!19sChIJxZB0MXUVq4kRarJoF4CFLoE,Down & Dirty Landscaping,5.0,18,Landscaper,,,,,+1 910-400-1605,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUJ-8hJsoVqIEaKqKVJjvdOpNlITFplWT7B54vEn9GzPbP88Q-O3nmOVPQB4lVak33AAC-ZRKcruT0440kutOWUzO4KN7mPnNijghSseCiKNcmmF9gYpVDrLkw7cfBYXxanBhyXg=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:15.597Z,,
https://www.google.com/maps/place/TRI-BLADE+LAWNCARE/data=!4m7!3m6!1s0x65d5d880e4df8299:0xd54490c582e5b719!8m2!3d35.0037756!4d-78.9977929!16s%2Fg%2F11ldsfpn8s!19sChIJmYLf5IDY1WURGbflgsWQRNU,TRI-BLADE LAWNCARE,4.9,13,Lawn care service,,"2751 Blockade Runner Dr, Fayetteville, NC 28306, United States","2232+GV Fayetteville, North Carolina, USA",https://www.tribladelawncare.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14982599970110236141,+1 910-827-5024,Closes soon · 4:30 pm · Opens 10 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAa4B0vdZ7dXEtpQO4SsXUD9ebapnHuKGs3F8cdQnj9R0miIg61MoJPCULm2EdqNd8qRXAGFo9eOF5xpdgjkJGWGFGLI_vRW15qJeSkaIsXndMIOfgaoGE5b2uW1ldcPcU6w9g=w408-h306-k-no,true,10 am–4:30 pm,10 am–4:30 pm,Closed,Closed,Closed,10 am–4:30 pm,10 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:20.284Z,Identifies as indigenous-owned,
https://www.google.com/maps/place/Cutting+Edge+Lawn+Care+And+Landscaping/data=!4m7!3m6!1s0x89ab3fd42e6ce495:0xa27eb2056df98d01!8m2!3d34.9956186!4d-79.0344266!16s%2Fg%2F11lsnl7w8h!19sChIJleRsLtQ_q4kRAY35bQWyfqI,Cutting Edge Lawn Care And Landscaping,4.7,32,Lawn care service,,"5602 Grimes Rd, Fayetteville, NC 28306, United States","XXW8+66 Fayetteville, North Carolina, USA",https://cuttingedgelawncarenc.com/,+1 910-987-2168,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEr9TdJrTnN99OyczcErjATmGeZ6Yyh8qVgOEEwGGznMEtELcSwGiqmRbGF6dnCtLDw3ywTSmnorIq-gODsrD1yiqQLT_IkTcGRW-UVsxuUsR_mTeOjo2sSrMheiHcSAimApvGE=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:25.147Z,,
https://www.google.com/maps/place/Atkins+Stormwater+Management/data=!4m7!3m6!1s0x233bf91344421e89:0x1aa5fc1f1fe99da4!8m2!3d34.9726814!4d-78.9770869!16s%2Fg%2F11w_n70xt8!19sChIJiR5CRBP5OyMRpJ3pHx_8pRo,Atkins Stormwater Management,5.0,1,Construction company,,"5905 Rehoboth Rd, Hope Mills, NC 28348, United States","X2FF+35 Hope Mills, North Carolina, USA",https://www.facebook.com/share/14aGeR5PENG/?mibextid=wwXIfr,+1 910-850-2139,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqnM_HDVDs_9sT8UWIJfh28d-8wXj4_j0QY4pwQDOxUnrFxAMVjCkL-AHTOQmUhtwc8HoXGb_lV7xH1ebZ8rFdrWdx8ADdF7xlyHLHP8X1HM7RYox4eZqLp_gq0wr-mVN3TC8nWmLwv7M=w408-h882-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:29.745Z,,
"https://www.google.com/maps/place/Mow,+Blow+and+Go+Landscaping+and+Horticultural+services/data=!4m7!3m6!1s0x89ab15ffd9e2d039:0xc9195a001712325f!8m2!3d35.0543907!4d-78.9626962!16s%2Fg%2F11h4f_rtxr!19sChIJOdDi2f8Vq4kRXzISFwBaGck","Mow, Blow and Go Landscaping and Horticultural services",5.0,8,Landscaper,,"573 Rock Spring Rd, Fayetteville, NC 28314, United States","323P+QW Fayetteville, North Carolina, USA",https://www.facebook.com/MowBlowAndGoFayetteville/,+1 910-916-6914,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFX74vvLZdcd2BIXlwEFv53JA9ob-UCkcsIZC3B6bFGk2x411LhgMIggZ-WLHkIY9gbFvfQ9SfEDrBXlyOj7gx0M7ruHqpX2Cjh6lMFdV2Ku6QToq3e3dsaVBmZuO1AawWFp-Ea0gHwAV_6=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:34.682Z,,
https://www.google.com/maps/place/ABW+Property+Professionals/data=!4m7!3m6!1s0x89ab14012196ccf3:0x6a9786f949a113c1!8m2!3d34.9603355!4d-78.872318!16s%2Fg%2F11gfm3c506!19sChIJ88yWIQEUq4kRwROhSfmGl2o,ABW Property Professionals,5.0,67,Lawn care service,,,,https://abwpropertyprofessionals.com/,,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlqNZVwW9-f5098lU0ice9QMEq29P0EN2U3GUXXtGubi75v-871Dg_5jIkWS1zatuXzksrsLc1uTCLugX_NGinASDOllKX-jZgCsebiAosfiMlKkOuzrgVVCAZcHONIzNkqYyYIgS3d1iL=w408-h725-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–2 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:39.612Z,,
https://www.google.com/maps/place/Sizemore+Home+Solutions/data=!4m7!3m6!1s0x89ab15429ed8c5d7:0xc94a0c50b9d74d27!8m2!3d34.9791834!4d-78.9571953!16s%2Fg%2F11qqtl2kfb!19sChIJ18XYnkIVq4kRJ03XuVAMSsk,Sizemore Home Solutions,5.0,6,Lawn care service,,"3215 N Main St #788, Hope Mills, NC 28348, United States","X2HV+M4 Hope Mills, North Carolina, USA",http://sizemorehomesolutions.com/,+1 910-987-6284,Closed · Opens 6 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0l-YPv-VfiSPn8fDzblS9woYB1J4J8WZ7Sfwy_-SUAclNl37gEqYnR5i0gc_-IfR9DWgFLH7cl0oIjCSRiYTP0KIs5Hl_m8DjJOqO7e0njNBBCuHmg92O0HPLZqSP-mk_4Dw=w408-h544-k-no,true,6 am–3 pm,6 am–3 pm,6 am–3 pm,Closed,Closed,6 am–3 pm,6 am–3 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:44.388Z,Identifies as women-owned,true
https://www.google.com/maps/place/Johnson+%26+Son+Landscaping+and+Wood+Sales/data=!4m7!3m6!1s0x89ab15985591aa85:0xa4365bb0f1dd0a9b!8m2!3d34.2920456!4d-79.86097!16s%2Fg%2F1hc28pl6j!19sChIJhaqRVZgVq4kRmwrd8bBbNqQ,Johnson & Son Landscaping and Wood Sales,5.0,2,Landscaper,,,,,+1 910-578-1113,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0I314lAjMDbKsblc6muggSdnTxlvHx3eVNn9TQu8UL4QzE2kg3u9iAyu9pkJZUj0GGn52ntOBQxpjAi4vgQu78RsRj_O-TDgTzyDX2816ZTUTClQcVSkKBiMCLY88B_ltu7U=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:47:48.992Z,,
