placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info
"https://www.google.com/maps/place/Richmond+Vein+Center+-+Midlothian/@37.4585062,-77.6509104,17z/data=!3m1!4b1!4m6!3m5!1s0x89b17398ef6ceebd:0x6622a2c9bd64958a!8m2!3d37.4585062!4d-77.6509104!16s%2Fg%2F11x_5jycmp",Richmond Vein Center - Midlothian,,,Medical clinic,"13460 Tredegar Lake Pkwy, Midlothian, VA 23112, United States","F85X+CJ Midlothian, Virginia, USA",https://richmondveincenter.com/,+1 804-346-1612,"Closed · Opens 8:30 am Wed

Updated by this business 9 weeks ago",,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2025-12-16T22:06:24.428Z,,
https://www.google.com/maps/place/Vascular+Surgery+Associates+of+Richmond+-+Midlothian/data=!4m7!3m6!1s0x89b16e2c5bd78e1b:0xaa462de322e13408!8m2!3d37.4584782!4d-77.6508504!16s%2Fg%2F11b7f3z99v!19sChIJG47XWyxusYkRCDThIuMtRqo,Vascular Surgery Associates of Richmond - Midlothian,4.8,294,Surgical center,"13460 Tredegar Lake Pkwy, Midlothian, VA 23112, United States","F85X+9M Midlothian, Virginia, USA",https://vascularsurgeryassociates.com/,+1 804-897-6040,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNWbxIVQrGd6WVVjRjXid9UpUAE74asoxb8rjWa=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2025-12-16T22:06:28.880Z,,
https://www.google.com/maps/place/Richmond+Vein+Center+-+Colonial+Heights/data=!4m7!3m6!1s0x89b1a73ddb5181fd:0x2a49954d01375067!8m2!3d37.2821501!4d-77.4129773!16s%2Fg%2F11zjmgrq88!19sChIJ_YFR2z2nsYkRZ1A3AU2VSSo,Richmond Vein Center - Colonial Heights,,,Medical clinic,"3660 Boulevard J, Colonial Heights, VA 23834, United States","7HJP+VR Colonial Heights, Virginia, USA",https://richmondveincenter.com/,+1 804-346-1612,"Closed · Opens 8:30 am Tue

Updated by this business 9 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V6csdQriZRu0HzM7qNutBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.23317&pitch=0&thumbfov=100,true,8:30 am–5 pm,Closed,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2025-12-16T22:06:33.118Z,,
"https://www.google.com/maps/place/Brian+Chen,+MD/data=!4m7!3m6!1s0x89b16de645a4e987:0x231cfd78409313ad!8m2!3d37.508335!4d-77.5936635!16s%2Fg%2F11j1sr69nc!19sChIJh-mkReZtsYkRrROTQHj9HCM","Brian Chen, MD",5.0,107,Vascular surgeon,"1051 Johnston Willis Dr # 200, Richmond, VA 23235, United States","GC54+8G Richmond, Virginia, USA",https://hcavirginiaphysicians.com/physicians/profile/Dr-Brian-Chen-MD?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 804-320-2705,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPdklRNWo9rTT-raEGeyln-yv1qlnbg_bq2prm8=w408-h407-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2025-12-16T22:06:37.490Z,,
https://www.google.com/maps/place/Vascular+Surgery+Associates+-+Vascular+Center/data=!4m7!3m6!1s0x89b115b5684b79c9:0xc9f6e967c2256c6b!8m2!3d37.6085302!4d-77.4946258!16s%2Fg%2F1tfczpn_!19sChIJyXlLaLUVsYkRa2wlwmfp9sk,Vascular Surgery Associates - Vascular Center,4.6,39,Surgical center,"6031 Staples Mill Rd, Richmond, VA 23228, United States","JG54+C4 Richmond, Virginia, USA",https://vascularsurgeryassociates.com/,+1 804-264-8782,Closed · Opens 6:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipM9FDjQrf2AOFWisH6uDyBog4YMFp4_Wa-9uUs2=w408-h271-k-no,true,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,Closed,Closed,6:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2025-12-16T22:06:41.967Z,,
https://www.google.com/maps/place/Vascular+Surgery+Associates+-+Hanover/data=!4m7!3m6!1s0x89b117e29e2be5d7:0xf39bb650feeb123e!8m2!3d37.6248616!4d-77.384769!16s%2Fg%2F11q8vygqgt!19sChIJ1-UrnuIXsYkRPhLr_lC2m_M,Vascular Surgery Associates - Hanover,4.8,522,Surgical center,"8237 Meadowbridge Rd, Mechanicsville, VA 23116, United States","JJF8+W3 Mechanicsville, Virginia, USA",http://www.vascularsurgeryassociates.com/,+1 804-288-1953,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPtr5ob2-bsJgzu3sfCw8N47Oy2LdySZ3ZK8XGZ=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2025-12-16T22:06:46.571Z,,
https://www.google.com/maps/place/VCU+Vein+Care/data=!4m7!3m6!1s0x89b16cb58d201d37:0xd1d8503dc42f65d1!8m2!3d37.5526377!4d-77.5654912!16s%2Fg%2F1tx47y6s!19sChIJNx0gjbVssYkR0WUvxD1Q2NE,VCU Vein Care,,,Doctor,"9000 Stony Point Pkwy, Richmond, VA 23235, United States","HC3M+3R Richmond, Virginia, USA",,+1 804-628-4680,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CzNcwBketeX844JNYAISxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.69534&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2025-12-16T22:06:48.930Z,,
https://www.google.com/maps/place/The+Vein+Center+at+Virginia+Surgical+Associates/data=!4m7!3m6!1s0x89b117f08db8cb11:0x552ac3dba9914a3a!8m2!3d37.6256172!4d-77.3857195!16s%2Fg%2F1tg_xzb7!19sChIJEcu4jfAXsYkROkqRqdvDKlU,The Vein Center at Virginia Surgical Associates,,,Surgical center,"8237 Meadowbridge Rd, Mechanicsville, VA 23116, United States","JJG7+6P Mechanicsville, Virginia, USA",,+1 804-477-8613,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=24Mr48KiCfeX26l1JHOosg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.43728&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Mechanicsville+Richmond+VA/@37.6087561,-77.3733139,14z",2025-12-16T22:06:58.506Z,,
https://www.google.com/maps/place/Commonwealth+Vein+Center/data=!4m7!3m6!1s0x89b1a63cb0635559:0xdd3de399d97c6e12!8m2!3d37.2485889!4d-77.3847027!16s%2Fg%2F11f4_l0byl!19sChIJWVVjsDymsYkREm582ZnjPd0,Commonwealth Vein Center,4.1,56,Vascular surgeon,"280 Charles H Dimmock Pkwy #2, Colonial Heights, VA 23834, United States","6JX8+C4 Colonial Heights, Virginia, USA",https://www.commonwealthveincenter.com/,+1 804-494-7336,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy2U3ZONjk0nImwZbt5Izw8VRh4JkFM6_QTLe9g7wcbfaLBV5LmpOasO7Fda4S-4pRW2RP6P19V50N2sRSmajQOtjYhrHjH_OGmd__c0BG8GnJbnJj7SjFeQXHRv-uadGaoqJ-s=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+Richmond+VA/@42.3917541,-72.8398172,14z",2025-12-16T22:07:30.396Z,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Theresa+Soto/data=!4m7!3m6!1s0x89b6c1e3c9c141e7:0xb7ff7a24b5c8f8a4!8m2!3d38.3136177!4d-77.4860153!16s%2Fg%2F11b77qc498!19sChIJ50HByePBtokRpPjItSR6_7c,Center for Vein Restoration | Dr. Theresa Soto,4.8,239,Vascular surgeon,"301 Park Hill Dr Suite C, Fredericksburg, VA 22401, United States","8G77+CH Fredericksburg, Virginia, USA",https://www.centerforvein.com/our-clinics/locations/fredericksburg-virginia,+1 757-269-3990,Closes soon · 6 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipOnnpugt7QZGtutwbZfXT86GiROG9MNsWFPc1kJ=w408-h426-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+Richmond+VA/@42.3917541,-72.8398172,14z",2025-12-16T22:07:34.903Z,,
https://www.google.com/maps/place/Vascular+Surgery+Associates+-+Colonial+Heights/data=!4m7!3m6!1s0x89b1a73020103ecb:0xf74eb902944f8638!8m2!3d37.2821501!4d-77.4129773!16s%2Fg%2F11rsdtvwgr!19sChIJyz4QIDCnsYkROIZPlAK5Tvc,Vascular Surgery Associates - Colonial Heights,5.0,53,Vascular surgeon,"3660 Boulevard J, Colonial Heights, VA 23834, United States","7HJP+VR Colonial Heights, Virginia, USA",https://vascularsurgeryassociates.com/,+1 804-288-1953,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V6csdQriZRu0HzM7qNutBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.23317&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+Richmond+VA/@42.3917541,-72.8398172,14z",2025-12-16T22:07:45.431Z,,
https://www.google.com/maps/place/Commonwealth+Vein+Center/data=!4m7!3m6!1s0x89b20841bf081dc5:0xacdc41b657cfd286!8m2!3d37.1597466!4d-78.106595!16s%2Fg%2F11ckqm5pfs!19sChIJxR0Iv0EIsokRhtLPV7ZB3Kw,Commonwealth Vein Center,,,Medical clinic,"12522 W Colonial Trail Hwy, Crewe, VA 23930, United States","5V5V+V9 Crewe, Virginia, USA",https://commonwealthveincenter.com/,+1 804-621-7262,Closes soon · 6 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X8GBN6Tu2VPZcpIx6oyCsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.42517&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+Richmond+VA/@42.3917541,-72.8398172,14z",2025-12-16T22:07:49.749Z,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Mohammad+Khalilullah/data=!4m7!3m6!1s0x89b5efb7b263e711:0xf7e8014c7161df87!8m2!3d39.189831!4d-78.181744!16s%2Fg%2F11ydmsqj_x!19sChIJEedjsrfvtYkRh99hcUwB6Pc,Center for Vein Restoration | Dr. Mohammad Khalilullah,5.0,23,Vascular surgeon,"1104 Amherst St # 102, Winchester, VA 22601, United States","5RQ9+W8 Winchester, Virginia, USA",https://www.centerforvein.com/our-clinics/locations/winchester-virginia,+1 703-634-4458,"Closes soon · 6 pm · Opens 7 am Wed

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNMwO3BT2qP_qRlm596Zszu3NjGoVkI8CteJ-vh=w408-h426-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+Richmond+VA/@42.3917541,-72.8398172,14z",2025-12-16T22:07:54.231Z,,
https://www.google.com/maps/place/Makhoul+Raymond+G+MD/data=!4m7!3m6!1s0x89b16cb550e748f7:0x4144a3f8fa1015cb!8m2!3d37.5520511!4d-77.5625621!16s%2Fg%2F1tk1nw6_!19sChIJ90jnULVssYkRyxUQ-vijREE,Makhoul Raymond G MD,5.0,1,Vascular surgeon,"8700 Stony Point Pkwy #140, Richmond, VA 23235, United States","HC2P+RX Richmond, Virginia, USA",http://veinsolutions.com/,+1 804-330-8024,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AvkzXnrtgLveBXejVyIO4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.91879&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+Richmond+VA/@42.3917541,-72.8398172,14z",2025-12-16T22:07:56.770Z,,
"https://www.google.com/maps/place/Dr.+Marc+T.+Warner,+MD/data=!4m7!3m6!1s0x89b1148774605c81:0x213a7a0ec8559761!8m2!3d37.4585062!4d-77.6509104!16s%2Fg%2F1tfwfckt!19sChIJgVxgdIcUsYkRYZdVyA56OiE","Dr. Marc T. Warner, MD",4.9,9,Vascular surgeon,"13460 Tredegar Lake Pkwy, Midlothian, VA 23112, United States","F85X+CJ Midlothian, Virginia, USA",http://www.vascularsurgeryassociates.com/,+1 804-288-1953,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOHEG61_9vbRvGawcfXNAgf7vgJ0SRaqaeq5vRg=w408-h568-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+Richmond+VA/@42.3917541,-72.8398172,14z",2025-12-16T22:08:01.154Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Midlothian+Richmond+VA/@37.5011782,-77.5074774,14z",2025-12-16T22:08:15.234Z,No new results found,
https://www.google.com/maps/place/Vascular+Surgery+Associates/data=!4m7!3m6!1s0x89b1148774605c81:0x1646fe97bf2ef05a!8m2!3d37.6271927!4d-77.5273223!16s%2Fg%2F1tdy9ys6!19sChIJgVxgdIcUsYkRWvAuv5f-RhY,Vascular Surgery Associates,4.7,750,Medical Center,"7900 Shrader Rd, Henrico, VA 23294, United States","JFGF+V3 Henrico, Virginia, USA",http://www.vascularsurgeryassociates.com/,+1 804-288-1953,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMuOK1ix0NO-VYKMoikJW1rOmqAvtvZeorkdHmk=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Henrico+Richmond+VA/@37.6307265,-77.5439961,14z",2025-12-16T22:08:33.442Z,,
"https://www.google.com/maps/place/Dr.+Avik+Mukerjee,+MD/data=!4m7!3m6!1s0x89b11791c203845d:0xca0fd98c6ba31b58!8m2!3d37.6271927!4d-77.5273223!16s%2Fg%2F11rs064km_!19sChIJXYQDwpEXsYkRWBuja4zZD8o","Dr. Avik Mukerjee, MD",5.0,3,Vascular surgeon,"7900 Shrader Rd, Henrico, VA 23294, United States","JFGF+V3 Henrico, Virginia, USA",https://vascularsurgeryassociates.com/,+1 804-288-1953,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPrn_pa9huO_h-VZNjcksQKhwdL0ExiRxesg2XB=w408-h510-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Henrico+Richmond+VA/@37.6307265,-77.5439961,14z",2025-12-16T22:08:37.839Z,,
"https://www.google.com/maps/place/Dr.+Andrew+E.+Leake,+MD/data=!4m7!3m6!1s0x89b1158d4477b959:0x3d83c2f5fb310cd2!8m2!3d37.6271927!4d-77.5273223!16s%2Fg%2F11qg0lx94t!19sChIJWbl3RI0VsYkR0gwx-_XCgz0","Dr. Andrew E. Leake, MD",5.0,5,Vascular surgeon,"7900 Shrader Rd, Henrico, VA 23294, United States","JFGF+V3 Henrico, Virginia, USA",https://vascularsurgeryassociates.com/,+1 804-288-1953,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aefiAnjTJD8-lAMsp_xBFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.428284&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Henrico+Richmond+VA/@37.6307265,-77.5439961,14z",2025-12-16T22:08:42.351Z,,
"https://www.google.com/maps/place/Dr.+Charles+Gould/@37.63182,-77.5265609,18z/data=!3m1!4b1!4m6!3m5!1s0x89b11572b33fffff:0xabdc5f23b70e6cff!8m2!3d37.63182!4d-77.5265609!16s%2Fg%2F11qgb7d9vm",Dr. Charles Gould,,,Vascular surgeon,"7702 E Parham Rd, Richmond, VA 23294, United States",,https://vascularsurgeryassociates.com/acquisition-of-richmond-vein-center/,+1 804-249-8346,,,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Henrico+Richmond+VA/@37.6307265,-77.5439961,14z",2025-12-16T22:08:46.629Z,,
https://www.google.com/maps/place/Virginia+Cardiovascular+Specialists/data=!4m7!3m6!1s0x89b114dc97952871:0xe3f4e3a8a57228bc!8m2!3d37.604025!4d-77.543438!16s%2Fg%2F1tlmp5zx!19sChIJcSiVl9wUsYkRvChypajj9OM,Virginia Cardiovascular Specialists,4.9,1821,Medical clinic,"7611 Forest Ave Suite 100, Richmond, VA 23229, United States","JF34+JJ Richmond, Virginia, USA",http://www.vacardio.com/,+1 804-288-4827,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipM_FlstaWQwcbBl2VN4Yufs3-ikC0ei9IAAguQS=w408-h326-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Henrico+Richmond+VA/@37.6307265,-77.5439961,14z",2025-12-16T22:08:51.046Z,,
