placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Loria+Electrical+Services/data=!4m7!3m6!1s0x89d6b2139cc78209:0xb4195e5f7c9e083f!8m2!3d43.1899505!4d-77.7304915!16s%2Fg%2F1w9y224m!19sChIJCYLHnBOy1okRPwiefF9eGbQ,Loria Electrical Services,5.0,50,Electrician,,"2920 Ridgeway Ave, Rochester, NY 14626, United States","57Q9+XR Rochester, New York, USA",http://www.loriaelectric.com/,+1 585-225-7742,"Closed · Opens 8 am Mon

Updated by others 11 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMfmdqPcC6SHIEisaDJBb2w9IEGaO000FxctsO8=w408-h574-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:47:50.195Z,,
https://www.google.com/maps/place/Doctor+Electric/data=!4m7!3m6!1s0x89d1524ec08ed38d:0x59b6b1b301981ca8!8m2!3d43.1062745!4d-77.7513861!16s%2Fg%2F1thmlzqk!19sChIJjdOOwE5S0YkRqByYAbOxtlk,Doctor Electric,4.7,203,Electrician,,"3240 Chili Ave STE C8, Rochester, NY 14624, United States","464X+GC Rochester, New York, USA",https://www.doctorelectricservices.com/,+1 585-428-9198,"Closed · Opens 9 am Sun

Updated by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipO9ui5a-7EyEvdr3GUJ3ml3MJJ6bJ-giAhMVehJ=w408-h271-k-no,true,9 am–3 pm,9 am–3 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:47:55.240Z,,
https://www.google.com/maps/place/MQ+Electrical+LLC/data=!4m7!3m6!1s0x89d6c9ac754fb0e1:0xce6ff57996f847a1!8m2!3d43.1926018!4d-77.5480013!16s%2Fg%2F11vwprxtbq!19sChIJ4bBPdazJ1okRoUf4lnn1b84,MQ Electrical LLC,5.0,41,Electrician,,"85 Kennedy Cir, Rochester, NY 14609, United States","5FV2+2Q Rochester, New York, USA",https://mqelectricalny.com/,+1 585-749-9740,Closed · Opens 9 am Sun,,https://lh3.googleusercontent.com/p/AF1QipODKerBvaw87dClZDIopqpAeglCMsqG74BDE2C9=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:00.158Z,,
https://www.google.com/maps/place/Great+Lights+Electric/data=!4m7!3m6!1s0x89d15347183e4e4f:0x8e3bbbd1daf4831a!8m2!3d43.1508541!4d-77.6870303!16s%2Fg%2F11btz33s5y!19sChIJT04-GEdT0YkRGoP02tG7O44,Great Lights Electric,4.8,37,Electrician,,"1362 Buffalo Rd, Rochester, NY 14624, United States","5827+85 Rochester, New York, USA",http://greatlightselectric.com/,+1 585-484-9900,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2KwLMqpZFx2XvkgZLmwqQOH8vTODmqIY8fPwVj1LDfOo07M0Je6N_xrQuZpZqDOVlthFDeajckoZisgqGA1FOM2D6tTKrEIgcUt-0cABFSJakea8kONwDMd_r7BJXyyR29jI5=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:05.139Z,,
https://www.google.com/maps/place/John+Betlem+Heating+%26+Cooling/data=!4m7!3m6!1s0x89d6b51a769fbfa5:0x876cc2f9c16970ba!8m2!3d43.1210505!4d-77.5018536!16s%2Fg%2F1trtw9h6!19sChIJpb-fdhq11okRunBpwfnCbIc,John Betlem Heating & Cooling,4.9,2600,Heating contractor,,"806 Linden Ave, Rochester, NY 14625, United States","4FCX+C7 Rochester, New York, USA",https://www.johnbetlem.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing,+1 585-902-9886,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOd97cd6O0ujKhG6jAvnR6x_PuhkQXWGFLY46Sh=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:10.247Z,,
https://www.google.com/maps/place/RocTech+Solution/data=!4m7!3m6!1s0x89d6c9da6e92db75:0xc07d0222bdab17ed!8m2!3d43.1878003!4d-77.5546826!16s%2Fg%2F11kgvssy4l!19sChIJdduSbtrJ1okR7RervSICfcA,RocTech Solution,4.6,168,Electrician,,"2485 Norton St, Rochester, NY 14609, United States","5CQW+44 Rochester, New York, USA",http://www.roctechsolution.com/,+1 585-485-8655,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNZgNah18J8Jv4fTnYSxttGZzEZ8U-VDCSwlFW-=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:15.155Z,,
"https://www.google.com/maps/place/Billitier+Electric,+Inc./@43.1311937,-77.6566877,17z/data=!3m1!4b1!4m6!3m5!1s0x89d6b5873cd8764b:0xdd8316346133ab7e!8m2!3d43.1311937!4d-77.6566877!16s%2Fg%2F1tk8d308","Billitier Electric, Inc.",4.6,18,Electrical installation service,,"760 Brooks Ave, Rochester, NY 14619, United States","48JV+F8 Rochester, New York, USA",http://billitierelectric.com/,+1 585-224-1111,Closed · Opens 8 am Sun,,,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:22.083Z,,
https://www.google.com/maps/place/Ellenwood+Electric/data=!4m7!3m6!1s0x89d6ca878aa4f29b:0x8073a9e5a312d4a1!8m2!3d43.1486036!4d-77.5519909!16s%2Fg%2F1tdmr10_!19sChIJm_KkiofK1okRodQSo-Wpc4A,Ellenwood Electric,4.7,46,Electrician,,"49 Gale Terrace, Rochester, NY 14610, United States","4CXX+C6 Rochester, New York, USA",http://ellenwoodelectric.com/,+1 585-654-8642,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyjtY7ddl3yDsWcP0fPGCs2N0VvOvzUfMOXS8m9-jfs-WsC2z-NdzVJLwPfNilXED0i9srGieMmwVr9WFBlQVf-Viynt1Xpix4YJOQI-jBynTWW5oi4u79AfRkj16A1qcC9RTR=w408-h725-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:26.911Z,,
"https://www.google.com/maps/place/Pink+Rose+Home+Service+-+Rochester,+NY/data=!4m7!3m6!1s0x89d6b597847b9905:0x307092ae6cf16215!8m2!3d43.1611693!4d-77.5831653!16s%2Fg%2F1hc1lf9dj!19sChIJBZl7hJe11okRFWLxbK6ScDA","Pink Rose Home Service - Rochester, NY",4.7,921,Handyman/Handywoman/Handyperson,,"1115 E Main St Box 41 Door 3A, Rochester, NY 14609, United States","5C68+FP Rochester, New York, USA",http://www.pink-rose.com/,+1 585-596-0404,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipP1P1K99nh3aYvcDO5bt9IZVT8jRrAAc9W_hfsW=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:32.044Z,,
https://www.google.com/maps/place/Power+Electricians+Inc/data=!4m7!3m6!1s0x87b2693d6f70d25d:0x94c4c279b07eb8a0!8m2!3d43.1851156!4d-77.595929!16s%2Fg%2F11h71j8ztc!19sChIJXdJwbz1psocRoLh-sHnCxJQ,Power Electricians Inc,5.0,1,Electrician,,"1411 North St, Rochester, NY 14621, United States","5CP3+2J Rochester, New York, USA",,+1 585-215-1844,Open · Closes 9:30 pm,,https://lh3.googleusercontent.com/p/AF1QipOvJZ3WnCeJcK49LVl_9pA3nLKuYn0FTYgs8SuL=w408-h272-k-no,true,7 am–9:30 pm,7 am–8:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:36.919Z,,
https://www.google.com/maps/place/Premier+Alarms+and+Electric/data=!4m7!3m6!1s0x89d1532e93127603:0x832a5229500f486e!8m2!3d43.1750702!4d-77.6513881!16s%2Fg%2F11qptbs3v6!19sChIJA3YSky5T0YkRbkgPUClSKoM,Premier Alarms and Electric,4.5,89,Electrician,,"55 Norman St, Rochester, NY 14613, United States","58GX+2C Rochester, New York, USA",https://www.gopremierelectric.com/,+1 585-371-8893,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMpHU8omS9a1WXbRIGlu0low5aX2kMPKpIGAQro=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:41.794Z,,
https://www.google.com/maps/place/American+PHC+Services/data=!4m7!3m6!1s0x89d6b4f725b43e2f:0x213867eae6fbc502!8m2!3d43.1515728!4d-77.6208927!16s%2Fg%2F11ckbk5_s6!19sChIJLz60Jfe01okRAsX75upnOCE,American PHC Services,4.8,845,Plumber,,"36 Van Auker St, Rochester, NY 14608, United States","592H+JJ Rochester, New York, USA",https://americanphcservices.com/,+1 585-865-7753,Closed · Opens 8 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfWvU-6VbBVOO5NJxetE6o_otlGFNBWCIG81jdprQQwO2V3fcGC-8bvDrHyFrRKo7qzQJ4xCl0WFmVJEhprm4uSzHbIWlRYHVNierK-t2d2fW8RPL9wcl89PM7-7kQ4vspGIKHGQ=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:46.642Z,,
https://www.google.com/maps/place/Pro+Rebuilders/data=!4m7!3m6!1s0x89d6b39c81150b25:0xa3eb3d43a7610aad!8m2!3d43.1301301!4d-77.7272167!16s%2Fg%2F1tfqb6fh!19sChIJJQsVgZyz1okRrQphp0M966M,Pro Rebuilders,4.9,41,Car repair and maintenance service,,"5 Moonlanding Rd, Rochester, NY 14624, United States","47JF+34 Rochester, New York, USA",http://www.prorebuilders.com/,+1 585-254-0130,Closed · Opens 6:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoDFW3KIMgQhq0sjSKogY32ot1ty_hn6e7YnvtLk9SmHpqGLnYtuBmECghDbW-d8qlR1vLRocM-XmafNCLoX4NjeRDq18c6CJwgiT-BewweHrdIixLAOE5DaefNvko8JPvkAcS=w408-h839-k-no,false,Closed,Closed,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:51.570Z,,
https://www.google.com/maps/place/Lopez+Electric+LLC/data=!4m7!3m6!1s0x2c3d9ce125a9f899:0xc14dd3f7bedf59e6!8m2!3d43.186176!4d-77.616399!16s%2Fg%2F11w33t0v67!19sChIJmfipJeGcPSwR5lnfvvfTTcE,Lopez Electric LLC,4.9,53,Electrician,,,,https://www.lopezelectricrochester.com/,+1 585-415-6571,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNfXz6qH82PTc0nVUN5GeSgz5lXRI1tOpB_tS77=w408-h311-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:48:56.593Z,,
https://www.google.com/maps/place/Kinney+Electric+Repair/data=!4m7!3m6!1s0x89d6b7a77fb390f7:0x7d83fc1d291f241!8m2!3d43.2855559!4d-77.6154535!16s%2Fg%2F1tql5s5d!19sChIJ95Czf6e31okRQfKR0sE_2Ac,Kinney Electric Repair,4.5,24,Electrician,,,,https://kinney-electric.net/,+1 585-721-7544,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPQ5Cs1pmAedjO6txfvKUJ0w0Grjamm5sqr_buX=w408-h312-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:49:01.358Z,,
https://www.google.com/maps/place/Canal+Town+Electric/data=!4m7!3m6!1s0x89d6cb69ea9f9e3d:0x7c4ed952bc20ac39!8m2!3d43.122462!4d-77.4864355!16s%2Fg%2F1hf2hz2x5!19sChIJPZ6f6mnL1okROawgvFLZTnw,Canal Town Electric,4.8,53,Electrician,,"361 N Washington St, Rochester, NY 14625, United States","4GC7+XC Rochester, New York, USA",https://www.canaltownelectric.com/,+1 585-259-2293,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMiBv_h9QKJc6zQOegXsAloNogPDlC0dPMdo9ig=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:49:06.260Z,,
https://www.google.com/maps/place/Graves+Brothers+Home+Improvement/data=!4m7!3m6!1s0x89d6ca6effebf9c5:0xba6acabfc055676d!8m2!3d43.1601055!4d-77.5476068!16s%2Fg%2F1t_tl8pq!19sChIJxfnr_27K1okRbWdVwL_Karo,Graves Brothers Home Improvement,4.7,914,Roofing contractor,,"755 Winton Rd N, Rochester, NY 14609, United States","5F62+2X Rochester, New York, USA",https://gravesbros.com/,+1 585-288-3390,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOStfN6ZCX6dxfndzmRF3P5N8Yoe8ihJKhv98fr=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:49:11.227Z,,
"https://www.google.com/maps/place/Best+Electric+Co/@43.162747,-77.5965878,17z/data=!3m1!4b1!4m6!3m5!1s0x5490040efe7cd217:0xbb520f84ce1ed889!8m2!3d43.162747!4d-77.5965878!16s%2Fg%2F1wb8td2w",Best Electric Co,5.0,4,Electrician,,"326 Scio St, Rochester, NY 14605, United States","5C73+39 Rochester, New York, USA",,+1 585-405-6228,Open 24 hours,,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:49:18.215Z,,
https://www.google.com/maps/place/Radec+Electric+Corporation/data=!4m7!3m6!1s0x89d6ca8894e89b13:0x86751f824567af49!8m2!3d43.1449423!4d-77.5499551!16s%2Fg%2F1td9rhzl!19sChIJE5volIjK1okRSa9nRYIfdYY,Radec Electric Corporation,4.2,15,Electrician,,"100 Rockwood St, Rochester, NY 14610, United States","4FV2+X2 Rochester, New York, USA",https://radec.com/?utm_source=NEXT&utm_medium=Google_appt,+1 585-271-6311,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOsMXwZ4YFvzHDbOCv95djcWxocJ6nRmC57fGkN=w408-h270-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2026-01-10T22:49:23.348Z,,
