placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error,info
https://www.google.com/maps/place/Bakersfield+Community+Hospice/data=!4m7!3m6!1s0x80ea69f2d6bf2c8b:0x86b192146f579fe4!8m2!3d35.3758288!4d-119.0390124!16s%2Fg%2F11b6p9ncdh!19sChIJiyy_1vJp6oAR5J9XbxSSsYY,Bakersfield Community Hospice,3.5,6,Hospice,"1811 Oak St STE 125, Bakersfield, CA 93301, United States","9XG6+89 Bakersfield, California, USA",http://www.bakersfieldhospice.com/,+1 661-327-9800,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNH7oNjcNE_cu8m1W6DDcO98sG_YJtfMn4_iXqs=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:26:46.602Z,,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x80ea691626a2c305:0xea5c646e1d7d4da7!8m2!3d35.3746156!4d-119.0228783!16s%2Fg%2F11vywtqn5k!19sChIJBcOiJhZp6oARp019HW5kXOo,VITAS Healthcare,5.0,1,Hospice,"1701 G St Suite 200, Bakersfield, CA 93301, United States","9XFG+RR Bakersfield, California, USA",https://www.vitas.com/locations-search/bakersfield/bakersfield-hospice-office?utm_source=google&utm_medium=locallisting&utm_content=VHC8801&y_source=1_MTA0MzQ3MjE0MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 661-516-2300,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPel_9Ch7TtPfiv0xJiRRzMB4R37PRUNNt-MvN0=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:26:50.896Z,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x80ea4202a9d9bd59:0x2b08847ccfc491e5!8m2!3d35.3617754!4d-119.0573508!16s%2Fg%2F11b6b9r4yr!19sChIJWb3ZqQJC6oAR5ZHEz3yECCs,Gentiva Hospice,2.6,5,Hospice,"5001 E Commercenter Dr #200, Bakersfield, CA 93309, United States","9W6V+P3 Bakersfield, California, USA",https://www.gentivahs.com/,+1 661-324-1232,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMPFv5gKevzjpYYQ4cnUUjaFq9p6xnUSLFO8KvC=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:26:55.251Z,,,
https://www.google.com/maps/place/Procare+Hospice/data=!4m7!3m6!1s0x80ea42048706e10b:0xe8d3365e39b57668!8m2!3d35.3677777!4d-119.0547742!16s%2Fg%2F1261sj811!19sChIJC-EGhwRC6oARaHa1OV420-g,Procare Hospice,4.8,4,Retirement community,"5500 Ming Ave # 190, Bakersfield, CA 93309, United States","9W9W+43 Bakersfield, California, USA",,+1 661-864-0490,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PcW4z4SFjcXwGJM8n6xp_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.0775&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:26:57.676Z,,,
"https://www.google.com/maps/place/American+Compassionate+Hospice+Care,+Inc./data=!4m7!3m6!1s0x80ea41bc0c98e785:0xca0be93c6c23492!8m2!3d35.3573722!4d-119.0597207!16s%2Fg%2F11rv87h4x3!19sChIJheeYDLxB6oARkjTCxpO-oAw","American Compassionate Hospice Care, Inc.",,,Hospice,"5531 Business Park S Suite 202A, Bakersfield, CA 93309, United States","9W4R+W4 Bakersfield, California, USA",https://americanhospice.wixsite.com/achcbakersfield,+1 661-404-4044,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VYD49hQAODCQWtn2x8YfKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.39044&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:02.131Z,,,
https://www.google.com/maps/place/Traditions+Health+Hospice/data=!4m7!3m6!1s0x80ea419c716a9503:0xa355f6a9534fbf60!8m2!3d35.3382487!4d-119.0628442!16s%2Fg%2F11hz9l8y0g!19sChIJA5VqcZxB6oARYL9PU6n2VaM,Traditions Health Hospice,3.3,6,Hospice,"5500 Ming Ave Suite 190, Bakersfield, CA 93309, United States","8WQP+7V Bakersfield, California, USA",https://www.traditionshealth.com/locations/bakersfield-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=bakersfield-ca,+1 661-864-0490,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMx0xkoVGmHuSt_iyr2UhIoDmVHET9szKGT-ni8=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:06.628Z,,,
https://www.google.com/maps/place/Bristol+Hospice+Foundation+of+California/data=!4m7!3m6!1s0x80ea42af6a573e49:0x38f7bce25513e38e!8m2!3d35.365443!4d-119.0603073!16s%2Fg%2F12613xshz!19sChIJST5Xaq9C6oARjuMTVeK89zg,Bristol Hospice Foundation of California,,,Non-profit organization,"5251 Office Park Dr suite 100, Bakersfield, CA 93309, United States","9W8Q+5V Bakersfield, California, USA",http://www.bristolhospicefoundationca.org/,+1 661-716-8000,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KRbT42-wHOiaSIXpBj98PA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.23059&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:10.979Z,,,
"https://www.google.com/maps/place/Orchid+Hospice,+Inc/data=!4m7!3m6!1s0x80ea698547a1f829:0xce93ea96a68bc970!8m2!3d35.3869954!4d-119.0023089!16s%2Fg%2F11fv3fk0fr!19sChIJKfihR4Vp6oARcMmLppbqk84","Orchid Hospice, Inc",4.0,5,Home health care service,"3014 Union Ave, Bakersfield, CA 93305, United States","9XPX+Q3 Bakersfield, California, USA",,+1 661-523-3888,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0xmRxe-zyjsWuzbd19Zm1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.653534&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:15.345Z,,,
https://www.google.com/maps/place/Adventist+Health+Hospice+Services/data=!4m7!3m6!1s0x80ea41cd7a022b71:0x47b3a64a246a809!8m2!3d35.3380255!4d-119.0635843!16s%2Fg%2F11kp_q21q5!19sChIJcSsCes1B6oARCahGomQ6ewQ,Adventist Health Hospice Services,,,Medical clinic,"5500 Ming Ave Suite 120, Bakersfield, CA 93309, United States","8WQP+6H Bakersfield, California, USA",https://www.adventisthealth.org/locations/hospice-adventist-health-bakersfield/,+1 661-863-2160,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RKvBUahVwaqjhn2tcqN74A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.94293&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:19.578Z,,,
https://www.google.com/maps/place/Comprehensive+Palliative+Care/data=!4m7!3m6!1s0x80ea42078a1689ab:0x4d7154a184661b51!8m2!3d35.3734703!4d-119.0459707!16s%2Fg%2F1tkc2dzk!19sChIJq4kWigdC6oARURtmhKFUcU0,Comprehensive Palliative Care,,,Hospice,"4100 Truxtun Ave, Bakersfield, CA 93309, United States","9XF3+9J Bakersfield, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M6QWlyH5VG9l3RlJlezvSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.71721&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:22.031Z,,,
https://www.google.com/maps/place/Hoffmann+Hospice/data=!4m7!3m6!1s0x80ea41be1e5a9925:0x5796ee4a5e6ebdd7!8m2!3d35.3152899!4d-119.1289917!16s%2Fg%2F11h_4l3gdy!19sChIJJZlaHr5B6oAR171uXkrullc,Hoffmann Hospice,4.5,13,Hospice,"4325 Buena Vista Rd, Bakersfield, CA 93311, United States","8V8C+4C Bakersfield, California, USA",https://www.hoffmannhospice.org/,+1 661-410-1010,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP73FuIuV9p6nN-yADMwhW7QgSEkCgW-qu3et7M=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:26.397Z,,,
https://www.google.com/maps/place/Legacy+Hospice/data=!4m7!3m6!1s0x80ea69fd1982c1f1:0x7141ba634fbe49e3!8m2!3d35.3742861!4d-119.0435326!16s%2Fg%2F1261ldn74!19sChIJ8cGCGf1p6oAR40m-T2O6QXE,Legacy Hospice,,,Hospice,"1701 Westwind Dr, Bakersfield, CA 93301, United States","9XF4+PH Bakersfield, California, USA",https://legacyhospice.net/,+1 661-843-7988,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S9FqPlLx8bNKafMzEOw2VQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.93402&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:28.636Z,,,
https://www.google.com/maps/place/Hoffmann+Hospice+Home/data=!4m7!3m6!1s0x80ea43cbb890c581:0x94a3ee38e0d0d337!8m2!3d35.3149792!4d-119.1293837!16s%2Fg%2F1tk1n97_!19sChIJgcWQuMtD6oARN9PQ4Djuo5Q,Hoffmann Hospice Home,4.0,42,Hospice,"4401 Buena Vista Rd, Bakersfield, CA 93311, United States","8V7C+X6 Bakersfield, California, USA",https://www.hoffmannhospice.org/,+1 661-410-1010,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMGAqit_7hl2e-b2wbZSD9b1eM4dDk_gvWEDyAS=w494-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:33.036Z,,,
https://www.google.com/maps/place/Serenity+Point+Hospice+Care/data=!4m7!3m6!1s0x80ea69fd23cc3547:0xb6552bab53916f63!8m2!3d35.3742861!4d-119.0435325!16s%2Fg%2F11byn0vrm5!19sChIJRzXMI_1p6oARY2-RU6srVbY,Serenity Point Hospice Care,,,Hospice,"1701 Westwind Dr STE 115, Bakersfield, CA 93301, United States","9XF4+PH Bakersfield, California, USA",,+1 661-243-1333,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S9FqPlLx8bNKafMzEOw2VQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.93192&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:35.453Z,,,
https://www.google.com/maps/place/Hoffman+Hospice/data=!4m7!3m6!1s0x80ea41f637cd112f:0xc3f16cd047b60d07!8m2!3d35.3595803!4d-119.0612657!16s%2Fg%2F126084dv3!19sChIJLxHNN_ZB6oARBw22R9Bs8cM,Hoffman Hospice,,,Hospice,"5300 California Ave # 1, Bakersfield, CA 93309, United States","9W5Q+RF Bakersfield, California, USA",,+1 661-716-1600,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-GMoggcn7ndFKgNiaMNnxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.31647&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:37.654Z,,,
https://www.google.com/maps/place/Hillcrest+Hospice+Inc/data=!4m7!3m6!1s0x80ea69f2d6bf2c8b:0xdfb5c77ac7e52025!8m2!3d35.3783976!4d-119.0231471!16s%2Fg%2F1261c_krc!19sChIJiyy_1vJp6oARJSDlx3rHtd8,Hillcrest Hospice Inc,,,Hospice,"1820 21st St, Bakersfield, CA 93301, United States","9XHG+9P Bakersfield, California, USA",,+1 661-327-9800,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PQYT55mwUfkDgFFqOS0Rcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.672889&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-17T23:27:39.950Z,,,
https://www.google.com/maps/place/Delano+District+Skilled+Nursing/data=!4m7!3m6!1s0x80eae58681843e73:0x5402c7d53bb05606!8m2!3d35.7628782!4d-119.2371885!16s%2Fg%2F1tz961j2!19sChIJcz6EgYbl6oARBlawO9XHAlQ,Delano District Skilled Nursing,4.6,128,Nursing home,"1509 Tokay St, Delano, CA 93215, United States","QQ77+54 Delano, California, USA",https://nksthd.org/delano-district-skilled-nursing-facility/,+1 661-720-2100,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nosb4RgsWgT7uhkLPdr2mkJM2hTSxLlzkpdYviBA7JKIvPXFerKKHh4XFzV1Zzswl4-aPcJ_sBjkin7BRtHdfRI9dTDN1uJL1UicfkQuH-GBfN1aWe_m3oo5JcjOOLWarSH6nPgPQ=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-09-17T23:27:53.079Z,,,
https://www.google.com/maps/place/Adventist+Health+Delano/data=!4m7!3m6!1s0x80eae52322f5c6c7:0xf4de6936ca44ce5b!8m2!3d35.7622854!4d-119.2392519!16s%2Fg%2F11g0_0w68d!19sChIJx8b1IiPl6oARW85EyjZp3vQ,Adventist Health Delano,4.1,663,Hospital,"1401 Garces Hwy, Delano, CA 93215, United States","QQ66+W7 Delano, California, USA",https://www.adventisthealth.org/delano/,+1 661-725-4800,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN4fVslKnDnrSZSgWk1HKy9vRWf-ekOPoQtqxe3=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-09-17T23:27:57.475Z,,,
https://www.google.com/maps/place/Delano+Adult+Day+Health+Care/data=!4m7!3m6!1s0x80eae5eb96549c25:0xcda1c8eff947b46b!8m2!3d35.7749452!4d-119.2504733!16s%2Fg%2F1tfb29jd!19sChIJJZxUluvl6oARa7RH-e_Ioc0,Delano Adult Day Health Care,5.0,1,Adult day care center,"1457 Glenwood St, Delano, CA 93215, United States","QPFX+XR Delano, California, USA",https://healthy.kaiserpermanente.org/southern-california/facilities/delano-adult-day-health-care-center-429270,+1 661-725-7070,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_N_PX7aIEhzqqn2YZBcUag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.90208&pitch=0&thumbfov=100,false,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-09-17T23:28:01.891Z,,,
