placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes
https://www.google.com/maps/place/TAGRO/data=!4m7!3m6!1s0x54905588826dc965:0xf75ef297861eb7e1!8m2!3d47.243566!4d-122.4083575!16s%2Fg%2F1tmpdmwd!19sChIJZcltgohVkFQR4bcehpfyXvc,TAGRO,4.5,184,Landscaping supply store,"2301 Cleveland Way, Tacoma, WA 98421, United States","6HVR+CM Tacoma, Washington, USA",http://www.tagro.com/,+1 253-502-2150,"Open · Closes 5 pm

Updated by others 3 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_DA9dlY4pcRKVIZzRjsTj50uA_-pl7hmw8JY0OtK-MNT8UIOz1Vxu86rqjXMqDTxDqO8YT0lW-zduz35kRv4y4f1j6Q3Kuio-BYGilyQHNeLn6VLxhS3WtoZFAdFv-UxIZ-gVrw=w408-h544-k-no,true,"8–11:45 am, 12:30–5 pm","8–11:45 am, 12:30–5 pm","8–11:45 am, 12:30–5 pm",8 am–12 pm,Closed,"8–11:45 am, 12:30–5 pm","8–11:45 am, 12:30–5 pm","https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:03.472Z,· Delivery
https://www.google.com/maps/place/NORTHWEST+LAWN+CARE+AND+LANDSCAPING+LLC/data=!4m7!3m6!1s0x5491ab123846b293:0x9bc26f5132b677c4!8m2!3d47.2380282!4d-122.5321372!16s%2Fg%2F11r4l_w2l3!19sChIJk7JGOBKrkVQRxHe2MlFvwps,NORTHWEST LAWN CARE AND LANDSCAPING LLC,4.9,95,Landscaper,"2313 Cascade Pl W, University Place, WA 98466, United States","6FQ9+64 University Place, Washington, USA",http://www.nwlcl.com/,+1 253-820-5647,Open · Closes 7 pm,Identifies as veteran-owned,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEp-VILVyKfkcBg8AZb1847RyT748oIRqtUdYzpUtKqD2cQfPncTDsNWMsmbpCGI-x0cX6gCCRLq6s4aeJo-mmokKGWq8sGdVd94yzfBwY2GRBxRccoe5Sf0OLhDKp_V7K6XtnO=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:08.326Z,
https://www.google.com/maps/place/Bob%27s+Property+Solutions/data=!4m7!3m6!1s0x5490fddd42fffa49:0xd00e3fd3c061d92!8m2!3d47.1364071!4d-122.3773806!16s%2Fg%2F1td9q72r!19sChIJSfr_Qt39kFQRkh0GPP3jAA0,Bob's Property Solutions,4.9,86,Tree service,,,https://bobspropertysolutions.com/,+1 253-651-7494,Open · Closes 8 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeI5BNvIPdfnMpeLSyodd9gkkfrYAsqTpTgGm4vM1a9Zyk0hjGukLuAEdCK0pMvvneQWYemwo4qnh-mD37fW6PCjpmvizZi2RRFYOse6OAY0SHnYKudQPzWQIuQMSKVnDhvruwsA=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,11:30 am–8 pm,12:30–5 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:12.991Z,
https://www.google.com/maps/place/Tacoma+Landscaping+Service/data=!4m7!3m6!1s0x549055d1e4f5d425:0xe0b2b172f86e385a!8m2!3d47.2385546!4d-122.440741!16s%2Fg%2F11hz2_2_sf!19sChIJJdT15NFVkFQRWjhu-HKxsuA,Tacoma Landscaping Service,4.7,15,Construction company,"2367 Tacoma Ave S, Tacoma, WA 98402, United States","6HQ5+CP Tacoma, Washington, USA",,+1 253-765-3563,Temporarily closed,Identifies as women-owned,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrlyhS9LfCTqckR8l2sHOoZnZIxPi-BXUPXx1Wv3EWJMbZOKGCmvqGMX8Xy3L4Rwxql8e_UYVf338BXeg4dwvi69v1N8p9V-JeNwoeAtzJAvFlf89fynBaQEq8op5G4r2g3RFgwQ=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:17.801Z,
https://www.google.com/maps/place/Green+place+Landscaping/data=!4m7!3m6!1s0x5490ffe3eb9882f7:0x79543d2d067c4303!8m2!3d47.2317101!4d-122.4218553!16s%2Fg%2F11x76m03n0!19sChIJ94KY6-P_kFQRA0N8Bi09VHk,Green place Landscaping,4.8,8,Landscape designer,"717 E 34th St, Tacoma, WA 98404, United States","6HJH+M7 Tacoma, Washington, USA",http://www.greenplacelandscaping.net/,+1 253-267-9852,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZQRl4savrVv4pMCh5MGmoBxmeGigkAaBOPmZc24QgDvZ33AuOkD70xzJ7DlgDzb9nMslbSSMxi9VhRo9Wl2Z-jQDl0Nb3VZlG5HHW1j-8QA_D_EbyyVRDb3S1fZdrBwY7lcRZ-zOtnVc=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:22.660Z,
https://www.google.com/maps/place/Chipo%27s+lawn+service/data=!4m7!3m6!1s0x54910178f51839e5:0x6679120e27adcb60!8m2!3d47.1922879!4d-122.4668229!16s%2Fg%2F11h3jtjxpv!19sChIJ5TkY9XgBkVQRYMutJw4SeWY,Chipo's lawn service,4.8,61,Lawn care service,"7045 S Trafton St, Tacoma, WA 98409, United States","5GRM+W7 Tacoma, Washington, USA",https://chiposlawnservice.com/,+1 253-341-3550,"Open · Closes 6 pm

Updated by this business 6 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHjgiunc2Ao-AGFsfWJSXtClT0bgUQdjI10DzNoSWPcLNFXqK9BimjD4DX3zVYMpK8BHvB75U6Tq68-vtKChIC7I914BeIV-yhj0ZSPiXbzqMSr9aimPNLseCT6T-iiVwCi_57=w428-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:27.679Z,
https://www.google.com/maps/place/G%26L+Landscaping/data=!4m7!3m6!1s0x48d9df8cfe754a0b:0x43801fe4f9f8dfdd!8m2!3d47.2195389!4d-122.460182!16s%2Fg%2F11kbk263js!19sChIJC0p1_ozf2UgR3d_4-eQfgEM,G&L Landscaping,4.7,12,Landscape designer,"1751 S 42nd St, Tacoma, WA 98418, United States","6G9Q+RW Tacoma, Washington, USA",https://halcon240624.wixsite.com/mysite,+1 253-283-8738,Open · Closes 7 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbSbeSuX8-KFoUXBrkP_aYEyapQfMFt_iWBc0-br7N7L0eVQOtXeKhesDSkxTaaWCETHVRx_Zj-6wcA_l0h3Uzt4W9dNOMPo-iS1ZBOjn8BbLeEbvrdNVdIO2jZeLpKUBT2zcF=w533-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:32.570Z,
https://www.google.com/maps/place/Aret%C3%A9+Lawn+Care+Services+-+Puyallup/data=!4m7!3m6!1s0x549055fcebf321bf:0xc23e6930c1efd92e!8m2!3d47.2586859!4d-122.4413734!16s%2Fg%2F11tmqj4g8s!19sChIJvyHz6_xVkFQRLtnvwTBpPsI,Areté Lawn Care Services - Puyallup,3.6,109,Lawn care service,"539 Broadway, Tacoma, WA 98402, United States","7H55+FF Tacoma, Washington, USA",https://aretelawncare.com/washington/puyallup-lawn-care/,+1 253-300-9870,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0AvlE0eerXdFRzKLUK9744CSbLLc-jPgYP7-dZVnFqbw0rdzh3RHJAq4o1uWtQi1Vl47BhFHGXIcQIkozXinC78MIULzHZHH-YUKbif1ihMOI_JC19BvylmNvhhRQUclJ_Lr1=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:37.461Z,
https://www.google.com/maps/place/Walrath+Landscape+Supply/data=!4m7!3m6!1s0x5491020150c104e9:0x1fa7e30166fbc6e1!8m2!3d47.213121!4d-122.4079621!16s%2Fg%2F1tfbhfgt!19sChIJ6QTBUAECkVQR4cb7ZgHjpx8,Walrath Landscape Supply,4.5,118,Landscaping supply store,"4810 Portland Ave E, Tacoma, WA 98404, United States","6H7R+6R Tacoma, Washington, USA",https://tewalrath.com/landscape-supply/tacoma-wa-landscape-supply/,+1 253-472-1252,"Open · Closes 4:30 pm

Updated by this business 7 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5O6NQhQqyLZ3e3ez7yONEQbGJI6I80Vvc_0NDl2oWA5ct95YZ15jhqm_6u65eRP2zOLPrpV4_y6OYcpNiGAtD7TH6SCgmsV1msaztcPAwV7VB2eNh69MlzVPvc75jtelStrhLK8v08m8W=w408-h264-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,8 am–4 pm,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:42.523Z,· In-store pick-up · Delivery
https://www.google.com/maps/place/GardenSphere/data=!4m7!3m6!1s0x549054f28febf2d7:0x7a34db5c884edb63!8m2!3d47.2779915!4d-122.4890675!16s%2Fg%2F1thqgg08!19sChIJ1_Lrj_JUkFQRY9tOiFzbNHo,GardenSphere,4.8,242,Garden center,"3310 N Proctor St, Tacoma, WA 98407, United States","7GH6+59 Tacoma, Washington, USA",http://www.gardensphere.biz/index.html,+1 253-761-7936,Open · Closes 6 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1PxFPKWTSyVC3_LketFX9nsWD-9qobAFkPup0zex3yZVpVx7slWbIeE6QzbS2t1nzFwNzLxodvpxKXkrMvcDA23PyMZymCq1Wqgtn4wSakw4kMupkmexnozk5LOhpaPlgxeKY=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:47.571Z,"Cheery store offering organic lawn care products, gardening supplies, seasonal plants & trees. · In-store shopping · In-store pick-up · Delivery"
"https://www.google.com/maps/place/Dominguez+landscaping+service,LLC/data=!4m7!3m6!1s0x5491003fe86e9b1f:0xd36691a0f80d6d6b!8m2!3d47.1156773!4d-122.3995233!16s%2Fg%2F11f31rb1z7!19sChIJH5tu6D8AkVQRa20N-KCRZtM","Dominguez landscaping service,LLC",4.6,41,Landscaper,"15515 22nd Ave E, Tacoma, WA 98445, United States","4J82+75 Tacoma, Washington, USA",https://dominguezlandscapingservice.com/,+1 253-592-1805,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDPwsN2AGeHk4OarOPXloKXhtIi-7IE9ITbN_pzEVpt_xFjggJXnc4zVp5VW7L4saEu6Z8cfOrce-UvckfoXgrT4JMOrwLVnaomSxRyeQr5RZGY4ZrP3EuKSQHt1J2H4lLEZ1LJA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:52.769Z,
https://www.google.com/maps/place/Artist+Rock+Wall+%26+Landscaping/data=!4m7!3m6!1s0x549055c156d13aad:0xa774ab3e72facb6c!8m2!3d47.2463464!4d-122.430548!16s%2Fg%2F11h2mvf9yl!19sChIJrTrRVsFVkFQRbMv6cj6rdKc,Artist Rock Wall & Landscaping,4.6,11,Landscape architect,,,http://www.artisticrockwallandlandscaping.com/,+1 253-226-8531,Open · Closes 7 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH76misbWnBu0_nni5deOcGuptkRyurUnGoBQBe234EV7lCSziN4IvzKm1zeo_Dj7mkAYgNYg3_t2gV5p1qVvjqW0hUAcGGHsSBCqrCy01oqlyFUhDIaoYQrNt9RpkkVNXd94XBhw=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:57:57.426Z,
https://www.google.com/maps/place/Pacific+view+landscaping+and+General+contractor/data=!4m7!3m6!1s0x2301d18a0cd52b75:0xe4a1fc7a9be737cf!8m2!3d47.4267364!4d-121.7522005!16s%2Fg%2F11ml54vpbr!19sChIJdSvVDIrRASMRzzfnm3r8oeQ,Pacific view landscaping and General contractor,5.0,8,General contractor,,,,+1 253-509-4232,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_EcJ--we21XU5oGALkum3iIjPuL-LephShdpFCR42QypoTfGHpoTwWCyFb0LnlDN-Ukhk2Nv-w3GWTh1cLXaW1wiMSnbrd8Wis9DKjfNhnU_PGOnWXDerXjfOdN15KpkKwBZBOD7_g2Mq=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:58:02.121Z,
https://www.google.com/maps/place/NW+Landscape+Management/data=!4m7!3m6!1s0x549056f8b5ac25b9:0x99824c0dc73fb753!8m2!3d47.3002053!4d-122.3590453!16s%2Fg%2F1tf1njr0!19sChIJuSWstfhWkFQRU7c_xw1Mgpk,NW Landscape Management,5.0,24,Landscaper,"1911 SW Campus Dr #464, Federal Way, WA 98023, United States","8J2R+39 Federal Way, Washington, USA",https://www.landscapesnw.com/,+1 253-661-5824,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLGzK-kikmiJoJchFr4-hYN5_mSPtUaZDmKuzrYJcHJDlb596gAnrSrugAv62bbRZ8MDNwq_YAEH9hIDaEjYMjn5vZE3Wju2dA5BeBK7CjHSthJ3JFv5Oxlcn1dfySr77H1vqinw=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2026-04-29T19:58:07.204Z,
