placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes,isBlackOwned
"https://www.google.com/maps/place/Southern+Maine+Home+Care,+LLC/data=!4m7!3m6!1s0x4cb29bed92e2f759:0x52dc9368dbddfb54!8m2!3d43.6876319!4d-70.2972236!16s%2Fg%2F11gxtbkvnl!19sChIJWffiku2bskwRVPvd22iT3FI","Southern Maine Home Care, LLC",5.0,1,Home health care service,"75 Bishop St, Portland, ME 04103, United States","MPQ3+34 Portland, Maine, USA",http://southernmainehomecare.com/,+1 207-213-9723,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qnSPFLGfL8SUOtiWspjljA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.0746&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-18T00:17:13.431Z,,,,
https://www.google.com/maps/place/Northern+Light+Mercy+Hospital/data=!4m7!3m6!1s0x4cb29c014b0875ad:0x85eab2403ee6272b!8m2!3d43.648481!4d-70.2820749!16s%2Fg%2F1td37vgw!19sChIJrXUISwGcskwRKyfmPkCy6oU,Northern Light Mercy Hospital,3.5,124,Medical Center,"175 Fore River Pkwy, Portland, ME 04102, United States","JPX9+95 Portland, Maine, USA",https://northernlighthealth.org/Our-System/Mercy-Hospital/Locations/Mercy-Hospital,+1 207-879-3000,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO9xmLM-1giwOJKlOYND-8655aEw-r-ntw0wy0U=w408-h291-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-18T00:17:18.519Z,,,,
https://www.google.com/maps/place/MaineHealth+-+Maine+Medical+Center+-+Portland/data=!4m7!3m6!1s0x4cb29c0f4503a54d:0x6835381145e487f!8m2!3d43.6531296!4d-70.2761523!16zL20vMDc2bjM1!19sChIJTaUDRQ-cskwRf0heFIFTgwY,MaineHealth - Maine Medical Center - Portland,3.0,232,General hospital,"22 Bramhall St, Portland, ME 04102, United States","MP3F+7G Portland, Maine, USA",https://www.mainehealth.org/Maine-Medical-Center,+1 207-662-0111,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noeLfnI_W3gymEQzhGvSN14P9C5Le8kvdk0JqYVFn5SIks570QAU-yfg-9RoH2AxeMgA2rBL3rCY3ok0V_m9IYIXaElPT54sG8n1G4A36DczroFwHToqTLTnoFsSa-qM8xh5Qgn=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-18T00:17:21.442Z,,,,
https://www.google.com/maps/place/Beacon+Palliative+Care/data=!4m7!3m6!1s0x4cb2996be4a5ef43:0x6e83ffe72674381e!8m2!3d43.6351677!4d-70.2695159!16s%2Fg%2F1hm2py2r5!19sChIJQ--l5GuZskwRHjh0Juf_g24,Beacon Palliative Care,,,Home health care service,"54 Atlantic Ave, South Portland, ME 04106, United States","JPPJ+35 South Portland, Maine, USA",http://www.amedisys.com/,+1 800-467-7423,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IMGvhzSfzEhx3VHtAd_AEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.87816&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-18T00:17:24.058Z,,,,
"https://www.google.com/maps/place/Beacon+Hospice+Care,+an+Amedisys+Company/data=!4m7!3m6!1s0x4cb2024650dcb04b:0xfd48d14abd3d1cad!8m2!3d44.3407989!4d-69.7930524!16s%2Fg%2F1tj5krmp!19sChIJS7DcUEYCskwRrRw9vUrRSP0","Beacon Hospice Care, an Amedisys Company",2.0,4,Hospice,"5 Community Dr Suite A, Augusta, ME 04330, United States","86R4+8Q Augusta, Maine, USA",https://locations.amedisys.com/me/augusta/hospice-4803/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 207-621-1212,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM5eYmNbLebHHvZPzudWf0xfOmF9G0Q_bsV_aGa=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Augusta+ME/@44.3164961,-69.7681096,14z",2025-09-18T00:17:37.843Z,,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x4cb2015f14a9e039:0xf1b5b59a33e127da!8m2!3d44.3147874!4d-69.7674661!16s%2Fg%2F11v3hzgrs6!19sChIJOeCpFF8BskwR2ifhM5q1tfE,Gentiva Hospice,,,Hospice,"24 Stone St Ste 106, Augusta, ME 04330, United States","867M+W2 Augusta, Maine, USA",http://www.gentivahs.com/,+1 207-987-4549,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPidc0MU4gZ9ughvM7F4QFWpa9JJut9H4hhMnmM=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Augusta+ME/@44.3164961,-69.7681096,14z",2025-09-18T00:17:42.618Z,,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x4cafb50d3a0ffb39:0xa4e366a6ae5729fd!8m2!3d44.7866286!4d-68.7521187!16s%2Fg%2F11j2fgsptv!19sChIJOfsPOg21r0wR_SlXrqZm46Q,Gentiva Hospice,4.4,32,Hospice,"238 State St #16, Brewer, ME 04412, United States","Q6PX+M5 Brewer, Maine, USA",https://www.gentivahs.com/,+1 207-573-7012,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNZrZehSqmWyh-7v4KQG22UrhHmAAZ_W2UCojiN=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:17:55.833Z,,,,
https://www.google.com/maps/place/Beacon+Hospice+Bangor+Office/data=!4m7!3m6!1s0x4cae4b57156ba705:0xbe97c2cd4cee7e52!8m2!3d44.8031837!4d-68.7603195!16s%2Fg%2F1tjyn9s5!19sChIJBadrFVdLrkwRUn7uTM3Cl74,Beacon Hospice Bangor Office,,,Hospice,"304 Hancock St #3a, Bangor, ME 04401, United States","R63Q+7V Bangor, Maine, USA",https://locations.amedisys.com/me/bangor/hospice-4804/,+1 207-942-2920,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ra1d1rdFKcVeZKDJJL8Evg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.029818&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:00.621Z,,,,
https://www.google.com/maps/place/Westgate+Center+for+Rehabilitation+%26+Alzheimer%27s+Care/data=!4m7!3m6!1s0x4cae4b2f183c0923:0x940139fe53bf4b36!8m2!3d44.8097784!4d-68.7982052!16s%2Fg%2F1vnnh_bv!19sChIJIwk8GC9LrkwRNku_U_45AZQ,Westgate Center for Rehabilitation & Alzheimer's Care,4.6,50,Nursing home,"750 Union St, Bangor, ME 04401, United States","R652+WP Bangor, Maine, USA",https://westgatecenterrehabalz.com/,+1 207-942-7336,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgjWvqHTy6DrAQfNj-XKk4AmmqZ7XwL6bu2asM1em2qlZBUMnVDBrySeRQByWxiKKp9wfAcPz3OPIyAi9lq4q8conVoanJ17hf-YE7G2C4XsPaHnnDBSs-Dc09Dw1es9xAafT-=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:05.603Z,,,,
https://www.google.com/maps/place/Eastside+Center+for+Health+%26+Rehabilitation/data=!4m7!3m6!1s0x4cafb4a6e55dddc7:0x8acb2af2a954ad6c!8m2!3d44.821171!4d-68.7451836!16s%2Fg%2F1tdcr3kl!19sChIJx91d5aa0r0wRbK1UqfIqy4o,Eastside Center for Health & Rehabilitation,4.5,113,Nursing home,"516 Mt Hope Ave, Bangor, ME 04401, United States","R7C3+FW Bangor, Maine, USA",https://eastsidecenterrehab.com/,+1 207-947-6131,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7_O9Yftb_tZKkeA0JSxD7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.6261&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:10.659Z,,,,
https://www.google.com/maps/place/St.+Joseph+Hospital/data=!4m7!3m6!1s0x4cafb4b518a67c15:0x332857a25694e389!8m2!3d44.8145184!4d-68.7721352!16s%2Fg%2F1tdg2tsb!19sChIJFXymGLW0r0wRieOUVqJXKDM,St. Joseph Hospital,3.3,252,Medical Center,"360 Broadway, Bangor, ME 04401, United States","R67H+R4 Bangor, Maine, USA",https://stjosephbangor.org/services/gastroenterology/,+1 207-907-1000,,https://lh3.googleusercontent.com/p/AF1QipNsnaJTF5wIwU4ZTk_u78J5nXO64-poKM7cWn-C=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:15.526Z,,,,
"https://www.google.com/maps/place/Beacon+Hospice+Care,+an+Amedisys+Company/data=!4m7!3m6!1s0x4cae4b541c74c86f:0x5292e8459427582f!8m2!3d44.842289!4d-68.7439475!16s%2Fg%2F11bxg50r3w!19sChIJb8h0HFRLrkwRL1gnlEXoklI","Beacon Hospice Care, an Amedisys Company",4.3,6,Hospice,"1026 Stillwater Ave, Bangor, ME 04401, United States","R7R4+WC Bangor, Maine, USA",https://locations.amedisys.com/me/bangor/hospice-4804/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 207-942-2920,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO5oSh9oJhF3qAPExYfOnGRxyoibQV9FZgYMPHl=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:20.506Z,,,,
https://www.google.com/maps/place/Northern+Light+Eastern+Maine+Medical+Center/data=!4m7!3m6!1s0x4cae4b5577d4c967:0x9b2308ed6497d4b5!8m2!3d44.8079744!4d-68.7517948!16s%2Fm%2F0773cyr!19sChIJZ8nUd1VLrkwRtdSXZO0II5s,Northern Light Eastern Maine Medical Center,2.3,495,Medical Center,"489 State St, Bangor, ME 04401, United States","R65X+57 Bangor, Maine, USA",https://northernlighthealth.org/Our-System/Eastern-Maine-Medical-Center/Locations/Northern-Light-Eastern-Maine-Medical-Center,+1 207-973-7000,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noT5Reu0Y9flPnz8ojhCgnqoj4BOsPr7lQaJI-XlrH9yVqOq6wr4ENEc6RRj5RFBbc9ZuhOr8TTMQfM1UCgkMp7NaQqD23m-yWxXhvpx30hH4usoGfIReC-MNaE_3s_Zgug9vigkA=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:25.518Z,,,,
https://www.google.com/maps/place/Stillwater+Health+Care/data=!4m7!3m6!1s0x4cafb491c4086913:0x869a8ccdfd389cf2!8m2!3d44.8226413!4d-68.7596133!16s%2Fg%2F1vl5gchp!19sChIJE2kIxJG0r0wR8pw4_c2MmoY,Stillwater Health Care,3.5,16,Rehabilitation center,"335 Stillwater Ave, Bangor, ME 04401, United States","R6FR+35 Bangor, Maine, USA",https://stillwater-healthcare.com/,+1 207-947-1111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JkWzxWYQNmq8e78q6T1LDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.07385&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:28.235Z,,,,
https://www.google.com/maps/place/Bristol+Hospice+-+Bangor/data=!4m7!3m6!1s0x4cafb5de09b8c7c1:0xff9f14a57424d176!8m2!3d44.8367714!4d-68.749318!16s%2Fg%2F11x7wtjtmx!19sChIJwce4Cd61r0wRdtEkdKUUn_8,Bristol Hospice - Bangor,,,Hospice,"824 Stillwater Ave B, Bangor, ME 04401, United States","R7P2+P7 Bangor, Maine, USA",https://bristolhospice.com/,+1 207-605-9620,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Qrm7BA7KhGFEemYOOPybg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.411224&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:33.395Z,,,,
"https://www.google.com/maps/place/Northern+Light+Palliative+Care/@44.8078674,-68.7512305,17z/data=!3m1!4b1!4m6!3m5!1s0x4cae4b075774addb:0xfe83ad839997c616!8m2!3d44.8078674!4d-68.7512305!16s%2Fg%2F11h7gq_t8y",Northern Light Palliative Care,,,,"489 State Street Grant Building, Level 6 Northern Light Eastern Maine Medical Center, Bangor, ME 04401, United States","R65X+4G Bangor, Maine, USA",https://northernlighthealth.org/Eastern-Maine-Medical-Center,+1 207-973-6604,Permanently closed,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-18T00:18:39.891Z,,,,
https://www.google.com/maps/place/Andwell+Health+Partners/data=!4m7!3m6!1s0x4cb26ba4306aaaab:0xc64ff30d63dca557!8m2!3d44.1162617!4d-70.206782!16s%2Fg%2F1thxq7cc!19sChIJq6pqMKRrskwRV6XcYw3zT8Y,Andwell Health Partners,3.5,23,Home health care service,"15 Strawberry Ave, Lewiston, ME 04240, United States","4Q8V+G7 Lewiston, Maine, USA",https://andwell.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp-lewiston&utm_id=local&utm_content=lewiston,+1 207-777-7740,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMwN7RgAczmJMOKoD07pGGaB1P9pvSDcJyL24zo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Lewiston+ME/@44.100351,-70.2147764,14z",2025-09-18T00:18:53.183Z,,,,
"https://www.google.com/maps/place/Beacon+Hospice+Care,+an+Amedisys+Company/data=!4m7!3m6!1s0x4cb26bb3914386af:0x2bfb0b65a490d8bb!8m2!3d44.1114365!4d-70.2235348!16s%2Fg%2F1hm5ypdv2!19sChIJr4ZDkbNrskwRu9iQpGUL-ys","Beacon Hospice Care, an Amedisys Company",4.9,8,Hospice,"245 Center St Suite 10A, Auburn, ME 04210, United States","4Q6G+HH Auburn, Maine, USA",https://locations.amedisys.com/me/auburn/hospice-4805/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 207-784-4242,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPE5MP3YCTPm9yRg3xZCVY3nEpjrJ3Egi0MrafC=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Lewiston+ME/@44.100351,-70.2147764,14z",2025-09-18T00:18:58.852Z,,,,
