placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Harrogate+Cancer+Services/data=!4m7!3m6!1s0x487953d6baffffff:0xcee25ac391f25f02!8m2!3d53.9927129!4d-1.5173956!16s%2Fg%2F11y2npw_6q!19sChIJ____utZTeUgRAl_ykcNa4s4,Harrogate Cancer Services,4.0,1,Non-profit organization,"1 Willaston Cres, Harrogate HG2 7BF, United Kingdom","XFVM+32 Harrogate, United Kingdom",https://harrogatecancerservices.nhs.uk/health-and-wellbeing/financial-support/,+44 1423 557318,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yv2G-UX6oYPJtsTxNQomSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.29166&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:13:50.196Z,,,
https://www.google.com/maps/place/Harrogate+District+Hospital/data=!4m7!3m6!1s0x487953d6b31e02d7:0xc34ce344bdbc8c07!8m2!3d53.9937105!4d-1.5175624!16s%2Fg%2F1vxcvyg4!19sChIJ1wIes9ZTeUgRB4y8vUTjTMM,Harrogate District Hospital,4.0,319,General hospital,"Lancaster Park Rd, Harrogate HG2 7SX, United Kingdom","XFVJ+FX Harrogate, United Kingdom",http://www.hdft.nhs.uk/,+44 1423 885959,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsKjLqtS-vNQoahfr63V0eniCHBL045tT8poiCBXX_24O-qNvhMrLFVtED7L3_SOWfiU7kJTmXd0JO8W-5Z7rgpZSerBV1D4cVXk1LlyUC2MJZJaF-A9USVhCE4QSAeWvbe3BbLA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:13:55.090Z,,,
https://www.google.com/maps/place/Harrogate+Harlow+Private+Healthcare+Service/data=!4m7!3m6!1s0x487953d6b31e02d7:0x99cdce9fc535fba0!8m2!3d53.9939059!4d-1.5158086!16s%2Fg%2F1tfk3yz8!19sChIJ1wIes9ZTeUgRoPs1xZ_OzZk,Harrogate Harlow Private Healthcare Service,,,Private hospital,"Lancaster Park Rd, Harrogate HG2 7SX, United Kingdom","XFVM+HM Harrogate, United Kingdom",http://www.harrogateharlow.co.uk/,+44 1423 555430,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=apS4ICdG9RvLedpgDYGbBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.626076&pitch=0&thumbfov=100,false,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:00.011Z,,,
https://www.google.com/maps/place/Sir+Robert+Ogden+Macmillan+Centre/data=!4m7!3m6!1s0x487953d6bf182da3:0x3d145cfb7348cf22!8m2!3d53.9922829!4d-1.5171795!16s%2Fg%2F11c59zw_16!19sChIJoy0Yv9ZTeUgRIs9Ic_tcFD0,Sir Robert Ogden Macmillan Centre,4.6,13,Hospital,"Willaston Cres, Harrogate HG2 7RY, United Kingdom","XFRM+W4 Harrogate, United Kingdom",https://www.hdft.nhs.uk/services/cancer-services/sromc/,+44 1423 557300,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIhV0Z1gtgrJXFTX6Nmb8_8fZBkOD8ZqiXtLNjQIKz68drjLS2uhTktddWT8Qqxe0FZFdK5kwnIw3rl2wKW50WbVBCQ-A5g24Bk4x84LY_39sqsvK5mFx8zDJi1zs2J046etdIMQ=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:05.077Z,,,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice/data=!4m7!3m6!1s0x487953e9e4308a41:0xe72de8c5fce672c0!8m2!3d54.0032462!4d-1.5374155!16s%2Fg%2F11c5h3_sfk!19sChIJQYow5OlTeUgRwHLm_MXoLec,Saint Michael's Hospice,4.1,14,Thrift store,"149 King's Rd, Harrogate HG1 5JQ, United Kingdom","2F37+72 Harrogate, United Kingdom",https://saintmichaelshospice.org/,+44 1423 530291,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BuCzY9n0Pg4AzQOys4_QKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.3926&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:09.887Z,,,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice/data=!4m7!3m6!1s0x487953e2c92e0f3f:0xcc5ab92c396e6ef8!8m2!3d53.9893255!4d-1.5485877!16s%2Fg%2F1tfrg8m3!19sChIJPw8uyeJTeUgR-G5uOSy5Wsw,Saint Michael's Hospice,5.0,3,Thrift store,"107 Cold Bath Rd, Harrogate HG2 0NU, United Kingdom","XFQ2+PH Harrogate, United Kingdom",https://saintmichaelshospice.org/,+44 1423 528508,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr22i0PTFcvFMoV7svMGX13lPaiUeMHz95X5k2cV43r2StCHhXVdyQ6KLVn0FSiA5iDtaf43WjuH7tlPvGQZ-FRojFnn-71zRE7_VMSbGBVyLqm2VGYrTxadykdx8oCqgigi5Kv=w408-h306-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:14.798Z,,,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice+Charity+Shop/data=!4m7!3m6!1s0x487953e6dd21bab3:0x48654a53573903f0!8m2!3d53.9951861!4d-1.5381268!16s%2Fg%2F11h08lnrhs!19sChIJs7oh3eZTeUgR8AM5V1NKZUg,Saint Michael's Hospice Charity Shop,4.8,5,Non-profit organization,"7 Station Parade, Harrogate HG1 1HQ, United Kingdom","XFW6+3P Harrogate, United Kingdom",http://www.saintmichaelshospice.org/,+44 1423 705532,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LDaxua7xGAZOaM9LpByS3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.53706&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:19.656Z,,,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice+Charity+Shop/data=!4m7!3m6!1s0x487953c1c19ba873:0xdd148282ca294c13!8m2!3d54.0057202!4d-1.5356003!16s%2Fg%2F1tdnwf0h!19sChIJc6ibwcFTeUgRE0wpyoKCFN0,Saint Michael's Hospice Charity Shop,4.4,8,Non-profit organization,"42 Church Ave, Harrogate HG1 4HG, United Kingdom","2F47+7Q Harrogate, United Kingdom",https://saintmichaelshospice.org/,+44 1423 525585,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=64Jj71ZItwrpf4P0h18KgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.67368&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:24.492Z,,,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice+Charity+Shop/data=!4m7!3m6!1s0x4879540967d83641:0xe4fbda894f014d02!8m2!3d54.002545!4d-1.5583967!16s%2Fg%2F1tjdwf2p!19sChIJQTbYZwlUeUgRAk0BT4na--Q,Saint Michael's Hospice Charity Shop,4.0,4,Non-profit organization,"Jenny Field Dr, Harrogate HG3 2XQ, United Kingdom","2C3R+2J Harrogate, United Kingdom",https://saintmichaelshospice.org/stores/househome/,+44 1423 522255,"Closed ⋅ Opens 9 am

Updated by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N72eCFolGgzu3Wd9ubN85w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.07057&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–6 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:29.402Z,,,
https://www.google.com/maps/place/Vida+Court+-+Specialist+Dementia+Care/data=!4m7!3m6!1s0x487957bd79959649:0x81448831d5efc07a!8m2!3d53.9744446!4d-1.5710688!16s%2Fg%2F11nmz_4908!19sChIJSZaVeb1XeUgResDv1TGIRIE,Vida Court - Specialist Dementia Care,4.6,9,Nursing home,"Beckwith Head Rd, Harrogate HG3 1RB, United Kingdom","XCFH+QH Harrogate, United Kingdom",http://www.vidahealthcare.co.uk/,+44 1423 276400,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN2_UuOneKGwYOJ-HBLtXJYsupRmte3hicyXO4-=w523-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:34.869Z,,,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice+Starbeck+Charity+Shop/data=!4m7!3m6!1s0x4879522fdba6aaad:0xbab923a78117b8d4!8m2!3d53.9987624!4d-1.4991641!16s%2Fg%2F1tdz4bry!19sChIJraqm2y9SeUgR1LgXgacjubo,Saint Michael's Hospice Starbeck Charity Shop,2.5,2,Store,"38 High St, Harrogate HG2 7JE, United Kingdom","XGX2+G8 Harrogate, United Kingdom",https://saintmichaelshospice.org/stores/starbeck,+44 1423 884111,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1BPRh0QeeX6bFMUP-KN2Zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.073654&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:39.655Z,,,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice+Charity+Shop/data=!4m7!3m6!1s0x487951680aa67791:0x3370d19f34bfa280!8m2!3d53.9773398!4d-1.5336152!16s%2Fg%2F1tffj8vt!19sChIJkXemCmhReUgRgKK_NJ_RcDM,Saint Michael's Hospice Charity Shop,4.0,3,Non-profit organization,"85 Leeds Rd, Harrogate HG2 8BE, United Kingdom","XFG8+WH Harrogate, United Kingdom",https://saintmichaelshospice.org/,+44 1423 873783,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BZ87vjGxv7CDVnWspf3gKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.500336&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:44.421Z,,,
https://www.google.com/maps/place/Martin+House+Hospice+Shop/data=!4m7!3m6!1s0x487953e718d286f5:0x6fb7e8862b0d34a1!8m2!3d53.9950988!4d-1.5390482!16s%2Fg%2F11bwkd_p20!19sChIJ9YbSGOdTeUgRoTQNK4bot28,Martin House Hospice Shop,4.6,11,Thrift store,"Pacinos Pizza House, 12 Commercial St, Harrogate HG1 1TY, United Kingdom","XFW6+29 Harrogate, United Kingdom",http://www.martinhouse.org.uk/Contact-Us/Find-Our-Shops,+44 1423 531994,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nolbsP458wsud8Rfc6fy_zMf7rWCQCM1tDp8UXWwJAKWVi4AGwAzVnrYwRlV7dtBTdd5R4jCAQE0S2dA5cG19QWaIWw261Ayu_EPxhP-lPeGoOo4okaCejPkwdVWJUh3cPrMwuB=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–4 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:49.418Z,,,
"https://www.google.com/maps/place/The+Manor+House+care+home,+Harrogate/data=!4m7!3m6!1s0x487953fe9aa3f3df:0x587e3f8b7e7dcc79!8m2!3d53.9912457!4d-1.5573744!16s%2Fg%2F11h1zwwwtj!19sChIJ3_Ojmv5TeUgRecx9fos_flg","The Manor House care home, Harrogate",4.9,9,Retirement home,"60 Cornwall Rd, Harrogate HG1 2NE, United Kingdom","XCRV+F3 Harrogate, United Kingdom",https://www.anchor.org.uk/our-properties/manor-house-harrogate?utm_source=gmb+care+home&utm_medium=organic,+44 1423 500010,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM9bpYfJNdY8qRfEvptVrgHC6j1K8JreJdLJCiz=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:14:54.638Z,,,
https://www.google.com/maps/place/The+Granby+Care+Home/data=!4m7!3m6!1s0x487953d0e4be9605:0xd0d4810377caf574!8m2!3d53.9961144!4d-1.5226034!16s%2Fg%2F1td4jmyl!19sChIJBZa-5NBTeUgRdPXKdwOB1NA,The Granby Care Home,4.0,17,Assisted living facility,"Granby Rd, Harrogate HG1 4SR, United Kingdom","XFWG+CX Harrogate, United Kingdom",https://www.harbourhealthcare.co.uk/,+44 1423 505511,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMz9gRQXMAvpvVYIrk_uf59e80xblUWw8oi5dBH=w576-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:04.513Z,,,
https://www.google.com/maps/place/Harrogate+District+Hospital+Emergency+Department/data=!4m7!3m6!1s0x487953d6ac9d91b7:0xe4f9dea9ae61869f!8m2!3d53.9937201!4d-1.5166803!16s%2Fg%2F11f00q24rw!19sChIJt5GdrNZTeUgRn4Zhrqne-eQ,Harrogate District Hospital Emergency Department,3.8,30,Emergency room,"Harrogate District Hospital, Lancaster Park Rd, Harrogate HG2 7SX, United Kingdom","XFVM+F8 Harrogate, United Kingdom",https://www.hdft.nhs.uk/services/emergency-department/,+44 1423 553300,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W7cNCwFDkJi74QKFKiSjVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.58475&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:09.389Z,,,
https://www.google.com/maps/place/Fairfax+Manor+Care+Home/data=!4m7!3m6!1s0x4879536a76087ee3:0x88936ed27227001d!8m2!3d53.9912048!4d-1.515664!16s%2Fg%2F11vrp50m64!19sChIJ434IdmpTeUgRHQAnctJuk4g,Fairfax Manor Care Home,5.0,1,Assisted living facility,"Wetherby Rd, Harrogate HG2 7SA, United Kingdom","XFRM+FP Harrogate, United Kingdom",https://lovettcare.co.uk/fairfax-manor-care-home?utm_source=google&utm_medium=organic&utm_campaign=gbp,+44 1423 462014,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqacGGYlR5DDz3t0A-xfAtEPHzSARqln1cUtuIXwyMSrU5Hnobl2ZyU7dUv4H9h7XiVG9R_rpPVUILC19Z0I1vTRLt-8a1rXSLO3zEku8QDsfgtMTa_rzV_BkkoThcr6z7sDkuZ=w408-h240-k-no-pi0-ya354.42975-ro-0-fo100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:14.272Z,,,
