placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,error,info,attributes,isBlackOwned
https://www.google.com/maps/place/Hidden+Fences+By+Dogwatch/data=!4m7!3m6!1s0x88e6d97000000001:0xb463901e15b94bb5!8m2!3d29.1987957!4d-81.0423429!16s%2Fg%2F1263gvxpm!19sChIJAQAAAHDZ5ogRtUu5FR6QY7Q,Hidden Fences By Dogwatch,,,Fence contractor,"Daytona Beach, FL 32114, United States",,http://www.petcontainment.com/,+1 386-944-0750,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zMgTFTxqP1NmWRtfr8gHkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.6134&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:52:26.863Z,,,,
https://www.google.com/maps/place/Madden%27s+Ace+Hardware+2/data=!4m7!3m6!1s0x88e6dafc764eb6f1:0xa16236804870ae19!8m2!3d29.184447!4d-80.98769!16s%2Fg%2F1tddbnx8!19sChIJ8bZOdvza5ogRGa5wSIA2YqE,Madden's Ace Hardware 2,4.5,163,Hardware store,"2580 S Atlantic Ave, Daytona Beach, FL 32118, United States","52M6+QW Daytona Beach, Florida, USA",http://www.acehardware.com/mystore/index.jsp?store=10106&cid=localstore10106,+1 386-322-3377,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZrBn7Z-s0OY1soQUDSjlDubWXq0u8O-Q8tobGk3-O7_ne4TE49PB66Z5PFazTmbCbP5VHWMPV5etQ4z6h0J_AOtt8Y9YL8SsoT9vV0YTR0v_NoaZnBXzksR66r05f8m65R-R3jQ=w513-h240-k-no,true,8 am–6 pm,8 am–6 pm,9 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:52:31.963Z,,,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up · Delivery",
https://www.google.com/maps/place/IPS+Pavers+LLC/data=!4m7!3m6!1s0xaec9843728f18733:0x949b58366668ae62!8m2!3d29.1924832!4d-81.1061785!16s%2Fg%2F11vz9w81j5!19sChIJM4fxKDeEya4RYq5oZjZYm5Q,IPS Pavers LLC,5.0,102,Paving contractor,"145 Links Ter Blvd, Daytona Beach, FL 32124, United States","5VRV+XG Daytona Beach, Florida, USA",https://quote.ipspaversfl.com/,+1 386-882-7120,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoNR0IqNCpfi79Bvu1VqL6b8Ilg6Ny-fgCJnYkj3K4NO5KVbDtL6h1SY4fnzBpxu_suaxceCy80JJeeJLDZbPcxaiNyaLSAYcZw1e1TZIcC9b6BhNYlUECFR99CK_iwB5FeF6T-_scquh1=w408-h544-k-no,true,8 am–5 pm,8 am–2 am,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:52:37.341Z,,,,
https://www.google.com/maps/place/Equity+Builders+Group+And+Sons+LLC/data=!4m7!3m6!1s0x88e6dbc522a91281:0x133bf430102fe5e8!8m2!3d29.2580506!4d-81.0503341!16s%2Fg%2F11kfg3whsv!19sChIJgRKpIsXb5ogR6OUvEDD0OxM,Equity Builders Group And Sons LLC,5.0,9,Cabinet maker,"1681 State Ave, Daytona Beach, FL 32117, United States","7W5X+6V Daytona Beach, Florida, USA",http://www.equitybuildersgroupandsons.com/,+1 386-523-6953,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMzBOspnVNERpw5QUZVhvZdke4aqo4Crrx0nGiu=w493-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:52:42.733Z,,,,
https://www.google.com/maps/place/Precise+Audio+Inc./data=!4m7!3m6!1s0x88e6dbcbaafd0f61:0x7858a419a479a774!8m2!3d29.1987474!4d-81.083313!16s%2Fg%2F1hhmn2s4s!19sChIJYQ_9qsvb5ogRdKd5pBmkWHg,Precise Audio Inc.,5.0,49,Home automation company,"480 Fentress Blvd Suite A, Daytona Beach, FL 32114, United States","5WX8+FM Daytona Beach, Florida, USA",https://preciseaudiofl.com/,+1 386-334-0731,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMXl-aLIf0i2T9YY2Xqs8Zzfgdf6sOwDxykCh1z=w408-h306-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:52:47.680Z,,,,
https://www.google.com/maps/place/Global+Mobile+Detailing/data=!4m7!3m6!1s0x88e72db8a8b160f3:0x469fe688a0c9351b!8m2!3d29.2638719!4d-81.0509915!16s%2Fg%2F11k2ymwc75!19sChIJ82CxqLgt54gRGzXJoIjmn0Y,Global Mobile Detailing,4.9,144,Car detailing service,"775 S Yonge St, Ormond Beach, FL 32174, United States","7W7X+GJ Ormond Beach, Florida, USA",https://www.globalmobiledetailing.com/,+1 386-666-8036,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipP2QQfeMkaT61bSDfRY_kh9yvm_GYf4bKvzlq9_=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:52:52.983Z,,,,
https://www.google.com/maps/place/Compass+Fabrications+%26+Installations+L.L.C/data=!4m7!3m6!1s0x88e6db79b8d6065f:0x7966d34011c2a201!8m2!3d29.2642001!4d-81.0505171!16s%2Fg%2F11tmfltm8v!19sChIJXwbWuHnb5ogRAaLCEUDTZnk,Compass Fabrications & Installations L.L.C,,,Handyman/Handywoman/Handyperson,"752 S Ridgewood Ave, Ormond Beach, FL 32174, United States","7W7X+MQ Ormond Beach, Florida, USA",,+1 386-623-2320,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipOf_MM9dLWs4KlTIObCmzBMMfkMDJq4ZkqKqXQc=w408-h408-k-no,true,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:52:58.656Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/TONYS+PARADISE+HANDYMAN+SERVICES+LLC/data=!4m7!3m6!1s0x6b689efd6d41e9d3:0x2ea7e9afd636938b!8m2!3d29.4080736!4d-81.2419094!16s%2Fg%2F11mkvn06g4!19sChIJ0-lBbf2eaGsRi5M21q_ppy4,TONYS PARADISE HANDYMAN SERVICES LLC,,,Handyman/Handywoman/Handyperson,,,,+1 386-285-3508,,https://lh3.googleusercontent.com/p/AF1QipNWbh7D6mlOgR4hNk1tV7ZEnUvMCflyRSjjZtL-=w420-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:01.659Z,,,,
https://www.google.com/maps/place/T+%26+D+Auto+Repair/data=!4m7!3m6!1s0x88e6db6ed2f1b8c3:0xba75a21da93093da!8m2!3d29.2712004!4d-81.05744!16s%2Fg%2F1s048t4zz!19sChIJw7jx0m7b5ogR2pMwqR2idbo,T & D Auto Repair,4.9,159,Auto repair shop,"268 Hand Ave, Ormond Beach, FL 32174, United States","7WCV+F2 Ormond Beach, Florida, USA",http://tdautorepairs.com/,+1 386-872-5615,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOrdmbV0Q0fJ_wv4pVqBbyM-t4PXL9Y9DjJk6Em=w408-h272-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:06.358Z,,,,
https://www.google.com/maps/place/Streamline+Hotel/data=!4m10!3m9!1s0x88e6da165ec7c9e9:0x92a83012d5c5ee84!5m2!4m1!1i2!8m2!3d29.223528!4d-81.006889!16s%2Fm%2F0j4552r!19sChIJ6cnHXhba5ogRhO7F1RIwqJI,Streamline Hotel,4.3,1591,,"140 S Atlantic Ave Suite 1, Daytona Beach, FL 32118, United States","6XFV+C6 Daytona Beach, Florida, USA",https://streamlinehotel.com/,+1 386-947-7470,,https://lh3.googleusercontent.com/p/AF1QipO58AJcN3ZgFJShmiDLqIPn0B3vmBKc1b2kuwd0=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:10.288Z,,,,
https://www.google.com/maps/place/Dave+%26+Buster%27s+Daytona+Beach/data=!4m7!3m6!1s0x88e6dd9017cef975:0xce6b2d51e1a92796!8m2!3d29.2194706!4d-81.0949799!16s%2Fg%2F11g_rc_nw_!19sChIJdfnOF5Dd5ogRliep4VEta84,Dave & Buster's Daytona Beach,4.2,3303,Restaurant,"1507 Cornerstone Blvd, Daytona Beach, FL 32114, United States","6W94+Q2 Daytona Beach, Florida, USA",https://www.daveandbusters.com/us/en/about/locations/daytona-beach,+1 386-888-3650,,https://lh3.googleusercontent.com/p/AF1QipMmnmawRnO5I6C1IIwnkK_Oc8xrryaIy1WB5smu=w408-h275-k-no,true,4–7 pm,Closed,9 pm–12 am,"4–7 pm, 9 pm–12 am","4–7 pm, 9 pm–12 am","4–7 pm, 9 pm–1 am","4–7 pm, 9 pm–1 am","https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:16.349Z,,,Family-friendly chain offering a sports-bar-style setting for American food & arcade games. · Dine-in · Takeaway · No-contact delivery,
"https://www.google.com/maps/place/Advanced+Garages,+LLC/data=!4m7!3m6!1s0x88e7114b91f95555:0x2ca6d3b3b945df55!8m2!3d28.8083544!4d-81.1875936!16s%2Fg%2F11f4xwy94j!19sChIJVVX5kUsR54gRVd9FubPTpiw","Advanced Garages, LLC",5.0,255,Garage door supplier,,,https://advancedgarages.com/,+1 386-320-8218,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNlLYFzDBiH6YuZRxBbMbAIcqAchUzVZU_ZtCYm=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:21.815Z,,,,
https://www.google.com/maps/place/MacKenzie+Made+LLC/data=!4m7!3m6!1s0x88e6db647a22b9df:0x14938cd7c15cb3bd!8m2!3d29.0225621!4d-81.172182!16s%2Fg%2F11jg1wjnm3!19sChIJ37kiemTb5ogRvbNcwdeMkxQ,MacKenzie Made LLC,5.0,7,General contractor,,,http://www.mackenziemade.com/,+1 386-307-8928,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOvuj8jcKT9-1wsXE6G98v0yre_aWqFi3cjKa9X=w408-h544-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:26.753Z,,,,
https://www.google.com/maps/place/Brothers+Reliable+Service/data=!4m7!3m6!1s0xf5aa6a847571d79:0x5cb49c4e904dcfb8!8m2!3d29.0214816!4d-81.172182!16s%2Fg%2F11vztnq5vx!19sChIJeR1XR6imWg8RuM9NkE6ctFw,Brothers Reliable Service,5.0,46,Pressure washing service,,,https://pressurewashingdaytonabeach.com/,+1 386-341-9454,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPVU10hA74qmIjkOw-t0rsl1yDHotI6wqPUql-2=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:31.365Z,,,,
"https://www.google.com/maps/place/Total+Window+and+Screen/@29.5317765,-81.2569665,11z/data=!3m1!4b1!4m6!3m5!1s0x88e6dbe9aa4341d1:0x709c70dd644f15df!8m2!3d29.5317765!4d-81.2569665!16s%2Fg%2F11gb3td7mh",Total Window and Screen,5.0,2,Screen repair service,,,,+1 386-503-2178,,,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:36.080Z,,,,
https://www.google.com/maps/place/R.B.Y.+HOME+IMPROVEMENTS/data=!4m7!3m6!1s0x88e6d79d43b4013f:0x21e6b0f4ef1e9e49!8m2!3d29.273839!4d-81.057979!16s%2Fg%2F11hc_ryn27!19sChIJPwG0Q53X5ogRSZ4e7_Sw5iE,R.B.Y. HOME IMPROVEMENTS,5.0,7,Painter,"333 Andalusia Ave #3, Ormond Beach, FL 32174, United States","7WFR+GR Ormond Beach, Florida, USA",,,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5GHtLkrSEOS1StG0XwEDpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.91811&pitch=0&thumbfov=100,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:41.038Z,,,,
https://www.google.com/maps/place/Ormond+Garage/data=!4m7!3m6!1s0x88e6db413c5b76bb:0x3e9e8afff6a4515e!8m2!3d29.2849585!4d-81.0570155!16s%2Fg%2F11bz_4hbdl!19sChIJu3ZbPEHb5ogRXlGk9v-Knj4,Ormond Garage,4.5,719,Restaurant,"48 W Granada Blvd, Ormond Beach, FL 32174, United States","7WMV+X5 Ormond Beach, Florida, USA",http://ormondgarage.beer/,+1 386-492-7981,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBM-Gs7lMfM-A_NkS1ZwDzowkdwPwR54gS_Op9iPVk-0Yi1ZIvInX_E3leXG7wGoLS5i4z8CPg89GSA2Z8CrDzRhgTUblC49aoCqYYBvfhnwhVd47m0ON-AaeSHNCxQJuOguwf=w408-h306-k-no,true,11:30 am–11 pm,11:30 am–11 pm,11:30 am–10 pm,11:30 am–10 pm,11:30 am–10 pm,11:30 am–10 pm,11:30 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:46.981Z,,,· Dine-in · Takeaway · Delivery,
https://www.google.com/maps/place/Beachside+Auto+Parts/data=!4m7!3m6!1s0x88e6da3c1704ac33:0x7e2a759740b3e4b9!8m2!3d29.2292258!4d-81.0344261!16s%2Fg%2F1tg9jclc!19sChIJM6wEFzza5ogRueSzQJd1Kn4,Beachside Auto Parts,4.8,63,Auto parts store,"219 Carswell Ave, Holly Hill, FL 32117, United States","6XH8+M6 Holly Hill, Florida, USA",http://beachsideautoparts.com/,+1 386-258-6133,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMA3JnI2ErUHlmP6BuIqjtF22RiT_SxXytQ0LN0=w408-h407-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:53.306Z,,,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/The+Closet+Outfitters+Custom+Closets+-+Ormond+Beach/data=!4m7!3m6!1s0x88e6d92f0c021545:0x714c10baabd81d73!8m2!3d29.2825229!4d-81.0642921!16s%2Fg%2F11r7kps9l8!19sChIJRRUCDC_Z5ogRcx3Yq7oQTHE,The Closet Outfitters Custom Closets - Ormond Beach,4.8,21,Cabinet maker,"307 W Granada Blvd # 1006, Ormond Beach, FL 32174, United States","7WMP+27 Ormond Beach, Florida, USA",https://www.theclosetoutfitters.com/,+1 386-530-3988,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMYop6mSBLMdPNZfscB3BdamTNd9eVtTXxebyf-=w408-h396-k-no,true,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:53:59.112Z,,,,
https://www.google.com/maps/place/Golf+cart+and+co/data=!4m7!3m6!1s0x88e6dbe4b8a299eb:0x14bd7565d46b57c3!8m2!3d29.2576645!4d-81.0476178!16s%2Fg%2F11ks2tjxjq!19sChIJ65miuOTb5ogRw1dr1GV1vRQ,Golf cart and co,5.0,17,Golf cart dealer,"1629 Ridgewood Ave, Holly Hill, FL 32117, United States","7X52+3X Holly Hill, Florida, USA",http://golfcartandco.com/,+1 386-265-1585,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipP15Gaw2siwLdd3j4LNp0NMN4KXFWpgZsZTpqyz=w408-h544-k-no,true,9 am–4 pm,9 am–4 pm,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:54:05.459Z,,,· In-store shopping · Delivery,
https://www.google.com/maps/place/Coyote+Ugly+Daytona+Beach/data=!4m7!3m6!1s0x88e6db3ac1a93e31:0xd34d7c0d579ef489!8m2!3d29.2348232!4d-81.0141321!16s%2Fg%2F11g0474rhq!19sChIJMT6pwTrb5ogRifSeVw18TdM,Coyote Ugly Daytona Beach,4.3,568,Bar,"512 Seabreeze Blvd, Daytona Beach, FL 32118, United States","6XMP+W8 Daytona Beach, Florida, USA",https://www.coyoteuglysaloon.com/daytona/,+1 386-256-4954,Closed ⋅ Opens 7 pm,https://lh3.googleusercontent.com/p/AF1QipOzdDjUvUpobu3sg6GlMgT0kXHnjyE9PFyY7BdU=w426-h240-k-no,true,7 pm–2 am,7 pm–2 am,7 pm–2 am,7 pm–2 am,7 pm–2 am,7 pm–2 am,7 pm–2 am,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:54:10.815Z,,,"Outpost of a festive saloon chain with female bartenders, bartop dancing & body shots. · Dine-in · Takeaway · Delivery",
https://www.google.com/maps/place/Absolute+Garage+Doors/data=!4m7!3m6!1s0x4fa3f0daa3f5a0d5:0x23625f6bf690b997!8m2!3d29.0213405!4d-81.2911355!16s%2Fg%2F11wp7nbc2w!19sChIJ1aD1o9rwo08Rl7mQ9mtfYiM,Absolute Garage Doors,5.0,12,Garage door supplier,,,https://www.386door.com/,+1 386-490-3890,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNdsm-VtAaFROSj6OACbTU7Ss_XShrZbP5DQ8j0=w408-h272-k-no,true,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:54:16.237Z,,Identifies as women-owned,,
https://www.google.com/maps/place/Grizzly+Garage+Door/data=!4m7!3m6!1s0x484ff2be24478fb7:0x470e7569a0133803!8m2!3d29.0225621!4d-81.172182!16s%2Fg%2F11s4zc488z!19sChIJt49HJL7yT0gRAzgToGl1Dkc,Grizzly Garage Door,1.0,1,Garage door supplier,,,,+1 407-718-7305,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMP3ZumsSv2YfV_OdsqvVUCof0LPhcyggFTniug=w408-h306-k-no,true,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Holly+Hill+Daytona+Beach+FL/@29.2435916,-81.0375555,14z",2025-11-07T22:54:21.025Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/South+Daytona+Storage+%26+Offices/data=!4m7!3m6!1s0x88e6d8532f7d8ebf:0x20f4e25959ce2b2b!8m2!3d29.1617448!4d-81.0238705!16s%2Fg%2F1tfh_dpk!19sChIJv459L1PY5ogRKyvOWVni9CA,South Daytona Storage & Offices,4.8,245,Self-storage facility,"2090 S Nova Rd, South Daytona, FL 32119, United States","5X6G+MF South Daytona, Florida, USA",http://www.southdaytonastorage.com/,+1 386-761-6400,,https://lh3.googleusercontent.com/p/AF1QipOalt7nvc2ppXRyFRRWLQupTTEreTQ8cZixISTi=w408-h273-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+South+Daytona+Daytona+Beach+FL/@29.1658158,-81.0044995,14z",2025-11-07T22:54:37.548Z,,,,
https://www.google.com/maps/place/I+Do+That!+Screen+Repair/data=!4m7!3m6!1s0x88e6d832ee0c95b9:0x841d6ee7fc2449ed!8m2!3d29.1588149!4d-80.9973521!16s%2Fg%2F11c0qz49yf!19sChIJuZUM7jLY5ogR7Ukk_OduHYQ,I Do That! Screen Repair,3.8,22,Screen repair service,"480 Reed Canal Rd APT 54, South Daytona, FL 32119, United States","5253+G3 South Daytona, Florida, USA",http://www.idothat.us/,+1 386-506-8857,,https://lh3.googleusercontent.com/p/AF1QipOZo0zC2dsBlO5amr0w6ec63uhH52yDspm6HboK=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+South+Daytona+Daytona+Beach+FL/@29.1658158,-81.0044995,14z",2025-11-07T22:54:40.965Z,,,,
https://www.google.com/maps/place/Gators+Sliding+Doors/data=!4m7!3m6!1s0x5dfed29c2355ad5:0x4ef83f020a71d8d5!8m2!3d29.0081334!4d-81.310551!16s%2Fg%2F11xfg8_2hs!19sChIJ1Vo1wint3wUR1dhxCgI_-E4,Gators Sliding Doors,5.0,86,Handyman/Handywoman/Handyperson,,,https://www.gatorsslidingdoors.com/,+1 386-888-7434,Closed ⋅ Opens 6 am Sun,https://lh3.googleusercontent.com/p/AF1QipMk4vsRYAFz7FX1Z-H0_EqKabC7d_en_JLBX1AQ=w408-h544-k-no,true,6 am–3 pm,Closed,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+South+Daytona+Daytona+Beach+FL/@29.1658158,-81.0044995,14z",2025-11-07T22:54:45.934Z,,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Dovi+Windows+and+Doors,+Inc./data=!4m7!3m6!1s0x88e6d821ffe72a0f:0x1675fc2fcca09638!8m2!3d29.1373702!4d-80.992327!16s%2Fg%2F1tflyq7y!19sChIJDyrn_yHY5ogROJagzC_8dRY","Dovi Windows and Doors, Inc.",4.8,189,General contractor,"4187 Dairy Ct, Port Orange, FL 32127, United States","42P5+W3 Port Orange, Florida, USA",http://www.doviwindows.com/,+1 386-760-4344,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOKeXKaHRbamClQqSLIphh-2Scey4rKNaj4k6Fh=w482-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+South+Daytona+Daytona+Beach+FL/@29.1658158,-81.0044995,14z",2025-11-07T22:54:50.583Z,,,,
"https://www.google.com/maps/place/U.S.+1+Homecrafters,+Inc./data=!4m7!3m6!1s0x88e6c31fa45e7331:0x368687980ae444a2!8m2!3d29.1485387!4d-81.0417821!16s%2Fg%2F113h5wr69!19sChIJMXNepB_D5ogRokTkCpiHhjY","U.S. 1 Homecrafters, Inc.",5.0,6,Contractor,"1425 Princess Paula Dr, Port Orange, FL 32129, United States","4XX5+C7 Port Orange, Florida, USA",,+1 386-673-2342,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sr5oLBnXRe4kuTdssf2BUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.20505&pitch=0&thumbfov=100,false,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+South+Daytona+Daytona+Beach+FL/@29.1658158,-81.0044995,14z",2025-11-07T22:54:55.261Z,,,,
https://www.google.com/maps/place/Mid+Florida+Garage+Doors/data=!4m7!3m6!1s0x88e71dc2b934ebad:0xafa7ae8e73c74156!8m2!3d29.0272532!4d-81.3037924!16s%2Fg%2F11h3bh2y_n!19sChIJres0ucId54gRVkHHc46up68,Mid Florida Garage Doors,4.9,80,Garage door supplier,"120 S Woodland Blvd Suite 217B, DeLand, FL 32720, United States","2MGW+WF DeLand, Florida, USA",http://www.midfloridagaragedoor.com/,+1 386-479-9626,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipNgGvF6T4jXBcEuPoo_LaS2OJY6gSw_Sa76Yj9L=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+South+Daytona+Daytona+Beach+FL/@29.1658158,-81.0044995,14z",2025-11-07T22:54:59.902Z,,,,
https://www.google.com/maps/place/Deltona+Garage+Door+Repair+Pros/data=!4m7!3m6!1s0x88e7118ff748243d:0x944ce0be48205399!8m2!3d28.8977155!4d-81.2719143!16s%2Fg%2F11ykvqpq0s!19sChIJPSRI948R54gRmVMgSL7gTJQ,Deltona Garage Door Repair Pros,4.8,26,Garage door supplier,"1200 Deltona Blvd, Deltona, FL 32725, United States","VPXH+36 Deltona, Florida, USA",,+1 386-845-0571,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipObbmRsW5SxG2KAWZkkm_0KtuxwBICkBV5RAG_n=w408-h453-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+South+Daytona+Daytona+Beach+FL/@29.1658158,-81.0044995,14z",2025-11-07T22:55:04.328Z,,,,
