placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday
"https://www.google.com/maps/place/Dunn,+Dunn+%26+Oakes,+CPAs,+PLLC/data=!4m7!3m6!1s0x89ac5f8ffe49d083:0x3d5f1c5ec37afaa8!8m2!3d35.8262757!4d-78.6204304!16s%2Fg%2F11f12319c6!19sChIJg9BJ_o9frIkRqPp6w14cXz0","Dunn, Dunn & Oakes, CPAs, PLLC",4.3,6,Accounting firm,"3200 Wake Forest Rd Ste 202, Raleigh, NC 27609, United States","R9GH+GR Raleigh, North Carolina, USA",https://www.ddocpas.tax/index.php,+1 919-779-0506,Closed ⋅ Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPkPF21-HfkrLNEzdZK8rMPff1XF-gxp_8qBZIH=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:21:42.944Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed
"https://www.google.com/maps/place/Mehdi+CPA,+PLLC/data=!4m7!3m6!1s0x89acf7473527f481:0x2ffd99e7f6c33ba3!8m2!3d35.8849536!4d-78.7306699!16s%2Fg%2F11_vdmd3_!19sChIJgfQnNUf3rIkRozvD9ueZ_S8","Mehdi CPA, PLLC",5.0,34,Certified public accountant,"5408 Glorietta Cir, Raleigh, NC 27613, United States","V7M9+XP Raleigh, North Carolina, USA",http://asmcpa.com/,+1 919-559-2227,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=63k7riJBexpJHVoVCjr8yQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.001815&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:21:47.899Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/MPC+Certified+Public+Accountants/data=!4m7!3m6!1s0x89acf5f3642153d9:0xdc67bd4206d7e269!8m2!3d35.8437563!4d-78.6790508!16s%2Fg%2F1tkp0njn!19sChIJ2VMhZPP1rIkRaeLXBkK9Z9w,MPC Certified Public Accountants,5.0,3,Accountant,"4600 Marriott Dr Suite 300, Raleigh, NC 27612, United States","R8VC+G9 Raleigh, North Carolina, USA",http://www.mpcllp.com/,+1 919-836-9200,Closed ⋅ Opens 8:30 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wqyjsU2R1Zm6C49iZb3MFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.06085&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:21:52.730Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed
"https://www.google.com/maps/place/The+Tax+People,+LLC/data=!4m7!3m6!1s0x89ac5f73c67020af:0xb6de1ef4376e07e4!8m2!3d35.7743427!4d-78.6387657!16s%2Fg%2F11csb28r6z!19sChIJryBwxnNfrIkR5AduN_Qe3rY","The Tax People, LLC",4.5,6,Tax preparation service,"One Bank of America Plaza, 421 Fayetteville St #1100, Raleigh, NC 27601, United States","Q9F6+PF Raleigh, North Carolina, USA",http://thetaxpeoplellc.com/,+1 919-400-9414,,Identifies as veteran-owned,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IFK5_M26CfX5PFymbM6PZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.819534&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:21:55.569Z,,,,,,,
"https://www.google.com/maps/place/James+A+Lucas+and+Company+LLP,+CPAs/@35.7858115,-78.7081432,17z/data=!3m1!4b1!4m6!3m5!1s0x89acf44e0b078bb9:0x47ec19505af2d748!8m2!3d35.7858115!4d-78.7081432!16s%2Fg%2F1tls3q1c","James A Lucas and Company LLP, CPAs",5.0,3,Accountant,"4909 Western Blvd STE 200, Raleigh, NC 27606, United States","Q7PR+8P Raleigh, North Carolina, USA",http://www.jalucas.com/,+1 919-851-4696,Closed ⋅ Opens 8:30 am Mon,,,,false,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:02.526Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed
https://www.google.com/maps/place/Legacy+Tax+Advisors/data=!4m7!3m6!1s0x4322c85fe89e1d2b:0x4a800e53687be8c1!8m2!3d35.8528876!4d-78.7018957!16s%2Fg%2F11tcd94mxl!19sChIJKx2e6F_IIkMRweh7aFMOgEo,Legacy Tax Advisors,5.0,33,Certified public accountant,"5104 Bur Oak Cir, Raleigh, NC 27612, United States","V73X+56 Raleigh, North Carolina, USA",https://www.legacytaxadvisors.com/,+1 984-683-3391,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N2hAIal32xKPf5qaA2ksjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.05577&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:07.683Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed
"https://www.google.com/maps/place/Raleigh+Accounting+%26+Tax+LLC/@35.7746049,-78.63539,14z/data=!3m1!4b1!4m6!3m5!1s0x89ac5f71baf75ca9:0x2aa22ee6556aa38a!8m2!3d35.7746049!4d-78.63539!16s%2Fg%2F11lllxgn6_",Raleigh Accounting & Tax LLC,5.0,5,Accounting firm,,,http://www.raleighacctax.com/,+1 984-212-4508,Open ⋅ Closes 3 pm,Identifies as Latino-owned,,,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:14.481Z,10 am–3 pm,10 am–4 pm,9 am–5:30 pm,9 am–6 pm,10 am–5 pm,10 am–5 pm,10 am–3 pm
"https://www.google.com/maps/place/Complete+Controller+Raleigh,+NC+-+Bookkeeping+Service/data=!4m7!3m6!1s0x89ac5f2ee20f5319:0x97dd480590f4de68!8m2!3d35.7743363!4d-78.6387655!16s%2Fg%2F11j7jj0wp9!19sChIJGVMP4i5frIkRaN70kAVI3Zc","Complete Controller Raleigh, NC - Bookkeeping Service",5.0,18,Bookkeeping service,"421 Fayetteville St #1100, Raleigh, NC 27601, United States","Q9F6+PF Raleigh, North Carolina, USA",https://completecontroller.com/bookkeeping-raleigh-nc/?utm_source=google%20maps&utm_medium=maps&utm_campaign=Raleigh,+1 866-443-8879,Closed ⋅ Opens 7 am Mon,Identifies as women-owned,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IFK5_M26CfX5PFymbM6PZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.50728&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:19.546Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed
https://www.google.com/maps/place/North+Carolina+Association+of+Certified+Public+Accountants/data=!4m7!3m6!1s0x89acf1bce378077f:0xb69d755797f7ba91!8m2!3d35.8188449!4d-78.6905569!16s%2Fg%2F1tgnbh2f!19sChIJfwd447zxrIkRkbr3l1d1nbY,North Carolina Association of Certified Public Accountants,4.5,2,Association / Organization,"2700 Wycliff Rd Suite 230, Raleigh, NC 27607, United States","R895+GQ Raleigh, North Carolina, USA",http://www.ncacpa.org/,+1 919-469-1040,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zxRfg0tWTckeOS4Wxv_ekw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.91647&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:24.647Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/Capital+Tax+and+Financial+Services/data=!4m7!3m6!1s0x89ac586d2c96959d:0xacd2fcfa877a53b8!8m2!3d35.8750739!4d-78.6431612!16s%2Fg%2F11f0wyb1n3!19sChIJnZWWLG1YrIkRuFN6h_r80qw,Capital Tax and Financial Services,4.9,31,Accountant,"119 Wind Chime Ct Unit 3, Raleigh, NC 27615, United States","V9G4+2P Raleigh, North Carolina, USA",http://www.captaxinc.com/,+1 919-847-4567,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zwbnpBcXxPUQotcj_uejZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.8306&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:29.788Z,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed
https://www.google.com/maps/place/Micham+%26+McSwain+CPAs+PLLC/data=!4m7!3m6!1s0x89ac587cd0be0dcf:0x80d0aeb67b3f78a6!8m2!3d35.85726!4d-78.6468882!16s%2Fg%2F1tx_76v9!19sChIJzw2-0HxYrIkRpng_e7au0IA,Micham & McSwain CPAs PLLC,5.0,16,Accountant,"314 W Millbrook Rd Suite 001, Raleigh, NC 27609, United States","V943+W6 Raleigh, North Carolina, USA",http://www.michamcpa.com/,+1 919-846-2640,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A0Fmg2zt9Fq72MpDUh-EaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.70453&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:34.799Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/Oak+City+Accounting/data=!4m7!3m6!1s0x89ac5863204815d5:0x46a0d7f48771245!8m2!3d35.9014552!4d-78.6046725!16s%2Fg%2F1hc7hrz92!19sChIJ1RVIIGNYrIkRRRJ3SH8NagQ,Oak City Accounting,5.0,16,Accounting firm,"9350 Falls of Neuse Rd STE 105, Raleigh, NC 27615, United States","W92W+H4 Raleigh, North Carolina, USA",http://www.oakcityaccounting.com/,+1 919-268-8060,Closed ⋅ Opens 9 am Mon,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipMn1hL8jiHChzAQlGMM7F7V7BMgXDHfZ4_m8oQj=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:39.999Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed
"https://www.google.com/maps/place/Cox+Accounting+%26+Financial+Services,+Inc./data=!4m7!3m6!1s0x89ac59aa87f5bed3:0x5a6bab24b94bf80a!8m2!3d35.8358176!4d-78.6137962!16s%2Fg%2F11btvb69zr!19sChIJ0771h6pZrIkRCvhLuSSra1o","Cox Accounting & Financial Services, Inc.",4.7,34,Accountant,"4030 Wake Forest Rd #300, Raleigh, NC 27609, United States","R9PP+8F Raleigh, North Carolina, USA",https://www.coxacctsvcs.com/,+1 919-615-4208,"Closed ⋅ Opens 9 am Mon

Confirmed by phone call 1 week ago",Identifies as veteran-owned,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pm7n668VkpdlAAqSXWl2Hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.32785&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:45.197Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed
https://www.google.com/maps/place/Kinlaw+%26+Co+PLLC/data=!4m7!3m6!1s0x89ac5f596e1bbfe5:0xfdcd1ac0269f3281!8m2!3d35.7856632!4d-78.6504341!16s%2Fg%2F1tj9cw7f!19sChIJ5b8bbllfrIkRgTKfJsAazf0,Kinlaw & Co PLLC,4.5,2,Accountant,"412 St Marys St, Raleigh, NC 27605, United States","Q8PX+7R Raleigh, North Carolina, USA",https://www.kinlawco.com/,+1 919-900-8370,Closed ⋅ Opens 8:30 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h0xSXNShe4vh4JaHWZt54A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.21855&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:50.235Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed
"https://www.google.com/maps/place/Thomas+M.+Doherty,+CPA/data=!4m7!3m6!1s0x89acf5f3642153d9:0x46dc66ba593416cd!8m2!3d35.792652!4d-78.6631204!16s%2Fg%2F1td2c644!19sChIJ2VMhZPP1rIkRzRY0Wbpm3EY","Thomas M. Doherty, CPA",,,Certified public accountant,"615 Oberlin Rd # 200, Raleigh, NC 27605, United States","Q8VP+3Q Raleigh, North Carolina, USA",http://www.mpcllp.com/,+1 919-836-9200,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mECWadmzpb8ylcvborcGDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.44766&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:53.052Z,,,,,,,
"https://www.google.com/maps/place/Michael+Phillips,+CPA,+PC/data=!4m7!3m6!1s0x89ac5dceab33d457:0x5884067b7d27d17d!8m2!3d35.7988814!4d-78.5600868!16s%2Fg%2F11t1p0nvwc!19sChIJV9Qzq85drIkRfdEnfXsGhFg","Michael Phillips, CPA, PC",5.0,6,Certified public accountant,"4501 New Bern Ave, Raleigh, NC 27610, United States","QCXQ+HX Raleigh, North Carolina, USA",,+1 818-823-3675,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gTeIMsD18i4_buEdlK9hYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.009&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:22:58.179Z,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed
https://www.google.com/maps/place/Goodson%27s+Accounting+%26+Tax+Services/data=!4m7!3m6!1s0x89ac5fd3a362fad1:0x52c9f4bdef3b4917!8m2!3d35.7995896!4d-78.577219!16s%2Fg%2F11y2v22xg4!19sChIJ0fpio9NfrIkRF0k77730yVI,Goodson's Accounting & Tax Services,5.0,43,Tax preparation,"1708 Trawick Rd Ste 211, Raleigh, NC 27604, United States","QCXF+R4 Raleigh, North Carolina, USA",https://www.goodsonstaxservice.org/,+1 833-924-7262,Closed ⋅ Opens 10 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wpA28r3qz7bCz-cW37aMkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.720413&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:23:03.144Z,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–2 pm
"https://www.google.com/maps/place/Maddison+%26+Caison,+LLP/data=!4m7!3m6!1s0x89acf5f70350afcf:0x65c5dcda8fbc8212!8m2!3d35.8147909!4d-78.7062547!16s%2Fg%2F1tgj9pny!19sChIJz69QA_f1rIkREoK8j9rcxWU","Maddison & Caison, LLP",5.0,1,Certified public accountant,"2501 Blue Ridge Rd, Raleigh, NC 27607, United States","R77V+WF Raleigh, North Carolina, USA",http://www.maddisoncaisoncpa.com/,+1 919-821-5482,Closed ⋅ Opens 8:30 am Mon,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrCtOyVs4BzW9tJryd2HoE6u8nO9otm2NSWQXwcq9tddBG8aV95XSTizgH5FCT-ZV5Hgh7QyhCCpW-WhNIOuNxtgv3ZIFIsv89nDNTv35Dm_WGBtfGYZUhuTcyRnsYvCK9WLxdNbg=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-10-19T16:23:08.018Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed
