placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Elite+Grounds+Lawn+%26+Landscaping/data=!4m7!3m6!1s0x2d3dd549c6720def:0xbc8cb7eee059e13b!8m2!3d34.7757681!4d-92.5436473!16s%2Fg%2F11txtbp_j3!19sChIJ7w1yxknVPS0RO-FZ4O63jLw,Elite Grounds Lawn & Landscaping,5.0,82,Lawn care service,"2025 Roberts Rd, Little Rock, AR 72223, United States","QFG4+8G Little Rock, Arkansas, USA",https://elitegroundlawnandlandscaping.com/,+1 501-503-8577,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHY1_VB-jcKlTFDYLd0ehYAm07Sf8NMq869JqO34eOvMoK0Vnah6zL3ZHS4eznZiPLH2NHtBMa6ljG34SBgdJZss7ADYhlJTdx7rTJ4CzGntpYdiaqVkIbsuB9p41jnd3jh92iJ=w408-h408-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,6 am–10 pm,9 am–5 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:04.628Z,,,
https://www.google.com/maps/place/Exterior+Solutions/data=!4m7!3m6!1s0x87d2a7644708945b:0x37089dfe50f33212!8m2!3d34.7352303!4d-92.4033889!16s%2Fg%2F11k9p3j1st!19sChIJW5QIR2Sn0ocREjLzUP6dCDc,Exterior Solutions,5.0,49,Landscaper,"2107 Hickorynut Ct, Little Rock, AR 72211, United States","PHPW+3J Little Rock, Arkansas, USA",https://www.exteriorsolutionsar.com/,+1 501-551-4303,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEi7LnsKQS0EQoBjsapoPtalyXFUnhr5Op0pJkOuMsbpvTR4vNJc7PMbLo4VmNBOGC7m3NGHAUm8QxJ3kxdHrDjFdLoSZIruS-l1WIz4ctfTlVeNqAOyzPXRh-KnfzMfe2bl5SBSSP7y_Q=w408-h720-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:10.905Z,,,
https://www.google.com/maps/place/A%26M+landscaping/data=!4m7!3m6!1s0x87d2a5d447eebe23:0xc16c466242e6d83b!8m2!3d34.7232649!4d-92.3720603!16s%2Fg%2F11xdrm9b0y!19sChIJI77uR9Sl0ocRO9jmQmJGbME,A&M landscaping,4.8,6,Gardener,"3300 Longcoy St, Little Rock, AR 72204, United States","PJFH+85 Little Rock, Arkansas, USA",https://www.facebook.com/profile.php?id=61575295601034,+1 501-442-7455,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExQUBPrerKkqs7Me5CjAIXuUC-AtP5SZpDFTixUCPW0UER54gssLpd28jPB_uw0RNWdNwXhgjeWLvk2ZtTnPC0rRbfTv6pr73k7CDecNkdz8IQtFNGU6hH9vD_k5CkOrjhymmlG8XZVL_w=w408-h883-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:15.320Z,,,
https://www.google.com/maps/place/Conserva+Irrigation+of+Little+Rock/data=!4m7!3m6!1s0x29a1d08c9ce00dcd:0x9f0388da84156609!8m2!3d34.869953!4d-92.319275!16s%2Fg%2F11xzm89l53!19sChIJzQ3gnIzQoSkRCWYVhNqIA58,Conserva Irrigation of Little Rock,4.9,17,Lawn sprinkler system contractor,,,https://www.conservairrigation.com/little-rock/,+1 501-273-3577,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEreVFlRPXarI9t6sqICtmLgeAu1MqpS_CuTIqDwKAJJH1-FSug6RtHpqQndrF2K4_g98KrMIQH3mKbjFAocdiTOcbHLFNMshUOJ616tYH_jn_tD02TXfaboibRXE29r-_cD1aS4SFZMs6t=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:19.674Z,,,
https://www.google.com/maps/place/Grand+Designs/data=!4m7!3m6!1s0x87d2a3946e726e45:0x8a630d8b7c7df94c!8m2!3d34.7686546!4d-92.358567!16s%2Fg%2F1tj9cjn2!19sChIJRW5ybpSj0ocRTPl9fIsNY4o,Grand Designs,5.0,1,Landscape designer,"1720 N Mississippi St, Little Rock, AR 72207, United States","QJ9R+FH Little Rock, Arkansas, USA",http://granddesigns.us/,+1 501-224-8580,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8j20emterV2Ce7VDYgipWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.28986&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:21.853Z,,,
https://www.google.com/maps/place/Cantrell+Gardens+Nursery/data=!4m7!3m6!1s0x87d2a3bff5313733:0xf3cadb0d0ae14fd9!8m2!3d34.7750018!4d-92.3615338!16s%2Fg%2F1tltmxkd!19sChIJMzcx9b-j0ocR2U_hCg3byvM,Cantrell Gardens Nursery,4.9,49,Garden center,"7800 Cantrell Rd, Little Rock, AR 72227, United States","QJGQ+29 Little Rock, Arkansas, USA",http://www.cantrellgardens.com/,+1 501-225-1030,"Closes soon · 5 pm · Opens 8 am Thu

Updated by others 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEs39wynK5lTFUX6UuNZKSJT-SNkVR8Wc8vpzjXeyLdp_WWl14gm74S_-__0lgA9d1h5QW7tW2sNHaPABFv6t4BuDGV7hQY6frbTbbR4vIWgqqRr161DX-Vl_di1h1c841DvUs=w453-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,11 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:26.208Z,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/Solid+Rock+Land+Management+LLC/data=!4m7!3m6!1s0xb5668c1f055ae97:0x18f72cd1d2e2a752!8m2!3d34.7867234!4d-92.325456!16s%2Fg%2F11n40v0hd2!19sChIJl65V8MFoVgsRUqfi0tEs9xg,Solid Rock Land Management LLC,,,Landscaper,,,https://www.facebook.com/profile.php?id=61587706065502,+1 870-819-7239,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbphCfUipafrpgTDFx4By9iyOPUYO1mOZmcCoS-wXlZr3Fwu_Ar3ObOtL26w66oJUTKgIByddGTsLG2_CJ7eSO_HCyAhaD78SNWUY9Iwh0i7KQf_xbF2DEVm0d-e1zhSeMhtlfWoPoDTa-=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–3 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:30.425Z,,,
https://www.google.com/maps/place/Hocott%27s+Garden+Center/data=!4m7!3m6!1s0x87d2a36550a9f521:0x3a45e6fd2f8604d2!8m2!3d34.762863!4d-92.331331!16s%2Fg%2F1td2n06p!19sChIJIfWpUGWj0ocR0gSGL_3mRTo,Hocott's Garden Center,4.4,70,Garden center,"3612 Kavanaugh Blvd, Little Rock, AR 72205, United States","QM79+4F Little Rock, Arkansas, USA",http://www.hocottslandscaping.com/,+1 501-647-6171,"Closes soon · 5 pm · Opens 10 am Thu

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkUQm62fIl9d3fhoG1Ey2N8-USaWwDedlpI9FqO0leWCXNKiIfniPZk0l8ITdx0ueTUMkidftJJTVgvenZ8WDarRhFqtjBDbzE7O4QZQYcAYNc4NNUqignx5Lt6ce9VjKKrmJfUA=w408-h544-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:34.871Z,· In-store pick-up,,
https://www.google.com/maps/place/Apex+Lawns/data=!4m7!3m6!1s0x6be4603d5af5b2b9:0xb5db65eef4021934!8m2!3d34.7532762!4d-92.3869612!16s%2Fg%2F11scn10qcx!19sChIJubL1Wj1g5GsRNBkC9O5l27U,Apex Lawns,4.6,21,Lawn care service,"10201 W Markham St Ste 328, Little Rock, AR 72205, United States","QJ37+86 Little Rock, Arkansas, USA",https://apexlawnslr.com/,+1 501-710-6800,Closes soon · 4:30 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMAPd8CSR4aAr9dvHp7huzvbFBrXYAJI2hB58fFoPQKHVGn9cSKowLyo0rfMMiv03EC_RbaKEwlZLvAJyLUzefk7FKD52XJfSKdUbAhqNiwj8iEX3V61pRZZbqRV8XNkALkGHuZavLXNQ=w408-h307-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:39.378Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Picture+Perfect+Lawns/data=!4m7!3m6!1s0x87d2a3c0aa3aaaab:0xcd3c302ab625f311!8m2!3d34.800367!4d-92.3136551!16s%2Fg%2F11hckk8gr3!19sChIJq6o6qsCj0ocREfMltiowPM0,Picture Perfect Lawns,4.9,64,Lawn care service,,,http://pictureperfectlawns.com/,+1 501-399-4040,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJ6cifmj8ZcUdnwBkgdFHByuUqm2XbH3MXnEGOdq8TdM6SLH_ZnHGyTihJQO-sEGJcKwWtsj601SMrH5gNM_z_mC9B_QDootV3uprVuCd7-Mk2ML3bNgwYsLk-UfWwYULtH-PrKuhcRUZY=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:43.775Z,,,
https://www.google.com/maps/place/DC+CUSTOM+CREATIONS/data=!4m7!3m6!1s0x8709263e1104340f:0x4b73a36c8754d140!8m2!3d34.7743018!4d-92.3798599!16s%2Fg%2F11z2g1tkq9!19sChIJDzQEET4mCYcRQNFUh2yjc0s,DC CUSTOM CREATIONS,5.0,1,Landscape designer,"12 Wellington Ct, Little Rock, AR 72227, United States","QJFC+P3 Little Rock, Arkansas, USA",,+1 501-216-3660,"Open · Closes 9 pm

Confirmed by this business 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8gSdt65xanOP8eKnh3rcYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=326.3199&pitch=0&thumbfov=100,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:48.075Z,,LGBTQ+ friendly,
"https://www.google.com/maps/place/Terra+Corporation/@34.7281934,-92.325456,11z/data=!3m1!4b1!4m6!3m5!1s0x453b7be46a9e6db9:0x1267ebfc5e2f310c!8m2!3d34.7281934!4d-92.325456!16s%2Fg%2F11vy7ry9rl",Terra Corporation,4.4,9,Landscaper,,,https://terracorporationar.com/,+1 501-350-4908,Closes soon · 5 pm · Opens 8 am Thu,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:54.218Z,,,
https://www.google.com/maps/place/Tree+Docs/data=!4m7!3m6!1s0x87d2bb5effffffff:0xd966031dd4b99c67!8m2!3d34.7499657!4d-92.2852014!16s%2Fg%2F1263hg2pv!19sChIJ_____1670ocRZ5y51B0DZtk,Tree Docs,4.6,19,Tree service,"Little Rock, AR 72201, United States",,https://www.treedocstreeservice.com/,+1 501-517-6054,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPEhoyGI4Ar_3WBVhZJgswyY1loEGGmwS-b9WzTKKY_Nz5visq5hbN4r1vY4DnhKqKWaudFp7s81vXh5zMjEoLdEB8Se1ELVdATv2iyy44wfD9OdcKngM6WGuL_UyXlblFsnMKsqG934BL=w408-h906-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:29:58.554Z,,,
https://www.google.com/maps/place/National+Putting+Greens+%26+Turf/data=!4m7!3m6!1s0x87d2bb64ffffffff:0xb6ab84db23370fe6!8m2!3d34.7499657!4d-92.2852014!16s%2Fg%2F1th5d2sx!19sChIJ_____2S70ocR5g83I9uEq7Y,National Putting Greens & Turf,5.0,1,Landscape designer,"Little Rock, AR 72201, United States",,http://www.nationalgreens.com/,+1 501-744-5592,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bHSrIUi_vtvUrLlo3QjDtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.09563&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:30:00.824Z,,,
https://www.google.com/maps/place/Arkansas+Landscape+Systems/data=!4m7!3m6!1s0x87d2bca7daf4f01d:0x3197e24661699faa!8m2!3d34.7544136!4d-92.2918983!16s%2Fg%2F1260wp3t1!19sChIJHfD02qe80ocRqp9pYUbilzE,Arkansas Landscape Systems,,,Landscaper,"1900 Cantrell Rd, Little Rock, AR 72202, United States","QP35+Q6 Little Rock, Arkansas, USA",,+1 501-324-1400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fadKV65TomFF8104KMhyNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.46039&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:30:02.996Z,,,
https://www.google.com/maps/place/The+Grounds+Guys+of+Greater+Little+Rock/data=!4m7!3m6!1s0x87cd590555555555:0xa8d7cf9a726ebe19!8m2!3d34.7073201!4d-92.421083!16s%2Fg%2F1hd_08g7h!19sChIJVVVVVQVZzYcRGb5ucprP16g,The Grounds Guys of Greater Little Rock,4.5,44,Lawn care service,"13311 Lawson Rd Suite A, Little Rock, AR 72210, United States","PH4H+WH Little Rock, Arkansas, USA",https://www.groundsguys.com/locations/greater-little-rock/?cid=LSTL_GUY000204&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 501-859-0016,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBRDg1Hyr5b3XCao0JV8B41wWRJ8bYC2s986wUFSzDPVV_LipgI-ya-erJWa04TE0kXTdpiYyjdbtzeVy0VfeVdMJ_gRN5MPJsC0GHG4e5apRzQgJdtpYFk51mYNDUzIkp4E-y=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-04-29T21:30:07.525Z,,,
