placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,error,isBlackOwned
"https://www.google.com/maps/place/The+Vein+Clinic/@39.1216161,-86.5743956,17z/data=!3m1!4b1!4m6!3m5!1s0x886c67f3859490a7:0x2e124dae65ba447b!8m2!3d39.1216161!4d-86.5743956!16s%2Fg%2F1tc_f_my",The Vein Clinic,5.0,1,Doctor,"3209 W Fullerton Pike C, Bloomington, IN 47403, United States","4CCG+J6 Bloomington, Indiana, USA",,+1 812-825-8808,,,false,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-12-16T22:08:01.459Z,,,,,,,,,,
"https://www.google.com/maps/place/Ricardo+Vasquez,+MD-Vascular+Center+%26+Vein+Clinic/data=!4m7!3m6!1s0x886c671e617dfe7d:0x2ae376f576260d3f!8m2!3d39.1604754!4d-86.5426464!16s%2Fg%2F1tg6qw3x!19sChIJff59YR5nbIgRPw0mdvV24yo","Ricardo Vasquez, MD-Vascular Center & Vein Clinic",4.1,46,Doctor,"815 W 2nd St, Bloomington, IN 47403, United States","5F64+5W Bloomington, Indiana, USA",http://vascularcenterandveinclinic.com/,+1 812-336-6008,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMZw3wRNmaDGtXae5RZmiWP2_EUm1FrmxywXVOD=w408-h275-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bloomington+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-12-16T22:08:06.473Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Greencastle+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-12-16T22:08:14.597Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/Regional+Health+Cardiothoracic+and+Vascular+Surgery/data=!4m7!3m6!1s0x886d7af69231e433:0x2640bbdd494cbe3!8m2!3d39.4197265!4d-87.4076583!16s%2Fg%2F1v940tfr!19sChIJM-QxkvZ6bYgR48uU1L0LZAI,Regional Health Cardiothoracic and Vascular Surgery,4.9,19,,"3903 S 7th St Suite 2B, Terre Haute, IN 47802, United States","CH9R+VW Terre Haute, Indiana, USA",https://regionalhealthcarepartners.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 812-232-2708,Permanently closed,https://lh3.googleusercontent.com/p/AF1QipMNvW24KK2Lx3j05oWwJhu1LX-l4WJ7ZaO1MQka=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Martinsville+Terra+Haute+IN/@36.6915262,-79.8725386,14z",2025-12-16T22:08:27.159Z,,,,,,,,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Washington+Terra+Haute+IN/@39.4510076,-87.3996765,14z",2025-12-16T22:08:35.080Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/Parachute+-+Plasma+Donation+Center/data=!4m7!3m6!1s0x886dffc415e2bdd5:0x29b1ba6f821a260e!8m2!3d38.6906658!4d-87.5032174!16s%2Fg%2F11kqbytcyx!19sChIJ1b3iFcT_bYgRDiYagm-6sSk,Parachute - Plasma Donation Center,4.5,124,Blood donation center,"2608 N 6th St, Vincennes, IN 47591, United States","MFRW+7P Vincennes, Indiana, USA",https://www.joinparachute.com/plasma-donation/center/vincennes-in/,+1 812-416-5641,"Open · Closes 8 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypOQhwZLM11XmQIJKMfelmDT0cUV8wXDg_KFx-s-n5PiSAUVXus5NaOxYviYlP00H6_vEHczBEUsTo2pDX_EmotD9_tzattJhdii7DJoW40HCfg4EXpvbaBGGZFvpkIpMOIATN=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:08:47.954Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,Closed,7 am–8 pm,,,
https://www.google.com/maps/place/Dermatology+Clinic-Vincennes/data=!4m7!3m6!1s0x886dff7ed6ea83e7:0x44c62ba85a2d7eae!8m2!3d38.6718349!4d-87.5350033!16s%2Fg%2F1tjrqqpp!19sChIJ54Pq1n7_bYgRrn4tWqgrxkQ,Dermatology Clinic-Vincennes,4.0,1,Dermatologist,"700 Willow St Ste 203, Vincennes, IN 47591, United States","MFC7+PX Vincennes, Indiana, USA",https://www.morrisdermatology.net/,+1 812-886-4572,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5FZyBSQcQ-pxWuaIyNNowg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.48839&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:08:50.496Z,,,,,,,,,,
https://www.google.com/maps/place/Evansville+Regional+Vein+Center/data=!4m7!3m6!1s0x886e2cbac7c8ba7f:0x24198dd079099644!8m2!3d37.962969!4d-87.450149!16s%2Fg%2F1s04fpqpj!19sChIJf7rIx7osbogRRJYJedCNGSQ,Evansville Regional Vein Center,4.9,98,Medical Center,"4943 Rosebud Ln, Newburgh, IN 47630, United States","XG7X+5W Newburgh, Indiana, USA",https://www.evansvilleveins.com/,+1 812-490-8346,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM4j70Z6Yim7ENf-orYytW7wQ_qLcoDJgaecf1H=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:08:55.495Z,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,Closed,"8 am–12 pm, 1–5 pm",LGBTQ+ friendly,,
"https://www.google.com/maps/place/Dr.+Reynaldo+A.+Carandang,+MD/data=!4m7!3m6!1s0x886dff6f653481f3:0xf0298f60921b392f!8m2!3d38.68294!4d-87.5292447!16s%2Fg%2F1tx162x9!19sChIJ84E0ZW__bYgRLzkbkmCPKfA","Dr. Reynaldo A. Carandang, MD",5.0,2,Doctor,"406 N 1st St, Vincennes, IN 47591, United States","MFMC+58 Vincennes, Indiana, USA",,+1 812-885-0881,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zGYlBFuQ-dhqA9QmxOsT7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.80237&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:08:58.357Z,,,,,,,,,,
https://www.google.com/maps/place/Dayson+Heart+Center/data=!4m7!3m6!1s0x886dff7856840467:0x9a4499d0c04ac800!8m2!3d38.6724156!4d-87.5339717!16s%2Fg%2F1tdx08wv!19sChIJZwSEVnj_bYgRAMhKwNCZRJo,Dayson Heart Center,5.0,5,Medical clinic,"520 S 7th St, Vincennes, IN 47591, United States","MFC8+XC Vincennes, Indiana, USA",https://www.gshvin.org/health-services/cardiology/,+1 812-885-3243,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIURgKGnGR0JfjVqjoUCV4D9hLs6oHZh5CmM9fh68oZo6xxO4qa-4KuFbtg9rDJo5Gt46j8BhpyuIFOSK5zyHsHuIjKXsxntBMGCJdo_CbiJkZ16npvyekVT8EiRxAFJA1dYo=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:09:03.330Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x886dff6f78607eb9:0x22f445c54846fe28!8m2!3d38.6821291!4d-87.5290374!16s%2Fg%2F1ptymxwrl!19sChIJuX5geG__bYgRKP5GSMVF9CI,Labcorp,3.3,23,Medical laboratory,"328 N 2nd St Ste 203, Vincennes, IN 47591, United States","MFJC+V9 Vincennes, Indiana, USA",https://locations.labcorp.com/in/vincennes/20708/,+1 812-886-0301,"Closed · Opens 7 am Wed

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNgT4kEPwFVnCOCGk8wxNMXzUMOeDpnVeByoowB=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:09:08.316Z,"7 am–12 pm, 1–3:30 pm","7 am–12 pm, 1–3:30 pm","7 am–12 pm, 1–3:30 pm","7 am–12 pm, 1–3:30 pm",Closed,Closed,"7 am–12 pm, 1–3:30 pm",,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Michael+Sebastian/data=!4m7!3m6!1s0x886e2b9d6e82a645:0x85d27776c0a8575!8m2!3d37.9947964!4d-87.4718712!16s%2Fg%2F11bzrq1rv4!19sChIJRaaCbp0rbogRdYUKbHcnXQg,Center for Vein Restoration | Dr. Michael Sebastian,4.7,164,Vascular surgeon,"6540 Logan Dr #2, Evansville, IN 47715, United States","XGVH+W7 Evansville, Indiana, USA",https://www.centerforvein.com/our-clinics/locations/evansville-indiana,+1 317-644-6355,"Closes soon · 5 pm · Opens 6 am Wed

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOPX-iHVJIjQRgRAwjVjlUrh03tizOB8lr6UdYN=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:09:13.139Z,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,6 am–5 pm,,,
https://www.google.com/maps/place/Good+Samaritan+Hospital/data=!4m7!3m6!1s0x886dff7972cc7ebd:0x357c261aff1f5ea4!8m2!3d38.6719185!4d-87.534533!16s%2Fm%2F07kcd83!19sChIJvX7Mcnn_bYgRpF4f_xomfDU,Good Samaritan Hospital,3.1,172,General hospital,"520 S 7th St, Vincennes, IN 47591, United States","MFC8+Q5 Vincennes, Indiana, USA",http://www.gshvin.org/,+1 812-882-5220,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwK2qn9B5Dfm0_fHbHM2Z8IlC0sYgW60nYyVF0H512FwXjmTjQkRZgta9EoNOWqWe5pJcyrh6YkkRZGVu7f8vqbB7FAZBKZPislhRD2qep4DjkNqxYvSR_84SuMkDoVP5ZH1eHc=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:09:17.962Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Decatur+Vein+Clinic/data=!4m7!3m6!1s0x886e2b9d6e97dfff:0xa05f5d627ec73683!8m2!3d37.9946972!4d-87.4719266!16s%2Fg%2F1wbg04n7!19sChIJ_9-Xbp0rbogRgzbHfmJdX6A,Decatur Vein Clinic,3.0,2,Doctor,"6540 Logan Dr #2, Evansville, IN 47715, United States","XGVH+V6 Evansville, Indiana, USA",,+1 812-474-1400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=61phaApHQdCIJjCIqUd3AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.19226&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:09:25.557Z,,,,,,,,,,
https://www.google.com/maps/place/vein+clinic/data=!4m7!3m6!1s0x886e2cbb20b7c2c5:0xb18a3cef6d4d3406!8m2!3d37.9642339!4d-87.4495264!16s%2Fg%2F11g6x9xd0h!19sChIJxcK3ILssbogRBjRNbe88irE,vein clinic,,,Medical clinic,"Rosebud Ln, Newburgh, IN 47630, United States","XH72+M5 Newburgh, Indiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m_QsZzzK4Zd632QeteN5PA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.7364605&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:09:28.351Z,,,,,,,,,,
https://www.google.com/maps/place/Vincennes+VA+Clinic/data=!4m7!3m6!1s0x886dff8f808ed6b9:0x501c60946a9dd673!8m2!3d38.6587982!4d-87.5321884!16s%2Fg%2F1tpbcqwb!19sChIJudaOgI__bYgRc9adapRgHFA,Vincennes VA Clinic,4.2,16,,"1813 Willow St # 6A, Vincennes, IN 47591, United States","MF59+G4 Vincennes, Indiana, USA",https://www.va.gov/marion-health-care/locations/vincennes-va-clinic/,+1 812-882-0894,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zDfXaGmvD0l3KAi-xlW6gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.97083&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Vincennes+Terra+Haute+IN/@38.677269,-87.5286325,14z",2025-12-16T22:09:33.139Z,,,,,,,,,,
"https://www.google.com/maps/place/Lynch+Surgical+Group,+PC/data=!4m7!3m6!1s0x886d6510752134c1:0x6847ff6120485142!8m2!3d39.4874266!4d-87.4108739!16s%2Fg%2F1tflss2k!19sChIJwTQhdRBlbYgRQlFIIGH_R2g","Lynch Surgical Group, PC",4.8,262,Surgeon,"1818 N 6th St, Terre Haute, IN 47804, United States","FHPQ+XM Terre Haute, Indiana, USA",https://www.lynchsurgicalgroup.com/,+1 812-232-1123,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0KFJOc0U1kWbISaA1MQ5rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.00298&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Bedford+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-12-16T22:09:47.552Z,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,,,
"https://www.google.com/maps/place/Dr.+Custodio+L.+Lim,+MD/data=!4m7!3m6!1s0x886d65588b68117b:0x68b6571fdc466ba4!8m2!3d39.4700712!4d-87.382103!16s%2Fg%2F1tdd5_zk!19sChIJexFoi1hlbYgRpGtG3B9Xtmg","Dr. Custodio L. Lim, MD",4.3,12,Surgeon,"2235 Wabash Ave, Terre Haute, IN 47807, United States","FJC9+25 Terre Haute, Indiana, USA",https://www.limlasercenter.com/doctor-and-staff/3820985,+1 812-234-5273,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-XQ451s8a4YhiKWoPX3n5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.063095&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bedford+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-12-16T22:09:52.570Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Haute+Studio+Aesthetics/data=!4m7!3m6!1s0x886d6fd65a46f9ef:0xb072262288a3dec8!8m2!3d39.4647472!4d-87.3741761!16s%2Fg%2F11tk2f7_m7!19sChIJ7_lGWtZvbYgRyN6jiCImcrA,Haute Studio Aesthetics,5.0,2,Medical clinic,"2901 Ohio Blvd Suite 116-4, Terre Haute, IN 47803, United States","FJ7G+V8 Terre Haute, Indiana, USA",https://linktr.ee/hautestudioaesthetics,+1 812-243-4135,,https://lh3.googleusercontent.com/p/AF1QipMUwIz5GmdGUS2c_bwnwUAkVs-8AMKi3zSAGgFy=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Bedford+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-12-16T22:09:55.612Z,,,,,,,,Identifies as women-owned,,
https://www.google.com/maps/place/Providence+Medical+Group/data=!4m7!3m6!1s0x886d651137ba1f87:0xdbeb56ee944b2db7!8m2!3d39.4843897!4d-87.4076483!16s%2Fg%2F1tjy27ky!19sChIJhx-6NxFlbYgRty1LlO5W69s,Providence Medical Group,3.8,4,Doctor,"1530 N 7th St, Terre Haute, IN 47804, United States","FHMR+QW Terre Haute, Indiana, USA",https://www.provmed.com/,+1 812-232-9663,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X4Zr6KIxBNGYXdxq65HTNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.5672&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Bedford+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-12-16T22:10:00.474Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,9 am–5 pm,,,
