placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error
"https://www.google.com/maps/place/Synergy+Executive/@37.0208865,-93.2060163,14z/data=!4m6!3m5!1s0x87cf7792aa2c9f65:0x7cbab3539442c660!8m2!3d37.0476578!4d-93.1659494!16s%2Fg%2F11h6s0ts_l",Synergy Executive,5.0,89,Addiction treatment center,"2608 Smyrna Rd, Ozark, MO 65721, United States","2RXM+3J Ozark, Missouri, USA",http://synergyexecutive.com/,+1 417-551-9192,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMQruGRYngmkN0Q_DcM_rM6_JrpIYwuXndyYuSm=w408-h289-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Ozark+Springfield+MO/@37.0208865,-93.2060163,14z",2025-09-28T23:52:03.755Z,
https://www.google.com/maps/place/Hulston+Cancer+Center/data=!4m7!3m6!1s0x87cf64c00b872ae5:0xdb433185c616168e!8m2!3d37.1449288!4d-93.2773034!16s%2Fg%2F1tcvpt93!19sChIJ5SqHC8Bkz4cRjhYWxoUxQ9s,Hulston Cancer Center,4.5,51,Medical Center,"3850 S National Ave, Springfield, MO 65807, United States","4PVF+X3 Springfield, Missouri, USA",https://www.coxhealth.com/our-hospitals-and-clinics/our-locations/hulston-cancer-center/,+1 417-269-5257,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOVyKbWc0WKKPGI5uB4HdEF5Qim1x2ggtJtn95e=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-28T23:52:22.137Z,
https://www.google.com/maps/place/Oncology+Hematology+Associate/data=!4m7!3m6!1s0x87cf64c01977f0bd:0x98319d281e9d9415!8m2!3d37.1449057!4d-93.2772876!16s%2Fg%2F1tkl3vp_!19sChIJvfB3GcBkz4cRFZSdHiidMZg,Oncology Hematology Associate,4.9,300,Cancer treatment center,"3850 S National Ave # 600, Springfield, MO 65807, United States","4PVF+X3 Springfield, Missouri, USA",https://ohaclinic.com/?utm_source=GMBSocialClimb&utm_medium=OncologyHematologyAssociates,+1 417-882-4880,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOoSjHe5TWjSiVT5SIfT7bYLyjR0kbFs9K3kYfr=w503-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Battlefield+Springfield+MO/@37.1157216,-93.3704207,14z",2025-09-28T23:52:35.702Z,
https://www.google.com/maps/place/Missouri+Behavioral+Health/data=!4m7!3m6!1s0x87cf7bd3f9223d63:0xd03a593edb0a6b70!8m2!3d37.1580043!4d-93.2370931!16s%2Fg%2F11md36xhvz!19sChIJYz0i-dN7z4cRcGsK2z5ZOtA,Missouri Behavioral Health,4.8,20,Addiction treatment center,"2942 E Battlefield Rd, Springfield, MO 65804, United States","5Q57+65 Springfield, Missouri, USA",https://missouribehavioralhealth.com/?utm_campaign=gmb,+1 417-929-5770,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMXAdQu1t1F73sfC3A3ZvUClz7qFLzMY8-h2WNL=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Battlefield+Springfield+MO/@37.1157216,-93.3704207,14z",2025-09-28T23:52:40.740Z,
"https://www.google.com/maps/place/Willard+Physical+Therapy+Center,+LLC/data=!4m7!3m6!1s0x87c5f5b619912189:0x4f14dae03b7e639b!8m2!3d37.3015364!4d-93.4245797!16s%2Fg%2F11rv8lcfd2!19sChIJiSGRGbb1xYcRm2N-O-DaFE8","Willard Physical Therapy Center, LLC",5.0,136,Physical therapy clinic,"304 E Jackson St Ste 2F, Willard, MO 65781, United States","8H2G+J5 Willard, Missouri, USA",https://willardphysicaltherapy.com/,+1 417-221-4667,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPFiN_ZMuJb5ebbeVZlHUzSCIwOYXbZAySM9ECz=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:00.818Z,
https://www.google.com/maps/place/CMH+Willard+Medical+Center+and+Walk-In+Clinic/data=!4m7!3m6!1s0x87c5f5fee2ff64ff:0xed045489356f6dc7!8m2!3d37.2978324!4d-93.4220962!16s%2Fg%2F11mq6yqh3y!19sChIJ_2T_4v71xYcRx21vNYlUBO0,CMH Willard Medical Center and Walk-In Clinic,3.5,31,Medical Center,"502 S Miller Rd, Willard, MO 65781, United States","7HXH+45 Willard, Missouri, USA",https://www.citizensmemorial.com/locations/willard-medical-center/index.html,+1 417-761-6655,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipPb2jZ-p7IzEI-vV7apfoNXQ_qcui-4214EQ9kn=w408-h306-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:10.936Z,
https://www.google.com/maps/place/Mercy+CH+Chub+O%27Reilly+Cancer+Center+-+Springfield/data=!4m7!3m6!1s0x87cf635b44f86411:0x87cb4987705af4aa!8m2!3d37.1766485!4d-93.2725506!16s%2Fg%2F11fcrmgb9_!19sChIJEWT4RFtjz4cRqvRacIdJy4c,Mercy CH Chub O'Reilly Cancer Center - Springfield,4.4,14,Cancer treatment center,"2055 S Fremont Ave, Springfield, MO 65804, United States","5PGG+MX Springfield, Missouri, USA",https://www.mercy.net/practice/mercy-ch-chub-oreilly-cancer-center-springfield?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=website&y_source=1_MTI5OTY1MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 417-820-4673,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodCJIEY0VaZpX7wFCnazal22sZEY53yY7MSAu_FrAF2WNdK2MWjYb3zjxt72k0oD3A7usDMD3VIxzgaXqaCDqO5--aT68b_LP20qc0KrpfhoXKaGbmpaCOQqUuS1xbS-PwuIpQ=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:15.974Z,
https://www.google.com/maps/place/CoxHealth+Center+Willard/data=!4m7!3m6!1s0x87c5f4ce093f94af:0xaf2797e2eb602556!8m2!3d37.3026174!4d-93.4245851!16s%2Fg%2F1w0j03td!19sChIJr5Q_Cc70xYcRViVg6-KXJ68,CoxHealth Center Willard,4.0,9,Medical clinic,"304 E Jackson St, Willard, MO 65781, United States","8H3G+25 Willard, Missouri, USA",https://www.coxhealth.com/our-locations/coxhealth-center-willard/,+1 417-269-2458,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN_pBUyqbMrF7LfR742fB-5JSHXCVORuiNbPH6M=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:25.912Z,
https://www.google.com/maps/place/417+Integrative+Medicine/data=!4m7!3m6!1s0x87cf7b1af1d202f7:0x5bc56a4a8278c7e0!8m2!3d37.1387896!4d-93.2737575!16s%2Fg%2F11js2d_09d!19sChIJ9wLS8Rp7z4cR4Md4gkpqxVs,417 Integrative Medicine,4.9,298,Medical clinic,"1335 E Republic Rd D, Springfield, MO 65804, United States","4PQG+GF Springfield, Missouri, USA",https://www.417integrativemedicine.com/,+1 417-363-3900,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPSvVCUpqvSnBli8LummpxIspDT47sBwDZQWHwV=w408-h273-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:30.917Z,
https://www.google.com/maps/place/WillardTown+%26+Country+Small+Animal+Hospital/data=!4m7!3m6!1s0x87c58aeb7bd07a69:0xf0f6c98702f878ec!8m2!3d37.2766514!4d-93.3974467!16s%2Fg%2F1tjdgqrr!19sChIJaXrQe-uKxYcR7Hj4AofJ9vA,WillardTown & Country Small Animal Hospital,4.3,452,Animal hospital,"5704 W Farm Rd 94, Springfield, MO 65803, United States","7JG3+M2 Springfield, Missouri, USA",,+1 417-742-4732,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptZ2N3ZGy6EWTHfnIhYNY2ysP0V-JPvlCkleYOEQdVhjIA2BAziEAx_7eUHAQbaCuzQ49Y5xEukggfcU6_MGOg7ijtQp7Pj7wHTimKwdk7sdW1jRt2CZ3oudG5d583epCOG8Q=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:35.860Z,
https://www.google.com/maps/place/Mercy+Clinic+Radiation+Oncology+-+Chub+O%27Reilly+Cancer+Center/data=!4m7!3m6!1s0x87cf635b31fb48cd:0xde5aac09b650b278!8m2!3d37.1766614!4d-93.2726!16s%2Fg%2F1hc31qb77!19sChIJzUj7MVtjz4cReLJQtgmsWt4,Mercy Clinic Radiation Oncology - Chub O'Reilly Cancer Center,5.0,1,Cancer treatment center,"2055 S Fremont Ave Suite 10, Springfield, MO 65804, United States","5PGG+MX Springfield, Missouri, USA",https://www.mercy.net/practice/mercy-clinic-radiation-oncology-chub-oreilly-cancer-center?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=website&y_source=1_MTI5OTY0NTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 417-820-2468,Closed ⋅ Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WrszXyvgs-vdLzDuP0vKAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.80325&pitch=0&thumbfov=100,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:40.780Z,
https://www.google.com/maps/place/Bentley+Skincare+%26+Wellness/data=!4m7!3m6!1s0x87cf653818eebbb7:0xa849534b8a414a73!8m2!3d37.1598026!4d-93.3052277!16s%2Fg%2F11gmgmtg6k!19sChIJt7vuGDhlz4cRc0pBiktTSag,Bentley Skincare & Wellness,5.0,103,Medical spa,"1016 W Battlefield Rd, Springfield, MO 65807, United States","5M5V+WW Springfield, Missouri, USA",https://bentleyskincare.com/?utm_source=gbp&utm_medium=organic,+1 417-881-7546,"Closed ⋅ Opens 9 am Mon

Updated by this business 4 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNUlqztk7y0AguSC3Qte-qh6EJaTcsfc0l9mX6m=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:45.982Z,
https://www.google.com/maps/place/Mercy+Cancer+and+Hematology+-+Chub+O%27Reilly+Cancer+Center/data=!4m7!3m6!1s0x87cf635b31fb48cd:0xb08eb74c07fa2de5!8m2!3d37.1766435!4d-93.2725423!16s%2Fg%2F1hc1kcdl_!19sChIJzUj7MVtjz4cR5S36B0y3jrA,Mercy Cancer and Hematology - Chub O'Reilly Cancer Center,3.3,15,Cancer treatment center,"2055 S Fremont Ave 2nd Floor, Springfield, MO 65804, United States","5PGG+MX Springfield, Missouri, USA",https://www.mercy.net/practice/mercy-cancer-and-hematology-chub-oreilly-cancer-center?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=website&y_source=1_MTI5OTY1MDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 417-820-8099,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtSAO_66iYtAHa433zhS86b2rkjHCYdFGrYAi0Nt1asL3s5KFIckJ-QiB6nzIZxU7C-9OhHFgBx7ecvhBf6TkxmYezcBMUCmD6lG33gukiqTaDAhvh9Jq0HeofK5ldCFPj144n0g=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:50.862Z,
https://www.google.com/maps/place/HAD+Hydration/data=!4m7!3m6!1s0x6759a941ecf31e5f:0xdf43d2b563367aeb!8m2!3d37.0653172!4d-93.308967!16s%2Fg%2F11jz70wnpk!19sChIJXx7z7EGpWWcR63o2Y7XSQ98,HAD Hydration,5.0,31,IV therapy service,"1221 Eaglecrest St, Nixa, MO 65714, United States","3M8R+4C Nixa, Missouri, USA",http://hadhydration.com/,+1 417-590-8189,Closed ⋅ Opens 9 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMztvK8g8kQE_bEwmpm9ZwJKYh8sqjDN3k8k5LR=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:53:55.741Z,
https://www.google.com/maps/place/a+hip+joint+Willard/data=!4m7!3m6!1s0x87c5f59c12ff9093:0x3a852e77c95a951c!8m2!3d37.3047392!4d-93.428314!16s%2Fg%2F11p64bdp2d!19sChIJk5D_Epz1xYcRHJVayXcuhTo,a hip joint Willard,4.9,79,Chiropractor,"100 E Jackson St, Willard, MO 65781, United States","8H3C+VM Willard, Missouri, USA",http://www.ahipjoint.com/,+1 417-761-1515,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNIQAVf3O5mNegzaIFlBSZfdjfNFJPoEMoHNrwv=w408-h306-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:54:00.740Z,
https://www.google.com/maps/place/CoxHealth+Wheeler+Heart+and+Vascular+Center/data=!4m7!3m6!1s0x87cf64bfe81bf8b5:0xf6eb407960c0f19b!8m2!3d37.1463948!4d-93.2771335!16s%2Fg%2F1vkxmt21!19sChIJtfgb6L9kz4cRm_HAYHlA6_Y,CoxHealth Wheeler Heart and Vascular Center,4.3,82,Medical Center,"3800 S National Ave, Springfield, MO 65807, United States","4PWF+H4 Springfield, Missouri, USA",https://www.coxhealth.com/services/heart-vascular/,+1 417-269-9482,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOFVZ3yzNZZZ9w-B_7BD5yy2wDPZPw1cfv8HO_4=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:54:05.722Z,
https://www.google.com/maps/place/Grove+Home+Infusion+Services/data=!4m7!3m6!1s0x87cf634f5ce805a7:0x4d238e7d5650a96e!8m2!3d37.1586638!4d-93.2766745!16s%2Fg%2F1tkrmb6q!19sChIJpwXoXE9jz4cRbqlQVn2OI00,Grove Home Infusion Services,,,Home health care service,"3050 S National Ave #109, Springfield, MO 65804, United States","5P5F+F8 Springfield, Missouri, USA",,+1 417-881-8822,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f69I9Q38cCJhhA8lfu97Hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.33607&pitch=0&thumbfov=100,false,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Willard+Springfield+MO/@37.2479111,-93.370632,14z",2025-09-28T23:54:10.711Z,
