placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,info
https://www.google.com/maps/place/Bloom+Pediatrics/data=!4m7!3m6!1s0x8824d2c0e599cea9:0xfd93ad8d5819deaf!8m2!3d42.3526957!4d-83.0573839!16s%2Fg%2F11bw1_ks9d!19sChIJqc6Z5cDSJIgRr94ZWI2tk_0,Bloom Pediatrics,2.8,32,Pediatrician,"4160 John R St #804, Detroit, MI 48201, United States","9W3V+32 Detroit, Michigan, USA",http://www.bloompediatricsmi.com/,+1 248-645-1740,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNKRdNZGrPIxy-xbEn61lK3SJ72mX7mnsh7GdLP=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–1 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:55:55.767Z,,
https://www.google.com/maps/place/Sacred+Heart+Pediatrics+Detroit/data=!4m7!3m6!1s0x883b32bd4135bce7:0x7559a86202e34ef8!8m2!3d42.3729438!4d-83.1403121!16s%2Fg%2F1tqclwx9!19sChIJ57w1Qb0yO4gR-E7jAmKoWXU,Sacred Heart Pediatrics Detroit,4.7,15,Pediatrician,"6327 Burlingame St, Detroit, MI 48204, United States","9VF5+5V Detroit, Michigan, USA",https://www.sacredheartpediatricsdetroit.com/contact,+1 734-395-2177,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OjYqMPgR6emMVW_9cNdTsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.758644&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:55:58.885Z,,
https://www.google.com/maps/place/Dexter+Pediatrics/data=!4m7!3m6!1s0x8824cc5673f9c60f:0x29c48075b67b7661!8m2!3d42.3858837!4d-83.1279243!16s%2Fg%2F1ttdz1t8!19sChIJD8b5c1bMJIgRYXZ7tnWAxCk,Dexter Pediatrics,4.5,35,Pediatrician,"12632 Dexter Ave, Detroit, MI 48238, United States","9VPC+9R Detroit, Michigan, USA",http://healthonemedicals.com/,+1 313-868-7700,Closes soon · 5 pm · Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PkEfg2kZRls_pp522dZIVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.851185&pitch=0&thumbfov=100,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–2:30 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:04.192Z,,
"https://www.google.com/maps/place/Lynn+Smitherman,+MD/data=!4m7!3m6!1s0x8824d2c6341654a7:0xd4aed8c6d034b6d0!8m2!3d42.3515884!4d-83.0546483!16s%2Fg%2F1wcxdqld!19sChIJp1QWNMbSJIgR0LY00MbYrtQ","Lynn Smitherman, MD",5.0,3,Pediatrician,"3901 Beaubien, Detroit, MI 48201, United States","9W2W+J4 Detroit, Michigan, USA",http://dmcmedicalgroup.com/,+1 313-789-4970,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hPKK2j-WMaZicDwnqQ4mcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.1931&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:09.462Z,,
"https://www.google.com/maps/place/Dr.+Yvonne+M.+Friday,+MD/data=!4m7!3m6!1s0x8824d2c6370ad84b:0x903d44623fd06195!8m2!3d42.3515884!4d-83.0546483!16s%2Fg%2F1tv24s5l!19sChIJS9gKN8bSJIgRlWHQP2JEPZA","Dr. Yvonne M. Friday, MD",3.0,2,Pediatrician,"3901 Beaubien, Detroit, MI 48201, United States","9W2W+J4 Detroit, Michigan, USA",http://www.dmc.org/,+1 313-745-4000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hPKK2j-WMaZicDwnqQ4mcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.1931&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:12.458Z,,
"https://www.google.com/maps/place/Tiffney+Widner/@42.3531089,-83.0523255,17z/data=!3m1!4b1!4m6!3m5!1s0x8824d2c681c7980d:0xf8b9fa0b84bf26d4!8m2!3d42.3531089!4d-83.0523255!16s%2Fg%2F11tn6lnd55",Tiffney Widner,5.0,3,Pediatrician,"3950 Beaubien Fl 1, Detroit, MI 48201, United States","9W3X+63 Detroit, Michigan, USA",https://www.childrensdmc.org/find-a-doctor/detail/tiffney-widner-1073931184,+1 313-745-5437,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:17.226Z,,
"https://www.google.com/maps/place/Dr.+Gerard+M.+Mosby,+MD/data=!4m7!3m6!1s0x8824d490ebd106cb:0xb824ea7533222a2!8m2!3d42.3623139!4d-82.9805258!16s%2Fg%2F1v4ptmrb!19sChIJywbR65DUJIgRoiIyU6dOggs","Dr. Gerard M. Mosby, MD",5.0,7,Pediatrician,"10201 E Jefferson Ave, Detroit, MI 48214, United States","9269+WQ Detroit, Michigan, USA",http://detroitriverviewpediatrics.com/team/christopher-summers/,+1 313-821-3777,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=InwmRhSAwBZCK8O-gDnZOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=336.8878&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:20.217Z,,
https://www.google.com/maps/place/Collins+James+W+MD/data=!4m7!3m6!1s0x8824d2c6370ad84b:0xe6d85a00b06d0c16!8m2!3d42.3515884!4d-83.0546483!16s%2Fg%2F1tdl6rh1!19sChIJS9gKN8bSJIgRFgxtsABa2OY,Collins James W MD,5.0,1,Pediatrician,"3901 Beaubien, Detroit, MI 48201, United States","9W2W+J4 Detroit, Michigan, USA",,+1 313-832-8290,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hPKK2j-WMaZicDwnqQ4mcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.1931&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:23.165Z,,
"https://www.google.com/maps/place/Dr.+Lisa+M.+Randon,+MD/data=!4m7!3m6!1s0x8824cd3ed67eca3b:0x7af28fc65227c9b5!8m2!3d42.3581604!4d-83.1029778!16s%2Fg%2F1tf032ss!19sChIJO8p-1j7NJIgRtcknUsaP8no","Dr. Lisa M. Randon, MD",3.7,3,Pediatrician,"2200 W Grand Blvd, Detroit, MI 48208, United States","9V5W+7R Detroit, Michigan, USA",,+1 313-822-0900,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mx6ucfaXzclzwdmOFC0xng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.26164&pitch=0&thumbfov=100,false,10 am–6 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:28.567Z,,
"https://www.google.com/maps/place/Canton+Center+Pediatrics/@42.348495,-83.0602998,14z/data=!3m1!4b1!4m6!3m5!1s0x8824d2b655555555:0x33179cca42456b63!8m2!3d42.348495!4d-83.0602998!16s%2Fg%2F1hc2p_8nw",Canton Center Pediatrics,,,Doctor,"3901 Beaubien Er Department Main Building, Detroit, MI 48201, Detroit, MI 48201, United States",,http://www.dmc.org/,+1 313-745-5260,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:33.379Z,,
https://www.google.com/maps/place/Katrice+Herndon+MD/data=!4m7!3m6!1s0x8824d2c656460fd1:0xf91005ad7a6b92d5!8m2!3d42.3533835!4d-83.0556941!16s%2Fg%2F1thl_1m2!19sChIJ0Q9GVsbSJIgR1ZJreq0FEPk,Katrice Herndon MD,4.8,17,Pediatrician,"4201 St. Antoine St UHC 7A, Detroit, MI 48201, United States","9W3V+9P Detroit, Michigan, USA",,+1 313-822-9801,Closes soon · 5:30 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qaewkH6TrJPo5DfGOXll-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.09741&pitch=0&thumbfov=100,false,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:39.070Z,,
https://www.google.com/maps/place/Dr+Yoo%27s+Dexter+Pediatrics/data=!4m7!3m6!1s0x8824cc567142372b:0x566b88d9476e4bd8!8m2!3d42.3859561!4d-83.1278109!16s%2Fg%2F11f57gm92b!19sChIJKzdCcVbMJIgR2EtuR9mIa1Y,Dr Yoo's Dexter Pediatrics,4.5,8,Pediatrician,"12638 Dexter Ave, Detroit, MI 48238, United States","9VPC+9V Detroit, Michigan, USA",,+1 313-868-7700,Closes soon · 5 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYE4ZwU0Ja89Vj9e3DP5hF1hfH1O4w888jUqa2ToAByPj4XmGSWUcI-qbuBibC8PnBo761FNV_ND_hg8bIi3TIRRKfjLOsa4P02MyijJ3Yt67FApHMIu_qPubeppuTwkUdfxLe=w534-h240-k-no,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:44.361Z,,
"https://www.google.com/maps/place/Dr.+Norris+C.+Polk,+MD/data=!4m7!3m6!1s0x8824d2b38bad2cc1:0x3eced282fab82ea6!8m2!3d42.3443749!4d-83.0633727!16s%2Fg%2F1hc8fc5zp!19sChIJwSyti7PSJIgRpi64-oLSzj4","Dr. Norris C. Polk, MD",5.0,3,Pediatrician,"611 Martin Luther King Jr Blvd, Detroit, MI 48201, United States","8WVP+PM Detroit, Michigan, USA",,+1 313-832-6300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Eze13GQrT-4zHidsg4zz9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.89391&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:47.670Z,,
https://www.google.com/maps/place/Dr.+Melissa+Hillman/data=!4m7!3m6!1s0x8824d2c62f134bbd:0x8b58c7abf2ffb0af!8m2!3d42.3509891!4d-83.0543449!16s%2Fg%2F11rwxg53kr!19sChIJvUsTL8bSJIgRr7D_8qvHWIs,Dr. Melissa Hillman,,,Pediatrician,"3901 Beaubien, Detroit, MI 48201, United States","9W2W+97 Detroit, Michigan, USA",,+1 313-745-5515,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ONiNtjsNL5ajnNHkPEWwaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.01877&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:51.146Z,,
"https://www.google.com/maps/place/Nadia+Tremonti,+MD/data=!4m7!3m6!1s0x8824d2c6341654a7:0x7134af43b897ce39!8m2!3d42.3515884!4d-83.0546483!16s%2Fg%2F1tff86y4!19sChIJp1QWNMbSJIgROc6XuEOvNHE","Nadia Tremonti, MD",5.0,1,Pediatrician,"3901 Beaubien, Detroit, MI 48201, United States","9W2W+J4 Detroit, Michigan, USA",,+1 313-789-4949,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hPKK2j-WMaZicDwnqQ4mcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.1931&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:54.709Z,,
"https://www.google.com/maps/place/Sherida+Dubose+Parsons,+MD/data=!4m7!3m6!1s0x8824d2c6341654a7:0x3a96e3bdc973cbf7!8m2!3d42.3515884!4d-83.0546483!16s%2Fg%2F1v3lql05!19sChIJp1QWNMbSJIgR98tzyb3jljo","Sherida Dubose Parsons, MD",5.0,2,Pediatrician,"3901 Beaubien, Detroit, MI 48201, United States","9W2W+J4 Detroit, Michigan, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hPKK2j-WMaZicDwnqQ4mcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.1931&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:56:58.220Z,,
"https://www.google.com/maps/place/Nakia+V+Allen,+MD/data=!4m7!3m6!1s0x8824d29d1e4bd9b5:0xdc03c7736cdb8b13!8m2!3d42.3700422!4d-83.0760987!16s%2Fg%2F11b7y79bh7!19sChIJtdlLHp3SJIgRE4vbbHPHA9w","Nakia V Allen, MD",5.0,8,Pediatrician,"3031 E Grand Blvd, Detroit, MI 48202, United States","9WCF+2H Detroit, Michigan, USA",https://www.henryford.com/physician-directory/a/allen-nakia?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 866-434-2090,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM4m4wpnQkPDv8m8y8DB-HMTIQd2bujVXrzcQ7-=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:57:04.264Z,,
"https://www.google.com/maps/place/Eileen+M+Pokriefka,+DO/data=!4m7!3m6!1s0x8824d39877f71dbb:0xcae35c6bc6e44171!8m2!3d42.341668!4d-83.0128741!16s%2Fg%2F11txbh0w4w!19sChIJux33d5jTJIgRcUHkxmtc48o","Eileen M Pokriefka, DO",,,Pediatrician,"3370 E Jefferson Ave, Detroit, MI 48207, United States","8XRP+MV Detroit, Michigan, USA",https://www.henryford.com/physician-directory/p/pokriefka-eileen?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 866-434-2090,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMVEx-JJ1N0E9RmwjS0Q7Mjk2LT_IpegOLm_gRu=w426-h240-k-no,true,8 am–8 pm,8 am–5 pm,7 am–5 pm,8 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:57:09.054Z,,
https://www.google.com/maps/place/Christopher+Youngman/data=!4m7!3m6!1s0x8824d2c8d4dfac9b:0xf50475ab163ec354!8m2!3d42.3481735!4d-83.0523216!16s%2Fg%2F11pkfrwnd8!19sChIJm6zf1MjSJIgRVMM-Fqt1BPU,Christopher Youngman,5.0,2,Neonatal physician,"400 Mack Ave Suite 1, Detroit, MI 482012136, United States","8WXX+73 Detroit, Michigan, USA",https://www.waynepediatrics.org/our-team/dr-christopher-youngman,+1 313-448-9600,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZjB0iedyFLNTtnjzL9ipwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.99182&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:57:12.550Z,,
"https://www.google.com/maps/place/Dr.+Joseph+S.+Benjamin,+MD/data=!4m7!3m6!1s0x8824d2b712ce82a3:0x233b3cf41b6968fc!8m2!3d42.351517!4d-83.0545957!16s%2Fg%2F1tgf8dn7!19sChIJo4LOErfSJIgR_GhpG_Q8OyM","Dr. Joseph S. Benjamin, MD",5.0,1,Pediatrician,"3901 Beaubien, Detroit, MI 48201, United States","9W2W+J5 Detroit, Michigan, USA",http://www.dmc.org/,+1 313-745-4000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hPKK2j-WMaZicDwnqQ4mcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.50206&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-02-10T21:57:16.190Z,,
