placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Froggy+Legs+Swim+School/data=!4m7!3m6!1s0x4879313eac69c23b:0x18d0bd1319302a0f!8m2!3d53.9655683!4d-1.1204156!16s%2Fg%2F1yh9twds1!19sChIJO8JprD4xeUgRDyowGRO90Bg,Froggy Legs Swim School,4.8,24,Swimming school,"6 Caxton Ave, Acomb, York YO26 5SN, United Kingdom","XV8H+6R York, UK",,+44 1904 339487,"Closed ⋅ Opens 3 pm Tue

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwh2qpPMlUInPZt7SxcRL7Eu0fIqyPbtnDFRJuEjQUUYqic9GR-7H4adn0gucsqLLary2E6UcHJHalAKTi0nrFrLh5v_fJHw9rMpbS4SSjZp2qa-sAjCp0gV3kZhUJ1sg20v0tf=w408-h306-k-no,true,3–6 pm,"3–6 pm, 7:30–8:45 pm",Closed,Closed,3–8 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:58:58.765Z,,,
https://www.google.com/maps/place/AT+Pool+%26+Tub+Works+Ltd/data=!4m7!3m6!1s0xa13784bfd2183b9d:0x6db7e11b411053d8!8m2!3d53.8625062!4d-0.6609651!16s%2Fg%2F11x0nx167w!19sChIJnTsY0r-EN6ER2FMQQRvht20,AT Pool & Tub Works Ltd,,,Swimming pool repair service,"63 Langdale Rd, Market Weighton, York YO43 3DG, United Kingdom","V87Q+2J Market Weighton, York, UK",http://www.atpoolandtubworks.co.uk/,+44 7359 424646,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNG97Dl3gbu4q8BTxhxN5oJ3RKVlYXU3H8LJOQ5=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:04.248Z,,,
https://www.google.com/maps/place/Collinson+Heating/data=!4m7!3m6!1s0x487931bc93198453:0xcf8a0d5af28e2414!8m2!3d53.9669658!4d-1.0726402!16s%2Fg%2F1tdd4sjz!19sChIJU4QZk7wxeUgRFCSO8loNis8,Collinson Heating,5.0,5,Contractor,"38 Huntington Rd, York YO31 8RD, United Kingdom","XW8G+QW York, UK",https://collinson-heating.co.uk/,+44 1904 629824,Closed ⋅ Opens 8:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHPZ8O935yQY5flITXl4NyD4_CKS_8NbWkWokfMbYIePfjRRDE3LK5-I-rqMXr0nGDM3HUtYV3fUWYKTLhLCjgPxZpGP6ENeo_0feskRtkvt22uyJtNqXUfvW7cfapBb0y5jee=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–2:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:09.496Z,,,
https://www.google.com/maps/place/The+Wet+Room+York/data=!4m7!3m6!1s0xbf921ed27d91aef:0x321d1a2c44801e4b!8m2!3d53.8834156!4d-1.1718506!16s%2Fg%2F11wqv7d8c6!19sChIJ7xrZJ-0h-QsRSx6ARCwaHTI,The Wet Room York,5.0,6,Plumber,,,https://revu.website/141152/,+44 7903 611251,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPgUn-ujULxCGBNkqknTGKwvch8Myzp6WRW99EV=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:14.330Z,,,
https://www.google.com/maps/place/MJY+Brickworks+LTD/data=!4m7!3m6!1s0x487931aff1a8c64b:0x4dd52b522a50fdea!8m2!3d53.9787759!4d-1.0639864!16s%2Fg%2F11wqbmx43s!19sChIJS8ao8a8xeUgR6v1QKlIr1U0,MJY Brickworks LTD,4.0,1,Building firm,"17 Victoria Way, Huntington, York YO32 9GE, United Kingdom","XWHP+GC Huntington, York, UK",https://businewmap.org/details/mjy-brickworks-ltd-ChIJS8a,+44 7398 282206,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipNc1QsjqDblz-8qa68159pQkXbP2d1irFSMJC6Z=w408-h546-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:19.217Z,,,
"https://www.google.com/maps/place/The+Spa+at+No.1,+York/data=!4m7!3m6!1s0x487931cdb3ae333d:0x3f37d5bd20cee5c3!8m2!3d53.9657296!4d-1.0911328!16s%2Fg%2F11sy_c97zh!19sChIJPTOus80xeUgRw-XOIL3VNz8","The Spa at No.1, York",5.0,28,Health spa,"The Grange Hotel, 1 Clifton, York YO30 6AA, United Kingdom","XW85+7G York, UK",https://www.guesthousehotels.co.uk/no-1-york/spa/,+44 1904 946295,"Open 24 hours

Updated by phone call 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPX5aW_9d4-jwwQX74r70Rse7PFcJHl0rmQjDk0=w408-h281-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:24.538Z,,,
https://www.google.com/maps/place/The+Farmhouse+Living+Limited+-+York+Hot+Tubs/data=!4m7!3m6!1s0x48792d94cca0d1e7:0x8d7f6c10738ad83c!8m2!3d54.0158625!4d-0.9850607!16s%2Fg%2F11p0_ld39k!19sChIJ59GgzJQteUgRPNiKcxBsf40,The Farmhouse Living Limited - York Hot Tubs,4.8,18,Hot tub store,"The Farmhouse Living Limited, Malton Rd, York YO32 9TW, United Kingdom","2287+8X Stockton on the Forest, York, UK",https://thefarmhouselivinglimited.co.uk/,+44 1904 468096,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipPNiCyHSp79PgRNp2YfN-4GYUPnGRsO8kAefdEx=w408-h544-k-no,true,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–3 pm,10 am–3 pm,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:29.394Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Pool+Bridge+Farm+-+Wild+Swimming+%26+Wellbeing/data=!4m7!3m6!1s0x48792ff7fd48b67d:0x708f7f2e7511f740!8m2!3d53.9096506!4d-1.025494!16s%2Fg%2F1v41zzrs!19sChIJfbZI_fcveUgRQPcRdS5_j3A,Pool Bridge Farm - Wild Swimming & Wellbeing,4.7,802,Swimming lake,"Wheldrake Ln, York YO19 4SQ, United Kingdom","WX5F+VR Crockey Hill, York, UK",http://www.poolbridge.co.uk/,+44 7928 359420,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJg18epZdrwAIGoHeLzakBoUevZsHWaLqdColpqtVYHduUcFAFxSx9ubjAvOhlqBu_sm_-rFAtuesWFA5WI0FC3zREZmDSPCfOBIhB6UUkBsF7ZgRJp8pApr1pRaOOuVWYWonxWD_oj59W=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:32.551Z,"Well-established fishery with 5 lakes for coarse fishing, a campsite, caravan park and cafe.",,
https://www.google.com/maps/place/Clean+and+Dry+Cleaning+Services/data=!4m7!3m6!1s0x4879314b87466435:0x9821fa9bec575d1a!8m2!3d53.976177!4d-1.1371568!16s%2Fg%2F1thbw51v!19sChIJNWRGh0sxeUgRGl1X7Jv6IZg,Clean and Dry Cleaning Services,5.0,1,Cleaning service,"Field View, Millfield Ln, Nether Poppleton, York YO26 6PA, United Kingdom","XVG7+F4 Nether Poppleton, York, UK",,+44 7860 703393,Closed ⋅ Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BjKsnNSapU3WtWjSADLX_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.29517&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:37.715Z,,,
https://www.google.com/maps/place/Hollywood+Bowl+York/data=!4m7!3m6!1s0x4879315e7d1ebca5:0xa1055f910a4e3db5!8m2!3d53.9833003!4d-1.0530693!16s%2Fg%2F11j359zp85!19sChIJpbwefV4xeUgRtT1OCpFfBaE,Hollywood Bowl York,4.4,569,Bowling alley,"Kathryn Ave, Huntington, York YO32 9AF, United Kingdom","XWMW+8Q Huntington, York, UK",https://www.hollywoodbowl.co.uk/york?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=YOR,+44 844 248 3221,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipNiZcXWXciqxnJrv1EeFG1rLUNAD_e4ckZp5y-V=w408-h408-k-no,true,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–12 am,9 am–12 am,9 am–11 pm,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:43.121Z,"Chain tenpin bowling alley with an on-site snack bar, party deals, pool tables and arcade machines.",,
https://www.google.com/maps/place/DumDum/data=!4m7!3m6!1s0x487931bbc944d1e3:0x676ec49d2f926dc!8m2!3d53.9600757!4d-1.0814003!16s%2Fg%2F11t7xt6rh7!19sChIJ49FEybsxeUgR3Cb50knsdgY,DumDum,4.8,462,Cocktail bar,"37-39 Swinegate, York YO1 8AZ, United Kingdom","XW69+2C York, UK",https://dumdumyork.co.uk/,,Open ⋅ Closes 3 am,https://lh3.googleusercontent.com/p/AF1QipPXt7OGCfcxZ_3Fdpveuixhnryd9q18FCOt7HqP=w408-h510-k-no,true,4 pm–3 am,4 pm–3 am,4 pm–1 am,4 pm–1 am,4 pm–2 am,2 pm–2 am,4 pm–2:30 am,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:48.520Z,· Takeaway · Delivery,,
https://www.google.com/maps/place/Everlast+Gyms/data=!4m7!3m6!1s0x487933d595a0fff1:0xd7902b4a3512e437!8m2!3d53.994541!4d-1.093995!16s%2Fg%2F1tjy0_yp!19sChIJ8f-gldUzeUgRN-QSNUorkNc,Everlast Gyms,3.8,120,Gym,"Stirling Rd, York YO30 4TU, United Kingdom","XWV4+RC Rawcliffe, York, UK",http://www.roko.co.uk/york,+44 343 909 3940,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNgUNzTpo-7wJdVMiNHMw6wDJ46AyM1LoINdRzU=w408-h271-k-no,true,6 am–10 pm,6 am–10 pm,6:30 am–10 pm,6:30 am–10 pm,6:30 am–10 pm,8 am–7 pm,8 am–8 pm,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:53.515Z,,,
https://www.google.com/maps/place/Delta+Hotels+York/data=!4m7!3m6!1s0x487930e6132e1d79:0xb1d1347dff92ea63!8m2!3d53.9416075!4d-1.1043741!16s%2Fg%2F1wtbtdj7!19sChIJeR0uE-YweUgRY-qS_3000bE,Delta Hotels York,4.1,1849,,"Tadcaster Road, York YO24 1QQ, United Kingdom","WVRW+J7 York, UK",https://www.marriott.com/en-us/hotels/lbayd-delta-hotels-york/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+44 1904 701000,,https://lh3.googleusercontent.com/p/AF1QipM_kuKN-vcn-amqjajJzqWquKTYe1jNnXtN2cUJ=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T18:59:56.795Z,,,
https://www.google.com/maps/place/North+Yorkshire+Pools/data=!4m7!3m6!1s0x4878b31fd528c64f:0x731c8955aabca97c!8m2!3d54.0589674!4d-0.2633363!16s%2Fg%2F1tf23lld!19sChIJT8Yo1R-zeEgRfKm8qlWJHHM,North Yorkshire Pools,5.0,1,Swimming pool contractor,"Carnaby Industrial Estate, Lancaster Rd, Carnaby, Bridlington YO15 3QY, United Kingdom","3P5P+HM Bridlington, United Kingdom",http://www.northyorkshirepools.co.uk/,+44 7795 026346,Closed ⋅ Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=emH6lgaz0A3zpgea6JppHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.22824&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-27T19:00:01.684Z,,,
https://www.google.com/maps/place/North+Yorkshire+Pools/data=!4m7!3m6!1s0x487f48137839d0f1:0x6c921fca5f1094b1!8m2!3d54.275546!4d-0.4007715!16s%2Fg%2F1tjbrr2z!19sChIJ8dA5eBNIf0gRsZQQX8ofkmw,North Yorkshire Pools,2.3,3,Swimming pool contractor,"Elizabethan Court, 10 Albion Rd, Scarborough YO11 2BT, United Kingdom","7HGX+6M Scarborough, United Kingdom",http://www.northyorkshirepools.co.uk/,+44 7795 026346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k7GH9AmkBzoxGjrgqtv0_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.2012&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2025-10-27T19:00:14.672Z,,,
