placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,error
https://www.google.com/maps/place/CORE+Gambling+Treatment+Center/data=!4m7!3m6!1s0x863132b4ba5cdcfd:0x860873ad1035398a!8m2!3d32.4996902!4d-93.7429785!16s%2Fg%2F1vgw8_bb!19sChIJ_dxcurQyMYYRijk1EK1zCIY,CORE Gambling Treatment Center,4.2,9,Medical clinic,"635 Stoner Ave, Shreveport, LA 71101, United States","F7X4+VR Shreveport, Louisiana, USA",https://www.helpforgambling.org/about-core.html,+1 318-424-4357,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QAwJUDUgSBDbXl90hd1hVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.14658&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:21.174Z,,,,,,,,,,
"https://www.google.com/maps/place/Beautiful+Body+%26+More,+LLC%7C+Mastectomy+Boutique+and+Spa/data=!4m7!3m6!1s0x863133ecd3cdb8e3:0x6aab3b4b0242a468!8m2!3d32.5372892!4d-93.72211!16s%2Fg%2F11jp05767x!19sChIJ47jN0-wzMYYRaKRCAks7q2o","Beautiful Body & More, LLC| Mastectomy Boutique and Spa",5.0,31,Boutique,"1907 Benton Rd Suite 900, Bossier City, LA 71111, United States","G7PH+W5 Bossier City, Louisiana, USA",http://www.beautifulbodyandmore.com/,+1 318-716-1507,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNV6SL2yRzyerBQGwrt3p4LXr5x-A6sPLcAPNqZ=w408-h510-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:26.430Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–4:30 pm,,,
"https://www.google.com/maps/place/GastroIntestinal+Specialists,+A.M.C.+-+Central/data=!4m7!3m6!1s0x8636cd7ce23836f7:0x33371cede7a6ef51!8m2!3d32.4844131!4d-93.7755737!16s%2Fg%2F1tdmqf6t!19sChIJ9zY44nzNNoYRUe-m5-0cNzM","GastroIntestinal Specialists, A.M.C. - Central",4.8,543,Medical clinic,"3217 Mabel St, Shreveport, LA 71103, United States","F6MF+QQ Shreveport, Louisiana, USA",http://www.gis.md/,+1 318-631-9121,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrz1PqNp_jwJXPxzWZmOpJT6hHc-uZ_htu9KPvwT_3McakznrGAzORLJlIGWmj1_KCpYlJ0gBBhmH_xMBJKUEnqIITq3_cDimtznvj5LEY4dfLpRqdRj64TFConRk0eEZa_T52UNfREQvau=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:31.972Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x86312df54c1d42cf:0x6554bcd1feff6bea!8m2!3d32.442534!4d-93.728257!16s%2Fg%2F11xfhcx4w2!19sChIJz0IdTPUtMYYR6mv__tG8VGU,Metro Infusion Center,,,Medical Center,"1409 E 70th St #118, Shreveport, LA 71105, United States","C7VC+2M Shreveport, Louisiana, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=avMzDQ2FaIqCuqi0wl8oog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.36832&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:36.781Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/MedCentris+Wound+Healing+Institute+Shreveport/data=!4m7!3m6!1s0x8636cd91c65f4a75:0x7392bf9a6ea7d368!8m2!3d32.494386!4d-93.7515028!16s%2Fg%2F11fnr5sns7!19sChIJdUpfxpHNNoYRaNOnbpq_knM,MedCentris Wound Healing Institute Shreveport,4.2,13,Medical clinic,"1801 Fairfield Ave Suite 408, Shreveport, LA 71101, United States","F6VX+Q9 Shreveport, Louisiana, USA",https://www.medcentris.com/locations/shreveport-wound-care-clinic,+1 318-239-7045,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP3VYn2nZP8TSZsClBTXEThsSKr9fdm2SBNr2pD=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:41.985Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/TruWellness+Medical+Clinic/data=!4m7!3m6!1s0x863133cd8175371b:0x215ce93a4575a062!8m2!3d32.5391899!4d-93.709385!16s%2Fg%2F11ln_zk1_j!19sChIJGzd1gc0zMYYRYqB1RTrpXCE,TruWellness Medical Clinic,5.0,3,Medical clinic,"2801 Northside Dr suite 11, Bossier City, LA 71111, United States","G7QR+M6 Bossier City, Louisiana, USA",http://na02.patientnow.com/a/TRUWELLNESSBOSSIER,+1 318-550-5160,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NIPdF8_akFzUDgEQEqLGCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.91533&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:47.009Z,,,,,,,,LGBTQ+ friendly,,
https://www.google.com/maps/place/The+Oui+Doctor/data=!4m7!3m6!1s0x8636cd5d93d46883:0x668720544c1a02a7!8m2!3d32.5116219!4d-93.7520332!16s%2Fg%2F11vwd9h5v3!19sChIJg2jUk13NNoYRpwIaTFQgh2Y,The Oui Doctor,5.0,118,Doctor,"700 Texas St Suite 101, Shreveport, LA 71101, United States","G66X+J5 Shreveport, Louisiana, USA",https://www.theouidoctor.com/,+1 318-777-6843,Closed ⋅ Opens 9:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNUYWPqu5JP_-cli5aCCppUSMSGtS8ZnH5HPlo5zoDPA13flxvfMe4qP7QEkpzKW8_iz0twNarUfmPdDLhR9GX4aLXnVFseLDe7yCgE-DKh4OGWEkXwUeB_387sqMRgrlBm5Q4og=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:51.933Z,Closed,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Vein+Hydration+Lounge+%2B+Aesthetics/data=!4m7!3m6!1s0x8631356163a387f7:0xf5e28e26743ade73!8m2!3d32.632401!4d-93.7263229!16s%2Fg%2F11tgdbh0mx!19sChIJ94ejY2E1MYYRc946dCaO4vU,Vein Hydration Lounge + Aesthetics,4.9,57,Health spa,"239 Fairburn Ave, Benton, LA 71006, United States","J7JF+XF Benton, Louisiana, USA",https://www.veinhla.com/,+1 318-562-3632,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOBCn2G00yNhyuVrqLn-LZrSlp26_b2hGOtDy_b=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:43:57.077Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,,,
https://www.google.com/maps/place/Specialists+Hospital+Shreveport/data=!4m7!3m6!1s0x8636cd4c7d7be663:0x8d42669111f5b79d!8m2!3d32.4973846!4d-93.7466594!16s%2Fg%2F1tfzxw1s!19sChIJY-Z7fUzNNoYRnbf1EZFmQo0,Specialists Hospital Shreveport,4.1,36,Hospital,"1500 Line Ave # 100, Shreveport, LA 71101, United States","F7W3+X8 Shreveport, Louisiana, USA",http://specialistshospitalshreveport.com/,+1 318-213-3800,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IFpHCRkKc6bxfUepxMF16Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.69303&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:02.127Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Shreveport+Hyperbaric+%26+Wound+Care+Center/data=!4m7!3m6!1s0x8636cd4cbdbe42c1:0xb53aa4be550cdb29!8m2!3d32.4979716!4d-93.7447683!16s%2Fg%2F1tf6s513!19sChIJwUK-vUzNNoYRKdsMVb6kOrU,Shreveport Hyperbaric & Wound Care Center,5.0,3,Medical clinic,"701 Jordan St A, Shreveport, LA 71101, United States","F7X4+53 Shreveport, Louisiana, USA",http://shreveportwoundcare.com/,+1 318-221-6700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOYiqGznzXyDXEfAfaX0fdVk7WOG3QTKwKqnGjB=w408-h270-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:07.252Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/WK+Proton+Therapy+Center/data=!4m7!3m6!1s0x8636cd7e089b8161:0xc5e4bf15877463ae!8m2!3d32.4819671!4d-93.7791224!16s%2Fg%2F11fxzqzrf2!19sChIJYYGbCH7NNoYRrmN0hxW_5MU,WK Proton Therapy Center,,,Cancer treatment center,"2600 Kings Hwy, Shreveport, LA 71103, United States","F6JC+Q9 Shreveport, Louisiana, USA",https://www.wkhs.com/cancer/cancer-treatment-services/proton-therapy,+1 318-212-8300,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vak2lnKPn6FhCZ1Pm_UZWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.11163&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:12.120Z,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–12 am,7 am–6 pm,Closed,,,
https://www.google.com/maps/place/Reliant+Specialty+Infusion/data=!4m7!3m6!1s0x86312dff0aeffd21:0x520949d874cebffe!8m2!3d32.4165846!4d-93.7334633!16s%2Fg%2F11v64r6jwn!19sChIJIf3vCv8tMYYR_r_OdNhJCVI,Reliant Specialty Infusion,4.9,52,Medical clinic,"425 Ashley Ridge Blvd Suite 112, Shreveport, LA 71106, United States","C788+JJ Shreveport, Louisiana, USA",https://www.rsinfusion.com/,+1 888-339-0906,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPOEDNyzQK5PNTHmnyW5DEjXh2oB_5L075SO70=w408-h271-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:17.054Z,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Willis+Knighton+Tri+State+Medical+Clinic/data=!4m7!3m6!1s0x8636cd7c37e81715:0xbcc8f2b199f78b41!8m2!3d32.4835717!4d-93.7782559!16s%2Fg%2F1tdf1qw9!19sChIJFRfoN3zNNoYRQYv3mbHyyLw,Willis Knighton Tri State Medical Clinic,4.9,527,Medical clinic,"2551 Greenwood Rd Suite 410, Shreveport, LA 71103, United States","F6MC+CM Shreveport, Louisiana, USA",http://www.tristatemedicalclinic.com/,+1 318-621-2929,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FAREKgr04bqSGpJJjJZErA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.98117&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:22.285Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Overton+Brooks+VA+Medical+Center/data=!4m7!3m6!1s0x863132be0d674251:0xfdf20aa22e4cda60!8m2!3d32.5031009!4d-93.7216826!16s%2Fg%2F1tg7sd08!19sChIJUUJnDb4yMYYRYNpMLqIK8v0,Overton Brooks VA Medical Center,3.5,278,Medical clinic,"510 E Stoner Ave, Shreveport, LA 71101, United States","G73H+68 Shreveport, Louisiana, USA",http://www.shreveport.va.gov/,+1 318-221-8411,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9X6nSO05oo7ZhU52CEUpsy1GlS7a60J85ret2rHs0UHCt-QJNZHO-a5Qtt1NTYYa8nS6PpAQx-IP70qrbgzWw6Y-8L1Cau-wbpGpzqMXtQeoCYbYlrTKSdKV9KDYaeivtZsE=w408-h306-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:27.470Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Flex+Institute+%28Formerly+Orthopedic+Specialists+of+Louisiana%29/data=!4m7!3m6!1s0x8636cd4c7d7be663:0x41fe89f4b968fcb7!8m2!3d32.4972685!4d-93.7464531!16s%2Fg%2F1tfxydjw!19sChIJY-Z7fUzNNoYRt_xoufSJ_kE,Flex Institute (Formerly Orthopedic Specialists of Louisiana),4.9,210,Orthopedic clinic,"1500 Line Ave # 100, Shreveport, LA 71101, United States","F7W3+WC Shreveport, Louisiana, USA",http://flexinstitute.com/,+1 318-543-2663,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RguWe9JwUHXgDshEbMCanA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.23071&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:32.545Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Willis+Knighton+North/data=!4m7!3m6!1s0x8636cd7ded079815:0x742cc2f436a882b8!8m2!3d32.4842908!4d-93.7789881!16s%2Fg%2F1td3rw9p!19sChIJFZgH7X3NNoYRuIKoNvTCLHQ,Willis Knighton North,3.2,197,Hospital,"2600 Greenwood Rd, Shreveport, LA 71103, United States","F6MC+PC Shreveport, Louisiana, USA",http://www.wkhs.com/Locations/MedicalCenter,+1 318-212-4000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nruMQdkTLHK3IySsE3HLpHsvb1PZEPMXGcB6NndCkiiSfsDmqXsaJB6AtjUkObbpAXxGSYf-KYhhxmPpmgmE40FYEhwY2HT2ZkSN3R-tr6pRSNBx5BylfuBqqYqZim-yH7_Ffvg=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:37.767Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,
https://www.google.com/maps/place/Northwest+Louisiana+Nephrology/data=!4m7!3m6!1s0x8636cd455577c2f9:0x8a2936459eecde96!8m2!3d32.493936!4d-93.7541741!16s%2Fg%2F1tgdjc8z!19sChIJ-cJ3VUXNNoYRlt7snkU2KYo,Northwest Louisiana Nephrology,4.3,11,Medical clinic,"1800 Buckner St C-120, Shreveport, LA 71101, United States","F6VW+H8 Shreveport, Louisiana, USA",http://www.nwln.com/,+1 318-227-8899,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e7GhmV58P4eo4l3aZx4YfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.9119&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:40.692Z,,,,,,,,,,
https://www.google.com/maps/place/WK+Advanced+Surgery+Center/data=!4m7!3m6!1s0x8636cd7c18ef412f:0xeea83d25330c301d!8m2!3d32.484733!4d-93.778315!16s%2Fg%2F1hc31q0cq!19sChIJL0HvGHzNNoYRHTAMMyU9qO4,WK Advanced Surgery Center,4.8,87,Surgical center,"2751 Albert L Bicknell Dr #2b, Shreveport, LA 71103, United States","F6MC+VM Shreveport, Louisiana, USA",http://www.wkasc.com/,+1 318-212-8350,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U1PsMTl-sXC-w-poGb6qyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.50987&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-09-28T23:44:45.520Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
