placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/A%26E+Landscaping+and+More+LLC/data=!4m7!3m6!1s0x824722996edf8cb9:0x403703919fd4c2b5!8m2!3d27.6594661!4d-97.3593577!16s%2Fg%2F11vs1sbhjx!19sChIJuYzfbpkiR4IRtcLUn5EDN0A,A&E Landscaping and More LLC,4.9,55,Landscaper,"3638 WL Breeding Dr, Corpus Christi, TX 78414, United States","MJ5R+Q7 South Side, Corpus Christi, TX, USA",http://aandelandscapingandmorellc.godaddysites.com/,+1 361-673-2229,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKRo39ggQtgnwrB1JC5J7iW9tQFF7-eVhngJBQhhLW8ZkKBMW7hUAUUR-EyXkbHkhcnGYsoVO8btLibmtvEJvzmF-xR2FBDWvCZM-aDBds2D3w8lZWV75tPT0b005N4XvOOV4GPu01HnWm=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:50.757Z,,,
https://www.google.com/maps/place/Blue+Lightning+Lawncare/data=!4m7!3m6!1s0x2a754ec84f34ffef:0x47f0f54dd241e08c!8m2!3d27.6973122!4d-97.3581427!16s%2Fg%2F11qb5k9tbj!19sChIJ7_80T8hOdSoRjOBB0k318Ec,Blue Lightning Lawncare,5.0,4,Lawn care service,,,https://bluelightninglawn.com/,+1 361-336-5252,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPktqMOw3BRe_UijSxkvpbz7aKN4H73Cr7pJteOFBXXIUJdWYdMdV-FwCMM7YliJ1lbZnFzOuW1aXmbg1zHveA6JxkvJ557CTLyGAadbx0JyeXP07RXzFth8ID67JlVrfSO7AHLw=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:55.490Z,,,
https://www.google.com/maps/place/Premier+Landscape+Services+%7C+Design+%26+Installation/data=!4m7!3m6!1s0xabc8feb34b14fca3:0x5e8621b42dbf9598!8m2!3d27.6973122!4d-97.3581427!16s%2Fg%2F11vym5dccd!19sChIJo_wUS7P-yKsRmJW_LbQhhl4,Premier Landscape Services | Design & Installation,4.8,23,Landscaper,,,,+1 361-461-5530,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6VUO-9wrBwC0G5bDxVmmRpnYLku9JT5tWEwOd9IbcmnW193qDeWl7G9PR3nIEt7N29cy_85yxV4kz-PmQkwfJjvQmUSwA7CvO1wNJYatN6krwSB0qhKinxK6VkFbMJAKFgiT3=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,10 am–5 pm,10 am–5 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:00.220Z,,,
https://www.google.com/maps/place/Lawn+Pros/data=!4m7!3m6!1s0x8668f54dc13db8d3:0xd34001767c3ab029!8m2!3d27.680201!4d-97.3743204!16s%2Fg%2F11fvkxfw9r!19sChIJ07g9wU31aIYRKbA6fHYBQNM,Lawn Pros,4.7,54,Landscape designer,"6113 Saratoga Blvd, Corpus Christi, TX 78414, United States","MJJG+37 South Side, Corpus Christi, TX, USA",https://www.cclawnpros.com/,+1 361-337-3797,Open · Closes 6 pm,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlkngGBBVeUP80dZ_U5682bXlFxy8I0SjJvls90RAt1NCR8LM9E3vLIM_H92idmB1z9zfWNbjQhpxdReoX8PhAxhMCGL9HKyuvuq0nXW8FE_1on-n2nZna-9VWkqndwwP-j2zp8Eg2iDU=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:05.001Z,,,
https://www.google.com/maps/place/Gill+Garden+Center+%2B+Landscape+Co./data=!4m7!3m6!1s0x8668f5f58e3985b7:0x9367a6966c556e09!8m2!3d27.6772172!4d-97.3637394!16s%2Fg%2F1tdxwg39!19sChIJt4U5jvX1aIYRCW5VbJamZ5M,Gill Garden Center + Landscape Co.,4.8,249,Landscape designer,"2810 Airline Rd, Corpus Christi, TX 78414, United States","MJGP+VG South Side, Corpus Christi, TX, USA",https://gillnursery.com/?utm_source=LOCAL&utm_medium=ORGANIC&utm_campaign=GMB,+1 361-992-9674,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6kOMTj8pv1qJ97E8FXhSRnpkJGi2jKq7Yq-FraPrUD-SASQuinbkF5-VtsfPZbPtPlt_LaOb22lgy2goTz8qozr8i6IU1tAjp9tR7up2A82evZ0J2Lh0C8ikZIQQLIYojpBz0ww=w424-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,10 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:09.809Z,,,
https://www.google.com/maps/place/Molina+Lawn+and+landscaping+services/data=!4m7!3m6!1s0x8668f5b8a957f00f:0x9697a2cf61b3e9a5!8m2!3d27.7242861!4d-97.3886978!16s%2Fg%2F11j7f0fp8m!19sChIJD_BXqbj1aIYRpemzYc-il5Y,Molina Lawn and landscaping services,4.9,29,Lawn care service,"4705 Marie St, Corpus Christi, TX 78411, United States","PJF6+PG Central City, Corpus Christi, TX, USA",,+1 361-548-4041,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElYWH3xgk10pTV14uEou6DKmwi09e0QP_IaHj15EsG-g5_0XhNiXDQXkT7TWdJpxkMEiNqmvDtKy8nngtRLCosrdxDkNYw2gAbEyhnfPpVyFG7DuZbpvSgscY0WIW-d-jHn6CPaw=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,7 am–1:30 pm,9 am–1 pm,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:14.792Z,,,
https://www.google.com/maps/place/Fixed+Income+Landscaping/data=!4m7!3m6!1s0x8668f7d6cda6a62f:0xc6698ed43ef21af2!8m2!3d27.8581137!4d-97.626715!16s%2Fg%2F11hdjsgksh!19sChIJL6amzdb3aIYR8hryPtSOacY,Fixed Income Landscaping,4.9,59,Lawn care service,"13330 Leopard St Suite #1, Corpus Christi, TX 78410, United States","V95F+68 Calallen, Corpus Christi, TX, USA",https://fixedincomelandscaping.com/,+1 361-484-8304,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqHdzwcpkEwCgsAlrSZJnclMegtCIM1sqx-0MPrr6FHSc6Ca86VeLu4SYcjOA-pFfEiljy3A1JMo1XvXH1eFZwbGdhtg6_IbnSoyoL3dfVk4xq84XUtVmciPP7uAfS0At24wZ_f1EZM-w_=w408-h306-k-no,true,10 am–4 pm,10 am–4 pm,Closed,Closed,Closed,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:19.614Z,,,
https://www.google.com/maps/place/Some+of+it+All/data=!4m7!3m6!1s0xfb93eb8b0f6ea67:0xe2644fb5d22f430d!8m2!3d27.9750721!4d-97.5770263!16s%2Fg%2F11yy2lmt8h!19sChIJZ-r2sLg-uQ8RDUMv0rVPZOI,Some of it All,4.6,22,Towing service,,,https://someofitallllc.com/,+1 361-436-1300,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuFybwl3fFehwwZoKyuIjuEMoFRY1RbpTwB81PnbFceIaIPjBGsod_9zSOax3Mdvd2mCfsDdUsgCscov4v2uXpqlltykzd2_Q3yk89prJDmr1YEhwKPv5jD6hfGBHXtuHTxh51K2y7NUHP=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:24.399Z,,,
https://www.google.com/maps/place/Southern+Masonry+Supply/data=!4m7!3m6!1s0x86686093047c5ba9:0x914b48819476fa1c!8m2!3d27.7853012!4d-97.4575585!16s%2Fg%2F1tjz3t8l!19sChIJqVt8BJNgaIYRHPp2lIFIS5E,Southern Masonry Supply,4.9,16,Masonry supply store,"5205 Agnes St, Corpus Christi, TX 78405, United States","QGPR+4X Central City, Corpus Christi, TX, USA",http://www.southernmasonrysupply.com/,+1 361-289-1074,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbrZT10Otq5kJpWzbZ0R-Aq18Pl6TcxXzmzNTo1aUumQQzFnriExlj4AbnEuqUYl1-TIJIQGx6uJf4Qs4Vo7hEt3uimQK77q_yMdAt44ugVTJ6JRKNi2hP-vzh4TaB6oa24Lj9=w507-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:29.193Z,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/SiteOne+Landscape+Supply/data=!4m7!3m6!1s0x8668600d30a179f1:0x8744ad55642255!8m2!3d27.7472813!4d-97.4471399!16s%2Fg%2F11bbw_85xs!19sChIJ8XmhMA1gaIYRVSJkVa1EhwA,SiteOne Landscape Supply,5.0,12,Landscaping supply store,"5045 Ambassador Row, Corpus Christi, TX 78416, United States","PHW3+W4 Molina, Corpus Christi, TX, USA",https://www.siteone.com/en/store/397,+1 361-854-7499,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEycG51Uph_DU9iw9UqTK5UyBwp5DcfF2OgVpeZFsErPROdPQOpXyGqSE3lCIIvTTi_6uDz4y1iSyAMe3XHbTTKqnGQdsUQRwkm3l3e5C9rOZ_5VAXtzGl2XKXIPAPAvmpWIw1f=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7–11 am,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:33.871Z,"Resource for landscaping materials & supplies, including compost, mulches, sand & natural flagstone. · Delivery",,
https://www.google.com/maps/place/C-Scapes+Coastal+Landscape+Specialist/data=!4m7!3m6!1s0x8668f413f40f9109:0xc5e35558005d0c6a!8m2!3d27.6526477!4d-97.3690372!16s%2Fg%2F1xg5t31g!19sChIJCZEP9BP0aIYRagxdAFhV48U,C-Scapes Coastal Landscape Specialist,4.2,15,Landscape designer,"7121 Yorktown Blvd, Corpus Christi, TX 78414, United States","MJ3J+39 South Side, Corpus Christi, TX, USA",http://c-scapeslandscaping.com/,+1 361-993-7800,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnHLkd586dsE3QfjzViizgx5XEAIIK7cxGL6L6IPQQJ4XoMwpMdNcIPfVP_nnVf5mBrEd6HYua_ZNavvBev4BnhJWFA3gM5SXOMZfP7l3Zou1MUxNeq7v0Ymj2X-7s_V9qlNnq=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:38.868Z,,,
https://www.google.com/maps/place/Bay+Area+Landscape+Nursery/data=!4m7!3m6!1s0x86685f6f5e2b7c7b:0x8f6221e1759bb8ea!8m2!3d27.6935322!4d-97.3755681!16s%2Fg%2F1tfmj7fm!19sChIJe3wrXm9faIYR6ribdeEhYo8,Bay Area Landscape Nursery,4.3,82,Wholesale plant nursery,"5901 La Costa, Corpus Christi, TX 78413, United States","MJVF+CQ South Side, Corpus Christi, TX, USA",https://www.mybayarealandscapes.com/,+1 361-826-0680,"Open · Closes 4:30 pm

Updated by others 3 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpNPU_Vj6J2H-4rjcCWh0Yf3h4Vll3dr1LcPhvsTKRlwRa74i31RclWkmgBsC3M8kcRxFIILsvj0pp7v3PCf8E4S0MiYxgg9H3iLtu5DRE3Aw5o2ytFpQmgPkZ1b9B_oNSqFOLTWaUxXVY=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–2 pm,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:43.875Z,"Locally owned garden center with 4 acres of plants & pottery, plus bulk mulch & landscape services.",,
https://www.google.com/maps/place/Augusta+Lawn+Care+of+Corpus+Christi+-+Weed+Control+%26+Pooper+Scooping/data=!4m7!3m6!1s0x8668f70dbef68b6f:0xd369aa8f1b091e0b!8m2!3d27.6884715!4d-97.3192061!16s%2Fg%2F11mj9dns7d!19sChIJb4v2vg33aIYRCx4JG4-qadM,Augusta Lawn Care of Corpus Christi - Weed Control & Pooper Scooping,4.8,317,Lawn care service,"1122 Sealane Dr, Corpus Christi, TX 78412, United States","MMQJ+98 Bay Area, Corpus Christi, TX, USA",https://augustalawncareservices.com/corpus,+1 361-402-6909,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcs6gqBTbE0YygsngYxAw-4s38a0eWKliPWrUlKoqoKJXAT9S3A7vWD9rhKkNfpOmdMdGeT5GE4Q9yMk40qf3iDKFkwVIG3viRvqKvMXIuD-pZaikw-bsJ5PrtIHp4ekL6liq-RQ=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:51:48.748Z,,,
