placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,error
https://www.google.com/maps/place/Paul+J+Gemmiti+CPA+CFP/data=!4m7!3m6!1s0x89de8751f27a423b:0x4ec2862366241990!8m2!3d42.7752849!4d-74.228427!16s%2Fg%2F1tg_h1bh!19sChIJO0J68lGH3okRkBkkZiOGwk4,Paul J Gemmiti CPA CFP,5.0,1,Accountant,"1756 McGuire School Rd, Delanson, NY 12053, United States","QQGC+4J Delanson, New York, USA",http://gemmiticpa.com/,+1 518-875-6803,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WnQ2ndsTbBSsWWp3rIX6YQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.95512&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:04.596Z,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,,,
https://www.google.com/maps/place/Confidential+Tax+%26+Accounting/data=!4m7!3m6!1s0x89de735e41a1ccab:0x275dd5927af0353f!8m2!3d42.7357202!4d-73.8458598!16s%2Fg%2F1tp0fnwz!19sChIJq8yhQV5z3okRPzXwepLVXSc,Confidential Tax & Accounting,5.0,2,Tax preparation service,"409 New Karner Rd #103, Albany, NY 12205, United States","P5P3+7M Albany, New York, USA",http://www.confidentialtaxweb.com/,+1 518-869-5011,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1NCdLR4Kn2NBUOEfHXVAkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.32486&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:09.738Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,,,
https://www.google.com/maps/place/Grasso+%26+Kayser+CPAs+PC/data=!4m7!3m6!1s0x89de726acd20f693:0x318b503c3a4cb9ea!8m2!3d42.783774!4d-73.912388!16s%2Fg%2F1tcxkr_5!19sChIJk_YgzWpy3okR6rlMOjxQizE,Grasso & Kayser CPAs PC,5.0,2,Accountant,"2504 Albany St, Schenectady, NY 12304, United States","Q3MQ+G2 Schenectady, New York, USA",http://www.kayser.cpa/,+1 518-372-4070,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrykCyatL-tC51_ho0EHQrHbZacNzzqTdxCjdoj9rdHW8T81r5u4CtZwXFk-DIllKymUR36zjhSKQT6ifW4p6EVUZwCivfI26NJcaewGOCR2MFxv3yKxbcuJNvBeo6NHE01LUbm=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:14.725Z,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,,,
https://www.google.com/maps/place/Zeitler+%26+Zeitler+CPA%27s/data=!4m7!3m6!1s0x89de75f9bf47d1c9:0x6793d4029b66947c!8m2!3d42.6909509!4d-73.8695439!16s%2Fg%2F11j7knrmgz!19sChIJydFHv_l13okRfJRmmwLUk2c,Zeitler & Zeitler CPA's,5.0,2,Accountant,"1832 Western Ave, Albany, NY 12203, United States","M4RJ+95 Albany, New York, USA",http://www.zeitlercpa.com/,+1 518-813-2277,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMarPnYpu5Y_tXCfKg8ULERtxlOFqf8RL_2TzCE=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:19.714Z,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,,,
https://www.google.com/maps/place/Walquist+%26+Renodin+PC/data=!4m7!3m6!1s0x89de0a3af24261ed:0x1790f6c42ae2aa53!8m2!3d42.6541951!4d-73.7618549!16s%2Fg%2F1tf6c11j!19sChIJ7WFC8joK3okRU6riKsT2kBc,Walquist & Renodin PC,4.7,24,Accountant,"284 State St, Albany, NY 12210, United States","M63Q+M7 Albany, New York, USA",https://wrcpa.com/,+1 518-434-1269,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMC0rNTQ4rCYz482RBsW1zIc7QrGDOGy-vwZM7V=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:24.772Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Hedley+%26+Co,+PLLC+Certified+Public+Accountants/data=!4m7!3m6!1s0x89de13f917ad18e5:0x419f7598aa95c02c!8m2!3d42.8512622!4d-73.7555597!16s%2Fg%2F1tknlfrh!19sChIJ5RitF_kT3okRLMCVqph1n0E","Hedley & Co, PLLC Certified Public Accountants",5.0,8,Certified public accountant,"1593 US-9, Clifton Park, NY 12065, United States","V62V+GQ Clifton Gardens, New York, USA",http://www.hedleycpa.com/,+1 518-348-2079,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNUS_f_mD6TqSvNAU-8mYpZnP2PLTTsYTSmOac=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:29.970Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Brian+Daley+CPA/data=!4m7!3m6!1s0x89de136d739b9fb5:0x68e325cf8b163fe7!8m2!3d42.8700866!4d-73.8138732!16s%2Fg%2F1thcnsgq!19sChIJtZ-bc20T3okR5z8Wi88l42g,Brian Daley CPA,4.8,54,Certified public accountant,"999 NY-146, Clifton Park, NY 12065, United States","V5CP+2F Clifton Knolls-Mill Creek, New York, USA",http://briandaleycpa.com/,+1 518-383-3330,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOJBulSJJsoHvHrGGtGLGS4hHgwk_rt9kQDqxf-=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:37.141Z,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Gabriele+Bottini+%26+Associates+CPA%E2%80%99s,+LLP/@42.7679678,-73.821427,17z/data=!3m1!4b1!4m6!3m5!1s0x89de0b966fe7e227:0x2a382f83b16163ad!8m2!3d42.7679678!4d-73.821427!16s%2Fg%2F1tmqmsj3","Gabriele Bottini & Associates CPA’s, LLP",4.6,9,Accountant,"43 British American Blvd # 2, Latham, NY 12110, United States","Q59H+5C Latham, New York, USA",https://www.gba-cpas.com/,+1 518-459-5280,"Closed ⋅ Opens 8:30 am Mon

Updated by phone call 1 week ago",,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:43.992Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/25th+Hour+Accounting+Solutions/data=!4m7!3m6!1s0x89de0a89774e7d61:0xdff7198e951852b4!8m2!3d42.6417916!4d-73.7738427!16s%2Fg%2F1tdbl_j6!19sChIJYX1Od4kK3okRtFIYlY4Z998,25th Hour Accounting Solutions,5.0,40,Accountant,"9 Garden St, Albany, NY 12209, United States","J6RG+PF Albany, New York, USA",http://25thhour.biz/,+1 518-489-4365,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HbfVk8DvvGGZA_mkihpCWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.134645&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:49.075Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Dylan+M.+Devino,+CPA/data=!4m7!3m6!1s0x2088334e1e4a68bd:0x7f082a26f9bb1d10!8m2!3d42.8638133!4d-73.7885997!16s%2Fg%2F11s38pvp_l!19sChIJvWhKHk4ziCAREB27-SYqCH8","Dylan M. Devino, CPA",5.0,40,Certified public accountant,"800 NY-146 Building 400 Suite 478, Clifton Park, NY 12065, United States","V676+GH Clifton Park, New York, USA",http://www.devinocpa.com/,+1 518-430-2207,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMiInVPUgJ_MN7yaVokO40eCtTt7JmYHstO3Ugr=w408-h612-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:54.092Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Tovela+Bookkeeping+%26+Client+Accounting+Services+LLC/data=!4m7!3m6!1s0x88eb0e7e2d4b5639:0x7416d0cb96935f72!8m2!3d42.7046276!4d-73.912837!16s%2Fg%2F11lylqmmkd!19sChIJOVZLLX4O64gRcl-TlsvQFnQ,Tovela Bookkeeping & Client Accounting Services LLC,5.0,3,Bookkeeping service,"2332 Western Ave, Guilderland, NY 12084, United States","P33P+VV Guilderland, New York, USA",https://tovelaaccounting.com/,+1 833-868-3522,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_R94zkXtbRf4984X-DxdfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.94363&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:15:59.047Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,,,
"https://www.google.com/maps/place/NATALYA+TAFEN+WANDJI,+CPA/data=!4m7!3m6!1s0x89dddfb9fe21d377:0xa4f1d89666a7ebed!8m2!3d42.6035834!4d-73.8411892!16s%2Fg%2F1q64rv2dl!19sChIJd9Mh_rnf3YkR7eunZpbY8aQ","NATALYA TAFEN WANDJI, CPA",5.0,13,Tax preparation service,"219 Elm Ave, Delmar, NY 12054, United States","J535+CG Delmar, Bethlehem, NY, USA",http://abacuses4u.com/,+1 518-301-1650,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B9c_wkh8zrYqExg5z9U_bQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.81178&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:01.979Z,,,,,,,,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Peter+J.+Meehan+C.P.A./@42.7127494,-73.8280187,17z/data=!3m1!4b1!4m6!3m5!1s0x89de0ca7878ddb2f:0x60edf65992bb23e8!8m2!3d42.7127494!4d-73.8280187!16s%2Fg%2F1tczwykx",Peter J. Meehan C.P.A.,4.0,4,Business to business service,"1510 Central Ave Suite 2, Albany, NY 12205, United States","P57C+3Q Albany, New York, USA",http://peterj.meehanc.p.a.thryv.com/,+1 518-456-9469,Closed ⋅ Opens 9 am Mon,,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:08.983Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,,,
https://www.google.com/maps/place/David+Phillips+CPA/data=!4m7!3m6!1s0x89de0c9adcd12811:0xefac571e64e856b2!8m2!3d42.7170544!4d-73.8077033!16s%2Fg%2F1264jd77b!19sChIJESjR3JoM3okRslboZB5XrO8,David Phillips CPA,3.3,7,Certified public accountant,"125 Wolf Rd #408, Albany, NY 12205, United States","P58R+RW Albany, New York, USA",http://davidphillipscpa.com/,+1 518-438-1129,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XWAkgsU2xgo6YMcU4C3zDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.022697&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:14.216Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Marvin+and+Company,+P.C.,+CPAs/data=!4m7!3m6!1s0x89de0d17f8d692e3:0x77d19bb1658d7c!8m2!3d42.7614096!4d-73.8172501!16s%2Fg%2F1tkr084j!19sChIJ45LW-BcN3okRfI1lsZvRdwA","Marvin and Company, P.C., CPAs",5.0,1,Tax preparation service,"11 British American Blvd, Latham, NY 12110, United States","Q56M+H3 Latham, New York, USA",http://www.marvincpa.com/,+1 518-785-0134,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipN4ABzWk23CPSHJF-5NL45PonVXTmlCT_5Tof6o=w968-h240-k-no,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:19.310Z,Closed,8:30 am–5 pm,8:30 am–5:30 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Bryans+%26+Gramuglia/data=!4m7!3m6!1s0x89de74a2b4015f63:0x6c412c24e3ecc15d!8m2!3d42.709548!4d-73.864303!16s%2Fg%2F1tnpl_pr!19sChIJY18BtKJ03okRXcHs4yQsQWw,Bryans & Gramuglia,5.0,1,Accountant,"1 Pine West Plaza #107, Albany, NY 12205, United States","P45P+R7 Albany, New York, USA",http://www.bgcpa.net/,+1 518-452-8055,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fyIghfxl2KSdD020kqxC_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.53421&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:22.300Z,,,,,,,,,,
https://www.google.com/maps/place/Mark+D+Witecki+CPA+CFP+CFE+EA+CCPS+CDFA/data=!4m7!3m6!1s0x89de7257892278a7:0xb0639344b275b2a9!8m2!3d42.769303!4d-73.8909382!16s%2Fg%2F11csr1c6x4!19sChIJp3giiVdy3okRqbJ1skSTY7A,Mark D Witecki CPA CFP CFE EA CCPS CDFA,4.3,11,Certified public accountant,"3701 State St, Schenectady, NY 12304, United States","Q495+PJ Schenectady, New York, USA",http://www.witeckicpa.com/,+1 518-346-4000,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npytHqihFYbUlAgqEEvEADYBrPnnP61jykrm9g9QHUFdQfi93WwRnq76mn87gs0l1ellYWwfnVOE5rV9YPHslO9vuMKHlDXWkwbsPnlmE63FvZqRyR0X1XuGPiEW1U8deT-HFAA=w408-h271-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:27.336Z,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,,,
"https://www.google.com/maps/place/Vincenzo+Testa,+CPA/data=!4m7!3m6!1s0x89de0f04d565c8d7:0x12d4c605c8db5ba5!8m2!3d42.7544053!4d-73.7451425!16s%2Fg%2F11rcpxff67!19sChIJ18hl1QQP3okRpVvbyAXG1BI","Vincenzo Testa, CPA",5.0,5,Certified public accountant,"2 Stutz Ave, Latham, NY 12110, United States","Q733+QW Latham, New York, USA",,+1 518-817-5874,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FgpVGY3io1XcEJQDQigLeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.54252&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:32.423Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/John+F.+Rafferty,+Jr.,+CPA,+CPC,+TGPC/@42.738875,-73.84111,17z/data=!3m1!4b1!4m6!3m5!1s0x89de0ccca5ef13d1:0x8d5eb1886401d59f!8m2!3d42.738875!4d-73.84111!16s%2Fg%2F11b6qf7szs","John F. Rafferty, Jr., CPA, CPC, TGPC",,,Certified public accountant,"433 New Karner Rd, Albany, NY 12205, United States","P5Q5+HH Albany, New York, USA",http://www.crepen.com/,+1 518-452-8139,,,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:16:37.236Z,,,,,,,,,,
