placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Kleman+Plaza+Parking+Garage/data=!4m7!3m6!1s0x88ecf570530a3c1b:0x1076f10718c0f978!8m2!3d30.4398602!4d-84.2837708!16s%2Fg%2F11bbrjz_dc!19sChIJGzwKU3D17IgRePnAGAfxdhA,Kleman Plaza Parking Garage,4.1,115,Parking garage,"306 S Duval St, Tallahassee, FL 32301, United States","CPQ8+WF Tallahassee, Florida, USA",https://www.talgov.com/parking,+1 850-561-3066,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWqd8RulhcJEC-7KcoIXawsVCsXZZxilo8aBFtFseKPRZ0XTOFBh4WjN0LQQAglUO1FMF1Bpykm8jHUeKJjFUj59c-hj5phwIE7-3c-PmIXkdyHIh8sRywTk5w3Cuiw4yUVtTW=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:40:44.947Z,,,,
https://www.google.com/maps/place/Public+Parking/data=!4m7!3m6!1s0x88ecf57a5f1f0641:0x756c8d4fb24fba03!8m2!3d30.4398235!4d-84.2788281!16s%2Fg%2F1pp2vkqfj!19sChIJQQYfX3r17IgRA7pPsk-NbHU,Public Parking,3.0,5,Parking garage,"316 E Jefferson St, Tallahassee, FL 32301, United States","CPQC+WF Tallahassee, Florida, USA",https://www.talgov.com/parking,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J38C0RM0VnCdtgK9rQSzaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.549176&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:40:49.931Z,,,,
https://www.google.com/maps/place/Long+Term+Parking+%28Tallahasee+International+Airport+Parking%29/data=!4m7!3m6!1s0x88ec8b504a05dbcf:0xf8dc36b327f75d9d!8m2!3d30.3966384!4d-84.3477395!16s%2Fg%2F11f2gswj98!19sChIJz9sFSlCL7IgRnV33J7M23Pg,Long Term Parking (Tallahasee International Airport Parking),4.6,8,Parking lot,"3300 Capital Cir SW, Tallahassee, FL 32310, United States","9MW2+MW Tallahassee, Florida, USA",https://www.talgov.com/airport/airportparking.aspx,+1 850-891-7830,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-SWrT9zprYx9ER-mvBcznr54RbXYAcfJYp1CdbXalJhi452ym7F2W4vasQTCefqgOpbvFzkQzrHhCN8wpcsK9tj5S8btN3_QiWpDZZRddvb3hBxTpTTiYQbG9i7W8EB3dVSQq=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:40:54.859Z,,,,
https://www.google.com/maps/place/Tallahassee+Parking+Tickets/data=!4m7!3m6!1s0x88ecf575b2b2b9f5:0x1c273ab308fc219a!8m2!3d30.4463424!4d-84.2881976!16s%2Fg%2F1tdwwj4l!19sChIJ9bmysnX17IgRmiH8CLM6Jxw,Tallahassee Parking Tickets,,,City government office,"435 N Macomb St, Tallahassee, FL 32301, United States","CPW6+GP Tallahassee, Florida, USA",https://www.talgov.com/Parking/citations,+1 850-891-8249,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sahMmDQJbXyeKXtZo6rnXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.2821&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:40:57.774Z,,,,
https://www.google.com/maps/place/TMH+Parking+Lot+C/data=!4m7!3m6!1s0x88ec5f374e421f45:0xe8e364558ef72c98!8m2!3d30.4604142!4d-84.2573627!16s%2Fg%2F11q973kr9q!19sChIJRR9CTjdf7IgRmCz3jlVk4-g,TMH Parking Lot C,4.0,9,Parking lot,"1607 Physicians Dr, Tallahassee, FL 32308, United States","FP6V+53 Tallahassee, Florida, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3YyPDfC7wbVDkNLi8YNy9wkk1oETDK48FuGVUhq8N4I2ZRmmR_b2_rOF7o-1ZSOhHzZOKDeIwHYiavPkDkbPCpW3hcotmulhP_-U5isMRc7JUsI0LVxkPsy3BIZz-t3K7WZ8B=w408-h408-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:00.748Z,,,,
"https://www.google.com/maps/place/Hotel+Duval,+Autograph+Collection/data=!4m10!3m9!1s0x88ecf5782c0d71d1:0x18bb40314ef1f884!5m2!4m1!1i2!8m2!3d30.4459483!4d-84.2804626!16s%2Fg%2F1v2gflgf!19sChIJ0XENLHj17IgRhPjxTjFAuxg","Hotel Duval, Autograph Collection",4.2,1452,,"415 N Monroe St, Tallahassee, FL 32301, United States","CPW9+9R Tallahassee, Florida, USA",https://www.marriott.com/en-us/hotels/tlhak-hotel-duval-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 850-224-6000,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHwANGVCFPWyfBYdWA9KjpN-ROptzRYxojCGZH3OCqqc79a8NHldbBl3X33ocvHF9LRFI_86EgnGADEx7bGzk79Kk41VUzv4Lh6aZI7pwAcF1k4WoLqkerCatE4R3BuEy4jei1R11qn8j_F95bh0u7qEZIY_Q5ZYXy3JxX4k5tErETFQQgk3QQM=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:04.175Z,,,,
https://www.google.com/maps/place/Florida+Department+of+Law+Enforcement/data=!4m7!3m6!1s0x88ec5f0de4946d95:0x1598490bede5fc08!8m2!3d30.460798!4d-84.2409907!16s%2Fg%2F1vbl8dxf!19sChIJlW2U5A1f7IgRCPzl7QtJmBU,Florida Department of Law Enforcement,3.7,19,Government office,"2331 Phillips Rd R, Tallahassee, FL 32308, United States","FQ65+8J Tallahassee, Florida, USA",http://www.fdle.state.fl.us/,+1 850-410-7000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGnGyw9nAxTvttGrRlygxgT6p5Yuih6nqaR6o7AvrdUbR8kk3H9wTABiioe41JPftzE9Pj7ZqCsbKMjOTT-vBHBFUu-tb3oX-MNwu8Wu1BA05UrcJh-JK8gBMXVOm0ANr-8EgW=w408-h271-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:09.322Z,,,,
https://www.google.com/maps/place/DoubleTree+by+Hilton+Hotel+Tallahassee/data=!4m10!3m9!1s0x88ecf57093f37953:0x5458eb65a509982a!5m2!4m1!1i2!8m2!3d30.4415714!4d-84.2815559!16s%2Fg%2F11yp4nkdw!19sChIJU3nzk3D17IgRKpgJpWXrWFQ,DoubleTree by Hilton Hotel Tallahassee,3.9,2093,,"101 S Adams St, Tallahassee, FL 32301, United States","CPR9+J9 Tallahassee, Florida, USA",https://www.hilton.com/en/hotels/thlapdt-doubletree-tallahassee/?SEO_id=GMB-AMER-DT-THLAPDT&y_source=1_MTM3MjU0MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 850-224-5000,,https://lh3.googleusercontent.com/p/AF1QipOjBDJqLRZH7kgWnX2rNurdZKdhc3PvIZ0i4Duu=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:12.699Z,,,,
https://www.google.com/maps/place/AC+Hotel+Tallahassee+Universities+at+the+Capitol/data=!4m10!3m9!1s0x88ecf5651c6be8ab:0xed55b3c53192edef!5m2!4m1!1i2!8m2!3d30.4352937!4d-84.2780514!16s%2Fg%2F11nz0lkqlf!19sChIJq-hrHGX17IgR7-2SMcWzVe0,AC Hotel Tallahassee Universities at the Capitol,4.1,331,,"801 S Gadsden St, Tallahassee, FL 32301, United States","CPPC+4Q Tallahassee, Florida, USA",https://www.marriott.com/en-us/hotels/tlhac-ac-hotel-tallahassee-universities-at-the-capitol/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 850-392-7700,,https://lh3.googleusercontent.com/p/AF1QipMUKqpicymYgmCePNz1sdXtBoLQAUONFsGDUdnR=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:15.768Z,,,,
https://www.google.com/maps/place/Florida+Department+of+Highway+Safety+and+Motor+Vehicles/data=!4m7!3m6!1s0x88ec5fb4468cede9:0x51c83a86bac0e32!8m2!3d30.4279427!4d-84.2317301!16s%2Fg%2F1td61khh!19sChIJ6e2MRrRf7IgRMg6sa6iDHAU,Florida Department of Highway Safety and Motor Vehicles,2.0,1061,Department of motor vehicles,"2900 Apalachee Pkwy, Tallahassee, FL 32399, United States","CQH9+58 Tallahassee, Florida, USA",https://www.flhsmv.gov/,+1 850-617-2000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTjQezSrbZyeFaQBqnV1hYUpcfygZcy9h6wWa8bSvrakIb1LUtZMVES_EpTwsCLBh_MWK4rcocS4B8_gtv68QM55dNl3XfpKp0H9tSEkUAz2I1sla94c3dc7m8ALeYSym3b_1b=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:21.106Z,,,,
https://www.google.com/maps/place/Hampton+Inn+%26+Suites+Tallahassee+Capitol+-+University/data=!4m10!3m9!1s0x88ecf56cd948009f:0xbc5c43df192efa91!5m2!4m1!1i2!8m2!3d30.43463!4d-84.2902907!16s%2Fg%2F11f4wv2ng3!19sChIJnwBI2Wz17IgRkfouGd9DXLw,Hampton Inn & Suites Tallahassee Capitol - University,4.4,601,,"824 Railroad Ave, Tallahassee, FL 32310, United States","CPM5+VV Tallahassee, Florida, USA",https://www.hilton.com/en/hotels/tlhtchx-hampton-suites-tallahassee-capitol-university/?SEO_id=GMB-AMER-HX-TLHTCHX&y_source=1_ODg5Mzk0NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 850-692-7150,,https://lh3.googleusercontent.com/p/AF1QipO-pqXSRxId9deifvDUWueEAoRUmNtM3sId1qqM=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:24.692Z,,,,
"https://www.google.com/maps/place/Florida+Department+of+Commerce/@30.4362114,-84.2814116,17z/data=!3m1!4b1!4m6!3m5!1s0x88ecf56fed2529db:0x4a5bbd85ad2a829b!8m2!3d30.4362114!4d-84.2814116!16s%2Fg%2F119wqbstv",Florida Department of Commerce,1.2,1977,Government office,"107 E Madison St, Tallahassee, FL 32399, United States","CPP9+FC Tallahassee, Florida, USA",https://floridajobs.org/,+1 850-245-7105,Open ⋅ Closes 5 pm,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:31.703Z,,,,
"https://www.google.com/maps/place/Hotel+Indigo+Tallahassee+-+Collegetown,+an+IHG+Hotel/data=!4m10!3m9!1s0x88ecf5db09a6373f:0x4653d2e82bec8710!5m2!4m1!1i2!8m2!3d30.4357019!4d-84.296971!16s%2Fg%2F11j02wb93z!19sChIJPzemCdv17IgREIfsK-jSU0Y","Hotel Indigo Tallahassee - Collegetown, an IHG Hotel",4.4,447,,"826 W Gaines St, Tallahassee, FL 32304, United States","CPP3+76 Tallahassee, Florida, USA",https://www.ihg.com/hotelindigo/hotels/us/en/tallahassee/tlhct/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-US-_-TLHCT,+1 850-210-0008,,https://lh3.googleusercontent.com/p/AF1QipM4tRo4GyF6AE97zDJ6g-17pI95TGa9mXnFePNZ=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:35.588Z,,,,
https://www.google.com/maps/place/Aloft+Tallahassee+Downtown/data=!4m10!3m9!1s0x88ecf5775658149d:0xa5c7b3c28354b25c!5m2!4m1!1i2!8m2!3d30.4438108!4d-84.2808974!16s%2Fg%2F1vv2t1v5!19sChIJnRRYVnf17IgRXLJUg8Kzx6U,Aloft Tallahassee Downtown,4.4,1206,,"200 N Monroe St, Tallahassee, FL 32301, United States","CPV9+GJ Tallahassee, Florida, USA",https://www.marriott.com/en-us/hotels/tlhal-aloft-tallahassee-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 850-513-0313,,https://lh3.googleusercontent.com/p/AF1QipOp-2qf28IoaCdlq0W5YFqrXxNRNKCX0or3Ngv4=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:39.209Z,,,,
https://www.google.com/maps/place/Stadium+Enclave/data=!4m7!3m6!1s0x88ecf500b62290f7:0x7c03a3971a4f5ce5!8m2!3d30.4342596!4d-84.2991898!16s%2Fg%2F11gbkshdxg!19sChIJ95AitgD17IgR5VxPGpejA3w,Stadium Enclave,3.8,164,Apartment complex,"901 Mosley St, Tallahassee, FL 32310, United States","CPM2+P8 Tallahassee, Florida, USA",http://www.stadiumenclave.com/,+1 850-792-5748,"Open ⋅ Closes 7 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOInHN0-dBpCbLkZAdGKW6BQrlOHbm-NalXd9Lq=w408-h272-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–5 pm,12–5 pm,10 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:44.597Z,,· Dogs allowed,,
https://www.google.com/maps/place/Storied+Paths/data=!4m7!3m6!1s0x88ecf549e95a35bf:0xd03909a268d15c3f!8m2!3d30.4420055!4d-84.2802806!16s%2Fg%2F11ss8lclcf!19sChIJvzVa6Un17IgRP1zRaKIJOdA,Storied Paths,5.0,12,Tour operator,"Bloxham Park, Tallahassee, FL 32301, United States","CPR9+RV Tallahassee, Florida, USA",https://storied-paths.com/,,,https://lh3.googleusercontent.com/p/AF1QipPKR1OeKZw7GsUJtKjXrbxqNvZMyDKMsIu9nELw=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:47.898Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Governors+Club/data=!4m7!3m6!1s0x88ecf570f488d779:0xbbe3e25f6eb06191!8m2!3d30.4405073!4d-84.2822947!16s%2Fg%2F1v16r3rz!19sChIJedeI9HD17IgRkWGwbl_i47s,Governors Club,4.7,260,Club,"202 S Adams St, Tallahassee, FL 32301, United States","CPR9+63 Tallahassee, Florida, USA",https://www.govclub.com/,+1 850-224-0650,,https://lh3.googleusercontent.com/p/AF1QipOoX82Edld89eSMxpxersNIHobSXmQENOBzfeEl=w426-h240-k-no,true,5–9 pm,5–9 pm,5–9 pm,5–9 pm,5–9 pm,Closed,5–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-10-28T18:41:53.192Z,,,,
