placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Rick%27s+Lawn+Services/data=!4m7!3m6!1s0x87cd53f3b8bf9a63:0x6bfa1f6b4689a2b6!8m2!3d34.5526079!4d-92.5461078!16s%2Fg%2F1tddy96s!19sChIJY5q_uPNTzYcRtqKJRmsf-ms,Rick's Lawn Services,5.0,2,Landscaper,,"852 Cole, Benton, AR 72015, United States","HF33+2H Benton, Arkansas, USA",http://facebook.com/rickslawnservice,+1 501-672-0157,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7in36MGIg6ge7Qptai0zJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.50939&pitch=0&thumbfov=100,false,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:49:53.224Z,,
https://www.google.com/maps/place/Another+Season+Home+and+Garden/data=!4m7!3m6!1s0x87cd5180325acea9:0x95771d0e3d2ccfef!8m2!3d34.5725708!4d-92.5799384!16s%2Fg%2F1tf7y7n5!19sChIJqc5aMoBRzYcR788sPQ4dd5U,Another Season Home and Garden,4.7,72,Garden center,· In-store shopping · Kerbside pickup · Delivery,"520 Alcoa Blvd, Benton, AR 72015, United States","HCFC+22 Benton, Arkansas, USA",http://www.anotherseasonar.com/,+1 501-431-2444,"Open · Closes 5 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnIDUt9WoD8oilK1BOZdUMy-NQ58np95S89JBmMzxPKFGs6k_jwIYdQjhs3UdmAIHqIdUKISHkT1FLENjRRNqJ9XWWoBs_EpGepIWtL2Cfpt6o7njhBWjVF9AWPCbvmBrhTbDc9QdzIP17=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–4 pm,11 am–4 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:49:58.113Z,Identifies as women-owned,
https://www.google.com/maps/place/Growing+Green/data=!4m7!3m6!1s0x87cd5228d5b38895:0xaed79d0b35d03fcd!8m2!3d34.5645371!4d-92.586828!16s%2Fg%2F1tfb72j2!19sChIJlYiz1ShSzYcRzT_QNQud164,Growing Green,5.0,2,Lawn sprinkler system contractor,,"Benton, AR 72019, United States",,,+1 501-316-5089,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=njTL3xIQHXpaVPCAXoU6HA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.8376&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:00.759Z,,
https://www.google.com/maps/place/A+Caddie%27s+Touch+Lawn+And+Landscape/data=!4m7!3m6!1s0x87cd512eaf684c45:0xead24ba4b244af1a!8m2!3d34.6112181!4d-92.5339834!16s%2Fg%2F11g1mc_tc3!19sChIJRUxory5RzYcRGq9EsqRL0uo,A Caddie's Touch Lawn And Landscape,5.0,1,Landscaper,,"Benton, AR 72019, United States","JF68+FC Benton, Arkansas, USA",https://www.facebook.com/ACaddiesTouch/,+1 501-794-2770,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbLblWYGbBpXjWk-hxsS5FuKxtW-udb33UUkI3K50p3wmPryWTIiLXWFIJB8SAsc9YfwE57h5Zmy38HFBZM8Rq5bxBN90PoLkbnLZFJsdwXz-Pr4nzGNsNWODE40nJzjnY4xnI=w411-h240-k-no,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:05.358Z,,
https://www.google.com/maps/place/Reyes+Tree+Service/data=!4m7!3m6!1s0x87cd511845f9ac89:0x7e30d8c3d9e4e459!8m2!3d34.5850316!4d-92.5726909!16s%2Fg%2F11n5rz8vm6!19sChIJiaz5RRhRzYcRWeTk2cPYMH4,Reyes Tree Service,5.0,66,Tree service,,"18008 I-30, Benton, AR 72019, United States","HCPG+2W Benton, Arkansas, USA",https://www.reyestreesservice.com/,+1 501-952-4174,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHm3M1JbhdSCtuRkk8b-ga76lJ6rp4Y9P5yVBlpy4Z3drEMCfYDt15WNDB_Mr_cYEi6VRA9RBYvClzLDwc4e2PxRdMPE1Jva7Em5C7l83xrzTxmQPqaf6uFWIOCdrQlBF-fwMqd4g=w425-h240-k-no,true,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:10.165Z,,
https://www.google.com/maps/place/Copper+Canyon+Inc/data=!4m7!3m6!1s0x87cd572ab8550fbf:0x4f67667cefb1530a!8m2!3d34.6454746!4d-92.596283!16s%2Fg%2F1tcwrp1s!19sChIJvw9VuCpXzYcRClOx73xmZ08,Copper Canyon Inc,4.0,12,Landscaper,,,,https://www.bentonlandscaping.com/,+1 501-575-0643,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpK0BDwlZUqV0H0o5eDY52vhrzov-qQqQaRaVfaa_NNJnA3D8gbH60NK0PfxlMB9U80r1avyMdk7kwn2ZqAH1GInf-sCiTbkh8tBU3E-YkacN92dR18Xyh6-Nm_-FaBmJp4yyw=w408-h541-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:14.905Z,,
"https://www.google.com/maps/place/Lights+by+Sparky,+LLC/data=!4m7!3m6!1s0x87cd51b74745a213:0x53b10c73c30b0299!8m2!3d34.5520644!4d-92.5991222!16s%2Fg%2F11cn0k_zq3!19sChIJE6JFR7dRzYcRmQILw3MMsVM","Lights by Sparky, LLC",4.6,89,Landscape lighting designer,,"1301 River St, Benton, AR 72015, United States","HC22+R9 Benton, Arkansas, USA",https://www.lightsbysparky.com/,+1 501-317-5736,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHd4RDAXbCvKmgBD9PjZapj4Cw1Oz4MrnQbQhstB58tF22t65CGmRbrsb_d5-3b2u-xnu5c269C69YZ0vQ3JgAAFW12aLdhappdJHJXX06THv_lTOwKxiBK2vXSPtVzHDpCDRXKOA=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:19.594Z,,
https://www.google.com/maps/place/Outdoor+creations/data=!4m7!3m6!1s0x87cd53e88f9d5171:0x8a70bd31f6ee1801!8m2!3d34.5455577!4d-92.5904606!16s%2Fg%2F11f9tq5_4z!19sChIJcVGdj-hTzYcRARju9jG9cIo,Outdoor creations,3.7,6,Landscape designer,,"314 W Woodlawn St, Benton, AR 72015, United States","GCW5+6R Benton, Arkansas, USA",,+1 501-249-7102,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHA_7X-TZx8aePA1_eZmJNV0vsYPjGFo-2M27u6Qodo3OpLJSCeIKxr9iX1rsJbv6Mb4aMuakaBj0Z-pax0he0jLmhTFe4rrpx_IZOqn8hOuUc4hdxfYIKAORw9_y5IAAF5vPQ=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,9 am–2 pm,Closed,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:24.656Z,,
"https://www.google.com/maps/place/Brister+Lawncare/@34.6350194,-92.659745,10z/data=!3m1!4b1!4m6!3m5!1s0x87cd513c7833f4bb:0xe3735d24f4eff763!8m2!3d34.6350194!4d-92.659745!16s%2Fg%2F11xg6z90rj",Brister Lawncare,5.0,8,Lawn care service,,,,http://bristerlawncare.com/,+1 501-482-1842,Open · Closes 9 pm,,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:31.202Z,,
https://www.google.com/maps/place/Folsom+Tree+Service/data=!4m7!3m6!1s0x87cd5228d5b38895:0xda6f3d96cbc9ee4e!8m2!3d34.5904883!4d-92.5647606!16s%2Fg%2F1td2vfc9!19sChIJlYiz1ShSzYcRTu7Jy5Y9b9o,Folsom Tree Service,4.5,41,Tree service,,"1810 Thomas Rd, Benton, AR 72015, United States","HCRP+53 Benton, Arkansas, USA",http://www.folsomtreesvc.com/,+1 501-326-9800,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnJkqNRwe0u91a4BaHwx0oESoGDeOPYwZjXtj7n6ENq5XbULRUxcCf1Owwv3IYsMMW_yazu55gol311JEAOArQ9Z0S4x1pUozjFOurjLuoB2cBgvNMfulFOVkGUxxlWzMx1V4jbQ=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:36.053Z,,
https://www.google.com/maps/place/Augusta+Lawn+Care+of+Saline/data=!4m7!3m6!1s0x87d2bb1d20fbde99:0x50411beaa7a38424!8m2!3d34.617236!4d-92.5145035!16s%2Fg%2F11j4pp_dnt!19sChIJmd77IB270ocRJISjp-obQVA,Augusta Lawn Care of Saline,4.9,80,Lawn care service,,"3705 Hwy 5 N, Bryant, AR 72022, United States","JF8P+V5 Bryant, Arkansas, USA",https://www.augustalawncareservices.com/saline,+1 501-303-6214,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmLxINEHOvqqOcU7mbI_3zsVfpJXPizgeya9acUSYG81f3NCS3Lfbj9OrW8ZcEtX0L3laMs-QdIu3bedUmyPC3tKTFoSP_xTWzBr7XYlo0HqOhVR4XSVL2lVeGM7uGv62W65I=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:38.724Z,,
https://www.google.com/maps/place/Two+Buds+Landscaping/data=!4m7!3m6!1s0x6d67f73bb77d0a17:0x57ff4655b2fff6ab!8m2!3d34.592167!4d-92.581392!16s%2Fg%2F11v150s413!19sChIJFwp9tzv3Z20Rq_b_slVG_1c,Two Buds Landscaping,5.0,2,Landscaper,,,,,+1 501-860-9108,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcLuMiabYimcSek5nL7u8fULGTu4p4JC8ZqM4rTOzGRnFQPWgmCNwqFAGfF8Wva8Chl7xbyCzCOOvIXEqUwTV7oWr4yF-WJg645qX9gyk_rAu_f5ovK8-A4IXtPnRcghV7WfwQ=w408-h578-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:43.305Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Garden+Designs+by+R%26L+LLC/data=!4m7!3m6!1s0x87cd570370546c77:0xb474bbd47af8681e!8m2!3d34.5916051!4d-92.4986055!16s%2Fg%2F11q97t60ds!19sChIJd2xUcANXzYcRHmj4etS7dLQ,Garden Designs by R&L LLC,4.8,39,Landscaper,,"807 SW 4th St, Bryant, AR 72022, United States","HGR2+JH Bryant, Arkansas, USA",https://www.gardendesignsbyrandl.com/,+1 501-804-3443,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_x6jv8-QWehP4baESrdcbwvw2yydfPKdQ6CvUTP3k_oIdjKj4IHArDWAMhU0Xy_9IXKUZ1sinwRHjhRVdDizXOyEX6Wc24PVXh3yllhkOxK3RD7RxS6Da7lCxUPISGdcdXYwz=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:48.517Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Benton+Bryant+Lawn+Care/data=!4m7!3m6!1s0x87cd57679e7c390f:0xc547bc4a6ad43567!8m2!3d35.4611255!4d-92.227209!16s%2Fg%2F11mwy36qn3!19sChIJDzl8nmdXzYcRZzXUakq8R8U,Benton Bryant Lawn Care,5.0,57,Lawn care service,,,,https://bentonbryantlawncare.com/,+1 501-602-0988,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHmxsW6WakjzfV0ibMYIxmxuLtYN_eMdOLVdl1hKWz87-Nox4VCuSbrk1Xpoc13B3LVT6jC6KEPmx1SpxasYYXp4YBcExtGcVBugw6NOpTvBRBw_US_NtdyPev8nDjoIab555W=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:53.312Z,,
https://www.google.com/maps/place/Big+Oak+Lawn+and+Landscape/data=!4m7!3m6!1s0x87cd570bf63e5257:0x17b9940ea5b63ff2!8m2!3d34.6453746!4d-92.521905!16s%2Fg%2F11ng0tl36p!19sChIJV1I-9gtXzYcR8j-2pQ6UuRc,Big Oak Lawn and Landscape,5.0,3,Lawn care service,,,,,+1 501-672-2336,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnjai00PtQ-pB_QKP3O8Ir057wzTM9Y7chZN069ZWwGVzpTSfHWRkTl4bS-dL2y3IhPpjWlewGjz7tO-DGVOhkf7bRfO4cx2d-TrsDQ3DPvBwx9kIFkyUgNJvz5zb4HjFrO44N=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,10 am–9 pm,10 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:50:57.849Z,,
"https://www.google.com/maps/place/Lawn+Doctor+of+Benton-Bryant/@34.5976565,-92.55006,12z/data=!3m1!4b1!4m6!3m5!1s0x87cd51f6b4fb2acb:0xd8be2f63926936bd!8m2!3d34.5976565!4d-92.55006!16s%2Fg%2F1hdzkd2z9",Lawn Doctor of Benton-Bryant,4.1,18,Lawn care service,,,,https://www.lawndoctor.com/benton-ar,+1 501-315-7775,Open · Closes 5:30 pm,,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–12 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:51:04.562Z,,
https://www.google.com/maps/place/C+%26+B+Curb+Appeal/data=!4m7!3m6!1s0x84dafc4fd761aeed:0x89b5123d63d13b81!8m2!3d34.6333671!4d-92.579287!16s%2Fg%2F11rd29dn2v!19sChIJ7a5h10_82oQRgTvRYz0StYk,C & B Curb Appeal,5.0,2,Pressure washing service,,,,,+1 501-860-8911,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3Y2ZxLOd0spE4rAhwLPpS9C8S9SqEcko3GvfWFr4AYj8zUmyzoTBGJufd3xO267aCMCkFMQG3ZkLYQ3nf7D2S8Uis-JuhXqqT4RADLbdVBhHh_mhrebxhYfHC67T4xSHWmDBC=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-04-29T18:51:09.473Z,,
