placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error
https://www.google.com/maps/place/Manitou+Springs+Parking+Office/data=!4m7!3m6!1s0x87135081f13b56a3:0xa7cddf955a0bd691!8m2!3d38.8580322!4d-104.8980514!16s%2Fg%2F11btwtsbrt!19sChIJo1Y78YFQE4cRkdYLWpXfzac,Manitou Springs Parking Office,2.3,21,,"202 Manitou Ave, Manitou Springs, CO 80829, United States","V452+6Q Manitou Springs, Colorado, USA",https://www.manitouspringsco.gov/562/_Parking-Mobility,+1 719-685-2549,Permanently closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0uWpmnyfKZrTEgoL_mHO5SU9_OXdaPQhSTZoh6Jw7guAtpCjEVTMSxvM7IBwxwMMfDfqFvVuoxYC9OlaH16HH-XdgLgZcGtqNSmRtHdqj58-MTXsfvQosPvJcY2JmAQsfQ3_m=w408-h361-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-10-28T18:32:44.235Z,,,,,,,,,,
https://www.google.com/maps/place/Nationwide+Parking+Services/data=!4m7!3m6!1s0x8713453d935b8751:0x3315c01afc3c9c3d!8m2!3d38.829439!4d-104.826195!16s%2Fg%2F11tjfb_jgf!19sChIJUYdbkz1FE4cRPZw8_BrAFTM,Nationwide Parking Services,1.0,6,Parking lot,"11 W Vermijo Ave, Colorado Springs, CO 80903, United States","R5HF+QG Colorado Springs, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uiB_Tp8zg6Qmw0QCfVPaSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.65495&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:32:58.637Z,,,,,,,,,,
https://www.google.com/maps/place/Parking+Lot+Maintenance+Company/data=!4m7!3m6!1s0x8713464f8b7a16b1:0x8576d89db085769b!8m2!3d38.8506487!4d-104.7169635!16s%2Fg%2F11c1vk9vbs!19sChIJsRZ6i09GE4cRm3aFsJ3YdoU,Parking Lot Maintenance Company,1.0,1,Contractor,"5945 Paonia Ct, Colorado Springs, CO 80915, United States","V72M+76 Colorado Springs, Colorado, USA",https://www.jobyssweeping.com/,+1 719-574-7481,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4X0IZ0lHhcAPvQAQ-RVBbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.88583&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:01.849Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking+-+Center+Street/data=!4m7!3m6!1s0x8714aab60d4ecbcf:0x41e94ca290eeb394!8m2!3d38.9935931!4d-105.0543096!16s%2Fg%2F11gfjscx_9!19sChIJz8tODbaqFIcRlLPukKJM6UE,Public Parking - Center Street,5.0,2,Public parking space,"Woodland Park, CO 80863, United States","XWVW+C7 Woodland Park, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ssG6w0ZnuAAnTzJmQ6jj2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.41068&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:05.485Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking/data=!4m7!3m6!1s0x8714aab5f0742d5b:0x7de58a0e3b7662a6!8m2!3d38.9947125!4d-105.0551223!16s%2Fg%2F11gfjscygc!19sChIJWy108LWqFIcRpmJ2Ow6K5X0,Public Parking,,,Free parking lot,"Woodland Park, CO 80863, United States","XWVV+VX Woodland Park, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oMmzl1dqNKd2Pk5Q21sxHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.90318&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:08.084Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking+Red+Mountain+Park/data=!4m7!3m6!1s0x876b55fccdee3e67:0x82bea6ef7c27112d!8m2!3d38.9994877!4d-105.0666341!16s%2Fg%2F11g4bss_zg!19sChIJZz7uzfxVa4cRLREnfO-mvoI,Public Parking Red Mountain Park,,,Public parking space,"R0022299, Woodland Park, CO 80863, United States","XWXM+Q8 Woodland Park, Colorado, USA",,+1 719-687-5225,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m9GAP0gTKBds3s8_9AnXQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.76329&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:10.719Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking+Meadow+Wood+Sports+Complex/data=!4m7!3m6!1s0x876b5548b753fa73:0x6807757dacf271ba!8m2!3d39.0030152!4d-105.075841!16s%2Fg%2F11gm76xnq_!19sChIJc_pTt0hVa4cRunHyrH11B2g,Public Parking Meadow Wood Sports Complex,,,Parking lot,"2000 Evergreen Heights Dr, Woodland Park, CO 80863, United States","2W3F+6M Woodland Park, Colorado, USA",,+1 719-687-5225,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qLXhSNfQ50R4UAMvCfyebQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.6440625&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:13.487Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking-Chamber+of+Commerce/data=!4m7!3m6!1s0x8714aaca1e3d8bf7:0x5dbf76f9823e9877!8m2!3d38.9940291!4d-105.0545881!16s%2Fg%2F11hbnyd3vt!19sChIJ94s9HsqqFIcRd5g-gvl2v10,Public Parking-Chamber of Commerce,,,Free parking lot,"Woodland Park, CO 80863, United States","XWVW+J5 Woodland Park, Colorado, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBnc9WB1LqpB0dzLvnsiZ4Z0od19XmlS7fmPWS_bEjVCSmkuDSVn4z5MgbvLKmkHZ4Q1GTteRe1vbhynwoJzz7KApmkl1YCh8uIZNeCKzdSY4Vca74JyZE1CsW36_zhBqZ-5Q=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:16.219Z,,,,,,,,,,
https://www.google.com/maps/place/Kavanagh+Field+Parking+Lot/data=!4m7!3m6!1s0x8714ab92f39b81b5:0x8e1300ae4f535dcb!8m2!3d38.9924662!4d-105.0568822!16s%2Fg%2F11f9vsjb_2!19sChIJtYGb85KrFIcRy11TT64AE44,Kavanagh Field Parking Lot,,,Parking lot,"140 S West St, Woodland Park, CO 80863, United States","XWRV+X6 Woodland Park, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=27e-od54fOHN-0n8CDevfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.222&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:19.191Z,,,,,,,,,,
https://www.google.com/maps/place/Crestwood+Park+Parking/data=!4m7!3m6!1s0x876b55ce2c45ea35:0xcf86066f290045e!8m2!3d39.0135987!4d-105.0536783!16s%2Fg%2F11hdvlw2ft!19sChIJNepFLM5Va4cRXgSQ8mZg-Aw,Crestwood Park Parking,,,Parking lot,"Woodland Park, CO 80863, United States","2W7W+CG Woodland Park, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IzQj5nUK2dtE7X1dASqiwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.54517&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:21.939Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking+Memorial+Park/data=!4m7!3m6!1s0x8714ab4777bcdd5f:0x562f37a5a37d92f5!8m2!3d38.9954489!4d-105.0538484!16s%2Fg%2F11f9xy4sn8!19sChIJX928d0erFIcR9ZJ9o6U3L1Y,Public Parking Memorial Park,,,Parking lot,"W Henrietta Ave, Woodland Park, CO 80863, United States","XWWW+5F Woodland Park, Colorado, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnq5M9IqbFvrFXnYHydCwHRP5bRbJbu2_PsdTg9JijFRgnu3ewY-6hy2fKYOjYVP9KKns6zYBHtWvqsqu9s23LINl1ZBf7DItFXreqsQB440HOzM90SZwlU-T7CxcNZmNId-ihcQ=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:24.798Z,,,,,,,,,,
"https://www.google.com/maps/place/Park+and+Ride,+Public+Parking/data=!4m7!3m6!1s0x8714aab430c4dbb5:0xc86b00d6c55cf2de!8m2!3d38.9953512!4d-105.0522218!16s%2Fg%2F11f3vm019g!19sChIJtdvEMLSqFIcR3vJcxdYAa8g","Park and Ride, Public Parking",4.0,1,Free parking lot,"112 N Fairview St, Woodland Park, CO 80863, United States","XWWX+44 Woodland Park, Colorado, USA",,+1 719-385-7433,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3hU7vbzzqLvLQnG5UQN0xQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.16678&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:29.792Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Park+and+Ride,+City+Hall/data=!4m7!3m6!1s0x8714aab57f2248e1:0x7cc690c83f6ef286!8m2!3d38.9965926!4d-105.0555742!16s%2Fg%2F11f3w1mcdt!19sChIJ4Ugif7WqFIcRhvJuP8iQxnw","Park and Ride, City Hall",5.0,1,Park & ride,"Woodland Park, CO 80863, United States","XWWV+JQ Woodland Park, Colorado, USA",,+1 719-687-9246,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxWH_H9IdyqfUVC2kfQvc-RSXfC8vOCF-8IXAs9bzaPA3CZCcEptXIHTxLQmYirwTx-orON_BTHhg7JX1d0QqtJMvHjmJEMveVIGfdbOzUMDJUDymi4AUo0KE4m3S4yyEVUJFU=w425-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:32.724Z,,,,,,,,,,
https://www.google.com/maps/place/Woodland+Park+Student+Parking+Lot/data=!4m7!3m6!1s0x8714abfc691ca2eb:0x281fac0a322d0465!8m2!3d38.9958391!4d-105.0466343!16s%2Fg%2F11fkss0fzh!19sChIJ66IcafyrFIcRZQQtMgqsHyg,Woodland Park Student Parking Lot,,,Parking lot,"151 Panther Way, Woodland Park, CO 80863, United States","XXW3+88 Woodland Park, Colorado, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s6O9NoYBHhJE2v4CvX0DDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.82646&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-10-28T18:33:37.548Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Park+%26+Ride/data=!4m7!3m6!1s0x876cadeee585e011:0x9ca7d2fdafd08962!8m2!3d39.0945495!4d-104.8621844!16s%2Fg%2F1tklr0zv!19sChIJEeCF5e6tbIcRYonQr_3Sp5w,Park & Ride,4.4,54,Park & ride,"Woodmoor Dr, Monument, CO 80132, United States","34VQ+R4 Monument, Colorado, USA",http://www.coloradodot.info/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=utUtlrNuIxH00r86brBiFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.427092&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:33:50.013Z,,,,,,,,,,
https://www.google.com/maps/place/Monument/data=!4m7!3m6!1s0x876cadef3b2bfda9:0x5d848831ddd369bd!8m2!3d39.0938654!4d-104.8620417!16s%2Fg%2F11sb4vf59n!19sChIJqf0rO--tbIcRvWnT3TGIhF0,Monument,5.0,1,Parking lot,"1898 Woodmoor Dr, Monument, CO 80132, United States","34VQ+G5 Monument, Colorado, USA",,+1 719-562-5568,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxquNBanLQxt-URENma4AQADO7731-sg05LZVbMYQ0iXq9YXdtfV6YGN0aUbwA7s0bTq6SolnXvBiShlUWcG3AifdKOMwwiYFJENVfK6pB9KYl-h3m1lHp49vHUbs_qQnwJM6rH0w=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:33:52.822Z,,,,,,,,,,
https://www.google.com/maps/place/Lot+100/data=!4m7!3m6!1s0x87134f729517a215:0xf242c8f7629c86d2!8m2!3d38.8895623!4d-104.7884583!16s%2Fg%2F11c5xqx02k!19sChIJFaIXlXJPE4cR0oacYvfIQvI,Lot 100,5.0,1,Parking lot,"1937 Palm Dr, Colorado Springs, CO 80918, United States","V6Q6+RJ Colorado Springs, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BpQcFHb_kAY_5uhNFaxVmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.1185&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:33:55.411Z,,,,,,,,,,
https://www.google.com/maps/place/P%2BR+Woodmen/data=!4m7!3m6!1s0x87134e6968073c69:0xeb440280b63fc398!8m2!3d38.932144!4d-104.8155413!16s%2Fg%2F11sb4vf4qy!19sChIJaTwHaGlOE4cRmMM_toACROs,P+R Woodmen,,,Parking lot,"Mark Dabling Blvd, Colorado Springs, CO 80919, United States","W5JM+VQ Colorado Springs, Colorado, USA",,+1 719-385-7433,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CaYRahb60WsXlHEULqZ2OA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.8364&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:33:58.265Z,,,,,,,,,,
