placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/RMJR+Tax+and+Accounting/data=!4m7!3m6!1s0x8644b5e339581a4d:0x72b2612871f2d049!8m2!3d30.2659073!4d-97.7431371!16s%2Fg%2F11h58c7wmm!19sChIJTRpYOeO1RIYRSdDycShhsnI,RMJR Tax and Accounting,5.0,1,Tax preparation service,"327 Congress Ave., Austin, TX 78701, United States","7784+9P Austin, Texas, USA",https://www.rmjr-tax-accounting.com/downtown-austin-tx,+1 512-522-8022,Closed ⋅ Opens 10 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XQhAPETnYeafaH5dC8m8eQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.64986&pitch=0&thumbfov=100,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:28.552Z,,
https://www.google.com/maps/place/Maxwell+Locke+%26+Ritter/data=!4m7!3m6!1s0x8644b5a015667cd5:0xa8f847bcb7b686c9!8m2!3d30.266399!4d-97.742779!16s%2Fg%2F1tf8th67!19sChIJ1XxmFaC1RIYRyYa2t7xH-Kg,Maxwell Locke & Ritter,5.0,1,Certified public accountant,"401 Congress Ave. Suite 2000, Austin, TX 78701, United States","7784+HV Austin, Texas, USA",https://www.mlrpc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,+1 512-370-3200,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOPnyp9zXcVsY2RGuAAXHcZDtkiAuPnGL0QnIU=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:33.201Z,,
"https://www.google.com/maps/place/Ronald+W.+Meyer,+CPA/data=!4m7!3m6!1s0x8644b5751122f665:0x435081bf8070d114!8m2!3d30.2777131!4d-97.7435052!16s%2Fg%2F11b6s_pr_5!19sChIJZfYiEXW1RIYRFNFwgL-BUEM","Ronald W. Meyer, CPA",5.0,1,Certified public accountant,"401 W 15th St #850, Austin, TX 78701, United States","77H4+3H Austin, Texas, USA",http://www.ronmeyercpa.com/,+1 512-476-4511,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=msjZ7InqTGd0901RCbO8ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.64167&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:35.770Z,,
"https://www.google.com/maps/place/Walker+Glantz+PLLC,+an+Austin+CPA+Firm+for+Entrepreneurs/data=!4m7!3m6!1s0x8644b55bffffffff:0x923cd89e5389983e!8m2!3d30.2658707!4d-97.7491473!16s%2Fg%2F11b75k9h69!19sChIJ_____1u1RIYRPpiJU57YPJI","Walker Glantz PLLC, an Austin CPA Firm for Entrepreneurs",5.0,8,Certified public accountant,"500 W 2nd St Suite 1900, Austin, TX 78701, United States","7782+88 Austin, Texas, USA",https://wgcpa.com/,+1 512-981-5407,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w6PDFyJRa3Srf7O3Kah4tQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.58751&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:40.455Z,,
https://www.google.com/maps/place/Shared+Economy+Tax/data=!4m7!3m6!1s0x8644b5a239b185cd:0x22879cc525e62811!8m2!3d30.2672042!4d-97.7426039!16s%2Fg%2F11ll2p7mzz!19sChIJzYWxOaK1RIYRESjmJcWchyI,Shared Economy Tax,4.6,18,Tax consultant,"501 Congress Ave. STE 150, Austin, TX 78701, United States","7784+VX Austin, Texas, USA",http://sharedeconomycpa.com/,+1 888-272-4915,Closed ⋅ Opens 10 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rdJ_wx2DX7UbjjEsfInTqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.237732&pitch=0&thumbfov=100,true,Closed,10 am–5 pm,10 am–5 am,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:45.176Z,,
"https://www.google.com/maps/place/Christopher+J.+Keiluhn,+CPA+LLC/data=!4m7!3m6!1s0x8644b5361c0e10a7:0x22c290e581eebff3!8m2!3d30.2767442!4d-97.742027!16s%2Fg%2F11v418_2fx!19sChIJpxAOHDa1RIYR87_ugeWQwiI","Christopher J. Keiluhn, CPA LLC",5.0,2,Tax preparation service,"1401 Lavaca St #509, Austin, TX 78701, United States","77G5+M5 Austin, Texas, USA",http://www.phillytaxcpa.com/,+1 737-802-7953,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OvAn_bNxZLmGw4AbJJ7QdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.66927&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:49.670Z,,
https://www.google.com/maps/place/Austin+Financial+Wallstreet+Tax+Service/data=!4m7!3m6!1s0x8644b5f37eea2d3d:0xcc88bf4379abba69!8m2!3d30.2720399!4d-97.7409012!16s%2Fg%2F11y25ty3qg!19sChIJPS3qfvO1RIYRabqreUO_iMw,Austin Financial Wallstreet Tax Service,5.0,28,Tax preparation service,"1005 Congress Ave. #925, Austin, TX 78701, United States","77C5+RJ Austin, Texas, USA",https://www.austinfinancialwallstreet.com/,+1 512-387-7620,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c03uNaHAh2WhWj67Ge-m2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.42389&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:54.443Z,,
"https://www.google.com/maps/place/x247Services+%7C+Trusted+CPA+%26+Tax+Experts:+Reliable+Accounting+and+Financial+Solutions+in+Austin,+Round+Rock,+Bastrop+Texas/data=!4m7!3m6!1s0x8644cb8b787e8a93:0x5d3d4f6d267bc318!8m2!3d30.30991!4d-97.7119079!16s%2Fg%2F11wk6js_yw!19sChIJk4p-eIvLRIYRGMN7Jm1PPV0","x247Services | Trusted CPA & Tax Experts: Reliable Accounting and Financial Solutions in Austin, Round Rock, Bastrop Texas",5.0,136,Certified public accountant,"1000 E 50th St Suite A, Austin, TX 78751, United States","875Q+X6 Austin, Texas, USA",https://x247services.com/,+1 888-577-7889,Open 24 hours,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lwjyVLh1DxTIml-C7B74fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.702084&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:15:59.055Z,,
"https://www.google.com/maps/place/Tanya+L.+Stokes,+CPA/data=!4m7!3m6!1s0x8644ca84da93063d:0xbd2b28311826e3!8m2!3d30.3065538!4d-97.7520879!16s%2Fg%2F11bbyhlsqx!19sChIJPQaT2oTKRIYR4yYYMSgrvQA","Tanya L. Stokes, CPA",5.0,21,Certified public accountant,"1608 W 34th St, Austin, TX 78703, United States","864X+J5 Austin, Texas, USA",https://www.cpa-in-austin.com/,+1 512-419-0897,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ENmL-POBGLuq7M5OTEqLYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.3962&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:03.836Z,,
https://www.google.com/maps/place/Carl+Muniz+CPA+LLC/data=!4m7!3m6!1s0x8644b5870b12db4f:0x5e050c736991f522!8m2!3d30.2681573!4d-97.7423917!16s%2Fg%2F11wnn027vt!19sChIJT9sSC4e1RIYRIvWRaXMMBV4,Carl Muniz CPA LLC,4.8,5,Certified public accountant,"106 E 6th St ste 900 139, Austin, TX 78701, United States","7795+72 Austin, Texas, USA",https://www.muniz.cpa/,+1 210-975-9158,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f9QJHC8Cu2y2vVmoXs7JNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.779356&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:08.552Z,,
https://www.google.com/maps/place/PricewaterhouseCoopers+LLP/data=!4m7!3m6!1s0x8644b50960d55dd9:0x809c27a5023ea147!8m2!3d30.2706311!4d-97.7524232!16s%2Fg%2F1vntk8ql!19sChIJ2V3VYAm1RIYRR6E-AqUnnIA,PricewaterhouseCoopers LLP,5.0,3,Certified public accountant,"835 W 6th St #1600, Austin, TX 78703, United States","76CX+72 Austin, Texas, USA",http://www.pwc.com/,+1 512-477-1300,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr33UBKko_4VjozFLEL0b1E8tTBBUO9I-ktp04x_SWat8S2OgKrgkmEn8UX_RRCWgj8NgYqVMmJUuapcWKzRLrgoCGUhHWzsy37sY-VyLemABsAkJ-Al7rIsQTAdNzdoT7Ab51_=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:11.142Z,,
https://www.google.com/maps/place/KDJ+Tax+and+Advisory+Services/data=!4m7!3m6!1s0x865b34b960a4c2a7:0x97545df933d08ced!8m2!3d30.2658707!4d-97.7491473!16s%2Fg%2F1pzpngp42!19sChIJp8KkYLk0W4YR7YzQM_ldVJc,KDJ Tax and Advisory Services,4.0,12,Tax preparation service,"500 W 2nd St Suite 1900, Austin, TX 78701, United States","7782+88 Austin, Texas, USA",https://www.kdjta.com/#utm_source=GMB&utm_medium=Web+Clink&utm_campaign=GMB+Website+Tracking+&utm_id=Google+My+Business,+1 210-343-5459,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aq18_Kfmj4XgwL2hT9coBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.306509&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9:30 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:16.152Z,,
https://www.google.com/maps/place/Copp+Gregory+a+CPA/data=!4m7!3m6!1s0x8644b574ac1f53a9:0x4547ba7488545790!8m2!3d30.2758957!4d-97.7464554!16s%2Fg%2F1tfjfy92!19sChIJqVMfrHS1RIYRkFdUiHS6R0U,Copp Gregory a CPA,5.0,3,Accountant,"1202 Nueces St, Austin, TX 78701, United States","77G3+9C Austin, Texas, USA",,+1 512-477-2000,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pizgc93ACJWIpgIfnHvkhw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.65628&pitch=0&thumbfov=100,false,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:21.007Z,,
"https://www.google.com/maps/place/J.+Dwayne+Anderson,+CPA/data=!4m7!3m6!1s0x8644b5a76b09dd7f:0x23cdc0ad27cfbedc!8m2!3d30.269927!4d-97.7426615!16s%2Fg%2F1tdq1j9_!19sChIJf90Ja6e1RIYR3L7PJ63AzSM","J. Dwayne Anderson, CPA",,,Certified public accountant,"105 W 8th St STE 1A, Austin, TX 78701, United States","7794+XW Austin, Texas, USA",https://www.jdacpa1.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,+1 512-481-9506,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMUT9zPMGhGsiXyK6PxkCF0q-BQzzpmuXh0sW0Y=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:25.281Z,,
https://www.google.com/maps/place/Azteca+Tax+%26+Bookkeeping+Services/data=!4m7!3m6!1s0x8644b450e2e3beb5:0xa1374f4d4b604b8d!8m2!3d30.2446155!4d-97.7344132!16s%2Fg%2F1260135v_!19sChIJtb7j4lC0RIYRjUtgS01PN6E,Azteca Tax & Bookkeeping Services,5.0,19,Tax preparation,"1301 S I-35 Frontage Rd #205, Austin, TX 78741, United States","67V8+R6 Austin, Texas, USA",https://www.facebook.com/aztecataxservice/,+1 512-476-1377,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=khXwTnDxYR1yPxJZydYO8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.27984&pitch=0&thumbfov=100,true,9 am–4 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–7 pm,9 am–4 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:29.725Z,,
https://www.google.com/maps/place/Ownwell/data=!4m7!3m6!1s0x80c2bd0f1aa13bdb:0xb689836bcb5ed574!8m2!3d30.2748025!4d-97.7655244!16s%2Fg%2F11jm7hyt91!19sChIJ2zuhGg-9woARdNVey2uDibY,Ownwell,4.7,3211,Tax preparation service,"1703 W 5th St, Austin, TX 78703, United States","76FM+WQ Austin, Texas, USA",https://www.ownwell.com/,+1 512-886-2282,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNeT1b2tUbrxY4fR1ZyUzYtB3faPLDTX2BAIwmz=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:34.571Z,,
https://www.google.com/maps/place/Ramirez+Accounting+Service/data=!4m7!3m6!1s0x8644b58bc919eee3:0x245667dddd65560e!8m2!3d30.258241!4d-97.728488!16s%2Fg%2F11wxv5291t!19sChIJ4-4ZyYu1RIYRDlZl3d1nViQ,Ramirez Accounting Service,5.0,2,Certified public accountant,"1601 E Cesar Chavez St STE 105, Austin, TX 78702, United States","775C+7J Austin, Texas, USA",https://www.ramirezaccountingservice.com/,+1 512-448-9462,Closed ⋅ Opens 9:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOFdMMygiHyf7dIJBoniJMA-Mc0QKAXpkji5fvM=w408-h566-k-no,true,Closed,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:39.485Z,,
https://www.google.com/maps/place/HORNE+-+Austin/data=!4m7!3m6!1s0x8644b574d2f787e3:0x5a784e6a4eff95ff!8m2!3d30.2755885!4d-97.7458505!16s%2Fg%2F1tqg0qqt!19sChIJ44f30nS1RIYR_5X_TmpOeFo,HORNE - Austin,,,Certified public accountant,"506 W 12th St, Austin, TX 78701, United States","77G3+6M Austin, Texas, USA",https://horne.com/,+1 512-236-0915,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uXjsLeIrm7wUZwrRMOE47A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.23858&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-19T15:16:44.215Z,,
