placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error
https://www.google.com/maps/place/Terrace+Home+Health+Springfield/data=!4m7!3m6!1s0x87cf650bc48b4737:0x7fb6c133ebac44e8!8m2!3d37.1287156!4d-93.2766745!16s%2Fg%2F11j03dw_nx!19sChIJN0eLxAtlz4cR6ESs6zPBtn8,Terrace Home Health Springfield,5.0,25,Home health care service,"4650 S National Ave Suite D-2, Springfield, MO 65810, United States","4PHF+F8 Springfield, Missouri, USA",http://www.terracehomehealth.com/,+1 417-244-0000,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NDy5-ZiumyEl9CNUkAjgLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.568474&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2025-09-18T00:19:53.795Z,
https://www.google.com/maps/place/CoxHealth+at+Home+-+Palliative+Care/data=!4m7!3m6!1s0x87cf63656e54fb91:0x194902353eb79cf2!8m2!3d37.1658975!4d-93.323389!16s%2Fg%2F11v3np_jwn!19sChIJkftUbmVjz4cR8py3PjUCSRk,CoxHealth at Home - Palliative Care,,,Geriatrician,"2240 W Sunset St Suite 104, Springfield, MO 65807, United States","5M8G+9J Springfield, Missouri, USA",https://www.coxhealth.com/,+1 417-269-4663,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2ewxfZhdTrlYRsPJAxO6WA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.83463&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2025-09-18T00:19:55.984Z,
https://www.google.com/maps/place/Phoenix+Home+Care+%26+Hospice/data=!4m7!3m6!1s0x87cf658ac9e7ba13:0x287ab87f3209bfbb!8m2!3d37.143032!4d-93.2613983!16s%2Fg%2F11t9q44rk4!19sChIJE7rnyYplz4cRu78JMn-4eig,Phoenix Home Care & Hospice,3.6,51,Home health care service,"1839 E Independence St APT K, Springfield, MO 65804, United States","4PVQ+6C Springfield, Missouri, USA",https://phoenixhomehc.com/locations/springfield-missouri/?utm_source=GBP&utm_medium=organic&utm_id=iFocus,+1 417-881-7442,Closed ⋅ Opens 8 am Thu,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K3eKGNJHCtGdnSiy0jlehw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.04956&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2025-09-18T00:20:00.367Z,
https://www.google.com/maps/place/Mercy+Hospice+-+Springfield/data=!4m7!3m6!1s0x87cf6471683e80f7:0xefac759ea16a40af!8m2!3d37.1586308!4d-93.3130285!16s%2Fg%2F11c54d7kk1!19sChIJ94A-aHFkz4cRr0BqoZ51rO8,Mercy Hospice - Springfield,,,Hospice,"1570 W Battlefield Rd, Springfield, MO 65807, United States","5M5P+FQ Springfield, Missouri, USA",https://www.mercy.net/practice/mercy-hospice-springfield?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=website,+1 417-820-7550,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H3T_adEpRLk_K_Gh0WqJag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.73563&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2025-09-18T00:20:04.758Z,
https://www.google.com/maps/place/Intrepid+USA+Healthcare+Services/data=!4m7!3m6!1s0x87cf64c2a8b1aaad:0xe79ca5ec5fdae7c6!8m2!3d37.1359457!4d-93.2794907!16s%2Fg%2F1262dhyh5!19sChIJraqxqMJkz4cRxufaX-ylnOc,Intrepid USA Healthcare Services,5.0,5,Hospice,"4305 S National Ave, Springfield, MO 65810, United States","4PPC+96 Springfield, Missouri, USA",,+1 417-882-0614,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMouYL59gzHCbN3V4lkgFUEiEAHbUiM1-hdpkh8XpDOcEa_DxLZlYojH-qIAOAY8eV-F_h63q_GxyHKAsBHkK07Exe1jivTXsAf57XnZlE2xlscr8gbX82TshN2MO9TrOddtaLyQ=w523-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2025-09-18T00:20:09.217Z,
https://www.google.com/maps/place/Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x87cf64c06a655aa1:0x78e91955de09b993!8m2!3d37.143726!4d-93.2770304!16s%2Fg%2F11g0k1kspt!19sChIJoVplasBkz4cRk7kJ3lUZ6Xg,Hospice & Palliative Care,,,Hospice,"1240 E Independence St, Springfield, MO 65804, United States","4PVF+F5 Springfield, Missouri, USA",,+1 417-889-1600,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tj6jADZtCUPaKMrEELvkfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.45757&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2025-09-18T00:20:11.511Z,
"https://www.google.com/maps/place/St.+Croix+Hospice/@37.0433863,-93.294353,14z/data=!4m6!3m5!1s0x87cf6fef8747326d:0xea1cd2e9d2014371!8m2!3d37.06163!4d-93.2950809!16s%2Fg%2F11p76tjs1r",St. Croix Hospice,5.0,5,Hospice,"105 W Sherman Way Suite 110, Nixa, MO 65714, United States","3P63+MX Nixa, Missouri, USA",https://www.stcroixhospice.com/nixa-missouri/?utm_source=google&utm_medium=organic&utm_content=gmb%20listing&utm_campaign=nixa,+1 417-427-4461,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNWjE6khxPo0oHfeXTW_Wg4cE8SyGS2rKzoQSad=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Nixa+Springfield+MO/@37.0433863,-93.294353,14z",2025-09-18T00:20:20.009Z,
"https://www.google.com/maps/place/Access+Hospice+Care/@37.0208865,-93.2060163,14z/data=!4m6!3m5!1s0x87cf71991481f3ef:0x4a72475ef6d2d70d!8m2!3d37.0026175!4d-93.2190915!16s%2Fg%2F11sssqwv31",Access Hospice Care,4.8,49,Hospice,"1741 S 15th St, Ozark, MO 65721, United States","2Q3J+29 Ozark, Missouri, USA",https://lhcgroup.com/locations/access-hospice-care/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Access_Hospice_Care_Ozark_MO_65721-7473,+1 417-332-3510,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOsqyYLDiFqJq-PexlgMRzAOnun_DtwT5D84Tao=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Ozark+Springfield+MO/@37.0208865,-93.2060163,14z",2025-09-18T00:20:27.968Z,
https://www.google.com/maps/place/Integrity+Springfield+MO+State+Programs/data=!4m7!3m6!1s0x87cf7d795c02955f:0x5168c03bfd13fef1!8m2!3d37.1495404!4d-93.2556953!16s%2Fg%2F1tk_k7hb!19sChIJX5UCXHl9z4cR8f4T_TvAaFE,Integrity Springfield MO State Programs,4.0,43,Home health care service,"2131 E Primrose St, Springfield, MO 65807, United States","4PXV+RP Springfield, Missouri, USA",https://www.bayada.com/personal-care-and-companionship/locations/mo/springfield/2131-e-primrose-street/53831?utm_source=google&utm_medium=local&utm_campaign=google-my-business&utm_content=local-listings,+1 417-408-8589,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNoctfY6k8Lt6QYLsE7YO0ZBqDUU2CS0oMjsgJZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:20:42.047Z,
https://www.google.com/maps/place/Integrity+Springfield+MO+Home+Health/data=!4m7!3m6!1s0x87cf7b2f184d5333:0x477e413d4fd236c8!8m2!3d37.1496779!4d-93.2552095!16s%2Fg%2F11wc254hv2!19sChIJM1NNGC97z4cRyDbSTz1Bfkc,Integrity Springfield MO Home Health,1.5,2,Home health care service,"2131 E Primrose St, Springfield, MO 65804, United States","4PXV+VW Springfield, Missouri, USA",https://www.bayada.com/home-health/locations/mo/springfield/2131-e-primrose-street/53813?utm_source=google&utm_medium=local&utm_campaign=google-my-business&utm_content=local-listings,+1 417-408-8590,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMQjFFgZfbm7vzbB2bTZ8o-dLvLT4PfKHQOt98E=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:20:46.516Z,
"https://www.google.com/maps/place/Albert+Rull+Leonardo+Jr.,+MD/data=!4m7!3m6!1s0x87cf635e0f12ecaf:0xe70ecdb56bc5e269!8m2!3d37.1553467!4d-93.279614!16s%2Fg%2F11h4fj1pvj!19sChIJr-wSD15jz4cRaeLFa7XNDuc","Albert Rull Leonardo Jr., MD",3.7,3,Hospice,"3231 S National Ave Suite 230, Springfield, MO 65807, United States","5P4C+45 Springfield, Missouri, USA",https://www.mercy.net/doctor/albert-rull-leonardo-jr-md?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=website&y_source=1_MTI5OTkyNjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 417-820-4950,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMyEs1GmYnz6-BRwkNuGgvGC9GqBhaNBm5lFm0U=w421-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:20:51.181Z,
https://www.google.com/maps/place/Haven+Hospice/data=!4m7!3m6!1s0x87cf71c5b2251f13:0x10a33f3fc4df9e99!8m2!3d37.0266172!4d-93.2362545!16s%2Fg%2F11h3lf18y2!19sChIJEx8lssVxz4cRmZ7fxD8_oxA,Haven Hospice,4.5,15,Hospice,"850 N 25th St suite b, Ozark, MO 65721, United States","2QG7+JF Ozark, Missouri, USA",http://havenhospice.us/,+1 417-731-7055,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ijJsD-dVa06ltH52ZxR7ng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.849304&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:21:04.856Z,
https://www.google.com/maps/place/CoxHealth+at+Home+-+Springfield/data=!4m7!3m6!1s0x87cf64bfb5f98db5:0x32c467e5cc4a9302!8m2!3d37.1658975!4d-93.323389!16s%2Fg%2F1td9wnkl!19sChIJtY35tb9kz4cRApNKzOVnxDI,CoxHealth at Home - Springfield,3.2,51,Home health care service,"2240 W Sunset St Suite 104, Springfield, MO 65807, United States","5M8G+9J Springfield, Missouri, USA",https://coxhealthathome.com/,+1 800-749-6555,"Closed ⋅ Opens 8 am Thu

Updated by others 11 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMi4UEar7boZOg7O8P9mIJ-_oUKejonRszp6wXF=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:21:09.212Z,
https://www.google.com/maps/place/Mercy+Health+Foundation+Springfield/data=!4m7!3m6!1s0x87cf6497dda4acd9:0x979ad9be6ad0e887!8m2!3d37.154387!4d-93.2786004!16s%2Fg%2F11xgt3k2g!19sChIJ2ayk3Zdkz4cRh-jQar7Zmpc,Mercy Health Foundation Springfield,4.5,14,Non-profit organization,"3265 S National Ave # 200, Springfield, MO 65807, United States","5P3C+QH Springfield, Missouri, USA",https://www.mercy.net/practice/mercy-health-foundation-springfield?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=Central&utm_content=website&y_source=1_MTYwMDQ4ODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 417-820-6111,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gFpzcuaAD-pm-McjzAfqgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.002686&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:21:13.550Z,
https://www.google.com/maps/place/Haven+Home+Health+and+Hospice/data=!4m7!3m6!1s0x87cf707b46fdf557:0xa0266972687c835e!8m2!3d37.0266403!4d-93.2362583!16s%2Fg%2F125_zj68d!19sChIJV_X9Rntwz4cRXoN8aHJpJqA,Haven Home Health and Hospice,4.1,65,Home health care service,"850 N 25th St suite a, Ozark, MO 65721, United States","2QG7+MF Ozark, Missouri, USA",https://havenhome.us/,+1 417-581-1234,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipOGXSEz3Q-rsUfQtu0WVbF4I9hbQrCIQoLiztSZ=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:21:18.012Z,
"https://www.google.com/maps/place/Preferred+Hospice/@37.0691144,-93.2314181,17z/data=!3m1!4b1!4m6!3m5!1s0x87cf710833e39373:0x9242525d51724a19!8m2!3d37.0691144!4d-93.2314181!16s%2Fg%2F1v3h_j08",Preferred Hospice,4.3,8,Hospice,"5340 Town Centre Dr, Ozark, MO 65721, United States","3Q99+JC Ozark, Missouri, USA",https://www.preferredhospice.com/,+1 417-581-4968,Closed ⋅ Opens 8 am Thu,,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:21:24.345Z,
https://www.google.com/maps/place/CoxHealth+Medical+Center+South/data=!4m7!3m6!1s0x87cf64eacd7f0ed7:0xff438d6c0dedd85f!8m2!3d37.144768!4d-93.2803579!16s%2Fg%2F11f3tsqnyk!19sChIJ1w5_zepkz4cRX9jtDWyNQ_8,CoxHealth Medical Center South,2.7,510,General hospital,"3801 S National Ave, Springfield, MO 65807, United States","4PV9+WV Springfield, Missouri, USA",https://www.coxhealth.com/our-hospitals-and-clinics/our-locations/cox-medical-center-south/,+1 417-269-6000,,,https://lh3.googleusercontent.com/p/AF1QipMyHW9uskBiYm6HE0xKawTEAZYETC-MOAAjPkVi=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Republic+Springfield+MO/@37.1372935,-93.2601361,14z",2025-09-18T00:21:29.228Z,
