placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes
https://www.google.com/maps/place/Electrical+Service+Professionals/data=!4m7!3m6!1s0x87b209be78eacb4f:0x6a0001da74d662fd!8m2!3d35.47635!4d-97.7480362!16s%2Fg%2F11x0gwys7p!19sChIJT8vqeL4JsocR_WLWdNoBAGo,Electrical Service Professionals,4.8,50,Electrician,"12444 NW 10th St STE 202 #152, Yukon, OK 73099, United States","F7G2+GQ Yukon, Oklahoma, USA",http://electricservicepros.com/,+1 405-882-4473,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPTvFvWvDitinpMDyYio-5FJ8486c9JEwxzkeIj=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:53:59.641Z,
https://www.google.com/maps/place/Twin+City+Electric/data=!4m7!3m6!1s0x1521345b670ac3bd:0x116797cabbb90f56!8m2!3d35.506142!4d-97.7470358!16s%2Fg%2F11b77fzxjq!19sChIJvcMKZ1s0IRURVg-5u8qXZxE,Twin City Electric,4.4,20,Electrician,"107 S 3rd St, Yukon, OK 73099, United States","G743+F5 Yukon, Oklahoma, USA",,+1 405-354-5400,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c17AoDgOMB8WUHql6jg3OA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.44759&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:04.360Z,
https://www.google.com/maps/place/OKC+Metro+We+Care+Electric+LLC/data=!4m7!3m6!1s0x87b209007bcf9371:0xf67ff490caef4c5b!8m2!3d35.4322426!4d-97.7092975!16s%2Fg%2F11x6zjl83z!19sChIJcZPPewAJsocRW0zvypD0f_Y,OKC Metro We Care Electric LLC,5.0,6,Electric generator shop,"3220 Sahoma Trail, Yukon, OK 73099, United States","C7JR+V7 Yukon, Oklahoma, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bG94b-GYIIfvCdI9OJqVxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.16093&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:07.264Z,
"https://www.google.com/maps/place/Nixon+Power+Services+%28Formerly+RP+Power,+LLC%29+-+Oklahoma+Generator+Distributor+%28Rehlko+FKA+Kohler%29/data=!4m7!3m6!1s0x87b21e96bbad6d5d:0xe40894d4fe54c7fe!8m2!3d35.6195145!4d-97.5096182!16s%2Fg%2F11c3k54gj_!19sChIJXW2tu5YesocR_sdU_tSUCOQ","Nixon Power Services (Formerly RP Power, LLC) - Oklahoma Generator Distributor (Rehlko FKA Kohler)",4.4,5,Electric generator shop,"14615 Metro Plaza Blvd, Edmond, OK 73013, United States","JF9R+R5 Edmond, Oklahoma, USA",https://www.nixonpower.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+1 833-777-6937,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO0eAZItTR5X1E5vghmBAKLd_MCORjVu9PMBo0d=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:12.113Z,· In-store pick-up · Delivery
https://www.google.com/maps/place/Air+Flow+Technologies+Heating+%26+Air+Conditioning+Inc./data=!4m7!3m6!1s0x87b207cea9ee2d41:0xc5ff6a27fb77af05!8m2!3d35.5081046!4d-97.7481265!16s%2Fg%2F11b8d5lnp4!19sChIJQS3uqc4HsocRBa93-ydq_8U,Air Flow Technologies Heating & Air Conditioning Inc.,4.8,103,HVAC contractor,"315 W Main St, Yukon, OK 73099, United States","G752+6P Yukon, Oklahoma, USA",http://www.airflow-technologies.com/,+1 405-577-5400,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOplzNn99kChBL2BIZvGbBsTYd2j4YlHgzSfxHJ=w947-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:17.108Z,
https://www.google.com/maps/place/Shockley%27s+Heat+%26+Air/data=!4m7!3m6!1s0x87b20624a90cd6fd:0x4ad8a5283b45fc1f!8m2!3d35.5005836!4d-97.7351033!16s%2Fg%2F1tykvx6v!19sChIJ_dYMqSQGsocRH_xFOyil2Eo,Shockley's Heat & Air,4.9,282,HVAC contractor,"700 S Ranchwood Blvd, Yukon, OK 73099, United States","G727+6X Yukon, Oklahoma, USA",https://www.shockleysheatair.com/,+1 405-265-7777,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNtbGnNRjIEKee06DmGf9XhND0ABIVt0y6cVcHP=w408-h544-k-no,true,9 am–12 pm,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:22.268Z,
"https://www.google.com/maps/place/Electrical,+Automation+and+Powerline/data=!4m7!3m6!1s0x87b20674fba03d01:0xa0a596dcab949a54!8m2!3d35.518898!4d-97.7013688!16s%2Fg%2F11srgjw6c_!19sChIJAT2g-3QGsocRVJqUq9yWpaA","Electrical, Automation and Powerline",1.0,1,Contractor,"4717 Deer Ridge Blvd, Yukon, OK 73099, United States","G79X+HF Yukon, Oklahoma, USA",https://www.jescillapower.com/contact,+1 405-394-9466,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Aa0noDSqtRIQ2q99Mma3PA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.04312&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:25.038Z,
https://www.google.com/maps/place/Crossland%27s+Rent+All+%26+Sales/data=!4m7!3m6!1s0x87b20632219147e5:0x45fc6922269db20e!8m2!3d35.5051061!4d-97.7366058!16s%2Fg%2F1td0td75!19sChIJ5UeRITIGsocRDrKdJiJp_EU,Crossland's Rent All & Sales,4.4,107,Equipment rental agency,"305 S Ranchwood Blvd #2723, Yukon, OK 73099, United States","G747+29 Yukon, Oklahoma, USA",http://www.crosslandsrental.com/,+1 405-354-4808,"Closed · Opens 7 am Mon

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvPpWHgLKAqX8YLDLMAQ_CQQBrtvoIEwIQaq-iqF0-fZS91O0NFTw0KWS_Ai1J_zw3T1_3MvYRVwT2WvuhXPIQ2bFDCJ0esKuHW_JqZoNqZ1j8UQA_Rw8GNDW-dHCZ_2P3hWRxlg=w408-h544-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:29.811Z,
https://www.google.com/maps/place/Hardin%E2%80%99s+Heating+%26+Cooling/data=!4m7!3m6!1s0x87adf77d577c7f95:0x331ff64ffe2bd204!8m2!3d35.4627987!4d-97.7877466!16s%2Fg%2F11j9ct83p2!19sChIJlX98V333rYcRBNIr_k_2HzM,Hardin’s Heating & Cooling,5.0,708,HVAC contractor,"300 Karla Ct, Yukon, OK 73099, United States","F676+4W Yukon, Oklahoma, USA",https://www.hardinsair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 405-514-3822,Open · Closes 10 pm,,https://lh3.googleusercontent.com/p/AF1QipMVba0XMYgUhozdBq0T9Ycq-1yZkPAXnzP53Ijd=w408-h544-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:34.711Z,
https://www.google.com/maps/place/Central+Power+Systems+%26+Services/data=!4m7!3m6!1s0x87b208c87d3f4e7d:0x284755cf20427979!8m2!3d35.4657571!4d-97.6882611!16s%2Fg%2F11ggz70ccv!19sChIJfU4_fcgIsocReXlCIM9VRyg,Central Power Systems & Services,4.1,11,Construction equipment supplier,"40 S Morgan Rd, Oklahoma City, OK 73127, United States","F886+8M Southwest Oklahoma City, Oklahoma City, OK, USA",https://cpower.com/location/oklahoma-city-ok/,+1 405-324-2330,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNPjL61MuunDDnXkdSh8k3A5JoKPV8V9rJ7Klui=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:39.576Z,
https://www.google.com/maps/place/Big+B+Wolf+Electric/data=!4m7!3m6!1s0x87b207c21a5fc9af:0xfd9727b7477abf5f!8m2!3d35.4688331!4d-97.7071879!16s%2Fg%2F1261tx6vp!19sChIJr8lfGsIHsocRX796R7cnl_0,Big B Wolf Electric,4.8,8,Electrician,"10601 NW 2nd St, Yukon, OK 73099, United States","F79V+G4 Yukon, Oklahoma, USA",https://www.bigbwolfelectric.com/,+1 405-577-6680,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qFp333z7sDniTIua7qlgKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.2050612&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:44.678Z,
https://www.google.com/maps/place/Rucker+Mechanical+and+Electric/data=!4m7!3m6!1s0x87b205a0a0d1f88d:0x3a0dfc83693271d3!8m2!3d35.523768!4d-97.654845!16s%2Fg%2F1vlk21z6!19sChIJjfjRoKAFsocR03EyaYP8DTo,Rucker Mechanical and Electric,4.8,209,HVAC contractor,"5209 N Council Rd, Oklahoma City, OK 73132, United States","G8FW+G3 Northwest Oklahoma City, Oklahoma City, OK, USA",https://ruckermechanical.com/,+1 405-787-5665,Open · Closes 10 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPm8Dk62qEBaLPWGeG14c7vsH5Dc7mNJ1pAOA74=w408-h271-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:49.703Z,
https://www.google.com/maps/place/Dennis+Electric/data=!4m7!3m6!1s0x6c49051db1ae17f5:0x607fbc6eabb6ad55!8m2!3d35.4355135!4d-97.5083259!16s%2Fg%2F11tgcbp8qq!19sChIJ9ReusR0FSWwRVa22q268f2A,Dennis Electric,5.0,6,Electrician,,,https://electrician-yukonoklahoma.com/,+1 405-590-2622,Closed · Opens 10 am Sun,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPL7vZXxuQikjoS_pFiKnQB5wHIm_iCqsc6JUod=w408-h408-k-no,true,10 am–4 pm,10 am–4 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:54.472Z,
https://www.google.com/maps/place/Blue+Sky+Electric/data=!4m7!3m6!1s0x87b211da31197e0d:0x962bd5c858cb533f!8m2!3d35.4442728!4d-97.605086!16s%2Fg%2F11nnwg77wp!19sChIJDX4ZMdoRsocRP1PLWMjVK5Y,Blue Sky Electric,5.0,56,Electrician,"2025 S Nicklas Ave Suite 105, Oklahoma City, OK 73128, United States","C9VV+PX Southwest Oklahoma City, Oklahoma City, OK, USA",https://blueskysparky.com/,+1 405-550-1244,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMr7GKhD7HdWNp7_vL7I2YXkOrs233yk4qEQiTM=w426-h240-k-no,true,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:54:59.370Z,
https://www.google.com/maps/place/Crown+Electric+Inc/data=!4m7!3m6!1s0x87b207c11cd31505:0x5690e8b34be45f2a!8m2!3d35.4997087!4d-97.7603238!16s%2Fg%2F1thhl07j!19sChIJBRXTHMEHsocRKl_kS7PokFY,Crown Electric Inc,5.0,2,Electrician,"Yukon, OK 73085, United States",,,+1 405-324-9555,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sCosqFIXnW4raChfakxU6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.10394&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:55:02.201Z,
"https://www.google.com/maps/place/Clifford+Power+Systems,+Inc./data=!4m7!3m6!1s0x87b20fbb8fe5949f:0x4dafb043737d30b3!8m2!3d35.4341719!4d-97.6051952!16s%2Fg%2F1tfh54s4!19sChIJn5Tlj7sPsocRszB9c0Owr00","Clifford Power Systems, Inc.",4.9,14,Electric generator shop,"4805 Dougherty Pl, Oklahoma City, OK 73179, United States","C9MV+MW Southwest Oklahoma City, Oklahoma City, OK, USA",https://cliffordpower.com/?utm_source=gmb&utm_medium=yext,+1 405-440-9201,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9ksbeafjH982A2NZVpO_Z4LdM7wrREIA4d-GipCHnNFzeUn9Sf7sPKydlu6LEiXbWbjmIjdUqcXrncL4bjgc4rDtEi_US4yHD0ko3bzDATylGueYSBovhw6gJcVUshLgq6sK8HpeNH1qq=w408-h378-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:55:07.212Z,· In-store pick-up
https://www.google.com/maps/place/Sunbelt+Rentals+Power+%26+HVAC/data=!4m7!3m6!1s0x87b20896309a0d0b:0x6fdc15a7c3501cd5!8m2!3d35.4794448!4d-97.7208589!16s%2Fg%2F11g6xc7_mb!19sChIJCw2aMJYIsocR1RxQw6cV3G8,Sunbelt Rentals Power & HVAC,5.0,12,HVAC contractor,"11201 NW 10th St, Yukon, OK 73099, United States","F7HH+QM Yukon, Oklahoma, USA",https://www.sunbeltrentals.com/location/ok/yukon/power-hvac-equipment-rentals/588/?utm_source=gmb&utm_medium=organic&utm_campaign=pc588&y_source=1_MTc2MDU5MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 405-350-0254,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNyIpYF0VEMWKFG0Xq6I_ceNC8_ddCiI9Qy76Oi=w426-h240-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:55:12.094Z,
https://www.google.com/maps/place/Atwoods/data=!4m7!3m6!1s0x87b209be3ecf0ff3:0x62404929503446f3!8m2!3d35.4805381!4d-97.7560557!16s%2Fg%2F11lrq9_nvl!19sChIJ8w_PPr4JsocR80Y0UClJQGI,Atwoods,4.6,761,General store,"1670 Shedeck Pkwy, Yukon, OK 73099, United States","F6JV+6H Yukon, Oklahoma, USA",https://www.atwoods.com/,+1 405-494-8485,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxu5RmFiAr7NZlerA4kPb_Ezt1dVTsEahWzmME3A55XQY1MrR1OclXkalG1Qp08N_XgeyA8Kwl5ePfbT0of9uwBMG16vSYVywMiCPW2bBSxynhlfG5cSzSIG92woHiVDZF3HUQ=w426-h240-k-no,true,7 am–9 pm,8 am–7 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2026-01-10T22:55:17.114Z,"Chain for rugged ranch/work goods, with clothing, farm & pet supplies, hardware & power equipment. · In-store shopping · In-store pick-up"
