placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Leal%27s+Tire+Shop/data=!4m7!3m6!1s0x8644b5d496ae2293:0xa45c773624d538ec!8m2!3d30.257043!4d-97.702659!16s%2Fg%2F1tdr8m0z!19sChIJkyKultS1RIYR7DjVJDZ3XKQ,Leal's Tire Shop,4.2,864,Tire shop,· In-store shopping · Kerbside pickup,"3502 E 7th St, Austin, TX 78702, United States","774W+RW Austin, Texas, USA",,+1 512-477-6180,"Open · Closes 6 pm

Confirmed by this business 11 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepuKifcaPU0YHf1t_nYsjmf-OXUQ8TqaXUl5KxWTbGOjUafaXlhHGjbsW0Oa0tbarKzoqxbF0nHyQWORThNmD1GDKk7CAC4rPTi2MikCGC39B-dgVkH8alzfpGLFRms0O2J38y5ILxh8DYU=w513-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–7 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:49:26.900Z,
https://www.google.com/maps/place/Guerrero+Tire+Shop/data=!4m7!3m6!1s0x8644b4332615e6ff:0xd8f083dfbc7808c5!8m2!3d30.2539865!4d-97.7120581!16s%2Fg%2F1vnrq_gz!19sChIJ_-YVJjO0RIYRxQh4vN-D8Ng,Guerrero Tire Shop,4.0,419,Tire shop,,"2800 E 2nd St, Austin, TX 78702, United States","773Q+H5 Austin, Texas, USA",,+1 512-538-1084,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-kV-eBK6AJkzPrq02JGbD6JbTb2s9QzIhdBX3k_YflgPtuLo0tCOJhZKpBKP_DfY2QSFYsSJ6CMB-GN5XoXKArHjPynhdM-zDXhsMyY59MIQnuy1FN6xTLgDvPvmsGESCU0Y8=w533-h240-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:49:32.921Z,
https://www.google.com/maps/place/Lamb%27s+Tire+%26+Automotive/data=!4m7!3m6!1s0x865b4b2d25d604bf:0xf892eb346a387b24!8m2!3d30.2414783!4d-97.785958!16s%2Fg%2F11btx14t9m!19sChIJvwTWJS1LW4YRJHs4ajTrkvg,Lamb's Tire & Automotive,4.6,1009,Tire shop,· In-store shopping · In-store pick-up,"3300 S Lamar Blvd, Austin, TX 78704, United States","66R7+HJ Austin, Texas, USA",https://www.lambstire.com/locations/tx/austin/auto-repair-3300-south-lamar?utm_source=local_listing&utm_medium=organic&utm_campaign=store_4007,+1 512-412-3671,"Open · Closes 6 pm

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerT2xOlKCl4wm28ftKgaCmomPbTZD1NpahcBNOIluA22abVxfxnRCE1EocycVj8RliRHT3u-juD6iyQnJENw0MMhHrNGXFAWy6vmhFESho9ptbzJWmsvYbXBDJhAZs4_zAsGS5_FQ=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:49:38.008Z,
https://www.google.com/maps/place/Goodyear+Auto+Service/data=!4m7!3m6!1s0x8644b58a91562007:0x8ad2245ea1adce81!8m2!3d30.2989305!4d-97.7215827!16s%2Fg%2F1tgnxm2l!19sChIJByBWkYq1RIYRgc6toV4k0oo,Goodyear Auto Service,4.0,330,Tire shop,· In-store shopping · In-store pick-up · Delivery,"907 E 41st St, Austin, TX 78751, United States","77XH+H9 Austin, Texas, USA",https://www.goodyearautoservice.com/,+1 512-459-6554,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerA-W6TJ_VXCPsrar0DZZhF7WZvq6DzrDM9naWaO8fljBM-VHTNKqZMnfSp-vxD2Dwo2xZzo-mgDmOkTE_BmC_Dl0ssZH4jYgg3ChfG8hkMZP8eEdLNUiyD9_OS-vabCaRjlpjp=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:49:43.358Z,
https://www.google.com/maps/place/Automotive+Guardian+%26+Alignment/data=!4m7!3m6!1s0x8644b7efbc81cbc1:0xbd6af91ed0e0b349!8m2!3d30.251708!4d-97.6994386!16s%2Fg%2F11j91y1zdg!19sChIJwcuBvO-3RIYRSbPg0B75ar0,Automotive Guardian & Alignment,4.8,44,Wheel alignment service,,"5014 E Cesar Chavez St, Austin, TX 78702, United States","7822+M6 Austin, Texas, USA",https://automotiveguardian.com/,+1 737-235-5026,"Open · Closes 6 pm

Updated by this business 6 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohqDtJXpgVMSdRfajWyNnhl3VumwMc6K9iUNSKzUpb-gTOsPxnFVTG9J1iFX2cguVJ0fW87laPmTBhFOAeDHUrQI5gvCLPyJrZvOM0hmZwGexvXuegU6x9-m4H2n9E7QzzyArhZw=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–6 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:49:49.089Z,
https://www.google.com/maps/place/Austin%27s+Finest+Alignments+%26+Brakes/data=!4m7!3m6!1s0x8644b5e509bd0d01:0x7334dc71ab9c5eb4!8m2!3d30.2867539!4d-97.707347!16s%2Fg%2F1vn_zbq2!19sChIJAQ29CeW1RIYRtF6cq3HcNHM,Austin's Finest Alignments & Brakes,4.6,133,Auto repair shop,,"3710 Airport Blvd, Austin, TX 78722, United States","77PV+P3 Austin, Texas, USA",http://austinsfinestalignmentsandbrakes.com/,+1 512-472-5446,"Open · Closes 5 pm

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTLKh-gOQnNYmkp1BH9wiEWcT5M06jWRq-gy7z2BO3tNkh8vBtoY0OJcnN5FI-ieOMr2CxDcj_7A9JQgsCVkfZ1L2utwfmKj6Tx_ilfLc7zmleF7QivY2RlbGh85vYv81OBqie=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:49:55.284Z,
https://www.google.com/maps/place/Dave%27s+Ultimate+Automotive/data=!4m7!3m6!1s0x8644b4b97717aa95:0x1560fa18dff13ed8!8m2!3d30.2383816!4d-97.7617441!16s%2Fg%2F1v9t_8y_!19sChIJlaoXd7m0RIYR2D7x3xj6YBU,Dave's Ultimate Automotive,4.7,724,Auto repair shop,,"2617 S 1st St, Austin, TX 78704, United States","66QQ+98 Austin, Texas, USA",https://davesultimateautomotive.com/south-austin/,+1 512-881-7210,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjioTKIJ8_rXGyL4hzB1E1wB4nA_YdAx1B2KENar2FnWZX9GgWzwanq633lT84JBnVtCQJ9YB69wjXPmEw01UVe4XNcNBg91_lGdgwKjd83A_eYvJzf27s2ovCaf7l0r1pk6Kx=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:00.546Z,
https://www.google.com/maps/place/Mobile+Mechanic+Austin/data=!4m7!3m6!1s0x8644b4fcf869b38b:0xbbec51d0b96bf66c!8m2!3d30.2494256!4d-97.7501159!16s%2Fg%2F1td0gx8h!19sChIJi7Np-Py0RIYRbPZrudBR7Ls,Mobile Mechanic Austin,3.9,119,Auto repair shop,,"1416 S Congress Ave, Austin, TX 78704, United States","66XX+QX Austin, Texas, USA",,+1 512-643-2407,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6s6aXWI_7lxwO-f97ROgpz29A_xJLMIKbIUX58nhk7IHR3v4lcjnBXTmHuM3ImtBS6HbnVvIMsLVffrEIpuDw79MksZ-_LU5AJetPhlefSBg1pXyR8W8dTKdwmk4U3cJSOWFObQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:06.060Z,
https://www.google.com/maps/place/766+Auto+Inc/data=!4m7!3m6!1s0x8644b4332aeb29d1:0xa18274d71f470f0a!8m2!3d30.2545641!4d-97.7118394!16s%2Fg%2F1tksj5ln!19sChIJ0SnrKjO0RIYRCg9HH9d0gqE,766 Auto Inc,4.3,250,Auto repair shop,,"209 N Pleasant Valley Rd, Austin, TX 78702, United States","773Q+R7 Austin, Texas, USA",https://www.766auto.com/,+1 512-766-2886,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLM5KNlcBKEy7WwHswtCdORVHFAn8WbzX94zbFCH5MSdOB-UqYiXUOP0YerYGf-QIJdtWCamfRnjiZxOCluUgrQltb4mXf2v4OmNKTG2wlULm3Gw6lUvhZ4Tu0RAURoT6ulSsN-A=w408-h375-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:11.489Z,
https://www.google.com/maps/place/NT+Muffler+Auto+and+Tire/data=!4m7!3m6!1s0x8644b550d3a3b233:0x8d69b83da82fd8fb!8m2!3d30.25462!4d-97.707047!16s%2Fg%2F11ykh4n5h1!19sChIJM7Kj01C1RIYR-9gvqD24aY0,NT Muffler Auto and Tire,5.0,36,Muffler shop,,"405 Tillery St suite 425, Austin, TX 78702, United States","773V+R5 Austin, Texas, USA",https://ntmufflerautoandti.wixsite.com/ntmufflerautoandtire,+1 737-296-6750,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5X4wvYygqcPo9trVmWQyi8FGJebWEDFLRmO0Np_-UTGbGj5pqqmnSgOjFBoR5GWnICiWWIlNqc82JJ6z7hwr_aATKP4u9lbZ6L-6wFF14O3sUb-EsE5kRG4Oha-kuBxVmBXciW6Q_Sg8G=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,9 am–2 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:17.007Z,
https://www.google.com/maps/place/Good+Year/data=!4m7!3m6!1s0x865b4b2d243f873d:0xc7127fef495c0dfb!8m2!3d30.2413343!4d-97.7860694!16s%2Fg%2F11f03lyt33!19sChIJPYc_JC1LW4YR-w1cSe9_Esc,Good Year,5.0,4,Tire shop,,"3300 S Lamar Blvd, Austin, TX 78704, United States","66R7+GH Austin, Texas, USA",https://www.goodyear.com/en-US/tire-shop/Austin+TX+78704+US/000134147,+1 512-583-1440,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TdZ22kqVVXAlmgcVHZB7Qw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.59598&pitch=0&thumbfov=100,false,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:22.416Z,
https://www.google.com/maps/place/Don%27s+Automotive+Repair/data=!4m7!3m6!1s0x8644b4e3a4c42727:0xdddc42a531172a1f!8m2!3d30.2482892!4d-97.7556949!16s%2Fg%2F1thcsq_9!19sChIJJyfEpOO0RIYRHyoXMaVC3N0,Don's Automotive Repair,4.5,148,Auto repair shop,,"1636 S 1st St, Austin, TX 78704, United States","66XV+8P Austin, Texas, USA",https://donsautomotive.com/,+1 512-447-9032,Open · Closes 6:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnJwCtXJz_nZwTuy9lcfjMZ_qFW-W-G6NfImjseDl2LMq8q9GuDJ9mG03R6g5O57CvQ7atBMPEW_vWFQGFIJntc5W5eQN7ZhmPl9PNU2CCipeiLLUu0Z950c1q9Le4Lqsef794w8wuT_A=w408-h725-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:28.025Z,
https://www.google.com/maps/place/Jimenez+Guerrero+Tire+Shop/data=!4m7!3m6!1s0x8644b69c21055807:0x9d527e3db36ebff9!8m2!3d30.2388312!4d-97.6943598!16s%2Fg%2F11bbwxlwsq!19sChIJB1gFIZy2RIYR-b9usz1-Up0,Jimenez Guerrero Tire Shop,4.6,307,Used tire shop,,"6301 Monsanto Dr, Austin, TX 78741, United States","68Q4+G7 Austin, Texas, USA",,+1 512-653-9251,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoJ14UgrlJiZed85sB_sNIdklBJt7YmRdvyXk2qFzYP08JSM6EvYkHuccONlN2WTQgaYZLGaMFE66ql9CL9RUJuNDKuo3oD9fCZ0CT7mExaoAfzqab6nLbwrxm3-vLgF42EU3vtMg=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:33.242Z,
https://www.google.com/maps/place/Flamingo+Automotive/data=!4m7!3m6!1s0x8644ca7f007e1c2d:0x4a293c852c09c9d8!8m2!3d30.301954!4d-97.739014!16s%2Fg%2F1th7n8vv!19sChIJLRx-AH_KRIYR2MkJLIU8KUo,Flamingo Automotive,4.6,243,Auto repair shop,,"3512 Guadalupe St, Austin, TX 78705, United States","8726+Q9 Austin, Texas, USA",http://flamingoautomotive.com/,+1 512-459-9917,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOwk4sG_EN-A5p8pgYzlB3AAYo-x4SFe9ZnOH9Bid1il8Rlrkx6YwwnBWZBDXB1phCg9o9jkZ05OrFCOdMD9pvmwHJg6KAGxIkCjXQolnluiDX9P-hnVKZ9zcKy8hCxUEKu8QHOs1zh48=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:38.323Z,
https://www.google.com/maps/place/Juke+Auto/data=!4m7!3m6!1s0x8644b6803e867453:0x2913a931163db5cf!8m2!3d30.2589491!4d-97.694212!16s%2Fg%2F1tg_xg_g!19sChIJU3SGPoC2RIYRz7U9FjGpEyk,Juke Auto,4.6,1061,Auto repair shop,,"924 Shady Ln, Austin, TX 78702, United States","7854+H8 Austin, Texas, USA",https://www.jukeauto.com/,+1 512-385-5853,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercKJTGXrH67VlIxDEiLXCFA7lkduHVjNPdNQLPxi7DXUlma6fvadjQHOrfXeseM0hT-dQYIhZUbiwtaQvOjPy3IDmMFOSrQUlXqXrbXwHKgqU1zSViB5zljrUWx16FozIHFv5Z=w408-h510-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T14:50:43.698Z,
