placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Bradley+Automotive+Service/data=!4m7!3m6!1s0x884081561fe509e5:0x41659fd70770e2f7!8m2!3d39.7601476!4d-84.1856506!16s%2Fg%2F1vh_9178!19sChIJ5QnlH1aBQIgR9-JwB9efZUE,Bradley Automotive Service,4.8,104,Auto repair shop,,"400 E 3rd St, Dayton, OH 45402, United States","QR67+3P Dayton, Ohio, USA",,+1 937-222-7772,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqeu9DeSE3U6BjAh-xWqzalNfSzSA4gBl_DvfhJd8_JeyVf7vVAyZqLRX9IvuGGfHkteVirDD_F6ZHi8hZOCKwF2tMa7xmDiHhpb9a11NygOEdD39yFkp6ri9_yYDP0oYSueRNAIqmVpXDu=w408-h544-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–6 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:50:40.851Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Speedco+Truck+Lube+and+Tires/data=!4m7!3m6!1s0x8840875bb3dfb525:0x22cc1ab4d7fc8dce!8m2!3d39.7341871!4d-84.2096884!16s%2Fg%2F11p4zt70sm!19sChIJJbXfs1uHQIgRzo3817QazCI,Speedco Truck Lube and Tires,2.7,174,Truck repair shop,,"2217 S Edwin C Moses Blvd, Dayton, OH 45417, United States","PQMR+M4 Dayton, Ohio, USA",https://www.loves.com/locations/427,+1 937-222-5202,"Open 24 hours

Confirmed by phone call 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSIEJAiFiUSdeCr3P5Pk0vt2ls6XQReyAsUbIHf8USqBt1bZjJiCYwXYC-cz_LyoNFBs8T6WocdokvPuJCOMSWEAAkUnUgnfFuLLA-WorpZPSZW0y0yunw_j72Yovi24fYjJXQHh-3Krw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:50:45.932Z,,
https://www.google.com/maps/place/Weber%27s+Automotive+Service/data=!4m7!3m6!1s0x884083888515c6d3:0x56f912404873e1e0!8m2!3d39.7553258!4d-84.1548253!16s%2Fg%2F1thmg1zp!19sChIJ08YVhYiDQIgR4OFzSEAS-VY,Weber's Automotive Service,4.7,258,Auto repair shop,,"545 Linden Ave, Dayton, OH 45403, United States","QR4W+43 Dayton, Ohio, USA",http://locations.autovalue.com/oh/dayton/190306/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,+1 937-252-0351,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerC50l65VqIE062UnqQItFMin3MOvhpHICcTHCe7HFH4540oQhLtfCEPKC0gzEEI5fSqneF2ew3y0EFyk7FY_kdBbAVhNkGDTxBR3d0d7suCZWm1apcuFTt8m9yAg_QtUZxiWfj=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:50:51.157Z,,
https://www.google.com/maps/place/3+Brothers+Auto+Group+Service/data=!4m7!3m6!1s0x8840817cf702cb7f:0x1eb52b3bd641f001!8m2!3d39.7871778!4d-84.1893132!16s%2Fg%2F11h9xx1lgz!19sChIJf8sC93yBQIgRAfBB1jsrtR4,3 Brothers Auto Group Service,4.2,67,Used tire shop,· In-store shopping · Kerbside pickup · Delivery,"1611 N Keowee St, Dayton, OH 45404, United States","QRP6+V7 Dayton, Ohio, USA",http://3brothersautogroup.com/,+1 937-242-2808,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUP8pPnQ2rBGUVAEU5klGgmmM2bsEjFwwHyiYBsUK29ioMGO3DbZlg-dr17m8_MMiNSwloyM-QtF_I5eMRvJF6mCZy2VcIPA5wZyp2tTCZV9JWlrjgPz1LqB6_9MJ2u2L_ipU=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:50:56.217Z,,
https://www.google.com/maps/place/Affordable+Tires+and+Auto+Repair/data=!4m7!3m6!1s0x884083c0b2cf1617:0x6a4eabab208f78f3!8m2!3d39.7941065!4d-84.1367641!16s%2Fg%2F1tht23qq!19sChIJFxbPssCDQIgR83iPIKurTmo,Affordable Tires and Auto Repair,4.4,424,Used tire shop,· In-store shopping,"2557 Valley St, Dayton, OH 45404, United States","QVV7+J7 Dayton, Ohio, USA",https://www.bbb.org/us/oh/dayton/profile/tire-dealers/affordable-tires-auto-repair-llc-0322-23269,+1 937-233-3735,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqDOfMTbm9DbhTf74qswZnE5JuHr_RPHIYMqUSPzb9GHNqZTvOYTbm9IVEsJ66eXbW6jKfDOufvnEk6YHqIxGy4MxiFpiDzOyoEJ7QU5aaMUXIGIxilL4vfIp8gpExSs0AJfVwVwHl9wld=w408-h543-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:01.147Z,,
https://www.google.com/maps/place/MW+Tires+%26+Auto+services/data=!4m7!3m6!1s0x884081c46c01aaab:0x7384bec26443dba!8m2!3d39.7904261!4d-84.2415146!16s%2Fg%2F11s_z8604h!19sChIJq6oBbMSBQIgRuj1EJuxLOAc,MW Tires & Auto services,4.5,74,Tire shop,· In-store shopping,"3164 Salem Ave, Dayton, OH 45406, United States","QQR5+59 Dayton, Ohio, USA",,+1 937-814-6123,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSurX-XsZvpl0dT_pK2MSlRzL7v-LXT-iCr5xqIsfrLjIqx56QZIZul4p3mawB8XPsOlELl3IF-8FR1PdjAYESbLkdJDwwRBVppMOZwGznhAZjElyCERL1DCo-juqhu5wY1c35=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,10 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:06.065Z,,
https://www.google.com/maps/place/Roadmax+Truck+and+Trailer+Repair/data=!4m7!3m6!1s0x2999aac5fa88f991:0x4494e4e28dff1422!8m2!3d39.7835244!4d-84.1956215!16s%2Fg%2F11n3xqclzm!19sChIJkfmI-sWqmSkRIhT_jeLklEQ,Roadmax Truck and Trailer Repair,5.0,17,Truck repair shop,,"1424 Stanley Ave, Dayton, OH 45405, United States","QRM3+CQ Dayton, Ohio, USA",https://www.roadmaxtruck.com/,+1 937-701-2877,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOQwdQKUIQAhr3bzyGG8bxH8lSt8bfSRNZaCTS3xBUPhEFTt8l-g7JruQ03gmUikLMIIxNfKizC_QiSsr08rD-25lIAWnE9xQQcKOpVqKeAzrtmsiow6tL9PetIgmCHxkqqaXuf8nxXhQ=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:11.044Z,,
https://www.google.com/maps/place/Apex+Precision+Auto+Repair/data=!4m7!3m6!1s0x88408732e85f2f19:0x210a1777f993ab10!8m2!3d39.7464674!4d-84.1898647!16s%2Fg%2F11rpd9nd9h!19sChIJGS9f6DKHQIgREKuT-XcXCiE,Apex Precision Auto Repair,4.9,69,Auto repair shop,,"55 Catherine St, Dayton, OH 45402, United States","PRW6+H3 Dayton, Ohio, USA",http://apeximportrepair.com/,+1 937-701-0898,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerI-XdguSgVwEyNXoG5wklM4F8dqUqtq8UafkDg4vBSKN2rJ0l7hK5FFHrwvh5IG9l7TD0ldG0rrlyr65GbySLO7p23QsdWmF28lCTQIQwMmWFN5G2mnRO3LitAW0cUCpTAeUwZI3GRcrQd=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4:30 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:16.150Z,LGBTQ+ friendly,
https://www.google.com/maps/place/MJ+Truck+and+Trailer+Repair/data=!4m7!3m6!1s0x884087602fa090fd:0x72f0344066be30b0!8m2!3d39.7445322!4d-84.226981!16s%2Fg%2F11fnvn1rpl!19sChIJ_ZCgL2CHQIgRsDC-ZkA08HI,MJ Truck and Trailer Repair,4.3,111,Truck repair shop,,"1906 Lakeview Ave, Dayton, OH 45417, United States","PQVF+R6 Dayton, Ohio, USA",https://sites.google.com/view/mj-truck-repair/home,+1 937-829-5207,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGXiAmWJljZIoip6MRT5JxSPaxk3KXedSW2pHkeQ7nsQeoq3WIp5dt8aQ6gjz892E_56JHN6NQjv6Qx5vJZB7T6shKHA737ADtUDw-LJf-xzef7l9hnsJIq1JHAqAwb-EPQN4=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:21.192Z,,
https://www.google.com/maps/place/Greg%27s+Tire+Services+New+%26+Used+Llc/data=!4m7!3m6!1s0x8840874f2124d201:0xab97fe60db36785e!8m2!3d39.7492934!4d-84.2552222!16s%2Fg%2F1tfk9pxq!19sChIJAdIkIU-HQIgRXng222D-l6s,Greg's Tire Services New & Used Llc,4.5,401,Tire shop,· In-store pick-up,"4229 W Third St, Dayton, OH 45417, United States","PPXV+PW Dayton, Ohio, USA",http://www.gregstireservice.biz/,+1 937-263-6999,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerhSN6pTxGI0dt2Yba6QnjsyV8t-8lw61-1oUmHcU76Db2JqMKLooPB56LPlXwaXuMx1yY-9CThvhnRry2sYvI1603AzfKoN8ZJ918dfR8kO-18i5RWdHiMiaSt3_dDS6yf4oEyF4XsTVjp=w408-h725-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:26.139Z,,
https://www.google.com/maps/place/Salem+auto+and+tire/data=!4m7!3m6!1s0x88408190a884518b:0x71ace6950e68431b!8m2!3d39.7837774!4d-84.2532185!16s%2Fg%2F11rq3mtwsv!19sChIJi1GEqJCBQIgRG0NoDpXmrHE,Salem auto and tire,4.9,439,Auto repair shop,,"2208 N Gettysburg Ave, Dayton, OH 45406, United States","QPMW+GP Dayton, Ohio, USA",,+1 937-952-5011,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweogrwTiIsvHlrhOH8sDcEJDTm_awWXVmQykQ5l7mZrDKwt9I42dbyyjRHKF_y4W6xJ8PtQsRf34Sx0XmHou-rwojR1OtGyjRfwYnXeOojQgPRTKoSTPICQesLKT5YkCEeahooeR=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:31.024Z,,
https://www.google.com/maps/place/Dayton+Tire+%26+Auto+Service+Center/data=!4m7!3m6!1s0x884086669e1a8a39:0xe32abbe0c2eff0fc!8m2!3d39.7062402!4d-84.2014365!16s%2Fg%2F1td72p8z!19sChIJOYoanmaGQIgR_PDvwuC7KuM,Dayton Tire & Auto Service Center,4.8,1481,Tire shop,· In-store pick-up,"3091 S Dixie Dr, Moraine, OH 45439, United States","PQ4X+FC Moraine, Ohio, USA",http://www.daytontireinc.com/,+1 937-293-9911,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvJjcN3fNjSPl6ypjL2e0ZfANfZPPQ4vg2QZJOpWnb5ai0gR4PYqgw2-cn061a2dXWXcu4Oa7J42-55w5VC85JDnXPEMlCSLZStn8KyBkWiPgjL7lApCatJMRXNcerseq775SI2bygjBQO=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:36.251Z,,
https://www.google.com/maps/place/TSS+Truck+Service+LLC/data=!4m7!3m6!1s0x884087b16113a4ed:0xdb7c8b1ef642dd1d!8m2!3d39.7510139!4d-84.2247376!16s%2Fg%2F11s4rxhr_r!19sChIJ7aQTYbGHQIgRHd1C9h6LfNs,TSS Truck Service LLC,4.7,61,Truck repair shop,,"1801 Home Ave, Dayton, OH 45417, United States","QQ2G+C4 Dayton, Ohio, USA",http://www.tsstruckservice.com/,+1 937-317-4444,"Open · Closes 6 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmeFk1wp17AUqnGa4Ai11yhhe07g5wZF0R7T1UWk7pJFq_1S62b_8PsGq_CPyOOz-cHzle86Ci1ky6TtAHI27dtzCLdEewbKJdPppFDaavRqbCp5FtCFxM55OE86iSvRNi2KslWRHHxL8H=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:41.595Z,,
https://www.google.com/maps/place/Champion+Auto-Truck-Fleet+Service/data=!4m7!3m6!1s0x884083da31a97035:0xb2258f589655fc6e!8m2!3d39.7824145!4d-84.179708!16s%2Fg%2F1v44fnb_!19sChIJNXCpMdqDQIgRbvxVlliPJbI,Champion Auto-Truck-Fleet Service,4.7,126,Auto repair shop,,"1524 Milburn Ave, Dayton, OH 45404, United States","QRJC+X4 Dayton, Ohio, USA",http://championas.com/,+1 937-228-3057,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepkhUTPI0Pf6SqgPjdRxeuCAG9fhHbdmoUJFQmX8DntVE141uXzS1uKSmqlV997RizN7G3onR4O4s-94WlSI9e07KCey6csMyRXFyE_U7QMGmaErMEL9YIr6T59rr76FyuJmU1-0A=w408-h408-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T14:51:46.709Z,,
