placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Sundberg+Tax+%26+Consulting/data=!4m7!3m6!1s0x87f62786bbe5a2af:0xea7844397fa1dbf0!8m2!3d44.984649!4d-93.274064!16s%2Fg%2F11cjhk2v3_!19sChIJr6Llu4Yn9ocR8NuhfzlEeOo,Sundberg Tax & Consulting,3.0,2,Tax preparation service,"333 N Washington Ave Suit 300, Minneapolis, MN 55401, United States","XPMG+V9 Minneapolis, Minnesota, USA",http://www.sundbergtc.com/,+1 651-689-4789,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP1iNTsVnRA4KLaE-vXtt5D3K6mncYrd8yG9OVa=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:04.449Z,,
"https://www.google.com/maps/place/PricewaterhouseCoopers,+LLP/data=!4m7!3m6!1s0x52b3329978abcb0b:0x58009a4b7ac7a389!8m2!3d44.9771123!4d-93.2737031!16s%2Fg%2F1tdw33h4!19sChIJC8ureJkys1IRiaPHekuaAFg","PricewaterhouseCoopers, LLP",4.0,4,Certified public accountant,"45 S 7th St #3400, Minneapolis, MN 55402, United States","XPGG+RG Minneapolis, Minnesota, USA",http://www.pwc.com/,+1 612-596-6000,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqk5H_ID4tFHizX9fM-XnLc6RfhFbzbTn9kIpzM1mVBGujp0O1_8cHG_8DLFzExk9u_xpme5JG_OWr3H17baRvdbtjx0hoPFrHJZxaw50poWRwWxm1DetPMMSNLrYXYNVmHHjWt=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:09.416Z,,
https://www.google.com/maps/place/Wipfli/data=!4m7!3m6!1s0x87f624119460c6cf:0x1052c7d89e4184c0!8m2!3d44.9781976!4d-93.26801!16s%2Fg%2F1tczwhmq!19sChIJz8ZglBEk9ocRwIRBntjHUhA,Wipfli,5.0,2,Accounting firm,"150 S 5th St UNIT 2000, Minneapolis, MN 55402, United States","XPHJ+7Q Minneapolis, Minnesota, USA",https://www.wipfli.com/about-wipfli/locations/minnesota/mn-minneapolis?utm_source=GMB&utm_medium=organic,+1 952-548-3400,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPgmGkF2SEjo0qKgsH9ebVLQZfI-1kAJcdblUOV=w408-h306-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:14.457Z,,
https://www.google.com/maps/place/CLA+%28CliftonLarsonAllen%29/data=!4m7!3m6!1s0x52b332997c2698ab:0x9c0e0931c808606!8m2!3d44.9769097!4d-93.2675621!16s%2Fg%2F1tg5z8jz!19sChIJq5gmfJkys1IRBoaAHJPgwAk,CLA (CliftonLarsonAllen),3.0,10,Accounting firm,"220 South 6th St UNIT 300, Minneapolis, MN 55402, United States","XPGJ+QX Minneapolis, Minnesota, USA",https://www.claconnect.com/locations/minnesota/offices/cla-minneapolis,+1 612-376-4500,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYgYrY9LQ-Yt5erlO4c4dLclBajOkQplKehrRAqL1v7QUHfEXzZWkjBJOXAm1_fupuBzlEJY9n-OEVRFKTyx6lWhlLcphyxJxyNIaMeP5HNTRLdiJPMyQZrAleSylKphWX7IH0=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:19.551Z,,
https://www.google.com/maps/place/AM+Income+Tax+Services/data=!4m7!3m6!1s0x52b332b595d5edb1:0x7963707ce936fabd!8m2!3d44.95635!4d-93.2775756!16s%2Fg%2F1td6rwsn!19sChIJse3VlbUys1IRvfo26XxwY3k,AM Income Tax Services,4.4,12,Tax preparation service,"2529 Nicollet Ave #201, Minneapolis, MN 55404, United States","XP4C+GX Minneapolis, Minnesota, USA",https://www.amtaxmpls.com/,+1 612-870-1324,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipMau7L4CW7wJDM9n5PbE7RG7n3m8I2SithGUWr2=w408-h243-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:24.588Z,,
"https://www.google.com/maps/place/Selcer+Charles,+CPA/data=!4m7!3m6!1s0x52b3329caa56f0b5:0x84a0eb7a31185f53!8m2!3d44.9812067!4d-93.2657376!16s%2Fg%2F1tgtf45z!19sChIJtfBWqpwys1IRU18YMXrroIQ","Selcer Charles, CPA",5.0,1,Accountant,"100 Washington Ave S # 1600, Minneapolis, MN 55401, United States","XPJM+FP Minneapolis, Minnesota, USA",,+1 612-332-5500,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IDGl_vBTmPtfd7Bh8T7wDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.652355&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:29.415Z,,
https://www.google.com/maps/place/Croft+Enterprises/data=!4m7!3m6!1s0x52b3329a4d49953b:0x82e36c7226a2d61f!8m2!3d44.984649!4d-93.274064!16s%2Fg%2F1tdgjxkr!19sChIJO5VJTZoys1IRH9aiJnJs44I,Croft Enterprises,4.4,29,Financial consultant,"333 N Washington Ave #401, Minneapolis, MN 55401, United States","XPMG+V9 Minneapolis, Minnesota, USA",,+1 612-220-7692,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qQZun3sjoAT2vtXol6B0Eg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.22824&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:34.443Z,,
https://www.google.com/maps/place/RSM/data=!4m7!3m6!1s0x52b3329724ba1763:0xaa2387a5e848bfa8!8m2!3d44.975613!4d-93.2730983!16s%2Fg%2F1wbrxf62!19sChIJYxe6JJcys1IRqL9I6KWHI6o,RSM,4.0,4,Accountant,"801 Nicollet Mall Suite 1200, Minneapolis, MN 55402, United States","XPGG+6Q Minneapolis, Minnesota, USA",https://www.rsmus.com/,+1 612-332-4300,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-Gx7SzjHaGtoseAQ8A4Fbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.711716&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:39.734Z,,
https://www.google.com/maps/place/Jasicki+Tax+Services+Northeast/data=!4m7!3m6!1s0x52b32d8bd2b2c6ef:0x4770bf65f2733ee4!8m2!3d45.0054006!4d-93.2618564!16s%2Fg%2F1tdl5s8j!19sChIJ78ay0osts1IR5D5z8mW_cEc,Jasicki Tax Services Northeast,4.9,35,Tax preparation service,"1700 4th St NE, Minneapolis, MN 55413, United States","2P4Q+57 Minneapolis, Minnesota, USA",,+1 612-781-9730,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FLweMqbmOy4J9pXEzrwFug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.91403&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:42.694Z,,
https://www.google.com/maps/place/Lottsa+Tax+%26+Accounting+Services/data=!4m7!3m6!1s0x52b32d43ce54e81f:0x1aaa0695bf851b37!8m2!3d44.9698682!4d-93.245899!16s%2Fg%2F1tctlfdj!19sChIJH-hUzkMts1IRNxuFv5UGqho,Lottsa Tax & Accounting Services,5.0,1,Accountant,"400 S 19th Ave, Minneapolis, MN 55454, United States","XQ93+WJ Minneapolis, Minnesota, USA",https://www.lottsa.com/tax/,+1 612-338-7459,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xbRSpXwFdWRepsmS3B1TeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.35941&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:47.642Z,,
https://www.google.com/maps/place/Eide+Bailly/data=!4m7!3m6!1s0x52b33296dd9f21e3:0xfd58ac173d5bf01e!8m2!3d44.9754938!4d-93.273995!16s%2Fg%2F1tdc9f_4!19sChIJ4yGf3ZYys1IRHvBbPResWP0,Eide Bailly,3.6,10,Accounting firm,"800 Nicollet Mall Ste. 1300, Minneapolis, MN 55402, United States","XPGG+5C Minneapolis, Minnesota, USA",https://www.eidebailly.com/locations/minneapolis,+1 612-253-6500,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOAj6dqUWWRIGjlHVqE7Ct4k_lTdkIsix2JBHSB=w408-h271-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:52.754Z,,
https://www.google.com/maps/place/David+J+Geslin+CPA/data=!4m7!3m6!1s0x52b334bd9d175b23:0xae5b822c152b83b2!8m2!3d44.9688526!4d-93.3539621!16s%2Fg%2F1ptwsxyb6!19sChIJI1sXnb00s1IRsoMrFSyCW64,David J Geslin CPA,5.0,33,Certified public accountant,"5775 Wayzata Blvd Suite 700, Minneapolis, MN 55416, United States","XJ9W+GC Minneapolis, Minnesota, USA",http://www.cpainthecloud.com/,+1 952-582-2927,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BIiiLUbSsAJ5TlUnvzPRgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.632548&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:21:57.787Z,,
https://www.google.com/maps/place/Abdi+CPA+%26+Tax+Advisory+Services/data=!4m7!3m6!1s0x52b32d006ee16a69:0x91ac0781738a1f65!8m2!3d44.9607362!4d-93.2433456!16s%2Fg%2F11x00h85tg!19sChIJaWrhbgAts1IRZR-Kc4EHrJE,Abdi CPA & Tax Advisory Services,,,Certified public accountant,"2200 Minnehaha Ave, Minneapolis, MN 55404, United States","XQ64+7M Minneapolis, Minnesota, USA",http://www.abdicpa.com/,+1 612-987-4769,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J6C6n0pHEqy1ugx2RBWttw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.90555&pitch=0&thumbfov=100,false,10 am–4 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:22:02.886Z,,
https://www.google.com/maps/place/Lake+Tax+LLC+el+Torito+Rojo/data=!4m7!3m6!1s0x87f62807576aef5f:0x8136ac0e0fa45354!8m2!3d44.9485883!4d-93.2527698!16s%2Fg%2F1v3h_jwj!19sChIJX-9qVwco9ocRVFOkDw6sNoE,Lake Tax LLC el Torito Rojo,5.0,197,Tax preparation service,"1518 E Lake St UNIT 209, Minneapolis, MN 55407, United States","WPXW+CV Minneapolis, Minnesota, USA",http://laketaxllc.com/,+1 612-722-5727,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOxLSXGIcPtjkUwllbX_CgGHOauJyH4ka2O2wKb=w408-h725-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,10 am–1 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:22:07.898Z,,
https://www.google.com/maps/place/Partners+Tax+Attorneys/data=!4m7!3m6!1s0x52b3330038934fb9:0x37cd75d0524c3503!8m2!3d44.9780806!4d-93.2634508!16s%2Fg%2F11x1nzkc1n!19sChIJuU-TOAAzs1IRAzVMUtB1zTc,Partners Tax Attorneys,5.0,28,Tax attorney,"301 4th Ave S 6th floor, Minneapolis, MN 55415, United States","XPHP+6J Minneapolis, Minnesota, USA",https://minnesotataxattorney.net/,+1 763-309-9374,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lGU1-uPXYqixjJEPCLtE-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.32616&pitch=0&thumbfov=100,false,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:22:12.836Z,,
"https://www.google.com/maps/place/HFG+Financial+%28Strategic+Tax%29+Tax+Preparation+and+Services;+Larry+Hahka,+Enrolled+Agent/data=!4m7!3m6!1s0x87f6278800642d55:0x8e9cbe8bf75ccac!8m2!3d44.952671!4d-93.2884746!16s%2Fg%2F1ptyycllt!19sChIJVS1kAIgn9ocRrMx1v-jL6Qg","HFG Financial (Strategic Tax) Tax Preparation and Services; Larry Hahka, Enrolled Agent",4.0,34,Tax preparation service,"2736 Lyndale Ave S #208, Minneapolis, MN 55408, United States","XP36+3J Minneapolis, Minnesota, USA",,+1 612-326-5940,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4q0u3mvk6JEtCw3mZ8zs_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.76285&pitch=0&thumbfov=100,true,Closed,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:22:17.921Z,,
https://www.google.com/maps/place/Accquip+Fractional+CFO+Services/data=!4m7!3m6!1s0x8e4fd84cdeab7509:0x78e94b9d1996b873!8m2!3d44.9776194!4d-93.2636967!16s%2Fg%2F11v021p01p!19sChIJCXWr3kzYT44Rc7iWGZ1L6Xg,Accquip Fractional CFO Services,5.0,4,Accounting firm,"400 S 4th St Suite 401 #38, Minneapolis, MN 55415, United States","XPHP+2G Minneapolis, Minnesota, USA",http://www.accquip.com/,+1 612-321-8418,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ypezGOlwB6SRdv38r9oJ0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.25545&pitch=0&thumbfov=100,true,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:22:24.089Z,,
https://www.google.com/maps/place/Tax+Center+Inc/data=!4m7!3m6!1s0x52b3329b9c0ae5a1:0x6dee8302ecbbd34e!8m2!3d44.978932!4d-93.2672198!16s%2Fg%2F1tcx6nn5!19sChIJoeUKnJsys1IRTtO77AKD7m0,Tax Center Inc,5.0,1,Tax preparation service,"330 2nd Ave S #250, Minneapolis, MN 55401, United States","XPHM+H4 Minneapolis, Minnesota, USA",,+1 612-720-2191,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vVY6_3-D-OyMPttVziOD-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.462013&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-19T16:22:27.314Z,,
