placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,error
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d6605ddf9d1f:0x3ec0971b3e41fc7a!8m2!3d26.7081097!4d-80.0578183!16s%2Fg%2F1hdz498m4!19sChIJH53fXWDW2IgRevxBPhuXwD4,One Parking,3.7,98,Parking garage,,"S Quadrille Blvd, West Palm Beach, FL 33401, United States","PW5R+6V West Palm Beach, Florida, USA",https://oneparking.com/,+1 561-833-7222,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhLliNlCKUNUeIu4foTQYs3Orn81Jis_ODMYADIEHcmQYkcAvmcXu3VayffBuz5HypOsZFj2AWEsztGctDXZKrKJ33SuzFxG2pIlYXXkgpWZYj9FXvljwNEnX50bvblosV7dx_=w408-h305-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T18:59:53.600Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/West+Palm+Beach+Brightline+Station+Parking/data=!4m7!3m6!1s0x88d8d7144ea104b7:0x51ef1792503c83b9!8m2!3d26.7116227!4d-80.0560186!16s%2Fg%2F11h7d9s4vg!19sChIJtwShThTX2IgRuYM8UJIX71E,West Palm Beach Brightline Station Parking,4.3,300,Parking garage,,"511 Evernia St, West Palm Beach, FL 33401, United States","PW6V+JH West Palm Beach, Florida, USA",http://www.gobrightline.com/,+1 844-500-7333,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaiLdpc30YP4_b_0SGZwA8k4X0Be-IIQSstjeNFUIkp79_oONFDDr62nTw3BJo1gQCdehbwgUBeKfNnr208ZGXRQV0Fprpt3wO5nTuCLWXbiatWTrjmrJpVkf_pTU6OoIx2pI=w408-h307-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T18:59:58.766Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d78081a702c1:0xd99c6060db3e010b!8m2!3d26.7126171!4d-80.0513094!16s%2Fg%2F11fqb3zr_k!19sChIJwQKngYDX2IgRCwE-22BgnNk,One Parking,1.6,20,Parking garage,,"205 Datura St, West Palm Beach, FL 33401, United States","PW7X+2F West Palm Beach, Florida, USA",https://oneparking.com/property/205-datura-street/,+1 561-833-7222,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyinlJZenRrBXiQvR3wiAWbuXTnVcfk4HXnOm9XVSs0DZJlIu1tO-4Wywr5dO4PybuF2pSAfhhQSs-Zv99YGzbM9Cgj4BVwZQNEO_mJjk2sCMh6-yJInEIw1GDZRfeEI1cSPzxW=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:03.740Z,6 am–6 pm,6 am–6 pm,6 am–11 pm,6 am–12 am,Open 24 hours,12–6 am,6 am–6 pm,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d74285afda43:0xbfe067b58ba7d085!8m2!3d26.7006858!4d-80.0345234!16s%2Fg%2F11sm756pcy!19sChIJQ9qvhULX2IgRhdCni7Vn4L8,One Parking,4.3,6,Parking garage,,"150 Worth Ave, Palm Beach, FL 33480, United States","PX28+75 Palm Beach, Florida, USA",https://www.oneparking.com/,+1 561-832-8715,,,https://lh3.googleusercontent.com/p/AF1QipNX8ITBjtvFIwKQpLw6UXGbbZG2DXwP4IEsJ0pd=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:06.503Z,,,,,,,,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d6f52b429015:0x5f5f3f84ee15588d!8m2!3d26.7057616!4d-80.0510211!16s%2Fg%2F11gfmcgg03!19sChIJFZBCK_XW2IgRjVgV7oQ_X18,One Parking,1.0,2,Parking garage,,"222 Lakeview Ave, West Palm Beach, FL 33401, United States","PW4X+8H West Palm Beach, Florida, USA",https://oneparking.com/property/esperante/,+1 561-833-7222,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQ4DLCf9NGIGq0dyhcuJL6bmtN9dB0OY-58uuT_e-B0UQMQHxyGr7r3H9cRhGJ0AlSSbFjoSJCU9ylPc7c8AUiYX4ZCYJ6lN82nuGcXFysREro4z0YtrbfwTFgmzfsoQuPxlgD=w408-h305-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:11.485Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Kravis+Parking+Garage,+Iris+St.+Entrance/data=!4m7!3m6!1s0x88d8d667418073e5:0x65953e8a67166e56!8m2!3d26.7074546!4d-80.0604866!16s%2Fg%2F11clvg9nkv!19sChIJ5XOAQWfW2IgRVm4WZ4o-lWU","Kravis Parking Garage, Iris St. Entrance",4.6,84,Parking garage,,"3 Iris St, West Palm Beach, FL 33401, United States","PW4Q+XR West Palm Beach, Florida, USA",http://www.kravis.org/,+1 561-832-7469,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXyUpCvkPBQNI55tldIFdrxLgDsQ84ilPugJ2L70j5PrVhgtl7epQg2agUA9gVJNT3btRr_L0_xyDPxoDKZM0C1BgutBxb9pIQLAIj9ZWFEwLEnLkXEq2EO8ZvajY2GsNkLwGR=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:14.266Z,,,,,,,,,
https://www.google.com/maps/place/1001+Okeechobee+Boulevard+Parking/data=!4m7!3m6!1s0x88d8d65d822cd42b:0x4b8d1d55df7cd299!8m2!3d26.7070862!4d-80.0633586!16s%2Fg%2F11f_p3535f!19sChIJK9Qsgl3W2IgRmdJ831UdjUs,1001 Okeechobee Boulevard Parking,4.7,6,Parking lot,,"1001 Okeechobee Blvd, West Palm Beach, FL 33401, United States","PW4P+RM West Palm Beach, Florida, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZhc7W2kKTpbLk4bG0SPjJnU7B87MXdoMpKh23656FLWGyvEmCxJtO-y6X_F-eFQ906c4AqqNcurqOpiwLqXsBkrkyxKFZeXmGMSdXWT8tOQN3ombJkZEZtG-OF7jB8YMvjUrR=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:17.207Z,,,,,,,,,
https://www.google.com/maps/place/335+Clematis+St+Parking/data=!4m7!3m6!1s0x88d8d689d8c1d351:0x20a6e13101b9d2f!8m2!3d26.7136736!4d-80.053394!16s%2Fg%2F11gd67y1z4!19sChIJUdPB2InW2IgRL50bEBNuCgI,335 Clematis St Parking,1.7,7,Parking lot,,"335 Clematis St, West Palm Beach, FL 33401, United States","PW7W+FJ West Palm Beach, Florida, USA",,+1 561-307-8193,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrMICxn85pwFEAxOuhDssf50bToSe_-42KvKaQ3hziizD17xtNk-PhZrbjtgJeyxo6dEE-wYFJzICpZdyCQsFiMiJ5gzOWrGyUGbZwrJz9IzloubIAHKf9lIuQTQYi-m-c8ozn1A=w408-h272-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:19.878Z,,,,,,,,,
https://www.google.com/maps/place/222+Lakeview+Ave+Parking/data=!4m7!3m6!1s0x88d8d6f52c8ee433:0xbbd315b143a987c0!8m2!3d26.7059135!4d-80.0509059!16s%2Fg%2F11f2gsx48t!19sChIJM-SOLPXW2IgRwIepQ7EV07s,222 Lakeview Ave Parking,3.8,5,Parking lot,,"222 Lakeview Ave, West Palm Beach, FL 33401, United States","PW4X+9J West Palm Beach, Florida, USA",,+1 855-551-5425,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyzf_GgHI_mBsOQwZAKX53JgzeIFi7vAQWEmUjcRNWnNo5jYL_0PdCmo86N3vaWTTA1rKqJ26MraFX9yIXNmVqnAZrHikF6npvbunNh1jP3k2aW2Pq9Iwr_Ay_dqmRkV03tN3k=w493-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:22.601Z,,,,,,,,,
https://www.google.com/maps/place/Apollo+Parking+Lot/data=!4m7!3m6!1s0x88d8d777b7125c79:0xf3671936a6739396!8m2!3d26.7014357!4d-80.0379666!16s%2Fg%2F11t0w5hgl6!19sChIJeVwSt3fX2IgRlpNzpjYZZ_M,Apollo Parking Lot,2.5,15,Parking lot,,"405 Hibiscus Ave, Palm Beach, FL 33480, United States","PX26+HR Palm Beach, Florida, USA",,+1 561-659-4979,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WYJJxG0R8cC8zNN7YAv4qA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.87578&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:25.327Z,,,,,,,,,
https://www.google.com/maps/place/City+Place/data=!4m7!3m6!1s0x88d8d660f60a4925:0x4eecf1d6c34c6ee!8m2!3d26.7068968!4d-80.0557274!16s%2Fg%2F11cp7d71ng!19sChIJJUkK9mDW2IgR7sY0bB3P7gQ,City Place,3.8,81,Parking garage,,"713 S Rosemary Ave, West Palm Beach, FL 33401, United States","PW4V+QP West Palm Beach, Florida, USA",http://www.cityplace.com/,+1 561-366-1000,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7oD2gdTeEXTmBDa3YkM96mRidTPYlJ1gS3MZfy-yEUJjeToaa5kG6QKd_bgGV9v5oGTLwjEL-PGUSlX6X_HW5jJxvFXiVX-knEDt9LYnDsxRwZoeF2HhqZb0iqa7YTOWNSuTF=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-10-28T19:00:30.233Z,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,12–6 pm,10 am–10 pm,,
