placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,attributes,error
https://www.google.com/maps/place/Hogtown+Plumbing+Inc/data=!4m7!3m6!1s0x88e8a393ffffffff:0xae27652965e8df8f!8m2!3d29.6422516!4d-82.3289111!16s%2Fg%2F1hc1f2q29!19sChIJ_____5Oj6IgRj9_oZSllJ64,Hogtown Plumbing Inc,4.3,18,Plumber,"Gainesville, FL 32601, United States",,,+1 352-372-5725,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqKpjOtZaa4neTsWM54n8lblyBxHGY8f7hLDnly2bwcdplrKJjTDj6cQF_e3RRmvGZNEfZ5U5xNM00pmwpqbURQ_8JRk8m-1hfLFTkqAnlhHV7DinOQnuUjPdYt_Or6ttyUQzT8w=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:33:42.729Z,,,,
"https://www.google.com/maps/place/Titletown+Plumbing,+LLC/data=!4m7!3m6!1s0x88e8a44e3cd5f5d9:0x5ed65414a73b7860!8m2!3d29.699207!4d-82.334387!16s%2Fg%2F1q2vx0t78!19sChIJ2fXVPE6k6IgRYHg7pxRU1l4","Titletown Plumbing, LLC",4.9,19,Plumber,"4639 NW 6th St suite d, Gainesville, FL 32609, United States","MMX8+M6 Gainesville, Florida, USA",http://titletownplumbing.com/,+1 352-318-8782,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNRTHwacM6mThmWJp5iRbQQSxSGaxjJr2BBOmmg=w408-h270-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:33:47.455Z,,,,
https://www.google.com/maps/place/Thagermanguy+drain+solution+llc/data=!4m7!3m6!1s0x2de3ecbfc4f49f15:0x50e0b34fada2340d!8m2!3d29.677033!4d-82.38621!16s%2Fg%2F11vhzrk5h0!19sChIJFZ_0xL_s4y0RDTSirU-z4FA,Thagermanguy drain solution llc,5.0,11,Plumber,,,https://www.thagermanguy.com/,+1 386-628-7156,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMtmOaCCypRobyEeSt3d98vtUblt6BNKwcdci7P=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:33:51.989Z,,,,
https://www.google.com/maps/place/Benjamin+Franklin+Plumbing/data=!4m7!3m6!1s0x88e8a5f722a750db:0x4716a3f10c993936!8m2!3d29.7017814!4d-82.3407499!16s%2Fg%2F11wqhhxsk3!19sChIJ21CnIvel6IgRNjmZDPGjFkc,Benjamin Franklin Plumbing,4.8,104,Plumber,"5111 NW 13th St Suite C, Gainesville, FL 32609, United States","PM25+PP Gainesville, Florida, USA",https://gainesvillebenjaminfranklin.com/?utm_source=GBP&utm_medium=organic&utm_campaign=gainesvillegbp,+1 352-781-0536,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrZF8L7JYAw6uSr9ZDOpjyMRBkt4R7Zv4HeAW5DXiMrFwF_x8tsSKLPSAvfF-LBpA425sV8cqG8QU6WtasD9JWuBVk5y1DZ-2PD-prcHqxrteMB9zD7iqHtK4FVOxt5IqAABMaHA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:33:56.374Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Swamp+Bros+Plumbing+Co./data=!4m7!3m6!1s0x8742cded9c6c9beb:0xec9ec4d47820d5cc!8m2!3d29.1994405!4d-82.0115396!16s%2Fg%2F11ydkp9mjf!19sChIJ65tsnO3NQocRzNUgeNTEnuw,Swamp Bros Plumbing Co.,5.0,6,Plumber,,,,+1 505-545-9302,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM9jn6lMYeAhnwAvlPXCrgWzpqo47xOrjj8aGNK=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:00.763Z,,,,
https://www.google.com/maps/place/Gatordrain+%26+Plumbing/data=!4m7!3m6!1s0x88e8b750b34c4c13:0xed72771b8c3fa513!8m2!3d29.6811555!4d-82.3482439!16s%2Fg%2F11byl7h5js!19sChIJE0xMs1C36IgRE6U_jBt3cu0,Gatordrain & Plumbing,4.7,27,Plumber,,,https://gatordrain.net/,+1 386-418-0307,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipONZpnJw6p2_Nn8vSROKvbgCOxTPDf5MAZGvJN7=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:05.209Z,,,,
"https://www.google.com/maps/place/Plumb+Ultra,+llc/data=!4m7!3m6!1s0xabbe6f7e11340dfd:0xddb1385bf46536b7!8m2!3d29.677033!4d-82.4468395!16s%2Fg%2F11ycldkq3g!19sChIJ_Q00EX5vvqsRtzZl9Fs4sd0","Plumb Ultra, llc",4.0,12,Plumber,,,,+1 352-420-9457,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNvWpNhoyug8pQuZmWIxDeXJx4xKhbbGzMV2OPN=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:09.582Z,,,,
"https://www.google.com/maps/place/Mark+Hurm+%26+Co.,+LLC/data=!4m7!3m6!1s0x88e8a44076ec9ddb:0xb602cff474b8a58e!8m2!3d29.6841!4d-82.323651!16s%2Fg%2F1vs1sq6f!19sChIJ253sdkCk6IgRjqW4dPTPArY","Mark Hurm & Co., LLC",4.9,513,HVAC contractor,"3411 N Main Terrace, Gainesville, FL 32609, United States","MMMG+JG Gainesville, Florida, USA",http://www.hurmco.com/,+1 352-378-9422,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOxv7czE8USVkMtntbDRvHOrOvdI2KJiwZX4VCJ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:14.178Z,,,,
https://www.google.com/maps/place/ASAP+Pump+%26+Pipe+Repairs/data=!4m7!3m6!1s0x88e8a31fe217e897:0xd587334eba299a2f!8m2!3d29.6157376!4d-82.3659639!16s%2Fg%2F1260vft6y!19sChIJl-gX4h-j6IgRL5opuk4zh9U,ASAP Pump & Pipe Repairs,2.3,12,Plumber,"Gainesville, FL 32608, United States","JJ8M+7J Gainesville, Florida, USA",http://www.asap-plumbing.com/,+1 352-335-8555,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCMGMfxLkojHKHabbdtfQChxzwus3aGbjHn6KZ5ibwo6YB-HQjCCp2oQUsyMCSaar2ZhFm-ltEDE2mRszY9nQY8jW_B0bM4zaxyP_24R4qojizHEJHZLke-gnHRkGze_bnGql2eg=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:18.485Z,,,,
"https://www.google.com/maps/place/W.W.+Gay+Mechanical+Contractor,+Inc./data=!4m7!3m6!1s0x88e8a3e95e04bced:0x2eb9b71651023394!8m2!3d29.6401088!4d-82.3177134!16s%2Fg%2F1v3_3hzg!19sChIJ7bwEXumj6IgRlDMCURa3uS4","W.W. Gay Mechanical Contractor, Inc.",4.3,36,Plumber,"515 SE 11th Pl, Gainesville, FL 32601, United States","JMRJ+2W Gainesville, Florida, USA",https://wwgmc.com/,+1 352-372-3963,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwEXv5OuLxKg7dQO4r_dK3-f6wSAb3jdMWLK2j9CIPT8Ul7NIniitPgGFcJj9uM7fuJKM93JT8d75KZpCq5pEz4Urk6Ad42ojmF-_NuXGJ3RKK1FrG0PLGt5Ve4plZQMwm4uuITpQ=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:22.890Z,,,,
https://www.google.com/maps/place/Fletcher+Plumbing+Inc/data=!4m7!3m6!1s0x88e8a2d90edaaaab:0x9d06fbbfe8178fa!8m2!3d29.678655!4d-82.4398201!16s%2Fg%2F11gh4kby0b!19sChIJq6raDtmi6IgR-niB_rtv0Ak,Fletcher Plumbing Inc,4.0,22,Plumber,,,http://www.plumbingcontractorsocala.com/,+1 352-509-7130,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNl8PFm3U0ug6eJO6jOa8fivupWgDxvTnDu-R1x=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:27.263Z,,,,
https://www.google.com/maps/place/Perry+-+Pump+Repair+Service/data=!4m7!3m6!1s0x26bb01185c33826f:0x3db534811be8e46e!8m2!3d29.6499514!4d-82.3327128!16s%2Fg%2F11v0_fzkbt!19sChIJb4IzXBgBuyYRbuToG4E0tT0,Perry - Pump Repair Service,5.0,89,Well drilling contractor,"747 SW 2nd Ave, Gainesville, FL 32601, United States","JMX8+XW Gainesville, Florida, USA",https://www.perry-pumprepairservice.com/,+1 352-320-2412,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMf4kZXlFAzSPjd2jphfI1Cju1gk2C5OhlyDbth=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:31.674Z,,,,
https://www.google.com/maps/place/Gator+Plumbing+%26+Bath/data=!4m7!3m6!1s0x88e8b91f9de0aca5:0x9702f86c5a496876!8m2!3d29.6811555!4d-82.3538029!16s%2Fg%2F11q_7g1v9m!19sChIJpazgnR-56IgRdmhJWmz4Apc,Gator Plumbing & Bath,4.9,181,Plumber,,,https://www.gatorbath.com/,+1 352-514-5085,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMdpmyWrUh0KV5dGip0T4A4XW58vReYzsN4KxDF=w485-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:36.229Z,,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Drain+Services/data=!4m7!3m6!1s0x88e8a44e163d6ac9:0xf7b972f9e8ae8d22!8m2!3d29.706365!4d-82.2767193!16s%2Fg%2F1vzv4h6c!19sChIJyWo9Fk6k6IgRIo2u6Plyufc,Roto-Rooter Plumbing & Drain Services,4.4,311,Plumber,"3822 NE 55th Pl, Gainesville, FL 32609, United States","PP4F+G8 Gainesville, Florida, USA",https://www.rotorooter.com/gainesville/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 352-663-8223,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN_rCoH1gLS31LKT--yav2iTZ-avfVaUWJk___O=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:41.381Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/A+%26+W+Pump+Service/data=!4m7!3m6!1s0x88e8bba8196ff621:0x6523216ae3ff2a02!8m2!3d29.6433846!4d-82.5804486!16s%2Fg%2F11j2c2psxf!19sChIJIfZvGai76IgRAir_42ohI2U,A & W Pump Service,4.8,24,Well drilling contractor,,,https://www.aandwpumpservice.com/,+1 352-575-8818,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMkNG-MzCc7SwXxJKvWVnzZPRVh__2oCO5cGkAM=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:46.013Z,,,,
"https://www.google.com/maps/place/As+Quick+As+I+Can+Plumbing+%26+Drain+Cleaning+Inc./@29.6769359,-82.456963,12z/data=!3m1!4b1!4m6!3m5!1s0x88e8a393ffffffff:0x7457f73647a0db9!8m2!3d29.6769359!4d-82.456963!16s%2Fg%2F1tc_4y5q",As Quick As I Can Plumbing & Drain Cleaning Inc.,4.4,10,Plumber,,,,+1 352-373-7747,Closed ⋅ Opens 7 am Tue,,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:52.844Z,,,,
https://www.google.com/maps/place/Wind+River+Environmental/data=!4m7!3m6!1s0x88e8a54fff9f2945:0x2488e982894c9eda!8m2!3d29.778756!4d-82.3898795!16s%2Fg%2F11r7xzw80t!19sChIJRSmf_0-l6IgR2p5MiYLpiCQ,Wind River Environmental,4.8,134,Septic system service,,,https://www.wrenvironmental.com/gainesville-fl/,+1 978-574-7666,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNHUOWoMpCGhhocYPnSbm4PlOWOuWxkY__n7iUw=w443-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:34:57.596Z,,,,
https://www.google.com/maps/place/N.+Florida+Plumbing+INC./data=!4m7!3m6!1s0x88e8bc8e5899fd7b:0x25543f8c235844df!8m2!3d29.7801484!4d-82.509583!16s%2Fg%2F1pp2tjpnx!19sChIJe_2ZWI686IgR30RYI4w_VCU,N. Florida Plumbing INC.,3.6,9,Plumber,,,,+1 352-494-1841,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipP0P3oOnnyYcBi0cJYoCaZ8bQWw18oK7xguW--6=w414-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:35:01.978Z,,,,
https://www.google.com/maps/place/Comfort+Temp+Heating+%26+Air/data=!4m7!3m6!1s0x88e8a5100fd3356d:0x3194a459a9eb4e88!8m2!3d29.6935954!4d-82.3332707!16s%2Fg%2F1tfqgmss!19sChIJbTXTDxCl6IgRiE7rqVmklDE,Comfort Temp Heating & Air,4.9,789,HVAC contractor,"4301 NW 6th St, Gainesville, FL 32609, United States","MMV8+CM Gainesville, Florida, USA",https://comforttemp.com/locations/gainesville-fl-hvac-services/,+1 352-376-2366,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN0AbONl-QoxVfC7p0tiUD_yJflqZfE9VRHRfcd=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:35:06.413Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/American+Leak+Detection+of+Gainesville/data=!4m7!3m6!1s0x88e8a32f40d04e03:0x33c476bb4c51c6c3!8m2!3d29.6548579!4d-82.3271257!16s%2Fg%2F11xrl06ldc!19sChIJA07QQC-j6IgRw8ZRTLt2xDM,American Leak Detection of Gainesville,4.7,3,Plumber,"214 NW 4th Ave, Gainesville, FL 32601, United States","MM3F+W4 Gainesville, Florida, USA",https://www.americanleakdetection.com/gainesville/,+1 352-578-2282,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOej-k5oClHIjj4RjHuXkuxHE89oEzPFAyjt2fQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-11-11T04:35:10.926Z,,,,
