placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,isBlackOwned,attributes
https://www.google.com/maps/place/Journey+Mental+Health+Center+-+Kessel+Court+Location/data=!4m7!3m6!1s0x8806533196f4087f:0x8233f9330d089e85!8m2!3d43.0484488!4d-89.4801473!16s%2Fg%2F1tjgq4pb!19sChIJfwj0ljFTBogRhZ4IDTP5M4I,Journey Mental Health Center - Kessel Court Location,2.0,77,Mental health clinic,"25 Kessel Ct, Madison, WI 53711, United States","2GX9+9W Madison, Wisconsin, USA",http://www.journeymhc.org/,+1 608-280-2700,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMdOO7PStEZYEb-efY255ewohApzUnSb1RVzNMU=w488-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:24.329Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,,
https://www.google.com/maps/place/Regent+Mental+Health+Group/data=!4m7!3m6!1s0x8807ae5d0e5ea4dd:0x260eb73a8e06cb3d!8m2!3d43.0489481!4d-89.4915622!16s%2Fg%2F1th1vmrc!19sChIJ3aReDl2uB4gRPcsGjjq3DiY,Regent Mental Health Group,3.7,27,Mental health clinic,"700 Rayovac Dr #103, Madison, WI 53711, United States","2GX5+H9 Madison, Wisconsin, USA",http://www.regentmentalhealth.com/,+1 608-238-5826,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9LdIocAGk1VNos0Mt0ObFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.5799&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:29.248Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5:30 pm,Closed,Closed,,
https://www.google.com/maps/place/Brogden+Psychology+Building/data=!4m7!3m6!1s0x8807acc8dd4f3deb:0x924df572361e313a!8m2!3d43.0725283!4d-89.4061911!16s%2Fg%2F11b7l52nhc!19sChIJ6z1P3cisB4gROjEeNnL1TZI,Brogden Psychology Building,5.0,1,Psychiatric hospital,"1202 W Johnson St, Madison, WI 53706, United States","3HFV+2G Madison, Wisconsin, USA",https://psych.wisc.edu/,+1 608-262-1040,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FIigcRJm2atYjMCrQ26GZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.56442&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:32.157Z,,,,,,,,,
https://www.google.com/maps/place/Journey+Mental+Health+Center+-+Gateway+CSP/data=!4m7!3m6!1s0x880652d3e001f6f7:0x46c5557731bc1711!8m2!3d43.0487699!4d-89.4808544!16s%2Fg%2F1tm1r0wc!19sChIJ9_YB4NNSBogRERe8MXdVxUY,Journey Mental Health Center - Gateway CSP,2.3,3,Mental health service,"49 Kessel Ct, Madison, WI 53711, United States","2GX9+GM Madison, Wisconsin, USA",http://www.journeymhc.org/,+1 608-280-3150,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C9IeJLVINgNR4wmYD34dxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.26048&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:34.811Z,,,,,,,,,
https://www.google.com/maps/place/Geode+Health/data=!4m7!3m6!1s0x8807ad39773a48f7:0xd3d95bd078f59c21!8m2!3d43.0681257!4d-89.3987264!16s%2Fg%2F11xnyy40bj!19sChIJ90g6dzmtB4gRIZz1eNBb2dM,Geode Health,4.6,9,Mental health clinic,"780 Regent St Suite 309, Madison, WI 53715, United States","3J92+7G Madison, Wisconsin, USA",https://geodehealth.com/,+1 608-690-5657,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNvU9rNnR9ezEIkaC2hiYX5RAWq-Ppz_WWvU6UE=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:39.554Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/UnityPoint+Health+-+Meriter+-+Child+%26+Adolescent+Psychiatry/data=!4m7!3m6!1s0x8807afd8b04c94fd:0xc7590e53999291c3!8m2!3d43.0194351!4d-89.5251945!16s%2Fg%2F1vs1sg10!19sChIJ_ZRMsNivB4gRw5GSmVMOWcc,UnityPoint Health - Meriter - Child & Adolescent Psychiatry,4.2,49,Psychiatric hospital,"8102 Wellness Wy, Madison, WI 53719, United States","2F9F+QW Madison, Wisconsin, USA",https://www.unitypoint.org/locations/unitypoint-health---meriter---child--adolescent-psychiatry?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 608-417-8777,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3TMpd19XeNFymcPioKGYpQ-Uvl_Ak1t0CMoCOiZgKUsQ9MWebrl-3gdTeaX76Ldy_Wn0qHl2ZWrJz5FBflf_CqDm7MLeeuRkARbUtG1ECSjiB62McvSg9-9u-0_bxALjSyfA=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:44.783Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Melissa+Gannage,+MD/data=!4m7!3m6!1s0x8807acf3535214f3:0x339ce59e30b91f1d!8m2!3d43.055041!4d-89.397793!16s%2Fg%2F1260jd34t!19sChIJ8xRSU_OsB4gRHR-5MJ7lnDM","Melissa Gannage, MD",5.0,3,Psychiatrist,"1102 S Park St, Madison, WI 53715, United States","3J42+2V Madison, Wisconsin, USA",,,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zVbU8NwzhvtbucvmuhPyNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.242805&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:49.675Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Behavioral+Health+Clinic/data=!4m7!3m6!1s0x8807ad46992c369f:0x7542deabf286aeb8!8m2!3d43.0332174!4d-89.4289008!16s%2Fg%2F11rv01v7jm!19sChIJnzYsmUatB4gRuK6G8qveQnU,Behavioral Health Clinic,5.0,5,Mental health clinic,"2921 Landmark Pl Suite 215 - #324, Madison, WI 53713, United States","2HMC+7C Madison, Wisconsin, USA",http://www.wibehavioralhealth.com/,+1 855-607-8242,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kbde0QHcU0kzSwqwBRwtgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.02286&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:54.439Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,,
https://www.google.com/maps/place/Madison+Behavioral+Health/data=!4m7!3m6!1s0x8807ad27c1942ecf:0x4a2968929af5d612!8m2!3d43.0643594!4d-89.4184925!16s%2Fg%2F11xtx3sk5k!19sChIJzy6UwSetB4gREtb1mpJoKUo,Madison Behavioral Health,,,Mental health clinic,"1920 Monroe St, Madison, WI 53711, United States","3H7J+PJ Madison, Wisconsin, USA",https://madisonbh.com/,+1 608-318-3622,"Closed · Opens 9 am Tue

Updated by this business 6 days ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yQ2wQZ9VlMPTxupnv6yQIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.49725&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:26:59.159Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Integral+Psychology+Center/data=!4m7!3m6!1s0x8807acc3357ecbb7:0x56a1e58eb8b6a6f9!8m2!3d43.0667571!4d-89.4140659!16s%2Fg%2F1tggbk49!19sChIJt8t-NcOsB4gR-aa2uI7loVY,Integral Psychology Center,4.0,1,Counselor,"1619 Monroe St, Madison, WI 53711, United States","3H8P+P9 Madison, Wisconsin, USA",http://www.integralpsychology.com/,+1 608-255-9330,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPKnClxxk8FztXS1YVN6XZn4lZLEgfr5sBzkTnh=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:27:03.822Z,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Accelerated+Psychiatry/data=!4m7!3m6!1s0x880653419a790679:0x30a5761a0775fb42!8m2!3d43.0596022!4d-89.4925247!16s%2Fg%2F11p5nq3qqj!19sChIJeQZ5mkFTBogRQvt1Bxp2pTA,Accelerated Psychiatry,3.5,11,Psychiatrist,"6502 Grand Teton Plaza UNIT 107, Madison, WI 53719, United States","3G54+RX Madison, Wisconsin, USA",https://acceleratedpsychiatry.com/,+1 608-820-1570,Closed · Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOP2P0obwZ9vLPRc9W9bQ3BTAolD10WyMnwoxzp=w408-h334-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:27:08.793Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–1 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,,
"https://www.google.com/maps/place/SSM+Health+Dean+Medical+Group:+Christen+Harer,+APNP/data=!4m7!3m6!1s0x880652d4b18cc7ad:0x1cb53a6cea07253d!8m2!3d43.0525952!4d-89.3982087!16s%2Fg%2F11ggr0j9gw!19sChIJrceMsdRSBogRPSUH6mw6tRw","SSM Health Dean Medical Group: Christen Harer, APNP",3.5,2,Psychiatrist,"1313 Fish Hatchery Rd, Madison, WI 53715, United States","3J32+2P Madison, Wisconsin, USA",https://www.ssmhealth.com/find-a-doctor/doctor-details/christen-c-harer-apnp,+1 608-252-8000,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pPbuRdAfXXNPdBxLmeMVJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.30167&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:27:11.645Z,,,,,,,,,
https://www.google.com/maps/place/The+Psychology+Clinic+-+Madison/data=!4m7!3m6!1s0x8807ad00298b52b9:0x972de92124aace37!8m2!3d43.0743682!4d-89.4470666!16s%2Fg%2F11wr2r27c4!19sChIJuVKLKQCtB4gRN86qJCHpLZc,The Psychology Clinic - Madison,,,Mental health service,"702 N Blackhawk Ave, Madison, WI 53705, United States","3HF3+P5 Madison, Wisconsin, USA",https://www.thepsychologyclinicinc.com/,+1 608-238-9991,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=syvS1eNZHWALQ054Cr0NNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.43602&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:27:14.168Z,,,,,,,,,
https://www.google.com/maps/place/Harm%C3%B3nia+-+Madison+Center+for+Psychotherapy/data=!4m7!3m6!1s0x88065347abb7b929:0x4695db16612c003!8m2!3d43.0783515!4d-89.3870723!16s%2Fg%2F1tdx4q39!19sChIJKbm3q0dTBogRA8ASZrFdaQQ,Harmónia - Madison Center for Psychotherapy,5.0,2,Mental health service,"406 N Pinckney St, Madison, WI 53703, United States","3JH7+85 Madison, Wisconsin, USA",http://www.harmonia-madison.com/,+1 608-255-8838,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9wz6ERSHJr5O8myAJ5QODw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.37744&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:27:16.788Z,,,,,,,,,
https://www.google.com/maps/place/GHC-SCW+Olin+Clinic/data=!4m7!3m6!1s0x88065332f18b79cb:0xfbda7a7e99223125!8m2!3d43.0525062!4d-89.3800802!16s%2Fg%2F1vnrr5gy!19sChIJy3mL8TJTBogRJTEimX562vs,GHC-SCW Olin Clinic,3.8,5,Mental health clinic,"208 E Olin Ave Suite 105, Madison, WI 53713, United States","3J39+2X Madison, Wisconsin, USA",https://www.ghcscw.com/,+1 608-257-9700,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNWxrgMZNmfs9umbXXBh4aTJQayXd7jgsko_x_9=w423-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-12-16T03:27:21.500Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
