placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Tree+Shepherds/data=!4m7!3m6!1s0x864c32f4a52a8805:0x7bcd2bf65687053d!8m2!3d33.1146971!4d-97.0257067!16s%2Fg%2F1tdlc3gz!19sChIJBYgqpfQyTIYRPQWHVvYrzXs,Tree Shepherds,5.0,339,Tree service,"314 Carlisle Dr, Lake Dallas, TX 75065, United States","4X7F+VP Lake Dallas, Texas, USA",https://www.treeshepherds.net/,+1 972-317-9598,Closed · Opens 7:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHp01wiexPI0waaVyLlk5QWt1Hp4swW-fgroSGDvBJjb_yCPXZtB8gBPigCce_1XnTwoqS4X7ZbA33nQxd533VAx_GjBZMRh_mzsaklj4OfryATMfBbLPSzq5ZHnYnLGF7mP5_1PQ=w408-h247-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:01.926Z,,
https://www.google.com/maps/place/JChavez+Flower+Mound+Tree+Service/data=!4m7!3m6!1s0x350c5e2ce89ccbf:0x535e3adeb151945!8m2!3d33.036568!4d-97.1310546!16s%2Fg%2F11q9j2978n!19sChIJv8yJzuLFUAMRRRkV663jNQU,JChavez Flower Mound Tree Service,5.0,6,Tree service,,,https://jchavezflowermoundtreeservice.com/,+1 972-945-0492,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPMcwefNoZQNriMQD4zT6BWd2KADdAXsPfvEx0W3UEHZiRJ2GctVHR_qAzNg668yJJINi0e-25Z8EYDclk2C5Wl7kJreAA7hcvHVUqpbym87bSt5A1YC126N6_hKeaI6N2hs8j_w=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:07.041Z,,
https://www.google.com/maps/place/Quality+Tree+Service+DFW/data=!4m7!3m6!1s0x6d2b9cfdafc5929d:0x26112c257203e791!8m2!3d33.1382908!4d-97.0328959!16s%2Fg%2F11p644d42d!19sChIJnZLFr_2cK20RkecDciUsESY,Quality Tree Service DFW,4.9,374,Tree service,"425 S Shady Shores Rd #25, Denton, TX 76208, United States","4XQ8+8R Denton, Texas, USA",https://www.qualitytreeservicedfw.com/?utm_campaign=gmb,+1 214-407-2385,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgRZctImsio2uFjD8wuFx2QKJ3MFImX2vlJ0oCp9BeUX3AQHISDC6JtBu7RdNwxEN4uY-b9jbSIH42s63dnNipENoLfeT60_ie4DxaxdW60kiH_px8GovC7eNJqbmmfgaaI4KpVfbixpZF=w458-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:11.395Z,,
https://www.google.com/maps/place/R%26G+Tree+Trimming/data=!4m7!3m6!1s0x864c2dd36e75ee51:0xcec0eba1e5079550!8m2!3d32.926447!4d-97.031894!16s%2Fg%2F11j2tt19pc!19sChIJUe51btMtTIYRUJUH5aHrwM4,R&G Tree Trimming,4.7,83,Tree service,,,https://rgtreetrim.com/,+1 469-306-5633,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKmSDOwGQJkww6oaGzKKt_ttRg6EIDT021khcxEMXiNqg6qFH7Or8GV3qQHKtAPYJDJiTaV6s8OAJNUrKFRa-z40MbokGuBOK0w8FDbaerBaeER58Fn6gSg84q2GaKerwa9a0=w408-h508-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:15.561Z,,
https://www.google.com/maps/place/Junior%27s+Tree+Services/data=!4m7!3m6!1s0x49ee2d53271cf5a3:0x8166153971d14117!8m2!3d33.0346443!4d-96.9856273!16s%2Fg%2F11rz589crr!19sChIJo_UcJ1Mt7kkRF0HRcTkVZoE,Junior's Tree Services,4.9,262,Tree service,"402 E State Hwy 121 Trlr 689, Lewisville, TX 75057, United States","22M7+VP Lewisville, Texas, USA",http://www.juniorstreeservicestx.com/,+1 972-544-4758,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSH4iHUVR88RtA6qEkHgpcE4yDPN2eO11vzPgeUmAI2jXdAtoFSBNBkHVUs2GeRhWyP3ajVF50swRHUdtVTRHGgwe9bl8CiMfrOsOUv1Fz3NiE-18qEfATw-vQLyD5UmJZKzAp=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:19.857Z,,
https://www.google.com/maps/place/Golden+Tree+Maintenance/data=!4m7!3m6!1s0x864c2e3666295b81:0xf1da52236313c3fa!8m2!3d33.0442192!4d-96.9709204!16s%2Fg%2F1v_0k4j4!19sChIJgVspZjYuTIYR-sMTYyNS2vE,Golden Tree Maintenance,4.7,369,Tree service,"1080 E State Hwy 121, Lewisville, TX 75057, United States","22VH+MJ Lewisville, Texas, USA",http://www.goldentreestoneyard.com/,+1 972-416-1799,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgmeIL5KhRxGGtnweHstiFXU4mAn25RY6Et_rfScjJcrwMT3uMLIMcE_SUSfhvxuE-8qCmKp5dp-bYuJeiuwlMwveuNJhZuvIeRC9Cn3cgMBpg_OiWOnDv34PYPNHLgloXVzm9=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:24.059Z,,
"https://www.google.com/maps/place/Ryno+Lawn+Care,+LLC/data=!4m7!3m6!1s0x864c2d90329007c1:0xda795746507cb867!8m2!3d32.9985775!4d-97.0689987!16s%2Fg%2F11mbqrzzk0!19sChIJwQeQMpAtTIYRZ7h8UEZXedo","Ryno Lawn Care, LLC",4.8,116,Lawn care service,"1011 Surrey Ln Bldg 200, Flower Mound, TX 75022, United States","XWXJ+CC Flower Mound, Texas, USA",https://www.rynolawncare.com/,+1 469-384-2110,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElocUII9-qkMslVPik0Y-zyFt0Ls2IQCE8Hsyn4hvyoYE-_3XbyoUtaSDO787z9NgbGfEzEqucD2kzcgGA9p3EMpmXoHm439ssRbLJHsKX56dcocGpdv5b6t4S95l5GVp-XjI=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:28.273Z,,
https://www.google.com/maps/place/Premier+Lawnscapes+of+Texas/data=!4m7!3m6!1s0x864c2d96e0910241:0x1a776dcf0974259d!8m2!3d33.021138!4d-97.049783!16s%2Fg%2F1263m2nrw!19sChIJQQKR4JYtTIYRnSV0Cc9tdxo,Premier Lawnscapes of Texas,4.7,62,Landscaper,"2633 Skinner Dr, Flower Mound, TX 75028, United States","2XC2+F3 Flower Mound, Texas, USA",http://www.premierlawnstx.com/,+1 817-504-4729,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFd__ZPDidBz2aIDMf2JTrVW8nIdE_TJScW69VpDxKCDNBgrxbrUqMEPcfR8rKaWHFmAP9Vo7kFimiHBvfXXFKS8kYWhlO9dTmLntXiH_G34bq49Pv-OivATOuKWj86euVOTBE1=w408-h483-k-no,true,8 am–4:30 pm,8 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:32.693Z,,
https://www.google.com/maps/place/Outdoor+Lighting+Perspectives+of+Flower+Mound/data=!4m7!3m6!1s0x864c2d171931fee9:0xe86bfa85a22aba8c!8m2!3d32.9878321!4d-97.033726!16s%2Fg%2F11cmnqhqdb!19sChIJ6f4xGRctTIYRjLoqooX6a-g,Outdoor Lighting Perspectives of Flower Mound,5.0,150,Landscape lighting designer,,,https://www.outdoorlights.com/flower-mound,+1 469-202-5467,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_p6rqGxvXx03mW0Vpee55ktMjOdEvRXsg02TXK3xyDGRTOpN2_hCbu_exngfH6kqMgH37ygT63VzpilC5_uYX7NiJblxDZ-Oexc3xnvsnQ82PqpLb8_HN90i90xTAoIWItJ8N3JAAQzow=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:36.870Z,Designer offering a wide array of handcrafted outdoor lighting fixtures made of copper or brass.,
https://www.google.com/maps/place/Card+My+Yard+-+Flower+Mound/data=!4m7!3m6!1s0x864dd2cac91b45bb:0xfd384a077be73432!8m2!3d33.0281673!4d-97.099996!16s%2Fg%2F11gfg0w4rk!19sChIJu0UbycrSTYYRMjTnewdKOP0,Card My Yard - Flower Mound,5.0,151,Party equipment rental service,,,https://www.cardmyyard.com/locations/zipcodes/75022/,+1 214-789-2920,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxCzUUhRHhnke842QGeNj3sTM2JbPA6wGciOc41SD0Hpjvm-uZfKGvrgcOdcXSc-B1f77NbRmLoTl19c-mYhLKhVduVdPNZf5Skz2-ZWS2DoQgR2Gxj80TSK3w927tnyW-TmiS=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:41.057Z,,
https://www.google.com/maps/place/Angry+Beaver+Tree+Solutions/data=!4m7!3m6!1s0x864c2d44e5dd57c5:0x161cfc143973880f!8m2!3d32.8975456!4d-97.2176714!16s%2Fg%2F11kjztt07s!19sChIJxVfd5UQtTIYRD4hzORT8HBY,Angry Beaver Tree Solutions,5.0,256,Tree service,,,http://angrybeavertreesolutions.com/,+1 214-504-8149,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTLTnNhuyf1Tlvhn54xQ6ckIqopVTGA4ugLYKu7gtu2Oc2br6a0WYgK2QJsh855L5R0aq_AbYxmQYq8eebPSwAu_cq5VtLgZiWkU1dIjb2KTE1tUNddAAkMjP1wdXO4gB21EIT0w=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:45.293Z,,
https://www.google.com/maps/place/Parker+Tree+Service/data=!4m7!3m6!1s0x864dd2031af01c95:0xdb5c934cc5935e05!8m2!3d33.043318!4d-97.1755793!16s%2Fg%2F12hlp1jc6!19sChIJlRzwGgPSTYYRBV6TxUyTXNs,Parker Tree Service,4.0,4,Tree service,"9209 Shawnee Trail, Flower Mound, TX 75022, United States","2RVF+8Q Flower Mound, Texas, USA",https://www.parkertreeservice.biz/,+1 214-394-2414,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq4ZRD2VIt9p8NtF8V2h112X4t9iN3BZmXu1D72Evrn7FY50qDhVZySJ5cOGifogT-G296MclU5nqLqTOrs316Sp0czJ1XenjwaWPEVCKyFSjWQR_1jzcIMpOkRmbsLTCJRK7TEg=w713-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:47.467Z,,
https://www.google.com/maps/place/Stump+N%E2%80%99+Grind/data=!4m7!3m6!1s0x8bc94b521790167f:0xc5e5ce4a77af4fcf!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11z2tgs283!19sChIJfxaQF1JLyYsRz0-vd0rO5cU,Stump N’ Grind,5.0,6,Tree service,,,https://www.stumpngrinddfw.com/,+1 682-808-8895,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHous7b4LLBC4sS6ktrPai4KQO4Rh9xs2fCvrtS-Uzh4ufa4da09Lyrc2h1o_7F99PppTCPm-Um3NOT0_jzoIH1ID5zYGsHpq19xP-Q4cX83Zpbz7y4UEd5jo8G7LlHcMcFLJVSre6qt-nd=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:51.621Z,,
https://www.google.com/maps/place/Carbon+Cutters+Landscaping/data=!4m7!3m6!1s0x864c2d8bf190fb91:0x8a3a3054fbc5e3d5!8m2!3d32.998015!4d-97.0501276!16s%2Fg%2F11nn1zpg6d!19sChIJkfuQ8YstTIYR1ePF-1QwOoo,Carbon Cutters Landscaping,5.0,1,Landscape architect,,,https://thecarboncutters.com/,+1 214-766-5258,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuN9noO1dQ4EpjgEX74_LXxr34bLzQnnzklW3bjyMyV0x-EDhTT8_CTpVcuAv4y0gkyVHrBmi0S7m7EFbq6Mzd7d6HxLbqLY_hF0lCqWpPP0ECOxtjkQgwA81bkSV5fU9kR1_glQ=w408-h274-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,7 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:35:56.026Z,,
https://www.google.com/maps/place/Hickory+Heights+LLC/data=!4m7!3m6!1s0x260e2923fbf1e82f:0xfc7966ab04f1a867!8m2!3d33.138088!4d-97.0131569!16s%2Fg%2F11ks0x2wzz!19sChIJL-jx-yMpDiYRZ6jxBKtmefw,Hickory Heights LLC,4.8,26,Tree service,,,https://hickoryheightstreeservice.com/,+1 469-652-4091,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExFYgV9W7mulpW115BtBnD4CiFJZXicsJKIaBdVSWi1TH3Pj9QTBH9iOPovVr85v5PUHmtJ4A2xdkUKf0ag_B3dciuQEt99WXIgsoeiizdHUOtKu3P8fhaQcyCl3hdqZ56IcvsdUs6WYE=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2026-04-29T04:36:00.242Z,,
