placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,isBlackOwned
"https://www.google.com/maps/place/Vein+Care+Medical+Center:+Michael+Landau,+MD/data=!4m7!3m6!1s0x80c2b93eab474ff5:0x46628c7c3962165a!8m2!3d34.0635002!4d-118.3640232!16s%2Fg%2F1tcx78cz!19sChIJ9U9Hqz65woARWhZiOXyMYkY","Vein Care Medical Center: Michael Landau, MD",4.7,16,Family practice physician,"6221 Wilshire Blvd # 612, Los Angeles, CA 90048, United States","3J7P+C9 Los Angeles, California, USA",https://www.veincaremedicalcenter.com/?utm_source=gmb_auth,+1 323-934-9191,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipM24NwAeoDJoGZGHaAZ4WJzFDOEPb0-8ipLFZ51=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,Closed,9 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:10:30.682Z,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Glendale/data=!4m7!3m6!1s0x80c2c110985dba8d:0x422277cb90bd8d91!8m2!3d34.1363949!4d-118.25753!16s%2Fg%2F11b808g083!19sChIJjbpdmBDBwoARkY29kMt3IkI,USA Vein Clinics - Glendale,4.3,48,Medical clinic,"800 S Central Ave Ste 305A, Glendale, CA 91204, United States","4PPR+HX Glendale, California, USA",https://www.usaveinclinics.com/company/locations/california/office/glendale/,+1 323-284-6337,,,https://lh3.googleusercontent.com/p/AF1QipOgDAPlqCBmQB56D1gb8t8s-Tk6N6ep2_U4g-oZ=w408-h289-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:10:35.848Z,,
https://www.google.com/maps/place/Pacific+VascuCare+Surgery+Center/data=!4m7!3m6!1s0x80c2c7a772eebc35:0xc717786383a2de20!8m2!3d34.060494!4d-118.267493!16s%2Fg%2F1z44b1f0v!19sChIJNbzucqfHwoARIN6ig2N4F8c,Pacific VascuCare Surgery Center,4.5,6,Medical Center,"1660 W 3rd St, Los Angeles, CA 90017, United States","3P6M+52 Los Angeles, California, USA",https://www.azuravascularcare.com/center/pacific-vascucare/?utm_source=local&utm_medium=organic&utm_campaign=gmb-center-listing&utm_content=website&y_source=1_OTIyMjkxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 213-201-0850,"Open · Closes 4 pm

Confirmed by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipP03yQMgfmUrukgWi5xcfK8zT0k3KziLOgL18xA=w426-h240-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:10:40.614Z,,
https://www.google.com/maps/place/Vena+Vein+Clinic+-+Glendale/data=!4m7!3m6!1s0x80c2c11fd7e67c39:0x5c755c5d43fe1c83!8m2!3d34.1427382!4d-118.2617758!16s%2Fg%2F11b7rtpw69!19sChIJOXzm1x_BwoARgxz-Q11cdVw,Vena Vein Clinic - Glendale,4.3,19,Medical clinic,"419 W Colorado St Unit A, Glendale, CA 91204, United States","4PVQ+37 Glendale, California, USA",https://venaclinic.com/,+1 818-925-1707,Open · Closes 5 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=knVM_jaAyJqS3Kgiv7b78w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.54977&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:10:45.639Z,,
https://www.google.com/maps/place/California+Vascular+%26+Interventional/data=!4m7!3m6!1s0x80c2b910f0bd89cb:0x7627d68d44bcefb4!8m2!3d34.0681077!4d-118.3839016!16s%2Fg%2F11mpvf_7x3!19sChIJy4m98BC5woARtO-8RI3WJ3Y,California Vascular & Interventional,4.9,44,Medical clinic,"145 N Robertson Blvd, Beverly Hills, CA 90211, United States","3J98+6C Beverly Hills, California, USA",https://cavascular.com/,+1 310-409-4114,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipM2y60Ne4Y6hikDKG2wZadjzofv3JPRzQRBMYq-=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:10:50.823Z,,
https://www.google.com/maps/place/Los+Angeles+Vein+Center/data=!4m7!3m6!1s0x80c2bbe32cc1cc03:0x5a15f511c6304c7b!8m2!3d34.070384!4d-118.4010585!16s%2Fg%2F11fb0cp4s1!19sChIJA8zBLOO7woARe0wwxhH1FVo,Los Angeles Vein Center,,,Surgical center,"9400 Brighton Way Suite 203, Beverly Hills, CA 90210, United States","3HCX+5H Beverly Hills, California, USA",http://www.losangelesveincenters.com/,+1 310-281-0154,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipOGCmIbGm-jc0V1QLRj5AVzds0kAzny89pxTy0o=w408-h612-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:10:55.618Z,,
"https://www.google.com/maps/place/Beverly+Hills+Vein+Institute:+Ivan+Brooks,+MD/data=!4m7!3m6!1s0x80c2b94fda7d6f31:0xd56f5be6ec1a1763!8m2!3d34.070384!4d-118.4010585!16s%2Fg%2F1tgm33jx!19sChIJMW992k-5woARYxca7OZbb9U","Beverly Hills Vein Institute: Ivan Brooks, MD",4.7,53,Medical clinic,"9400 Brighton Way Ste 205, Beverly Hills, CA 90210, United States","3HCX+5H Beverly Hills, California, USA",https://www.beverlyhillsveininstitute.com/,+1 310-853-5850,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTsD9y4Nzrs0Qj6okyBqEFiC_l29KEUkDMFCjbLTQQ3fs_vhyYHHgzmpbTMWI05Sztx34DrQEY1F0IYONOkHMypIahvFKwg3iQhSQ8bPz9KbXWp8B8mwT0lEY6OZm6WntoMQW1=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:00.624Z,,
https://www.google.com/maps/place/Renew+Vein+and+Vascular+-+Korea+Town/data=!4m7!3m6!1s0x80c2b90ea47a9505:0x8666a71cd1d89022!8m2!3d34.0563135!4d-118.3225044!16s%2Fg%2F11vwp3drvv!19sChIJBZV6pA65woARIpDY0RynZoY,Renew Vein and Vascular - Korea Town,,,Medical office,"903s Crenshaw Blvd, Los Angeles, CA 90019, United States","3M4G+GX Los Angeles, California, USA",https://www.renewveins.com/,+1 833-736-3988,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vszlfTyu8zmK_bpR0Sy26A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.02533&pitch=0&thumbfov=100,true,8 am–5 pm,8 pm–12 am,12 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:05.598Z,,
"https://www.google.com/maps/place/Neil+Reddy,+MD+%7C+Cedars+Vascular+Surgeon+%7C+Varicose+Vein+Treatment+%7C+Wound+Care+%7C+Sclerotherapy/data=!4m7!3m6!1s0x80db1b0bd3e4c151:0xcaff82f054e8016b!8m2!3d34.073849!4d-118.3805281!16s%2Fg%2F11k1n_20wb!19sChIJUcHk0wsb24ARawHoVPCC_8o","Neil Reddy, MD | Cedars Vascular Surgeon | Varicose Vein Treatment | Wound Care | Sclerotherapy",5.0,20,Vascular surgeon,"8631 W 3rd St # 615E, Los Angeles, CA 90048, United States","3JF9+GQ Los Angeles, California, USA",https://www.vascularsurg.com/,+1 310-652-8132,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPfndpgQwQSFh7-Lij4HBL4cres0tDsnO26eY_G=w408-h613-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:10.609Z,,
https://www.google.com/maps/place/Vermont+Med+spa/data=!4m7!3m6!1s0x80c2c7eda557e643:0xebf673f5efc0a295!8m2!3d34.0943023!4d-118.2915429!16s%2Fg%2F11ghltsrgc!19sChIJQ-ZXpe3HwoARlaLA7_Vz9us,Vermont Med spa,4.6,63,Medical spa,"1234 N Vermont Ave, Los Angeles, CA 90029, United States","3PV5+P9 Los Angeles, California, USA",https://vermontmedspa.com/,+1 323-906-7830,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipOxqGQi8jkSsVYiKoPf8nfWRXcwdUnWSPogyQnC=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:15.752Z,,
https://www.google.com/maps/place/Laser+Nail+Therapy/data=!4m7!3m6!1s0x80c2c7bce75f7e4d:0x4b2c4fd86c06808a!8m2!3d34.073676!4d-118.28625!16s%2Fg%2F11s16w6gyy!19sChIJTX5f57zHwoARioAGbNhPLEs,Laser Nail Therapy,3.0,2,Medical clinic,"3367 1st St Suite 201, Los Angeles, CA 90004, United States","3PF7+FF Los Angeles, California, USA",https://lasernailtherapy.com/,+1 213-516-4114,Open · Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPVR2qMgpmQJxXoDGwcccu_8CmIceFJulZ9r2dI=w408-h240-k-no-pi0-ya20-ro0-fo100,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:20.760Z,,
https://www.google.com/maps/place/IVE+MEDICAL+SPA/data=!4m7!3m6!1s0x80c2b95cca4070df:0xb69449702768ae6f!8m2!3d34.0673331!4d-118.3088362!16s%2Fg%2F11q2tr74_7!19sChIJ33BAyly5woARb65oJ3BJlLY,IVE MEDICAL SPA,4.7,120,Medical spa,"356 S Western Ave #206, Los Angeles, CA 90020, United States","3M8R+WF Los Angeles, California, USA",https://ivemedicalspa.com/,+1 213-663-2333,"Open · Closes 6 pm

Updated by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNEo3AIx6oIXSBHaerIvb5tRd3jnZYE5yGdtsSZ=w408-h315-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:25.561Z,,
https://www.google.com/maps/place/Beverly+Hills+Vein+and+Cardiovascular+Institute/data=!4m7!3m6!1s0x80c2b94f234284cf:0x138318c5b2c7378a!8m2!3d34.0653859!4d-118.3724459!16s%2Fg%2F11bw2h0_mb!19sChIJz4RCI0-5woARijfHssUYgxM,Beverly Hills Vein and Cardiovascular Institute,,,Medical clinic,"640 S San Vicente Blvd # 350, Los Angeles, CA 90048, United States","3J8H+52 Los Angeles, California, USA",https://www.bhvci.com/?utm_source=gmb,+1 310-492-8858,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DAUFW6VDY9eROc5SYQSEXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.411163&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:30.307Z,,
https://www.google.com/maps/place/Vermont+Urgent+Care+%26+Multi+Specialty+Center/data=!4m7!3m6!1s0x80c2c78f66a47897:0x606426d15f511b6d!8m2!3d34.045323!4d-118.2917982!16s%2Fg%2F1q5gnpds_!19sChIJl3ikZo_HwoARbRtRX9EmZGA,Vermont Urgent Care & Multi Specialty Center,4.3,499,Urgent care center,"1435 Vermont Ave #100, Los Angeles, CA 90006, United States","2PW5+47 Los Angeles, California, USA",http://vermonturgentcare.org/,+1 213-386-2511,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMrJoXXX-lTctpV2Gn2EuQDUgQKMOg-DBtHkpho=w720-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:35.288Z,,
https://www.google.com/maps/place/View+Wellness/data=!4m7!3m6!1s0x80c2c7f4a010066b:0x45809509edc3596a!8m2!3d34.0526343!4d-118.2898812!16s%2Fg%2F11ldsfz737!19sChIJawYQoPTHwoARalnD7QmVgEU,View Wellness,4.8,22,Medical spa,"2655 W Olympic Blvd #203, Los Angeles, CA 90006, United States","3P36+32 Los Angeles, California, USA",http://www.viewwellnessusa.com/,+1 213-332-9330,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwq2iRUbB3DzvA6cntnjX5Xf1fAv1Di_YyeGmZuyJyeb8RlGgtQbE0pSeykGm6WrWHWyB3GOe_x26spi4MFXL3GYyZ21o79ZyUbtwNLnLLiigEoGB1lTezr3Cb0_Qfu0QiCp4_wTQ=w408-h544-k-no,true,10:30 am–5:30 pm,Closed,10:30 am–5:30 pm,10:30 am–5:30 pm,10:30 am–5:30 pm,Closed,10:30 am–5:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:40.260Z,,
https://www.google.com/maps/place/Vascular+Surgery+Associates+Medical+Group/data=!4m7!3m6!1s0x80c2b94d44a3d1cd:0x9115a970e3128df8!8m2!3d34.0739203!4d-118.3805123!16s%2Fg%2F1tlz_fwd!19sChIJzdGjRE25woAR-I0S43CpFZE,Vascular Surgery Associates Medical Group,4.9,36,Surgical center,"8631 W 3rd St # 615E, Los Angeles, CA 90048, United States","3JF9+HQ Los Angeles, California, USA",https://www.vascularsurg.com/,+1 310-652-8132,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vzuLkRxAUgg6pjCQgRz5NA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.5503676&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:45.390Z,,
https://www.google.com/maps/place/Renew+Vein+and+Vascular+%28Wound+Care+Center%29+-+Bell+Gardens/data=!4m7!3m6!1s0x80c2cdfad3ecb8d5:0x284b17305b3c6ee8!8m2!3d33.9560408!4d-118.1600637!16s%2Fg%2F11p0ybbpbs!19sChIJ1bjs0_rNwoAR6G48WzAXSyg,Renew Vein and Vascular (Wound Care Center) - Bell Gardens,4.8,53,Vascular surgeon,"8218 Garfield Ave, Bell Gardens, CA 90201, United States","XR4Q+CX Bell Gardens, California, USA",https://renewveins.com/,+1 323-968-6824,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPYm8dHZJQX7zJ0qaCM1_NxvnM46EHcJN7q8wDj=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-12-16T22:11:50.462Z,,
