placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,isBlackOwned,error
"https://www.google.com/maps/place/Pella+Windows+and+Doors+Showroom+of+Rochester,+MN/data=!4m7!3m6!1s0x87f75f1b549b9b1f:0x66b9340ee49ee050!8m2!3d44.0212129!4d-92.4946948!16s%2Fg%2F11bc73cs7p!19sChIJH5ubVBtf94cRUOCe5A40uWY","Pella Windows and Doors Showroom of Rochester, MN",4.7,150,Window installation service,"2014 2nd St SW Suite A, Rochester, MN 55902, United States","2GC4+F4 Rochester, Minnesota, USA",https://www.pella.com/locations/mn/rochester/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 507-285-1200,Closed ⋅ Opens 9 am Sat,,https://lh3.googleusercontent.com/p/AF1QipMXnZMXXMpBEuSDk-kMcJ7mClj7wBzqsTgVYBIC=w426-h240-k-no,true,9 am–5 pm,9 am–1 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-11-07T23:24:55.831Z,,,
https://www.google.com/maps/place/Precision+Garage+Door+of+Rochester/data=!4m7!3m6!1s0x89d6cb39704d648b:0xcde0a23c2c5ea1a6!8m2!3d43.1537443!4d-77.7283079!16s%2Fg%2F1tfjgjcr!19sChIJi2RNcDnL1okRpqFeLDyi4M0,Precision Garage Door of Rochester,4.9,1457,Garage door supplier,"650 Mile Crossing Blvd, Rochester, NY 14624, United States","573C+FM Rochester, New York, USA",https://garagedoorsrochester.com/?utm_source=gmb&utm_medium=location_rochester&utm_campaign=website,+1 585-223-8960,Closed ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/p/AF1QipMzgyTwXl2rOPtx_wonPQCCFQJs4j7PtRCKTKFD=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-11-07T23:25:01.712Z,,,
https://www.google.com/maps/place/Rochester+Overhead+Doors+%26+Gates+Experts/data=!4m7!3m6!1s0x89d6b578a541a867:0x3bc058f7095707be!8m2!3d43.186176!4d-77.616399!16s%2Fg%2F11knqmz5sr!19sChIJZ6hBpXi11okRvgdXCfdYwDs,Rochester Overhead Doors & Gates Experts,5.0,24,Door supplier,,,http://www.garagedoorrepairrochesterny.com/,+1 585-236-2500,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMyGa0ZalSz1y87KGu2EtDN54sfK4R0Y2kUOIOR=w457-h240-k-no,true,Open 24 hours,Open 24 hours,8 am–3:30 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-11-07T23:25:06.870Z,,,
https://www.google.com/maps/place/Rochester+Door+Company/data=!4m7!3m6!1s0x89d6b5047a7e87af:0x5eaa629d58df5c57!8m2!3d43.1482168!4d-77.6067893!16s%2Fg%2F11jxfjbtqy!19sChIJr4d-egS11okRV1zfWJ1iql4,Rochester Door Company,4.6,29,Door supplier,"32 Mt Hope Ave, Rochester, NY 14620, United States","49XV+77 Rochester, New York, USA",https://rochesterdoorcompany.com/,+1 585-505-8555,Closed ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/p/AF1QipNtQKLgUETuE9EcVAyA9rz8tDtPT71LEXrx_Ikm=w408-h407-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-11-07T23:25:11.716Z,,,
https://www.google.com/maps/place/Happy+Garage+Door+Services/data=!4m7!3m6!1s0xabf4ba5d9e10a50d:0x937fdc0c5bfc33bf!8m2!3d44.0776235!4d-92.5792925!16s%2Fg%2F11ldv9rwb9!19sChIJDaUQnl269KsRvzP8Wwzcf5M,Happy Garage Door Services,4.9,51,Garage door supplier,,,https://www.happygds.com/,+1 507-216-6192,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4CZuAk3GkxEENz1YQPPR_kjtXGbvSJzo2CyejMeFOP6YJTPyBnWkWwTMAhb9w9_bqCFw5cvtw2VWdS7zX2Az8kd8dTBRvJxbWFtLJKkRQLUnHSpaesOlti7RNJAlC6Edvpq8x_OxtJsY=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-11-07T23:25:16.569Z,,,
"https://www.google.com/maps/place/PowerLift+Doors+by+French+Manufacturing,+Inc./data=!4m7!3m6!1s0x87f73e5371e0ed57:0x666be76d4ca0e9c2!8m2!3d44.028881!4d-92.81971!16s%2Fg%2F11gfnhw22w!19sChIJV-3gcVM-94cRwumgTG3na2Y","PowerLift Doors by French Manufacturing, Inc.",,,Door manufacturer,"20960 636th St, Dodge Center, MN 55927, United States","25HJ+H4 Dodge Center, Minnesota, USA",http://french.powerliftdoors.com/,+1 507-374-9306,Closed ⋅ Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zTL7Xev8OA4j05Z8gLEaaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.45306&pitch=0&thumbfov=100,false,7 am–12 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:25:35.871Z,,,
https://www.google.com/maps/place/Johnson+Hardware+Co./data=!4m7!3m6!1s0x87f73e78cde37ce5:0xac5e14856c7fec7c!8m2!3d44.0274935!4d-92.855984!16s%2Fg%2F1tfz0p12!19sChIJ5XzjzXg-94cRfOx_bIUUXqw,Johnson Hardware Co.,5.0,3,Hardware store,"14 1st Ave SW, Dodge Center, MN 55927, United States","24GV+XJ Dodge Center, Minnesota, USA",http://www.jhcomaha.com/,+1 507-374-2425,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vYF9Yhl5dLd5Dq9kht754A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.99867&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:25:38.767Z,· Delivery,,
https://www.google.com/maps/place/Evans+Construction+LLC/data=!4m7!3m6!1s0x79e028d0ccf3449:0x7ab8c37c582a5486!8m2!3d44.0350683!4d-92.8623987!16s%2Fg%2F11vcv12p_6!19sChIJSTTPDI0CngcRhlQqWHzDuHo,Evans Construction LLC,5.0,19,Construction company,"416 7th St NW, Dodge Center, MN 55927, United States","24PQ+22 Dodge Center, Minnesota, USA",https://evansmn.com/,+1 507-254-4112,Open ⋅ Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPqnqzVILlSycYbrRGRNOyX3rh-YojdmyiTZEGE=w408-h905-k-no,true,7 am–8 pm,7 am–8 pm,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:25:43.670Z,,,
https://www.google.com/maps/place/Northland+Windows+%26+Doors+Inc/data=!4m7!3m6!1s0x87f73ffee297e0d5:0x3cc4a3a5f9468a3b!8m2!3d44.0593438!4d-92.7805635!16s%2Fg%2F1262rh5vj!19sChIJ1eCX4v4_94cRO4pG-aWjxDw,Northland Windows & Doors Inc,4.0,8,Window supplier,"22924 617th St, Mantorville, MN 55955, United States","3659+PQ Mantorville, Minnesota, USA",http://northlandwindowsanddoors.com/,+1 507-635-3330,Closes soon ⋅ 5:30 pm ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxn6jc1xcWUHQvFf-C41XTYGOKoRZA4-FdJS9YTv_25DPLHgT8qntad4-gy2RSNZQIZj2xDRiS9jjgF62Jh0tBeU6LPFzP1sxW-rJVVztEZnMDjHL9AiYTLgK8jg9WqrFPetA5y-vODX129=w408-h541-k-no,true,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:25:48.511Z,,,
https://www.google.com/maps/place/Hardware+Hank/data=!4m7!3m6!1s0x87f73e7b0b84c629:0x9727c43452a6d26!8m2!3d44.0277319!4d-92.858863!16s%2Fg%2F1txfpqfx!19sChIJKcaEC3s-94cRJm0qRUN8cgk,Hardware Hank,4.7,55,Hardware store,"14 3rd Ave SW, Dodge Center, MN 55927, United States","24HR+3F Dodge Center, Minnesota, USA",https://www.doitbest.com/hardware-hank/,+1 507-374-6344,Closes soon ⋅ 5:30 pm ⋅ Opens 8 am Sat,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XprTEx808PCWIQC1ThFBBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.698128&pitch=0&thumbfov=100,false,8 am–5:30 pm,8 am–1 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:25:53.406Z,,,
https://www.google.com/maps/place/Bear%27s+Overhead+Doors/data=!4m7!3m6!1s0x87f783cc17b42523:0x3aff8f190f9f5c2e!8m2!3d44.404224!4d-92.588494!16s%2Fg%2F11t7x_zv7z!19sChIJIyW0F8yD94cRLlyfDxmP_zo,Bear's Overhead Doors,4.9,477,Garage door supplier,"37509 County 4 Blvd, Goodhue, MN 55027, United States","CC36+MJ Goodhue, Minnesota, USA",http://www.bearsoverheaddoors.com/,+1 651-923-5923,Open ⋅ Closes 9 pm,,https://lh3.googleusercontent.com/p/AF1QipPkfDv-fw36VwweS5stVGL8IQ9cPK6LRRWVLpmB=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:25:58.473Z,,,
https://www.google.com/maps/place/Kath+Overhead+Door+LLC/data=!4m7!3m6!1s0x87f7252f5c5bf295:0xdfefc1773c058480!8m2!3d46.4419165!4d-93.3614534!16s%2Fg%2F11jwmm3mxy!19sChIJlfJbXC8l94cRgIQFPHfB798,Kath Overhead Door LLC,4.6,147,Garage door supplier,,,http://kathoverheaddoor.com/,+1 507-676-3310,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNjcFMfwWE0tBLfSWR2_uwb2GwywrtfzN-m8czw=w480-h240-k-no,true,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:03.111Z,,,
https://www.google.com/maps/place/S%26S+Overhead+Door/data=!4m7!3m6!1s0x87f755f150dbd04d:0xd9c357360b3033f4!8m2!3d43.7749643!4d-92.4835233!16s%2Fg%2F11rfpbnmlf!19sChIJTdDbUPFV94cR9DMwCzZXw9k,S&S Overhead Door,4.7,15,Garage door supplier,"28 US-63, Racine, MN 55967, United States","QGF8+XH Racine, Minnesota, USA",http://www.sandsoverheaddoor.com/,+1 507-721-8635,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMmA_CnyefvthgPoZpDawa7Z80un_Iragvi3Cpn=w601-h240-k-no,true,7 am–3 pm,Closed,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:08.113Z,,,
"https://www.google.com/maps/place/Midwest+Door/@43.6816185,-92.956367,17z/data=!3m1!4b1!4m6!3m5!1s0x87f0d218b7531ba5:0x2339c921228f02ba!8m2!3d43.6816185!4d-92.956367!16s%2Fg%2F1vm7b__c",Midwest Door,5.0,16,Door supplier,"1606 13th St NE, Austin, MN 55912, United States","M2JV+JF Austin, Minnesota, USA",,+1 507-437-6226,,,,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:13.003Z,,,
https://www.google.com/maps/place/Tek+Overhead+Door+LLC/data=!4m7!3m6!1s0xa522ab3774a52ff9:0xf49eed7c71745b27!8m2!3d43.9579723!4d-94.1497208!16s%2Fg%2F11w_yw17mc!19sChIJ-S-ldDerIqURJ1t0cXztnvQ,Tek Overhead Door LLC,5.0,46,Garage door supplier,"53056 Firefly Rd, Vernon Center, MN 56090, United States","XV52+54 Vernon Center, Minnesota, USA",https://www.tekoverheaddoor.com/,+1 507-766-5827,Closes soon ⋅ 6 pm ⋅ Opens 9 am Sat,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNYRtf9OFUiEZO9CH1uq1G1C-ES8BM7HzAxYlFg=w408-h306-k-no,true,7 am–6 pm,9 am–6 pm,9 am–6 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:17.871Z,,,
https://www.google.com/maps/place/Precision+Garage+Door+Twin+Cities/data=!4m7!3m6!1s0x87f6317c2e3034bb:0x89d41382fff4da13!8m2!3d44.7385329!4d-93.1952856!16s%2Fg%2F11fqt1x0bz!19sChIJuzQwLnwx9ocRE9r0_4IT1Ik,Precision Garage Door Twin Cities,4.9,470,Garage door supplier,"14607 Felton Ct #118, Apple Valley, MN 55124, United States","PRQ3+CV Apple Valley, Minnesota, USA",https://precisiondoormn.com/?utm_source=gmb&utm_medium=location_applevalley&utm_campaign=website,+1 952-800-3338,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/p/AF1QipMtP6hHmI1XjbFrGSzSyYSNJgpBO3Xv283Aj_Gc=w408-h305-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:22.798Z,,,
https://www.google.com/maps/place/Prime+Garage+Door+%26+More/data=!4m7!3m6!1s0x87f6e77111a5da85:0x8a79821a51238964!8m2!3d44.1371939!4d-93.2477559!16s%2Fg%2F11g9nlw2t7!19sChIJhdqlEXHn9ocRZIkjURqCeYo,Prime Garage Door & More,5.0,51,Garage door supplier,"4500 N County Rd 45, Owatonna, MN 55060, United States","4QP2+VV Owatonna, Minnesota, USA",http://www.primegaragedoor.net/,+1 507-413-6699,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPg_XZjwLjQ1UkRCi4EjP2WklgDWUvSt7TRmzjM=w408-h402-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:27.742Z,,,
https://www.google.com/maps/place/Superior+Garage+Door+Repair+-+Farmington/data=!4m7!3m6!1s0x87f64b568fc4612b:0x424e70397d43388f!8m2!3d44.6321293!4d-93.1357402!16s%2Fg%2F11xcv1xncg!19sChIJK2HEj1ZL9ocRjzhDfTlwTkI,Superior Garage Door Repair - Farmington,5.0,29,Garage door supplier,"923 8th St #941d, Farmington, MN 55024, United States","JVJ7+VP Farmington, Minnesota, USA",https://247superiorgaragedoor.com/farmington-garage-door/,+1 651-386-1854,Open ⋅ Closes 9 pm,,https://lh3.googleusercontent.com/p/AF1QipN-3uZLLszdTqpF3kJQUT-9zwGkMjHh1umZ99Q=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:32.852Z,,,
https://www.google.com/maps/place/Superior+Garage+Door+Repair-+Eden+Prairie/data=!4m7!3m6!1s0x87f61f093b6a6067:0xcb9dcfe6db743031!8m2!3d44.8847119!4d-93.4585914!16s%2Fg%2F11ns5kk7g8!19sChIJZ2BqOwkf9ocRMTB02-bPncs,Superior Garage Door Repair- Eden Prairie,4.9,486,Garage door supplier,"6595 Edenvale Blvd Suite 180B, Eden Prairie, MN 55346, United States","VGMR+VH Eden Prairie, Minnesota, USA",https://247superiorgaragedoor.com/eden-prairie-garage-door-repair/,+1 612-999-2984,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOnKyEcQ2M2ak06F2G7d9PciPDeoFsyMUrMt3Ye=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-11-07T23:26:37.908Z,,,
