placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Atlantic+City+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x89c0ee8635d7f997:0xec3c2db9af258de2!8m2!3d39.3492972!4d-74.4559117!16s%2Fg%2F1td59j24!19sChIJl_nXNYbuwIkR4o0lr7ktPOw,Atlantic City Plumbing & Electrical,4.3,41,Plumbing supply store,"3839 Atlantic Ave, Atlantic City, NJ 08401, United States","8GXV+PJ Atlantic City, New Jersey, USA",http://www.teamace.com/,+1 609-348-0186,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XjUssrMecw1C5xnWE5vDzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.2885&pitch=0&thumbfov=100,true,8 am–1 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:23:57.472Z,,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Gitto+Electric+Co+Inc/data=!4m7!3m6!1s0x89c0ec1e2fb8cfbf:0x21de84e57e9b8d2f!8m2!3d39.3429602!4d-74.4794839!16s%2Fg%2F1tqcm3j7!19sChIJv8-4Lx7swIkRL42bfuWE3iE,Gitto Electric Co Inc,5.0,5,Electrician,"114 N Dorset Ave, Ventnor City, NJ 08406, United States","8GVC+56 Ventnor City, New Jersey, USA",,+1 609-823-8873,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BFUECADUH2CrBZH_8casqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.48077&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:02.301Z,,,,
https://www.google.com/maps/place/Jackson+Electric/data=!4m7!3m6!1s0x89c0f0146cb7c631:0x6704f7b754d9a1d0!8m2!3d39.3955794!4d-74.3861967!16s%2Fg%2F1ts3m30p!19sChIJMca3bBTwwIkR0KHZVLf3BGc,Jackson Electric,4.3,9,Electrician,"201 31st St S #1, Brigantine, NJ 08203, United States","9JW7+6G Brigantine, New Jersey, USA",,+1 609-262-5456,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aJ3peSiubD7zvfG3n5mZpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.073315&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:07.350Z,,,,
https://www.google.com/maps/place/NorEaster+Electric+LLC/data=!4m7!3m6!1s0x89c0dd14149bfc0d:0x90c38f9593af082!8m2!3d39.5231483!4d-74.6310367!16s%2Fg%2F11t805gjq7!19sChIJDfybFBTdwIkRgvA6Wfk4DAk,NorEaster Electric LLC,4.9,57,Electrician,"358 Bremen Ave, Egg Harbor City, NJ 08215, United States","G9F9+7H Egg Harbor City, New Jersey, USA",https://noreasterelectric.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,+1 609-445-4970,"Closes soon · 5 pm · Opens 7:30 am Mon

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO31_iftHzab52afSkLDgC0mPOQ9-PUAwGpyeje=w408-h544-k-no,true,7 am–5 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:12.244Z,,,,
"https://www.google.com/maps/place/Atlantic+City+Electric/@39.4150512,-74.5317351,17z/data=!3m1!4b1!4m6!3m5!1s0x89c0e892354aa8f9:0x651d7c76f296a674!8m2!3d39.4150512!4d-74.5317351!16s%2Fg%2F11bw1rjzr5",Atlantic City Electric,1.3,29,Electric utility company,"2542 Fire Rd, Egg Harbor Township, NJ 08234, United States","CF89+28 Egg Harbor Township, New Jersey, USA",http://atlanticcityelectric.com/,+1 800-642-3780,Closed · Opens 8 am Mon,,false,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:19.025Z,,,,
https://www.google.com/maps/place/TruBlue+of+Cherry+Hill/data=!4m7!3m6!1s0x89c23ba4a0e0fc5b:0x738c118b66dcb1cd!8m2!3d39.755524!4d-75.0826385!16s%2Fg%2F11h7149nrk!19sChIJW_zgoKQ7wokRzbHcZosRjHM,TruBlue of Cherry Hill,5.0,40,Handyman/Handywoman/Handyperson,,,http://www.trublueally.com/cherry-hill,+1 856-376-7800,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHqByR_wOOEMtxXK2VgYot_IEL0AENWadl-2UBWp4cKkO1wd2NGxMgaA19OMbr3zqXv676tFdLWIt4DVRt4HFRK3maLdakbNayMZDDi27PsHKXo3DOxk14I0qBlD1ktrosUv_3Qg=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:23.855Z,,,,
"https://www.google.com/maps/place/Atlantic+Power+House,+LLC/data=!4m7!3m6!1s0x89c0c10e6b400001:0x28dc58cc84cdb7c4!8m2!3d39.3401544!4d-74.6502075!16s%2Fg%2F11h06mzyq5!19sChIJAQBAaw7BwIkRxLfNhMxY3Cg","Atlantic Power House, LLC",4.9,41,Small engine repair service,"105 Kathy Ln, Egg Harbor Township, NJ 08234, United States","88RX+3W Egg Harbor Township, New Jersey, USA",http://www.atlanticpowerhouse.com/,+1 609-204-0701,Closed · Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U71npsbca30vfwXVESpK9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.42145&pitch=0&thumbfov=100,true,10 am–2:30 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–4 pm,10 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:29.046Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/M+%26+L+Electric/data=!4m7!3m6!1s0x89c0eea655555555:0xe6c3cbcf34fb8981!8m2!3d39.3403243!4d-74.4774281!16s%2Fg%2F1tcw4jd0!19sChIJVVVVVabuwIkRgYn7NM_Lw-Y,M & L Electric,5.0,2,Electrician,"Ventnor City, NJ 08406, United States","8GRF+42 Ventnor City, New Jersey, USA",,+1 609-823-6800,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cuyiqc9bPGiXtrzo66mrlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.91164&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:31.617Z,,,,
https://www.google.com/maps/place/Jersey-Atlantic+Wind+Farm/data=!4m7!3m6!1s0x89c0efab6fee73c9:0xc11aa5405ec58e75!8m2!3d39.3813902!4d-74.4474861!16zL20vMDlscXA1!19sChIJyXPub6vvwIkRdY7FXkClGsE,Jersey-Atlantic Wind Farm,1.0,1,Wind farm,"1801 Absecon Blvd, Atlantic City, NJ 08401, United States","9HJ3+H2 Atlantic City, New Jersey, USA",https://www.acua.com/Projects/Jersey-Atlantic-Wind-Farm.aspx,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz89cJyKlp-Yt4x4jzsYSycYt6VU8bgzd3TODGECynDCJ3c0JygcI-4nT8sJkFN8zdUuWMTSUgGfwezWi7IB4YBfIdFknAYxNbe2oImBtY8HwB2MHCPrPHhVUVd0QVo9SsMOkEfNmqwDHSH=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:34.372Z,,,,
https://www.google.com/maps/place/Colmar+True+Value+Home+Center/data=!4m7!3m6!1s0x89c0ec0a2b94f4b3:0xbca7cfaef3483586!8m2!3d39.3303541!4d-74.4966589!16s%2Fg%2F1vn19f93!19sChIJs_SUKwrswIkRhjVI867Pp7w,Colmar True Value Home Center,4.5,145,Hardware store,"7 S Essex Ave, Margate City, NJ 08402, United States","8GJ3+48 Margate City, New Jersey, USA",https://stores.truevalue.com/nj/margate-city/12711,+1 609-822-4992,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw80X4HuS0vOcxQr8AU6eyvISFylKNlqxSEo78PuB9BwyieQWuMqJiNVTFqewjRMevTE1imjMuh7WGFIMhCpcubY5WB7IYDip6UH1ymzLmtZbBQ-bQPrfgZnVG1aooA2-jsC26J=w408-h306-k-no,true,8 am–6 pm,8 am–4 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:39.322Z,,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Shore+Fasteners+%26+Supply+Inc/data=!4m7!3m6!1s0x89c0e8db59477b8d:0x99ba62f1a82bb90e!8m2!3d39.3986739!4d-74.516205!16s%2Fg%2F1tgpc56w!19sChIJjXtHWdvowIkRDrkrqPFiupk,Shore Fasteners & Supply Inc,5.0,16,Tool store,"500 N Main St, Pleasantville, NJ 08232, United States","9FXM+FG Pleasantville, New Jersey, USA",http://www.shorefasteners.com/,+1 609-646-6245,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbEk1bnnGR-WqgPvDIuFH6nr-_NhtbYF0m2pnljJ3A94IQA7Nnt2UUJLldmcX38OUtuj1QP_64SB9fr5jjUWLlIlwXs44lk_WtManAuYbTeu229MHIkB_K-w0GrK1t-XaQ7OBB=w408-h306-k-no,false,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:44.155Z,,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/M+%26+L+Electric/data=!4m7!3m6!1s0x89c0e91edd5a73f3:0x315f16e89b3d01e!8m2!3d39.3862452!4d-74.526548!16s%2Fg%2F1tfk0rlk!19sChIJ83Na3R7pwIkRHtCziW7xFQM,M & L Electric,5.0,2,Electrician,"5 E Bayview Ave, Pleasantville, NJ 08232, United States","9FPF+F9 Pleasantville, New Jersey, USA",,+1 609-485-0530,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FEFiH96osD2RGXJY6pZgWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.15628&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:47.039Z,,,,
https://www.google.com/maps/place/Absecon+Electric+Motor+Works/data=!4m7!3m6!1s0x89c0e602fc7cb567:0xaa1d26a441b76708!8m2!3d39.4307959!4d-74.5087766!16s%2Fg%2F1tfrycv6!19sChIJZ7V8_ALmwIkRCGe3QaQmHao,Absecon Electric Motor Works,4.6,24,Well drilling contractor,"500 White Horse Pike, Absecon, NJ 08201, United States","CFJR+8F Absecon, New Jersey, USA",http://www.abseconelectric.com/,+1 609-641-1523,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1VTou_KdL4JwGws8C4VC3mD0hI76_LbTuEaNRFQL42ve14n558vwlCIIh1opFoTr18cAugygkp117NSlMqr211fhjV_71ZCEjLAtdCIeOYynP-FeZKykBwrTIZ9yIGQ_X_nI=w408-h306-k-no,true,9 am–12 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:51.949Z,,,,
https://www.google.com/maps/place/Brothers+Electric/data=!4m7!3m6!1s0x89c0e86460e45623:0x74ab1ea7f8602e90!8m2!3d39.4216226!4d-74.5531743!16s%2Fg%2F1tf76dx1!19sChIJI1bkYGTowIkRkC5g-Kceq3Q,Brothers Electric,4.4,20,Electrician,"6599 Delilah Rd, Egg Harbor Township, NJ 08234, United States","CCCW+JP Egg Harbor Township, New Jersey, USA",https://primeelectricianpros.com/Egg-Harbor-Township,+1 848-315-2525,Closed · Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lyieXAAwOilUiB4Z6q4zgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.63028&pitch=0&thumbfov=100,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:24:56.809Z,,,,
https://www.google.com/maps/place/Bass+Pro+Shops/data=!4m7!3m6!1s0x89c0ee42844e4497:0x84440141b1f4603e!8m2!3d39.3585327!4d-74.4394997!16s%2Fg%2F11b7llvzcx!19sChIJl0ROhELuwIkRPmD0sUEBRIQ,Bass Pro Shops,4.6,3268,Sporting goods store,"30 Christopher Columbus Blvd, Atlantic City, NJ 08401, United States","9H56+C6 Atlantic City, New Jersey, USA",https://stores.basspro.com/us/nj/atlantic-city/30-n-christopher-columbus-blvd.html?y_source=1_MzAxMTU1NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 609-449-4500,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3Ki4f0V1cvxzhw63W31H5Tn-jBMJL2XgN4-q8HimAcva-YdlV7nqnJHDalgOOxD0YhRA4TYvbrJSGrqto4kVq_IBE0tMNUfu-WdQry4oPjT2O-EdKJIDXcZpHvNvD8TSB438Eg9DHWC1q=w408-h544-k-no,true,10 am–7 pm,10 am–6 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:25:01.785Z,,"Chain known for its large, wilderness-themed stores & wide array of hunting, fishing & outdoor gear. · In-store shopping · Kerbside pickup",,
https://www.google.com/maps/place/Niceta+Electric/data=!4m7!3m6!1s0x89c0e99b2053cdfb:0xd6525e2c6286d5a8!8m2!3d39.3647435!4d-74.5549442!16s%2Fg%2F1wf39j30!19sChIJ-81TIJvpwIkRqNWGYixeUtY,Niceta Electric,5.0,3,Heating contractor,"2119 Merritt Dr, Northfield, NJ 08225, United States","9C7W+V2 Northfield, New Jersey, USA",,+1 609-272-0815,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fQl2JFLfHKUf5QD6ZxdNqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.24265&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:25:04.633Z,,,,
https://www.google.com/maps/place/McAllister+The+Service+Company/data=!4m7!3m6!1s0x89c0c037ebe7f3c1:0x22e3e250a4418d4a!8m2!3d39.3123295!4d-74.615798!16s%2Fg%2F1ttq2_sz!19sChIJwfPn6zfAwIkRSo1BpFDi4yI,McAllister The Service Company,4.8,764,Heating contractor,"30 Mays Landing Rd, Somers Point, NJ 08244, United States","896M+WM Somers Point, New Jersey, USA",https://www.mcservice.com/,+1 800-757-4122,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNW91kGihVEq6Fe5FWc60QuaMgba5d6B7n0sLNS=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-10T21:25:09.772Z,,,,
