placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,error,attributes
https://www.google.com/maps/place/Liberty+Home+Care+and+Hospice/data=!4m7!3m6!1s0x89ace3d89201f4cb:0x43a3943bb1e11c9a!8m2!3d36.0471683!4d-78.9050226!16s%2Fg%2F1td4k_8g!19sChIJy_QBktjjrIkRmhzhsTuUo0M,Liberty Home Care and Hospice,2.8,9,Home health care service,"3414 N Duke St #201, Durham, NC 27704, United States","23WV+VX Durham, North Carolina, USA",https://www.libertyhomecare.com/?utm_source=GMB&utm_medium=Yext&y_source=1_MTQzOTA3NTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 919-471-1368,Closed ⋅ Opens 8 am Thu,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RkP8f_YFo49AmUpC--T8TQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.99301&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:28:26.832Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/The+Forest+at+Duke/data=!4m7!3m6!1s0x89ace68c7f53d131:0xfc74e560d3afb8b!8m2!3d35.9737388!4d-78.9483296!16s%2Fg%2F1tdzgw5w!19sChIJMdFTf4zmrIkRi_s6DVZOxw8,The Forest at Duke,4.1,25,Retirement community,"2701 Pickett Rd, Durham, NC 27705, United States","X3F2+FM Durham, North Carolina, USA",https://forestduke.org/,+1 919-490-8000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOv3V0JU6ouXUW2E_7ZeMfwKt4LrHgq7pse6lWR=w450-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:28:32.292Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/PruittHealth+-+Carolina+Point/data=!4m7!3m6!1s0x89ace71489ac70d9:0xe6d36251b7fa7238!8m2!3d35.9898097!4d-78.9945845!16s%2Fg%2F1tg6q_27!19sChIJ2XCsiRTnrIkROHL6t1Fi0-Y,PruittHealth - Carolina Point,3.4,122,Nursing home,"5935 Mt Sinai Rd, Durham, NC 27705, United States","X2Q4+W5 Durham, North Carolina, USA",http://www.pruitthealth.com/microsite/facilityid383?utm_source=GMB&utm_medium=WebsiteClick&utm_campaign=Durham&utm_content=PHC1,+1 919-402-2450,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npSpJySNiYIJV6Bf80YKWIBA-7hagRC1gKzQz72ZkNuukEFgFGi-Jki6qNjYnbiU45kp3E03Omtz0mzP0RoyeeDgHq9dJqaDkC7nRO1iDqoEdkVEz8vIvknQPBVOejbstY76mw=w408-h240-k-no-pi0-ya0-ro0-fo100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:28:37.255Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Every+Drop+Counts+Mobile+Phlebotomy+Services/data=!4m7!3m6!1s0x89ace329d986bb87:0x23a33cf9b123c203!8m2!3d36.1442025!4d-78.875711!16s%2Fg%2F11vt8xtsky!19sChIJh7uG2SnjrIkRA8Ijsfk8oyM,Every Drop Counts Mobile Phlebotomy Services,5.0,46,Blood testing service,,,https://www.everydropcountsphlebotomy.org/,+1 919-682-1162,Closes soon ⋅ 8 pm ⋅ Opens 6 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMQMv7WQn-EXozfKUasXD9w5ikUWYyIKq0o5bRW=w424-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:28:42.222Z,6 am–8 pm,6 am–8 pm,6 am–8 pm,9 am–4 pm,Closed,6 am–8 pm,6 am–8 pm,true,,
https://www.google.com/maps/place/UNC+Hospice/data=!4m7!3m6!1s0x89ace9971b0cc101:0x4ffc72c71295db85!8m2!3d35.8939608!4d-79.0132133!16s%2Fg%2F11sjgr4_ys!19sChIJAcEMG5fprIkRhduVEsdy_E8,UNC Hospice,5.0,1,Hospice,"211 Friday Center Dr Suite 2041, Chapel Hill, NC 27517, United States","VXVP+HP Chapel Hill, North Carolina, USA",https://www.unchealth.org/care-services/locations/unc-hospice,+1 984-215-2650,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-F9z5aKf3E7zRjvgqPeQRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.70941&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:28:45.005Z,,,,,,,,,,
https://www.google.com/maps/place/Duke+Raleigh+Palliative+Care+Clinic/data=!4m7!3m6!1s0x89ac597685c3d66b:0x2e93b34ee80f1e27!8m2!3d35.8287922!4d-78.6176556!16s%2Fg%2F11fkl0jl6k!19sChIJa9bDhXZZrIkRJx4P6E6zky4,Duke Raleigh Palliative Care Clinic,1.0,1,Hospice,"3404 Wake Forest Rd #100, Raleigh, NC 27609, United States","R9HJ+GW Raleigh, North Carolina, USA",https://www.dukehealth.org/locations/duke-raleigh-hospital-palliative-care-clinic?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-668-7215,Closed ⋅ Opens 8 am Fri,,https://lh3.googleusercontent.com/p/AF1QipMsCQ7JfXN_p3sQOnsd0PyEonWkMM3KXpwZ9k5b=w408-h266-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:28:49.933Z,1–4:30 pm,Closed,8 am–12 pm,Closed,Closed,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/Baby+Boom+Health/data=!4m7!3m6!1s0x89ace7e2c1662369:0x5b7d6b9624f36a60!8m2!3d35.9417594!4d-78.9331378!16s%2Fg%2F11gt70s1l8!19sChIJaSNmweLnrIkRYGrzJJZrfVs,Baby Boom Health,5.0,2,Health consultant,"4609 Carlton Crossing Dr, Durham, NC 27713, United States","W3R8+PP Durham, North Carolina, USA",http://www.babyboomhealth.com/,+1 919-622-0840,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOnwK107nz4evw8ykVuDuvw0Q-fLcrrM9grdG_M=w504-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:28:55.131Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x89acf392681288bf:0x926e1f37e107ded9!8m2!3d35.7966815!4d-78.7601733!16s%2Fg%2F1260nj8yv!19sChIJv4gSaJLzrIkR2d4H4TcfbpI,Gentiva Hospice,5.0,4,Hospice,"7714 Chapel Hill Rd, Cary, NC 27513, United States","Q6WQ+MW Cary, North Carolina, USA",http://www.gentivahs.com/,+1 919-233-1100,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOtNnyoRttWBAbv6NN_4lEs2rD3ynjPwi5qqDo4=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:00.123Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x89ac58fd0ffbb555:0x58604376017ce261!8m2!3d35.8428374!4d-78.6136981!16s%2Fg%2F1q2w1c_jc!19sChIJVbX7D_1YrIkRYeJ8AXZDYFg,Heartland Hospice,3.6,58,Hospice,"4515 Falls of Neuse Rd Ste 420, Raleigh, NC 27609, United States","R9VP+4G Raleigh, North Carolina, USA",http://heartlandhospice.com/,+1 919-877-9959,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMmakV8JfL4lRisrJEvomhK9vrHiA58jihKG5ay=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:05.184Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Transitions+LifeCare/data=!4m7!3m6!1s0x89ac52a3791f0ebb:0xc4dd15f06733fb67!8m2!3d35.8074798!4d-78.7417445!16s%2Fg%2F1w2y_9sj!19sChIJuw4feaNSrIkRZ_szZ_AV3cQ,Transitions LifeCare,4.3,117,Non-profit organization,"250 Hospice Cir, Raleigh, NC 27607, United States","R745+X8 Raleigh, North Carolina, USA",http://transitionslifecare.org/,+1 919-828-0890,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nphzk4x8fnYr6_TcfB6tJx5ZeV2e8RMiML6Ho7bLgoJzGPVVoqfHGUFLQAoLJcq2dmFxzNpK0xCcCL_TaGkAisjpceVZOC3RuqY01DYeB2zqMuKozN2krpKxLJucgGN5wzXyVMhyg=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:10.329Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/State+Employees+Credit+Union+%28SECU%29+Jim+and+Betsy+Bryan+Hospice+Home+of+UNC+Health/data=!4m7!3m6!1s0x89acb866e9cc618b:0x30aa69a9487a262a!8m2!3d35.7545786!4d-79.1621385!16s%2Fg%2F11dym4wyd7!19sChIJi2HM6Wa4rIkRKiZ6SKlpqjA,State Employees Credit Union (SECU) Jim and Betsy Bryan Hospice Home of UNC Health,4.4,13,Hospice,"100 Roundtree Way, Pittsboro, NC 27312, United States","QR3Q+R4 Pittsboro, North Carolina, USA",https://www.unchealth.org/care-services/locations/state-employees-credit-union-secu-jim-and-betsy-bryan-hospice-home-of-unc-health-pittsboro,+1 984-215-2675,,,https://lh3.googleusercontent.com/p/AF1QipOG2O3VURqG8Gpbfar7-Uw4jdjjEec5HsbWrpEZ=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:13.501Z,,,,,,,,,,
https://www.google.com/maps/place/Cardinal+Health+at+Home/data=!4m7!3m6!1s0x89acefd597447835:0x2c158e33ead31bc9!8m2!3d35.8684857!4d-78.8412657!16s%2Fg%2F11fnqwrq66!19sChIJNXhEl9XvrIkRyRvT6jOOFSw,Cardinal Health at Home,3.1,11,Warehouse,"4234 Surles Ct, Durham, NC 27703, United States","V595+9F Durham, North Carolina, USA",https://www.cardinalhealth.com/en/services/cardinal-health-at-home.html,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nppB19YpsttCblMy6Vy_565xcqXoirXfie5h6fV8N75TuE9SMkUGu2lnuQetC7QqxdLwM8NMQlORy09yVhRanEekbIkfVd82HFhCyxrX5Xf31_MaXkP-LSeEXq96jZtLemtv9E=w408-h306-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:16.421Z,,,,,,,,,,
"https://www.google.com/maps/place/Megan+E.+Jordan,+MD/data=!4m7!3m6!1s0x89ace6ae9d7a7561:0x321da6cd58368aa2!8m2!3d36.0074682!4d-78.9374673!16s%2Fg%2F11by_nr62k!19sChIJYXV6na7mrIkRooo2WM2mHTI","Megan E. Jordan, MD",,,Doctor,"2301 Erwin Rd, Durham, NC 27710, United States","2347+X2 Durham, North Carolina, USA",https://www.dukehealth.org/find-doctors-physicians/megan-e-jordan-md?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-668-7215,,,https://lh3.googleusercontent.com/p/AF1QipPuaW3UnACl9vaxmiVncr7RwTHc8dXFjagj7jY=w408-h612-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:19.212Z,,,,,,,,,,
https://www.google.com/maps/place/Southpoint+Rehabilitation+and+Healthcare+Center/data=!4m7!3m6!1s0x89ace8ac65731d91:0x422261d98fad0be7!8m2!3d35.9177216!4d-78.9321321!16s%2Fg%2F1tgpnx7w!19sChIJkR1zZazorIkR5wutj9lhIkI,Southpoint Rehabilitation and Healthcare Center,3.2,176,Nursing home,"6000 Fayetteville Rd, Durham, NC 27713, United States","W399+34 Durham, North Carolina, USA",https://southpointrehab.com/,+1 919-544-9021,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwd9UAMxRh2PozZjgnTB1sQ_i6_kHf8VqVyR9ME28cag9RPlsvzywcujpJsWcCKHf9kEZ2ZlQ8YmRGaGdmzk4HI8UGZVf4NNN9rJkn1CbzMNJlrBb9QoACvn3aIk2MfIstfQUlYw=w408-h270-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:24.190Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Duke+Medicine+Pavilion/data=!4m7!3m6!1s0x89ace6ac3407dce3:0xa9f7f616d4bb53ae!8m2!3d36.0061302!4d-78.9366138!16s%2Fg%2F1pwfv2rpb!19sChIJ49wHNKzmrIkRrlO71Bb296k,Duke Medicine Pavilion,4.3,124,Hospital,"10 Duke Medicine Cir, Durham, NC 27710, United States","2347+F9 Durham, North Carolina, USA",https://www.dukehealth.org/locations/duke-medicine-pavilion?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-684-8111,,,https://lh3.googleusercontent.com/p/AF1QipMJyBG8pNgxBhfROH5B1GTZSUesSdSk3wdni_-N=w1179-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:27.218Z,,,,,,,,,,
https://www.google.com/maps/place/Hospice+%26+Palliative+Care+Center/data=!4m7!3m6!1s0x89acd51c32bb9bf5:0x76cfd13df2b029e5!8m2!3d36.0612564!4d-79.43441!16s%2Fg%2F1tgdjw6x!19sChIJ9Zu7MhzVrIkR5Smw8j3Rz3Y,Hospice & Palliative Care Center,5.0,3,Hospice,"2134 Hanford Rd, Burlington, NC 27215, United States","3H68+G6 Burlington, North Carolina, USA",,+1 336-229-0490,Closed ⋅ Opens 10 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMuHLLkgUtgK_jwBHn_owoShkiSjmp_qn7-r3nCoPJVD49hr3MmHiu9vkbNKjmIFT7X0JMJ04KkI1laSeWz8gs1lfSL5rrQqPClLSGx7vIzs4MNYHkuqVXlrEpUZ_h9NXixAy4=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:32.140Z,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,,,
"https://www.google.com/maps/place/Alisha+Beth+Benner,+MD/data=!4m7!3m6!1s0x89ace704048764db:0x1b0afb2ad19374a2!8m2!3d36.005182!4d-78.936424!16s%2Fg%2F11v6d_t8pz!19sChIJ22SHBATnrIkRonST0Sr7Chs","Alisha Beth Benner, MD",,,Pain management physician,"20 Duke Medicine Cir, Durham, NC 27710, United States","2347+3C Durham, North Carolina, USA",https://www.dukehealth.org/find-doctors-physicians/alisha-beth-benner-md?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-668-7215,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WUI6QeID6AUsyCeBqiGlOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.10287&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:34.913Z,,,,,,,,,,
https://www.google.com/maps/place/Duke+University+Health+System/data=!4m7!3m6!1s0x89ace3b415b8b907:0xf5741bde5d0f1b4b!8m2!3d36.0070331!4d-78.9375709!16s%2Fg%2F1td6hbsh!19sChIJB7m4FbTjrIkRSxsPXd4bdPU,Duke University Health System,2.2,23,Medical Center,"2301 Erwin Rd, Durham, NC 27710, United States","2346+RX Durham, North Carolina, USA",https://www.dukehealth.org/?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 855-855-6484,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UM_synJ6Vy9qkMSzSY-v4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.15466&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:39.773Z,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,,,
