placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes
https://www.google.com/maps/place/Bulldog+Garage+Doors+And+Operators/data=!4m7!3m6!1s0x8796bc01900fdea3:0x5e38d2b2d69f8c6d!8m2!3d41.5008195!4d-99.680902!16s%2Fg%2F11b5pl3zjn!19sChIJo94PkAG8locRbYyf1rLSOF4,Bulldog Garage Doors And Operators,4.9,39,Garage door supplier,,,http://www.bulldoggaragelincoln.com/,+1 402-450-4698,,https://lh3.googleusercontent.com/p/AF1QipO_pCQVBGIh45iuO6QYnHkW3NtkpoIO2UT7B0Ja=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:52.938Z,,
https://www.google.com/maps/place/Aubrey+Garage+Door+Solutions+Lincoln/data=!4m7!3m6!1s0x809b736ae6b76f7f:0x92f77aa6c6258eeb!8m2!3d38.89248!4d-121.292385!16s%2Fg%2F11ycj87l29!19sChIJf2-35mpzm4AR644lxqZ695I,Aubrey Garage Door Solutions Lincoln,5.0,12,Garage builder,"543 G St, Lincoln, CA 95648, United States","VPR5+X2 Lincoln, California, USA",http://garagedoorsolutionslincoln.pro/,+1 916-252-0525,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvY_z3M3-WKNgeg87t2XIlpBA4bnA1mhS36v-02l1tVbU_xmgbcqShG-RvGmYHbwC1fMGGwMa82GYJNLlftUSmofMRTekUPDjbhw79PWLXZk2oNP0FTCUaMCOs4ZdeKfoybJwpSb8M1CU=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:57.995Z,,
https://www.google.com/maps/place/Meadowlane+Garage+Door+Center/data=!4m7!3m6!1s0x8796bde4f8e5478f:0xab6d00a179c80218!8m2!3d40.7845645!4d-96.688774!16s%2Fg%2F11rvlqlc0_!19sChIJj0fl-OS9locRGALIeaEAbas,Meadowlane Garage Door Center,4.8,15,Garage door supplier,,,https://www.meadowlanegaragedoorscenter.com/,+1 402-374-9847,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipOVtyaP8-aT7XRaT5q63W3D-Qgr2RIA7jsjPdvA=w426-h240-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:14:03.182Z,,
"https://www.google.com/maps/place/Salt+Creek+Garage+Doors/@40.8511022,-96.6821886,17z/data=!3m1!4b1!4m6!3m5!1s0x8796b99777d0a2e5:0xc12e57672cacb9a7!8m2!3d40.8511022!4d-96.6821886!16s%2Fg%2F11ryh2kcwq",Salt Creek Garage Doors,5.0,15,Contractor,"N 27th St, Lincoln, NE 68504, United States","V829+C4 Lincoln, Nebraska, USA",https://saltcreekgaragedoors.com/,+1 402-275-4518,Open ⋅ Closes 10 pm,,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:14:10.375Z,,
https://www.google.com/maps/place/Access+Garage+Doors+of+Lincoln/data=!4m7!3m6!1s0xa6b57cea5b378b4d:0x52754706c7442a90!8m2!3d40.9326464!4d-96.6229351!16s%2Fg%2F11xdsnc5vr!19sChIJTYs3W-p8taYRkCpExwZHdVI,Access Garage Doors of Lincoln,5.0,18,Garage door supplier,,,https://accessdoorcompany.com/lincoln-ne/,+1 402-200-4921,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNoCAZbKMFu43GMrbsnHp-zBAt2vx8VePPOq98N=w408-h255-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:14:16.001Z,Identifies as women-owned,
https://www.google.com/maps/place/Garage+Door+Sales/data=!4m7!3m6!1s0x54ea8d9f82ab9f7f:0x5b8b4262bb02d26d!8m2!3d44.9600288!4d-124.0109679!16s%2Fg%2F11bbrjc619!19sChIJf5-rgp-N6lQRbdICu2JCi1s,Garage Door Sales,4.7,28,Garage door supplier,"1603 SE East Devils Lake Rd, Lincoln City, OR 97367, United States","XX6Q+2J Lincoln City, Oregon, USA",http://garagedoorsaleslc.com/,+1 541-994-3200,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNflVEPWwaGY5DBwtMmW8HdB7-Bp7LMEX_I-f6i=w492-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:14:21.648Z,,
https://www.google.com/maps/place/Doors+Plus+LLC/data=!4m7!3m6!1s0x879695c3e236744b:0xa726ebd2427fa92f!8m2!3d40.7995856!4d-96.7260794!16s%2Fg%2F11shsb9rd3!19sChIJS3Q24sOVlocRL6l_QtLrJqc,Doors Plus LLC,5.0,23,Garage door supplier,"420 W A St, Lincoln, NE 68522, United States","Q7XF+RH Lincoln, Nebraska, USA",http://www.doorsplusllc.com/,+1 402-590-5800,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mXRI45kFaVdkLt1nbce0AA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.62918&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-11-07T23:14:44.385Z,,
https://www.google.com/maps/place/Bulldog+Garage+Doors+%26+Operators/data=!4m7!3m6!1s0x8796bc01900fdea3:0x5637e89f4912f559!8m2!3d40.8043626!4d-96.68581!16s%2Fg%2F1hc9fw71y!19sChIJo94PkAG8locRWfUSSZ_oN1Y,Bulldog Garage Doors & Operators,5.0,6,Garage door supplier,,,https://www.bulldoggaragelincoln.com/,+1 402-450-4698,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipPWD0TN4-F_bZ1rJV1NF28onHyaA-0_Mn10eAuq=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-11-07T23:14:49.352Z,,
"https://www.google.com/maps/place/Capital+Overhead+Door+Co/@29.836095,-95.46119,10z/data=!3m1!4b1!4m6!3m5!1s0x8796bb4846a9366d:0xe140777b94bae8d5!8m2!3d29.836095!4d-95.46119!16s%2Fg%2F11k3hbm7t6",Capital Overhead Door Co,1.0,2,Garage door supplier,,,,+1 281-305-3122,Closed ⋅ Opens 7:30 am Mon,,true,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-11-07T23:14:56.242Z,,
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Omaha/data=!4m7!3m6!1s0x8793f391da0bc52b:0xcc8a6ce9eb166847!8m2!3d41.208861!4d-96.124265!16s%2Fg%2F11byp7z7g3!19sChIJK8UL2pHzk4cRR2gW6-lsisw,Precision Garage Door Service of Omaha,4.8,1106,Garage door supplier,"4924 S 135th St, Omaha, NE 68137, United States","6V5G+G7 Omaha, Nebraska, USA",https://www.omahagaragedoor.repair/,+1 402-401-4600,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNedy7hrRg2vM3hlSJt19sU5IcxdQBo9iFH1vc0=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-11-07T23:15:01.499Z,,
https://www.google.com/maps/place/Spee-dee+Garage+Door+Repair/data=!4m7!3m6!1s0xb67e258b7db2755:0x286fef90031095c2!8m2!3d41.3321491!4d-96.1539438!16s%2Fg%2F11vk7hnbvm!19sChIJVSfbt1jiZwsRwpUQA5Dvbyg,Spee-dee Garage Door Repair,5.0,96,Garage door supplier,"7918 N 153rd St, Bennington, NE 68007, United States","8RJW+VC Bennington, Nebraska, USA",https://speedeegarage.com/,+1 402-457-9820,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPb1AFtN-VurwDqCHsnJkOMr6XBftdaEmEw0iCs=w408-h306-k-no,true,7 am–10 pm,7 am–10 pm,Closed,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-11-07T23:15:06.325Z,,
https://www.google.com/maps/place/ACS+Door+Services+of+Omaha/data=!4m7!3m6!1s0x87939170a2ac362f:0x2c7976a246577d6b!8m2!3d41.174924!4d-96.1282619!16s%2Fg%2F1q2vx6tnn!19sChIJLzasonCRk4cRa31XRqJ2eSw,ACS Door Services of Omaha,4.8,715,Garage door supplier,"8550 S 137th Cir #1, Omaha, NE 68138, United States","5VFC+XM Omaha, Nebraska, USA",https://www.omahaoverheadgaragedoor.com/?utm_campaign=gmb&utm_medium=googlemybusiness&utm_source=googlemybusiness,+1 402-704-8256,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipO1qfdHa8U_vIf6PrJkknmWK9gP7FQvRyGan6i3=w630-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-11-07T23:15:11.251Z,,
https://www.google.com/maps/place/Garage+Door+Mechanix/data=!4m7!3m6!1s0x628417067d8f2151:0xacd5cdc03744c2a1!8m2!3d40.8043626!4d-96.7528266!16s%2Fg%2F11vf1v1g75!19sChIJUSGPfQYXhGIRocJEN8DN1aw,Garage Door Mechanix,5.0,21,Garage door supplier,,,https://www.gdmechanix.com/,+1 402-890-5296,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNMFop_Mg8E91zXHcc6Ebk7ufjm4mI5ayG2JlyZ=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-11-07T23:15:16.432Z,,
https://www.google.com/maps/place/Revolution+Garage+Door/data=!4m7!3m6!1s0x4e19b901e874c25f:0xc25193323e3b0c64!8m2!3d44.5390858!4d-123.3506289!16s%2Fg%2F11vb7lnlb9!19sChIJX8J06AG5GU4RZAw7PjKTUcI,Revolution Garage Door,4.9,132,Garage door supplier,"2376 Applegate St, Philomath, OR 97370, United States","GJQX+JP Philomath, Oregon, USA",https://www.revolutiongaragedoor.com/,+1 541-401-2473,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjyVlD-BVT9pfDSRzWcmXieVtFOllPL8UXqJW1cR-CWa8yjYbp_bgifR2L8dbvZwOgCX9ArttH59azASTzKqLcWrpOGt-6h4wcXW06YtDtQ5MlGG4X1dgyY4Rhx7smm-RQ2_Y=w408-h306-k-no,true,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-11-07T23:15:33.715Z,,
https://www.google.com/maps/place/Just+Maintaining/data=!4m7!3m6!1s0x54c1c24c00242043:0xd809ffb7732257fd!8m2!3d44.4267341!4d-124.0686378!16s%2Fg%2F1tgj8k2f!19sChIJQyAkAEzCwVQR_Vcic7f_Cdg,Just Maintaining,4.8,8,Garage door supplier,"Waldport, OR 97394, United States","CWGJ+MG Waldport, Oregon, USA",,+1 541-563-7156,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6VdvleNKL4WEFeYghu59VQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.01016&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-11-07T23:15:43.855Z,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Oregon+Coast%E2%84%A2/data=!4m7!3m6!1s0x54c181f54958accd:0xaae0c0a14e40adf9!8m2!3d43.9987915!4d-124.1031884!16s%2Fg%2F11s1v5wsb4!19sChIJzaxYSfWBwVQR-a1ATqHA4Ko,Overhead Door Company of Oregon Coast™,5.0,54,Garage door supplier,"3737 Pine St, Florence, OR 97439, United States","XVXW+GP Florence, Oregon, USA",https://www.ohdeugene.com/overhead-door-company-of-the-oregon-coast/,+1 541-305-8680,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMQsZ_zNLEgM60jD9l-OaTOHdkWJYDeME_N44p4=w408-h272-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-11-07T23:15:49.288Z,,
https://www.google.com/maps/place/Waldport+Ace+Hardware/data=!4m7!3m6!1s0x54c1c3b49edfea65:0xf6df9e673f306535!8m2!3d44.4301024!4d-124.0594625!16s%2Fg%2F1tknk4zf!19sChIJZerfnrTDwVQRNWUwP2ee3_Y,Waldport Ace Hardware,3.8,237,Hardware store,"340 NE Alsea Hwy, Waldport, OR 97394, United States","CWJR+26 Waldport, Oregon, USA",http://www.acehardware.com/store-details/18130?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18130,+1 541-563-3199,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxszAgt73U7c_58jeRBJqjD-OaVzWd1SqXsCXGLHfDZU2XAOjHxycLhdQfgwaou6ubLe0hXRcj0I-F3TdOdhBZxBbMTkljScXeRWAc3JAToTdTjG0b9SC60Bq2KeS-rgY5GSWZH=w426-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-11-07T23:15:55.054Z,,· In-store shopping · In-store pick-up
https://www.google.com/maps/place/Oregon+Dock%27+N+Door/data=!4m7!3m6!1s0x54c0e2035cbdfe01:0x50c407c13d7d4ac0!8m2!3d44.0720582!4d-123.138843!16s%2Fg%2F11f3p7zv9m!19sChIJAf69XAPiwFQRwEp9PcEHxFA,Oregon Dock' N Door,5.0,229,Garage door supplier,"1006 Bethel Dr, Bethel-Danebo, OR 97402, United States","3VC6+RF Bethel-Danebo, Eugene, OR, USA",http://www.oregondockndoor.com/,+1 541-393-6994,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4QNdbHadJoiwVr8rsAI8HPY5jQM4yQFQtfeYw9nj6PobNpeZfRBB2YmqEi-hCgb5TgG90u9e95O-5RHWNXRyqbBHDmUldfwuWw-fMS7ta_nWYUC9XLNWNnh7zp1Z7YB1d2wTy1A=w408-h544-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-11-07T23:16:00.544Z,,
https://www.google.com/maps/place/Coast+Garage+Door/data=!4m7!3m6!1s0x54eb2d64e5321b47:0xfa249e6137758100!8m2!3d45.515302!4d-123.8815739!16s%2Fg%2F11h3c5db34!19sChIJRxsy5WQt61QRAIF1N2GeJPo,Coast Garage Door,5.0,374,Garage door supplier,"8105 Warren St, Bay City, OR 97107, United States","G489+49 Bay City, Oregon, USA",http://coastgaragedoor.com/,+1 503-377-2847,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOIj6xDH21EzkgFXVGSfunbp1anEp50bR-sLKK4=w643-h240-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-11-07T23:16:06.040Z,,
