placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
https://www.google.com/maps/place/The+Jorvik+Gardener/data=!4m7!3m6!1s0x487931a313e36db9:0x2548d7f5f1a3fc66!8m2!3d53.9673089!4d-1.0768621!16s%2Fg%2F11cmt0yylr!19sChIJuW3jE6MxeUgRZvyj8fXXSCU,The Jorvik Gardener,4.2,24,Gardener,"14 Brownlow St, York YO31 8LW, United Kingdom","XW8F+W7 York, UK",http://www.jorvikgardener.co.uk/,+44 7835 124093,Closed · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aKCPzYAAVcHH42MAuNf6mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.85975&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:45.521Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/York+agri+%26+home+care/data=!4m7!3m6!1s0x4fef1c2ab59750a7:0x7fbabd706b52d4f1!8m2!3d53.950294!4d-1.124783!16s%2Fg%2F11y47hcm33!19sChIJp1CXtSoc708R8dRSa3C9un8,York agri & home care,4.8,31,Gardener,"Tudor Rd, Acomb, York YO24 3AY, United Kingdom","XV2G+43 York, UK",https://www.facebook.com/YorkAgriCare,+44 7594 139719,Closed · Opens 6 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSkEUyjOnMYDYpXmB9B-Co4iskFaf4iHEEzvXOCCk027yiLrcrKWFueRHzjEqDONmPrI6MRC3tbWnpgVRD48P2DjZ3qV4iFybaAYE5-2YcsQuR6Ul5hzLHZmxTKn_nY6jSNspr=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:50.490Z,6 am–8 pm,6 am–8 pm,6 am–8 pm,10 am–2 pm,10 am–2 pm,6 am–8 pm,6 am–8 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/A+C+Landscaping/data=!4m7!3m6!1s0x48793171852982d5:0x122862bab0f1494c!8m2!3d53.9770094!4d-1.099079!16s%2Fg%2F1tdg79mq!19sChIJ1YIphXExeUgRTEnxsLpiKBI,A C Landscaping,4.0,1,Landscaper,"7 Saville Grove, York YO30 6NY, United Kingdom","XWG2+R9 York, UK",,+44 1904 310975,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2CEG-mDMIU0lGNAD1G8LDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.55804&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:53.097Z,,,,,,,,,,
https://www.google.com/maps/place/JB+Landscaping+York/data=!4m7!3m6!1s0xf041e56f93134ed:0x7d5210a34992a821!8m2!3d53.9523475!4d-1.1144666!16s%2Fg%2F11mzz0kkmv!19sChIJ7TQx-VYeBA8RIaiSSaMQUn0,JB Landscaping York,,,Landscaper,"Nursery Dr, Acomb, York YO24 4PE, United Kingdom","XV2P+W6 York, UK",,+44 7765 983807,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYkOxDNDBR61h11ujW9HawYsK2nbiecv077aPP8RbxgDkflCztVgOWOYuu-fndkdelaLbqMl3rfjPrF2TU8zNWODKZeEFS4dAdkLZgs3E0EPxuJ_0yrIYVG4MKYT9XIsc7fqge0dVu9t9L=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:57.637Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–6 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Ryland+Horticulture+Ltd/data=!4m7!3m6!1s0x487936b1bb40a76d:0x40b7526f2499e994!8m2!3d53.9792558!4d-1.1497706!16s%2Fg%2F1tdk4ps0!19sChIJbadAu7E2eUgRlOmZJG9St0A,Ryland Horticulture Ltd,5.0,53,Landscaper,"159 Long Ridge Ln, Upper Poppleton, York YO26 6HA, United Kingdom","XVH2+P3 Upper Poppleton, York, UK",https://rylandhorticulture.co.uk/,+44 1904 799032,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1JbtOzKpUIBf4gaGNWJDeS7me9-q8MNtAQAHID12CiHRJRl11IL0Znxa4k2QR4oWCOsQlHp4ibHq7ECnGGvFJTORlOuDcnRwAjYa698ywY8tdCkbouLy4wlXwOgxwy_G8S3BG=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:02.767Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Sandstone+Landscape+Construction/data=!4m7!3m6!1s0x487931dc996ee08d:0xc411624c14196476!8m2!3d53.96648!4d-1.0485514!16s%2Fg%2F1tdyq9fm!19sChIJjeBumdwxeUgRdmQZFExiEcQ,Sandstone Landscape Construction,4.9,20,Paving contractor,"26 Burnholme Ave, Tang Hall, York YO31 0NB, United Kingdom","XX82+HH York, UK",https://www.sandstonelandscapes.co.uk/,+44 1904 422735,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFT54eJOrOzj5AUK2AuqzpYfV6_OZzRnaf2iDGgH0ANoXHFDrA2x-TKzKGuyxlffYlJB3dtGAWlUM5-zFDjckRvhx00lXOhX1E8sHrOPF0Wc8LX0reAVFSerhZWzo6KMR4p32JD_WAZWD3=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:07.702Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,10 am–5 pm,10 am–5 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Yorkshire+Garden+Designer/data=!4m7!3m6!1s0x487930518cfe83a3:0xddb781112e26fa40!8m2!3d53.9434307!4d-1.0757724!16s%2Fg%2F1tj9sv_5!19sChIJo4P-jFEweUgRQPomLhGBt90,Yorkshire Garden Designer,5.0,28,Landscape designer,"Unit 16, The Danesmead Business Centre, 33 Fulford Cross, York YO10 4PB, United Kingdom","WWVF+9M York, UK",http://www.yorkshiregardendesigner.co.uk/,+44 1904 623343,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIgskxcAtkS4v1LN22SIf_MthCU00zCI6ZRvJDZq-WuzWooB15uBRkV4UGGWEYZhzs6CL3A4jPkMmm3Mp-rQSbOJ4hjiQlvH9hexu4ywJd_Kr8O5bTPknzWdzjJqZCAbaTB2sq=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:12.546Z,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,Identifies as women-owned,,
https://www.google.com/maps/place/James+Eckersley+Garden+Design/data=!4m7!3m6!1s0xa2d865ccb2c45c9f:0xc9f97b59e0d82d24!8m2!3d53.9479325!4d-1.0846895!16s%2Fg%2F11tjf571r9!19sChIJn1zEssxl2KIRJC3Y4Fl7-ck,James Eckersley Garden Design,5.0,7,Landscape designer,"3 St Clement's Grove, York YO23 1JZ, United Kingdom","WWX8+54 York, UK",http://www.jameseckersleygardendesign.com/,+44 7793 674813,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSzWn2haN1UrWHd7qc2gFafCewp2s7jGWRJ60LJJixTk87ovyQR01OS9jJt2Sin-xZbH4XGjtJQCjljZRi83HMAX-ZsVg80fflHhDA4oUz_fk_5E2gJhbMGk4kwq4FGP7uC7__-A=w408-h408-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:17.526Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Tailored+Gardens+York/data=!4m7!3m6!1s0x487931d212041063:0xdeb4854e494c53f2!8m2!3d53.9707248!4d-1.0908329!16s%2Fg%2F11khcrrqqp!19sChIJYxAEEtIxeUgR8lNMSU6FtN4,Tailored Gardens York,4.8,17,Gardener,"7 St. Lukes Grove, Clifton, York YO30 6DD, United Kingdom","XWC5+7M York, UK",http://facebook.com/tailoredgardensyork,+44 7557 140228,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvENOJEwo4qJVpuX8LhAI5e8XpRxQtZ1o3o7h8LBz_cUbL8Wt4WgPO7elxiYA3u8nc5vu_RxTyU1XsVSCvh_LuHLGOi5JDgmQpiaR1Zc_QrioHZoZzeX5y990Wk1Je1_RB6n4=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:22.510Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Luke+Gomersall+Builder/data=!4m7!3m6!1s0x48793145564c2093:0xa1248d01bdcfd8dd!8m2!3d53.9687393!4d-1.0448294!16s%2Fg%2F11j85y14c6!19sChIJkyBMVkUxeUgR3djPvQGNJKE,Luke Gomersall Builder,5.0,59,Construction company,"10 Ashley Park Cres, Stockton Ln, Heworth, York YO31 1HH, United Kingdom","XX94+F3 York, UK",,+44 7846 343234,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTYCxRAbLAK8CqkSXfV1sWMhW4H14LiR-ezJqs_rmNnqMff8xVSDSfFLZJYWz4Mr-J49gZGqIjGtWlvx9qVq6-g1NXmYcRubTXCxUzrIzCrH2Y9ygBjaYD8lEDobcjLuNshqEWXQ=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:27.405Z,,,,,,,,,,
https://www.google.com/maps/place/Haddon+Studio/data=!4m7!3m6!1s0x487931a8ceafffff:0x2153ff630289d49a!8m2!3d53.9645286!4d-1.0888105!16s%2Fg%2F11g8664h5_!19sChIJ__-vzqgxeUgRmtSJAmP_UyE,Haddon Studio,5.0,18,Landscape designer,"66 Bootham, York YO30 7BZ, United Kingdom","XW76+RF York, UK",https://haddon.studio/,+44 1904 217712,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnW5gQpNESLv3XrDYbZ2UFyNWDytdQMP35FrSqdgrEcnopBs_X9ZETuw09qWVNi8OtUrQdnyW2zYnAb4QE_oOaTwAxvoxWPKOxO8wPa-Djf9m2brJmzwlftALxNxbhZck3Jb8v9w=w408-h272-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:32.472Z,9 am–5 pm,9 am–5 pm,9 am–4:30 pm,Closed,Closed,Closed,9 am–5 pm,,,
"https://www.google.com/maps/place/Toby+H+Johnson+Ltd+-+Bespoke+Landscaping,+Fencing+and+Tree+Surgery/data=!4m7!3m6!1s0x48792fe9b0139dcb:0x398611463e9dc829!8m2!3d53.9084135!4d-0.9770303!16s%2Fg%2F11mhc9r9q7!19sChIJy50TsOkveUgRKcidPkYRhjk","Toby H Johnson Ltd - Bespoke Landscaping, Fencing and Tree Surgery",5.0,159,Landscaper,"Broad Hwy, York YO19 6BE, United Kingdom","W25F+95 Wheldrake, York, UK",http://www.tobyhjohnsonltd.co.uk/,+44 1904 448248,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2ymG2yeWc9gKiviSnNQK-DUM_D-Cd6SYVLZNatSKYiiJTl_cAbHGCd-kDX1e2q8Iap212F2d7FOM49hl_D68GkAZp-haO72Q1AUidsmNPDARJOcYyPyfBfLjoQLycO9gPGOu5=w408-h408-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:37.359Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Castle+Tree+Surgeons/data=!4m7!3m6!1s0x487931d2fd902923:0x4262aaaf37d3b241!8m2!3d53.9440103!4d-1.0443281!16s%2Fg%2F1tgpmjxs!19sChIJIymQ_dIxeUgRQbLTN6-qYkI,Castle Tree Surgeons,4.9,31,Arborist service,"Heslington, York YO10 3LG, United Kingdom","WXV4+J7 Heslington, York, UK",http://www.castletreesurgeons.co.uk/80690/contact.php,+44 7703 299422,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHzsVOTM4vGGwqTB30KBQUNEv6d9I16c8QDYJdQMiFgJmUkTGjA-nr6Rc_74X2JEO3muq9aMc1nyYdN3oxge14wemH8enjk39vMMkS8XTTX0HxxPP6vSAk90N3T3MOkDnTQ_39oA=w408-h376-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:42.276Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Laurence+The+Gardener/data=!4m7!3m6!1s0x4879305524407263:0x60c90e4764204628!8m2!3d53.948276!4d-1.0845195!16s%2Fg%2F11d_wn70gd!19sChIJY3JAJFUweUgRKEYgZEcOyWA,Laurence The Gardener,5.0,11,Gardener,"6 Norfolk St, York YO23 1JY, United Kingdom","WWX8+85 York, UK",https://www.gardeneryork.co.uk/,,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJ_3YTaLt5a_P1hxCGcVwSzutPiKFlQmmc6eT1tmuQPz3HqGcUZ8EkX5K_xqUzN6HGAkO1pEaDSzvPqULgNkILTgHRt7Qni6t7pAQhIbl6ynjKR8T2UVV_yEtFjl0Xgtp6pKci=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:47.180Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,,,
https://www.google.com/maps/place/White+Rose+Gardening+Services/data=!4m7!3m6!1s0x48793187d71345ab:0x2cf08d070a40d712!8m2!3d53.9906392!4d-1.0759056!16s%2Fg%2F1ydpvbqz_!19sChIJq0UT14cxeUgREtdACgeN8Cw,White Rose Gardening Services,5.0,5,Contractor,"2 White Rose Ave, York YO32 4AG, United Kingdom","XWRF+7J Huntington, York, UK",http://www.whiterosegardeningservices.co.uk/,+44 1904 758948,Closed · Opens 7:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JrSwXJVAdlk17S9KpXVZaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.339935&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:51.886Z,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,,,
https://www.google.com/maps/place/Spencer+Ellis+Landscape+Design/data=!4m7!3m6!1s0x48793053768e6d0b:0x654e0f9278388146!8m2!3d53.9468048!4d-1.0794828!16s%2Fg%2F11j1srhrjy!19sChIJC22OdlMweUgRRoE4eJIPTmU,Spencer Ellis Landscape Design,5.0,2,Landscaper,"15 Holly Ter, York YO10 4DS, United Kingdom","WWWC+P6 York, UK",,+44 7931 245985,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3_hhsTyFgOjmmFdTobwDsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.58115&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:17:54.654Z,,,,,,,,,,
