placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Traditions+Health+Hospice/data=!4m7!3m6!1s0x88f9d3196f399415:0xee834e973f913973!8m2!3d33.5062563!4d-82.117154!16s%2Fg%2F11h75_wd3h!19sChIJFZQ5bxnT-YgRczmRP5dOg-4,Traditions Health Hospice,3.3,4,Hospice,"4210 Columbia Rd #12d, Augusta, GA 30907, United States","GV4M+G4 Augusta, Georgia, USA",https://www.traditionshealth.com/locations/augusta-ga/?utm_source=google&utm_medium=organic%20&utm_campaign=gbp-listing&utm_content=augusta-ga-hospice,+1 706-396-5600,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMvgcf5coM6M_pcK-RsQD-Oj1knztuGLJuZ1BfX=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-09-18T00:01:50.224Z,,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x88f9d1baf508fb9d:0x985533eb8b2267d1!8m2!3d33.4874036!4d-82.0841434!16s%2Fg%2F11h6tmzk1z!19sChIJnfsI9brR-YgR0Wcii-szVZg,Enhabit Hospice,2.3,3,Hospice,"2743 Perimeter Pkwy Building 100, Ste, #100, Augusta, GA 30909, United States","FWP8+X8 Augusta, Georgia, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 706-550-9966,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNRDeRXqDXLYvaSS93hY0XG3lui2wEegnkc9nVX=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-09-18T00:01:54.673Z,Identifies as women-owned,
https://www.google.com/maps/place/Columbus+Hospice+of+Georgia+and+Alabama/data=!4m7!3m6!1s0x88f334c75c88423b:0x308ce62862a40623!8m2!3d32.5483987!4d-84.9253312!16s%2Fg%2F1vcl4ll9!19sChIJO0KIXMc084gRIwakYijmjDA,Columbus Hospice of Georgia and Alabama,4.2,80,Hospice,"7020 Moon Rd, Columbus, GA 31909, United States","G3XF+9V Columbus, Georgia, USA",http://www.columbushospice.com/,+1 706-569-7992,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNV2pkdnPNWosxj3XsC81LZkljF5Ej5XzB8w-9O=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:07.483Z,,
https://www.google.com/maps/place/Empyrean+Hospice/data=!4m7!3m6!1s0x888ccbb062aaf095:0x4325cf4fd463f6d5!8m2!3d32.5281583!4d-84.9603185!16s%2Fg%2F11vlv882s7!19sChIJlfCqYrDLjIgR1fZj1E_PJUM,Empyrean Hospice,5.0,3,Hospice,"5771 Veterans Pkwy Suite B, Columbus, GA 31904, United States","G2HQ+7V Columbus, Georgia, USA",https://www.empyreanhospice.com/,+1 706-550-9596,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMCgq8UjrnHmOheqk9KBkVU6Mr5iGhS8ODpU4ni=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:11.944Z,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x888ccb7f4e23df1f:0x95c3259cae1f5fcc!8m2!3d32.5351623!4d-84.9783701!16s%2Fg%2F1w112z4_!19sChIJH98jTn_LjIgRzF8frpwlw5U,Gentiva Hospice,3.4,18,Hospice,"700 Brookstone Centre Pkwy #100, Columbus, GA 31904, United States","G2PC+3M Columbus, Georgia, USA",https://www.gentivahs.com/,+1 706-653-0835,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMI4L0Df6Ouu9KmMbaLYw2iYehWOFAVKf59DEyC=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:16.546Z,,
https://www.google.com/maps/place/Affinis+Hospice/data=!4m7!3m6!1s0x888ccbfb415dacab:0xb2385bc786ee24b4!8m2!3d32.5543822!4d-84.9557664!16s%2Fg%2F11rzhck4p5!19sChIJq6xdQfvLjIgRtCTuhsdbOLI,Affinis Hospice,5.0,6,Hospice,"2320 Double Churches Rd A, Columbus, GA 31909, United States","H23V+QM Columbus, Georgia, USA",http://www.affinishospice.org/,+1 706-940-6012,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOQ7uBW0WkjPR4yMmH26xgDrT_vlB7Of4PwQai4=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:20.930Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Deliana+Peykova/@32.480438,-84.9812913,18z/data=!3m1!4b1!4m6!3m5!1s0x888ccd007bacb8e7:0x5023e58bc3677cff!8m2!3d32.480438!4d-84.9812913!16s%2Fg%2F11pkfqsfpl",Deliana Peykova,5.0,1,Internist,"710 Center St, Columbus, GA 319011527, United States",,https://www.care.piedmont.org/provider/Deliana+Ilieva+Peykova/1814229,+1 706-571-1000,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:25.288Z,,
https://www.google.com/maps/place/Prohealth+Home+Health+and+Hospice/data=!4m7!3m6!1s0x888ccca00da41927:0xba0bea444673e384!8m2!3d32.5264413!4d-84.9598301!16s%2Fg%2F11hy_x_c2z!19sChIJJxmkDaDMjIgRhONzRkTqC7o,Prohealth Home Health and Hospice,4.0,12,Home health care service,"5820 Veterans Pkwy, Columbus, GA 31904, United States","G2GR+H3 Columbus, Georgia, USA",https://prohealthgroup.com/,+1 706-324-7763,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=20a6SoLCGq6QpjoUr8HdKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.21242&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:27.843Z,,
"https://www.google.com/maps/place/A+Special+Hospice+Care+For+You/@32.5401168,-84.9615366,17z/data=!3m1!4b1!4m6!3m5!1s0x888ccb42d23c035d:0x742c31094c549bf2!8m2!3d32.5401168!4d-84.9615366!16s%2Fg%2F1tg_xw1m",A Special Hospice Care For You,,,Hospice,"1921 Whittlesey Rd, Columbus, GA 31904, United States","G2RQ+29 Columbus, Georgia, USA",,+1 706-507-7448,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:32.287Z,,
https://www.google.com/maps/place/Brookside+Glen+Assisted+Living+and+Memory+Care/data=!4m7!3m6!1s0x888ccc780ea2a2fb:0x560f00afeff061e0!8m2!3d32.5279006!4d-84.9912338!16s%2Fg%2F11b6znxtjv!19sChIJ-6KiDnjMjIgR4GHw768AD1Y,Brookside Glen Assisted Living and Memory Care,4.6,13,Assisted living facility,"400 Bradley Park Dr, Columbus, GA 31904, United States","G2H5+5G Columbus, Georgia, USA",https://www.ambriantlife.com/brooksideglen,+1 706-322-3040,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNZ616X9M1QWf2OahMJfmdwmiXkAc7LbFp-vikq=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:36.633Z,,
https://www.google.com/maps/place/Enhabit+Home+Health/data=!4m7!3m6!1s0x888ccb8844d245bd:0x5fd41e8dbb80bd69!8m2!3d32.5501833!4d-84.9509282!16s%2Fg%2F11dzt5glgn!19sChIJvUXSRIjLjIgRab2Au40e1F8,Enhabit Home Health,2.7,3,Home health care service,"7290 N Lake Dr # 508, Columbus, GA 31909, United States","H22X+3J Columbus, Georgia, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 706-327-6159,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XjIHwfajGzKUMqsmxlpVdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.82285&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:41.067Z,Identifies as women-owned,
https://www.google.com/maps/place/Georgia+Hospice+Care/data=!4m7!3m6!1s0x888ccbf55acff483:0xec7db72a39a8d180!8m2!3d32.5401534!4d-84.9615249!16s%2Fg%2F11w_vrw3yb!19sChIJg_TPWvXLjIgRgNGoOSq3few,Georgia Hospice Care,5.0,1,Hospice,"1921 Whittlesey Rd Suite 110, Columbus, GA 31904, United States","G2RQ+39 Columbus, Georgia, USA",https://georgiahospicecare.com/,+1 888-428-7348,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMa7EihIf7xmT6UYfJZTkbep7FoGFtp5pSguAsq=w555-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:45.458Z,,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x888ccb703350f261:0x8ff397e8a994fc31!8m2!3d32.5501435!4d-84.9509126!16s%2Fg%2F11yj8gf9gq!19sChIJYfJQM3DLjIgRMfyUqeiX848,Enhabit Hospice,,,Hospice,"7290 N Lake Dr, Columbus, GA 31909, United States","H22X+3J Columbus, Georgia, USA",https://www.ehab.com/,+1 762-261-3890,"Open 24 hours

Updated by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XjIHwfajGzKUMqsmxlpVdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.28993&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-09-18T00:02:49.879Z,,
https://www.google.com/maps/place/Hospice+Care+Options/data=!4m7!3m6!1s0x88f3fe8a1ac33d47:0xf6207b3cf394c9cb!8m2!3d32.8373125!4d-83.632682!16s%2Fg%2F1tmkltgy!19sChIJRz3DGor-84gRy8mU8zx7IPY,Hospice Care Options,4.8,18,Hospice,"486 New St, Macon, GA 31201, United States","R9P8+WW Macon, Georgia, USA",https://hcoga.com/contact/agency-locations/hospice-care-macon-ga/,+1 478-743-3033,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNP3d13YCvlPgBApzwLg12eFI_rJE5Jc31VHe4n=w578-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-09-18T00:03:02.739Z,,
https://www.google.com/maps/place/Atrium+Health+Navicent+Palliative+Care/data=!4m7!3m6!1s0x88f3f8b8b5b3cd27:0x5b7569407d70214c!8m2!3d32.8329895!4d-83.6359202!16s%2Fg%2F11b6hzr348!19sChIJJ82ztbj484gRTCFwfUBpdVs,Atrium Health Navicent Palliative Care,4.9,14,Medical clinic,"777 Hemlock St #210, Macon, GA 31201, United States","R9M7+5J Macon, Georgia, USA",https://navicenthealth.org/service-center/palliative-care/?utm_source=GMB&utm_medium=Organic&utm_campaign=AHN,+1 478-633-6136,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEcgUJ0vYeiMQ-Cz9si8wQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.94734&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-09-18T00:03:07.299Z,,
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x88f3e7a044589d5d:0xe124aa7494b069b4!8m2!3d32.8475152!4d-83.6709106!16s%2Fg%2F11fl4796jy!19sChIJXZ1YRKDn84gRtGmwlHSqJOE,Amedisys Hospice Care,3.7,6,Hospice,"2952 Vineville Ave Suites C & D, Macon, GA 31204, United States","R8XH+2J Macon, Georgia, USA",https://locations.amedisys.com/ga/macon/hospice-3377/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 478-953-0520,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMqNR_d1vD0j8BwxcgjsJxadXMn4ElwEH2kDvbf=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-09-18T00:03:11.782Z,,
https://www.google.com/maps/place/PruittHealth+Hospice+%28Macon%29/data=!4m7!3m6!1s0x88f407881ab3bc5d:0xab9dca57ca663bf2!8m2!3d32.922585!4d-83.731217!16s%2Fg%2F1tdfcykf!19sChIJXbyzGogH9IgR8jtmylfKnas,PruittHealth Hospice (Macon),4.8,59,Hospice,"6060 Lakeside Commons Dr, Macon, GA 31210, United States","W7F9+2G Macon, Georgia, USA",http://www.pruitthealth.com/microsite/facilityid488?utm_source=GMB&utm_medium=WebsiteClick&utm_campaign=Macon&utm_content=PHHOM1,+1 478-745-9204,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP5189AMH-INBPLOewCxFLSxRV3w5TDtN7d-n_I=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-09-18T00:03:16.227Z,,
https://www.google.com/maps/place/Atrium+Health+Navicent+Hospice+Pine+Pointe/data=!4m7!3m6!1s0x88f3f9d0d7fe8b87:0xc856363d26433870!8m2!3d32.8699338!4d-83.7566277!16s%2Fg%2F1v_sp1n1!19sChIJh4v-19D584gRcDhDJj02Vsg,Atrium Health Navicent Hospice Pine Pointe,4.7,30,Hospice,"6261 Peake Rd, Macon, GA 31210, United States","V69V+X8 Macon, Georgia, USA",https://navicenthealth.org/service-center/pine-pointe-hospice-navicent-health?utm_source=GMB&utm_medium=Organic&utm_campaign=AHN,+1 478-633-5660,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3Pmgh0cc7wYoK7gpPJ60Qo9YmM6EflltGsdGmODI4jz0sn29KaBZVdp33f5-5z1CBRcKX6clj8eEprkDj_8qRh8PgPIg7lnWGSETA7IftUxuw-zPQ9Dw7F5kYkGGhEv5pka8M_A=w408-h312-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-09-18T00:03:20.632Z,,
https://www.google.com/maps/place/Brightmoor+Hospice/data=!4m7!3m6!1s0x88f407d232426b99:0x42633ba349a8af65!8m2!3d32.9133151!4d-83.696539!16s%2Fg%2F11p17jkjgp!19sChIJmWtCMtIH9IgRZa-oSaM7Y0I,Brightmoor Hospice,5.0,16,Hospice,"115 Arkwright Landing, Macon, GA 31210, United States","W873+89 Macon, Georgia, USA",http://www.brightmoorhospice.com/,+1 478-845-1128,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOWzif2rQ90hojOTf3r6lK1LVLkmt6vRZqGZQAO=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-09-18T00:03:25.009Z,,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x88f3f8a236111345:0x62d9c608396d825!8m2!3d32.8974014!4d-83.7052726!16s%2Fg%2F11c6dxbk6b!19sChIJRRMRNqL484gRJdiWg2CcLQY,Compassus,3.9,11,Hospice,"1100 Northside Crossing, Macon, GA 31210, United States","V7WV+XV Macon, Georgia, USA",https://www.compassus.com/locations/georgia/macon/,+1 478-772-6518,"Open 24 hours

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMOMbj67pdjxuj1Ibhv3JirMkUpoB_AZySDxzDF=w408-h256-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-09-18T00:03:29.369Z,,
