placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Bayshore+Electric+Inc/data=!4m7!3m6!1s0x88e6942b4d297733:0x4d99fbdd08e11470!8m2!3d29.2276692!4d-81.0248772!16s%2Fg%2F1tv24zcx!19sChIJM3cpTSuU5ogRcBThCN37mU0,Bayshore Electric Inc,3.9,31,Electrician,"804 Root St, Daytona Beach, FL 32114, United States","6XHG+32 Daytona Beach, Florida, USA",http://bayshoreelectric.com/,+1 386-252-2287,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HCNHzuuV9MZPQtuQ8DXEMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.16016&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:18.955Z,,,
https://www.google.com/maps/place/Carter+Electric+Co+Inc/data=!4m7!3m6!1s0x88e6d97a2d16da97:0x979d3dd03394fc69!8m2!3d29.2011874!4d-81.0375259!16s%2Fg%2F11c1vrgmqv!19sChIJl9oWLXrZ5ogRafyUM9A9nZc,Carter Electric Co Inc,3.8,13,Electrical installation service,"231 Jean St, Daytona Beach, FL 32114, United States","6X26+FX Daytona Beach, Florida, USA",http://www.carterelectric.com/,+1 386-255-1418,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdPc-gw1RDUYhlV6m2u6rGWOOzxMLG1IXaI5do-degUMRv_icrmFZD6pBU7qToT2qWKP4T8xOwLA-QssD7Uts9X5vujFckApAElWTk3E7IJgEl2hD-1M6TJQTdVRZi7mUmgXo=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:23.794Z,,,
https://www.google.com/maps/place/RideNow+Powersports+Daytona+Beach/data=!4m7!3m6!1s0x88e6dbca760778b7:0x17650f4c969e9137!8m2!3d29.2328437!4d-81.0351302!16s%2Fg%2F11c6dz6d86!19sChIJt3gHdsrb5ogRN5GelkwPZRc,RideNow Powersports Daytona Beach,4.3,1479,Motorcycle dealer,"450 Ridgewood Ave, Daytona Beach, FL 32117, United States","6XM7+4W Daytona Beach, Florida, USA",https://www.ridenowdaytonabeach.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 386-387-8491,,,https://lh3.googleusercontent.com/p/AF1QipODmwkeHxSkyTo8ED0IqZiWUONAXtPlzD_QLCeY=w408-h306-k-no,true,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:28.872Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Crapps+Electrical/data=!4m7!3m6!1s0x88e6d9a0faf1e4e7:0x1fcd55330ab4e521!8m2!3d29.1829339!4d-81.0290808!16s%2Fg%2F1hm2nk4rz!19sChIJ5-Tx-qDZ5ogRIeW0CjNVzR8,Crapps Electrical,5.0,7,Electrical installation service,"117 Aleatha Dr, Daytona Beach, FL 32114, United States","5XMC+59 Daytona Beach, Florida, USA",http://daytonabeachelectrical.com/,+1 386-253-8074,Open · Closes 12 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l0R0-Mb3A3QjCV38ZorNNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.27127&pitch=0&thumbfov=100,true,9 am–12 am,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:33.913Z,,,
https://www.google.com/maps/place/A%2B+1+Electric+Motors+%26+Pump+Repair/data=!4m7!3m6!1s0x88e6dbb60d4fff7b:0x4fe9ea8e20dd615a!8m2!3d29.2307285!4d-81.0513355!16s%2Fg%2F1tj4hwgd!19sChIJe_9PDbbb5ogRWmHdII7q6U8,A+ 1 Electric Motors & Pump Repair,4.7,29,Electric motor repair shop,"616 Fern Ave, Holly Hill, FL 32117, United States","6WJX+7F Holly Hill, Florida, USA",,+1 386-255-4552,Closed · Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4XMYnmI8cavH3xrgfDq4lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.73068&pitch=0&thumbfov=100,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:38.816Z,,,
https://www.google.com/maps/place/Synergy+Equipment+Rental+Daytona/data=!4m7!3m6!1s0x88e6dc018d14890f:0xf7ce4c79c98b57ad!8m2!3d29.211056!4d-81.078379!16s%2Fg%2F11c3kc4w8c!19sChIJD4kUjQHc5ogRrVeLyXlMzvc,Synergy Equipment Rental Daytona,4.7,79,Equipment rental agency,"1830 Mason Ave, Daytona Beach, FL 32117, United States","6W6C+CJ Daytona Beach, Florida, USA",https://www.synergyequip.com/,+1 386-388-7441,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyByMO56pnEv02CyGTrxesRVCUixrG9XaGpo29fFR0qvHY5G8PmjXwBHhN0WgRqQQ_XDfP5fMWYfm7BCbZTyxQnOD9JbmPahok3sMKHU2waf_CxAkw8a6B4hthX7wnVZnVtamrTQg=w408-h544-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:44.043Z,,,
https://www.google.com/maps/place/Strada+Services/data=!4m7!3m6!1s0x88e6deca70558327:0xd6888d176f1cf37b!8m2!3d29.1902154!4d-81.0774143!16s%2Fg%2F11g9sy2kht!19sChIJJ4NVcMre5ogRe_McbxeNiNY,Strada Services,3.8,39,Air conditioning contractor,"2105 Bayless Blvd, Daytona Beach, FL 32114, United States","5WRF+32 Daytona Beach, Florida, USA",https://stradaservices.com/service-area/?utm_source=localfx&utm_medium=organic&utm_campaign=daytona-beach_localfx&utm_content=daytona-beach,+1 386-256-1007,"Open · Closes 7 pm

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMId40rHYXoicgut6AxfWzFZwwBiyKhaHy7lurz=w408-h265-k-no,true,8 am–7 pm,10 am–7 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:49.070Z,,,
https://www.google.com/maps/place/Overages+Generator/data=!4m7!3m6!1s0x88e6d9631b1eaaab:0x149043709a473944!8m2!3d29.2070481!4d-81.0442951!16s%2Fg%2F11t2p_61m0!19sChIJq6oeG2PZ5ogRRDlHmnBDkBQ,Overages Generator,,,Consultant,"323 Jackson Ave, Daytona Beach, FL 32114, United States","6X44+R7 Daytona Beach, Florida, USA",,+1 386-271-4430,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fl03QeHs0tHqPd_fl_vm2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.071903&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:51.596Z,,,
https://www.google.com/maps/place/Ace+Hardware+Daytona+Beach/data=!4m7!3m6!1s0x88e6dd5e989ee89d:0x11448675957a3f10!8m2!3d29.22503!4d-81.09305!16s%2Fg%2F11w9k5btrt!19sChIJneiemF7d5ogRED96lXWGRBE,Ace Hardware Daytona Beach,4.6,260,Hardware store,"2080 LPGA Blvd, Daytona Beach, FL 32117, United States","6WG4+2Q Daytona Beach, Florida, USA",http://www.acehardware.com/store-details/19114?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=19114,+1 386-265-4610,"Open · Closes 7 pm

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_r7DLnoYLM-iVnIjVkuRuyVjZ91zqAX2Z5pb7zzDt8HwYm2vwHK-ieMDLCDtEWQZiIvOpZK08MaYV8ltkUmw5LdwgOKo70OnvE_r5oxbZeKLHHIjkP6nQ3VfYqSMPdf6EHhLFHQ=w408-h306-k-no,true,7:30 am–7 pm,9 am–5 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:25:56.672Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Doug+Lenz+Auto+Electric/data=!4m7!3m6!1s0x88e6dbc8afbabefd:0x9575d58cb4900ee1!8m2!3d29.2216256!4d-81.0282207!16s%2Fg%2F11qpc3xf8b!19sChIJ_b66r8jb5ogR4Q6QtIzVdZU,Doug Lenz Auto Electric,3.9,95,Auto electrical service,"561 N Ridgewood Ave, Daytona Beach, FL 32114, United States","6XCC+MP Daytona Beach, Florida, USA",,+1 386-255-3111,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAF41B4Jxq8-S-Apyq0SYPv7aUUPg5VHCVZv5TsQm9Bocngb2s1-qrQCth60JRcaI8uXYGP5zurYLPEPtnASHQkx0Mu9VumbGQS1NE7AW5cJOGTbfhTPZ4dZrnXXL6qICFCZ-O=w408-h260-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:26:01.729Z,,,
https://www.google.com/maps/place/Consolidated+Electrical+Distributors/data=!4m7!3m6!1s0x88e6dbccfd244c21:0x2dee9d5603ccb74b!8m2!3d29.2242704!4d-81.0334142!16s%2Fg%2F1tdm947t!19sChIJIUwk_czb5ogRS7fMA1ad7i0,Consolidated Electrical Distributors,4.6,23,Electrical supply store,"809 Swift St, Daytona Beach, FL 32114, United States","6XF8+PJ Daytona Beach, Florida, USA",http://ceddaytona.portalced.com/,+1 386-255-0961,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W7mOl05uMStXApUk4hjb8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.916664&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:26:06.843Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Wire+3/data=!4m7!3m6!1s0x6fa2f379f27a09d1:0xf7dcf4579e736e20!8m2!3d29.1964588!4d-81.079576!16s%2Fg%2F11p5hvch59!19sChIJ0Ql68nnzom8RIG5znlf03Pc,Wire 3,3.7,468,Internet service provider,"375 Fentress Blvd, Daytona Beach, FL 32114, United States","5WWC+H5 Daytona Beach, Florida, USA",https://wire3.com/,+1 386-777-8835,,,https://lh3.googleusercontent.com/p/AF1QipPY7lPx-r5e_Jw3N1gaZIbBUh1gPAkgSPRrbb_v=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:26:11.902Z,,,
https://www.google.com/maps/place/Jim%27s+Electric+LLC/data=!4m7!3m6!1s0x88e6dba176c26181:0xdc56c72d6f20b4b7!8m2!3d29.2523567!4d-81.0499654!16s%2Fg%2F1v4k7b7p!19sChIJgWHCdqHb5ogRt7Qgby3HVtw,Jim's Electric LLC,4.3,38,Electrician,"1550 Garden Ave, Holly Hill, FL 32117, United States","7X22+W2 Holly Hill, Florida, USA",,+1 386-672-4433,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4r-WMmXE0lUXN7y525tpmg0FFRaFPXRIzgMISsqfDpwzwMzXn5QoRKePZ3HU1GNc1T90rPo7phiT7eHr9pTUg1KtctsTkjyuEV_rwchRp45TiOfsu1BD00TFbmPALsQbaxg=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:26:14.720Z,,,
"https://www.google.com/maps/place/Landis+Electric,+Llc/data=!4m7!3m6!1s0x88e6dee0fec55555:0x8a9cb9b3647e1e08!8m2!3d29.1711698!4d-81.0999968!16s%2Fg%2F11j03bkfs1!19sChIJVVXF_uDe5ogRCB5-ZLO5nIo","Landis Electric, Llc",4.0,4,Electrician,"109 Grande Berwick Ct, Daytona Beach, FL 32124, United States","5WC2+F2 Daytona Beach, Florida, USA",http://landiselectrical.com/,+1 386-882-4809,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eV8NvkJI1yCr3R3BrKSkSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.4749&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:26:19.583Z,,,
https://www.google.com/maps/place/Direct+Tools+Factory+Outlet/data=!4m7!3m6!1s0x88e6de9fdfb79f2b:0xe72ece1e0ddc2abf!8m2!3d29.2126753!4d-81.0983424!16s%2Fg%2F11dx93bnb5!19sChIJK5-335_e5ogRvyrcDR7OLuc,Direct Tools Factory Outlet,4.4,192,Tool store,"1100 Cornerstone Blvd #880, Daytona Beach, FL 32114, United States","6W72+3M Daytona Beach, Florida, USA",http://www.directtoolsoutlet.com/,+1 386-947-7027,"Open · Closes 9 pm

Confirmed by this business 1 week ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLu_8jbqWIZZizy9o0Ndpy5Q49blqTQAmvdN56KzeT7KkPGDYPfLfaMqCh034PFikPlxYKIUqQFLsXcIxsTQqqXOppKvMrtDTPrVb-LNJOR4dTW1nWYNl4TkOufKkghLSHIszjlA=w408-h330-k-no,true,10 am–9 pm,10 am–7 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:26:24.743Z,Retailer of new & factory reconditioned tools plus outdoor & floor-care products at discount prices. · In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/City+Electric+Supply+Daytona+Beach/data=!4m7!3m6!1s0x88e6db9040cf012f:0x2fe1bd3880e8b29b!8m2!3d29.244396!4d-81.062806!16s%2Fg%2F11c43mvgy6!19sChIJLwHPQJDb5ogRm7LogDi94S8,City Electric Supply Daytona Beach,4.2,10,Electrical supply store,"1757 N Nova Rd STE 114, Holly Hill, FL 32117, United States","6WVP+QV Holly Hill, Florida, USA",https://www.cityelectricsupply.com/branches/fl/holly-hill/daytona-beach,+1 386-872-6446,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM7MyU9f7DumTzdK4l-npnsyj30Wmw8Tgq6nbvO=w416-h240-k-no,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2026-01-10T21:26:29.732Z,"Electrical supply chain selling equipment including tools, parts, batteries, cable & lighting. · In-store shopping · Kerbside pickup · Delivery",,
