placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error
https://www.google.com/maps/place/Meet+Dr.+Haber/data=!4m7!3m6!1s0x886d651b3fbf8d2d:0x18028f7b2b2c08a!8m2!3d39.4876287!4d-87.4145058!16s%2Fg%2F11c604k7dw!19sChIJLY2_PxtlbYgRisCysvcogAE,Meet Dr. Haber,3.5,45,Pain management physician,"1818 N 3rd St, Terre Haute, IN 47804, United States","FHQP+35 Terre Haute, Indiana, USA",http://dochaber.com/contact.html,+1 812-478-9494,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n7WX2-gipDiL1ysEwPVQmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.0674&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:03.634Z,
https://www.google.com/maps/place/Dr.+Allan+MacKay+M.D/data=!4m7!3m6!1s0x40705f87833343e5:0xf9cb6957a1c2344d!8m2!3d39.4341696!4d-87.3977927!16s%2Fg%2F11b6_hc523!19sChIJ5UMzg4dfcEARTTTCoVdpy_k,Dr. Allan MacKay M.D,3.5,17,Pain management physician,"2955 S 13th St, Terre Haute, IN 47802, United States","CJM2+MV Terre Haute, Indiana, USA",,+1 812-232-1488,Closed · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w8Hopht5uphr27Anf78pFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.8772&pitch=0&thumbfov=100,false,Closed,8 am–4:30 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:08.467Z,
https://www.google.com/maps/place/SCCH+Center+for+Pain+Management+%28Terre+Haute%29/data=!4m7!3m6!1s0x886d7ba9af7d4107:0xe5bff2b9ed602edb!8m2!3d39.4171388!4d-87.4062506!16s%2Fg%2F11ychgnh8c!19sChIJB0F9r6l7bYgR2y5g7bnyv-U,SCCH Center for Pain Management (Terre Haute),3.0,2,Pain management physician,"4146 S 7th St ste b, Terre Haute, IN 47802, United States","CH8V+VF Terre Haute, Indiana, USA",https://scch.health/,+1 812-281-2243,Closed · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FyyY2rJnWlSHwmllopgjHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.45529&pitch=0&thumbfov=100,true,Closed,"8 am–12 pm, 1–6 pm",Closed,Closed,Closed,"8 am–12 pm, 1–6 pm","8 am–12 pm, 1–6 pm","https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:13.276Z,
"https://www.google.com/maps/place/Joy+Whitt,+APRN,+FNP/data=!4m7!3m6!1s0x886d71b3777150bb:0xbe399626c5e0afa6!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F11k9p3_mzw!19sChIJu1Bxd7NxbYgRpq_gxSaWOb4","Joy Whitt, APRN, FNP",4.9,133,Family practice physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/joy-whitt-aprn-fnp/?utm_source=GMBSocialClimb&utm_medium=JoyWhitt%2CAPRN%2CFNP,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPD9tM2XAYynx4jDR75TG-2ZYMfN8B9L9xRYu7f=w408-h511-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:17.986Z,
"https://www.google.com/maps/place/Donna+J.+Purviance,+NP/data=!4m7!3m6!1s0x886d651af9a352db:0x2f5e518329e05803!8m2!3d39.4868145!4d-87.4124235!16s%2Fg%2F1vlk29dc!19sChIJ21Kj-RplbYgRA1jgKYNRXi8","Donna J. Purviance, NP",3.7,3,Pain management physician,"1739 N 4th St, Terre Haute, IN 47804, United States","FHPQ+P2 Terre Haute, Indiana, USA",http://www.uapclinic.com/,+1 812-242-3125,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EVuVwdsYdbIxKVIn5su6JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.239876&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:20.782Z,
https://www.google.com/maps/place/Indiana+Spine+Group:+Dr.+Jason+Ye+and+Dr.+Lori+Kiefer/data=!4m7!3m6!1s0x886d7b3137552463:0xea85ef4e419cd7d9!8m2!3d39.4325424!4d-87.4142734!16s%2Fg%2F11vhyc_9ph!19sChIJYyRVNzF7bYgR2decQU7vheo,Indiana Spine Group: Dr. Jason Ye and Dr. Lori Kiefer,5.0,120,Orthopedic surgeon,"3051 S US Hwy 41, Terre Haute, IN 47802, United States","CHMP+27 Terre Haute, Indiana, USA",https://www.indianaspinegroup.com/,+1 317-564-6830,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ie7hxqiPISBphxt6wSpR0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.74365&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:25.658Z,
https://www.google.com/maps/place/Southwick+David+A+DO/data=!4m7!3m6!1s0x886d6510e5e4a193:0xf25caf1c43c5785e!8m2!3d39.4851826!4d-87.4089324!16s%2Fg%2F1260j21jy!19sChIJk6Hk5RBlbYgRXnjFQxyvXPI,Southwick David A DO,3.0,1,Pain management physician,"1606 N 7th St, Terre Haute, IN 47804, United States","FHPR+3C Terre Haute, Indiana, USA",http://myunionhospital.org/,+1 812-238-7000,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojZ6WShzzZCbYO5DZubDPOaZZSYdvVIa7pPLE1oUp2eXTMOW8f4r9EYiG8GSHq5Kggb1N-3rRc1x1jfWBJXKW-GMdJ1lgYMiKN5emfciYOG7t1utGrGFIKUqBvK5agGncXosDA=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:28.650Z,
"https://www.google.com/maps/place/Henry+Davis,+MD/@39.4378502,-87.4075533,17z/data=!3m1!4b1!4m6!3m5!1s0x886d7ac20c369d4b:0x3d976f0ba727f6a9!8m2!3d39.4378502!4d-87.4075533!16s%2Fg%2F1tr7k3_h","Henry Davis, MD",4.9,27,Rheumatologist,"2723 S 7th St p, Terre Haute, IN 47802, United States","CHQR+4X Terre Haute, Indiana, USA",http://www.provmed.com/,+1 812-232-8594,Open · Closes 4 pm,,true,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:36.082Z,
"https://www.google.com/maps/place/Ashley+Delaunois,+APRN,+PMHNP/data=!4m7!3m6!1s0x886d718dcb803c21:0x23cb9ee98e0f6289!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F11sn_5kr0n!19sChIJITyAy41xbYgRiWIPjumeyyM","Ashley Delaunois, APRN, PMHNP",5.0,28,Pain management physician,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/ashley-delaunois-aprn-pmhnp/?utm_source=GMBSocialClimb&utm_medium=AshleyDelaunois%2CAPRN%2CPMHNP,+1 812-877-3310,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMosx7HzdyY1attSjiuyWgNtbUx_KO-drNPl8eE=w408-h508-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:40.931Z,
https://www.google.com/maps/place/UAP+Clinic/data=!4m7!3m6!1s0x886d651af1e665bb:0xe6c4c9b37cfd81b!8m2!3d39.4870373!4d-87.412459!16s%2Fg%2F11c5s_b25m!19sChIJu2Xm8RplbYgRG9jPN5tMbA4,UAP Clinic,,,Medical clinic,"1739 N 4th St, Terre Haute, IN 47804, United States","FHPQ+R2 Terre Haute, Indiana, USA",http://uapclinic.com/,+1 812-242-1000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EVuVwdsYdbIxKVIn5su6JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.98736&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:43.841Z,
https://www.google.com/maps/place/Brain+%26+Spine+Center+in+collaboration+with+Goodman+Campbell+Brain+%26+Spine/data=!4m7!3m6!1s0x886d650040f88979:0xbabd058c3378b7ac!8m2!3d39.4841032!4d-87.4085882!16s%2Fg%2F11w8drw2rs!19sChIJeYn4QABlbYgRrLd4M4wFvbo,Brain & Spine Center in collaboration with Goodman Campbell Brain & Spine,1.0,5,Medical clinic,"1513 N 6th 1/2 St, Terre Haute, IN 47807, United States","FHMR+JH Terre Haute, Indiana, USA",,,"Open · Closes 5 pm

Updated by others 10 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HIUL0wjNIOVYjx7Au1RxHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.33544&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:48.858Z,
https://www.google.com/maps/place/Body+Balance+Physical+Medicine/data=!4m7!3m6!1s0x886d65303a7102a1:0x925b3ee7859f42ce!8m2!3d39.466116!4d-87.410112!16s%2Fg%2F1vk6zz_1!19sChIJoQJxOjBlbYgRzkKfhec-W5I,Body Balance Physical Medicine,4.8,136,Chiropractor,"17 S 6th St, Terre Haute, IN 47807, United States","FH8Q+CX Terre Haute, Indiana, USA",http://www.chiropracticterrehaute.com/,+1 812-230-4070,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yFEGF7oTyQEz0Ix5GNRxrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.71323&pitch=0&thumbfov=100,true,9 am–5 pm,10 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:53.994Z,
"https://www.google.com/maps/place/Millie+Kooistra,+APRN,+FNP/data=!4m7!3m6!1s0x886d71df689cb2e5:0x66c26ab0c3128bde!8m2!3d39.4495636!4d-87.3321249!16s%2Fg%2F11sdwpyn0n!19sChIJ5bKcaN9xbYgR3osSw7BqwmY","Millie Kooistra, APRN, FNP",4.9,111,Nurse practitioner,"1378 IN-46, Terre Haute, IN 47803, United States","CMX9+R5 Terre Haute, Indiana, USA",https://www.myhorizonhealth.org/find-a-doctor/millie-kooistra-aprn-fnp/?utm_source=GMBSocialClimb&utm_medium=MillieKooistra%2CAPRN%2CFNP,+1 812-877-3310,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jsBZbF3L-Z7rC3dRQprydA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.90387&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:33:59.052Z,
"https://www.google.com/maps/place/Pain+Management+Clinic,+a+service+of+Horizon+Health/data=!4m7!3m6!1s0x88729840125ebba1:0xe74b7abee12c5a93!8m2!3d39.6048233!4d-87.6781373!16s%2Fg%2F11hbt5z0b4!19sChIJobteEkCYcogRk1os4b56S-c","Pain Management Clinic, a service of Horizon Health",4.8,70,Pain management physician,"15317 US-150, Paris, IL 61944, United States","J83C+WP Paris, Illinois, USA",https://www.myhorizonhealth.org/services/pain-management/?utm_source=GMBSocialClimb&utm_medium=PainManagementClinic,+1 217-466-4226,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOM9aVKgZRaiYCXhK1aeSI5yGp54ChvFJYKvv-z=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:34:04.055Z,
https://www.google.com/maps/place/Union+Medical+Group+%28UAP+Clinic%29+Rheumatology/data=!4m7!3m6!1s0x886d651a8839b39d:0xb9176c7639c8e44c!8m2!3d39.486848!4d-87.407657!16s%2Fg%2F1t_tl0xb!19sChIJnbM5iBplbYgRTOTIOXZsF7k,Union Medical Group (UAP Clinic) Rheumatology,5.0,8,Medical clinic,"1711 N 6th 1/2 St #302, Terre Haute, IN 47804, United States","FHPR+PW Terre Haute, Indiana, USA",http://www.uapclinic.com/services/rheumatology,+1 812-244-5097,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qFek3zWVwgkGN-drzO0jRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.69586&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:34:06.875Z,
https://www.google.com/maps/place/Indiana+Orthopedic+Institute+-+Terre+Haute/data=!4m7!3m6!1s0x886d65a25769af2d:0x3384bfa64912d2d3!8m2!3d39.4867875!4d-87.4111373!16s%2Fg%2F11s4mt2lqh!19sChIJLa9pV6JlbYgR09ISSaa_hDM,Indiana Orthopedic Institute - Terre Haute,4.8,20,Orthopedic clinic,"1725 N 5th St, Terre Haute, IN 47804, United States","FHPQ+PG Terre Haute, Indiana, USA",https://indianaortho.com/,+1 317-620-0232,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-WRJNahPuNOPRueyo701Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.382256&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:34:11.969Z,
https://www.google.com/maps/place/Valley+Professionals+Community+Health+Center/data=!4m7!3m6!1s0x886d7a5b742edd7b:0xef16f6141506da9f!8m2!3d39.4088354!4d-87.4075057!16s%2Fg%2F1xn_p3q9!19sChIJe90udFt6bYgRn9oGFRT2Fu8,Valley Professionals Community Health Center,4.9,359,Medical clinic,"4757 S 7th St, Terre Haute, IN 47802, United States","CH5R+GX Terre Haute, Indiana, USA",http://valleyprohealth.org/,+1 812-234-2289,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMWT3uN0K9qh9ymFktlbOqysMycT_mFqGt9KE21=w408-h276-k-no,true,8 am–8 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-01-28T19:34:16.893Z,
