placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/A1+Garage+Door+Service/data=!4m7!3m6!1s0x88541d286703b08f:0x9fa7190c5ba5b81e!8m2!3d35.3193438!4d-80.7677716!16s%2Fg%2F11kk1583_k!19sChIJj7ADZygdVIgRHrilWwwZp58,A1 Garage Door Service,4.9,432,Garage door supplier,"9700 Research Dr Unit #127, Charlotte, NC 28262, United States","869J+PV Charlotte, North Carolina, USA",https://a1garage.com/locations/north-carolina/?utm_source=google&utm_medium=organic&utm_campaign=charlotte-nc-reseach,+1 704-440-6574,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO7DtbNyeW04_OUBuqq3iYfn0bE9y3enA4kKu34=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:02.713Z,,,
https://www.google.com/maps/place/Turbo+Garage+Door+Repair/data=!4m7!3m6!1s0x634f760769ace1c5:0xd1f570bd640940cb!8m2!3d35.2442275!4d-80.780006!16s%2Fg%2F11vpqz33t7!19sChIJxeGsaQd2T2MRy0AJZL1w9dE,Turbo Garage Door Repair,5.0,8,Garage door supplier,,,http://turbogaragedoorrepaircharlotte.com/,+1 704-981-4866,Open ⋅ Closes 11 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOOg4rBEVdQu1NpIj9rNdB1nt7kqLYsb0q8i5_S=w408-h306-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:07.675Z,,,
https://www.google.com/maps/place/Wayne+Dalton+Sales+%26+Service+of+Charlotte/data=!4m7!3m6!1s0x88541ef9bdb8243b:0x8c6ecc385e2ff689!8m2!3d35.2652999!4d-80.7617113!16s%2Fg%2F11b7211v1d!19sChIJOyS4vfkeVIgRifYvXjjMbow,Wayne Dalton Sales & Service of Charlotte,4.9,1193,Garage door supplier,"6031 McDaniel Ln, Charlotte, NC 28213, United States","768Q+48 Charlotte, North Carolina, USA",https://www.wayne-dalton.com/charlotte,+1 704-766-8599,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMvhy0odohKHgRX8-RMNdRN_yCPzer0ym-k-0ph=w408-h272-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:12.705Z,,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Central+Charlotte/data=!4m7!3m6!1s0x2efef863b66d227b:0x4a720329aacb11c2!8m2!3d35.1140814!4d-80.9019314!16s%2Fg%2F11v12szjxl!19sChIJeyJttmP4_i4RwhHLqikDcko,ProLift Garage Doors of Central Charlotte,5.0,180,Garage door supplier,,,https://www.proliftdoors.com/central-charlotte/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=central-charlotte,+1 980-325-6050,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipPSVXoqvmwNIe2syDyi5LKxCqj4fM5OTXaLUM1F=w408-h306-k-no,true,8 am–8 pm,10 am–6 pm,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:17.557Z,,,
https://www.google.com/maps/place/Neighborhood+Garage+Door+%22The+Original%22/data=!4m7!3m6!1s0x88569be34ca399eb:0x457819f62e4f41dc!8m2!3d35.1190403!4d-80.9170581!16s%2Fg%2F11dyzl14qt!19sChIJ65mjTOObVogR3EFPLvYZeEU,"Neighborhood Garage Door ""The Original""",4.8,47,Garage door supplier,"10625 Texland Blvd # 600, Charlotte, NC 28273, United States","439M+J5 Charlotte, North Carolina, USA",https://neighborhoodgaragedoor.com/,+1 704-620-1516,Closes soon ⋅ 6 pm ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmlNzuSgAGT2he3-u-4nC8LJ1G365ldg5uqw4Zb-bzXaio00qv8p3RQZe1E8sybUxZWWZWcJJHOVINpN0u_Rkm7V1rv7aX13ZVJdgVy8fMBFB7BAGimyNVe4plll7AbHDjhzvI=w408-h544-k-no,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:22.646Z,,,
https://www.google.com/maps/place/Blue+Chip+Garage+Doors/data=!4m7!3m6!1s0x88541b7e8d4e4c39:0x5004b2bd88b57100!8m2!3d35.6144484!4d-79.7401714!16s%2Fg%2F11j01bv8_5!19sChIJOUxOjX4bVIgRAHG1iL2yBFA,Blue Chip Garage Doors,5.0,1447,Garage door supplier,,,https://bluechipgaragedoor.com/,+1 704-754-8564,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymCg8U9AF1knHZHX8BulUTSLHh2nfPcs-CQpJHzBJNhNqiuKrwDiygiTSZtRFHZwX1yAsia-V_T0jubOmqEx43Ue74KkUyvS59-yi38psaV9hLab9uzHYVMg19m6kpGsu1FibMFDiJqz3V=w408-h544-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:27.445Z,,,
https://www.google.com/maps/place/Overhead+King+Garage+Door/data=!4m7!3m6!1s0x8856a16932642dfb:0x5cbc50436ae5d63b!8m2!3d35.2540546!4d-80.8720658!16s%2Fg%2F11q1pqrg26!19sChIJ-y1kMmmhVogRO9blakNQvFw,Overhead King Garage Door,4.7,81,Garage door supplier,"3038 Rozzelles Ferry Rd, Charlotte, NC 28208, United States","743H+J5 Charlotte, North Carolina, USA",http://overheadkinggaragedoor.com/,+1 800-319-5520,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvdiKhJqGUfU8ekHl8VRr1HEjbFWVGNeuQSBkc5LGRVNPCZDVA1O7fNtqHDqOWorTQibjiqAvc1f_MF8niub0sLCQzFOCxwhyEgZNFreDyaU30sR32AYQlTu70oSY1FPmAHxvkZA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:32.415Z,true,,
https://www.google.com/maps/place/Lifetime+Garage+Door/data=!4m7!3m6!1s0x641cfd76e78dd33:0xdc8dbf36d7442b1b!8m2!3d35.2358996!4d-80.9101594!16s%2Fg%2F11w_yb12sk!19sChIJM914btfPQQYRGytE1za_jdw,Lifetime Garage Door,5.0,106,Garage door supplier,,,https://lifetimegaragedoornc.com/,+1 980-357-4233,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-umgUjtLfAqdbSZdPl-AD3eVL5qumT8mTBqs_eX90majWz4i_2AKYcbbfnzYTdI9k7U325k6492zTn0S0PK-WCRUqP7H4usT1sLi7egftRRVVcJ0InZSoRFBDtnXarEMvdtlMUP4Uz_lF=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:37.330Z,,,
https://www.google.com/maps/place/Fast+Garage+Door+Repair/data=!4m7!3m6!1s0x654ba7332d6a172f:0xe4eabd1f0722adb8!8m2!3d35.326777!4d-80.906635!16s%2Fg%2F11wqxw9jyx!19sChIJLxdqLTOnS2URuK0iBx-96uQ,Fast Garage Door Repair,4.8,206,Garage door supplier,,,https://fast-garage-door-repair-usa.com/,+1 980-980-1095,Closed ⋅ Opens 12 am Sat,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwjoKfNVB2vIjRezkz2rDmrGB2tT70A1449sHe3ZlGDoO5ixOZ8kIdhtM5raiHgrIM7laA5JvGu5duJC4EW8nr9kx8x36A3g2_r85wc_OwsODtB5mEM0C-Z5OO50c7ybsCvKTktPy5Hs23C=w408-h299-k-no,true,7 am–5:30 pm,Open 24 hours,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:42.226Z,,,
https://www.google.com/maps/place/Locksmith+%26+Garage+Door+BH/data=!4m7!3m6!1s0x8f924b60d0a99ec3:0x9f7058a109835815!8m2!3d35.2582386!4d-80.804278!16s%2Fg%2F11x20dn3r4!19sChIJw56p0GBLko8RFViDCaFYcJ8,Locksmith & Garage Door BH,4.7,44,Garage door supplier,,,https://locksmith-and-garage-door-bh.com/,+1 980-480-6294,Open ⋅ Closes 11:30 pm,,https://lh3.googleusercontent.com/p/AF1QipPkL1NhvsphEDBYxPfKKJ9XI0G_F11pPDjpLKTY=w426-h240-k-no,true,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:47.128Z,,,
https://www.google.com/maps/place/Pete%27s+Garage+Doors+LLC/data=!4m7!3m6!1s0xf90654dfed46669:0xe9759fa9db207829!8m2!3d35.2338522!4d-80.780006!16s%2Fg%2F11sfrknh7p!19sChIJaWbU_k1lkA8RKXgg26mfdek,Pete's Garage Doors LLC,5.0,12,Garage door supplier,,,https://petesgaragedoor.com/,+1 704-742-2810,Closed ⋅ Opens 9 am Sat,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPe8l98SotuF8igG5W5OiDGbVqJdtyNLm5bX4DM=w408-h409-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:52.025Z,,,
https://www.google.com/maps/place/OnTrac+Garage+Doors/data=!4m7!3m6!1s0x88542096f35eaf85:0xb79f37728f870db4!8m2!3d35.1555522!4d-80.7706934!16s%2Fg%2F11cjgcx4k9!19sChIJha9e85YgVIgRtA2Hj3I3n7c,OnTrac Garage Doors,4.9,135,Garage door supplier,"301 Regency Dr, Charlotte, NC 28211, United States","564H+6P Charlotte, North Carolina, USA",https://ontracgaragedoors.com/,+1 704-764-1080,Closed ⋅ Opens 8 am Sun,,https://lh3.googleusercontent.com/p/AF1QipPksZdS2QMwa7DM0-BNYys4RhBOV7bHJMAlSD0j=w408-h327-k-no,true,7 am–4 pm,Closed,8 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:46:56.871Z,,,
https://www.google.com/maps/place/Tip+Top+Garage+Doors/data=!4m7!3m6!1s0x885421429f350d7b:0x93ef70c1504e5fdc!8m2!3d35.0939985!4d-80.7873781!16s%2Fg%2F11c5sttpnb!19sChIJew01n0IhVIgR3F9OUMFw75M,Tip Top Garage Doors,5.0,1437,Garage door supplier,"8001 Raintree Ln #204, Charlotte, NC 28277, United States","36V7+H2 Charlotte, North Carolina, USA",http://tiptopgaragedoors.com/,+1 704-313-0023,Open ⋅ Closes 11 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMCVstNz6VdI6FtNouY701mIMFjPjHXb-iLXVO6=w703-h240-k-no,true,7 am–11 pm,Closed,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:47:01.864Z,,,
https://www.google.com/maps/place/DH+Pace+Carolina/data=!4m7!3m6!1s0x88569c12a699320b:0xb4900f1f632bdc41!8m2!3d35.1969975!4d-80.9293317!16s%2Fg%2F11cmch79kl!19sChIJCzKZphKcVogRQdwrYx8PkLQ,DH Pace Carolina,4.5,54,Garage door supplier,"3035 Horseshoe Ln Suite R, Charlotte, NC 28208, United States","53WC+Q7 Charlotte, North Carolina, USA",https://dhpace.com/states/states/north-carolina/,+1 704-527-5379,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOEVayACc6ijRmFsXMiwrKcTH_SqvfVzEJvaWja=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:47:06.985Z,,,
https://www.google.com/maps/place/RCS+Garage+Doors/data=!4m7!3m6!1s0x88569e6f45f07f7b:0xc43d16de22aabb3e!8m2!3d35.127407!4d-80.9355697!16s%2Fg%2F1q6cdv90c!19sChIJe3_wRW-eVogRPruqIt4WPcQ,RCS Garage Doors,5.0,1741,Garage door supplier,"1820 Westinghouse Blvd Suite J, Charlotte, NC 28273, United States","43G7+XQ Charlotte, North Carolina, USA",https://www.rcs-carolinas.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 980-322-6000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMFxoXfNTI2GY6sx16INBVhxMUFkpboqymZDH7t=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:47:12.217Z,,,
https://www.google.com/maps/place/Reliable+Overhead+Door+Repair+Solutions/data=!4m7!3m6!1s0x88569fd3284baac7:0xb20ba6f5b7ee82a4!8m2!3d35.146626!4d-80.830221!16s%2Fg%2F11xmft1lr6!19sChIJx6pLKNOfVogRpILut_WmC7I,Reliable Overhead Door Repair Solutions,5.0,5,Garage door supplier,"4800 Ashley Park Ln, Charlotte, NC 28210, United States","45W9+MW Charlotte, North Carolina, USA",http://reliableoverheaddoorrepairsolutions.site/,+1 704-754-4115,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNWg8THWOy1tYa7rtiYwfZiGCiVrwkS50-d1nSH=w428-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:47:17.117Z,,,
https://www.google.com/maps/place/Neighborhood+Garage+Door+%22The+Original%22/data=!4m7!3m6!1s0x88569a6aeed5f49d:0x65ea05bfddc014e6!8m2!3d35.122309!4d-80.699354!16s%2Fg%2F11b6hn38qs!19sChIJnfTV7mqaVogR5hTA3b8F6mU,"Neighborhood Garage Door ""The Original""",4.8,147,Garage door supplier,"10931 E Independence Blvd # N, Matthews, NC 28105, United States","48C2+W7 Matthews, North Carolina, USA",https://neighborhoodgaragedoor.com/,+1 704-635-6162,Closes soon ⋅ 6 pm ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN0vLyZrUUPbxoDp4IoCswuTZqANJYFpAf7lCRD=w426-h240-k-no,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:47:21.980Z,,,
https://www.google.com/maps/place/DC+Garage+Door+Services+llc/data=!4m7!3m6!1s0x885419dbc18c1ee1:0x6b52d0b7baf0e33f!8m2!3d35.228899!4d-80.669149!16s%2Fg%2F11n60ny020!19sChIJ4R6MwdsZVIgRP-PwurfQUms,DC Garage Door Services llc,4.8,163,Garage door supplier,"8300 Tuckalake Dr, Charlotte, NC 28215, United States","68HJ+H8 Charlotte, North Carolina, USA",https://dcgaragerepair.com/?utm_source=gmb&utm_medium=clicks&utm_campaign=CH,+1 704-574-8844,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMpRibYXt3F7epEf8jNTjMgPI9ANuOk5Os4U-QI=w408-h331-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-07T22:47:27.081Z,,,
