placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes
https://www.google.com/maps/place/Poolman+Pool+Service+North/data=!4m7!3m6!1s0x88f8996de136c7ef:0xfb471b4297fa7d01!8m2!3d33.9689366!4d-81.0140691!16s%2Fg%2F1262y461_!19sChIJ78c24W2Z-IgRAX36l0IbR_s,Poolman Pool Service North,4.3,6,Swimming pool repair service,"1240 Bluff Rd, Columbia, SC 29201, United States","XX9P+H9 Columbia, South Carolina, USA",,+1 803-414-5355,Open ⋅ Closes 8 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fqu4fbPPcYbkKlY8bzKlnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.014206&pitch=0&thumbfov=100,true,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:02.924Z,
"https://www.google.com/maps/place/Swimming+Pool+Vinyl+liner+Pros,+LLC/data=!4m7!3m6!1s0x88f8bd471c52112d:0x11a02f1f9819c0cb!8m2!3d34.0028486!4d-81.1027124!16s%2Fg%2F11r9b__t6p!19sChIJLRFSHEe9-IgRy8AZmB8voBE","Swimming Pool Vinyl liner Pros, LLC",1.7,20,Swimming pool contractor,"2316 Sunset Blvd Suite D, West Columbia, SC 29169, United States","2V3W+4W West Columbia, South Carolina, USA",,+1 803-587-4449,Open ⋅ Closes 6 pm,,,https://lh3.googleusercontent.com/p/AF1QipMt8CLDOmL-7JpaAjbIijllf9gOztvWLPNIhrYR=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 am,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:08.077Z,
https://www.google.com/maps/place/S.E.+Pool+Cleaning+Service+LLC/data=!4m7!3m6!1s0x88f8bdefadf4820f:0xd5d2e257e8bf41a2!8m2!3d34.0538494!4d-81.0449315!16s%2Fg%2F11f6d88nq_!19sChIJD4L0re-9-IgRokG_6Ffi0tU,S.E. Pool Cleaning Service LLC,4.6,22,Pool cleaning service,,,,+1 803-991-1885,Open ⋅ Closes 5 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipPCniQLdO79gH2zKGZJbRhFNYn_Aq3oFgKhoDd9=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:12.909Z,
https://www.google.com/maps/place/Lanier+Pools+LLC/data=!4m7!3m6!1s0x88f8a2f92e9d9647:0x1a61e61ac0111775!8m2!3d34.0188615!4d-81.1374293!16s%2Fg%2F1tcvq3c1!19sChIJR5adLvmi-IgRdRcRwBrmYRo,Lanier Pools LLC,3.6,53,Swimming pool supply store,"267 Riverchase Way, Lexington, SC 29072, United States","2V97+G2 Lexington, South Carolina, USA",https://www.lanierpoolsandspas.com/,+1 803-781-0099,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipNCYSLRKzukN9D7tUmaoVn1z6efaXGtP_hONShm=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:17.875Z,"Pool company also selling hot tubs, chemicals & some diving items like wet suits & fins."
https://www.google.com/maps/place/Capital+City+Aquatics/data=!4m7!3m6!1s0x88f8a507949aec35:0x9a3db78ca6df1574!8m2!3d34.0013859!4d-80.9975113!16s%2Fg%2F11twcf82bn!19sChIJNeyalAel-IgRdBXfpoy3PZo,Capital City Aquatics,5.0,2,Swimming pool contractor,"3188 Carlisle St, Columbia, SC 29205, United States","2222+HX Columbia, South Carolina, USA",http://colacityaquatics.com/,+1 864-688-1143,Open ⋅ Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TtSJbYZRdCMDa5YE01ltcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.1995&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:22.829Z,
https://www.google.com/maps/place/SOL+Pools+and+Spas/data=!4m7!3m6!1s0x88f8b1de82fc89b5:0xa005224b56fbd711!8m2!3d33.976621!4d-80.957826!16s%2Fg%2F11q21ztlz4!19sChIJtYn8gt6x-IgREdf7VksiBaA,SOL Pools and Spas,3.9,27,Swimming pool contractor,"6860 Garners Ferry Rd, Columbia, SC 29209, United States","X2GR+JV Columbia, South Carolina, USA",https://solpoolsspas.com/,+1 803-661-6730,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipN4Tg1hGZhWjliJV2bkzFO-w9adeOyegCuoTek=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:28.081Z,
https://www.google.com/maps/place/Hot+Dog+Pools+%26+Carts/data=!4m7!3m6!1s0x88f8bbe7c8c5a793:0xd01f8d79ffe2cbd9!8m2!3d33.9850566!4d-81.037385!16s%2Fg%2F11vqzs1080!19sChIJk6fFyOe7-IgR2cvi_3mNH9A,Hot Dog Pools & Carts,5.0,8,Swimming pool supply store,"599 Whaley St, Columbia, SC 29201, United States","XXP7+22 Columbia, South Carolina, USA",http://hotdogpools.com/,+1 803-403-1891,"Closed ⋅ Opens 10 am Tue

Updated by this business 11 weeks ago",,,https://lh3.googleusercontent.com/p/AF1QipOfbNtm7G6wozybU28TXAUnAkJ66a0u4BN-iFGR=w408-h306-k-no,true,Closed,"10 am–3 pm, 4:15–5:30 pm","10 am–3 pm, 4:15–5:30 pm","10 am–3 pm, 4:15–5:30 pm","10 am–3 pm, 4:15–5:30 pm",10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:33.062Z,· In-store shopping · In-store pick-up
"https://www.google.com/maps/place/ASP+-+America's+Swimming+Pool+Company+of+Columbia/@33.895836,-80.9518245,9z/data=!3m1!4b1!4m6!3m5!1s0x2c7fdc325d4df569:0x2b99e59a103d10d!8m2!3d33.895836!4d-80.9518246!16s%2Fg%2F11tp3d4f7v",ASP - America's Swimming Pool Company of Columbia,5.0,1,Swimming pool contractor,,,https://www.asppoolco.com/columbia/?utm_source=GMB&utm_medium=organic&utm_campaign=columbia,+1 803-719-7665,Open ⋅ Closes 5 pm,,,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:39.754Z,
"https://www.google.com/maps/place/Cayce+Exterminating+Company,+Inc/data=!4m7!3m6!1s0x88f8bb814996144f:0x93c005b8bf37351!8m2!3d33.9571966!4d-81.0714592!16s%2Fg%2F1261kth47!19sChIJTxSWSYG7-IgRUXPzi1sAPAk","Cayce Exterminating Company, Inc",4.8,412,Pest control service,"2229 Taylor Rd, Cayce, SC 29033, United States","XW4H+VC Cayce, South Carolina, USA",https://caycebugs.com/,+1 803-703-3367,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSym7rZ4azVfYbPMDSBsB2xLHtkRxDfKKd4dacF-Ejun791BhupCNMSxJCnvyEHW4D6OwUKKmFPHpYPxJ9F_vzJXXwjXpTAEb_XNqK3ouB9cGkeIb0M9OCgtgz2qidUg35JPZN391LU4IzA=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:44.983Z,
"https://www.google.com/maps/place/All+Season+Pools,+LLC/data=!4m7!3m6!1s0x88f8a537995e27b7:0x107a92100ef4cac1!8m2!3d34.1110665!4d-80.9543885!16s%2Fg%2F11h0hq1jl8!19sChIJtydemTel-IgRwcr0DhCSehA","All Season Pools, LLC",4.9,27,Swimming pool repair service,,,http://www.allseasonpoolpros.com/,,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipPFr88xZbkzBnN0tvhQ7PkiDXCIXHXtv0Ed4MFn=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:49.893Z,
https://www.google.com/maps/place/Crystal+Pools+LLC/data=!4m7!3m6!1s0x88f8abce6c39d443:0xbda1c2f40680b459!8m2!3d34.1189084!4d-80.8858705!16s%2Fg%2F1tp_77h8!19sChIJQ9Q5bM6r-IgRWbSABvTCob0,Crystal Pools LLC,3.9,31,Swimming pool contractor,"1101 Sparkleberry Ln Ext Suite A, Columbia, SC 29223, United States","4497+HM Columbia, South Carolina, USA",https://crystalpoolsllc.com/,+1 803-865-1200,Open ⋅ Closes 4 pm,,,https://lh3.googleusercontent.com/p/AF1QipP_XAnxDOn8DqwcuuJcUC7eaACQ4hfdhbqT_M_I=w408-h272-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:54.927Z,
https://www.google.com/maps/place/Columbia+SC+Pool+Leak+Detection/data=!4m7!3m6!1s0x40cf946999f85df3:0x9dc9360866128386!8m2!3d34.040102!4d-80.9375599!16s%2Fg%2F11w1q7wkqs!19sChIJ8134mWmUz0ARhoMSZgg2yZ0,Columbia SC Pool Leak Detection,5.0,7,Swimming pool repair service,,,https://theleakgeeks.net/near-me/columbia,+1 803-384-3101,Open ⋅ Closes 5 pm,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipPWwZuIAYqZMOR2n6fjiTwJDBPQuLj0bgFz4KJs=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:40:59.845Z,
https://www.google.com/maps/place/Pete+Alewine+Pool+%26+Spa/data=!4m7!3m6!1s0x88f8971c3219660f:0x9b6debda6e8ae06d!8m2!3d33.9963023!4d-81.2220909!16s%2Fg%2F11ghmrgqd5!19sChIJD2YZMhyX-IgRbeCKbtrrbZs,Pete Alewine Pool & Spa,4.3,64,Swimming pool contractor,"5541 Sunset Blvd, Lexington, SC 29072, United States","XQWH+G5 Lexington, South Carolina, USA",https://www.petealewinepools.com/pools-lexington-sc/,+1 803-373-2238,"Open ⋅ Closes 6 pm

Updated by this business 6 weeks ago",,,https://lh3.googleusercontent.com/p/AF1QipP7nsmD-_tx2FM1ohw_XizFnAR_BMfCU7z11UnJ=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:41:04.710Z,
https://www.google.com/maps/place/Pool+Cleaning+Service+LLC/data=!4m7!3m6!1s0x88f8a334bae49fd9:0x91ffbd642726232b!8m2!3d34.0787275!4d-81.055569!16s%2Fg%2F11gw2y52c_!19sChIJ2Z_kujSj-IgRKyMmJ2S9_5E,Pool Cleaning Service LLC,4.8,20,Pool cleaning service,,,http://poolcleaningservicenearme.com/,+1 803-881-8999,Open ⋅ Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfdNaQwcoT0QYjEzjUu9V7BxExdAZJ9cXch2pqdwV6Y4u1YV1cGU9iPq1fSLNmNt4flkVwzO9EjWz9DBiQY1OjIjbGGhrnNd-gNWJIXoaACpnfeQncKWbTBE_pBeBuAR358JB8BQ=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:41:09.607Z,
https://www.google.com/maps/place/Clearwater+Co+Inc/data=!4m7!3m6!1s0x88f898e7f0c69ecd:0x8b6571ba4e365ddf!8m2!3d34.0809909!4d-81.1971481!16s%2Fg%2F1thq1kcm!19sChIJzZ7G8OeY-IgR3102TrpxZYs,Clearwater Co Inc,3.0,8,Swimming pool contractor,"1682 Lake Murray Blvd, Columbia, SC 29212, United States","3RJ3+94 Columbia, South Carolina, USA",http://clearwaterco.com/,+1 803-781-8364,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylfpgvbSHE22MGNzou9poVdX8dhr15w0v-S5fcKZbqXvAKEVHdSfBle7ltA9ujiF6U9MPZG1eK37XJB_zUPA3RfhgYcDfMQ7Voy4tHFDo7WDVu_CUGdjzZt_BjBsjxhwwTfJ6f=w408-h250-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:41:14.893Z,
https://www.google.com/maps/place/Can+Do+Plaster+Crew/data=!4m7!3m6!1s0x88f8a56e1419de2d:0x4bbfda4e51d17729!8m2!3d34.129338!4d-80.919198!16s%2Fg%2F11bw46syfd!19sChIJLd4ZFG6l-IgRKXfRUU7av0s,Can Do Plaster Crew,4.7,15,Swimming pool repair service,,,https://candoplastercrew.com/,+1 803-361-2064,Open ⋅ Closes 5 pm,,true,https://lh3.googleusercontent.com/p/AF1QipOn72hofgJ4L7f04xt2HNFRZ-Nna8VHh2uzhyYP=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:41:19.927Z,
https://www.google.com/maps/place/Able+Pools+LLC/data=!4m7!3m6!1s0x88f89f62ab5d06dd:0x16935a5e8880260b!8m2!3d34.13379!4d-81.1627073!16s%2Fg%2F1tdb53x3!19sChIJ3QZdq2Kf-IgRCyaAiF5akxY,Able Pools LLC,4.0,5,Swimming pool repair service,"6 Hunt Master Ct, Irmo, SC 29063, United States","4RMP+GW Irmo, South Carolina, USA",http://www.ablepools.net/,+1 803-233-7435,Open ⋅ Closes 6 pm,,,https://lh3.googleusercontent.com/p/AF1QipO0Dxr7E6EtNEeAjRlOQxn8MuX-VzpgN8F7mcHJ=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:41:25.036Z,
https://www.google.com/maps/place/Sands+Pool+Care/data=!4m7!3m6!1s0x6c5f39b8051d1b39:0x2fe45d2784144c7!8m2!3d34.101814!4d-81.246598!16s%2Fg%2F11v_005l16!19sChIJORsdBbg5X2wRx0RBeNJF_gI,Sands Pool Care,4.9,37,Pool cleaning service,,,https://www.sandspoolcare.net/?utm_source=google-business&utm_medium=organic,+1 803-843-0745,Open ⋅ Closes 7 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipN4cVsLYOK8IKeAsIKEM_FkdmmZZiRXBLtrIkyl=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:41:30.046Z,
https://www.google.com/maps/place/Magnolia+Outdoors/data=!4m7!3m6!1s0x88f8b15e4dffac97:0x5a83852620d05e0!8m2!3d34.00636!4d-81.0165686!16s%2Fg%2F11jjp0037w!19sChIJl6z_TV6x-IgR4AUNYlI4qAU,Magnolia Outdoors,4.9,75,Landscaper,"2218 Gervais St, Columbia, SC 29204, United States","2X4M+G9 Columbia, South Carolina, USA",https://magnoliaoutdoorsc.com/,+1 839-228-6188,Open ⋅ Closes 5:30 pm,,,https://lh3.googleusercontent.com/p/AF1QipOQmD3iy1qFuA-SPt44nYKtMBaW6-r0TwmdRodY=w426-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-10-27T17:41:35.408Z,
