placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Joel%27s+tree+service/data=!4m7!3m6!1s0x6da20c2ab3aa375d:0xb114306fe94b0468!8m2!3d36.095535!4d-79.8143016!16s%2Fg%2F11lp0163mt!19sChIJXTeqsyoMom0RaARL6W8wFLE,Joel's tree service,5.0,27,Tree service,,,https://www.facebook.com/profile.php?id=61561911502669&mibextid=ZbWKwL,+1 336-497-8237,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSTB6-eldCmAvxvsyaX1eThr3r5drMB_zDppiGRJM2j2p9xaK0edu_zOKk5JrALfhjVqlK9OkdLXdE7zrXYRzFgPRS1ISafIc41vJb35JX-xopDV0tXR67oUNojCfp_jXsr649qQ=w408-h725-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:28:31.578Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Shelton+Tree+Service/data=!4m7!3m6!1s0x88531b81d1ea262d:0xe7cb83c9f0d3fbfd!8m2!3d36.1164504!4d-79.7053076!16s%2Fg%2F11bvt47xrw!19sChIJLSbq0YEbU4gR_fvT8MmDy-c,Shelton Tree Service,4.8,256,Tree service,,,https://sheltontreeservice.us/,+1 336-988-7318,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEI8s0qRz1AOWNDwWXpAfb_JWAzVb0rO3V32U38t5yUe6cD_j0V-jS50ns0kUc-x4k6MeFGN-QKpabfS7ZBtgNHM6N459AKgvPHl9J4WzFI8J67Z7SyRtAq_qfJnQyumv9gFwxoocxxyWUr=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:28:36.219Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/H+%26+B+Stump+Removal+%26+Tree+Services/data=!4m7!3m6!1s0x88531086908dbf91:0x8d4dfa64697dc490!8m2!3d36.0003534!4d-79.870698!16s%2Fg%2F1vyk365h!19sChIJkb-NkIYQU4gRkMR9aWT6TY0,H & B Stump Removal & Tree Services,4.0,36,Tree service,"4426 Green Lake Ct #8243, Greensboro, NC 27407, United States","242H+4P Greensboro, North Carolina, USA",http://www.stumpandtree.com/,+1 336-855-7589,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGV8cqdQhmJ1zfzZ8KWX1iYRpTgy_xhq9pVV6lBMnpw4rdiNvkbCpllL3WkRbz-LDicOl8Qzz6fSAFcttebgHqMzEggUd4qB4YZvckoIo1zQBl5s2g6WHzozp5fUCyOVW6Z0G6i7Q=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:28:41.088Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Highlander+Tree+Service+LLC/data=!4m7!3m6!1s0x681d928be08d882d:0x67038c0cae8f5d01!8m2!3d36.029493!4d-79.825538!16s%2Fg%2F11t7nfc8cd!19sChIJLYiN4IuSHWgRAV2PrgyMA2c,Highlander Tree Service LLC,4.8,21,Tree service,"2935 Branderwood Dr, Greensboro, NC 27406, United States","25HF+QQ Greensboro, North Carolina, USA",https://highlandertreeservicellc.com/,+1 336-253-4712,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcarkoeclo3FxLQwre41pyOxDXBzK1TGKisRI89LPGOuJM6o8DX9vL_fe-5hI3yKXwby3W5jNULFZV_UIkBQcJt7mocFT93_UO-DBM899SxuvXCDNMcSiXtSlzvKphpFfW0Q4jvANPOr0y=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:28:46.001Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Penny%27s+Tree+Service/data=!4m7!3m6!1s0x8853a881e59b10fb:0x861942a7d17739fd!8m2!3d36.038743!4d-79.965067!16s%2Fg%2F11btz3dxnr!19sChIJ-xCb5YGoU4gR_Tl30adCGYY,Penny's Tree Service,4.9,179,Tree service,"3980 Premier Dr, High Point, NC 27265, United States","22QM+FX High Point, North Carolina, USA",https://www.pennystreeservice.com/?utm_source=omg-gbp&utm_medium=webclick,+1 336-829-4471,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCsVQ7DMs09TiPFv21rTpC6ft9Hu343oEuakQ9hY-9owARnXumBWSnOypsuRjtAlFw5RBnxh7k8mkkr5MV6zvGCCBznsOrxdUdQwEv_9fJ1J0HKYz1zhTOBX_8MV8cvcoQM1nb=w425-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:28:50.903Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Trim+Pro+Tree+%26+Landscaping/data=!4m7!3m6!1s0x8853098fbaf7a92f:0x40959111f7a9c958!8m2!3d36.0120228!4d-79.9753742!16s%2Fg%2F11j8ksc5s0!19sChIJL6n3uo8JU4gRWMmp9xGRlUA,Trim Pro Tree & Landscaping,4.8,118,Tree service,"3642 Sunset Hollow Dr, High Point, NC 27265, United States","226F+RV High Point, North Carolina, USA",http://trimprotree.us/,+1 336-596-1305,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzsZt_oviXzls-whkEu5aqS3Z80gIZKkPW2_aArv2oDu67hotVHy4mi3tGLatdzjwk56ejhNC0_vDVvamBZn9dPi0_WzgHhlNGZZaBPeMXhOrLZ732rJj-blT80Ty4ggo3KK-lE7Zi7ttt=w408-h725-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:28:55.985Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Trees+Done+Right/data=!4m7!3m6!1s0x88531a4a86302191:0x29d13ec8c5ccb96e!8m2!3d36.0274029!4d-79.87664!16s%2Fg%2F11b8zyfv3j!19sChIJkSEwhkoaU4gRbrnMxcg-0Sk,Trees Done Right,5.0,3,Tree service,,,,,Closed · Opens 7:30 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPrJ3mbPlZYdGl1FWXxf30N3aVIGa0u1yMeSxAYseSI9gVMuxCVyvQu9zjJ9p91Y9OKBtFBKGvsRjQ-kth9S10U2zEm7yxiZ7PVMb-t5oJj9eORRMjnZcUZiPTzqdfk5BwZImB=w823-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:29:00.563Z,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,Closed,7:30 am–7:30 pm,7:30 am–7:30 pm,,,,
https://www.google.com/maps/place/Dillon+Tree+Service/data=!4m7!3m6!1s0x8853038af4546c55:0x65a071aea7d9d38!8m2!3d36.133272!4d-80.0076607!16s%2Fg%2F11j9758klz!19sChIJVWxU9IoDU4gROJ196hoHWgY,Dillon Tree Service,4.9,177,Tree service,"8665 Bull Rd, Colfax, NC 27235, United States","4XMR+8W Colfax, North Carolina, USA",https://www.dillontreeservice.com/,+1 336-996-6156,"Open 24 hours

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAERjk_QC22COUCJyXOIcVzJp0MxmsxhI_ShUzrmuHqRmjaeHUtq5I01M8O2faRpLbZj5JL1VmjlnEZvKEOoY6HQh7lxOrpzNr8Blvqab3tfG9qutTdG0u05njnCcl3uuTef6R88=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:29:05.534Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as women-owned,,,
https://www.google.com/maps/place/Gate+City+Tree+Service/data=!4m7!3m6!1s0x823a64778334445f:0x153d79a5bcd926c!8m2!3d36.0636701!4d-79.8139154!16s%2Fg%2F11y3m_25_1!19sChIJX0Q0g3dkOoIRbJLNW5rXUwE,Gate City Tree Service,5.0,22,Tree service,,,https://gatecitytreeservicellc.com/,+1 336-253-1735,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZ6wB_okNhI70mfji1kn-M0VqjlI3RMINnt0ERa1OkzFG9oDTITHbCC19vWGr2yGG48y2FDjA87_QPsBP1PkGhH0SlT3eC2hclWeElh7YztHAMybVMZ56R-PuBDBMeunJ1VGgmyA4Okjcc=w408-h305-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-04-29T05:29:10.392Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Identifies as Latino-owned,,,
https://www.google.com/maps/place/Arbor+Masters+Tree+Service/data=!4m7!3m6!1s0x8852e3b27884a99b:0x3c6d781dd16c54d9!8m2!3d36.2249178!4d-79.8632942!16s%2Fg%2F11h3vbx7h7!19sChIJm6mEeLLjUogR2VRs0R14bTw,Arbor Masters Tree Service,4.6,36,Tree service,"6435 Lake Brandt Rd, Summerfield, NC 27358, United States","64FP+XM Summerfield, North Carolina, USA",https://www.arbormastersnc.com/,+1 336-344-9420,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyoz4wmztf84emsIXxg5e1gmMzQ_zskzeI5tZ23XG_2bHBUAEJaj5MbWSzskSVqzXxVSnvWpm_0-QEAgrg8bwhd3GUCHKDzF_iDxh84mMOwgptPVvtZIQvFKFLyxr6b6Z-G8dn=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2026-04-29T05:29:30.932Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,,
"https://www.google.com/maps/place/Summit+Tree+Care,+LLC/data=!4m7!3m6!1s0x6607e6f3853e4177:0x81325a3fa8478a2e!8m2!3d36.149278!4d-79.989604!16s%2Fg%2F11t2q5g469!19sChIJd0E-hfPmB2YRLopHqD9aMoE","Summit Tree Care, LLC",5.0,70,Tree service,,,https://summittreecarenc.com/,+1 336-848-1266,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqFMGLuWxePp6DymXW6qUHoyH6iaRoRkug6Eg6eQGVkDrHYWWa2oSH-V-BLBCXKhG3wA4g706uyk4kdecWGcHMIL5l6EUF3CPEFKKKwNJckiZnJbGNEJutyj_PZ7d6CfTiQgMZ7w=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2026-04-29T05:29:33.563Z,,,,,,,,,,,
https://www.google.com/maps/place/Dillard%27s+Tree+Service/data=!4m7!3m6!1s0x8e6ddfce508d3c31:0xcf685ba2e73ea300!8m2!3d36.0822875!4d-79.9983986!16s%2Fg%2F11v3h4yfmk!19sChIJMTyNUM7fbY4RAKM-56JbaM8,Dillard's Tree Service,5.0,51,Tree service,,,https://www.dillardstreeservice.com/,+1 336-402-8138,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHul4YHBfuNKIm-paLAf9BpuvBK6TJGmuexDvuMWCC16QIW7NYhjFODmXOriEPNxsTeMhMmuKxGK1diN9RJOm4Co40Fb5TrwMzUW5OZlEZipv005fyZ5hJQJ8UZ_a4nlBDZU_ZIiPyB8S4j=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2026-04-29T05:29:38.278Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Quality+Stump+%26+Tree/data=!4m7!3m6!1s0x8852e36506c7ef0f:0x64cc959a766078de!8m2!3d36.258499!4d-79.888223!16s%2Fg%2F1tfczh_z!19sChIJD-_HBmXjUogR3nhgdpqVzGQ,Quality Stump & Tree,5.0,11,Tree service,"153 Lake Dr, Summerfield, NC 27358, United States","7456+9P Summerfield, North Carolina, USA",http://www.qualitystumpandtree.com/,+1 336-643-9018,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmBBGnEDCv7hj8xPUQkbfV8QRbJ5QEmpN1QkQIiK41MR7XtklOD1C15wAuisBbHasBSvAuAzXx98SDXcBN614S2DOAwcIevnFXx7fOcsK7Xj-ejRFWQR7LTWk8HRQMlTKUlMs=w408-h273-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2026-04-29T05:29:41.105Z,,,,,,,,,,,
https://www.google.com/maps/place/D+C+Tree+Service/data=!4m7!3m6!1s0x885302d2998a9e31:0xf4e76831525f46d3!8m2!3d36.0785174!4d-79.7896394!16s%2Fg%2F1tv3pcw1!19sChIJMZ6KmdICU4gR00ZfUjFo5_Q,D C Tree Service,4.4,16,Tree service,,,http://dctreeservicegso.com/,+1 336-210-9089,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDU9LoPU86YvFI_PNa_EpT3k_PTCpE_MSvcVGRG-ttmEHKRaVnENpVTM95DklApMorhSy6yrnLKBBAq4jFs8MRTJbPxPPSByLhECyYcY6tSvUwjvrVobZGk2gYWnn7jAXuYSNhDg=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2026-04-29T05:29:45.803Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,,,,
https://www.google.com/maps/place/Bullard+Tree+Care+%26+Landscaping/data=!4m7!3m6!1s0x88531cfaaaaaaaab:0xad085d34b757718c!8m2!3d36.1270825!4d-79.8857199!16s%2Fg%2F1vnrlqln!19sChIJq6qqqvocU4gRjHFXtzRdCK0,Bullard Tree Care & Landscaping,4.7,15,Tree service,"Greensboro, NC 27410, United States","44G7+RP Greensboro, North Carolina, USA",,+1 336-706-1931,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeIEckJxV9y2VYvrt5YcsmFqL5gwMtZEXVuf9cbA3pD3Eg05Ilp4_I8Y8h_1x6KK_Js8Xvr7xlhf68HJseF2MHcUKBlPkiWmlK_QuaEpOgOW7Ee9lOF87EVUjazVoYAiBXVkB8=w408-h337-k-no,false,"https://www.google.com/maps/search/tree+service+businesses+in+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2026-04-29T05:29:48.472Z,,,,,,,,,,,
"https://www.google.com/maps/place/Bill%27s+Tree+Service,+Inc/data=!4m7!3m6!1s0x88531cc29668209d:0x51d9f04ded98ac8d!8m2!3d36.1253741!4d-79.8977969!16s%2Fg%2F1tg3bt4g!19sChIJnSBolsIcU4gRjayY7U3w2VE","Bill's Tree Service, Inc",4.3,35,Tree service,"2028 Fleming Rd, Greensboro, NC 27410, United States","44G2+4V Greensboro, North Carolina, USA",http://billstreeinc.com/,+1 336-605-5733,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGofHXx8RCzZmcESHKerdwlXMpRoVIXA1QrBaZV0-KXi3Ig0eNFNUsbGHIAOYoL-j1bG3_PMuql_FRcwkvsBSybbkE8VD1f5Nl6HUyvrFcouFOtkiM9i2j98_o_1yJAFNN8cRsL=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2026-04-29T05:29:53.606Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
