placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes,info,isBlackOwned
https://www.google.com/maps/place/Grand+Premier+Tire+%26+Custom+Wheel/data=!4m7!3m6!1s0x89de704596db7b49:0x1ca1655e751b95f!8m2!3d42.7878481!4d-73.9966369!16s%2Fg%2F1hhl02z90!19sChIJSXvblkVw3okRX7lR51UWygE,Grand Premier Tire & Custom Wheel,4.9,242,Tire shop,"3361 S Thompson St, Schenectady, NY 12306, United States","Q2Q3+48 Schenectady, New York, USA",https://www.grandpremiertire.com/,+1 518-630-5055,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqc4t_izZ2_RovnS_XoDlYJD1IRw4QfQOOs0X8ooaw5o_jmuinSdhyVvdgYruPjY7CjAordLncg9IRBhFZQROr1ZT_6Grs3CR2_PXlmMh8iQRGQB074kO90AwfC7PzZQGC55V1_=w426-h240-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:02.143Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–2 pm,Closed,· In-store pick-up,,
https://www.google.com/maps/place/Adirondack+Tire+%26+Service/data=!4m7!3m6!1s0x89de73a797d7484b:0x84036f6a2c45ea2a!8m2!3d42.748851!4d-73.8902319!16s%2Fg%2F1hc2gsx8f!19sChIJS0jXl6dz3okRKupFLGpvA4Q,Adirondack Tire & Service,4.7,163,Auto repair shop,"198 Morris Rd, Schenectady, NY 12303, United States","P4X5+GW Schenectady, New York, USA",https://www.mavis.com/locations/schenectady-morris-rd-ny/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=2361,+1 518-243-8343,"Open · Closes 6 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTy5NSTz_yAirm45vYqfJWqlarCiAc-ri478bb3o9fzNyZClunCQeHY1sR5veWfjkiU5B11GyikHFi-nYrrgVqS7FewvoSJp4xUnJI4-53eYiwfSf28hXtCmb7Nxd3apiwx9xx=w427-h240-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:07.409Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Monro+Auto+Service+and+Tire+Centers/data=!4m7!3m6!1s0x89de74c32a127499:0x12406db4a41fd8df!8m2!3d42.6893759!4d-73.8625235!16s%2Fg%2F1tj_670w!19sChIJmXQSKsN03okR39gfpLRtQBI,Monro Auto Service and Tire Centers,4.4,1120,Tire shop,"1745 Western Ave, STUYVSNT PLZ, NY 12203, United States","M4QP+QX Westmere, New York, USA",https://locations.monro.com/ny/guilderland/1745-western-avenue?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_35,+1 518-456-8117,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweos-uTPbU0LhnibGQzzKoNvZ_JzH-6D5L_pLGje_5s-8hVzS-KSFEInQGK5CgJiKYfYiJ0X22cYQBIZAPpEU1Y0l63_ongmrvFGt8G7TLltqxKU2H6AbhF4jJOU2hHMzsm9Zyaq=w408-h306-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:12.712Z,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,9 am–5 pm,· In-store shopping · In-store pick-up,LGBTQ+ friendly,
https://www.google.com/maps/place/Phillips+Hardware/data=!4m7!3m6!1s0x89de77ce8fb0cd71:0xf4f05ac2f759c0d0!8m2!3d42.7126577!4d-73.9895548!16s%2Fg%2F1vfwdvzx!19sChIJcc2wj8533okR0MBZ98Ja8PQ,Phillips Hardware,4.6,129,Hardware store,"6517 NY-158, Altamont, NY 12009, United States","P276+35 Altamont, New York, USA",http://www.shopphillips.com/,+1 518-861-5364,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo4x5T9VOecmI2pek5LDB73DsAHWVr9JDpC0xC0SZw3oOB3lY8Uskqe741Ea9V4Kk4qZcQ3goh0a0BcaHW2BO-EyP2FdiS01nq-JHbxbJkMyUboctyhCTJO-U9f5usvpUVwjco=w513-h240-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:17.924Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Carl%27s+Advanced+Automotive+%26+Truck+Repair+Center/data=!4m7!3m6!1s0x89de75f98b1d9dff:0xbc5ef03cd3be6d6b!8m2!3d42.6550787!4d-73.9249311!16s%2Fg%2F1tff8m37!19sChIJ_50di_l13okRa22-0zzwXrw,Carl's Advanced Automotive & Truck Repair Center,4.9,406,Auto repair shop,"14 Drywall Ln, Voorheesville, NY 12186, United States","M34G+22 Voorheesville, New York, USA",https://carlsautoandtruckrepair.com/,+1 518-765-2078,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzxh092Rrzv_9x-a39QukY3MEj65RIQqVghXN-eQ7Bo6bI3NqTpqQdFelg4qjE00t1suCN_yCUFHrwb_JhUdzSbaTIpjcX6klUhIXdbfVg-HtGaARYzsKkLU0z1PiUPu4uSjbMRw=w408-h603-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:23.267Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,Closed,,,
https://www.google.com/maps/place/Monro+Auto+Service+and+Tire+Centers/data=!4m7!3m6!1s0x89de73490858438d:0x45cdc73416119eb9!8m2!3d42.6832384!4d-73.7943137!16s%2Fg%2F1tj46xkq!19sChIJjUNYCElz3okRuZ4RFjTHzUU,Monro Auto Service and Tire Centers,4.5,957,Tire shop,"980 Central Ave, Albany, NY 12205, United States","M6M4+77 Albany, New York, USA",https://locations.monro.com/ny/albany/980-central-avenue?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_180,+1 518-482-2896,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8MrWxyS7cmTunPM-hr9td_PTozJsKakDhghVC4n9y_8ybUi8lAN0vElJ2BntyBO_tpCc9XxCmqQl6R3FqcKRjlMpLOQljBBJAPDagYrafFvF49mtLbs8UxwyJ7uYDQN5oZ_xzOg=w408-h544-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:28.424Z,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,9 am–5 pm,· In-store shopping · In-store pick-up,LGBTQ+ friendly,
https://www.google.com/maps/place/Adirondack+Tire+%26+Service/data=!4m7!3m6!1s0x89de72073a610c2d:0x406c80120280abf2!8m2!3d42.8020393!4d-73.9290437!16s%2Fg%2F1tq8kk1s!19sChIJLQxhOgdy3okR8quAAhKAbEA,Adirondack Tire & Service,4.7,133,Auto repair shop,"1020 State St, Schenectady, NY 12307, United States","R32C+R9 Schenectady, New York, USA",https://www.mavis.com/locations/schenectady-state-st-ny/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=2365,+1 518-243-8390,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepIL3yuYcOT2XTkz8N7dQTO5Y90RFaM2F-4m9C7PrJTo4Tf5jdHpT5v_cfOvuubFkW2lqdLYx0EhS2M4Vz_cIri6bq1g1uOduSGUt67XWoTg5UFbZrRqfCvUWOX9nfG2ni0zbrUFQ=w427-h240-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:33.990Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–5 am,,,
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x89de734b873157e3:0x8d90f04ff601df6!8m2!3d42.729687!4d-73.845179!16s%2Fg%2F1tdgqt_n!19sChIJ41cxh0tz3okR9h1g_wQP2Qg,Pep Boys Auto Service & Tires,4.2,910,Tire shop,"1795 Central Ave, Albany, NY 12205, United States","P5H3+VW Albany, New York, USA",https://www.pepboys.com/stores/ny/albany/1795-central-ave?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 518-460-1803,"Open · Closes 7 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepkXkLjoW0-yE0QL8KWGkZYjfrvSVW9t33DLWAeZER3uLDnNYjUP3mYEof7coF9N6Co06zeKp11Av7Lub08JAnT8IujFucP70Q6lXVlkymSC1k2qdqc9tNnv0DkYELP4EV2ms6Zb-Jow3Lu=w531-h240-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:39.683Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x89de718b540d7bd7:0xbe3869fa4f9b7a4a!8m2!3d42.7860874!4d-73.9415368!16s%2Fg%2F11f2chsk18!19sChIJ13sNVItx3okRSnqbT_ppOL4,Walmart Auto Care Center,5.0,1,Tire shop,"1320 Altamont Ave, Schenectady, NY 12303, United States","Q3P5+C9 Schenectady, New York, USA",https://www.walmart.com/store/2264-schenectady-ny/auto-care-center,,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FN-KgWMqN1BZRCcBbrTY8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.2404&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:45.002Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/Albany+Auto+Service+and+Tire/data=!4m7!3m6!1s0x89de0b16bfdd199f:0x4304433eb7bcff2d!8m2!3d42.6831347!4d-73.7820179!16s%2Fg%2F11krkw8rcg!19sChIJnxndvxYL3okRLf-8tz5DBEM,Albany Auto Service and Tire,4.8,142,Auto repair shop,"30 Corning St, Albany, NY 12205, United States","M6M9+75 Albany, New York, USA",https://albanyautoserviceandtire.com/,+1 518-487-4766,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUoaEvMbXLilgnHb3N083l_eHyfXU349Ilwa_eJ7MNZSP3TzRlNzA7cQWakX_FdOHygQqf3KTApGFIM03VymkqWKj1mdOpJhDAC21ZZruIn65FLnmc5ZewiobDOq-6nmYZ8fkwWQgcKhY=w427-h240-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:50.139Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,,Identifies as veteran-owned,
https://www.google.com/maps/place/Next+Level+Automotive+and+Performance+LLC./data=!4m7!3m6!1s0x89de733bff071a27:0x52354da516d188de!8m2!3d42.7941977!4d-73.9299889!16s%2Fg%2F11hz9brl0p!19sChIJJxoH_ztz3okR3ojRFqVNNVI,Next Level Automotive and Performance LLC.,4.5,54,Auto repair shop,"296 Altamont Ave, Schenectady, NY 12304, United States","Q3VC+M2 Schenectady, New York, USA",,+1 518-381-9009,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUt7F7IKyJf1BxrgbfSTstlpw_QcY1WgbshKC93RKChQ0LaD8eWEAxK4Bpj_7-2RmIZ7TzeuPV35-ey_ac9w8Zd0eKRe1kyggi-klWcNFjBvIVwMx9jqdSrr8ieRwmgvePbKaU1UXwKJqh=w408-h886-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:49:55.376Z,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/MAS+SERVICE+STATION/data=!4m7!3m6!1s0x89de772ad42571a5:0xd5e70c5f22765818!8m2!3d42.7352201!4d-73.9856222!16s%2Fg%2F11c74ysfyx!19sChIJpXEl1Cp33okRGFh2Il8M59U,MAS SERVICE STATION,4.7,15,Gas station,"4449 Western Turnpike, Altamont, NY 12009, United States","P2P7+3Q Altamont, New York, USA",,,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerGQs2ZdvZZVCOyxfZfhTt611mqiypWT9EdFJskHNNhUA4Qzj1lUuJJAruupT-_l420BbTYt4-WEvsDRU3W1Y7U57l7P7ho1tcaOgisaVc3fVC6tLtOgI3kQ7KaQ2uR78imz1JDug=w408-h408-k-no,false,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:50:00.559Z,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,· Diesel fuel,,
https://www.google.com/maps/place/Turnpike+Power+Products/data=!4m7!3m6!1s0x89de7a04a7f81329:0x340aa09b5cbbbd65!8m2!3d42.7480744!4d-74.0396055!16s%2Fg%2F1tmk9hdj!19sChIJKRP4pwR63okRZb27XJugCjQ,Turnpike Power Products,4.5,79,Lawn mower repair service,"174 Western Turnpike, Altamont, NY 12009, United States","PXX6+65 Altamont, New York, USA",https://turnpikepowerproducts.com/,+1 518-355-8823,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepb_zQteMpnGoVlZJdi-7DIPkdvkxlrjGAANUZIw_Xe3bybhvqmLkGtY9UYoEouLhTt0469zHqrnBcuaxsRVWKBlbnUQVWPUCy3qGuO53RbqeOcdgSkDRXev-tEpJLtvxSNCp8=w408-h407-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:50:05.919Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,,,
https://www.google.com/maps/place/Monro+Auto+Service+and+Tire+Centers/data=!4m7!3m6!1s0x89de71f5eb96032f:0x36804a2178f35d76!8m2!3d42.7893211!4d-73.9376102!16s%2Fg%2F1tgdpkd_!19sChIJLwOW6_Vx3okRdl3zeCFKgDY,Monro Auto Service and Tire Centers,4.5,543,Tire shop,"1702 Chrisler Ave, Schenectady, NY 12303, United States","Q3Q6+PX Schenectady, New York, USA",https://locations.monro.com/ny/schenectady/1702-chrisler-avenue?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_39,+1 518-382-1601,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo61mjZJwRJ3g99a1kLW6_JYC7hZZhe8YawB9kbWDNVzGsxL3p2hmCrNfbA9tgRhqxugZBZP3ZSfEtbxZjYvY_zH-jlFFY8GjgP9l0CT1djSdWOKnZc-Lozfinnjbdn8q7qwmIzlpHuDF5k=w408-h307-k-no,true,"https://www.google.com/maps/search/tire+service+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-03-23T14:50:11.118Z,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,9 am–5 pm,· In-store shopping · In-store pick-up,LGBTQ+ friendly,
