placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Goodale+%26+Barbieri+Company/data=!4m7!3m6!1s0x549e1860b0cacb5b:0x451547c53beeef6!8m2!3d47.6582609!4d-117.424448!16s%2Fg%2F1vxdx_kw!19sChIJW8vKsGAYnlQR9u6-U3xUUQQ,Goodale & Barbieri Company,3.1,129,Real estate agency,"818 W Riverside Ave #300, Spokane, WA 99201, United States","MH5G+86 Spokane, Washington, USA",https://g-b.com/?utm_source=gmb&utm_medium=organic&utm_campaign=website_link,+1 509-459-6102,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPKBGzadHdB45gImw9pPUdsSDRBJS97sIOODJ1L=w408-h271-k-no,true,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:10:42.650Z,,,,
https://www.google.com/maps/place/One+Property+Management+Spokane/data=!4m7!3m6!1s0x549e19b0682d1f6d:0x87157b5f506359f!8m2!3d47.6563598!4d-117.4189245!16s%2Fg%2F11sfb2bg89!19sChIJbR8taLAZnlQRnzUG9bVXcQg,One Property Management Spokane,1.7,6,Property management company,"417 W 1st Ave, Spokane, WA 99201, United States","MH4J+GC Spokane, Washington, USA",http://spokanebestrentals.com/,+1 509-863-7268,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PEB8SLtMR7v3LsX8Xm9E-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.78638&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:10:47.677Z,,,,
"https://www.google.com/maps/place/Sentry+Management,+Inc./data=!4m7!3m6!1s0x549e1dd665349271:0x6e0097ac39d74c96!8m2!3d47.7433568!4d-117.3962356!16s%2Fg%2F11y4pww7l8!19sChIJcZI0ZdYdnlQRlkzXOayXAG4","Sentry Management, Inc.",4.6,40,Property management company,"9425 N Nevada St Suite 211, Spokane, WA 99218, United States","PJV3+8G Spokane, Washington, USA",https://www.sentrymgt.com/offices/spokane/,+1 509-362-9933,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipORt-_4T3_QG5VJnOfqurWjSHGoIn_5-sVhLUHT=w408-h306-k-no,true,9 am–4 pm,9 am–1 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:10:52.458Z,,,,
https://www.google.com/maps/place/WEB+Properties+Inc/data=!4m7!3m6!1s0x549e186059c4e5c7:0x2da8409ca0da90c7!8m2!3d47.6578116!4d-117.4188469!16s%2Fg%2F1tfl9cdz!19sChIJx-XEWWAYnlQRx5DaoJxAqC0,WEB Properties Inc,2.9,14,Property management company,"421 W Riverside Ave #660, Spokane, WA 99201, United States","MH5J+4F Spokane, Washington, USA",https://webpropertiesinc.com/,+1 509-533-0995,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNlH_BWIyl54Fe5M0hPLM6Vb3YTWEd_X2TcoHA3=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:10:57.510Z,,,,
https://www.google.com/maps/place/RenCorpRealty/data=!4m7!3m6!1s0x549e186051664125:0xc1810bd18e34e65c!8m2!3d47.6541913!4d-117.4247555!16s%2Fg%2F1pp2vlrjk!19sChIJJUFmUWAYnlQRXOY0jtELgcE,RenCorpRealty,2.7,55,Property management company,"827 W 2nd Ave, Spokane, WA 99201, United States","MH3G+M3 Spokane, Washington, USA",https://rencorprealty.com/,+1 509-315-2998,Open ⋅ Closes 2 pm,https://lh3.googleusercontent.com/p/AF1QipP011HdmlrYN11FezEJIEbUHUwC6AZQfF32a7FL=w408-h272-k-no,true,10 am–2 pm,Closed,Closed,Closed,10 am–2 pm,10 am–2 pm,10 am–2 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:02.016Z,,,,
https://www.google.com/maps/place/HomeRiver+Group+Spokane+Property+Management/data=!4m7!3m6!1s0x549e1c6b231b3109:0x1cb022ccbe043142!8m2!3d47.6695521!4d-117.4164362!16s%2Fg%2F1vlzb24x!19sChIJCTEbI2scnlQRQjEEvswisBw,HomeRiver Group Spokane Property Management,3.9,635,Property management company,"1330 N Washington St # 3100, Spokane, WA 99201, United States","MH9M+RC Spokane, Washington, USA",https://www.homeriver.com/washington/spokane-property-management,+1 509-465-9052,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqAgPzALJYkZCweoceSPZP3zRfmVLCvG4KVrhddFyh6mHEX2dKv5fv_pwmq-Ex_gIZGs5uzRW2eRF5uWr_ogKc2aOOr1dEQn4qq2Npx_3qkc-0lRy9qxDdYADgUYkMsMiUhf0zZXw=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:06.521Z,,,,
https://www.google.com/maps/place/Upside+Property+Management/data=!4m7!3m6!1s0x549e19015c200941:0x953395efa94879e1!8m2!3d47.6695576!4d-117.4177585!16s%2Fg%2F11yjvphywf!19sChIJQQkgXAEZnlQR4XlIqe-VM5U,Upside Property Management,5.0,2,Property management company,"1311 N Washington St, Spokane, WA 99201, United States","MH9J+RV Spokane, Washington, USA",https://www.upsidespokane.com/,+1 509-724-0554,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SeXt9mO1wXvIO5Oj1H7cBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.15955&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:10.942Z,,,,
https://www.google.com/maps/place/Berg+Property+Management/data=!4m7!3m6!1s0x549e18797d9249b7:0xff8227b027a0ee93!8m2!3d47.6455026!4d-117.4157627!16s%2Fg%2F1ttdmqbk!19sChIJt0mSfXkYnlQRk-6gJ7Angv8,Berg Property Management,5.0,2,Property management company,"234 W Sumner Ave, Spokane, WA 99204, United States","JHWM+6M Spokane, Washington, USA",,+1 509-458-4002,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5UF9-H8OL_gUerNzKoSStA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.020687&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:13.323Z,,,,
https://www.google.com/maps/place/Carlson+%26+Co.+Real+Estate/data=!4m7!3m6!1s0x549e193a13ee9627:0x592796847ba5f9c2!8m2!3d47.6568813!4d-117.3986596!16s%2Fg%2F11h2hh98rf!19sChIJJ5buEzoZnlQRwvmle4SWJ1k,Carlson & Co. Real Estate,4.8,225,Real estate agency,"808 E Sprague Ave, Spokane, WA 99202, United States","MJ42+QG Spokane, Washington, USA",https://www.carlsonandcorealestate.com/,+1 509-818-9988,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNCCRpiZr4qTNiNqPis3Psld6dP18FRv_eNZ9T3=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:17.983Z,,,,
https://www.google.com/maps/place/Atlas+Management+Group/data=!4m7!3m6!1s0x549e19289f46f2e5:0xc4e34c7eb5fc358c!8m2!3d47.6936589!4d-117.4223346!16s%2Fg%2F11y3kchmvz!19sChIJ5fJGnygZnlQRjDX8tX5M48Q,Atlas Management Group,4.4,18,Property management company,"706 W Garland Ave, Spokane, WA 99205, United States","MHVH+F3 Spokane, Washington, USA",https://atlasmanagement.group/,+1 509-201-5087,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipP5ZCA4xqQqk-aDDdDmclnrBASyiRWzdE6rEfZH=w411-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:22.494Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Monroe+Court+Ltd/data=!4m7!3m6!1s0x549e1858eb7585c3:0x3ed25cef16eef9ba!8m2!3d47.6656575!4d-117.4273471!16s%2Fg%2F1tghcw3d!19sChIJw4V161gYnlQRuvnuFu9c0j4,Monroe Court Ltd,4.2,47,Property management company,"901 N Monroe St # 250, Spokane, WA 99201, United States","MH8F+73 Spokane, Washington, USA",,+1 509-329-9000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8tE1objU2jOdLPhAY5687g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.64963&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:24.976Z,,,,
https://www.google.com/maps/place/AJJ+Property+Management/data=!4m7!3m6!1s0x549e1861054d95c9:0xeaca3b95758e7521!8m2!3d47.6569268!4d-117.4207872!16s%2Fg%2F11bwkdtq2j!19sChIJyZVNBWEYnlQRIXWOdZU7yuo,AJJ Property Management,1.0,3,Property management company,"7 S Howard St #218, Spokane, WA 99201, United States","MH4H+QM Spokane, Washington, USA",,+1 509-994-1143,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IICckE03D7edJOweKbQaAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.52886&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:27.410Z,,,,
https://www.google.com/maps/place/4+Degrees/data=!4m7!3m6!1s0x549e1867c05781a9:0xaae2ac6a75d2aff5!8m2!3d47.654087!4d-117.4257125!16s%2Fg%2F11bwkz25gj!19sChIJqYFXwGcYnlQR9a_SdWqs4qo,4 Degrees,4.1,387,Real estate agency,"915 W 2nd Ave, Spokane, WA 99201, United States","MH3F+JP Spokane, Washington, USA",https://4degrees.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb+website+button,+1 509-413-1956,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohzkal6bPhHJYS1mEKPXbuPKcXzWEo3z84miBM2EqePTRDwtFB4VJEaY_L4aaTFnAjlubhip_Lrk096EiLQeJHDIkAMA64mmo3szNbqfAl2irLgfCJlSkadpalV-6tiwJdza-4=w408-h306-k-no,true,9:30 am–4 pm,Closed,Closed,Closed,9:30 am–4 pm,9:30 am–4 pm,9:30 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:32.373Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Mccathren+Management+%26+Real+Estate+Service/data=!4m7!3m6!1s0x549e185ab7e06c41:0x950f6f72f5de4752!8m2!3d47.6483572!4d-117.4230612!16s%2Fg%2F1tf86t6c!19sChIJQWzgt1oYnlQRUkfe9XJvD5U,Mccathren Management & Real Estate Service,2.4,80,Real estate agency,"705 W 7th Ave Suite A3, Spokane, WA 99204, United States","JHXG+8Q Spokane, Washington, USA",http://www.mccathrenmanagement.com/,+1 509-232-5160,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYDwGBxeKPgmvU1UNQe3ZbX79myvp9DuZsO8a6fcZ9oLOQPXzfT-RUnYQz8ZgCi5MFf1K7ZIjYxz6LXbyy09bcMJbriewVfVNOKp2X89uvtvl5PFcDEofK2wE7dhh7rSY6UjhU=w408-h544-k-no,true,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:36.908Z,,,,
https://www.google.com/maps/place/Kempis/data=!4m7!3m6!1s0x549e1864abaad181:0xc8d61ba2c339cdfb!8m2!3d47.6505324!4d-117.4176038!16s%2Fg%2F1tf5py_b!19sChIJgdGqq2QYnlQR-805w6Ib1sg,Kempis,3.5,10,Property management company,"326 W 6th Ave, Spokane, WA 99204, United States","MH2J+6X Spokane, Washington, USA",,+1 509-456-4811,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMTgJp9deet6QXFt1Ztbt7RbgNJqp-MlzKO9QEUt9kRZRNhXxOUNuf0EX1iqpsOiFi4xdFOfeaIleIZnMq2l9TOgorCQD0Ccav7qJ2zD-BKTCEw62N2Ue0hqVEftXMaBc_24XzZQ=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:39.389Z,,,,
https://www.google.com/maps/place/South+Side+Investments+LLC/data=!4m7!3m6!1s0x549e186d77f15555:0x5112895359d1c2f4!8m2!3d47.6475314!4d-117.4328202!16s%2Fg%2F11hy9nywsz!19sChIJVVXxd20YnlQR9MLRWVOJElE,South Side Investments LLC,3.8,16,Property management company,"1406 W 9th Ave, Spokane, WA 99204, United States","JHX8+2V Spokane, Washington, USA",https://southsideinvestments.com/,,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iL8rQLDlvFjfBcdBUOLZ_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.552518&pitch=0&thumbfov=100,false,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:43.972Z,,,,
https://www.google.com/maps/place/Ponderosa+Community+Management/data=!4m7!3m6!1s0x549e213dc591e175:0x7f6b06caceae9d6e!8m2!3d47.6614066!4d-117.2832545!16s%2Fg%2F11k9c_z60j!19sChIJdeGRxT0hnlQRbp2uzsoGa38,Ponderosa Community Management,3.9,44,Property management company,"505 N Argonne Rd BLDG C, Spokane Valley, WA 99212, United States","MP68+HM Spokane Valley, Washington, USA",http://www.ponderosacm.com/,+1 509-408-3923,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOC6-SX3uEdhrLL4E8hpkjyXLU4UscPYqa_ONCT=w408-h272-k-no,true,10 am–4 pm,Closed,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:48.475Z,,,,
https://www.google.com/maps/place/Cedar+Street+Townhouse/data=!4m7!3m6!1s0x549e18425f15cd71:0x22a52efaf3ac4961!8m2!3d47.6572811!4d-117.4377222!16s%2Fg%2F1tdlt_9v!19sChIJcc0VX0IYnlQRYUms8_oupSI,Cedar Street Townhouse,5.0,1,Property management company,"1722 W Riverside Ave, Spokane, WA 99201, United States","MH46+WW Spokane, Washington, USA",,+1 509-994-2911,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lq6EZKkA3uKxOg0xBeA1RQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.384912&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:51.042Z,,,,
https://www.google.com/maps/place/Slumber+Spokane+-+Boutique+Long+%26+Short-Term+Property+Management/data=!4m7!3m6!1s0x549e1d801da06dfb:0x4ff30fe00e691875!8m2!3d47.6695472!4d-117.4176452!16s%2Fg%2F11s17_q2r_!19sChIJ-22gHYAdnlQRdRhpDuAP808,Slumber Spokane - Boutique Long & Short-Term Property Management,5.0,23,Vacation home rental agency,"1311 N Washington St Suite A, Spokane, WA 99201, United States","MH9J+RW Spokane, Washington, USA",http://www.slumberspokane.com/,+1 509-434-4611,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipP4d_N9xpvQgS0GTjmNjItgdK1mGvlt7mviSEH0=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–2 pm,9 am–2 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-09-25T18:11:55.591Z,LGBTQ+ friendly,,,
