placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Republic+Parking+System/data=!4m7!3m6!1s0x876c792a5ccaf595:0x5477ad8c8f6219af!8m2!3d39.7420682!4d-104.9842242!16s%2Fg%2F11byl2v85j!19sChIJlfXKXCp5bIcRrxlij4ytd1Q,Republic Parking System,2.7,13,Parking garage,"225 E 16th Ave #350, Denver, CO 80203, United States","P2R8+R8 Denver, Colorado, USA",https://www.republicparking.com/,+1 303-382-0880,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4vMeHSELuQqIPXFJgJSk6GeorYwS2XBAvB133Q2_2StMLVHaIW5z3KKvvfo7vSK29JeSyH657-66M4tOjj0X9CeAA5jizrRV95Ez7JtEACmMsLWwdSUAs3UcDNynoqaqC0kxn8g=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:33:28.122Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x876c79e94180df81:0x10e62cbc8eccab91!8m2!3d39.7568616!4d-104.9906385!16s%2Fg%2F11wbjsc5bv!19sChIJgd-AQel5bIcRkavMjrws5hA,parkingmgt.com,1.0,2,Parking lot,"2250 Blake St, Denver, CO 80205, United States","Q245+PP Denver, Colorado, USA",https://parkingmgt.com/,+1 855-244-8947,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-myXciCoFngcE5DxFgpdhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.649223&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:33:33.167Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/170+E+18th+Ave+Parking/data=!4m7!3m6!1s0x876c7929dbc505c5:0xcf468b7581b594c4!8m2!3d39.7451678!4d-104.9851971!16s%2Fg%2F11f_p3fllg!19sChIJxQXF2yl5bIcRxJS1gXWLRs8,170 E 18th Ave Parking,1.0,12,Parking lot,"170E E 18th Ave, Denver, CO 80203, United States","P2W7+3W Denver, Colorado, USA",,+1 303-893-1414,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1_PkXrzrQ1AVoP6HGZRsNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.8334&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:33:36.672Z,,,,,,,,,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x876c79270fa519a3:0xdf820dc71a10fd17!8m2!3d39.7410107!4d-104.9933106!16s%2Fg%2F11g20_ch7w!19sChIJoxmlDyd5bIcRF_0QGscNgt8,Metropolis,2.6,15,Parking garage,"1320 Glenarm Pl, Denver, CO 80202, United States","P2R4+CM Denver, Colorado, USA",https://parking.com/denver/lot/1230-glenarm-street?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,+1 303-629-6859,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnzZPzH_t-45B9EMpxJbUR1_rsNLOtB5obs28JLWpDVxdd9NVxolpcRNCgVDAVyIaViCFPVLIMryqUuN-QvU8bZ8kWCmL6AKu2lUtvz5bngMEY4xtNyskrIZa4OqPxX7NVByYI6w=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:33:42.270Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x876c7ed4fdf1f563:0x546dcb7a3891c745!8m2!3d39.7366447!4d-104.9826356!16s%2Fg%2F1tcvprz1!19sChIJY_Xx_dR-bIcRRceROHrLbVQ,Metropolis,2.7,11,Parking garage,"1277 Logan St, Denver, CO 80202, United States","P2P8+MW Denver, Colorado, USA",https://parking.com/denver/lot/soda-lot-1277-logan?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,+1 303-629-6859,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwn1Nhf473MBF3ezo9yOLKFIgDIxQ37my4874okL5hostwioIyq4SYmQnUWDmFv7ztq2Sb5nLamTl5pQ38_dDrwNLgBscJ0Zs3axb2OdFBbrsVsKuWer1jC4ZwjRw4MKf-F2pHM=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:33:47.413Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Ruiz+Parking/data=!4m7!3m6!1s0x876c78d5f51888e9:0x2dd689972706709!8m2!3d39.7422324!4d-104.9860228!16s%2Fg%2F1td18bc5!19sChIJ6YgY9dV4bIcRCWdwcplo3QI,Ruiz Parking,2.0,7,Parking garage,"1600 Lincoln St, Denver, CO 80264, United States","P2R7+VH Denver, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jfqpb_euINPRs7OK3rf-Rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.91212&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:33:50.193Z,,,,,,,,,,,
https://www.google.com/maps/place/1700+Broadway+Parking+Garage/data=!4m7!3m6!1s0x876c79d81177f3df:0xc883f5c747c26c7b!8m2!3d39.7442438!4d-104.9850584!16s%2Fg%2F11j02blx5w!19sChIJ3_N3Edh5bIcRe2zCR8f1g8g,1700 Broadway Parking Garage,,,Parking garage,"1745 Sherman St, Denver, CO 80203, United States","P2V7+MX Denver, Colorado, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qJYtn_w-BGl4obbIbP7S0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.26344&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:33:55.246Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/1543+Pearl+St+Parking+Lot/data=!4m7!3m6!1s0x876c792b7b49fd11:0x6fb86f0f182ba721!8m2!3d39.7404493!4d-104.98043!16s%2Fg%2F11f2gsl9vm!19sChIJEf1Jeyt5bIcRIacrGA9vuG8,1543 Pearl St Parking Lot,2.7,6,Parking lot,"1543 Pearl St, Denver, CO 80203, United States","P2R9+5R Denver, Colorado, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sfx8MgEbvyyPzgjer_7jng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.86021&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:00.432Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x876c78d0fc4a9daf:0xcb63661e13e93ade!8m2!3d39.7355202!4d-104.9883304!16s%2Fg%2F1tfzh7tq!19sChIJr51K_NB4bIcR3jrpEx5mY8s,SP+ Parking,3.5,57,Parking garage,"65 W 12th Ave, Denver, CO 80204, United States","P2P6+6M Denver, Colorado, USA",https://parking.com/denver/lot/65-west-12th-avenue?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,+1 303-607-9093,"Open ⋅ Closes 11 pm

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5UdnPZ6-2MiFkYdW3UuNW5qSdC5XJb0mWH3YV-icGnxDkBZOMuWV7MtHU1fLRcwRnJPhYxpcYR2BesYV5rgTIBwajtOF2-as0ObCNAzAh2fdP2jv4wjzIDdELfSv6XwQ9GNT6=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:05.358Z,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,,,,
https://www.google.com/maps/place/Hotel+Monaco+Denver+Valet/data=!4m7!3m6!1s0x876c790029e432ed:0x95e2263a19d3696b!8m2!3d39.747789!4d-104.992498!16s%2Fg%2F11y6phyhmq!19sChIJ7TLkKQB5bIcRa2nTGTom4pU,Hotel Monaco Denver Valet,4.0,2,Valet parking service,"1717 Champa St, Denver, CO 80202, United States","P2X5+42 Denver, Colorado, USA",,,Open ⋅ Closes 10 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JsOY_79bLOMvlEUj2tFDcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.23752&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:10.400Z,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,,,,
https://www.google.com/maps/place/1855+Lincoln+Garage/data=!4m7!3m6!1s0x876c78d632d2182f:0x1d928e5d76db1c2d!8m2!3d39.7458218!4d-104.986505!16s%2Fg%2F11tjbv__ng!19sChIJLxjSMtZ4bIcRLRzbdl2Okh0,1855 Lincoln Garage,,,Parking lot,"1855 Lincoln St, Denver, CO 80202, United States","P2W7+89 Denver, Colorado, USA",,+1 303-377-2546,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3pL-NbzugWbQhebwT9PEFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.0547&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:13.239Z,,,,,,,,,,,
https://www.google.com/maps/place/RPM+Parking+Companies+%2F+Valet+Services/data=!4m7!3m6!1s0x876c78b575163599:0xb4d75b89f4af9e5b!8m2!3d39.7706736!4d-104.9154331!16s%2Fg%2F11bw83t__p!19sChIJmTUWdbV4bIcRW56v9Ilb17Q,RPM Parking Companies / Valet Services,4.3,22,Valet parking service,"6280 E 39th Ave, Denver, CO 80207, United States","Q3CM+7R Denver, Colorado, USA",http://rpmparking.com/contact/,+1 303-571-1011,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPZBH44xEkz4-CeiR9Onl45s28yELwgSE7BZWw6=w420-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:18.333Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Denver+Parking+Permit+Business+Office/data=!4m7!3m6!1s0x876c7886c2f07649:0x5a61598345e0edf2!8m2!3d39.7407378!4d-104.9900145!16s%2Fg%2F11c2jkmpzn!19sChIJSXbwwoZ4bIcR8u3gRYNZYVo,Denver Parking Permit Business Office,1.7,30,City government office,"Webb Municipal Building, 201 W Colfax Ave, Denver, CO 80202, United States","P2R5+7X Denver, Colorado, USA",http://denvergov.org/,+1 720-913-5365,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KDLze831dBPLlgq6O6TPnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.90575&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:23.501Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Soda+Lot/data=!4m7!3m6!1s0x876c7ed4fdf31be1:0x4ba0035ae5f50b26!8m2!3d39.7366425!4d-104.982664!16s%2Fg%2F11tjbwbhn1!19sChIJ4Rvz_dR-bIcRJgv15VoDoEs,Soda Lot,1.0,9,Parking lot,"1277 Logan St, Denver, CO 80203, United States","P2P8+MW Denver, Colorado, USA",https://parking.com/denver/lot/soda-lot-1277-logan,+1 303-629-6859,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzRaqhK-TswmBb2iaB64fknuKDGLiJS2ocSe0QhbBrhKU8TOHG_vmLdbCAp8LfdP-ZczzYtcZSYd1eGm3EHSG-NeLcuAg2pQSBlZGZbKLwCx9g_8dd7ixt4MksUQREw0I5hw2ZsQ=w408-h724-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:26.518Z,,,,,,,,,,,
https://www.google.com/maps/place/Douglas+Parking/data=!4m7!3m6!1s0x876c78d7dfa7e487:0x560806c44f18408a!8m2!3d39.7470349!4d-104.985753!16s%2Fg%2F11hy9nz60y!19sChIJh-Sn39d4bIcRikAYT8QGCFY,Douglas Parking,,,,"1950 Lincoln St, Denver, CO 80210, United States","P2W7+RM Denver, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jk07LQtVXiL90oUpiSUYcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.52542&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitol+Hill+Denver+CO/@39.7336946,-104.982297,14z",2025-10-28T18:34:29.152Z,,,,,,,,,,,
https://www.google.com/maps/place/Rockies+VIP+Parking/data=!4m7!3m6!1s0x876c78ddfad45277:0x349c2fb732346c72!8m2!3d39.7570856!4d-104.9920202!16s%2Fg%2F11f_p2zz_g!19sChIJd1LU-t14bIcRcmw0MrcvnDQ,Rockies VIP Parking,4.6,20,Parking lot,"Parking lot, 2201 Blake St, Denver, CO 80205, United States","Q245+R5 Denver, Colorado, USA",https://www.mlb.com/rockies/tickets/parking,+1 877-717-0004,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytuqm_b4HR6UK0vdX-NMdtlgUcXM-dso7fJ_xpZud8hSpdh80F1Ra5vQ3jzoqUN5HVAdEHfUNWNz5QyuC5TdCvD8U3o_lC37Yi3Qf7CF13WxhmoPHchTG3PO_jg0glVaAvtQk=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Golden+Denver+CO/@39.755543,-105.2210997,14z",2025-10-28T18:34:43.955Z,,,,,,,,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x876b9b3d875effd7:0x84864a171ae23df3!8m2!3d39.7562894!4d-105.2226804!16s%2Fg%2F11y3cjjl29!19sChIJ1_9ehz2ba4cR8z3iGhdKhoQ,Parking,2.0,1,Parking garage,"800 11th St, Golden, CO 80401, United States","QQ4G+GW Golden, Colorado, USA",https://parking.com/national/lot/p-golden-hotel-sphere?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,+1 303-292-6126,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CLHtddrXGdpRiU-UWGVEtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.6885&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Golden+Denver+CO/@39.755543,-105.2210997,14z",2025-10-28T18:34:49.155Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
